ID;SoortBewoondeWoonruimten;RegioS;Perioden;BewoondeWoonruimte_1
299;Totaal;Noord-Drenthe (CR);2012;80075.0
300;Totaal;Noord-Drenthe (CR);2013;80465.0
301;Totaal;Noord-Drenthe (CR);2014;81285.0
302;Totaal;Noord-Drenthe (CR);2015;81800.0
303;Totaal;Noord-Drenthe (CR);2016;82540.0
304;Totaal;Noord-Drenthe (CR);2017;83175.0
305;Totaal;Noord-Drenthe (CR);2018;83670.0
306;Totaal;Noord-Drenthe (CR);2019;84240.0
307;Totaal;Noord-Drenthe (CR);2020;85080.0
308;Totaal;Noord-Drenthe (CR);2021;85730.0
309;Totaal;Noord-Drenthe (CR);2022;86310.0
310;Totaal;Noord-Drenthe (CR);2023;86775.0
311;Totaal;Noord-Drenthe (CR);2024;87325.0
312;Totaal;Zuidoost-Drenthe (CR);2012;71955.0
313;Totaal;Zuidoost-Drenthe (CR);2013;72200.0
314;Totaal;Zuidoost-Drenthe (CR);2014;72815.0
315;Totaal;Zuidoost-Drenthe (CR);2015;73000.0
316;Totaal;Zuidoost-Drenthe (CR);2016;73235.0
317;Totaal;Zuidoost-Drenthe (CR);2017;73570.0
318;Totaal;Zuidoost-Drenthe (CR);2018;73820.0
319;Totaal;Zuidoost-Drenthe (CR);2019;74075.0
320;Totaal;Zuidoost-Drenthe (CR);2020;74550.0
321;Totaal;Zuidoost-Drenthe (CR);2021;74805.0
322;Totaal;Zuidoost-Drenthe (CR);2022;75485.0
323;Totaal;Zuidoost-Drenthe (CR);2023;75760.0
324;Totaal;Zuidoost-Drenthe (CR);2024;76340.0
325;Totaal;Zuidwest-Drenthe (CR);2012;54330.0
326;Totaal;Zuidwest-Drenthe (CR);2013;54735.0
327;Totaal;Zuidwest-Drenthe (CR);2014;55435.0
328;Totaal;Zuidwest-Drenthe (CR);2015;55870.0
329;Totaal;Zuidwest-Drenthe (CR);2016;56250.0
330;Totaal;Zuidwest-Drenthe (CR);2017;56795.0
331;Totaal;Zuidwest-Drenthe (CR);2018;57565.0
332;Totaal;Zuidwest-Drenthe (CR);2019;58050.0
333;Totaal;Zuidwest-Drenthe (CR);2020;58550.0
334;Totaal;Zuidwest-Drenthe (CR);2021;59215.0
335;Totaal;Zuidwest-Drenthe (CR);2022;59755.0
336;Totaal;Zuidwest-Drenthe (CR);2023;60005.0
337;Totaal;Zuidwest-Drenthe (CR);2024;60455.0
338;Totaal;Noord-Overijssel (CR);2012;143535.0
339;Totaal;Noord-Overijssel (CR);2013;144980.0
340;Totaal;Noord-Overijssel (CR);2014;145970.0
341;Totaal;Noord-Overijssel (CR);2015;147495.0
342;Totaal;Noord-Overijssel (CR);2016;149260.0
343;Totaal;Noord-Overijssel (CR);2017;150790.0
344;Totaal;Noord-Overijssel (CR);2018;152475.0
345;Totaal;Noord-Overijssel (CR);2019;154495.0
346;Totaal;Noord-Overijssel (CR);2020;156410.0
347;Totaal;Noord-Overijssel (CR);2021;158550.0
348;Totaal;Noord-Overijssel (CR);2022;160180.0
349;Totaal;Noord-Overijssel (CR);2023;161660.0
350;Totaal;Noord-Overijssel (CR);2024;163095.0
351;Totaal;Zuidwest-Overijssel (CR);2012;63120.0
352;Totaal;Zuidwest-Overijssel (CR);2013;63270.0
353;Totaal;Zuidwest-Overijssel (CR);2014;63710.0
354;Totaal;Zuidwest-Overijssel (CR);2015;64340.0
355;Totaal;Zuidwest-Overijssel (CR);2016;64920.0
356;Totaal;Zuidwest-Overijssel (CR);2017;65915.0
357;Totaal;Zuidwest-Overijssel (CR);2018;66655.0
358;Totaal;Zuidwest-Overijssel (CR);2019;67245.0
359;Totaal;Zuidwest-Overijssel (CR);2020;68185.0
360;Totaal;Zuidwest-Overijssel (CR);2021;68820.0
361;Totaal;Zuidwest-Overijssel (CR);2022;69440.0
362;Totaal;Zuidwest-Overijssel (CR);2023;69960.0
363;Totaal;Zuidwest-Overijssel (CR);2024;70680.0
364;Totaal;Twente (CR);2012;257525.0
365;Totaal;Twente (CR);2013;259460.0
366;Totaal;Twente (CR);2014;261250.0
367;Totaal;Twente (CR);2015;262395.0
368;Totaal;Twente (CR);2016;263830.0
369;Totaal;Twente (CR);2017;265335.0
370;Totaal;Twente (CR);2018;266220.0
371;Totaal;Twente (CR);2019;268275.0
372;Totaal;Twente (CR);2020;270840.0
373;Totaal;Twente (CR);2021;272920.0
374;Totaal;Twente (CR);2022;275075.0
375;Totaal;Twente (CR);2023;276290.0
376;Totaal;Twente (CR);2024;278385.0
377;Totaal;Veluwe (CR);2012;257580.0
378;Totaal;Veluwe (CR);2013;263845.0
379;Totaal;Veluwe (CR);2014;267880.0
380;Totaal;Veluwe (CR);2015;270925.0
381;Totaal;Veluwe (CR);2016;273805.0
382;Totaal;Veluwe (CR);2017;274695.0
383;Totaal;Veluwe (CR);2018;278095.0
384;Totaal;Veluwe (CR);2019;281600.0
385;Totaal;Veluwe (CR);2020;285665.0
386;Totaal;Veluwe (CR);2021;289450.0
387;Totaal;Veluwe (CR);2022;293215.0
388;Totaal;Veluwe (CR);2023;295925.0
389;Totaal;Veluwe (CR);2024;299660.0
390;Totaal;Achterhoek (CR);2012;165985.0
391;Totaal;Achterhoek (CR);2013;167320.0
392;Totaal;Achterhoek (CR);2014;168905.0
393;Totaal;Achterhoek (CR);2015;170090.0
394;Totaal;Achterhoek (CR);2016;171190.0
395;Totaal;Achterhoek (CR);2017;172110.0
396;Totaal;Achterhoek (CR);2018;173155.0
397;Totaal;Achterhoek (CR);2019;174165.0
398;Totaal;Achterhoek (CR);2020;175180.0
399;Totaal;Achterhoek (CR);2021;176495.0
400;Totaal;Achterhoek (CR);2022;177980.0
401;Totaal;Achterhoek (CR);2023;179075.0
402;Totaal;Achterhoek (CR);2024;180350.0
403;Totaal;Arnhem/Nijmegen (CR);2012;303830.0
404;Totaal;Arnhem/Nijmegen (CR);2013;308260.0
405;Totaal;Arnhem/Nijmegen (CR);2014;311830.0
406;Totaal;Arnhem/Nijmegen (CR);2015;315250.0
407;Totaal;Arnhem/Nijmegen (CR);2016;318430.0
408;Totaal;Arnhem/Nijmegen (CR);2017;319310.0
409;Totaal;Arnhem/Nijmegen (CR);2018;323040.0
410;Totaal;Arnhem/Nijmegen (CR);2019;326220.0
411;Totaal;Arnhem/Nijmegen (CR);2020;329465.0
412;Totaal;Arnhem/Nijmegen (CR);2021;332100.0
413;Totaal;Arnhem/Nijmegen (CR);2022;335765.0
414;Totaal;Arnhem/Nijmegen (CR);2023;337970.0
415;Totaal;Arnhem/Nijmegen (CR);2024;341325.0
416;Totaal;Zuidwest-Gelderland (CR);2012;90605.0
417;Totaal;Zuidwest-Gelderland (CR);2013;91500.0
418;Totaal;Zuidwest-Gelderland (CR);2014;92535.0
419;Totaal;Zuidwest-Gelderland (CR);2015;93400.0
420;Totaal;Zuidwest-Gelderland (CR);2016;94405.0
421;Totaal;Zuidwest-Gelderland (CR);2017;95500.0
422;Totaal;Zuidwest-Gelderland (CR);2018;96570.0
423;Totaal;Zuidwest-Gelderland (CR);2019;97765.0
424;Totaal;Zuidwest-Gelderland (CR);2020;99100.0
425;Totaal;Zuidwest-Gelderland (CR);2021;100360.0
426;Totaal;Zuidwest-Gelderland (CR);2022;101520.0
427;Totaal;Zuidwest-Gelderland (CR);2023;102390.0
428;Totaal;Zuidwest-Gelderland (CR);2024;103460.0
429;Totaal;Utrecht (CR);2012;509105.0
430;Totaal;Utrecht (CR);2013;514190.0
431;Totaal;Utrecht (CR);2014;520195.0
432;Totaal;Utrecht (CR);2015;525815.0
433;Totaal;Utrecht (CR);2016;531025.0
434;Totaal;Utrecht (CR);2017;536825.0
435;Totaal;Utrecht (CR);2018;540870.0
436;Totaal;Utrecht (CR);2019;562375.0
437;Totaal;Utrecht (CR);2020;569255.0
438;Totaal;Utrecht (CR);2021;576360.0
439;Totaal;Utrecht (CR);2022;583930.0
440;Totaal;Utrecht (CR);2023;590575.0
441;Totaal;Utrecht (CR);2024;598010.0
442;Totaal;Kop van Noord-Holland (CR);2012;155950.0
443;Totaal;Kop van Noord-Holland (CR);2013;156640.0
444;Totaal;Kop van Noord-Holland (CR);2014;158655.0
445;Totaal;Kop van Noord-Holland (CR);2015;159645.0
446;Totaal;Kop van Noord-Holland (CR);2016;160505.0
447;Totaal;Kop van Noord-Holland (CR);2017;161485.0
448;Totaal;Kop van Noord-Holland (CR);2018;162465.0
449;Totaal;Kop van Noord-Holland (CR);2019;163430.0
450;Totaal;Kop van Noord-Holland (CR);2020;164540.0
451;Totaal;Kop van Noord-Holland (CR);2021;166085.0
452;Totaal;Kop van Noord-Holland (CR);2022;167790.0
453;Totaal;Kop van Noord-Holland (CR);2023;169360.0
454;Totaal;Kop van Noord-Holland (CR);2024;170425.0
455;Totaal;Alkmaar en omgeving (CR);2012;99110.0
456;Totaal;Alkmaar en omgeving (CR);2013;99695.0
457;Totaal;Alkmaar en omgeving (CR);2014;101500.0
458;Totaal;Alkmaar en omgeving (CR);2015;104920.0
459;Totaal;Alkmaar en omgeving (CR);2016;105840.0
460;Totaal;Alkmaar en omgeving (CR);2017;106930.0
461;Totaal;Alkmaar en omgeving (CR);2018;108000.0
462;Totaal;Alkmaar en omgeving (CR);2019;109120.0
463;Totaal;Alkmaar en omgeving (CR);2020;110465.0
464;Totaal;Alkmaar en omgeving (CR);2021;111805.0
465;Totaal;Alkmaar en omgeving (CR);2022;113040.0
466;Totaal;Alkmaar en omgeving (CR);2023;114005.0
467;Totaal;Alkmaar en omgeving (CR);2024;115130.0
468;Totaal;IJmond (CR);2012;82710.0
469;Totaal;IJmond (CR);2013;83160.0
470;Totaal;IJmond (CR);2014;84230.0
471;Totaal;IJmond (CR);2015;84770.0
472;Totaal;IJmond (CR);2016;85365.0
473;Totaal;IJmond (CR);2017;86300.0
474;Totaal;IJmond (CR);2018;86735.0
475;Totaal;IJmond (CR);2019;87120.0
476;Totaal;IJmond (CR);2020;87820.0
477;Totaal;IJmond (CR);2021;88395.0
478;Totaal;IJmond (CR);2022;88890.0
479;Totaal;IJmond (CR);2023;89300.0
480;Totaal;IJmond (CR);2024;89690.0
481;Totaal;Agglomeratie Haarlem (CR);2012;99205.0
482;Totaal;Agglomeratie Haarlem (CR);2013;100005.0
483;Totaal;Agglomeratie Haarlem (CR);2014;101235.0
484;Totaal;Agglomeratie Haarlem (CR);2015;102255.0
485;Totaal;Agglomeratie Haarlem (CR);2016;103165.0
486;Totaal;Agglomeratie Haarlem (CR);2017;103740.0
487;Totaal;Agglomeratie Haarlem (CR);2018;104530.0
488;Totaal;Agglomeratie Haarlem (CR);2019;102945.0
489;Totaal;Agglomeratie Haarlem (CR);2020;103825.0
490;Totaal;Agglomeratie Haarlem (CR);2021;104390.0
491;Totaal;Agglomeratie Haarlem (CR);2022;105085.0
492;Totaal;Agglomeratie Haarlem (CR);2023;105985.0
493;Totaal;Agglomeratie Haarlem (CR);2024;107345.0
494;Totaal;Zaanstreek (CR);2012;69625.0
495;Totaal;Zaanstreek (CR);2013;70550.0
496;Totaal;Zaanstreek (CR);2014;71345.0
497;Totaal;Zaanstreek (CR);2015;71705.0
498;Totaal;Zaanstreek (CR);2016;72280.0
499;Totaal;Zaanstreek (CR);2017;72965.0
500;Totaal;Zaanstreek (CR);2018;73475.0
501;Totaal;Zaanstreek (CR);2019;73945.0
502;Totaal;Zaanstreek (CR);2020;74255.0
503;Totaal;Zaanstreek (CR);2021;74560.0
504;Totaal;Zaanstreek (CR);2022;75150.0
505;Totaal;Zaanstreek (CR);2023;75750.0
506;Totaal;Zaanstreek (CR);2024;76545.0
507;Totaal;Groot-Amsterdam (CR);2012;589795.0
508;Totaal;Groot-Amsterdam (CR);2013;594785.0
509;Totaal;Groot-Amsterdam (CR);2014;601460.0
510;Totaal;Groot-Amsterdam (CR);2015;606035.0
511;Totaal;Groot-Amsterdam (CR);2016;613465.0
512;Totaal;Groot-Amsterdam (CR);2017;616200.0
513;Totaal;Groot-Amsterdam (CR);2018;623875.0
514;Totaal;Groot-Amsterdam (CR);2019;633820.0
515;Totaal;Groot-Amsterdam (CR);2020;643235.0
516;Totaal;Groot-Amsterdam (CR);2021;648600.0
