ID;Bedrijfsactiviteiten;Grootteklassen;Perioden;Bedrijven_1;WerknemersUltimoSeptember_2;TotaalProductiewaarde_3;IndustrieleVerkopen_4;VoorraadmutatiesProducten_5;MargeHandelOvOpbrengsten_6;TotaalVerbruikswaarde_7;IndustrieleInkopen_8;VoorraadmutatiesGrondEnHulpstoffen_9;Energieverbruik_10;OverigeBedrijfskosten_11;TotaalToegevoegdeWaarde_12;Arbeidskosten_13;HeffingenEnBelastingen_14;TotaalBrutoBedrijfsresultaat_15;SaldoInterest_16;SaldoOverigeBatenEnLasten_17;AfschrijvingenOpVasteActiva_18;ResultaatVoorBelastingen_19;CodeBedrijfsactiviteit_20
10;Dx Industrie excl. sociale werkplaatsen;20 of meer werknemers;1998;6433;6675.0;154707.0;144343.0;1269.0;9095.0;109668.0;85678.0;-17.0;3309.0;20664.0;45039.0;25223.0;1629.0;18187.0;-1036.0;467.0;6457.0;11161.0;Dx    
11;Dx Industrie excl. sociale werkplaatsen;20 of meer werknemers;1999;6591;6668.0;157546.0;148615.0;-10.0;8941.0;112231.0;87889.0;338.0;3125.0;21555.0;45315.0;25708.0;1746.0;17861.0;-1063.0;856.0;6692.0;10962.0;Dx    
12;DA Voedings- en genotmiddelenindustrie;0 of meer werknemers;1996;7029;1449.0;40091.0;38551.0;49.0;1491.0;29671.0;25302.0;133.0;547.0;3955.0;10420.0;4576.0;1637.0;4207.0;-234.0;135.0;1270.0;2839.0;DA    
13;DA Voedings- en genotmiddelenindustrie;0 of meer werknemers;1997;6974;1415.0;41869.0;40125.0;124.0;1620.0;30985.0;26381.0;171.0;587.0;4188.0;10884.0;4576.0;1664.0;4644.0;-171.0;51.0;1292.0;3232.0;DA    
14;DA Voedings- en genotmiddelenindustrie;0 of meer werknemers;1998;6812;1448.0;43312.0;41228.0;81.0;2003.0;32267.0;27375.0;20.0;589.0;4323.0;11044.0;4759.0;1659.0;4626.0;-142.0;398.0;1398.0;3485.0;DA    
15;DA Voedings- en genotmiddelenindustrie;0 of meer werknemers;1999;6680;1446.0;43275.0;41365.0;96.0;1814.0;31866.0;26791.0;-14.0;570.0;4491.0;11409.0;4898.0;1817.0;4694.0;-187.0;576.0;1484.0;3599.0;DA    
16;DA Voedings- en genotmiddelenindustrie;0 tot 20 werknemers;1996;6148;326.0;2867.0;2727.0;1.0;139.0;1916.0;1521.0;1.0;69.0;327.0;951.0;546.0;6.0;399.0;-49.0;9.0;140.0;219.0;DA    
17;DA Voedings- en genotmiddelenindustrie;0 tot 20 werknemers;1997;6092;302.0;2835.0;2673.0;6.0;156.0;1911.0;1511.0;4.0;71.0;333.0;924.0;530.0;4.0;390.0;-48.0;-5.0;141.0;197.0;DA    
18;DA Voedings- en genotmiddelenindustrie;0 tot 20 werknemers;1998;5921;328.0;2936.0;2854.0;3.0;79.0;1982.0;1556.0;0.0;68.0;358.0;954.0;602.0;-44.0;396.0;-41.0;15.0;141.0;228.0;DA    
19;DA Voedings- en genotmiddelenindustrie;0 tot 20 werknemers;1999;5785;311.0;3028.0;2887.0;3.0;138.0;2055.0;1632.0;-2.0;71.0;350.0;973.0;608.0;2.0;363.0;-38.0;11.0;136.0;200.0;DA    
20;DA Voedings- en genotmiddelenindustrie;20 of meer werknemers;1996;881;1124.0;37224.0;35825.0;47.0;1352.0;27755.0;23780.0;130.0;477.0;3628.0;9469.0;4030.0;1630.0;3809.0;-185.0;126.0;1130.0;2620.0;DA    
21;DA Voedings- en genotmiddelenindustrie;20 of meer werknemers;1997;882;1113.0;39034.0;37452.0;119.0;1463.0;29075.0;24871.0;167.0;516.0;3855.0;9960.0;4046.0;1660.0;4254.0;-123.0;55.0;1151.0;3035.0;DA    
22;DA Voedings- en genotmiddelenindustrie;20 of meer werknemers;1998;891;1120.0;40375.0;38375.0;76.0;1924.0;30285.0;25820.0;21.0;521.0;3965.0;10090.0;4157.0;1703.0;4230.0;-101.0;384.0;1257.0;3257.0;DA    
23;DA Voedings- en genotmiddelenindustrie;20 of meer werknemers;1999;895;1135.0;40247.0;38478.0;93.0;1676.0;29811.0;25158.0;-13.0;499.0;4141.0;10436.0;4290.0;1816.0;4330.0;-149.0;565.0;1348.0;3399.0;DA    
24;15 Voedingsmiddelen- en drankenindustrie;0 of meer werknemers;1996;7000;;;;;;;;;;;;;;;;;;;15    
25;15 Voedingsmiddelen- en drankenindustrie;0 of meer werknemers;1997;6945;;;;;;;;;;;;;;;;;;;15    
26;15 Voedingsmiddelen- en drankenindustrie;0 of meer werknemers;1998;6785;;;;;;;;;;;;;;;;;;;15    
27;15 Voedingsmiddelen- en drankenindustrie;0 of meer werknemers;1999;6653;;;;;;;;;;;;;;;;;;;15    
28;15 Voedingsmiddelen- en drankenindustrie;0 tot 20 werknemers;1996;6130;325.0;2843.0;2703.0;1.0;139.0;1896.0;1506.0;3.0;69.0;324.0;947.0;544.0;5.0;398.0;-49.0;9.0;138.0;220.0;15    
29;15 Voedingsmiddelen- en drankenindustrie;0 tot 20 werknemers;1997;6074;300.0;2804.0;2643.0;6.0;155.0;1885.0;1488.0;3.0;70.0;330.0;919.0;528.0;3.0;388.0;-47.0;-5.0;140.0;196.0;15    
30;15 Voedingsmiddelen- en drankenindustrie;0 tot 20 werknemers;1998;5905;327.0;2915.0;2833.0;3.0;79.0;1964.0;1539.0;0.0;68.0;357.0;951.0;601.0;-44.0;394.0;-42.0;14.0;140.0;226.0;15    
31;15 Voedingsmiddelen- en drankenindustrie;0 tot 20 werknemers;1999;5771;311.0;3022.0;2882.0;3.0;137.0;2050.0;1629.0;-1.0;71.0;349.0;972.0;607.0;2.0;363.0;-38.0;11.0;136.0;200.0;15    
32;15 Voedingsmiddelen- en drankenindustrie;20 of meer werknemers;1996;870;;;;;;;;;;;;;;;;;;;15    
33;15 Voedingsmiddelen- en drankenindustrie;20 of meer werknemers;1997;871;;;;;;;;;;;;;;;;;;;15    
34;15 Voedingsmiddelen- en drankenindustrie;20 of meer werknemers;1998;880;;;;;;;;;;;;;;;;;;;15    
35;15 Voedingsmiddelen- en drankenindustrie;20 of meer werknemers;1999;882;;;;;;;;;;;;;;;;;;;15    
36;16 Tabakverwerkende industrie;0 of meer werknemers;1996;29;;;;;;;;;;;;;;;;;;;16    
37;16 Tabakverwerkende industrie;0 of meer werknemers;1997;29;;;;;;;;;;;;;;;;;;;16    
38;16 Tabakverwerkende industrie;0 of meer werknemers;1998;27;;;;;;;;;;;;;;;;;;;16    
39;16 Tabakverwerkende industrie;0 of meer werknemers;1999;27;;;;;;;;;;;;;;;;;;;16    
40;16 Tabakverwerkende industrie;0 tot 20 werknemers;1996;18;1.0;24.0;24.0;0.0;0.0;20.0;15.0;-2.0;0.0;3.0;4.0;2.0;1.0;1.0;0.0;0.0;1.0;-1.0;16    
41;16 Tabakverwerkende industrie;0 tot 20 werknemers;1997;18;1.0;31.0;30.0;1.0;0.0;26.0;22.0;-1.0;0.0;3.0;5.0;3.0;0.0;2.0;0.0;0.0;1.0;1.0;16    
42;16 Tabakverwerkende industrie;0 tot 20 werknemers;1998;16;1.0;21.0;21.0;0.0;0.0;18.0;17.0;0.0;0.0;1.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;2.0;16    
43;16 Tabakverwerkende industrie;0 tot 20 werknemers;1999;14;0.0;6.0;5.0;0.0;1.0;5.0;4.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;16    
44;16 Tabakverwerkende industrie;20 of meer werknemers;1996;11;;;;;;;;;;;;;;;;;;;16    
45;16 Tabakverwerkende industrie;20 of meer werknemers;1997;11;;;;;;;;;;;;;;;;;;;16    
46;16 Tabakverwerkende industrie;20 of meer werknemers;1998;11;;;;;;;;;;;;;;;;;;;16    
47;16 Tabakverwerkende industrie;20 of meer werknemers;1999;13;;;;;;;;;;;;;;;;;;;16    
48;DB Textiel- en textielproductenindustrie;0 of meer werknemers;1996;4956;271.0;3255.0;3058.0;4.0;193.0;2173.0;1719.0;3.0;48.0;409.0;1082.0;718.0;9.0;355.0;-37.0;-2.0;115.0;200.0;DB    
49;DB Textiel- en textielproductenindustrie;0 of meer werknemers;1997;4848;271.0;3461.0;3276.0;14.0;171.0;2384.0;1915.0;5.0;51.0;423.0;1078.0;717.0;11.0;350.0;-38.0;8.0;114.0;206.0;DB    
50;DB Textiel- en textielproductenindustrie;0 of meer werknemers;1998;4731;273.0;3539.0;3308.0;29.0;202.0;2401.0;1929.0;6.0;54.0;424.0;1139.0;743.0;7.0;389.0;-45.0;-5.0;122.0;217.0;DB    
51;DB Textiel- en textielproductenindustrie;0 of meer werknemers;1999;4644;266.0;3599.0;3426.0;-5.0;178.0;2424.0;1929.0;7.0;53.0;449.0;1175.0;763.0;7.0;405.0;-43.0;-5.0;124.0;233.0;DB    
52;DB Textiel- en textielproductenindustrie;0 tot 20 werknemers;1996;4672;79.0;735.0;661.0;0.0;74.0;470.0;344.0;2.0;9.0;119.0;265.0;166.0;1.0;98.0;-10.0;-2.0;26.0;60.0;DB    
53;DB Textiel- en textielproductenindustrie;0 tot 20 werknemers;1997;4590;90.0;807.0;723.0;1.0;83.0;537.0;415.0;4.0;9.0;117.0;271.0;172.0;5.0;94.0;-10.0;1.0;28.0;59.0;DB    
54;DB Textiel- en textielproductenindustrie;0 tot 20 werknemers;1998;4476;91.0;807.0;688.0;4.0;115.0;504.0;364.0;-3.0;12.0;125.0;304.0;183.0;1.0;120.0;-15.0;1.0;32.0;74.0;DB    
55;DB Textiel- en textielproductenindustrie;0 tot 20 werknemers;1999;4391;88.0;943.0;863.0;-1.0;81.0;616.0;467.0;2.0;11.0;140.0;328.0;187.0;2.0;139.0;-15.0;2.0;38.0;88.0;DB    
56;DB Textiel- en textielproductenindustrie;20 of meer werknemers;1996;284;192.0;2520.0;2397.0;4.0;119.0;1703.0;1375.0;1.0;39.0;290.0;817.0;552.0;8.0;257.0;-27.0;0.0;89.0;140.0;DB    
57;DB Textiel- en textielproductenindustrie;20 of meer werknemers;1997;258;182.0;2654.0;2553.0;14.0;87.0;1847.0;1501.0;3.0;43.0;306.0;807.0;545.0;7.0;255.0;-28.0;6.0;87.0;147.0;DB    
58;DB Textiel- en textielproductenindustrie;20 of meer werknemers;1998;255;182.0;2733.0;2619.0;26.0;88.0;1897.0;1565.0;10.0;43.0;299.0;835.0;559.0;7.0;269.0;-29.0;-6.0;90.0;143.0;DB    
59;DB Textiel- en textielproductenindustrie;20 of meer werknemers;1999;253;178.0;2656.0;2564.0;-6.0;98.0;1808.0;1462.0;5.0;42.0;309.0;848.0;576.0;7.0;265.0;-28.0;-7.0;87.0;144.0;DB    
60;17 Textielindustrie;0 of meer werknemers;1996;1829;194.0;2472.0;2346.0;1.0;125.0;1626.0;1283.0;6.0;43.0;306.0;846.0;547.0;7.0;292.0;-29.0;-2.0;96.0;165.0;17    
61;17 Textielindustrie;0 of meer werknemers;1997;1883;191.0;2635.0;2510.0;12.0;113.0;1783.0;1419.0;3.0;46.0;321.0;851.0;548.0;8.0;295.0;-30.0;5.0;97.0;172.0;17    
62;17 Textielindustrie;0 of meer werknemers;1998;1857;191.0;2754.0;2622.0;23.0;109.0;1864.0;1517.0;10.0;47.0;310.0;891.0;560.0;7.0;324.0;-32.0;-7.0;102.0;184.0;17    
63;17 Textielindustrie;0 of meer werknemers;1999;1829;191.0;2818.0;2698.0;-7.0;127.0;1883.0;1496.0;8.0;47.0;348.0;936.0;595.0;7.0;334.0;-34.0;-4.0;105.0;191.0;17    
64;17 Textielindustrie;0 tot 20 werknemers;1996;1628;43.0;401.0;366.0;1.0;34.0;250.0;182.0;2.0;5.0;65.0;151.0;94.0;1.0;56.0;-7.0;-1.0;17.0;31.0;17    
65;17 Textielindustrie;0 tot 20 werknemers;1997;1696;46.0;400.0;354.0;0.0;46.0;248.0;182.0;2.0;6.0;62.0;152.0;95.0;2.0;55.0;-7.0;0.0;18.0;29.0;17    
66;17 Textielindustrie;0 tot 20 werknemers;1998;1679;48.0;475.0;436.0;2.0;37.0;301.0;236.0;2.0;7.0;60.0;174.0;97.0;-1.0;78.0;-7.0;0.0;20.0;50.0;17    
67;17 Textielindustrie;0 tot 20 werknemers;1999;1648;49.0;578.0;534.0;0.0;44.0;373.0;284.0;2.0;8.0;83.0;206.0;113.0;0.0;93.0;-10.0;2.0;27.0;57.0;17    
68;17 Textielindustrie;20 of meer werknemers;1996;201;151.0;2072.0;1979.0;3.0;90.0;1376.0;1101.0;3.0;37.0;241.0;696.0;453.0;7.0;236.0;-22.0;-1.0;79.0;133.0;17    
69;17 Textielindustrie;20 of meer werknemers;1997;187;145.0;2235.0;2156.0;13.0;66.0;1535.0;1237.0;1.0;40.0;259.0;700.0;453.0;6.0;241.0;-24.0;5.0;78.0;143.0;17    
70;17 Textielindustrie;20 of meer werknemers;1998;178;143.0;2279.0;2186.0;21.0;72.0;1563.0;1281.0;8.0;40.0;250.0;716.0;463.0;6.0;247.0;-25.0;-7.0;81.0;134.0;17    
71;17 Textielindustrie;20 of meer werknemers;1999;181;142.0;2240.0;2164.0;-7.0;83.0;1511.0;1212.0;5.0;39.0;265.0;730.0;482.0;7.0;241.0;-24.0;-6.0;79.0;133.0;17    
72;18 Kleding- en bontindustrie;0 of meer werknemers;1996;3127;77.0;782.0;712.0;1.0;69.0;547.0;436.0;-3.0;5.0;103.0;236.0;170.0;3.0;63.0;-9.0;0.0;19.0;35.0;18    
73;18 Kleding- en bontindustrie;0 of meer werknemers;1997;2965;81.0;827.0;766.0;3.0;58.0;600.0;496.0;3.0;5.0;102.0;226.0;169.0;3.0;54.0;-7.0;3.0;18.0;33.0;18    
74;18 Kleding- en bontindustrie;0 of meer werknemers;1998;2874;82.0;785.0;686.0;6.0;93.0;537.0;412.0;-4.0;7.0;114.0;248.0;183.0;1.0;64.0;-13.0;2.0;20.0;33.0;18    
75;18 Kleding- en bontindustrie;0 of meer werknemers;1999;2815;75.0;781.0;729.0;1.0;51.0;541.0;433.0;-1.0;6.0;101.0;240.0;168.0;1.0;71.0;-9.0;0.0;20.0;42.0;18    
76;18 Kleding- en bontindustrie;0 tot 20 werknemers;1996;3044;36.0;334.0;295.0;0.0;39.0;220.0;162.0;-1.0;3.0;54.0;114.0;71.0;1.0;42.0;-4.0;-1.0;9.0;29.0;18    
77;18 Kleding- en bontindustrie;0 tot 20 werknemers;1997;2894;44.0;407.0;369.0;1.0;37.0;288.0;232.0;1.0;3.0;54.0;119.0;77.0;3.0;39.0;-3.0;1.0;9.0;29.0;18    
78;18 Kleding- en bontindustrie;0 tot 20 werknemers;1998;2797;44.0;332.0;253.0;1.0;78.0;203.0;129.0;-4.0;5.0;65.0;129.0;87.0;0.0;42.0;-8.0;1.0;11.0;24.0;18    
79;18 Kleding- en bontindustrie;0 tot 20 werknemers;1999;2743;39.0;365.0;329.0;0.0;36.0;243.0;184.0;1.0;3.0;57.0;122.0;75.0;0.0;47.0;-5.0;0.0;11.0;31.0;18    
80;18 Kleding- en bontindustrie;20 of meer werknemers;1996;83;41.0;448.0;417.0;2.0;29.0;327.0;274.0;-2.0;2.0;49.0;122.0;99.0;2.0;21.0;-5.0;0.0;10.0;7.0;18    
81;18 Kleding- en bontindustrie;20 of meer werknemers;1997;71;36.0;419.0;398.0;1.0;20.0;312.0;264.0;2.0;2.0;48.0;108.0;92.0;1.0;15.0;-5.0;2.0;9.0;4.0;18    
82;18 Kleding- en bontindustrie;20 of meer werknemers;1998;77;38.0;454.0;433.0;5.0;16.0;335.0;284.0;1.0;3.0;49.0;119.0;96.0;0.0;23.0;-5.0;1.0;9.0;10.0;18    
83;18 Kleding- en bontindustrie;20 of meer werknemers;1999;72;35.0;416.0;400.0;1.0;15.0;298.0;250.0;-1.0;3.0;44.0;118.0;93.0;1.0;24.0;-4.0;0.0;9.0;11.0;18    
84;DC Leer-, lederwaren- en schoenindustrie;0 of meer werknemers;1996;584;33.0;340.0;319.0;3.0;18.0;219.0;176.0;2.0;4.0;41.0;121.0;82.0;1.0;38.0;-6.0;0.0;10.0;21.0;DC    
85;DC Leer-, lederwaren- en schoenindustrie;0 of meer werknemers;1997;580;36.0;382.0;371.0;-1.0;12.0;256.0;210.0;4.0;5.0;45.0;126.0;82.0;0.0;44.0;-5.0;-1.0;10.0;27.0;DC    
86;DC Leer-, lederwaren- en schoenindustrie;0 of meer werknemers;1998;539;34.0;412.0;377.0;4.0;31.0;280.0;226.0;2.0;5.0;51.0;132.0;88.0;4.0;40.0;-5.0;0.0;10.0;25.0;DC    
87;DC Leer-, lederwaren- en schoenindustrie;0 of meer werknemers;1999;545;32.0;399.0;369.0;0.0;30.0;275.0;211.0;-1.0;5.0;58.0;124.0;84.0;2.0;38.0;-5.0;-1.0;11.0;20.0;DC    
88;DC Leer-, lederwaren- en schoenindustrie;0 tot 20 werknemers;1996;538;12.0;112.0;98.0;1.0;13.0;67.0;50.0;1.0;1.0;17.0;44.0;26.0;0.0;18.0;-3.0;0.0;4.0;10.0;DC    
89;DC Leer-, lederwaren- en schoenindustrie;0 tot 20 werknemers;1997;536;16.0;126.0;118.0;0.0;8.0;80.0;61.0;2.0;2.0;19.0;46.0;26.0;0.0;20.0;-2.0;0.0;4.0;14.0;DC    
90;DC Leer-, lederwaren- en schoenindustrie;0 tot 20 werknemers;1998;498;13.0;119.0;93.0;0.0;26.0;75.0;54.0;1.0;2.0;20.0;45.0;28.0;2.0;15.0;-1.0;0.0;3.0;10.0;DC    
91;DC Leer-, lederwaren- en schoenindustrie;0 tot 20 werknemers;1999;504;11.0;120.0;97.0;-1.0;24.0;79.0;52.0;1.0;2.0;26.0;41.0;24.0;2.0;15.0;-2.0;0.0;4.0;10.0;DC    
92;DC Leer-, lederwaren- en schoenindustrie;20 of meer werknemers;1996;46;21.0;229.0;221.0;3.0;5.0;152.0;126.0;1.0;3.0;24.0;77.0;56.0;1.0;20.0;-3.0;0.0;6.0;11.0;DC    
93;DC Leer-, lederwaren- en schoenindustrie;20 of meer werknemers;1997;44;20.0;256.0;252.0;0.0;4.0;176.0;148.0;2.0;3.0;27.0;80.0;56.0;0.0;24.0;-3.0;-1.0;6.0;13.0;DC    
94;DC Leer-, lederwaren- en schoenindustrie;20 of meer werknemers;1998;41;21.0;292.0;283.0;4.0;5.0;205.0;172.0;1.0;3.0;31.0;87.0;60.0;1.0;26.0;-3.0;0.0;7.0;16.0;DC    
95;DC Leer-, lederwaren- en schoenindustrie;20 of meer werknemers;1999;41;21.0;279.0;272.0;0.0;7.0;196.0;159.0;-2.0;3.0;32.0;83.0;61.0;0.0;22.0;-3.0;-1.0;8.0;10.0;DC    
96;DD Hout-,kurk-,rietwarenind (ex meubels);0 of meer werknemers;1996;3005;178.0;2007.0;1934.0;4.0;69.0;1302.0;1052.0;0.0;24.0;226.0;705.0;488.0;9.0;208.0;-23.0;3.0;67.0;122.0;DD    
97;DD Hout-,kurk-,rietwarenind (ex meubels);0 of meer werknemers;1997;3001;181.0;2133.0;2035.0;8.0;90.0;1408.0;1147.0;1.0;25.0;237.0;725.0;506.0;2.0;217.0;-20.0;0.0;72.0;125.0;DD    
98;DD Hout-,kurk-,rietwarenind (ex meubels);0 of meer werknemers;1998;2994;194.0;2428.0;2315.0;14.0;99.0;1571.0;1286.0;9.0;27.0;267.0;856.0;547.0;2.0;307.0;-21.0;4.0;86.0;203.0;DD    
99;DD Hout-,kurk-,rietwarenind (ex meubels);0 of meer werknemers;1999;3009;197.0;2360.0;2246.0;2.0;112.0;1521.0;1235.0;8.0;27.0;267.0;839.0;582.0;2.0;255.0;-21.0;0.0;84.0;150.0;DD    
100;DD Hout-,kurk-,rietwarenind (ex meubels);0 tot 20 werknemers;1996;2822;72.0;788.0;753.0;3.0;32.0;493.0;378.0;-1.0;10.0;104.0;295.0;185.0;8.0;102.0;-10.0;-2.0;29.0;61.0;DD    
101;DD Hout-,kurk-,rietwarenind (ex meubels);0 tot 20 werknemers;1997;2816;74.0;804.0;752.0;1.0;51.0;505.0;388.0;1.0;10.0;108.0;299.0;191.0;1.0;107.0;-10.0;-2.0;33.0;62.0;DD    
102;DD Hout-,kurk-,rietwarenind (ex meubels);0 tot 20 werknemers;1998;2800;82.0;993.0;929.0;9.0;55.0;603.0;469.0;6.0;11.0;129.0;390.0;206.0;2.0;182.0;-12.0;2.0;43.0;129.0;DD    
103;DD Hout-,kurk-,rietwarenind (ex meubels);0 tot 20 werknemers;1999;2805;81.0;886.0;820.0;3.0;63.0;532.0;404.0;5.0;10.0;123.0;354.0;216.0;2.0;136.0;-12.0;-3.0;37.0;84.0;DD    
104;DD Hout-,kurk-,rietwarenind (ex meubels);20 of meer werknemers;1996;183;107.0;1219.0;1181.0;1.0;37.0;810.0;673.0;0.0;15.0;122.0;410.0;303.0;1.0;106.0;-13.0;5.0;38.0;61.0;DD    
105;DD Hout-,kurk-,rietwarenind (ex meubels);20 of meer werknemers;1997;185;106.0;1330.0;1284.0;8.0;38.0;903.0;759.0;0.0;15.0;129.0;426.0;315.0;1.0;110.0;-10.0;2.0;39.0;64.0;DD    
106;DD Hout-,kurk-,rietwarenind (ex meubels);20 of meer werknemers;1998;194;111.0;1434.0;1385.0;6.0;43.0;968.0;817.0;4.0;17.0;138.0;466.0;341.0;1.0;124.0;-9.0;2.0;44.0;74.0;DD    
107;DD Hout-,kurk-,rietwarenind (ex meubels);20 of meer werknemers;1999;204;115.0;1473.0;1426.0;-2.0;49.0;989.0;830.0;1.0;16.0;144.0;485.0;365.0;1.0;119.0;-9.0;2.0;47.0;65.0;DD    
108;DE Papier-,karton- en grafische industr;0 of meer werknemers;1996;10937;1064.0;15327.0;14856.0;-15.0;486.0;9143.0;6539.0;-83.0;246.0;2275.0;6185.0;3743.0;24.0;2418.0;-138.0;-15.0;833.0;1431.0;DE    
109;DE Papier-,karton- en grafische industr;0 of meer werknemers;1997;11247;1058.0;15806.0;15264.0;22.0;520.0;9361.0;6837.0;14.0;267.0;2271.0;6445.0;3730.0;20.0;2695.0;-117.0;5.0;829.0;1755.0;DE    
110;DE Papier-,karton- en grafische industr;0 of meer werknemers;1998;10940;1104.0;17098.0;16446.0;27.0;625.0;10265.0;7594.0;13.0;266.0;2418.0;6833.0;3986.0;11.0;2836.0;-135.0;-39.0;867.0;1795.0;DE    
111;DE Papier-,karton- en grafische industr;0 of meer werknemers;1999;11094;1116.0;17303.0;16846.0;22.0;435.0;10333.0;7571.0;12.0;251.0;2523.0;6971.0;4117.0;14.0;2840.0;-117.0;0.0;892.0;1832.0;DE    
112;DE Papier-,karton- en grafische industr;0 tot 20 werknemers;1996;10104;255.0;3003.0;2913.0;0.0;90.0;1768.0;1208.0;0.0;29.0;531.0;1234.0;751.0;0.0;483.0;-43.0;3.0;176.0;268.0;DE    
113;DE Papier-,karton- en grafische industr;0 tot 20 werknemers;1997;10413;255.0;3072.0;2977.0;2.0;93.0;1807.0;1242.0;3.0;30.0;538.0;1266.0;694.0;4.0;568.0;-27.0;3.0;166.0;379.0;DE    
114;DE Papier-,karton- en grafische industr;0 tot 20 werknemers;1998;10083;290.0;3450.0;3361.0;12.0;77.0;2072.0;1463.0;5.0;29.0;585.0;1378.0;815.0;-5.0;568.0;-37.0;-6.0;188.0;338.0;DE    
115;DE Papier-,karton- en grafische industr;0 tot 20 werknemers;1999;10235;295.0;3462.0;3358.0;5.0;99.0;2028.0;1401.0;-2.0;34.0;591.0;1434.0;846.0;-6.0;594.0;-37.0;-5.0;200.0;352.0;DE    
116;DE Papier-,karton- en grafische industr;20 of meer werknemers;1996;833;808.0;12325.0;11943.0;-13.0;395.0;7374.0;5330.0;-83.0;217.0;1744.0;4950.0;2992.0;23.0;1935.0;-95.0;-19.0;658.0;1163.0;DE    
117;DE Papier-,karton- en grafische industr;20 of meer werknemers;1997;834;803.0;12734.0;12287.0;21.0;426.0;7555.0;5595.0;9.0;236.0;1733.0;5179.0;3035.0;16.0;2128.0;-90.0;2.0;663.0;1376.0;DE    
118;DE Papier-,karton- en grafische industr;20 of meer werknemers;1998;857;814.0;13648.0;13085.0;16.0;547.0;8193.0;6131.0;7.0;236.0;1833.0;5455.0;3171.0;16.0;2268.0;-98.0;-33.0;679.0;1458.0;DE    
119;DE Papier-,karton- en grafische industr;20 of meer werknemers;1999;859;821.0;13841.0;13488.0;17.0;336.0;8305.0;6170.0;13.0;216.0;1932.0;5536.0;3271.0;19.0;2246.0;-79.0;5.0;692.0;1480.0;DE    
