ID;Pensioenfonds;SoortPensioenuitkering;Perioden;BrutoUitkeringen_1;UitkeringenHerverzekering_2;NettoUitkeringen_3
317;Ondernemingspensioenfondsen;Totaal uitkeringen;2010;6813.0;451.0;6362.0
318;Ondernemingspensioenfondsen;Totaal uitkeringen;2011;6928.0;430.0;6498.0
319;Ondernemingspensioenfondsen;Totaal uitkeringen;2012;6918.0;369.0;6549.0
320;Ondernemingspensioenfondsen;Totaal uitkeringen;2013;6924.0;376.0;6548.0
321;Ondernemingspensioenfondsen;Totaal uitkeringen;2014;6925.0;310.0;6615.0
322;Ondernemingspensioenfondsen;Totaal uitkeringen;2015;6872.0;258.0;6614.0
323;Ondernemingspensioenfondsen;Ouderdomspensioenen;1997;2349.0;246.0;2103.0
324;Ondernemingspensioenfondsen;Ouderdomspensioenen;1998;2463.0;269.0;2195.0
325;Ondernemingspensioenfondsen;Ouderdomspensioenen;1999;2622.0;263.0;2359.0
326;Ondernemingspensioenfondsen;Ouderdomspensioenen;2000;3212.0;182.0;3030.0
327;Ondernemingspensioenfondsen;Ouderdomspensioenen;2001;3109.0;156.0;2953.0
328;Ondernemingspensioenfondsen;Ouderdomspensioenen;2002;3264.0;140.0;3124.0
329;Ondernemingspensioenfondsen;Ouderdomspensioenen;2003;3643.0;159.0;3484.0
330;Ondernemingspensioenfondsen;Ouderdomspensioenen;2004;3907.0;59.0;3848.0
331;Ondernemingspensioenfondsen;Ouderdomspensioenen;2005;4186.0;68.0;4118.0
332;Ondernemingspensioenfondsen;Ouderdomspensioenen;2006;4320.0;39.0;4281.0
333;Ondernemingspensioenfondsen;Ouderdomspensioenen;2007;4994.0;460.0;4534.0
334;Ondernemingspensioenfondsen;Ouderdomspensioenen;2008;4905.0;278.0;4627.0
335;Ondernemingspensioenfondsen;Ouderdomspensioenen;2009;5127.0;329.0;4798.0
336;Ondernemingspensioenfondsen;Ouderdomspensioenen;2010;5296.0;351.0;4945.0
337;Ondernemingspensioenfondsen;Ouderdomspensioenen;2011;5345.0;323.0;5022.0
338;Ondernemingspensioenfondsen;Ouderdomspensioenen;2012;5347.0;281.0;5066.0
339;Ondernemingspensioenfondsen;Ouderdomspensioenen;2013;5405.0;294.0;5111.0
340;Ondernemingspensioenfondsen;Ouderdomspensioenen;2014;5428.0;243.0;5185.0
341;Ondernemingspensioenfondsen;Ouderdomspensioenen;2015;5411.0;203.0;5208.0
342;Ondernemingspensioenfondsen;Invaliditeitspensioenen;1997;63.0;9.0;54.0
343;Ondernemingspensioenfondsen;Invaliditeitspensioenen;1998;69.0;12.0;57.0
344;Ondernemingspensioenfondsen;Invaliditeitspensioenen;1999;78.0;12.0;67.0
345;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2000;94.0;9.0;85.0
346;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2001;98.0;11.0;87.0
347;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2002;99.0;13.0;86.0
348;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2003;111.0;12.0;99.0
349;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2004;122.0;15.0;106.0
350;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2005;103.0;13.0;90.0
351;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2006;97.0;36.0;61.0
352;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2007;112.0;10.0;102.0
353;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2008;103.0;6.0;97.0
354;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2009;98.0;6.0;92.0
355;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2010;92.0;6.0;86.0
356;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2011;91.0;10.0;81.0
357;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2012;84.0;7.0;77.0
358;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2013;85.0;5.0;80.0
359;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2014;79.0;4.0;75.0
360;Ondernemingspensioenfondsen;Invaliditeitspensioenen;2015;81.0;3.0;78.0
361;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;1997;674.0;73.0;602.0
362;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;1998;719.0;82.0;638.0
363;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;1999;763.0;78.0;685.0
364;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2000;896.0;58.0;838.0
365;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2001;888.0;50.0;838.0
366;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2002;908.0;48.0;860.0
367;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2003;1003.0;49.0;954.0
368;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2004;1074.0;12.0;1061.0
369;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2005;1110.0;15.0;1095.0
370;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2006;1237.0;12.0;1225.0
371;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2007;1193.0;110.0;1083.0
372;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2008;1190.0;67.0;1123.0
373;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2009;1231.0;79.0;1152.0
374;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2010;1261.0;83.0;1178.0
375;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2011;1302.0;78.0;1224.0
376;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2012;1282.0;66.0;1216.0
377;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2013;1295.0;70.0;1225.0
378;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2014;1303.0;58.0;1245.0
379;Ondernemingspensioenfondsen;Weduwnaar/weduwenpensioenen;2015;1296.0;49.0;1247.0
380;Ondernemingspensioenfondsen;Wezenpensioenen;1997;15.0;2.0;13.0
381;Ondernemingspensioenfondsen;Wezenpensioenen;1998;15.0;2.0;13.0
382;Ondernemingspensioenfondsen;Wezenpensioenen;1999;15.0;2.0;13.0
383;Ondernemingspensioenfondsen;Wezenpensioenen;2000;15.0;0.0;15.0
384;Ondernemingspensioenfondsen;Wezenpensioenen;2001;16.0;1.0;15.0
385;Ondernemingspensioenfondsen;Wezenpensioenen;2002;16.0;1.0;15.0
386;Ondernemingspensioenfondsen;Wezenpensioenen;2003;17.0;1.0;16.0
387;Ondernemingspensioenfondsen;Wezenpensioenen;2004;18.0;1.0;17.0
388;Ondernemingspensioenfondsen;Wezenpensioenen;2005;18.0;1.0;17.0
389;Ondernemingspensioenfondsen;Wezenpensioenen;2006;32.0;0.0;32.0
390;Ondernemingspensioenfondsen;Wezenpensioenen;2007;;;
391;Ondernemingspensioenfondsen;Wezenpensioenen;2008;;;
392;Ondernemingspensioenfondsen;Wezenpensioenen;2009;;;
393;Ondernemingspensioenfondsen;Wezenpensioenen;2010;;;
394;Ondernemingspensioenfondsen;Wezenpensioenen;2011;;;
395;Ondernemingspensioenfondsen;Wezenpensioenen;2012;;;
396;Ondernemingspensioenfondsen;Wezenpensioenen;2013;;;
397;Ondernemingspensioenfondsen;Wezenpensioenen;2014;;;
398;Ondernemingspensioenfondsen;Wezenpensioenen;2015;;;
399;Ondernemingspensioenfondsen;Kapitaal bij overlijden;1997;0.0;11.0;-11.0
400;Ondernemingspensioenfondsen;Kapitaal bij overlijden;1998;0.0;11.0;-11.0
401;Ondernemingspensioenfondsen;Kapitaal bij overlijden;1999;0.0;15.0;-15.0
402;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2000;0.0;5.0;-5.0
403;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2001;0.0;15.0;-15.0
404;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2002;0.0;13.0;-13.0
405;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2003;0.0;12.0;-12.0
406;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2004;0.0;13.0;-13.0
407;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2005;0.0;7.0;-7.0
408;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2006;0.0;0.0;0.0
409;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2007;;;
410;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2008;;;
411;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2009;;;
412;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2010;;;
413;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2011;;;
414;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2012;;;
415;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2013;;;
416;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2014;;;
417;Ondernemingspensioenfondsen;Kapitaal bij overlijden;2015;;;
418;Ondernemingspensioenfondsen;Kapitaal bij leven;1997;0.0;0.0;0.0
419;Ondernemingspensioenfondsen;Kapitaal bij leven;1998;0.0;0.0;0.0
420;Ondernemingspensioenfondsen;Kapitaal bij leven;1999;0.0;0.0;0.0
421;Ondernemingspensioenfondsen;Kapitaal bij leven;2000;0.0;0.0;0.0
422;Ondernemingspensioenfondsen;Kapitaal bij leven;2001;0.0;0.0;0.0
423;Ondernemingspensioenfondsen;Kapitaal bij leven;2002;0.0;0.0;0.0
424;Ondernemingspensioenfondsen;Kapitaal bij leven;2003;0.0;0.0;0.0
425;Ondernemingspensioenfondsen;Kapitaal bij leven;2004;0.0;0.0;0.0
426;Ondernemingspensioenfondsen;Kapitaal bij leven;2005;0.0;0.0;0.0
427;Ondernemingspensioenfondsen;Kapitaal bij leven;2006;0.0;0.0;0.0
428;Ondernemingspensioenfondsen;Kapitaal bij leven;2007;;;
429;Ondernemingspensioenfondsen;Kapitaal bij leven;2008;;;
430;Ondernemingspensioenfondsen;Kapitaal bij leven;2009;;;
431;Ondernemingspensioenfondsen;Kapitaal bij leven;2010;;;
432;Ondernemingspensioenfondsen;Kapitaal bij leven;2011;;;
433;Ondernemingspensioenfondsen;Kapitaal bij leven;2012;;;
434;Ondernemingspensioenfondsen;Kapitaal bij leven;2013;;;
435;Ondernemingspensioenfondsen;Kapitaal bij leven;2014;;;
436;Ondernemingspensioenfondsen;Kapitaal bij leven;2015;;;
437;Ondernemingspensioenfondsen;Andere uitkeringen;1997;90.0;45.0;45.0
438;Ondernemingspensioenfondsen;Andere uitkeringen;1998;142.0;57.0;86.0
439;Ondernemingspensioenfondsen;Andere uitkeringen;1999;146.0;37.0;109.0
440;Ondernemingspensioenfondsen;Andere uitkeringen;2000;70.0;27.0;43.0
441;Ondernemingspensioenfondsen;Andere uitkeringen;2001;138.0;11.0;128.0
442;Ondernemingspensioenfondsen;Andere uitkeringen;2002;130.0;14.0;116.0
443;Ondernemingspensioenfondsen;Andere uitkeringen;2003;179.0;37.0;142.0
444;Ondernemingspensioenfondsen;Andere uitkeringen;2004;126.0;16.0;110.0
445;Ondernemingspensioenfondsen;Andere uitkeringen;2005;158.0;11.0;147.0
446;Ondernemingspensioenfondsen;Andere uitkeringen;2006;117.0;0.0;117.0
447;Ondernemingspensioenfondsen;Andere uitkeringen;2007;132.0;12.0;120.0
448;Ondernemingspensioenfondsen;Andere uitkeringen;2008;164.0;9.0;155.0
449;Ondernemingspensioenfondsen;Andere uitkeringen;2009;144.0;9.0;135.0
450;Ondernemingspensioenfondsen;Andere uitkeringen;2010;164.0;11.0;153.0
451;Ondernemingspensioenfondsen;Andere uitkeringen;2011;189.0;20.0;169.0
452;Ondernemingspensioenfondsen;Andere uitkeringen;2012;205.0;15.0;190.0
453;Ondernemingspensioenfondsen;Andere uitkeringen;2013;139.0;8.0;131.0
454;Ondernemingspensioenfondsen;Andere uitkeringen;2014;115.0;5.0;110.0
455;Ondernemingspensioenfondsen;Andere uitkeringen;2015;83.0;3.0;80.0
456;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;1997;332.0;14.0;317.0
457;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;1998;362.0;17.0;345.0
458;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;1999;284.0;4.0;280.0
459;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2000;324.0;5.0;319.0
460;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2001;363.0;2.0;361.0
461;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2002;361.0;3.0;358.0
462;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2003;381.0;2.0;379.0
463;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2004;401.0;3.0;399.0
464;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2005;507.0;2.0;505.0
465;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2006;489.0;0.0;489.0
466;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2007;492.0;6.0;486.0
467;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2008;551.0;5.0;546.0
468;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2009;579.0;5.0;574.0
469;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2010;617.0;7.0;610.0
470;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2011;649.0;7.0;642.0
471;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2012;685.0;6.0;679.0
472;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2013;717.0;7.0;710.0
473;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2014;749.0;9.0;740.0
474;Beroeps- en overige pensioenfondsen;Totaal uitkeringen;2015;782.0;12.0;770.0
475;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;1997;144.0;9.0;135.0
476;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;1998;171.0;10.0;161.0
477;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;1999;190.0;2.0;189.0
478;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2000;222.0;2.0;219.0
479;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2001;253.0;1.0;252.0
480;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2002;254.0;1.0;253.0
481;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2003;271.0;0.0;271.0
482;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2004;287.0;1.0;287.0
483;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2005;337.0;0.0;337.0
484;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2006;356.0;0.0;356.0
485;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2007;357.0;4.0;353.0
486;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2008;389.0;4.0;385.0
487;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2009;416.0;4.0;412.0
488;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2010;450.0;5.0;445.0
489;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2011;482.0;5.0;477.0
490;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2012;519.0;5.0;514.0
491;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2013;549.0;5.0;544.0
492;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2014;591.0;7.0;584.0
493;Beroeps- en overige pensioenfondsen;Ouderdomspensioenen;2015;620.0;10.0;610.0
494;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;1997;5.0;1.0;4.0
495;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;1998;5.0;1.0;4.0
496;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;1999;5.0;0.0;5.0
497;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2000;6.0;1.0;5.0
498;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2001;6.0;1.0;5.0
499;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2002;5.0;1.0;4.0
500;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2003;5.0;1.0;4.0
501;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2004;5.0;1.0;3.0
502;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2005;14.0;1.0;13.0
503;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2006;9.0;0.0;9.0
504;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2007;12.0;0.0;12.0
505;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2008;12.0;0.0;12.0
506;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2009;12.0;0.0;12.0
507;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2010;12.0;0.0;12.0
508;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2011;11.0;0.0;11.0
509;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2012;11.0;0.0;11.0
510;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2013;10.0;0.0;10.0
511;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2014;7.0;0.0;7.0
512;Beroeps- en overige pensioenfondsen;Invaliditeitspensioenen;2015;7.0;0.0;7.0
513;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;1997;66.0;3.0;63.0
514;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;1998;75.0;4.0;71.0
515;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;1999;81.0;1.0;81.0
516;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2000;89.0;1.0;89.0
517;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2001;96.0;0.0;95.0
518;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2002;93.0;0.0;93.0
519;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2003;96.0;0.0;96.0
520;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2004;100.0;0.0;99.0
521;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2005;146.0;0.0;146.0
522;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2006;112.0;0.0;112.0
523;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2007;116.0;1.0;115.0
524;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2008;123.0;1.0;122.0
525;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2009;126.0;1.0;125.0
526;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2010;132.0;1.0;131.0
527;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2011;134.0;1.0;133.0
528;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2012;136.0;1.0;135.0
529;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2013;139.0;1.0;138.0
530;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2014;145.0;2.0;143.0
531;Beroeps- en overige pensioenfondsen;Weduwnaar/weduwenpensioenen;2015;150.0;2.0;148.0
532;Beroeps- en overige pensioenfondsen;Wezenpensioenen;1997;2.0;0.0;2.0
533;Beroeps- en overige pensioenfondsen;Wezenpensioenen;1998;3.0;0.0;2.0
534;Beroeps- en overige pensioenfondsen;Wezenpensioenen;1999;3.0;0.0;3.0
535;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2000;3.0;0.0;3.0
536;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2001;3.0;0.0;3.0
537;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2002;3.0;0.0;3.0
538;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2003;2.0;0.0;2.0
539;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2004;3.0;0.0;3.0
540;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2005;3.0;0.0;3.0
541;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2006;3.0;0.0;3.0
542;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2007;;;
543;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2008;;;
544;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2009;;;
545;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2010;;;
546;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2011;;;
547;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2012;;;
548;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2013;;;
549;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2014;;;
550;Beroeps- en overige pensioenfondsen;Wezenpensioenen;2015;;;
551;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;1997;0.0;0.0;0.0
552;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;1998;0.0;1.0;-1.0
553;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;1999;0.0;1.0;-1.0
554;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2000;0.0;1.0;-1.0
555;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2001;0.0;0.0;0.0
556;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2002;0.0;1.0;-1.0
557;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2003;0.0;0.0;0.0
558;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2004;0.0;0.0;0.0
559;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2005;0.0;0.0;0.0
560;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2006;0.0;0.0;0.0
561;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2007;;;
562;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2008;;;
563;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2009;;;
564;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2010;;;
565;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2011;;;
566;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2012;;;
567;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2013;;;
568;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2014;;;
569;Beroeps- en overige pensioenfondsen;Kapitaal bij overlijden;2015;;;
570;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;1997;0.0;0.0;0.0
571;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;1998;0.0;0.0;0.0
572;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;1999;0.0;0.0;0.0
573;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2000;0.0;0.0;0.0
574;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2001;0.0;0.0;0.0
575;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2002;0.0;0.0;0.0
576;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2003;0.0;0.0;0.0
577;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2004;0.0;0.0;0.0
578;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2005;0.0;0.0;0.0
579;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2006;0.0;0.0;0.0
580;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2007;;;
581;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2008;;;
582;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2009;;;
583;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2010;;;
584;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2011;;;
585;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2012;;;
586;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2013;;;
587;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2014;;;
588;Beroeps- en overige pensioenfondsen;Kapitaal bij leven;2015;;;
589;Beroeps- en overige pensioenfondsen;Andere uitkeringen;1997;114.0;1.0;113.0
590;Beroeps- en overige pensioenfondsen;Andere uitkeringen;1998;109.0;1.0;108.0
591;Beroeps- en overige pensioenfondsen;Andere uitkeringen;1999;4.0;1.0;3.0
592;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2000;5.0;0.0;5.0
593;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2001;5.0;0.0;5.0
594;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2002;6.0;0.0;6.0
595;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2003;6.0;0.0;6.0
596;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2004;7.0;0.0;7.0
597;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2005;7.0;1.0;6.0
598;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2006;9.0;0.0;9.0
599;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2007;7.0;0.0;7.0
600;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2008;27.0;0.0;27.0
601;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2009;25.0;0.0;25.0
602;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2010;23.0;0.0;23.0
603;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2011;21.0;0.0;21.0
604;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2012;19.0;0.0;19.0
605;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2013;19.0;0.0;19.0
606;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2014;7.0;0.0;7.0
607;Beroeps- en overige pensioenfondsen;Andere uitkeringen;2015;5.0;0.0;5.0
