ID;Beroep;BeroepVoorgaandePeriode;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1
54;Totaal;Totaal;Geslacht: Mannen;2014 3e kwartaal;4312.0
55;Totaal;Totaal;Geslacht: Mannen;2014 4e kwartaal;4341.0
56;Totaal;Totaal;Geslacht: Mannen;2015 1e kwartaal;4330.0
57;Totaal;Totaal;Geslacht: Mannen;2015 2e kwartaal;4336.0
58;Totaal;Totaal;Geslacht: Mannen;2015 3e kwartaal;4340.0
59;Totaal;Totaal;Geslacht: Mannen;2015 4e kwartaal;4370.0
60;Totaal;Totaal;Geslacht: Mannen;2016 1e kwartaal;4360.0
61;Totaal;Totaal;Geslacht: Mannen;2016 2e kwartaal;4376.0
62;Totaal;Totaal;Geslacht: Mannen;2016 3e kwartaal;4406.0
63;Totaal;Totaal;Geslacht: Mannen;2016 4e kwartaal;4423.0
64;Totaal;Totaal;Geslacht: Mannen;2017 1e kwartaal;4439.0
65;Totaal;Totaal;Geslacht: Mannen;2017 2e kwartaal;4454.0
66;Totaal;Totaal;Geslacht: Mannen;2017 3e kwartaal;4479.0
67;Totaal;Totaal;Geslacht: Mannen;2017 4e kwartaal;4522.0
68;Totaal;Totaal;Geslacht: Mannen;2018 1e kwartaal;4536.0
69;Totaal;Totaal;Geslacht: Mannen;2018 2e kwartaal;4553.0
70;Totaal;Totaal;Geslacht: Mannen;2018 3e kwartaal;4577.0
71;Totaal;Totaal;Geslacht: Mannen;2018 4e kwartaal;4607.0
72;Totaal;Totaal;Geslacht: Mannen;2019 1e kwartaal;4622.0
73;Totaal;Totaal;Geslacht: Mannen;2019 2e kwartaal;4628.0
74;Totaal;Totaal;Geslacht: Mannen;2019 3e kwartaal;4643.0
75;Totaal;Totaal;Geslacht: Mannen;2019 4e kwartaal;4675.0
76;Totaal;Totaal;Geslacht: Mannen;2020 1e kwartaal;4691.0
77;Totaal;Totaal;Geslacht: Mannen;2020 2e kwartaal;4641.0
78;Totaal;Totaal;Geslacht: Mannen;2020 3e kwartaal;4610.0
79;Totaal;Totaal;Geslacht: Mannen;2020 4e kwartaal;4615.0
80;Totaal;Totaal;Geslacht: Mannen;2021 1e kwartaal;
81;Totaal;Totaal;Geslacht: Mannen;2021 2e kwartaal;4705.0
82;Totaal;Totaal;Geslacht: Mannen;2021 3e kwartaal;4709.0
83;Totaal;Totaal;Geslacht: Mannen;2021 4e kwartaal;4748.0
84;Totaal;Totaal;Geslacht: Mannen;2022 1e kwartaal;4806.0
85;Totaal;Totaal;Geslacht: Mannen;2022 2e kwartaal;4845.0
86;Totaal;Totaal;Geslacht: Mannen;2022 3e kwartaal;4865.0
87;Totaal;Totaal;Geslacht: Mannen;2022 4e kwartaal;4916.0
88;Totaal;Totaal;Geslacht: Mannen;2023 1e kwartaal;4933.0
89;Totaal;Totaal;Geslacht: Mannen;2023 2e kwartaal;4984.0
90;Totaal;Totaal;Geslacht: Mannen;2023 3e kwartaal;4983.0
91;Totaal;Totaal;Geslacht: Mannen;2023 4e kwartaal;4991.0
92;Totaal;Totaal;Geslacht: Mannen;2024 1e kwartaal;5001.0
93;Totaal;Totaal;Geslacht: Mannen;2024 2e kwartaal;5003.0
94;Totaal;Totaal;Geslacht: Mannen;2024 3e kwartaal;4994.0
95;Totaal;Totaal;Geslacht: Mannen;2024 4e kwartaal;5000.0
96;Totaal;Totaal;Geslacht: Vrouwen;2013 1e kwartaal;3768.0
97;Totaal;Totaal;Geslacht: Vrouwen;2013 2e kwartaal;3765.0
98;Totaal;Totaal;Geslacht: Vrouwen;2013 3e kwartaal;3748.0
99;Totaal;Totaal;Geslacht: Vrouwen;2013 4e kwartaal;3742.0
100;Totaal;Totaal;Geslacht: Vrouwen;2014 1e kwartaal;3690.0
101;Totaal;Totaal;Geslacht: Vrouwen;2014 2e kwartaal;3676.0
102;Totaal;Totaal;Geslacht: Vrouwen;2014 3e kwartaal;3698.0
103;Totaal;Totaal;Geslacht: Vrouwen;2014 4e kwartaal;3706.0
104;Totaal;Totaal;Geslacht: Vrouwen;2015 1e kwartaal;3728.0
105;Totaal;Totaal;Geslacht: Vrouwen;2015 2e kwartaal;3743.0
106;Totaal;Totaal;Geslacht: Vrouwen;2015 3e kwartaal;3753.0
107;Totaal;Totaal;Geslacht: Vrouwen;2015 4e kwartaal;3747.0
108;Totaal;Totaal;Geslacht: Vrouwen;2016 1e kwartaal;3761.0
109;Totaal;Totaal;Geslacht: Vrouwen;2016 2e kwartaal;3778.0
110;Totaal;Totaal;Geslacht: Vrouwen;2016 3e kwartaal;3805.0
111;Totaal;Totaal;Geslacht: Vrouwen;2016 4e kwartaal;3842.0
112;Totaal;Totaal;Geslacht: Vrouwen;2017 1e kwartaal;3857.0
113;Totaal;Totaal;Geslacht: Vrouwen;2017 2e kwartaal;3885.0
114;Totaal;Totaal;Geslacht: Vrouwen;2017 3e kwartaal;3910.0
115;Totaal;Totaal;Geslacht: Vrouwen;2017 4e kwartaal;3922.0
116;Totaal;Totaal;Geslacht: Vrouwen;2018 1e kwartaal;3948.0
117;Totaal;Totaal;Geslacht: Vrouwen;2018 2e kwartaal;3976.0
118;Totaal;Totaal;Geslacht: Vrouwen;2018 3e kwartaal;4018.0
119;Totaal;Totaal;Geslacht: Vrouwen;2018 4e kwartaal;4039.0
120;Totaal;Totaal;Geslacht: Vrouwen;2019 1e kwartaal;4070.0
121;Totaal;Totaal;Geslacht: Vrouwen;2019 2e kwartaal;4095.0
122;Totaal;Totaal;Geslacht: Vrouwen;2019 3e kwartaal;4128.0
123;Totaal;Totaal;Geslacht: Vrouwen;2019 4e kwartaal;4122.0
124;Totaal;Totaal;Geslacht: Vrouwen;2020 1e kwartaal;4140.0
125;Totaal;Totaal;Geslacht: Vrouwen;2020 2e kwartaal;4127.0
126;Totaal;Totaal;Geslacht: Vrouwen;2020 3e kwartaal;4097.0
127;Totaal;Totaal;Geslacht: Vrouwen;2020 4e kwartaal;4123.0
128;Totaal;Totaal;Geslacht: Vrouwen;2021 1e kwartaal;
129;Totaal;Totaal;Geslacht: Vrouwen;2021 2e kwartaal;4152.0
130;Totaal;Totaal;Geslacht: Vrouwen;2021 3e kwartaal;4201.0
131;Totaal;Totaal;Geslacht: Vrouwen;2021 4e kwartaal;4228.0
132;Totaal;Totaal;Geslacht: Vrouwen;2022 1e kwartaal;4267.0
133;Totaal;Totaal;Geslacht: Vrouwen;2022 2e kwartaal;4311.0
134;Totaal;Totaal;Geslacht: Vrouwen;2022 3e kwartaal;4347.0
135;Totaal;Totaal;Geslacht: Vrouwen;2022 4e kwartaal;4363.0
136;Totaal;Totaal;Geslacht: Vrouwen;2023 1e kwartaal;4411.0
137;Totaal;Totaal;Geslacht: Vrouwen;2023 2e kwartaal;4401.0
138;Totaal;Totaal;Geslacht: Vrouwen;2023 3e kwartaal;4416.0
139;Totaal;Totaal;Geslacht: Vrouwen;2023 4e kwartaal;4443.0
140;Totaal;Totaal;Geslacht: Vrouwen;2024 1e kwartaal;4475.0
141;Totaal;Totaal;Geslacht: Vrouwen;2024 2e kwartaal;4475.0
142;Totaal;Totaal;Geslacht: Vrouwen;2024 3e kwartaal;4466.0
143;Totaal;Totaal;Geslacht: Vrouwen;2024 4e kwartaal;4464.0
144;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2013 1e kwartaal;1837.0
145;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2013 2e kwartaal;1796.0
146;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2013 3e kwartaal;1743.0
147;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2013 4e kwartaal;1749.0
148;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2014 1e kwartaal;1733.0
149;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2014 2e kwartaal;1725.0
150;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2014 3e kwartaal;1693.0
151;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2014 4e kwartaal;1734.0
152;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2015 1e kwartaal;1734.0
153;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2015 2e kwartaal;1718.0
154;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2015 3e kwartaal;1682.0
155;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2015 4e kwartaal;1708.0
156;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2016 1e kwartaal;1719.0
157;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2016 2e kwartaal;1715.0
158;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2016 3e kwartaal;1691.0
159;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2016 4e kwartaal;1717.0
160;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2017 1e kwartaal;1727.0
161;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2017 2e kwartaal;1719.0
162;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2017 3e kwartaal;1661.0
163;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2017 4e kwartaal;1712.0
164;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2018 1e kwartaal;1743.0
165;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2018 2e kwartaal;1745.0
166;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2018 3e kwartaal;1717.0
167;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2018 4e kwartaal;1739.0
168;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2019 1e kwartaal;1763.0
169;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2019 2e kwartaal;1758.0
170;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2019 3e kwartaal;1708.0
171;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2019 4e kwartaal;1735.0
172;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2020 1e kwartaal;1747.0
173;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2020 2e kwartaal;1678.0
174;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2020 3e kwartaal;1609.0
175;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2020 4e kwartaal;1629.0
176;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2021 1e kwartaal;
177;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2021 2e kwartaal;1677.0
178;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2021 3e kwartaal;1624.0
179;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2021 4e kwartaal;1647.0
180;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2022 1e kwartaal;1695.0
181;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2022 2e kwartaal;1723.0
182;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2022 3e kwartaal;1695.0
183;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2022 4e kwartaal;1729.0
184;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2023 1e kwartaal;1797.0
185;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2023 2e kwartaal;1835.0
186;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2023 3e kwartaal;1826.0
187;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2023 4e kwartaal;1853.0
188;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2024 1e kwartaal;1870.0
189;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2024 2e kwartaal;1878.0
190;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2024 3e kwartaal;1798.0
191;Totaal;Totaal;1 Basisonderwijs, vmbo, mbo1;2024 4e kwartaal;1813.0
192;Totaal;Totaal;2 Havo, vwo, mbo2-4;2013 1e kwartaal;3465.0
193;Totaal;Totaal;2 Havo, vwo, mbo2-4;2013 2e kwartaal;3453.0
194;Totaal;Totaal;2 Havo, vwo, mbo2-4;2013 3e kwartaal;3469.0
195;Totaal;Totaal;2 Havo, vwo, mbo2-4;2013 4e kwartaal;3444.0
196;Totaal;Totaal;2 Havo, vwo, mbo2-4;2014 1e kwartaal;3389.0
197;Totaal;Totaal;2 Havo, vwo, mbo2-4;2014 2e kwartaal;3394.0
198;Totaal;Totaal;2 Havo, vwo, mbo2-4;2014 3e kwartaal;3444.0
199;Totaal;Totaal;2 Havo, vwo, mbo2-4;2014 4e kwartaal;3411.0
200;Totaal;Totaal;2 Havo, vwo, mbo2-4;2015 1e kwartaal;3390.0
201;Totaal;Totaal;2 Havo, vwo, mbo2-4;2015 2e kwartaal;3397.0
202;Totaal;Totaal;2 Havo, vwo, mbo2-4;2015 3e kwartaal;3431.0
203;Totaal;Totaal;2 Havo, vwo, mbo2-4;2015 4e kwartaal;3415.0
204;Totaal;Totaal;2 Havo, vwo, mbo2-4;2016 1e kwartaal;3402.0
205;Totaal;Totaal;2 Havo, vwo, mbo2-4;2016 2e kwartaal;3405.0
206;Totaal;Totaal;2 Havo, vwo, mbo2-4;2016 3e kwartaal;3461.0
207;Totaal;Totaal;2 Havo, vwo, mbo2-4;2016 4e kwartaal;3455.0
208;Totaal;Totaal;2 Havo, vwo, mbo2-4;2017 1e kwartaal;3454.0
209;Totaal;Totaal;2 Havo, vwo, mbo2-4;2017 2e kwartaal;3474.0
210;Totaal;Totaal;2 Havo, vwo, mbo2-4;2017 3e kwartaal;3521.0
211;Totaal;Totaal;2 Havo, vwo, mbo2-4;2017 4e kwartaal;3496.0
212;Totaal;Totaal;2 Havo, vwo, mbo2-4;2018 1e kwartaal;3480.0
213;Totaal;Totaal;2 Havo, vwo, mbo2-4;2018 2e kwartaal;3484.0
214;Totaal;Totaal;2 Havo, vwo, mbo2-4;2018 3e kwartaal;3533.0
215;Totaal;Totaal;2 Havo, vwo, mbo2-4;2018 4e kwartaal;3526.0
216;Totaal;Totaal;2 Havo, vwo, mbo2-4;2019 1e kwartaal;3520.0
217;Totaal;Totaal;2 Havo, vwo, mbo2-4;2019 2e kwartaal;3519.0
218;Totaal;Totaal;2 Havo, vwo, mbo2-4;2019 3e kwartaal;3560.0
219;Totaal;Totaal;2 Havo, vwo, mbo2-4;2019 4e kwartaal;3548.0
220;Totaal;Totaal;2 Havo, vwo, mbo2-4;2020 1e kwartaal;3524.0
221;Totaal;Totaal;2 Havo, vwo, mbo2-4;2020 2e kwartaal;3497.0
222;Totaal;Totaal;2 Havo, vwo, mbo2-4;2020 3e kwartaal;3511.0
223;Totaal;Totaal;2 Havo, vwo, mbo2-4;2020 4e kwartaal;3495.0
224;Totaal;Totaal;2 Havo, vwo, mbo2-4;2021 1e kwartaal;
225;Totaal;Totaal;2 Havo, vwo, mbo2-4;2021 2e kwartaal;3503.0
226;Totaal;Totaal;2 Havo, vwo, mbo2-4;2021 3e kwartaal;3523.0
227;Totaal;Totaal;2 Havo, vwo, mbo2-4;2021 4e kwartaal;3520.0
228;Totaal;Totaal;2 Havo, vwo, mbo2-4;2022 1e kwartaal;3504.0
229;Totaal;Totaal;2 Havo, vwo, mbo2-4;2022 2e kwartaal;3516.0
230;Totaal;Totaal;2 Havo, vwo, mbo2-4;2022 3e kwartaal;3562.0
231;Totaal;Totaal;2 Havo, vwo, mbo2-4;2022 4e kwartaal;3579.0
232;Totaal;Totaal;2 Havo, vwo, mbo2-4;2023 1e kwartaal;3598.0
233;Totaal;Totaal;2 Havo, vwo, mbo2-4;2023 2e kwartaal;3609.0
234;Totaal;Totaal;2 Havo, vwo, mbo2-4;2023 3e kwartaal;3617.0
235;Totaal;Totaal;2 Havo, vwo, mbo2-4;2023 4e kwartaal;3601.0
236;Totaal;Totaal;2 Havo, vwo, mbo2-4;2024 1e kwartaal;3607.0
237;Totaal;Totaal;2 Havo, vwo, mbo2-4;2024 2e kwartaal;3588.0
238;Totaal;Totaal;2 Havo, vwo, mbo2-4;2024 3e kwartaal;3586.0
239;Totaal;Totaal;2 Havo, vwo, mbo2-4;2024 4e kwartaal;3567.0
240;Totaal;Totaal;3 Hbo, wo;2013 1e kwartaal;2707.0
241;Totaal;Totaal;3 Hbo, wo;2013 2e kwartaal;2721.0
242;Totaal;Totaal;3 Hbo, wo;2013 3e kwartaal;2745.0
243;Totaal;Totaal;3 Hbo, wo;2013 4e kwartaal;2744.0
244;Totaal;Totaal;3 Hbo, wo;2014 1e kwartaal;2769.0
245;Totaal;Totaal;3 Hbo, wo;2014 2e kwartaal;2788.0
246;Totaal;Totaal;3 Hbo, wo;2014 3e kwartaal;2820.0
247;Totaal;Totaal;3 Hbo, wo;2014 4e kwartaal;2854.0
248;Totaal;Totaal;3 Hbo, wo;2015 1e kwartaal;2879.0
249;Totaal;Totaal;3 Hbo, wo;2015 2e kwartaal;2909.0
250;Totaal;Totaal;3 Hbo, wo;2015 3e kwartaal;2925.0
251;Totaal;Totaal;3 Hbo, wo;2015 4e kwartaal;2939.0
252;Totaal;Totaal;3 Hbo, wo;2016 1e kwartaal;2944.0
253;Totaal;Totaal;3 Hbo, wo;2016 2e kwartaal;2959.0
254;Totaal;Totaal;3 Hbo, wo;2016 3e kwartaal;2980.0
255;Totaal;Totaal;3 Hbo, wo;2016 4e kwartaal;3008.0
256;Totaal;Totaal;3 Hbo, wo;2017 1e kwartaal;3026.0
257;Totaal;Totaal;3 Hbo, wo;2017 2e kwartaal;3060.0
258;Totaal;Totaal;3 Hbo, wo;2017 3e kwartaal;3113.0
259;Totaal;Totaal;3 Hbo, wo;2017 4e kwartaal;3140.0
260;Totaal;Totaal;3 Hbo, wo;2018 1e kwartaal;3169.0
261;Totaal;Totaal;3 Hbo, wo;2018 2e kwartaal;3211.0
262;Totaal;Totaal;3 Hbo, wo;2018 3e kwartaal;3261.0
263;Totaal;Totaal;3 Hbo, wo;2018 4e kwartaal;3289.0
264;Totaal;Totaal;3 Hbo, wo;2019 1e kwartaal;3316.0
265;Totaal;Totaal;3 Hbo, wo;2019 2e kwartaal;3348.0
266;Totaal;Totaal;3 Hbo, wo;2019 3e kwartaal;3398.0
267;Totaal;Totaal;3 Hbo, wo;2019 4e kwartaal;3411.0
268;Totaal;Totaal;3 Hbo, wo;2020 1e kwartaal;3456.0
269;Totaal;Totaal;3 Hbo, wo;2020 2e kwartaal;3485.0
270;Totaal;Totaal;3 Hbo, wo;2020 3e kwartaal;3484.0
271;Totaal;Totaal;3 Hbo, wo;2020 4e kwartaal;3513.0
272;Totaal;Totaal;3 Hbo, wo;2021 1e kwartaal;
273;Totaal;Totaal;3 Hbo, wo;2021 2e kwartaal;3634.0
274;Totaal;Totaal;3 Hbo, wo;2021 3e kwartaal;3717.0
275;Totaal;Totaal;3 Hbo, wo;2021 4e kwartaal;3762.0
276;Totaal;Totaal;3 Hbo, wo;2022 1e kwartaal;3829.0
277;Totaal;Totaal;3 Hbo, wo;2022 2e kwartaal;3875.0
278;Totaal;Totaal;3 Hbo, wo;2022 3e kwartaal;3911.0
279;Totaal;Totaal;3 Hbo, wo;2022 4e kwartaal;3929.0
280;Totaal;Totaal;3 Hbo, wo;2023 1e kwartaal;3916.0
281;Totaal;Totaal;3 Hbo, wo;2023 2e kwartaal;3910.0
282;Totaal;Totaal;3 Hbo, wo;2023 3e kwartaal;3928.0
283;Totaal;Totaal;3 Hbo, wo;2023 4e kwartaal;3949.0
284;Totaal;Totaal;3 Hbo, wo;2024 1e kwartaal;3962.0
285;Totaal;Totaal;3 Hbo, wo;2024 2e kwartaal;3982.0
286;Totaal;Totaal;3 Hbo, wo;2024 3e kwartaal;4043.0
287;Totaal;Totaal;3 Hbo, wo;2024 4e kwartaal;4049.0
288;Totaal;Totaal;Onderwijsniveau: onbekend;2013 1e kwartaal;103.0
289;Totaal;Totaal;Onderwijsniveau: onbekend;2013 2e kwartaal;114.0
290;Totaal;Totaal;Onderwijsniveau: onbekend;2013 3e kwartaal;114.0
291;Totaal;Totaal;Onderwijsniveau: onbekend;2013 4e kwartaal;120.0
292;Totaal;Totaal;Onderwijsniveau: onbekend;2014 1e kwartaal;116.0
293;Totaal;Totaal;Onderwijsniveau: onbekend;2014 2e kwartaal;78.0
294;Totaal;Totaal;Onderwijsniveau: onbekend;2014 3e kwartaal;53.0
295;Totaal;Totaal;Onderwijsniveau: onbekend;2014 4e kwartaal;48.0
296;Totaal;Totaal;Onderwijsniveau: onbekend;2015 1e kwartaal;55.0
297;Totaal;Totaal;Onderwijsniveau: onbekend;2015 2e kwartaal;55.0
298;Totaal;Totaal;Onderwijsniveau: onbekend;2015 3e kwartaal;55.0
299;Totaal;Totaal;Onderwijsniveau: onbekend;2015 4e kwartaal;55.0
300;Totaal;Totaal;Onderwijsniveau: onbekend;2016 1e kwartaal;56.0
301;Totaal;Totaal;Onderwijsniveau: onbekend;2016 2e kwartaal;75.0
302;Totaal;Totaal;Onderwijsniveau: onbekend;2016 3e kwartaal;80.0
303;Totaal;Totaal;Onderwijsniveau: onbekend;2016 4e kwartaal;85.0
304;Totaal;Totaal;Onderwijsniveau: onbekend;2017 1e kwartaal;90.0
305;Totaal;Totaal;Onderwijsniveau: onbekend;2017 2e kwartaal;86.0
306;Totaal;Totaal;Onderwijsniveau: onbekend;2017 3e kwartaal;93.0
307;Totaal;Totaal;Onderwijsniveau: onbekend;2017 4e kwartaal;97.0
308;Totaal;Totaal;Onderwijsniveau: onbekend;2018 1e kwartaal;91.0
309;Totaal;Totaal;Onderwijsniveau: onbekend;2018 2e kwartaal;90.0
310;Totaal;Totaal;Onderwijsniveau: onbekend;2018 3e kwartaal;84.0
311;Totaal;Totaal;Onderwijsniveau: onbekend;2018 4e kwartaal;93.0
312;Totaal;Totaal;Onderwijsniveau: onbekend;2019 1e kwartaal;92.0
313;Totaal;Totaal;Onderwijsniveau: onbekend;2019 2e kwartaal;98.0
314;Totaal;Totaal;Onderwijsniveau: onbekend;2019 3e kwartaal;104.0
315;Totaal;Totaal;Onderwijsniveau: onbekend;2019 4e kwartaal;103.0
316;Totaal;Totaal;Onderwijsniveau: onbekend;2020 1e kwartaal;104.0
317;Totaal;Totaal;Onderwijsniveau: onbekend;2020 2e kwartaal;106.0
318;Totaal;Totaal;Onderwijsniveau: onbekend;2020 3e kwartaal;102.0
319;Totaal;Totaal;Onderwijsniveau: onbekend;2020 4e kwartaal;101.0
320;Totaal;Totaal;Onderwijsniveau: onbekend;2021 1e kwartaal;
321;Totaal;Totaal;Onderwijsniveau: onbekend;2021 2e kwartaal;43.0
322;Totaal;Totaal;Onderwijsniveau: onbekend;2021 3e kwartaal;46.0
323;Totaal;Totaal;Onderwijsniveau: onbekend;2021 4e kwartaal;47.0
324;Totaal;Totaal;Onderwijsniveau: onbekend;2022 1e kwartaal;45.0
325;Totaal;Totaal;Onderwijsniveau: onbekend;2022 2e kwartaal;42.0
326;Totaal;Totaal;Onderwijsniveau: onbekend;2022 3e kwartaal;43.0
327;Totaal;Totaal;Onderwijsniveau: onbekend;2022 4e kwartaal;42.0
328;Totaal;Totaal;Onderwijsniveau: onbekend;2023 1e kwartaal;34.0
329;Totaal;Totaal;Onderwijsniveau: onbekend;2023 2e kwartaal;31.0
330;Totaal;Totaal;Onderwijsniveau: onbekend;2023 3e kwartaal;27.0
331;Totaal;Totaal;Onderwijsniveau: onbekend;2023 4e kwartaal;31.0
332;Totaal;Totaal;Onderwijsniveau: onbekend;2024 1e kwartaal;37.0
333;Totaal;Totaal;Onderwijsniveau: onbekend;2024 2e kwartaal;30.0
334;Totaal;Totaal;Onderwijsniveau: onbekend;2024 3e kwartaal;34.0
335;Totaal;Totaal;Onderwijsniveau: onbekend;2024 4e kwartaal;34.0
