ID;AantalVoorzieningen;SoortVoorzieningSociaalDomein;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;ClientenMetVoorzieningen_5;HuishoudensMetVoorzieningen_6;ClientenMetVoorzieningen_7;HuishoudensMetVoorzieningen_8
1828;Totaal;Totaal;Capelle aan den IJssel;2e halfjaar 2017;Capelle aan den IJssel                  ;Gemeente ;GM0502  ;;8330.0;6790.0;123.0;217.0
1829;Totaal;Totaal;Capelle aan den IJssel;2017;Capelle aan den IJssel                  ;Gemeente ;GM0502  ;;9120.0;7290.0;134.0;232.0
1830;Totaal;Totaal;Wijk 01 Capelle-West en 's-Gravenland;1e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050201;1.0;550.0;440.0;56.0;115.0
1831;Totaal;Totaal;Wijk 01 Capelle-West en 's-Gravenland;2e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050201;1.0;525.0;430.0;54.0;113.0
1832;Totaal;Totaal;Wijk 01 Capelle-West en 's-Gravenland;2017;Capelle aan den IJssel                  ;Wijk     ;WK050201;1.0;590.0;470.0;60.0;123.0
1833;Totaal;Totaal;Wijk 02 Middelwatering-West;1e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050202;1.0;975.0;765.0;128.0;206.0
1834;Totaal;Totaal;Wijk 02 Middelwatering-West;2e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050202;1.0;960.0;755.0;124.0;200.0
1835;Totaal;Totaal;Wijk 02 Middelwatering-West;2017;Capelle aan den IJssel                  ;Wijk     ;WK050202;1.0;1045.0;805.0;134.0;213.0
1836;Totaal;Totaal;Wijk 03 Middelwatering-Oost;1e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050203;1.0;1635.0;1340.0;186.0;302.0
1837;Totaal;Totaal;Wijk 03 Middelwatering-Oost;2e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050203;1.0;1625.0;1330.0;184.0;298.0
1838;Totaal;Totaal;Wijk 03 Middelwatering-Oost;2017;Capelle aan den IJssel                  ;Wijk     ;WK050203;1.0;1775.0;1420.0;199.0;318.0
1839;Totaal;Totaal;Wijk 04 Oostgaarde-Zuid;1e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050204;1.0;825.0;690.0;105.0;189.0
1840;Totaal;Totaal;Wijk 04 Oostgaarde-Zuid;2e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050204;1.0;840.0;700.0;106.0;190.0
1841;Totaal;Totaal;Wijk 04 Oostgaarde-Zuid;2017;Capelle aan den IJssel                  ;Wijk     ;WK050204;1.0;915.0;750.0;115.0;203.0
1842;Totaal;Totaal;Wijk 05 Oostgaarde-Noord;1e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050205;1.0;1140.0;900.0;175.0;282.0
1843;Totaal;Totaal;Wijk 05 Oostgaarde-Noord;2e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050205;1.0;1135.0;900.0;173.0;282.0
1844;Totaal;Totaal;Wijk 05 Oostgaarde-Noord;2017;Capelle aan den IJssel                  ;Wijk     ;WK050205;1.0;1235.0;960.0;186.0;300.0
1845;Totaal;Totaal;Wijk 06 Schenkel;1e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050206;1.0;975.0;745.0;154.0;257.0
1846;Totaal;Totaal;Wijk 06 Schenkel;2e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050206;1.0;990.0;750.0;155.0;255.0
1847;Totaal;Totaal;Wijk 06 Schenkel;2017;Capelle aan den IJssel                  ;Wijk     ;WK050206;1.0;1065.0;795.0;165.0;271.0
1848;Totaal;Totaal;Wijk 07 Schollevaar-Zuid;1e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050207;1.0;1795.0;1535.0;127.0;224.0
1849;Totaal;Totaal;Wijk 07 Schollevaar-Zuid;2e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050207;1.0;1725.0;1490.0;122.0;216.0
1850;Totaal;Totaal;Wijk 07 Schollevaar-Zuid;2017;Capelle aan den IJssel                  ;Wijk     ;WK050207;1.0;1915.0;1625.0;134.0;235.0
1851;Totaal;Totaal;Wijk 08 Schollevaar-Noord en Hoofdweg;1e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050208;1.0;300.0;265.0;95.0;175.0
1852;Totaal;Totaal;Wijk 08 Schollevaar-Noord en Hoofdweg;2e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050208;1.0;295.0;260.0;92.0;171.0
1853;Totaal;Totaal;Wijk 08 Schollevaar-Noord en Hoofdweg;2017;Capelle aan den IJssel                  ;Wijk     ;WK050208;1.0;320.0;280.0;100.0;183.0
1854;Totaal;Totaal;Wijk 09 Rivium en Fascinatio;1e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050209;1.0;245.0;185.0;82.0;175.0
1855;Totaal;Totaal;Wijk 09 Rivium en Fascinatio;2e halfjaar 2017;Capelle aan den IJssel                  ;Wijk     ;WK050209;1.0;235.0;180.0;78.0;168.0
1856;Totaal;Totaal;Wijk 09 Rivium en Fascinatio;2017;Capelle aan den IJssel                  ;Wijk     ;WK050209;1.0;260.0;195.0;85.0;182.0
1857;Totaal;Totaal;Castricum;1e halfjaar 2017;Castricum                               ;Gemeente ;GM0383  ;;2455.0;2110.0;69.0;132.0
1858;Totaal;Totaal;Castricum;2e halfjaar 2017;Castricum                               ;Gemeente ;GM0383  ;;2500.0;2155.0;70.0;134.0
1859;Totaal;Totaal;Castricum;2017;Castricum                               ;Gemeente ;GM0383  ;;2720.0;2305.0;75.0;143.0
1860;Totaal;Totaal;Wijk 00 Centrum;1e halfjaar 2017;Castricum                               ;Wijk     ;WK038300;1.0;345.0;310.0;70.0;130.0
1861;Totaal;Totaal;Wijk 00 Centrum;2e halfjaar 2017;Castricum                               ;Wijk     ;WK038300;1.0;350.0;305.0;71.0;127.0
1862;Totaal;Totaal;Wijk 00 Centrum;2017;Castricum                               ;Wijk     ;WK038300;1.0;380.0;330.0;76.0;137.0
1863;Totaal;Totaal;Wijk 01 Castricum-Noord;1e halfjaar 2017;Castricum                               ;Wijk     ;WK038301;1.0;440.0;395.0;78.0;153.0
1864;Totaal;Totaal;Wijk 01 Castricum-Noord;2e halfjaar 2017;Castricum                               ;Wijk     ;WK038301;1.0;450.0;405.0;80.0;157.0
1865;Totaal;Totaal;Wijk 01 Castricum-Noord;2017;Castricum                               ;Wijk     ;WK038301;1.0;495.0;435.0;87.0;168.0
1866;Totaal;Totaal;Wijk 02 Castricum-Oost;1e halfjaar 2017;Castricum                               ;Wijk     ;WK038302;1.0;670.0;580.0;78.0;146.0
1867;Totaal;Totaal;Wijk 02 Castricum-Oost;2e halfjaar 2017;Castricum                               ;Wijk     ;WK038302;1.0;665.0;580.0;78.0;147.0
1868;Totaal;Totaal;Wijk 02 Castricum-Oost;2017;Castricum                               ;Wijk     ;WK038302;1.0;715.0;620.0;83.0;156.0
1869;Totaal;Totaal;Wijk 03 Castricum-Zuid;1e halfjaar 2017;Castricum                               ;Wijk     ;WK038303;1.0;30.0;20.0;42.0;68.0
1870;Totaal;Totaal;Wijk 03 Castricum-Zuid;2e halfjaar 2017;Castricum                               ;Wijk     ;WK038303;1.0;25.0;20.0;35.0;67.0
1871;Totaal;Totaal;Wijk 03 Castricum-Zuid;2017;Castricum                               ;Wijk     ;WK038303;1.0;30.0;25.0;42.0;83.0
1872;Totaal;Totaal;Wijk 04 Bakkum;1e halfjaar 2017;Castricum                               ;Wijk     ;WK038304;1.0;320.0;240.0;95.0;161.0
1873;Totaal;Totaal;Wijk 04 Bakkum;2e halfjaar 2017;Castricum                               ;Wijk     ;WK038304;1.0;335.0;250.0;95.0;163.0
1874;Totaal;Totaal;Wijk 04 Bakkum;2017;Castricum                               ;Wijk     ;WK038304;1.0;360.0;260.0;101.0;169.0
1875;Totaal;Totaal;Wijk 05 Akersloot;1e halfjaar 2017;Castricum                               ;Wijk     ;WK038305;1.0;300.0;250.0;60.0;120.0
1876;Totaal;Totaal;Wijk 05 Akersloot;2e halfjaar 2017;Castricum                               ;Wijk     ;WK038305;1.0;305.0;260.0;61.0;124.0
1877;Totaal;Totaal;Wijk 05 Akersloot;2017;Castricum                               ;Wijk     ;WK038305;1.0;335.0;280.0;66.0;133.0
1878;Totaal;Totaal;Wijk 06 De Woude;1e halfjaar 2017;Castricum                               ;Wijk     ;WK038306;1.0;10.0;10.0;58.0;164.0
1879;Totaal;Totaal;Wijk 06 De Woude;2e halfjaar 2017;Castricum                               ;Wijk     ;WK038306;1.0;0.0;0.0;;
1880;Totaal;Totaal;Wijk 06 De Woude;2017;Castricum                               ;Wijk     ;WK038306;1.0;10.0;10.0;61.0;167.0
1881;Totaal;Totaal;Wijk 07 Limmen;1e halfjaar 2017;Castricum                               ;Wijk     ;WK038307;1.0;345.0;305.0;48.0;99.0
1882;Totaal;Totaal;Wijk 07 Limmen;2e halfjaar 2017;Castricum                               ;Wijk     ;WK038307;1.0;365.0;325.0;50.0;104.0
1883;Totaal;Totaal;Wijk 07 Limmen;2017;Castricum                               ;Wijk     ;WK038307;1.0;400.0;350.0;54.0;112.0
1884;Totaal;Totaal;Coevorden;1e halfjaar 2017;Coevorden                               ;Gemeente ;GM0109  ;;3430.0;2925.0;97.0;187.0
1885;Totaal;Totaal;Coevorden;2e halfjaar 2017;Coevorden                               ;Gemeente ;GM0109  ;;3485.0;2970.0;98.0;189.0
1886;Totaal;Totaal;Coevorden;2017;Coevorden                               ;Gemeente ;GM0109  ;;3800.0;3190.0;106.0;202.0
1887;Totaal;Totaal;Wijk 10 Coevorden;1e halfjaar 2017;Coevorden                               ;Wijk     ;WK010910;1.0;1885.0;1570.0;131.0;237.0
1888;Totaal;Totaal;Wijk 10 Coevorden;2e halfjaar 2017;Coevorden                               ;Wijk     ;WK010910;1.0;1945.0;1625.0;134.0;243.0
1889;Totaal;Totaal;Wijk 10 Coevorden;2017;Coevorden                               ;Wijk     ;WK010910;1.0;2100.0;1725.0;144.0;257.0
1890;Totaal;Totaal;Wijk 11 Steenwijksmoer;1e halfjaar 2017;Coevorden                               ;Wijk     ;WK010911;1.0;45.0;40.0;48.0;108.0
1891;Totaal;Totaal;Wijk 11 Steenwijksmoer;2e halfjaar 2017;Coevorden                               ;Wijk     ;WK010911;1.0;45.0;40.0;49.0;109.0
1892;Totaal;Totaal;Wijk 11 Steenwijksmoer;2017;Coevorden                               ;Wijk     ;WK010911;1.0;50.0;45.0;54.0;122.0
1893;Totaal;Totaal;Wijk 12 Nieuwe Krim;1e halfjaar 2017;Coevorden                               ;Wijk     ;WK010912;1.0;10.0;10.0;57.0;156.0
1894;Totaal;Totaal;Wijk 12 Nieuwe Krim;2e halfjaar 2017;Coevorden                               ;Wijk     ;WK010912;1.0;10.0;10.0;53.0;156.0
1895;Totaal;Totaal;Wijk 12 Nieuwe Krim;2017;Coevorden                               ;Wijk     ;WK010912;1.0;10.0;10.0;53.0;156.0
1896;Totaal;Totaal;Wijk 13 Weijerswold;1e halfjaar 2017;Coevorden                               ;Wijk     ;WK010913;1.0;0.0;0.0;;
1897;Totaal;Totaal;Wijk 13 Weijerswold;2e halfjaar 2017;Coevorden                               ;Wijk     ;WK010913;1.0;0.0;0.0;;
1898;Totaal;Totaal;Wijk 13 Weijerswold;2017;Coevorden                               ;Wijk     ;WK010913;1.0;0.0;0.0;;
1899;Totaal;Totaal;Wijk 14 Vlieghuis en Padhuis;1e halfjaar 2017;Coevorden                               ;Wijk     ;WK010914;1.0;10.0;10.0;90.0;227.0
1900;Totaal;Totaal;Wijk 14 Vlieghuis en Padhuis;2e halfjaar 2017;Coevorden                               ;Wijk     ;WK010914;1.0;10.0;10.0;88.0;222.0
1901;Totaal;Totaal;Wijk 14 Vlieghuis en Padhuis;2017;Coevorden                               ;Wijk     ;WK010914;1.0;10.0;10.0;88.0;222.0
1902;Totaal;Totaal;Wijk 20 Dalen;1e halfjaar 2017;Coevorden                               ;Wijk     ;WK010920;1.0;365.0;325.0;65.0;140.0
1903;Totaal;Totaal;Wijk 20 Dalen;2e halfjaar 2017;Coevorden                               ;Wijk     ;WK010920;1.0;370.0;325.0;66.0;139.0
1904;Totaal;Totaal;Wijk 20 Dalen;2017;Coevorden                               ;Wijk     ;WK010920;1.0;400.0;350.0;71.0;149.0
1905;Totaal;Totaal;Wijk 30 Oosterhesselen;1e halfjaar 2017;Coevorden                               ;Wijk     ;WK010930;1.0;295.0;260.0;70.0;145.0
1906;Totaal;Totaal;Wijk 30 Oosterhesselen;2e halfjaar 2017;Coevorden                               ;Wijk     ;WK010930;1.0;285.0;250.0;68.0;139.0
1907;Totaal;Totaal;Wijk 30 Oosterhesselen;2017;Coevorden                               ;Wijk     ;WK010930;1.0;325.0;280.0;77.0;155.0
1908;Totaal;Totaal;Wijk 40 Sleen;1e halfjaar 2017;Coevorden                               ;Wijk     ;WK010940;1.0;590.0;515.0;88.0;168.0
1909;Totaal;Totaal;Wijk 40 Sleen;2e halfjaar 2017;Coevorden                               ;Wijk     ;WK010940;1.0;585.0;505.0;87.0;164.0
1910;Totaal;Totaal;Wijk 40 Sleen;2017;Coevorden                               ;Wijk     ;WK010940;1.0;655.0;555.0;97.0;180.0
1911;Totaal;Totaal;Wijk 50 Zweeloo;1e halfjaar 2017;Coevorden                               ;Wijk     ;WK010950;1.0;230.0;200.0;70.0;152.0
1912;Totaal;Totaal;Wijk 50 Zweeloo;2e halfjaar 2017;Coevorden                               ;Wijk     ;WK010950;1.0;235.0;205.0;71.0;154.0
1913;Totaal;Totaal;Wijk 50 Zweeloo;2017;Coevorden                               ;Wijk     ;WK010950;1.0;250.0;215.0;75.0;161.0
1914;Totaal;Totaal;Cranendonck;1e halfjaar 2017;Cranendonck                             ;Gemeente ;GM1706  ;;1675.0;1360.0;80.0;154.0
1915;Totaal;Totaal;Cranendonck;2e halfjaar 2017;Cranendonck                             ;Gemeente ;GM1706  ;;1715.0;1375.0;83.0;155.0
1916;Totaal;Totaal;Cranendonck;2017;Cranendonck                             ;Gemeente ;GM1706  ;;1830.0;1445.0;88.0;163.0
1917;Totaal;Totaal;Wijk 00 Budel;1e halfjaar 2017;Cranendonck                             ;Wijk     ;WK170600;1.0;795.0;665.0;84.0;162.0
1918;Totaal;Totaal;Wijk 00 Budel;2e halfjaar 2017;Cranendonck                             ;Wijk     ;WK170600;1.0;835.0;685.0;91.0;167.0
1919;Totaal;Totaal;Wijk 00 Budel;2017;Cranendonck                             ;Wijk     ;WK170600;1.0;880.0;710.0;95.0;172.0
1920;Totaal;Totaal;Wijk 01 Schoot;1e halfjaar 2017;Cranendonck                             ;Wijk     ;WK170601;1.0;215.0;170.0;102.0;185.0
1921;Totaal;Totaal;Wijk 01 Schoot;2e halfjaar 2017;Cranendonck                             ;Wijk     ;WK170601;1.0;210.0;165.0;99.0;179.0
1922;Totaal;Totaal;Wijk 01 Schoot;2017;Cranendonck                             ;Wijk     ;WK170601;1.0;230.0;180.0;108.0;195.0
1923;Totaal;Totaal;Wijk 02 Dorplein;1e halfjaar 2017;Cranendonck                             ;Wijk     ;WK170602;1.0;120.0;100.0;82.0;164.0
1924;Totaal;Totaal;Wijk 02 Dorplein;2e halfjaar 2017;Cranendonck                             ;Wijk     ;WK170602;1.0;115.0;100.0;80.0;163.0
1925;Totaal;Totaal;Wijk 02 Dorplein;2017;Cranendonck                             ;Wijk     ;WK170602;1.0;125.0;105.0;85.0;172.0
1926;Totaal;Totaal;Wijk 03 Maarheeze;1e halfjaar 2017;Cranendonck                             ;Wijk     ;WK170603;1.0;445.0;335.0;85.0;153.0
1927;Totaal;Totaal;Wijk 03 Maarheeze;2e halfjaar 2017;Cranendonck                             ;Wijk     ;WK170603;1.0;440.0;330.0;84.0;150.0
1928;Totaal;Totaal;Wijk 03 Maarheeze;2017;Cranendonck                             ;Wijk     ;WK170603;1.0;475.0;350.0;90.0;158.0
1929;Totaal;Totaal;Wijk 04 Soerendonk;1e halfjaar 2017;Cranendonck                             ;Wijk     ;WK170604;1.0;75.0;70.0;42.0;99.0
1930;Totaal;Totaal;Wijk 04 Soerendonk;2e halfjaar 2017;Cranendonck                             ;Wijk     ;WK170604;1.0;85.0;75.0;48.0;106.0
1931;Totaal;Totaal;Wijk 04 Soerendonk;2017;Cranendonck                             ;Wijk     ;WK170604;1.0;85.0;75.0;47.0;105.0
1932;Totaal;Totaal;Wijk 05 Gastel;1e halfjaar 2017;Cranendonck                             ;Wijk     ;WK170605;1.0;30.0;25.0;40.0;85.0
1933;Totaal;Totaal;Wijk 05 Gastel;2e halfjaar 2017;Cranendonck                             ;Wijk     ;WK170605;1.0;30.0;25.0;39.0;83.0
1934;Totaal;Totaal;Wijk 05 Gastel;2017;Cranendonck                             ;Wijk     ;WK170605;1.0;30.0;25.0;39.0;83.0
1935;Totaal;Totaal;Cromstrijen;1e halfjaar 2017;Cromstrijen                             ;Gemeente ;GM0611  ;;845.0;705.0;66.0;127.0
1936;Totaal;Totaal;Cromstrijen;2e halfjaar 2017;Cromstrijen                             ;Gemeente ;GM0611  ;;865.0;715.0;67.0;129.0
1937;Totaal;Totaal;Cromstrijen;2017;Cromstrijen                             ;Gemeente ;GM0611  ;;955.0;780.0;74.0;140.0
1938;Totaal;Totaal;Wijk 00 Numansdorp;1e halfjaar 2017;Cromstrijen                             ;Wijk     ;WK061100;1.0;630.0;515.0;72.0;135.0
1939;Totaal;Totaal;Wijk 00 Numansdorp;2e halfjaar 2017;Cromstrijen                             ;Wijk     ;WK061100;1.0;645.0;520.0;73.0;136.0
1940;Totaal;Totaal;Wijk 00 Numansdorp;2017;Cromstrijen                             ;Wijk     ;WK061100;1.0;710.0;565.0;80.0;147.0
1941;Totaal;Totaal;Wijk 01 Klaaswaal;1e halfjaar 2017;Cromstrijen                             ;Wijk     ;WK061101;1.0;215.0;190.0;53.0;110.0
1942;Totaal;Totaal;Wijk 01 Klaaswaal;2e halfjaar 2017;Cromstrijen                             ;Wijk     ;WK061101;1.0;220.0;200.0;54.0;116.0
1943;Totaal;Totaal;Wijk 01 Klaaswaal;2017;Cromstrijen                             ;Wijk     ;WK061101;1.0;245.0;215.0;60.0;125.0
1944;Totaal;Totaal;Cuijk;1e halfjaar 2017;                                        ;         ;        ;;;;;
1945;Totaal;Totaal;Cuijk;2e halfjaar 2017;Cuijk                                   ;Gemeente ;GM1684  ;;2275.0;1900.0;91.0;172.0
1946;Totaal;Totaal;Cuijk;2017;                                        ;         ;        ;;;;;
1947;Totaal;Totaal;Wijk 00 Cuijk;1e halfjaar 2017;                                        ;         ;        ;;;;;
1948;Totaal;Totaal;Wijk 00 Cuijk;2e halfjaar 2017;Cuijk                                   ;Wijk     ;WK168400;1.0;1885.0;1565.0;108.0;197.0
1949;Totaal;Totaal;Wijk 00 Cuijk;2017;                                        ;         ;        ;;;;;
1950;Totaal;Totaal;Wijk 01 Vianen;1e halfjaar 2017;                                        ;         ;        ;;;;;
1951;Totaal;Totaal;Wijk 01 Vianen;2e halfjaar 2017;Cuijk                                   ;Wijk     ;WK168401;1.0;65.0;55.0;51.0;110.0
1952;Totaal;Totaal;Wijk 01 Vianen;2017;                                        ;         ;        ;;;;;
1953;Totaal;Totaal;Wijk 02 Sint Agatha;1e halfjaar 2017;                                        ;         ;        ;;;;;
1954;Totaal;Totaal;Wijk 02 Sint Agatha;2e halfjaar 2017;Cuijk                                   ;Wijk     ;WK168402;1.0;15.0;10.0;24.0;40.0
1955;Totaal;Totaal;Wijk 02 Sint Agatha;2017;                                        ;         ;        ;;;;;
1956;Totaal;Totaal;Wijk 03 Katwijk;1e halfjaar 2017;                                        ;         ;        ;;;;;
1957;Totaal;Totaal;Wijk 03 Katwijk;2e halfjaar 2017;Cuijk                                   ;Wijk     ;WK168403;1.0;45.0;30.0;56.0;85.0
1958;Totaal;Totaal;Wijk 03 Katwijk;2017;                                        ;         ;        ;;;;;
1959;Totaal;Totaal;Wijk 04 Haps;1e halfjaar 2017;                                        ;         ;        ;;;;;
1960;Totaal;Totaal;Wijk 04 Haps;2e halfjaar 2017;Cuijk                                   ;Wijk     ;WK168404;1.0;160.0;140.0;56.0;120.0
1961;Totaal;Totaal;Wijk 04 Haps;2017;                                        ;         ;        ;;;;;
1962;Totaal;Totaal;Wijk 05 Beers;1e halfjaar 2017;                                        ;         ;        ;;;;;
1963;Totaal;Totaal;Wijk 05 Beers;2e halfjaar 2017;Cuijk                                   ;Wijk     ;WK168405;1.0;100.0;85.0;59.0;122.0
1964;Totaal;Totaal;Wijk 05 Beers;2017;                                        ;         ;        ;;;;;
1965;Totaal;Totaal;Wijk 06 Linden;1e halfjaar 2017;                                        ;         ;        ;;;;;
1966;Totaal;Totaal;Wijk 06 Linden;2e halfjaar 2017;Cuijk                                   ;Wijk     ;WK168406;1.0;10.0;10.0;36.0;93.0
1967;Totaal;Totaal;Wijk 06 Linden;2017;                                        ;         ;        ;;;;;
1968;Totaal;Totaal;Culemborg;1e halfjaar 2017;Culemborg                               ;Gemeente ;GM0216  ;;2135.0;1755.0;76.0;144.0
1969;Totaal;Totaal;Culemborg;2e halfjaar 2017;Culemborg                               ;Gemeente ;GM0216  ;;2150.0;1770.0;76.0;143.0
1970;Totaal;Totaal;Culemborg;2017;Culemborg                               ;Gemeente ;GM0216  ;;2380.0;1945.0;84.0;157.0
1971;Totaal;Totaal;Wijk 00;1e halfjaar 2017;Culemborg                               ;Wijk     ;WK021600;1.0;2135.0;1755.0;76.0;144.0
1972;Totaal;Totaal;Wijk 00;2e halfjaar 2017;Culemborg                               ;Wijk     ;WK021600;1.0;2150.0;1770.0;76.0;143.0
1973;Totaal;Totaal;Wijk 00;2017;Culemborg                               ;Wijk     ;WK021600;1.0;2380.0;1945.0;84.0;157.0
1974;Totaal;Totaal;Dalfsen;1e halfjaar 2017;Dalfsen                                 ;Gemeente ;GM0148  ;;1780.0;1515.0;63.0;133.0
1975;Totaal;Totaal;Dalfsen;2e halfjaar 2017;Dalfsen                                 ;Gemeente ;GM0148  ;;1825.0;1555.0;64.0;135.0
1976;Totaal;Totaal;Dalfsen;2017;Dalfsen                                 ;Gemeente ;GM0148  ;;1975.0;1650.0;69.0;143.0
1977;Totaal;Totaal;Dalfsen;1e halfjaar 2017;Dalfsen                                 ;Wijk     ;WK014801;3.0;980.0;830.0;67.0;141.0
1978;Totaal;Totaal;Dalfsen;2e halfjaar 2017;Dalfsen                                 ;Wijk     ;WK014801;3.0;1010.0;865.0;69.0;145.0
1979;Totaal;Totaal;Dalfsen;2017;Dalfsen                                 ;Wijk     ;WK014801;3.0;1090.0;910.0;74.0;153.0
1980;Totaal;Totaal;Nieuwleusen;1e halfjaar 2017;Dalfsen                                 ;Wijk     ;WK014802;3.0;535.0;455.0;59.0;123.0
1981;Totaal;Totaal;Nieuwleusen;2e halfjaar 2017;Dalfsen                                 ;Wijk     ;WK014802;3.0;540.0;450.0;59.0;121.0
1982;Totaal;Totaal;Nieuwleusen;2017;Dalfsen                                 ;Wijk     ;WK014802;3.0;590.0;485.0;64.0;130.0
1983;Totaal;Totaal;Lemelerveld;1e halfjaar 2017;Dalfsen                                 ;Wijk     ;WK014803;3.0;270.0;230.0;58.0;127.0
1984;Totaal;Totaal;Lemelerveld;2e halfjaar 2017;Dalfsen                                 ;Wijk     ;WK014803;3.0;280.0;240.0;60.0;132.0
1985;Totaal;Totaal;Lemelerveld;2017;Dalfsen                                 ;Wijk     ;WK014803;3.0;300.0;255.0;64.0;140.0
1986;Totaal;Totaal;Dantumadiel;1e halfjaar 2017;Dantumadiel                             ;Gemeente ;GM1891  ;;1905.0;1535.0;100.0;193.0
1987;Totaal;Totaal;Dantumadiel;2e halfjaar 2017;Dantumadiel                             ;Gemeente ;GM1891  ;;1930.0;1560.0;101.0;195.0
1988;Totaal;Totaal;Dantumadiel;2017;Dantumadiel                             ;Gemeente ;GM1891  ;;2100.0;1665.0;110.0;208.0
1989;Totaal;Totaal;Wijk 00 Centrum;1e halfjaar 2017;Dantumadiel                             ;Wijk     ;WK189100;1.0;655.0;520.0;92.0;179.0
1990;Totaal;Totaal;Wijk 00 Centrum;2e halfjaar 2017;Dantumadiel                             ;Wijk     ;WK189100;1.0;670.0;535.0;95.0;184.0
1991;Totaal;Totaal;Wijk 00 Centrum;2017;Dantumadiel                             ;Wijk     ;WK189100;1.0;710.0;560.0;100.0;192.0
1992;Totaal;Totaal;Wijk 01 Oost;1e halfjaar 2017;Dantumadiel                             ;Wijk     ;WK189101;1.0;120.0;100.0;61.0;142.0
1993;Totaal;Totaal;Wijk 01 Oost;2e halfjaar 2017;Dantumadiel                             ;Wijk     ;WK189101;1.0;115.0;100.0;59.0;143.0
1994;Totaal;Totaal;Wijk 01 Oost;2017;Dantumadiel                             ;Wijk     ;WK189101;1.0;125.0;105.0;64.0;150.0
1995;Totaal;Totaal;Wijk 02 Zuid;1e halfjaar 2017;Dantumadiel                             ;Wijk     ;WK189102;1.0;1045.0;840.0;119.0;216.0
1996;Totaal;Totaal;Wijk 02 Zuid;2e halfjaar 2017;Dantumadiel                             ;Wijk     ;WK189102;1.0;1060.0;860.0;120.0;218.0
1997;Totaal;Totaal;Wijk 02 Zuid;2017;Dantumadiel                             ;Wijk     ;WK189102;1.0;1170.0;920.0;131.0;233.0
1998;Totaal;Totaal;Wijk 03 West;1e halfjaar 2017;Dantumadiel                             ;Wijk     ;WK189103;1.0;90.0;70.0;77.0;153.0
1999;Totaal;Totaal;Wijk 03 West;2e halfjaar 2017;Dantumadiel                             ;Wijk     ;WK189103;1.0;80.0;65.0;69.0;142.0
2000;Totaal;Totaal;Wijk 03 West;2017;Dantumadiel                             ;Wijk     ;WK189103;1.0;90.0;75.0;78.0;163.0
2001;Totaal;Totaal;Delft;1e halfjaar 2017;Delft                                   ;Gemeente ;GM0503  ;;11760.0;9500.0;115.0;165.0
2002;Totaal;Totaal;Delft;2e halfjaar 2017;Delft                                   ;Gemeente ;GM0503  ;;11900.0;9615.0;114.0;164.0
2003;Totaal;Totaal;Delft;2017;Delft                                   ;Gemeente ;GM0503  ;;12750.0;10140.0;120.0;171.0
2004;Totaal;Totaal;Wijk 11 Binnenstad;1e halfjaar 2017;Delft                                   ;Wijk     ;WK050311;3.0;820.0;675.0;64.0;82.0
2005;Totaal;Totaal;Wijk 11 Binnenstad;2e halfjaar 2017;Delft                                   ;Wijk     ;WK050311;3.0;825.0;680.0;64.0;83.0
2006;Totaal;Totaal;Wijk 11 Binnenstad;2017;Delft                                   ;Wijk     ;WK050311;3.0;885.0;720.0;68.0;87.0
2007;Totaal;Totaal;Wijk 12 Vrijenban;1e halfjaar 2017;Delft                                   ;Wijk     ;WK050312;1.0;1370.0;975.0;139.0;181.0
2008;Totaal;Totaal;Wijk 12 Vrijenban;2e halfjaar 2017;Delft                                   ;Wijk     ;WK050312;1.0;1415.0;1000.0;143.0;184.0
2009;Totaal;Totaal;Wijk 12 Vrijenban;2017;Delft                                   ;Wijk     ;WK050312;1.0;1510.0;1055.0;150.0;194.0
2010;Totaal;Totaal;Wijk 13 Hof van Delft;1e halfjaar 2017;Delft                                   ;Wijk     ;WK050313;3.0;1220.0;1045.0;92.0;136.0
2011;Totaal;Totaal;Wijk 13 Hof van Delft;2e halfjaar 2017;Delft                                   ;Wijk     ;WK050313;3.0;1235.0;1060.0;92.0;136.0
2012;Totaal;Totaal;Wijk 13 Hof van Delft;2017;Delft                                   ;Wijk     ;WK050313;3.0;1335.0;1125.0;99.0;144.0
