ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;Vestigingen_1;UiteindelijkeZeggenschapBuitenland_2
1436;A Landbouw, bosbouw en visserij;Zuidoost-Friesland (CR);2018;1620.0;0.0
1437;A Landbouw, bosbouw en visserij;Zuidoost-Friesland (CR);2019;1645.0;0.0
1438;A Landbouw, bosbouw en visserij;Zuidoost-Friesland (CR);2020;1660.0;0.0
1439;A Landbouw, bosbouw en visserij;Zuidoost-Friesland (CR);2021;1685.0;0.0
1440;A Landbouw, bosbouw en visserij;Zuidoost-Friesland (CR);2022;1735.0;0.0
1441;A Landbouw, bosbouw en visserij;Zuidoost-Friesland (CR);2023;1750.0;0.0
1442;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2010;1175.0;0.0
1443;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2011;1165.0;0.0
1444;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2012;1195.0;0.0
1445;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2013;1190.0;0.0
1446;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2014;1190.0;0.0
1447;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2015;1225.0;0.0
1448;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2016;1275.0;0.0
1449;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2017;1310.0;0.0
1450;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2018;1330.0;0.0
1451;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2019;1340.0;0.0
1452;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2020;1330.0;0.0
1453;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2021;1350.0;0.0
1454;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2022;1375.0;0.0
1455;A Landbouw, bosbouw en visserij;Noord-Drenthe (CR);2023;1365.0;0.0
1456;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2010;1145.0;0.0
1457;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2011;1135.0;0.0
1458;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2012;1120.0;0.0
1459;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2013;1100.0;0.0
1460;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2014;1125.0;0.0
1461;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2015;1145.0;0.0
1462;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2016;1185.0;0.0
1463;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2017;1200.0;0.0
1464;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2018;1225.0;0.0
1465;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2019;1220.0;0.0
1466;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2020;1215.0;5.0
1467;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2021;1210.0;5.0
1468;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2022;1230.0;5.0
1469;A Landbouw, bosbouw en visserij;Zuidoost-Drenthe (CR);2023;1230.0;5.0
1470;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2010;955.0;0.0
1471;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2011;975.0;0.0
1472;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2012;970.0;0.0
1473;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2013;975.0;0.0
1474;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2014;985.0;0.0
1475;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2015;1030.0;0.0
1476;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2016;1085.0;0.0
1477;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2017;1105.0;0.0
1478;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2018;1115.0;0.0
1479;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2019;1115.0;0.0
1480;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2020;1120.0;0.0
1481;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2021;1130.0;0.0
1482;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2022;1145.0;0.0
1483;A Landbouw, bosbouw en visserij;Zuidwest-Drenthe (CR);2023;1125.0;0.0
1484;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2010;3100.0;0.0
1485;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2011;3075.0;0.0
1486;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2012;3010.0;0.0
1487;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2013;3025.0;0.0
1488;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2014;3040.0;0.0
1489;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2015;3110.0;0.0
1490;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2016;3270.0;0.0
1491;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2017;3335.0;0.0
1492;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2018;3335.0;0.0
1493;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2019;3370.0;0.0
1494;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2020;3380.0;0.0
1495;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2021;3405.0;0.0
1496;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2022;3435.0;0.0
1497;A Landbouw, bosbouw en visserij;Noord-Overijssel (CR);2023;3445.0;0.0
1498;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2010;1035.0;0.0
1499;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2011;1055.0;0.0
1500;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2012;1040.0;0.0
1501;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2013;1035.0;0.0
1502;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2014;1040.0;0.0
1503;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2015;1065.0;0.0
1504;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2016;1120.0;0.0
1505;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2017;1145.0;0.0
1506;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2018;1140.0;0.0
1507;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2019;1140.0;0.0
1508;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2020;1145.0;0.0
1509;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2021;1150.0;0.0
1510;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2022;1165.0;0.0
1511;A Landbouw, bosbouw en visserij;Zuidwest-Overijssel (CR);2023;1140.0;0.0
1512;A Landbouw, bosbouw en visserij;Twente (CR);2010;3405.0;0.0
1513;A Landbouw, bosbouw en visserij;Twente (CR);2011;3410.0;0.0
1514;A Landbouw, bosbouw en visserij;Twente (CR);2012;3310.0;0.0
1515;A Landbouw, bosbouw en visserij;Twente (CR);2013;3365.0;0.0
1516;A Landbouw, bosbouw en visserij;Twente (CR);2014;3365.0;0.0
1517;A Landbouw, bosbouw en visserij;Twente (CR);2015;3470.0;0.0
1518;A Landbouw, bosbouw en visserij;Twente (CR);2016;3720.0;0.0
1519;A Landbouw, bosbouw en visserij;Twente (CR);2017;3785.0;0.0
1520;A Landbouw, bosbouw en visserij;Twente (CR);2018;3830.0;0.0
1521;A Landbouw, bosbouw en visserij;Twente (CR);2019;3800.0;0.0
1522;A Landbouw, bosbouw en visserij;Twente (CR);2020;3800.0;0.0
1523;A Landbouw, bosbouw en visserij;Twente (CR);2021;3815.0;0.0
1524;A Landbouw, bosbouw en visserij;Twente (CR);2022;3860.0;0.0
1525;A Landbouw, bosbouw en visserij;Twente (CR);2023;3845.0;0.0
1526;A Landbouw, bosbouw en visserij;Veluwe (CR);2010;3545.0;5.0
1527;A Landbouw, bosbouw en visserij;Veluwe (CR);2011;3405.0;5.0
1528;A Landbouw, bosbouw en visserij;Veluwe (CR);2012;3350.0;5.0
1529;A Landbouw, bosbouw en visserij;Veluwe (CR);2013;3385.0;5.0
1530;A Landbouw, bosbouw en visserij;Veluwe (CR);2014;3440.0;5.0
1531;A Landbouw, bosbouw en visserij;Veluwe (CR);2015;3500.0;5.0
1532;A Landbouw, bosbouw en visserij;Veluwe (CR);2016;3715.0;5.0
1533;A Landbouw, bosbouw en visserij;Veluwe (CR);2017;3850.0;5.0
1534;A Landbouw, bosbouw en visserij;Veluwe (CR);2018;3915.0;5.0
1535;A Landbouw, bosbouw en visserij;Veluwe (CR);2019;3925.0;5.0
1536;A Landbouw, bosbouw en visserij;Veluwe (CR);2020;3935.0;5.0
1537;A Landbouw, bosbouw en visserij;Veluwe (CR);2021;3975.0;5.0
1538;A Landbouw, bosbouw en visserij;Veluwe (CR);2022;4050.0;10.0
1539;A Landbouw, bosbouw en visserij;Veluwe (CR);2023;4010.0;5.0
1540;A Landbouw, bosbouw en visserij;Achterhoek (CR);2010;3890.0;0.0
1541;A Landbouw, bosbouw en visserij;Achterhoek (CR);2011;3900.0;0.0
1542;A Landbouw, bosbouw en visserij;Achterhoek (CR);2012;3705.0;0.0
1543;A Landbouw, bosbouw en visserij;Achterhoek (CR);2013;3765.0;0.0
1544;A Landbouw, bosbouw en visserij;Achterhoek (CR);2014;3750.0;0.0
1545;A Landbouw, bosbouw en visserij;Achterhoek (CR);2015;3850.0;0.0
1546;A Landbouw, bosbouw en visserij;Achterhoek (CR);2016;3985.0;0.0
1547;A Landbouw, bosbouw en visserij;Achterhoek (CR);2017;4015.0;5.0
1548;A Landbouw, bosbouw en visserij;Achterhoek (CR);2018;4015.0;5.0
1549;A Landbouw, bosbouw en visserij;Achterhoek (CR);2019;4020.0;0.0
1550;A Landbouw, bosbouw en visserij;Achterhoek (CR);2020;4020.0;0.0
1551;A Landbouw, bosbouw en visserij;Achterhoek (CR);2021;4020.0;5.0
1552;A Landbouw, bosbouw en visserij;Achterhoek (CR);2022;4065.0;5.0
1553;A Landbouw, bosbouw en visserij;Achterhoek (CR);2023;3995.0;5.0
1554;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2010;1525.0;0.0
1555;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2011;1500.0;0.0
1556;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2012;1425.0;0.0
1557;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2013;1425.0;0.0
1558;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2014;1390.0;0.0
1559;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2015;1450.0;0.0
1560;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2016;1505.0;0.0
1561;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2017;1550.0;0.0
1562;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2018;1575.0;0.0
1563;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2019;1575.0;0.0
1564;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2020;1575.0;5.0
1565;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2021;1580.0;5.0
1566;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2022;1620.0;5.0
1567;A Landbouw, bosbouw en visserij;Arnhem/Nijmegen (CR);2023;1615.0;0.0
1568;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2010;2210.0;0.0
1569;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2011;2110.0;0.0
1570;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2012;2110.0;0.0
1571;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2013;2135.0;0.0
1572;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2014;2135.0;0.0
1573;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2015;2180.0;0.0
1574;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2016;2240.0;0.0
1575;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2017;2290.0;0.0
1576;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2018;2325.0;0.0
1577;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2019;2345.0;0.0
1578;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2020;2370.0;0.0
1579;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2021;2380.0;0.0
1580;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2022;2420.0;0.0
1581;A Landbouw, bosbouw en visserij;Zuidwest-Gelderland (CR);2023;2415.0;0.0
1582;A Landbouw, bosbouw en visserij;Utrecht (CR);2010;2585.0;0.0
1583;A Landbouw, bosbouw en visserij;Utrecht (CR);2011;2650.0;0.0
1584;A Landbouw, bosbouw en visserij;Utrecht (CR);2012;2635.0;0.0
1585;A Landbouw, bosbouw en visserij;Utrecht (CR);2013;2635.0;0.0
1586;A Landbouw, bosbouw en visserij;Utrecht (CR);2014;2640.0;0.0
1587;A Landbouw, bosbouw en visserij;Utrecht (CR);2015;2710.0;0.0
1588;A Landbouw, bosbouw en visserij;Utrecht (CR);2016;2835.0;0.0
1589;A Landbouw, bosbouw en visserij;Utrecht (CR);2017;2900.0;0.0
1590;A Landbouw, bosbouw en visserij;Utrecht (CR);2018;2900.0;0.0
1591;A Landbouw, bosbouw en visserij;Utrecht (CR);2019;3250.0;0.0
1592;A Landbouw, bosbouw en visserij;Utrecht (CR);2020;3265.0;0.0
1593;A Landbouw, bosbouw en visserij;Utrecht (CR);2021;3270.0;0.0
1594;A Landbouw, bosbouw en visserij;Utrecht (CR);2022;3315.0;0.0
1595;A Landbouw, bosbouw en visserij;Utrecht (CR);2023;3335.0;0.0
1596;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2010;3115.0;5.0
1597;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2011;3085.0;5.0
1598;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2012;3045.0;5.0
1599;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2013;3045.0;5.0
1600;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2014;3035.0;5.0
1601;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2015;3055.0;5.0
1602;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2016;3105.0;5.0
1603;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2017;3090.0;5.0
1604;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2018;3105.0;5.0
1605;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2019;3100.0;5.0
1606;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2020;3115.0;10.0
1607;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2021;3115.0;10.0
1608;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2022;3205.0;10.0
1609;A Landbouw, bosbouw en visserij;Kop van Noord-Holland (CR);2023;3170.0;5.0
1610;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2010;515.0;0.0
1611;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2011;505.0;0.0
1612;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2012;490.0;0.0
1613;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2013;505.0;0.0
1614;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2014;505.0;0.0
1615;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2015;545.0;0.0
1616;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2016;555.0;0.0
1617;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2017;570.0;0.0
1618;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2018;555.0;0.0
1619;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2019;560.0;0.0
1620;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2020;570.0;0.0
1621;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2021;555.0;0.0
1622;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2022;570.0;0.0
1623;A Landbouw, bosbouw en visserij;Alkmaar en omgeving (CR);2023;565.0;0.0
1624;A Landbouw, bosbouw en visserij;IJmond (CR);2010;275.0;0.0
1625;A Landbouw, bosbouw en visserij;IJmond (CR);2011;260.0;0.0
1626;A Landbouw, bosbouw en visserij;IJmond (CR);2012;255.0;0.0
1627;A Landbouw, bosbouw en visserij;IJmond (CR);2013;260.0;0.0
1628;A Landbouw, bosbouw en visserij;IJmond (CR);2014;255.0;0.0
1629;A Landbouw, bosbouw en visserij;IJmond (CR);2015;250.0;0.0
1630;A Landbouw, bosbouw en visserij;IJmond (CR);2016;255.0;0.0
1631;A Landbouw, bosbouw en visserij;IJmond (CR);2017;255.0;0.0
1632;A Landbouw, bosbouw en visserij;IJmond (CR);2018;260.0;0.0
1633;A Landbouw, bosbouw en visserij;IJmond (CR);2019;260.0;0.0
1634;A Landbouw, bosbouw en visserij;IJmond (CR);2020;255.0;0.0
1635;A Landbouw, bosbouw en visserij;IJmond (CR);2021;250.0;0.0
1636;A Landbouw, bosbouw en visserij;IJmond (CR);2022;260.0;0.0
1637;A Landbouw, bosbouw en visserij;IJmond (CR);2023;265.0;0.0
1638;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2010;60.0;0.0
1639;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2011;60.0;0.0
1640;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2012;55.0;0.0
1641;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2013;60.0;0.0
1642;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2014;60.0;0.0
1643;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2015;65.0;0.0
1644;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2016;60.0;0.0
1645;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2017;65.0;0.0
1646;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2018;65.0;0.0
1647;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2019;55.0;0.0
1648;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2020;55.0;0.0
1649;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2021;60.0;0.0
1650;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2022;65.0;0.0
1651;A Landbouw, bosbouw en visserij;Agglomeratie Haarlem (CR);2023;65.0;0.0
1652;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2010;150.0;0.0
1653;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2011;150.0;0.0
1654;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2012;150.0;0.0
1655;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2013;145.0;0.0
1656;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2014;155.0;0.0
1657;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2015;155.0;0.0
1658;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2016;165.0;0.0
1659;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2017;160.0;0.0
1660;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2018;160.0;0.0
1661;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2019;170.0;0.0
1662;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2020;175.0;0.0
1663;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2021;180.0;0.0
1664;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2022;185.0;0.0
1665;A Landbouw, bosbouw en visserij;Zaanstreek (CR);2023;180.0;0.0
1666;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2010;1425.0;0.0
1667;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2011;1390.0;5.0
1668;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2012;1335.0;5.0
1669;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2013;1310.0;0.0
1670;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2014;1305.0;0.0
1671;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2015;1290.0;5.0
1672;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2016;1295.0;5.0
1673;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2017;1305.0;5.0
1674;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2018;1320.0;5.0
1675;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2019;1345.0;5.0
1676;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2020;1345.0;5.0
1677;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2021;1305.0;5.0
1678;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2022;1360.0;10.0
1679;A Landbouw, bosbouw en visserij;Groot-Amsterdam (CR);2023;1395.0;10.0
1680;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2010;180.0;0.0
1681;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2011;165.0;0.0
1682;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2012;175.0;0.0
1683;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2013;180.0;0.0
1684;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2014;180.0;0.0
1685;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2015;190.0;0.0
1686;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2016;215.0;0.0
1687;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2017;215.0;0.0
1688;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2018;225.0;0.0
1689;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2019;225.0;0.0
1690;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2020;220.0;0.0
1691;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2021;220.0;0.0
1692;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2022;230.0;0.0
1693;A Landbouw, bosbouw en visserij;Het Gooi en Vechtstreek (CR);2023;180.0;0.0
1694;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2010;1275.0;5.0
1695;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2011;1260.0;5.0
1696;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2012;1210.0;5.0
1697;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2013;1195.0;0.0
1698;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2014;1190.0;0.0
1699;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2015;1175.0;0.0
1700;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2016;1175.0;0.0
1701;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2017;1150.0;0.0
1702;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2018;1150.0;0.0
1703;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2019;1140.0;0.0
1704;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2020;1120.0;0.0
1705;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2021;1085.0;0.0
1706;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2022;1110.0;0.0
1707;A Landbouw, bosbouw en visserij;Agglomeratie Leiden en Bollenstreek (CR);2023;1095.0;0.0
1708;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2010;2145.0;0.0
1709;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2011;2110.0;0.0
1710;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2012;2125.0;0.0
1711;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2013;2090.0;0.0
1712;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2014;2005.0;0.0
1713;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2015;2010.0;0.0
1714;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2016;2090.0;0.0
1715;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2017;2190.0;0.0
1716;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2018;2325.0;0.0
1717;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2019;2665.0;0.0
1718;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2020;3150.0;0.0
1719;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2021;3650.0;0.0
1720;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2022;4120.0;0.0
1721;A Landbouw, bosbouw en visserij;Agglomeratie 's-Gravenhage (CR);2023;4570.0;0.0
1722;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2010;2240.0;5.0
1723;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2011;2030.0;5.0
1724;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2012;1995.0;5.0
1725;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2013;1935.0;5.0
1726;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2014;1930.0;5.0
1727;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2015;1945.0;5.0
1728;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2016;1945.0;10.0
1729;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2017;1850.0;10.0
1730;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2018;1850.0;10.0
1731;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2019;1875.0;10.0
1732;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2020;1885.0;10.0
1733;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2021;1865.0;10.0
1734;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2022;1905.0;10.0
1735;A Landbouw, bosbouw en visserij;Delft en Westland (CR);2023;1910.0;10.0
1736;A Landbouw, bosbouw en visserij;Oost-Zuid-Holland (CR);2010;1885.0;0.0
1737;A Landbouw, bosbouw en visserij;Oost-Zuid-Holland (CR);2011;1875.0;0.0
1738;A Landbouw, bosbouw en visserij;Oost-Zuid-Holland (CR);2012;1845.0;0.0
1739;A Landbouw, bosbouw en visserij;Oost-Zuid-Holland (CR);2013;1800.0;0.0
