ID;BedrijfstakkenBranchesSBI2008;Perioden;GeconsolideerdeProductie_1;BijdrageArbeid_2;BijdrageUren_3;BijdrageCompositieEffect_4;BijdrageKapitaal_5;BijdrageICTKapitaal_6;BijdrageNietICTKapitaal_7;BijdrageVerbruik_8;BijdrageEnergie_9;BijdrageMaterialen_10;BijdrageDiensten_11;BijdrageMultifactorproductiviteit_12;ToegevoegdeWaarde_13;BijdrageArbeid_14;BijdrageUren_15;BijdrageCompositieEffect_16;BijdrageKapitaal_17;BijdrageICTKapitaal_18;BijdrageNietICTKapitaal_19;BijdrageMultifactorproductiviteit_20;Arbeidsproductiviteitsontwikkeling_21;Arbeidsproductiviteit2021100_22;Arbeidsproductiviteitsontwikkeling_23;Arbeidsproductiviteit2021100_24;Kapitaalproductiviteitsontwikkeling_25;Kapitaalproductiviteit2021100_26;Kapitaalproductiviteitsontwikkeling_27;Kapitaalproductiviteit2021100_28;GeconsolideerdeProductieMlnEuro_29;GeconsolideerdeProductie2021100_30;Totaal_31;VerbruikEnergie_32;VerbruikMaterialen_33;VerbruikDiensten_34;Totaal_35;VerbruikEnergie_36;VerbruikMaterialen_37;VerbruikDiensten_38;ToegevoegdeWaardeMlnEuro_39;ToegevoegdeWaarde2021100_40;GewerkteUren_41;BeloningVanArbeidMlnEuro_42;BeloningVanArbeid2021100_43;KapitaaldienstenMlnEuro_44;KapitaaldienstenGewerktUurEuro_45;ICTKapitaaldienstenMlnEuro_46;NietICTKapitaaldienstenMlnEuro_47;KapitaaldienstenNeoklassiekMlnEuro_48;Kapitaaldiensten2021100_49;KapitaaldienstenGewerktUur2021100_50;ICTKapitaaldiensten2021100_51;NietICTKapitaaldiensten2021100_52;KapitaaldienstenNeoklassiek2021100_53;TotaleInputKLEMS_54;TotaleInputKapitaalEnArbeid_55;TotaleInputKLEMS_56;TotaleInputKapitaalEnArbeid_57
628;G Handel;2014;;;;;;;;;;;;;2.9;0.5;0.3;0.3;0.0;0.1;-0.1;2.3;;;2.5;81.8;;;2.9;86.7;;;;;;;;;;;79917.0;77.0;1894.0;49027.0;92.5;12993.0;6.9;2743.0;10250.0;;88.9;94.3;81.9;91.0;;;62020.0;;91.9
629;G Handel;2015;;;;;;;;;;;;;3.3;0.6;0.6;0.0;0.2;0.2;0.0;2.6;;;2.6;83.9;;;2.3;88.7;;;;;;;;;;;83548.0;79.6;1909.0;50447.0;93.2;12736.0;6.7;2863.0;9873.0;;89.8;94.6;85.2;91.3;;;63182.0;;92.6
630;G Handel;2016;;;;;;;;;;;;;3.4;1.8;1.6;0.2;0.2;0.2;0.0;1.4;;;1.3;85.0;;;2.4;90.7;;;;;;;;;;;86726.0;82.3;1947.0;52262.0;95.3;12152.0;6.2;2975.0;9178.0;;90.7;93.7;88.3;91.5;;;64415.0;;94.5
631;G Handel;2017;;;;;;;;;;;;;3.0;1.2;1.1;0.1;0.2;0.1;0.1;1.5;;;1.6;86.3;;;1.8;92.4;;;;;;;;;;;90625.0;84.7;1974.0;53940.0;96.8;12160.0;6.2;2970.0;9189.0;;91.7;93.4;90.4;92.1;;;66099.0;;95.8
632;G Handel;2018;;;;;;;;;;;;;3.7;1.5;1.4;0.1;0.3;0.1;0.1;1.9;;;1.9;88.0;;;2.2;94.4;;;;;;;;;;;95182.0;87.9;2009.0;57078.0;98.5;12184.0;6.1;3079.0;9105.0;;93.1;93.2;93.1;93.0;;;69262.0;;97.6
633;G Handel;2019;;;;;;;;;;;;;4.4;1.7;1.5;0.3;0.4;0.1;0.3;2.3;;;2.6;90.2;;;2.2;96.5;;;;;;;;;;;102275.0;91.7;2044.0;59984.0;100.6;12455.0;6.1;3263.0;9192.0;;95.1;93.5;95.6;94.9;;;72439.0;;99.6
634;G Handel;2020;;;;;;;;;;;;;-0.4;-2.8;-3.1;0.2;0.4;0.1;0.3;2.0;;;3.4;93.3;;;-2.8;93.8;;;;;;;;;;;103442.0;91.3;1968.0;61577.0;97.2;13438.0;6.8;3555.0;9883.0;;97.4;99.5;97.9;97.2;;;75015.0;;97.2
635;G Handel;2021;;;;;;;;;;;;;9.5;2.4;1.8;0.6;0.5;0.1;0.4;6.6;;100.0;7.2;100.0;;100.0;6.7;100.0;179068.0;100.0;61549.0;;;;100.0;100.0;100.0;100.0;117519.0;100.0;2011.0;64308.0;100.0;13312.0;6.6;3847.0;9465.0;;100.0;100.0;100.0;100.0;;139168.0;77619.0;100.0;100.0
636;G Handel;2022;-0.3;1.3;1.5;-0.2;0.3;0.1;0.3;-0.1;0.0;-0.2;0.2;-1.8;-0.4;2.6;2.9;-0.4;0.6;0.1;0.5;-3.6;-3.7;96.3;-3.8;96.2;-3.8;96.2;-3.9;96.1;209245.0;99.7;87363.0;5939.0;10908.0;70516.0;99.8;99.4;96.3;100.4;121882.0;99.6;2082.0;68930.0;103.1;16065.0;7.7;4068.0;11997.0;;103.6;100.1;102.1;104.2;;172358.0;84995.0;101.5;103.2
637;G Handel;2023;-0.3;0.1;0.1;0.0;0.3;0.1;0.3;0.4;0.0;0.1;0.2;-1.1;-1.0;0.3;0.2;0.1;0.6;0.1;0.5;-1.9;-0.5;95.8;-1.3;95.0;-3.5;92.8;-4.2;92.1;217704.0;99.4;90987.0;5112.0;11251.0;74624.0;100.6;99.8;98.5;100.9;126717.0;98.6;2087.0;73070.0;103.5;17707.0;8.5;4256.0;13451.0;;107.1;103.2;104.3;108.1;;181764.0;90777.0;102.3;104.1
638;H Vervoer en opslag;1995;;;;;;;;;;;;;;;;;;;;;;;;71.7;;;;81.9;;;;;;;;;;;15698.0;64.7;604.0;11067.0;81.7;6605.0;10.9;415.0;6190.0;;78.9;87.5;33.3;87.7;;;17671.0;;81.2
639;H Vervoer en opslag;1996;;;;;;;;;;;;;2.3;1.0;1.0;0.0;0.3;0.3;0.0;1.0;;;0.7;72.2;;;1.6;83.2;;;;;;;;;;;15663.0;66.2;613.0;11458.0;83.0;6239.0;10.2;482.0;5758.0;;79.5;86.8;37.1;87.7;;;17697.0;;82.2
640;H Vervoer en opslag;1997;;;;;;;;;;;;;4.7;0.7;0.7;0.0;-0.3;-0.1;-0.2;4.3;;;3.6;74.8;;;5.5;87.8;;;;;;;;;;;17292.0;69.3;620.0;12002.0;83.9;6050.0;9.8;515.0;5536.0;;78.9;85.2;35.6;87.3;;;18053.0;;82.5
641;H Vervoer en opslag;1998;;;;;;;;;;;;;6.3;1.5;0.5;0.9;0.1;0.1;0.0;4.7;;;5.4;78.9;;;5.9;93.0;;;;;;;;;;;18901.0;73.6;625.0;12942.0;85.8;6038.0;9.7;544.0;5494.0;;79.2;84.8;36.5;87.4;;;18981.0;;83.9
642;H Vervoer en opslag;1999;;;;;;;;;;;;;3.0;2.8;3.0;-0.1;0.6;0.3;0.3;-0.4;;;-1.3;77.9;;;1.1;94.0;;;;;;;;;;;18922.0;75.9;653.0;13783.0;89.4;5796.0;8.9;576.0;5220.0;;80.7;82.8;40.3;88.4;;;19579.0;;86.8
643;H Vervoer en opslag;2000;;;;;;;;;;;;;5.2;0.4;0.7;-0.4;0.7;0.3;0.4;4.2;;;4.2;81.1;;;2.9;96.7;;;;;;;;;;;19867.0;79.9;659.0;14528.0;89.8;6013.0;9.1;641.0;5372.0;;82.6;83.9;44.4;89.7;;;20541.0;;87.7
644;H Vervoer en opslag;2001;;;;;;;;;;;;;0.8;1.7;0.7;1.0;0.8;0.3;0.4;-1.6;;;-0.1;81.0;;;-1.8;95.0;;;;;;;;;;;20816.0;80.5;666.0;15154.0;91.9;6115.0;9.2;720.0;5395.0;;84.8;85.3;49.2;91.2;;;21269.0;;89.8
645;H Vervoer en opslag;2002;;;;;;;;;;;;;-1.9;-0.5;-1.1;0.6;0.2;0.3;-0.1;-1.6;;;-0.4;80.7;;;-2.5;92.6;;;;;;;;;;;21127.0;78.9;655.0;15583.0;91.3;6757.0;10.3;774.0;5982.0;;85.3;87.2;53.8;90.7;;;22340.0;;89.5
646;H Vervoer en opslag;2003;;;;;;;;;;;;;3.2;0.0;-0.6;0.6;0.4;0.2;0.2;2.7;;;4.0;83.9;;;1.7;94.2;;;;;;;;;;;21552.0;81.5;650.0;15966.0;91.3;7249.0;11.2;778.0;6471.0;;86.5;89.1;57.2;91.4;;;23215.0;;89.9
647;H Vervoer en opslag;2004;;;;;;;;;;;;;5.7;1.2;0.6;0.5;0.3;0.2;0.1;4.2;;;4.7;87.9;;;4.8;98.7;;;;;;;;;;;22694.0;86.1;656.0;16130.0;92.9;7465.0;11.4;800.0;6665.0;;87.2;89.0;59.9;91.7;;;23595.0;;91.2
648;H Vervoer en opslag;2005;;;;;;;;;;;;;3.5;-0.4;-1.1;0.7;-0.1;0.1;-0.2;4.0;;;5.2;92.5;;;3.8;102.5;;;;;;;;;;;23773.0;89.1;645.0;16121.0;92.3;7000.0;10.8;810.0;6190.0;;87.0;90.2;62.2;91.0;;;23122.0;;90.8
649;H Vervoer en opslag;2006;;;;;;;;;;;;;4.9;0.4;0.1;0.2;0.0;0.1;-0.2;4.5;;;4.6;96.8;;;5.0;107.6;;;;;;;;;;;25222.0;93.4;647.0;16266.0;92.8;7562.0;11.7;823.0;6739.0;;86.8;89.9;64.7;90.4;;;23829.0;;91.1
650;H Vervoer en opslag;2007;;;;;;;;;;;;;5.7;1.6;1.3;0.3;0.0;0.1;-0.2;4.1;;;3.7;100.3;;;5.7;113.8;;;;;;;;;;;26567.0;98.8;659.0;17217.0;95.0;6912.0;10.5;865.0;6047.0;;86.8;88.2;67.4;89.9;;;24129.0;;92.5
651;H Vervoer en opslag;2008;;;;;;;;;;;;;1.1;0.1;-0.2;0.3;0.2;0.1;0.1;0.8;;;1.3;101.7;;;0.3;114.1;;;;;;;;;;;27171.0;99.8;658.0;17887.0;95.1;7127.0;10.8;904.0;6223.0;;87.5;89.1;69.9;90.2;;;25013.0;;92.8
652;H Vervoer en opslag;2009;;;;;;;;;;;;;-7.8;-1.5;-2.1;0.6;0.4;0.1;0.3;-6.8;;;-5.1;96.5;;;-9.2;103.6;;;;;;;;;;;24850.0;92.0;638.0;17748.0;93.1;7679.0;12.0;905.0;6774.0;;88.8;93.2;72.5;91.3;;;25427.0;;91.8
653;H Vervoer en opslag;2010;;;;;;;;;;;;;4.8;-0.8;-1.0;0.3;0.3;0.1;0.2;5.3;;;6.4;102.7;;;3.7;107.5;;;;;;;;;;;25633.0;96.5;629.0;17551.0;92.1;7603.0;12.1;944.0;6659.0;;89.8;95.6;75.3;92.0;;;25154.0;;91.4
654;H Vervoer en opslag;2011;;;;;;;;;;;;;3.6;1.5;1.2;0.3;0.7;0.1;0.6;1.4;;;1.9;104.7;;;1.2;108.7;;;;;;;;;;;25811.0;100.0;640.0;18223.0;94.0;8217.0;12.8;983.0;7234.0;;92.0;96.3;78.0;94.1;;;26440.0;;93.4
655;H Vervoer en opslag;2012;;;;;;;;;;;;;1.0;-0.3;-0.8;0.5;0.7;0.1;0.6;0.7;;;2.3;107.1;;;-1.2;107.4;;;;;;;;;;;26418.0;101.0;632.0;18385.0;93.5;7726.0;12.2;950.0;6776.0;;94.0;99.7;80.8;96.0;;;26111.0;;93.7
656;H Vervoer en opslag;2013;;;;;;;;;;;;;-0.6;-0.7;-1.6;0.9;0.2;0.1;0.1;-0.1;;;1.7;108.8;;;-1.2;106.1;;;;;;;;;;;27247.0;100.4;618.0;18566.0;92.6;8129.0;13.2;962.0;7166.0;;94.6;102.6;83.3;96.2;;;26695.0;;93.2
657;H Vervoer en opslag;2014;;;;;;;;;;;;;2.6;0.2;-0.1;0.3;0.0;0.1;-0.1;2.4;;;2.8;111.9;;;2.6;108.9;;;;;;;;;;;28688.0;103.0;617.0;18492.0;92.8;7874.0;12.8;978.0;6895.0;;94.6;102.8;85.5;95.9;;;26366.0;;93.4
658;H Vervoer en opslag;2015;;;;;;;;;;;;;-0.4;0.2;0.2;0.0;0.1;0.1;0.0;-0.6;;;-0.6;111.2;;;-0.7;108.2;;;;;;;;;;;30824.0;102.7;618.0;19007.0;93.1;8208.0;13.3;1004.0;7204.0;;94.9;102.8;87.5;95.9;;;27215.0;;93.7
659;H Vervoer en opslag;2016;;;;;;;;;;;;;-1.3;1.9;2.1;-0.2;0.4;0.1;0.2;-3.6;;;-4.2;106.6;;;-2.5;105.5;;;;;;;;;;;31135.0;101.3;637.0;19741.0;95.7;8561.0;13.4;1045.0;7516.0;;96.1;101.0;90.4;96.8;;;28303.0;;95.8
660;H Vervoer en opslag;2017;;;;;;;;;;;;;4.0;0.6;0.9;-0.3;0.6;0.1;0.5;2.7;;;2.7;109.4;;;1.9;107.5;;;;;;;;;;;32437.0;105.3;645.0;20161.0;96.5;8905.0;13.8;1058.0;7847.0;;98.0;101.8;93.2;98.6;;;29065.0;;97.0
661;H Vervoer en opslag;2018;;;;;;;;;;;;;0.5;2.1;2.2;-0.1;0.3;0.1;0.2;-1.9;;;-2.5;106.6;;;-0.5;107.0;;;;;;;;;;;33015.0;105.9;665.0;21627.0;99.4;10093.0;15.2;1098.0;8995.0;;99.0;99.7;95.6;99.4;;;31721.0;;99.3
662;H Vervoer en opslag;2019;;;;;;;;;;;;;2.7;2.0;1.9;0.1;0.4;0.1;0.3;0.3;;;-0.2;106.4;;;1.5;108.6;;;;;;;;;;;34710.0;108.7;684.0;22757.0;102.4;10479.0;15.3;1159.0;9320.0;;100.1;98.0;97.5;100.4;;;33236.0;;101.7
663;H Vervoer en opslag;2020;;;;;;;;;;;;;-17.8;-5.4;-5.3;0.0;0.1;0.1;0.0;-12.5;;;-10.9;94.9;;;-18.0;89.0;;;;;;;;;;;30329.0;89.3;631.0;22367.0;94.3;11527.0;18.3;1253.0;10274.0;;100.3;106.6;99.1;100.5;;;33894.0;;96.3
664;H Vervoer en opslag;2021;;;;;;;;;;;;;11.9;4.0;4.1;-0.1;-0.1;0.0;-0.1;8.1;;100.0;5.4;100.0;;100.0;12.3;100.0;61841.0;100.0;27552.0;;;;100.0;100.0;100.0;100.0;34289.0;100.0;670.0;22248.0;100.0;8091.0;12.1;1340.0;6751.0;;100.0;100.0;100.0;100.0;;57890.0;30338.0;100.0;100.0
665;H Vervoer en opslag;2022;12.9;1.4;1.4;0.0;0.1;0.0;0.0;6.4;1.6;0.3;4.4;5.0;14.8;3.3;3.3;-0.1;0.2;0.1;0.1;11.4;8.0;108.0;9.8;109.8;12.2;112.2;14.1;114.1;95641.0;112.9;51696.0;10133.0;2644.0;38919.0;111.2;122.2;110.7;109.6;43945.0;114.8;700.0;25155.0;104.4;8944.0;12.8;1413.0;7531.0;;100.6;96.3;101.5;100.4;;85795.0;34100.0;107.9;103.4
666;H Vervoer en opslag;2023;-4.7;0.1;0.2;-0.1;0.1;0.0;0.0;-1.7;0.0;-0.2;-1.5;-3.1;-6.8;0.2;0.4;-0.2;0.2;0.1;0.1;-7.2;-5.2;102.3;-7.3;101.8;-5.4;106.1;-7.5;105.5;93469.0;107.6;50576.0;8512.0;2501.0;39563.0;108.1;122.1;102.6;105.9;42893.0;107.0;704.0;27151.0;104.7;14341.0;20.4;1481.0;12861.0;;101.4;96.4;103.8;100.9;;92068.0;41492.0;106.2;103.8
667;I Horeca;1995;;;;;;;;;;;;;;;;;;;;;;;;148.8;;;;188.8;;;;;;;;;;;5169.0;132.1;404.0;5153.0;85.0;887.0;2.2;34.0;854.0;;70.0;78.8;10.0;83.6;;;6041.0;;83.4
668;I Horeca;1996;;;;;;;;;;;;;1.3;3.2;3.8;-0.6;-0.1;0.1;-0.2;-1.8;;;-3.0;144.3;;;2.0;192.7;;;;;;;;;;;5386.0;133.9;422.0;5390.0;88.1;877.0;2.1;35.0;842.0;;69.5;74.9;11.7;82.4;;;6267.0;;85.9
669;I Horeca;1997;;;;;;;;;;;;;9.5;-2.1;-3.6;1.6;-0.2;0.1;-0.3;11.7;;;14.2;164.8;;;10.8;213.5;;;;;;;;;;;5964.0;146.6;405.0;5797.0;86.0;893.0;2.2;41.0;853.0;;68.6;77.2;13.7;80.8;;;6691.0;;84.0
670;I Horeca;1998;;;;;;;;;;;;;8.7;6.7;5.0;1.6;0.1;0.1;-0.1;1.9;;;2.8;169.4;;;8.0;230.6;;;;;;;;;;;6582.0;159.3;428.0;6241.0;92.6;895.0;2.1;48.0;847.0;;69.1;73.5;16.9;80.4;;;7136.0;;89.7
671;I Horeca;1999;;;;;;;;;;;;;3.7;4.8;5.5;-0.6;0.6;0.2;0.4;-1.7;;;-2.4;165.3;;;-1.0;228.3;;;;;;;;;;;7249.0;165.1;455.0;6900.0;97.7;904.0;2.0;55.0;849.0;;72.3;72.4;21.4;83.2;;;7804.0;;94.5
672;I Horeca;2000;;;;;;;;;;;;;6.7;-2.8;-2.1;-0.7;0.7;0.3;0.5;8.7;;;9.3;180.6;;;0.3;228.9;;;;;;;;;;;7914.0;176.2;444.0;7586.0;94.6;920.0;2.1;73.0;847.0;;77.0;78.9;29.3;86.9;;;8505.0;;92.6
673;I Horeca;2001;;;;;;;;;;;;;-1.0;2.6;0.8;1.8;0.5;0.3;0.2;-4.0;;;-1.9;177.2;;;-5.1;217.1;;;;;;;;;;;8400.0;174.4;448.0;7920.0;97.3;1002.0;2.2;97.0;905.0;;80.3;81.6;39.7;88.3;;;8923.0;;95.4
674;I Horeca;2002;;;;;;;;;;;;;-4.6;0.3;-0.3;0.6;0.4;0.3;0.1;-5.3;;;-4.2;169.8;;;-7.6;200.6;;;;;;;;;;;8967.0;166.4;446.0;8150.0;97.7;1161.0;2.6;119.0;1041.0;;83.0;84.6;49.8;89.2;;;9311.0;;96.0
675;I Horeca;2003;;;;;;;;;;;;;-6.2;-3.9;-3.9;0.1;0.3;0.2;0.1;-2.7;;;-1.8;166.7;;;-8.7;183.1;;;;;;;;;;;8623.0;156.1;426.0;7959.0;93.4;1197.0;2.8;135.0;1062.0;;85.2;91.0;59.1;89.9;;;9155.0;;92.6
676;I Horeca;2004;;;;;;;;;;;;;-2.6;1.4;0.9;0.5;0.2;0.2;0.0;-4.2;;;-3.6;160.8;;;-4.0;175.8;;;;;;;;;;;8606.0;152.0;431.0;7918.0;94.9;1224.0;2.8;149.0;1075.0;;86.5;91.4;66.6;90.0;;;9141.0;;94.1
677;I Horeca;2005;;;;;;;;;;;;;0.5;0.5;-0.3;0.7;0.1;0.2;-0.1;0.0;;;0.8;162.1;;;-0.2;175.4;;;;;;;;;;;8787.0;152.8;429.0;8109.0;95.4;1202.0;2.8;157.0;1045.0;;87.1;92.4;72.9;89.5;;;9311.0;;94.6
678;I Horeca;2006;;;;;;;;;;;;;2.5;5.3;5.3;0.0;0.1;0.1;-0.1;-2.9;;;-3.4;156.7;;;1.9;178.8;;;;;;;;;;;9051.0;156.7;455.0;8405.0;101.2;1280.0;2.8;166.0;1113.0;;87.6;87.6;79.1;89.0;;;9685.0;;99.7
679;I Horeca;2007;;;;;;;;;;;;;2.2;0.6;0.9;-0.3;0.2;0.1;0.1;1.5;;;1.2;158.6;;;0.5;179.6;;;;;;;;;;;9673.0;160.2;460.0;8834.0;101.8;1296.0;2.8;180.0;1116.0;;89.2;88.3;85.6;89.7;;;10131.0;;100.5
680;I Horeca;2008;;;;;;;;;;;;;-4.9;-2.2;-1.8;-0.4;0.4;0.1;0.3;-3.1;;;-2.9;154.0;;;-7.7;165.8;;;;;;;;;;;9551.0;152.4;451.0;8934.0;99.3;1346.0;3.0;193.0;1153.0;;91.9;92.9;92.0;91.8;;;10280.0;;98.7
681;I Horeca;2009;;;;;;;;;;;;;-8.9;-2.6;-2.7;0.1;0.2;0.1;0.1;-6.5;;;-6.0;144.8;;;-10.3;148.7;;;;;;;;;;;9367.0;138.9;437.0;8823.0;96.3;1405.0;3.2;193.0;1213.0;;93.4;97.4;95.2;93.0;;;10228.0;;96.4
682;I Horeca;2010;;;;;;;;;;;;;-5.9;2.6;1.8;0.7;-0.1;0.0;-0.1;-8.4;;;-7.9;133.5;;;-5.5;140.5;;;;;;;;;;;9208.0;130.6;446.0;8916.0;99.2;1431.0;3.2;194.0;1237.0;;93.0;95.0;95.8;92.5;;;10347.0;;98.8
683;I Horeca;2011;;;;;;;;;;;;;3.4;0.9;1.4;-0.5;-0.1;0.0;0.0;2.6;;;1.8;135.8;;;3.8;145.9;;;;;;;;;;;9730.0;135.1;453.0;9247.0;100.2;1515.0;3.3;191.0;1325.0;;92.6;93.1;94.1;92.3;;;10762.0;;99.6
684;I Horeca;2012;;;;;;;;;;;;;-1.0;0.1;-0.2;0.3;-0.1;-0.1;0.0;-1.0;;;-0.8;134.7;;;-0.4;145.4;;;;;;;;;;;9884.0;133.7;452.0;9469.0;100.3;1393.0;3.1;172.0;1221.0;;92.0;92.6;91.1;92.0;;;10862.0;;99.6
685;I Horeca;2013;;;;;;;;;;;;;0.5;2.3;1.8;0.5;-0.2;0.0;-0.2;-1.6;;;-1.5;132.6;;;2.0;148.2;;;;;;;;;;;10143.0;134.3;461.0;9594.0;102.9;1345.0;2.9;165.0;1180.0;;90.6;89.5;89.7;90.6;;;10939.0;;101.6
686;I Horeca;2014;;;;;;;;;;;;;3.2;3.9;3.6;0.3;-0.2;0.0;-0.2;-0.5;;;-0.9;131.5;;;4.9;155.6;;;;;;;;;;;10897.0;138.7;480.0;10172.0;107.5;1387.0;2.9;160.0;1227.0;;89.2;84.5;88.7;89.1;;;11559.0;;105.5
687;I Horeca;2015;;;;;;;;;;;;;4.6;2.0;2.6;-0.6;-0.1;0.0;-0.1;2.8;;;1.6;133.6;;;5.5;164.1;;;;;;;;;;;11885.0;145.1;495.0;10887.0;110.0;1373.0;2.8;162.0;1211.0;;88.4;81.4;89.5;88.2;;;12260.0;;107.4
688;I Horeca;2016;;;;;;;;;;;;;3.7;2.8;3.6;-0.8;0.1;0.1;0.0;0.8;;;-0.4;133.1;;;2.7;168.6;;;;;;;;;;;12918.0;150.5;515.0;11577.0;113.5;1343.0;2.6;170.0;1173.0;;89.2;78.9;93.7;88.6;;;12920.0;;110.6
689;I Horeca;2017;;;;;;;;;;;;;2.9;2.6;3.6;-1.0;0.3;0.1;0.3;0.0;;;-1.0;131.7;;;-0.2;168.3;;;;;;;;;;;13761.0;154.9;535.0;12079.0;116.7;1359.0;2.5;174.0;1185.0;;92.0;78.2;98.4;91.1;;;13439.0;;113.8
690;I Horeca;2018;;;;;;;;;;;;;4.1;4.3;4.5;-0.2;0.4;0.0;0.3;-0.6;;;-0.9;130.6;;;0.5;169.1;;;;;;;;;;;14864.0;161.2;562.0;13172.0;122.3;1388.0;2.5;182.0;1206.0;;95.3;77.2;101.7;94.4;;;14560.0;;119.1
691;I Horeca;2019;;;;;;;;;;;;;1.7;3.2;3.1;0.1;0.3;0.0;0.3;-1.7;;;-1.6;128.5;;;-1.3;167.0;;;;;;;;;;;15456.0;164.0;581.0;13797.0;126.6;1409.0;2.4;190.0;1219.0;;98.2;76.9;103.6;97.4;;;15207.0;;123.2
692;I Horeca;2020;;;;;;;;;;;;;-46.1;-23.8;-24.8;1.4;0.1;0.0;0.2;-22.4;;;-25.8;95.3;;;-46.9;88.6;;;;;;;;;;;8766.0;88.4;423.0;11150.0;93.4;1443.0;3.4;199.0;1243.0;;99.8;107.5;102.9;99.3;;;12593.0;;94.1
693;I Horeca;2021;;;;;;;;;;;;;13.1;6.2;6.8;-0.6;0.0;0.0;0.1;6.8;;100.0;5.0;100.0;;100.0;12.8;100.0;23425.0;100.0;13338.0;;;;100.0;100.0;100.0;100.0;10087.0;100.0;455.0;10447.0;100.0;-792.0;-1.7;205.0;-997.0;;100.0;100.0;100.0;100.0;;22993.0;9655.0;100.0;100.0
694;I Horeca;2022;40.0;6.9;9.1;-1.8;-0.1;0.0;-0.1;15.8;0.2;7.3;8.4;17.3;57.1;16.7;21.9;-4.3;-0.2;0.0;-0.1;40.6;16.5;116.5;30.7;130.7;37.0;137.0;53.7;153.7;35968.0;140.0;20027.0;2299.0;7849.0;9879.0;127.2;105.1;133.6;125.8;15941.0;157.1;547.0;14811.0;115.4;1326.0;2.4;208.0;1118.0;;102.2;85.0;97.8;101.3;;36164.0;16137.0;122.7;116.5
695;I Horeca;2023;5.4;1.4;1.7;-0.3;0.1;0.0;0.1;2.8;0.4;1.3;1.1;1.1;5.8;3.1;3.7;-0.6;0.3;0.0;0.3;2.4;1.3;118.0;1.7;132.9;1.5;139.0;1.9;156.6;40911.0;147.5;22040.0;2091.0;8965.0;10984.0;133.7;111.0;141.8;131.1;18871.0;166.2;570.0;17137.0;119.3;1841.0;3.2;212.0;1630.0;;106.1;84.8;97.0;106.1;;41018.0;18978.0;128.1;120.5
696;J Informatie en communicatie;1995;;;;;;;;;;;;;;;;;;;;;;;;50.8;;;;70.3;;;;;;;;;;;9414.0;22.7;259.0;5370.0;39.9;3128.0;12.1;556.0;2572.0;;32.2;72.3;6.8;58.5;;;8497.0;;37.2
697;J Informatie en communicatie;1996;;;;;;;;;;;;;6.5;9.0;8.1;0.8;2.6;1.7;0.9;-5.1;;;-5.6;48.0;;;-0.5;70.0;;;;;;;;;;;10392.0;24.1;292.0;6028.0;45.6;3052.0;10.4;565.0;2487.0;;34.5;68.6;8.6;60.2;;;9079.0;;41.5
698;J Informatie en communicatie;1997;;;;;;;;;;;;;18.0;7.2;8.6;-1.3;3.2;1.3;1.9;7.5;;;4.4;50.1;;;7.7;75.3;;;;;;;;;;;12289.0;28.5;330.0;7000.0;50.6;3383.0;10.2;691.0;2692.0;;37.8;66.5;10.4;64.4;;;10383.0;;45.9
699;J Informatie en communicatie;1998;;;;;;;;;;;;;19.1;8.7;8.2;0.4;4.4;1.6;2.8;6.0;;;6.1;53.2;;;5.0;79.1;;;;;;;;;;;14347.0;33.9;371.0;8367.0;57.1;3819.0;10.3;814.0;3005.0;;42.9;67.2;12.8;71.4;;;12186.0;;51.9
700;J Informatie en communicatie;1999;;;;;;;;;;;;;17.8;8.1;7.0;1.1;5.8;1.9;3.9;3.9;;;6.9;56.9;;;-0.6;78.6;;;;;;;;;;;16237.0;39.9;408.0;9810.0;63.9;4222.0;10.3;898.0;3324.0;;50.8;72.3;16.5;82.6;;;14032.0;;59.1
701;J Informatie en communicatie;2000;;;;;;;;;;;;;16.5;5.8;4.9;0.9;5.6;2.0;3.6;5.1;;;8.9;61.9;;;-1.7;77.3;;;;;;;;;;;18133.0;46.5;437.0;11348.0;69.2;4866.0;11.1;1126.0;3740.0;;60.2;80.1;21.7;95.1;;;16214.0;;65.8
702;J Informatie en communicatie;2001;;;;;;;;;;;;;10.9;3.4;3.3;0.1;4.1;1.8;2.2;3.4;;;5.9;65.6;;;-2.3;75.5;;;;;;;;;;;20294.0;51.6;458.0;12164.0;72.6;5598.0;12.2;1396.0;4202.0;;68.3;86.8;27.4;104.4;;;17762.0;;70.8
703;J Informatie en communicatie;2002;;;;;;;;;;;;;4.3;-3.8;-4.7;1.0;2.1;1.2;0.9;6.0;;;12.1;73.5;;;-2.3;73.8;;;;;;;;;;;21821.0;53.8;426.0;11888.0;68.6;6347.0;14.9;1548.0;4799.0;;73.0;99.6;31.7;108.3;;;18235.0;;69.6
704;J Informatie en communicatie;2003;;;;;;;;;;;;;3.8;-2.7;-3.4;0.7;0.6;0.9;-0.2;5.9;;;9.5;80.5;;;1.9;75.2;;;;;;;;;;;23083.0;55.9;404.0;11870.0;65.7;6503.0;16.1;1577.0;4925.0;;74.3;107.0;34.9;107.3;;;18372.0;;68.1
705;J Informatie en communicatie;2004;;;;;;;;;;;;;1.1;0.3;-0.1;0.4;0.3;0.9;-0.6;0.4;;;1.2;81.4;;;0.1;75.3;;;;;;;;;;;23458.0;56.5;403.0;11850.0;66.0;6656.0;16.5;1698.0;4958.0;;75.0;108.2;38.5;105.1;;;18506.0;;68.6
