ID;Beroepsklasse;RegioS;Perioden;WerkzameBeroepsbevolking_1
0;1200000;Nederland;2022;9548
1;1200000;Noord-Nederland (LD);2022;917
2;1200000;Oost-Nederland (LD);2022;2032
3;1200000;West-Nederland (LD);2022;4597
4;1200000;Zuid-Nederland (LD);2022;2002
5;1200000;Groningen (PV);2022;316
6;1200000;Fryslân (PV);2022;345
7;1200000;Drenthe (PV);2022;257
8;1200000;Overijssel (PV);2022;644
9;1200000;Flevoland (PV);2022;241
10;1200000;Gelderland (PV);2022;1146
11;1200000;Utrecht (PV);2022;772
12;1200000;Noord-Holland (PV);2022;1611
13;1200000;Zuid-Holland (PV);2022;2013
14;1200000;Zeeland (PV);2022;202
15;1200000;Noord-Brabant (PV);2022;1426
16;1200000;Limburg (PV);2022;576
17;1200000;Aa en Hunze;2022;13
18;1200000;Aalsmeer;2022;19
19;1200000;Aalten;2022;15
20;1200000;Achtkarspelen;2022;15
21;1200000;Alblasserdam;2022;11
22;1200000;Albrandswaard;2022;14
23;1200000;Alkmaar;2022;61
24;1200000;Almelo;2022;38
25;1200000;Almere;2022;123
26;1200000;Alphen aan den Rijn;2022;64
27;1200000;Alphen-Chaam;2022;6
28;1200000;Altena;2022;31
29;1200000;Ameland;2022;2
30;1200000;Amersfoort;2022;91
31;1200000;Amstelveen;2022;49
32;1200000;Amsterdam;2022;519
33;1200000;Apeldoorn;2022;88
34;1200000;Arnhem;2022;90
35;1200000;Assen;2022;37
36;1200000;Asten;2022;9
37;1200000;Baarle-Nassau;2022;4
38;1200000;Baarn;2022;12
39;1200000;Barendrecht;2022;27
40;1200000;Barneveld;2022;33
41;1200000;Beek (L.);2022;8
42;1200000;Beekdaelen;2022;19
43;1200000;Beesel;2022;7
44;1200000;Berg en Dal;2022;19
45;1200000;Bergeijk;2022;11
46;1200000;Bergen (L.);2022;7
47;1200000;Bergen (NH.);2022;14
48;1200000;Bergen op Zoom;2022;35
49;1200000;Berkelland;2022;24
50;1200000;Bernheze;2022;18
51;1200000;Best;2022;17
52;1200000;Beuningen;2022;15
53;1200000;Beverwijk;2022;23
54;1200000;De Bilt;2022;22
55;1200000;Bladel;2022;12
56;1200000;Blaricum;2022;6
57;1200000;Bloemendaal;2022;11
58;1200000;Bodegraven-Reeuwijk;2022;20
59;1200000;Boekel;2022;6
60;1200000;Borger-Odoorn;2022;13
61;1200000;Borne;2022;13
62;1200000;Borsele;2022;13
63;1200000;Boxtel;2022;18
64;1200000;Breda;2022;103
65;1200000;Brielle;2022;10
66;1200000;Bronckhorst;2022;20
67;1200000;Brummen;2022;11
68;1200000;Brunssum;2022;14
69;1200000;Bunnik;2022;8
70;1200000;Bunschoten;2022;13
71;1200000;Buren;2022;15
72;1200000;Capelle aan den IJssel;2022;35
73;1200000;Castricum;2022;19
74;1200000;Coevorden;2022;18
75;1200000;Cranendonck;2022;11
76;1200000;Culemborg;2022;16
77;1200000;Dalfsen;2022;16
78;1200000;Dantumadiel;2022;10
79;1200000;Delft;2022;58
80;1200000;Deurne;2022;18
81;1200000;Deventer;2022;55
82;1200000;Diemen;2022;18
83;1200000;Dijk en Waard;2022;48
84;1200000;Dinkelland;2022;15
85;1200000;Doesburg;2022;6
86;1200000;Doetinchem;2022;32
87;1200000;Dongen;2022;15
88;1200000;Dordrecht;2022;63
89;1200000;Drechterland;2022;11
90;1200000;Drimmelen;2022;15
