ID;Leeftijd;Perioden;Mannen_1;Vrouwen_2;Mannen_3;Vrouwen_4
0;0 jaar;2008;78.39901;82.39372;0.00413;0.00308
1;0 jaar;2009;78.57045;82.47414;0.00409;0.00305
2;0 jaar;2010;78.73951;82.55432;0.00404;0.00303
3;0 jaar;2011;78.9058;82.63424;0.004;0.00301
4;0 jaar;2012;79.06894;82.71388;0.00396;0.00298
5;0 jaar;2013;79.22859;82.79324;0.00391;0.00296
6;0 jaar;2014;79.38641;82.87229;0.00387;0.00294
7;0 jaar;2015;79.54209;82.95103;0.00383;0.00292
8;0 jaar;2016;79.69331;83.02944;0.00379;0.00289
9;0 jaar;2017;79.83978;83.1075;0.00375;0.00287
10;0 jaar;2018;79.98324;83.18521;0.0037;0.00285
11;0 jaar;2019;80.1241;83.26251;0.00366;0.00283
12;0 jaar;2020;80.26142;83.33939;0.00362;0.00281
13;0 jaar;2021;80.39387;83.41586;0.00358;0.00279
14;0 jaar;2022;80.52403;83.49196;0.00353;0.00277
15;0 jaar;2023;80.64854;83.5677;0.00349;0.00275
16;0 jaar;2024;80.76792;83.64311;0.00345;0.00273
17;0 jaar;2025;80.88271;83.71821;0.00341;0.00271
18;0 jaar;2026;80.99342;83.79302;0.00337;0.00269
19;0 jaar;2027;81.10053;83.86756;0.00333;0.00268
20;0 jaar;2028;81.20451;83.94185;0.00329;0.00266
21;0 jaar;2029;81.30583;84.01592;0.00325;0.00264
22;0 jaar;2030;81.40494;84.0898;0.00321;0.00262
23;0 jaar;2031;81.50227;84.16349;0.00318;0.0026
24;0 jaar;2032;81.59828;84.23703;0.00314;0.00259
25;0 jaar;2033;81.69337;84.31045;0.0031;0.00257
26;0 jaar;2034;81.78796;84.38375;0.00307;0.00255
27;0 jaar;2035;81.88188;84.45704;0.00303;0.00253
28;0 jaar;2036;81.97466;84.53033;0.003;0.00252
29;0 jaar;2037;82.06631;84.6036;0.00296;0.0025
30;0 jaar;2038;82.15682;84.67681;0.00292;0.00248
31;0 jaar;2039;82.24618;84.74993;0.00289;0.00247
32;0 jaar;2040;82.33439;84.82294;0.00286;0.00245
33;0 jaar;2041;82.42146;84.89581;0.00282;0.00243
34;0 jaar;2042;82.50739;84.9685;0.00279;0.00242
35;0 jaar;2043;82.5922;85.04099;0.00275;0.0024
36;0 jaar;2044;82.67591;85.11325;0.00272;0.00238
37;0 jaar;2045;82.75854;85.18526;0.00269;0.00237
38;0 jaar;2046;82.84015;85.257;0.00266;0.00235
39;0 jaar;2047;82.92077;85.32845;0.00262;0.00234
40;0 jaar;2048;83.00046;85.39959;0.00259;0.00232
41;0 jaar;2049;83.0793;85.4704;0.00256;0.0023
42;0 jaar;2050;83.15736;85.54085;0.00253;0.00229
43;0,5 jaar;2008;78.2232;82.14722;0.0006;0.00048
44;0,5 jaar;2009;78.39184;82.22596;0.00059;0.00047
45;0,5 jaar;2010;78.55812;82.30446;0.00058;0.00046
46;0,5 jaar;2011;78.72163;82.38271;0.00057;0.00046
47;0,5 jaar;2012;78.88202;82.4607;0.00056;0.00045
48;0,5 jaar;2013;79.03892;82.5384;0.00055;0.00044
49;0,5 jaar;2014;79.19397;82.61582;0.00054;0.00043
50;0,5 jaar;2015;79.34684;82.69295;0.00053;0.00042
51;0,5 jaar;2016;79.49527;82.76975;0.00052;0.00041
52;0,5 jaar;2017;79.63898;82.84624;0.00051;0.00041
53;0,5 jaar;2018;79.77965;82.92239;0.0005;0.0004
54;0,5 jaar;2019;79.91764;82.99816;0.00049;0.00039
55;0,5 jaar;2020;80.05203;83.07354;0.00048;0.00038
56;0,5 jaar;2021;80.18153;83.14854;0.00047;0.00038
57;0,5 jaar;2022;80.30869;83.22319;0.00046;0.00037
58;0,5 jaar;2023;80.43021;83.2975;0.00046;0.00036
59;0,5 jaar;2024;80.54665;83.37151;0.00045;0.00036
60;0,5 jaar;2025;80.65854;83.44523;0.00044;0.00035
61;0,5 jaar;2026;80.76637;83.51867;0.00043;0.00034
62;0,5 jaar;2027;80.87063;83.59187;0.00042;0.00034
63;0,5 jaar;2028;80.97179;83.66483;0.00041;0.00033
64;0,5 jaar;2029;81.07031;83.73759;0.00041;0.00033
65;0,5 jaar;2030;81.16665;83.81015;0.0004;0.00032
66;0,5 jaar;2031;81.26125;83.88255;0.00039;0.00031
67;0,5 jaar;2032;81.35453;83.95481;0.00039;0.00031
68;0,5 jaar;2033;81.44691;84.02694;0.00038;0.0003
69;0,5 jaar;2034;81.53882;84.09898;0.00037;0.0003
70;0,5 jaar;2035;81.63007;84.17099;0.00036;0.00029
71;0,5 jaar;2036;81.72019;84.24302;0.00036;0.00029
72;0,5 jaar;2037;81.8092;84.31504;0.00035;0.00028
73;0,5 jaar;2038;81.89709;84.387;0.00035;0.00028
74;0,5 jaar;2039;81.98384;84.45889;0.00034;0.00027
75;0,5 jaar;2040;82.06947;84.53066;0.00033;0.00027
76;0,5 jaar;2041;82.15396;84.6023;0.00033;0.00026
77;0,5 jaar;2042;82.23734;84.67376;0.00032;0.00026
78;0,5 jaar;2043;82.31961;84.74504;0.00032;0.00026
79;0,5 jaar;2044;82.40079;84.81609;0.00031;0.00025
80;0,5 jaar;2045;82.48093;84.8869;0.00031;0.00025
81;0,5 jaar;2046;82.56005;84.95744;0.0003;0.00024
82;0,5 jaar;2047;82.63821;85.02769;0.0003;0.00024
83;0,5 jaar;2048;82.71546;85.09764;0.00029;0.00023
84;0,5 jaar;2049;82.79187;85.16726;0.00029;0.00023
85;0,5 jaar;2050;82.86753;85.23654;0.00028;0.00023
86;1,5 jaar;2008;77.26991;81.18667;0.00037;0.0003
87;1,5 jaar;2009;77.43781;81.26469;0.00037;0.00029
88;1,5 jaar;2010;77.60335;81.34248;0.00036;0.00028
89;1,5 jaar;2011;77.76615;81.42003;0.00035;0.00028
90;1,5 jaar;2012;77.92582;81.49733;0.00035;0.00027
91;1,5 jaar;2013;78.08202;81.57436;0.00034;0.00027
92;1,5 jaar;2014;78.23638;81.65112;0.00033;0.00026
93;1,5 jaar;2015;78.38856;81.7276;0.00033;0.00026
94;1,5 jaar;2016;78.53631;81.80378;0.00032;0.00025
95;1,5 jaar;2017;78.67935;81.87964;0.00031;0.00025
96;1,5 jaar;2018;78.81936;81.95519;0.00031;0.00024
97;1,5 jaar;2019;78.95669;82.03037;0.0003;0.00024
98;1,5 jaar;2020;79.09041;82.10518;0.0003;0.00023
99;1,5 jaar;2021;79.21925;82.17962;0.00029;0.00023
100;1,5 jaar;2022;79.34574;82.25373;0.00029;0.00022
101;1,5 jaar;2023;79.46662;82.32752;0.00028;0.00022
102;1,5 jaar;2024;79.58243;82.40101;0.00027;0.00022
103;1,5 jaar;2025;79.69369;82.47422;0.00027;0.00021
104;1,5 jaar;2026;79.80091;82.54717;0.00026;0.00021
105;1,5 jaar;2027;79.90458;82.61988;0.00026;0.0002
106;1,5 jaar;2028;80.00515;82.69238;0.00025;0.0002
107;1,5 jaar;2029;80.10311;82.76467;0.00025;0.0002
108;1,5 jaar;2030;80.19888;82.83678;0.00024;0.00019
109;1,5 jaar;2031;80.29293;82.90874;0.00024;0.00019
110;1,5 jaar;2032;80.38567;82.98056;0.00024;0.00019
111;1,5 jaar;2033;80.47753;83.05227;0.00023;0.00018
112;1,5 jaar;2034;80.56892;83.12389;0.00023;0.00018
113;1,5 jaar;2035;80.65966;83.19549;0.00022;0.00018
114;1,5 jaar;2036;80.7493;83.26712;0.00022;0.00017
115;1,5 jaar;2037;80.83782;83.33874;0.00022;0.00017
116;1,5 jaar;2038;80.92523;83.41032;0.00021;0.00017
117;1,5 jaar;2039;81.01152;83.48182;0.00021;0.00016
118;1,5 jaar;2040;81.09669;83.55323;0.0002;0.00016
119;1,5 jaar;2041;81.18074;83.6245;0.0002;0.00016
120;1,5 jaar;2042;81.26368;83.6956;0.0002;0.00015
121;1,5 jaar;2043;81.34553;83.76652;0.00019;0.00015
122;1,5 jaar;2044;81.42629;83.83723;0.00019;0.00015
123;1,5 jaar;2045;81.50602;83.9077;0.00019;0.00015
124;1,5 jaar;2046;81.58473;83.97791;0.00018;0.00014
125;1,5 jaar;2047;81.6625;84.04784;0.00018;0.00014
126;1,5 jaar;2048;81.73936;84.11747;0.00018;0.00014
127;1,5 jaar;2049;81.81539;84.18678;0.00017;0.00014
128;1,5 jaar;2050;81.89068;84.25575;0.00017;0.00013
129;2,5 jaar;2008;76.2985;80.21055;0.00025;0.0002
130;2,5 jaar;2009;76.46593;80.28811;0.00024;0.00019
131;2,5 jaar;2010;76.63101;80.36545;0.00024;0.00019
132;2,5 jaar;2011;76.79335;80.44255;0.00023;0.00018
133;2,5 jaar;2012;76.95258;80.51942;0.00023;0.00018
134;2,5 jaar;2013;77.10834;80.59603;0.00022;0.00018
135;2,5 jaar;2014;77.26226;80.67237;0.00022;0.00017
136;2,5 jaar;2015;77.414;80.74844;0.00022;0.00017
137;2,5 jaar;2016;77.56133;80.82422;0.00021;0.00017
138;2,5 jaar;2017;77.70395;80.8997;0.00021;0.00016
139;2,5 jaar;2018;77.84354;80.97487;0.0002;0.00016
140;2,5 jaar;2019;77.98045;81.04969;0.0002;0.00016
141;2,5 jaar;2020;78.11376;81.12413;0.0002;0.00015
142;2,5 jaar;2021;78.24219;81.19823;0.00019;0.00015
143;2,5 jaar;2022;78.36827;81.27199;0.00019;0.00015
144;2,5 jaar;2023;78.48874;81.34545;0.00018;0.00014
145;2,5 jaar;2024;78.60416;81.41862;0.00018;0.00014
146;2,5 jaar;2025;78.71503;81.49152;0.00018;0.00014
147;2,5 jaar;2026;78.82187;81.56417;0.00017;0.00014
148;2,5 jaar;2027;78.92517;81.63658;0.00017;0.00013
149;2,5 jaar;2028;79.02538;81.70878;0.00017;0.00013
150;2,5 jaar;2029;79.12298;81.78079;0.00016;0.00013
151;2,5 jaar;2030;79.21841;81.85262;0.00016;0.00013
152;2,5 jaar;2031;79.31211;81.9243;0.00016;0.00012
153;2,5 jaar;2032;79.40452;81.99586;0.00015;0.00012
154;2,5 jaar;2033;79.49606;82.0673;0.00015;0.00012
155;2,5 jaar;2034;79.58713;82.13866;0.00015;0.00012
156;2,5 jaar;2035;79.67755;82.21001;0.00015;0.00011
157;2,5 jaar;2036;79.76688;82.2814;0.00014;0.00011
158;2,5 jaar;2037;79.85511;82.35277;0.00014;0.00011
159;2,5 jaar;2038;79.94223;82.42411;0.00014;0.00011
160;2,5 jaar;2039;80.02823;82.49539;0.00014;0.00011
161;2,5 jaar;2040;80.11313;82.56656;0.00013;0.0001
162;2,5 jaar;2041;80.1969;82.63761;0.00013;0.0001
163;2,5 jaar;2042;80.27957;82.7085;0.00013;0.0001
164;2,5 jaar;2043;80.36115;82.7792;0.00013;0.0001
165;2,5 jaar;2044;80.44166;82.8497;0.00012;0.0001
166;2,5 jaar;2045;80.52114;82.91996;0.00012;0.0001
167;2,5 jaar;2046;80.59961;82.98997;0.00012;9e-05
168;2,5 jaar;2047;80.67713;83.0597;0.00012;9e-05
169;2,5 jaar;2048;80.75375;83.12913;0.00012;9e-05
170;2,5 jaar;2049;80.82955;83.19825;0.00011;9e-05
171;2,5 jaar;2050;80.90461;83.26704;0.00011;9e-05
172;3,5 jaar;2008;75.31716;79.22621;0.00018;0.00014
173;3,5 jaar;2009;75.48427;79.30346;0.00017;0.00014
174;3,5 jaar;2010;75.64904;79.38049;0.00017;0.00013
175;3,5 jaar;2011;75.81108;79.4573;0.00017;0.00013
176;3,5 jaar;2012;75.97001;79.53386;0.00016;0.00013
177;3,5 jaar;2013;76.12547;79.61019;0.00016;0.00013
178;3,5 jaar;2014;76.2791;79.68625;0.00016;0.00012
179;3,5 jaar;2015;76.43056;79.76204;0.00015;0.00012
180;3,5 jaar;2016;76.5776;79.83756;0.00015;0.00012
181;3,5 jaar;2017;76.71995;79.91278;0.00015;0.00012
182;3,5 jaar;2018;76.85926;79.98769;0.00014;0.00011
183;3,5 jaar;2019;76.9959;80.06226;0.00014;0.00011
184;3,5 jaar;2020;77.12893;80.13646;0.00014;0.00011
185;3,5 jaar;2021;77.25708;80.21032;0.00014;0.00011
186;3,5 jaar;2022;77.38289;80.28386;0.00013;0.0001
187;3,5 jaar;2023;77.5031;80.3571;0.00013;0.0001
188;3,5 jaar;2024;77.61825;80.43005;0.00013;0.0001
189;3,5 jaar;2025;77.72887;80.50274;0.00013;0.0001
190;3,5 jaar;2026;77.83546;80.57518;0.00012;0.0001
191;3,5 jaar;2027;77.93851;80.64739;0.00012;9e-05
192;3,5 jaar;2028;78.03848;80.7194;0.00012;9e-05
193;3,5 jaar;2029;78.13584;80.79122;0.00012;9e-05
194;3,5 jaar;2030;78.23104;80.86286;0.00011;9e-05
195;3,5 jaar;2031;78.32452;80.93436;0.00011;9e-05
196;3,5 jaar;2032;78.41671;81.00574;0.00011;9e-05
197;3,5 jaar;2033;78.50803;81.07701;0.00011;8e-05
198;3,5 jaar;2034;78.59889;81.1482;0.00011;8e-05
199;3,5 jaar;2035;78.68911;81.21938;0.0001;8e-05
200;3,5 jaar;2036;78.77824;81.2906;0.0001;8e-05
201;3,5 jaar;2037;78.86627;81.36182;0.0001;8e-05
202;3,5 jaar;2038;78.9532;81.433;0.0001;8e-05
203;3,5 jaar;2039;79.03902;81.50412;0.0001;7e-05
204;3,5 jaar;2040;79.12373;81.57514;9e-05;7e-05
205;3,5 jaar;2041;79.20732;81.64604;9e-05;7e-05
206;3,5 jaar;2042;79.28982;81.71679;9e-05;7e-05
207;3,5 jaar;2043;79.37123;81.78735;9e-05;7e-05
208;3,5 jaar;2044;79.45157;81.85771;9e-05;7e-05
209;3,5 jaar;2045;79.53088;81.92784;9e-05;7e-05
210;3,5 jaar;2046;79.60919;81.99771;8e-05;7e-05
211;3,5 jaar;2047;79.68655;82.06731;8e-05;6e-05
212;3,5 jaar;2048;79.76302;82.13661;8e-05;6e-05
213;3,5 jaar;2049;79.83867;82.20561;8e-05;6e-05
214;3,5 jaar;2050;79.91358;82.27427;8e-05;6e-05
215;4,5 jaar;2008;74.33028;78.23724;0.00014;0.00011
216;4,5 jaar;2009;74.49716;78.31426;0.00013;0.00011
217;4,5 jaar;2010;74.66171;78.39107;0.00013;0.00011
218;4,5 jaar;2011;74.82353;78.46766;0.00013;0.0001
219;4,5 jaar;2012;74.98224;78.54402;0.00013;0.0001
220;4,5 jaar;2013;75.1375;78.62013;0.00012;0.0001
221;4,5 jaar;2014;75.29092;78.69599;0.00012;0.0001
222;4,5 jaar;2015;75.44217;78.77159;0.00012;9e-05
223;4,5 jaar;2016;75.58901;78.84691;0.00012;9e-05
224;4,5 jaar;2017;75.73116;78.92194;0.00012;9e-05
225;4,5 jaar;2018;75.87028;78.99667;0.00011;9e-05
226;4,5 jaar;2019;76.00672;79.07106;0.00011;9e-05
227;4,5 jaar;2020;76.13955;79.14509;0.00011;8e-05
228;4,5 jaar;2021;76.26751;79.21879;0.00011;8e-05
229;4,5 jaar;2022;76.39313;79.29216;0.0001;8e-05
230;4,5 jaar;2023;76.51314;79.36524;0.0001;8e-05
231;4,5 jaar;2024;76.62811;79.43804;0.0001;8e-05
232;4,5 jaar;2025;76.73855;79.51058;0.0001;8e-05
233;4,5 jaar;2026;76.84496;79.58287;0.0001;7e-05
234;4,5 jaar;2027;76.94783;79.65494;9e-05;7e-05
235;4,5 jaar;2028;77.04764;79.72681;9e-05;7e-05
236;4,5 jaar;2029;77.14483;79.79849;9e-05;7e-05
237;4,5 jaar;2030;77.23987;79.87;9e-05;7e-05
238;4,5 jaar;2031;77.33319;79.94137;9e-05;7e-05
239;4,5 jaar;2032;77.42522;80.01262;9e-05;7e-05
240;4,5 jaar;2033;77.51639;80.08377;8e-05;7e-05
241;4,5 jaar;2034;77.60711;80.15483;8e-05;6e-05
242;4,5 jaar;2035;77.69718;80.2259;8e-05;6e-05
243;4,5 jaar;2036;77.78617;80.297;8e-05;6e-05
244;4,5 jaar;2037;77.87406;80.3681;8e-05;6e-05
245;4,5 jaar;2038;77.96085;80.43917;8e-05;6e-05
246;4,5 jaar;2039;78.04654;80.51018;7e-05;6e-05
247;4,5 jaar;2040;78.13112;80.5811;7e-05;6e-05
248;4,5 jaar;2041;78.21459;80.65189;7e-05;6e-05
249;4,5 jaar;2042;78.29696;80.72254;7e-05;6e-05
250;4,5 jaar;2043;78.37825;80.793;7e-05;5e-05
251;4,5 jaar;2044;78.45847;80.86326;7e-05;5e-05
252;4,5 jaar;2045;78.53766;80.93329;7e-05;5e-05
253;4,5 jaar;2046;78.61586;81.00307;7e-05;5e-05
254;4,5 jaar;2047;78.69311;81.07258;6e-05;5e-05
255;4,5 jaar;2048;78.76947;81.1418;6e-05;5e-05
256;4,5 jaar;2049;78.84502;81.2107;6e-05;5e-05
257;4,5 jaar;2050;78.91982;81.27928;6e-05;5e-05
258;5,5 jaar;2008;73.34043;77.24579;0.00011;9e-05
259;5,5 jaar;2009;73.50714;77.32264;0.00011;9e-05
260;5,5 jaar;2010;73.67151;77.39927;0.00011;9e-05
261;5,5 jaar;2011;73.83316;77.47569;0.0001;9e-05
262;5,5 jaar;2012;73.99171;77.55188;0.0001;8e-05
263;5,5 jaar;2013;74.14681;77.62783;0.0001;8e-05
264;5,5 jaar;2014;74.30006;77.70353;0.0001;8e-05
265;5,5 jaar;2015;74.45115;77.77897;0.0001;8e-05
266;5,5 jaar;2016;74.59783;77.85414;9e-05;8e-05
267;5,5 jaar;2017;74.73983;77.92902;9e-05;8e-05
268;5,5 jaar;2018;74.87879;78.00361;9e-05;7e-05
269;5,5 jaar;2019;75.01508;78.07786;9e-05;7e-05
270;5,5 jaar;2020;75.14776;78.15176;9e-05;7e-05
271;5,5 jaar;2021;75.27557;78.22532;9e-05;7e-05
272;5,5 jaar;2022;75.40103;78.29857;8e-05;7e-05
273;5,5 jaar;2023;75.5209;78.37152;8e-05;7e-05
274;5,5 jaar;2024;75.63572;78.4442;8e-05;7e-05
275;5,5 jaar;2025;75.74602;78.51662;8e-05;6e-05
276;5,5 jaar;2026;75.85229;78.5888;8e-05;6e-05
277;5,5 jaar;2027;75.95503;78.66076;8e-05;6e-05
278;5,5 jaar;2028;76.0547;78.73251;7e-05;6e-05
279;5,5 jaar;2029;76.15177;78.80408;7e-05;6e-05
280;5,5 jaar;2030;76.24668;78.8755;7e-05;6e-05
281;5,5 jaar;2031;76.33987;78.94677;7e-05;6e-05
282;5,5 jaar;2032;76.43179;79.01791;7e-05;6e-05
283;5,5 jaar;2033;76.52284;79.08896;7e-05;5e-05
284;5,5 jaar;2034;76.61343;79.15994;7e-05;5e-05
285;5,5 jaar;2035;76.7034;79.23091;6e-05;5e-05
286;5,5 jaar;2036;76.79227;79.30192;6e-05;5e-05
287;5,5 jaar;2037;76.88006;79.37293;6e-05;5e-05
288;5,5 jaar;2038;76.96675;79.44392;6e-05;5e-05
289;5,5 jaar;2039;77.05233;79.51484;6e-05;5e-05
290;5,5 jaar;2040;77.13681;79.58567;6e-05;5e-05
291;5,5 jaar;2041;77.22018;79.65639;6e-05;5e-05
292;5,5 jaar;2042;77.30246;79.72695;6e-05;5e-05
293;5,5 jaar;2043;77.38365;79.79734;6e-05;5e-05
294;5,5 jaar;2044;77.46379;79.86752;5e-05;4e-05
295;5,5 jaar;2045;77.54289;79.93748;5e-05;4e-05
296;5,5 jaar;2046;77.621;80.00719;5e-05;4e-05
297;5,5 jaar;2047;77.69816;80.07662;5e-05;4e-05
298;5,5 jaar;2048;77.77444;80.14577;5e-05;4e-05
299;5,5 jaar;2049;77.8499;80.2146;5e-05;4e-05
300;5,5 jaar;2050;77.92462;80.28311;5e-05;4e-05
301;6,5 jaar;2008;72.34846;76.25293;9e-05;9e-05
302;6,5 jaar;2009;72.51503;76.32962;9e-05;8e-05
303;6,5 jaar;2010;72.67927;76.4061;9e-05;8e-05
304;6,5 jaar;2011;72.84078;76.48238;9e-05;8e-05
305;6,5 jaar;2012;72.9992;76.55843;9e-05;8e-05
306;6,5 jaar;2013;73.15417;76.63424;9e-05;8e-05
307;6,5 jaar;2014;73.30729;76.70981;8e-05;7e-05
308;6,5 jaar;2015;73.45825;76.78512;8e-05;7e-05
309;6,5 jaar;2016;73.60481;76.86016;8e-05;7e-05
310;6,5 jaar;2017;73.74668;76.93492;8e-05;7e-05
311;6,5 jaar;2018;73.88552;77.00938;8e-05;7e-05
312;6,5 jaar;2019;74.02168;77.08352;8e-05;7e-05
313;6,5 jaar;2020;74.15424;77.1573;7e-05;7e-05
314;6,5 jaar;2021;74.28193;77.23075;7e-05;6e-05
315;6,5 jaar;2022;74.40727;77.30389;7e-05;6e-05
316;6,5 jaar;2023;74.52702;77.37674;7e-05;6e-05
317;6,5 jaar;2024;74.64173;77.44932;7e-05;6e-05
318;6,5 jaar;2025;74.75191;77.52164;7e-05;6e-05
319;6,5 jaar;2026;74.85808;77.59372;7e-05;6e-05
320;6,5 jaar;2027;74.96071;77.66558;6e-05;6e-05
321;6,5 jaar;2028;75.06028;77.73725;6e-05;6e-05
322;6,5 jaar;2029;75.15724;77.80873;6e-05;5e-05
323;6,5 jaar;2030;75.25205;77.88006;6e-05;5e-05
324;6,5 jaar;2031;75.34515;77.95124;6e-05;5e-05
325;6,5 jaar;2032;75.43697;78.02231;6e-05;5e-05
326;6,5 jaar;2033;75.52792;78.09327;6e-05;5e-05
327;6,5 jaar;2034;75.61843;78.16417;6e-05;5e-05
328;6,5 jaar;2035;75.7083;78.23506;5e-05;5e-05
329;6,5 jaar;2036;75.79709;78.30599;5e-05;5e-05
330;6,5 jaar;2037;75.88479;78.37693;5e-05;5e-05
331;6,5 jaar;2038;75.97139;78.44785;5e-05;5e-05
332;6,5 jaar;2039;76.0569;78.5187;5e-05;4e-05
333;6,5 jaar;2040;76.14129;78.58946;5e-05;4e-05
334;6,5 jaar;2041;76.22459;78.66011;5e-05;4e-05
335;6,5 jaar;2042;76.30679;78.73061;5e-05;4e-05
336;6,5 jaar;2043;76.38791;78.80093;5e-05;4e-05
337;6,5 jaar;2044;76.46797;78.87105;5e-05;4e-05
338;6,5 jaar;2045;76.547;78.94094;5e-05;4e-05
339;6,5 jaar;2046;76.62504;79.01059;4e-05;4e-05
340;6,5 jaar;2047;76.70214;79.07997;4e-05;4e-05
341;6,5 jaar;2048;76.77835;79.14905;4e-05;4e-05
342;6,5 jaar;2049;76.85374;79.21783;4e-05;4e-05
343;6,5 jaar;2050;76.9284;79.28628;4e-05;4e-05
344;7,5 jaar;2008;71.35524;75.25938;9e-05;8e-05
345;7,5 jaar;2009;71.52169;75.33593;8e-05;8e-05
346;7,5 jaar;2010;71.68581;75.41228;8e-05;8e-05
347;7,5 jaar;2011;71.84721;75.48842;8e-05;8e-05
348;7,5 jaar;2012;72.00551;75.56434;8e-05;7e-05
349;7,5 jaar;2013;72.16037;75.64003;8e-05;7e-05
350;7,5 jaar;2014;72.31339;75.71547;8e-05;7e-05
351;7,5 jaar;2015;72.46424;75.79067;7e-05;7e-05
352;7,5 jaar;2016;72.61069;75.86559;7e-05;7e-05
353;7,5 jaar;2017;72.75245;75.94024;7e-05;7e-05
354;7,5 jaar;2018;72.89119;76.01459;7e-05;6e-05
355;7,5 jaar;2019;73.02725;76.08862;7e-05;6e-05
356;7,5 jaar;2020;73.15971;76.1623;7e-05;6e-05
357;7,5 jaar;2021;73.28729;76.23565;7e-05;6e-05
358;7,5 jaar;2022;73.41253;76.30869;6e-05;6e-05
359;7,5 jaar;2023;73.53219;76.38144;6e-05;6e-05
360;7,5 jaar;2024;73.64679;76.45393;6e-05;6e-05
361;7,5 jaar;2025;73.75688;76.52616;6e-05;6e-05
362;7,5 jaar;2026;73.86295;76.59815;6e-05;5e-05
363;7,5 jaar;2027;73.96549;76.66993;6e-05;5e-05
364;7,5 jaar;2028;74.06497;76.74151;6e-05;5e-05
365;7,5 jaar;2029;74.16185;76.81292;6e-05;5e-05
366;7,5 jaar;2030;74.25657;76.88416;6e-05;5e-05
367;7,5 jaar;2031;74.34959;76.95527;5e-05;5e-05
368;7,5 jaar;2032;74.44132;77.02626;5e-05;5e-05
