ID;Leeftijd;Perioden;Mannen_1;Vrouwen_2;Mannen_3;Vrouwen_4
369;7,5 jaar;2033;74.5322;77.09715;5e-05;5e-05
370;7,5 jaar;2034;74.62263;77.16797;5e-05;5e-05
371;7,5 jaar;2035;74.71243;77.2388;5e-05;5e-05
372;7,5 jaar;2036;74.80114;77.30966;5e-05;4e-05
373;7,5 jaar;2037;74.88877;77.38053;5e-05;4e-05
374;7,5 jaar;2038;74.9753;77.45138;5e-05;4e-05
375;7,5 jaar;2039;75.06074;77.52217;5e-05;4e-05
376;7,5 jaar;2040;75.14507;77.59287;5e-05;4e-05
377;7,5 jaar;2041;75.2283;77.66345;4e-05;4e-05
378;7,5 jaar;2042;75.31044;77.73389;4e-05;4e-05
379;7,5 jaar;2043;75.39149;77.80415;4e-05;4e-05
380;7,5 jaar;2044;75.47149;77.87422;4e-05;4e-05
381;7,5 jaar;2045;75.55046;77.94405;4e-05;4e-05
382;7,5 jaar;2046;75.62844;78.01365;4e-05;4e-05
383;7,5 jaar;2047;75.70548;78.08297;4e-05;4e-05
384;7,5 jaar;2048;75.78164;78.152;4e-05;4e-05
385;7,5 jaar;2049;75.85698;78.22073;4e-05;3e-05
386;7,5 jaar;2050;75.93158;78.28913;4e-05;3e-05
387;8,5 jaar;2008;70.36134;74.26545;8e-05;8e-05
388;8,5 jaar;2009;70.52768;74.34187;8e-05;8e-05
389;8,5 jaar;2010;70.69169;74.4181;8e-05;8e-05
390;8,5 jaar;2011;70.85299;74.49411;8e-05;8e-05
391;8,5 jaar;2012;71.01119;74.56991;8e-05;7e-05
392;8,5 jaar;2013;71.16594;74.64548;7e-05;7e-05
393;8,5 jaar;2014;71.31886;74.72081;7e-05;7e-05
394;8,5 jaar;2015;71.46961;74.79588;7e-05;7e-05
395;8,5 jaar;2016;71.61597;74.8707;7e-05;7e-05
396;8,5 jaar;2017;71.75764;74.94524;7e-05;7e-05
397;8,5 jaar;2018;71.89628;75.01949;7e-05;6e-05
398;8,5 jaar;2019;72.03225;75.09341;7e-05;6e-05
399;8,5 jaar;2020;72.16461;75.16699;6e-05;6e-05
400;8,5 jaar;2021;72.29211;75.24025;6e-05;6e-05
401;8,5 jaar;2022;72.41726;75.3132;6e-05;6e-05
402;8,5 jaar;2023;72.53682;75.38586;6e-05;6e-05
403;8,5 jaar;2024;72.65134;75.45826;6e-05;6e-05
404;8,5 jaar;2025;72.76134;75.5304;6e-05;6e-05
405;8,5 jaar;2026;72.86733;75.60232;6e-05;5e-05
406;8,5 jaar;2027;72.96979;75.67401;6e-05;5e-05
407;8,5 jaar;2028;73.06918;75.74552;5e-05;5e-05
408;8,5 jaar;2029;73.16598;75.81684;5e-05;5e-05
409;8,5 jaar;2030;73.26063;75.88801;5e-05;5e-05
410;8,5 jaar;2031;73.35357;75.95905;5e-05;5e-05
411;8,5 jaar;2032;73.44523;76.02997;5e-05;5e-05
412;8,5 jaar;2033;73.53604;76.10079;5e-05;5e-05
413;8,5 jaar;2034;73.6264;76.17154;5e-05;5e-05
414;8,5 jaar;2035;73.71613;76.2423;5e-05;5e-05
415;8,5 jaar;2036;73.80478;76.3131;5e-05;4e-05
416;8,5 jaar;2037;73.89234;76.38391;5e-05;4e-05
417;8,5 jaar;2038;73.97881;76.45469;4e-05;4e-05
418;8,5 jaar;2039;74.06418;76.52542;4e-05;4e-05
419;8,5 jaar;2040;74.14845;76.59606;4e-05;4e-05
420;8,5 jaar;2041;74.23163;76.66659;4e-05;4e-05
421;8,5 jaar;2042;74.3137;76.73697;4e-05;4e-05
422;8,5 jaar;2043;74.39471;76.80718;4e-05;4e-05
423;8,5 jaar;2044;74.47465;76.87718;4e-05;4e-05
