ID;PrognoseInterval;Perioden;Levendgeborenen_1;Overledenen_2;Immigratie_3;EmigratieInclusiefCorrecties_4;MigratiesaldoInclusiefCorrecties_5
0;1;2010;182106;135568;147448;119427;28021
1;1;2011;180605;136895;150475;120514;29961
2;1;2012;179933;138276;150302;121620;28682
3;1;2013;180055;139706;147167;123447;23720
4;1;2014;180427;141174;144611;125655;18956
5;1;2015;181027;142714;143898;127408;16490
6;1;2016;181812;144321;143703;128547;15156
7;1;2017;182926;146009;143827;129093;14734
8;1;2018;184218;147788;144132;129527;14605
9;1;2019;185429;149714;144505;129868;14637
10;1;2020;186644;151804;144789;130121;14668
11;1;2021;187575;154058;144929;130162;14767
12;1;2022;188572;156477;144801;130129;14672
13;1;2023;189375;159048;144576;130033;14543
14;1;2024;189959;161781;144300;129872;14428
15;1;2025;190457;164664;144010;129676;14334
16;1;2026;190751;167681;143736;129450;14286
17;1;2027;191041;170808;143450;129166;14284
18;1;2028;191180;174031;143199;128853;14346
19;1;2029;191222;177280;142996;128522;14474
20;1;2030;191111;180530;142837;128203;14634
21;1;2031;190823;183759;142690;127869;14822
22;1;2032;190310;186945;142623;127575;15048
23;1;2033;189609;190042;142632;127311;15321
24;1;2034;188743;193072;142692;127122;15570
25;1;2035;187797;195979;142881;126983;15898
26;1;2036;186814;198717;143068;126914;16154
27;1;2037;185856;201242;143252;126873;16379
28;1;2038;184949;203526;143417;126871;16546
29;1;2039;184166;205515;143580;126887;16693
30;1;2040;183517;207207;143724;126921;16803
31;1;2041;183022;208628;143825;126986;16839
32;1;2042;182698;209799;143923;127076;16847
33;1;2043;182548;210748;143992;127185;16807
34;1;2044;182569;211512;144030;127298;16732
35;1;2045;182752;212149;144053;127420;16633
36;1;2046;183079;212628;144079;127531;16548
37;1;2047;183526;213041;144113;127657;16456
38;1;2048;184065;213431;144155;127770;16385
39;1;2049;184663;213806;144186;127895;16291
40;1;2050;185294;214144;144234;128014;16220
41;1;2051;185933;214396;144276;128141;16135
42;1;2052;186557;214489;144310;128258;16052
43;1;2053;187143;214392;144319;128363;15956
44;1;2054;187674;214077;144361;128481;15880
45;1;2055;188134;213526;144368;128572;15796
46;1;2056;188512;212742;144409;128659;15750
47;1;2057;188799;211754;144424;128748;15676
48;1;2058;188992;210579;144433;128807;15626
49;1;2059;189088;209226;144439;128864;15575
50;1;2060;189088;207707;144439;128861;15578
51;2;2010;173792;125046;122247;106871;2615
52;2;2011;169619;123386;117620;104546;-3145
53;2;2012;166144;122438;111313;102866;-10052
54;2;2013;163888;121802;103897;102854;-17623
55;2;2014;162350;121328;98179;103218;-25365
56;2;2015;161570;121290;95055;103265;-29485
57;2;2016;160518;121667;93000;102975;-31920
58;2;2017;159891;122564;91681;101988;-33402
59;2;2018;158610;123596;90838;100820;-33771
60;2;2019;157825;124605;90263;100091;-33114
61;2;2020;156543;125808;89768;99249;-32840
62;2;2021;155630;127206;89300;97933;-31995
63;2;2022;154561;129122;88713;97022;-30897
64;2;2023;153780;130969;88132;96185;-30759
65;2;2024;152465;132531;87558;94994;-30194
66;2;2025;151759;133982;87021;93652;-28728
67;2;2026;150605;135618;86538;92625;-27632
68;2;2027;150297;137231;86078;91972;-26207
69;2;2028;149859;139034;85693;91652;-24886
70;2;2029;149605;140802;85381;91005;-23944
71;2;2030;148878;143293;85143;90695;-23680
72;2;2031;147944;145911;84933;90422;-23921
73;2;2032;146970;148363;84802;89635;-24509
74;2;2033;146224;150713;84750;88636;-24542
75;2;2034;144720;153283;84745;87987;-24708
76;2;2035;143182;156114;84902;87416;-25139
77;2;2036;141003;158467;85058;87119;-24557
78;2;2037;138577;161141;85222;86981;-23267
79;2;2038;136357;163904;85360;86852;-22494
80;2;2039;134131;166821;85527;86828;-21762
81;2;2040;132839;168648;85681;86812;-21786
82;2;2041;131454;169706;85793;86659;-21841
83;2;2042;130326;170488;85887;86428;-22415
84;2;2043;129225;171784;85952;86224;-22753
85;2;2044;127423;172922;85993;86176;-23112
86;2;2045;125668;173806;86013;86178;-22586
87;2;2046;124378;174663;86039;86417;-22181
88;2;2047;123635;175218;86071;86514;-21606
89;2;2048;123360;176041;86111;86736;-21291
90;2;2049;122432;175850;86139;86780;-20558
91;2;2050;121686;176157;86184;86476;-18888
92;2;2051;120741;175302;86227;86059;-18159
93;2;2052;120201;174843;86268;85524;-17649
94;2;2053;119266;173336;86284;84913;-17037
95;2;2054;118379;173114;86337;84384;-17106
96;2;2055;116977;172348;86344;83360;-17688
97;2;2056;115305;172050;86391;82798;-17278
98;2;2057;114445;171549;86401;83358;-17370
99;2;2058;112769;172072;86419;84081;-16768
100;2;2059;111508;172810;86426;84500;-15596
101;2;2060;111971;173885;86459;84068;-16885
102;3;2010;190021;147291;175249;137999;63690
103;3;2011;191638;151851;187731;144147;74458
104;3;2012;193484;156291;195470;149485;79791
105;3;2013;195099;160540;198338;153671;76984
106;3;2014;197366;163684;200632;158750;75242
107;3;2015;199880;167219;203928;162855;74527
108;3;2016;203167;169906;207136;165562;74473
109;3;2017;206443;173800;210155;167791;75577
110;3;2018;209501;176793;212986;170592;76309
111;3;2019;212415;179988;215533;171678;76694
112;3;2020;214730;182751;217722;172756;76304
113;3;2021;217064;185901;219530;174018;76436
114;3;2022;219533;189543;220887;175274;75705
115;3;2023;222277;192831;221974;175495;75391
116;3;2024;224412;196363;222850;176747;75094
117;3;2025;225730;200197;223579;177835;74981
118;3;2026;226961;204459;224226;178349;74480
119;3;2027;228247;208691;224765;178984;74192
120;3;2028;229237;212602;225262;178831;74310
121;3;2029;230415;216603;225732;179231;74199
122;3;2030;231498;220422;226161;179288;74527
123;3;2031;232982;224840;226528;179943;74391
124;3;2032;233982;228325;226921;180005;74591
125;3;2033;234688;232709;227362;180503;74616
126;3;2034;235057;235094;227812;181301;74749
127;3;2035;235479;237749;228340;182896;75137
128;3;2036;235116;239803;228819;183980;75345
129;3;2037;235621;242037;229270;184921;75057
130;3;2038;235373;244758;229672;186327;75218
131;3;2039;236115;246576;230068;186749;75218
132;3;2040;236793;248270;230416;186612;74933
133;3;2041;238120;248175;230708;186867;74600
134;3;2042;239634;248900;230968;186747;74389
135;3;2043;241093;250563;231183;187083;74125
136;3;2044;242630;252567;231346;188371;73852
137;3;2045;244705;252993;231486;189053;73151
138;3;2046;246587;252160;231626;189234;72464
139;3;2047;249362;252390;231770;190530;71421
140;3;2048;251966;252476;231910;191908;69775
141;3;2049;255473;252562;232024;192001;68365
142;3;2050;258247;252537;232139;193218;67444
143;3;2051;260320;253007;232243;195274;66487
144;3;2052;262022;254489;232336;194909;66485
145;3;2053;264320;255586;232405;195864;66810
146;3;2054;268016;255204;232505;194982;66719
147;3;2055;271070;253505;232559;196663;65939
148;3;2056;273453;251494;232651;197419;65822
149;3;2057;275105;249802;232703;199170;64755
150;3;2058;277565;249411;232755;198785;62986
151;3;2059;279588;247346;232784;198433;61633
152;3;2060;280982;246307;232812;198481;60232
153;4;2010;177784;130238;135151;112674;16326
154;4;2011;174688;129644;133970;111781;14942
155;4;2012;172854;129491;130307;111288;10725
156;4;2013;171944;129725;124570;111983;4287
157;4;2014;171276;130123;119970;113152;-1915
158;4;2015;170824;130950;117595;113850;-5133
159;4;2016;170620;132241;116023;114080;-6939
160;4;2017;170729;133815;115019;113787;-7780
161;4;2018;170687;135295;114414;113592;-8067
162;4;2019;170950;136811;114021;113312;-7932
163;4;2020;171236;138543;113580;113177;-7554
164;4;2021;171401;140293;113048;112732;-7401
165;4;2022;171508;142161;112315;112252;-7124
166;4;2023;171532;144172;111577;111612;-6732
167;4;2024;171637;146351;110831;110886;-6703
168;4;2025;171493;148807;110117;110019;-6523
169;4;2026;171079;151097;109468;109217;-5683
170;4;2027;170591;153320;108852;108482;-5500
171;4;2028;169938;155818;108305;107580;-5108
172;4;2029;169536;158705;107828;106824;-4615
173;4;2030;168968;162004;107420;106383;-4334
174;4;2031;168336;165158;107062;105974;-4312
175;4;2032;167091;167427;106816;105468;-3640
176;4;2033;166111;169563;106674;104983;-3173
177;4;2034;164914;171412;106584;104724;-2695
178;4;2035;163683;173973;106635;104298;-1934
179;4;2036;161893;176954;106690;103847;-1123
180;4;2037;160285;179630;106769;103423;-685
181;4;2038;158375;182426;106856;103279;-498
182;4;2039;156923;184275;106965;102890;-50
183;4;2040;155373;186193;107048;102372;-29
184;4;2041;154639;187656;107089;102172;-83
185;4;2042;153760;188784;107122;102071;-353
186;4;2043;153225;189732;107141;102022;-397
187;4;2044;152830;190479;107130;101816;-502
188;4;2045;152551;190863;107114;102081;-282
189;4;2046;152092;190978;107104;101893;-194
190;4;2047;151429;191479;107093;101777;14
191;4;2048;151025;192300;107089;101884;117
192;4;2049;150855;192986;107082;101923;60
193;4;2050;150713;192949;107109;101750;20
194;4;2051;150131;193044;107133;102044;-37
195;4;2052;149532;193243;107154;101597;366
196;4;2053;149015;193563;107152;101856;722
197;4;2054;148502;193667;107190;101965;1156
198;4;2055;147996;192957;107184;101904;1472
199;4;2056;147135;191716;107217;101621;1895
200;4;2057;146255;190628;107218;101893;1951
201;4;2058;145606;189764;107227;102400;2184
202;4;2059;144942;188816;107230;102695;2112
203;4;2060;145400;187086;107253;103247;2651
204;5;2010;185907;141159;160096;128276;45946
205;5;2011;185807;144329;167456;131155;50764
206;5;2012;186342;147266;170902;133968;52151
207;5;2013;187435;149884;170515;136767;49005
208;5;2014;188856;151802;170194;139903;45669
209;5;2015;190230;154295;171344;142601;44426
210;5;2016;191911;156546;172719;144496;43819
211;5;2017;193672;159214;174173;145766;44189
212;5;2018;195712;161453;175629;146537;44701
213;5;2019;197874;163938;177003;147337;45389
214;5;2020;200125;166243;178159;148076;45667
215;5;2021;202306;168678;179054;148519;45752
216;5;2022;203868;171423;179615;148831;45299
217;5;2023;205104;174497;179996;149205;44824
218;5;2024;206217;177540;180261;149578;44388
219;5;2025;207472;181084;180439;149925;44053
220;5;2026;208668;184575;180589;150108;44072
221;5;2027;209363;188523;180679;150404;43813
222;5;2028;210376;192008;180755;150560;43622
223;5;2029;211045;195501;180853;150710;43100
224;5;2030;211539;198608;180951;150455;42988
225;5;2031;211638;202393;181043;150585;42787
226;5;2032;211724;205704;181179;150551;42992
227;5;2033;211602;209082;181390;150297;43133
228;5;2034;210810;212129;181615;150216;43654
229;5;2035;209696;215493;181964;150209;43998
230;5;2036;208936;218384;182288;149906;43943
231;5;2037;208512;221006;182606;149962;43743
232;5;2038;208277;223301;182888;150139;43664
233;5;2039;207897;225362;183164;150011;43348
234;5;2040;207748;226638;183399;150404;43296
235;5;2041;207617;227910;183585;150741;43704
236;5;2042;208134;228517;183757;150636;43976
237;5;2043;208676;228845;183895;151137;44253
238;5;2044;209560;229412;183989;151468;44658
239;5;2045;210747;230540;184064;151788;44232
240;5;2046;212028;231658;184138;152241;43853
241;5;2047;213461;232124;184220;152924;43476
242;5;2048;214341;232031;184303;153743;42974
243;5;2049;215972;232282;184376;154497;42410
244;5;2050;217585;232905;184462;154736;42343
245;5;2051;219562;233598;184540;155464;42132
246;5;2052;220356;233848;184613;154850;41930
247;5;2053;221736;233143;184656;154703;41742
248;5;2054;222684;232583;184732;155159;41486
249;5;2055;223996;231836;184758;155530;41128
250;5;2056;225119;231167;184819;156144;40104
251;5;2057;226360;230064;184851;156643;39358
252;5;2058;227808;228606;184889;157529;38548
253;5;2059;228447;226834;184915;158078;37333
254;5;2060;228792;225065;184927;158365;37624
