ID;SamenstellingVanHetHuishouden;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;ParticuliereHuishoudens_1
1855;Particulier huishouden;22 jaar;Ongehuwd;2026;58504
1856;Particulier huishouden;22 jaar;Ongehuwd;2027;56733
1857;Particulier huishouden;22 jaar;Ongehuwd;2028;55209
1858;Particulier huishouden;22 jaar;Ongehuwd;2029;54711
1859;Particulier huishouden;22 jaar;Ongehuwd;2030;53793
1860;Particulier huishouden;22 jaar;Ongehuwd;2031;54612
1861;Particulier huishouden;22 jaar;Ongehuwd;2032;54557
1862;Particulier huishouden;22 jaar;Ongehuwd;2033;54334
1863;Particulier huishouden;22 jaar;Ongehuwd;2034;53236
1864;Particulier huishouden;22 jaar;Ongehuwd;2035;52236
1865;Particulier huishouden;22 jaar;Ongehuwd;2036;51249
1866;Particulier huishouden;22 jaar;Ongehuwd;2037;52086
1867;Particulier huishouden;22 jaar;Ongehuwd;2038;51514
1868;Particulier huishouden;22 jaar;Ongehuwd;2039;52157
1869;Particulier huishouden;22 jaar;Ongehuwd;2040;52866
1870;Particulier huishouden;22 jaar;Ongehuwd;2041;53502
1871;Particulier huishouden;22 jaar;Ongehuwd;2042;54199
1872;Particulier huishouden;22 jaar;Ongehuwd;2043;54685
1873;Particulier huishouden;22 jaar;Ongehuwd;2044;55144
1874;Particulier huishouden;22 jaar;Ongehuwd;2045;55601
1875;Particulier huishouden;22 jaar;Ongehuwd;2046;56015
1876;Particulier huishouden;22 jaar;Ongehuwd;2047;56377
1877;Particulier huishouden;22 jaar;Ongehuwd;2048;56644
1878;Particulier huishouden;22 jaar;Ongehuwd;2049;56854
1879;Particulier huishouden;22 jaar;Ongehuwd;2050;57014
1880;Particulier huishouden;22 jaar;Ongehuwd;2051;57133
1881;Particulier huishouden;22 jaar;Ongehuwd;2052;57214
1882;Particulier huishouden;22 jaar;Ongehuwd;2053;57245
1883;Particulier huishouden;22 jaar;Ongehuwd;2054;57220
1884;Particulier huishouden;22 jaar;Ongehuwd;2055;57138
1885;Particulier huishouden;22 jaar;Ongehuwd;2056;56998
1886;Particulier huishouden;22 jaar;Ongehuwd;2057;56803
1887;Particulier huishouden;22 jaar;Ongehuwd;2058;56562
1888;Particulier huishouden;22 jaar;Ongehuwd;2059;56285
1889;Particulier huishouden;22 jaar;Ongehuwd;2060;55992
1890;Particulier huishouden;22 jaar;Gehuwd;2016;1531
1891;Particulier huishouden;22 jaar;Gehuwd;2017;1688
1892;Particulier huishouden;22 jaar;Gehuwd;2018;1736
1893;Particulier huishouden;22 jaar;Gehuwd;2019;1762
1894;Particulier huishouden;22 jaar;Gehuwd;2020;1722
1895;Particulier huishouden;22 jaar;Gehuwd;2021;1771
1896;Particulier huishouden;22 jaar;Gehuwd;2022;1782
1897;Particulier huishouden;22 jaar;Gehuwd;2023;1812
1898;Particulier huishouden;22 jaar;Gehuwd;2024;1788
1899;Particulier huishouden;22 jaar;Gehuwd;2025;1774
1900;Particulier huishouden;22 jaar;Gehuwd;2026;1768
1901;Particulier huishouden;22 jaar;Gehuwd;2027;1711
1902;Particulier huishouden;22 jaar;Gehuwd;2028;1670
1903;Particulier huishouden;22 jaar;Gehuwd;2029;1657
1904;Particulier huishouden;22 jaar;Gehuwd;2030;1623
1905;Particulier huishouden;22 jaar;Gehuwd;2031;1652
1906;Particulier huishouden;22 jaar;Gehuwd;2032;1647
1907;Particulier huishouden;22 jaar;Gehuwd;2033;1636
1908;Particulier huishouden;22 jaar;Gehuwd;2034;1606
1909;Particulier huishouden;22 jaar;Gehuwd;2035;1575
1910;Particulier huishouden;22 jaar;Gehuwd;2036;1545
1911;Particulier huishouden;22 jaar;Gehuwd;2037;1566
1912;Particulier huishouden;22 jaar;Gehuwd;2038;1549
1913;Particulier huishouden;22 jaar;Gehuwd;2039;1568
1914;Particulier huishouden;22 jaar;Gehuwd;2040;1588
1915;Particulier huishouden;22 jaar;Gehuwd;2041;1609
1916;Particulier huishouden;22 jaar;Gehuwd;2042;1633
1917;Particulier huishouden;22 jaar;Gehuwd;2043;1648
1918;Particulier huishouden;22 jaar;Gehuwd;2044;1663
1919;Particulier huishouden;22 jaar;Gehuwd;2045;1678
1920;Particulier huishouden;22 jaar;Gehuwd;2046;1693
1921;Particulier huishouden;22 jaar;Gehuwd;2047;1705
1922;Particulier huishouden;22 jaar;Gehuwd;2048;1714
1923;Particulier huishouden;22 jaar;Gehuwd;2049;1720
1924;Particulier huishouden;22 jaar;Gehuwd;2050;1727
1925;Particulier huishouden;22 jaar;Gehuwd;2051;1730
1926;Particulier huishouden;22 jaar;Gehuwd;2052;1733
1927;Particulier huishouden;22 jaar;Gehuwd;2053;1733
1928;Particulier huishouden;22 jaar;Gehuwd;2054;1733
1929;Particulier huishouden;22 jaar;Gehuwd;2055;1730
1930;Particulier huishouden;22 jaar;Gehuwd;2056;1726
1931;Particulier huishouden;22 jaar;Gehuwd;2057;1720
1932;Particulier huishouden;22 jaar;Gehuwd;2058;1712
1933;Particulier huishouden;22 jaar;Gehuwd;2059;1703
1934;Particulier huishouden;22 jaar;Gehuwd;2060;1694
1935;Particulier huishouden;22 jaar;Verweduwd;2016;7
1936;Particulier huishouden;22 jaar;Verweduwd;2017;9
1937;Particulier huishouden;22 jaar;Verweduwd;2018;9
1938;Particulier huishouden;22 jaar;Verweduwd;2019;9
1939;Particulier huishouden;22 jaar;Verweduwd;2020;7
1940;Particulier huishouden;22 jaar;Verweduwd;2021;7
1941;Particulier huishouden;22 jaar;Verweduwd;2022;7
1942;Particulier huishouden;22 jaar;Verweduwd;2023;7
1943;Particulier huishouden;22 jaar;Verweduwd;2024;7
1944;Particulier huishouden;22 jaar;Verweduwd;2025;7
1945;Particulier huishouden;22 jaar;Verweduwd;2026;7
1946;Particulier huishouden;22 jaar;Verweduwd;2027;7
1947;Particulier huishouden;22 jaar;Verweduwd;2028;7
1948;Particulier huishouden;22 jaar;Verweduwd;2029;7
1949;Particulier huishouden;22 jaar;Verweduwd;2030;7
1950;Particulier huishouden;22 jaar;Verweduwd;2031;7
1951;Particulier huishouden;22 jaar;Verweduwd;2032;7
1952;Particulier huishouden;22 jaar;Verweduwd;2033;7
1953;Particulier huishouden;22 jaar;Verweduwd;2034;7
1954;Particulier huishouden;22 jaar;Verweduwd;2035;6
1955;Particulier huishouden;22 jaar;Verweduwd;2036;6
1956;Particulier huishouden;22 jaar;Verweduwd;2037;6
1957;Particulier huishouden;22 jaar;Verweduwd;2038;6
1958;Particulier huishouden;22 jaar;Verweduwd;2039;6
1959;Particulier huishouden;22 jaar;Verweduwd;2040;6
1960;Particulier huishouden;22 jaar;Verweduwd;2041;6
1961;Particulier huishouden;22 jaar;Verweduwd;2042;7
1962;Particulier huishouden;22 jaar;Verweduwd;2043;7
1963;Particulier huishouden;22 jaar;Verweduwd;2044;7
1964;Particulier huishouden;22 jaar;Verweduwd;2045;7
1965;Particulier huishouden;22 jaar;Verweduwd;2046;7
1966;Particulier huishouden;22 jaar;Verweduwd;2047;7
1967;Particulier huishouden;22 jaar;Verweduwd;2048;7
1968;Particulier huishouden;22 jaar;Verweduwd;2049;7
1969;Particulier huishouden;22 jaar;Verweduwd;2050;7
1970;Particulier huishouden;22 jaar;Verweduwd;2051;7
1971;Particulier huishouden;22 jaar;Verweduwd;2052;7
1972;Particulier huishouden;22 jaar;Verweduwd;2053;7
1973;Particulier huishouden;22 jaar;Verweduwd;2054;7
1974;Particulier huishouden;22 jaar;Verweduwd;2055;7
1975;Particulier huishouden;22 jaar;Verweduwd;2056;7
1976;Particulier huishouden;22 jaar;Verweduwd;2057;7
1977;Particulier huishouden;22 jaar;Verweduwd;2058;7
1978;Particulier huishouden;22 jaar;Verweduwd;2059;7
1979;Particulier huishouden;22 jaar;Verweduwd;2060;7
1980;Particulier huishouden;22 jaar;Gescheiden;2016;55
1981;Particulier huishouden;22 jaar;Gescheiden;2017;53
1982;Particulier huishouden;22 jaar;Gescheiden;2018;62
1983;Particulier huishouden;22 jaar;Gescheiden;2019;71
1984;Particulier huishouden;22 jaar;Gescheiden;2020;68
1985;Particulier huishouden;22 jaar;Gescheiden;2021;72
1986;Particulier huishouden;22 jaar;Gescheiden;2022;73
1987;Particulier huishouden;22 jaar;Gescheiden;2023;75
1988;Particulier huishouden;22 jaar;Gescheiden;2024;73
1989;Particulier huishouden;22 jaar;Gescheiden;2025;72
1990;Particulier huishouden;22 jaar;Gescheiden;2026;71
1991;Particulier huishouden;22 jaar;Gescheiden;2027;69
1992;Particulier huishouden;22 jaar;Gescheiden;2028;64
1993;Particulier huishouden;22 jaar;Gescheiden;2029;64
1994;Particulier huishouden;22 jaar;Gescheiden;2030;61
1995;Particulier huishouden;22 jaar;Gescheiden;2031;64
1996;Particulier huishouden;22 jaar;Gescheiden;2032;64
1997;Particulier huishouden;22 jaar;Gescheiden;2033;64
1998;Particulier huishouden;22 jaar;Gescheiden;2034;61
1999;Particulier huishouden;22 jaar;Gescheiden;2035;58
2000;Particulier huishouden;22 jaar;Gescheiden;2036;57
2001;Particulier huishouden;22 jaar;Gescheiden;2037;59
2002;Particulier huishouden;22 jaar;Gescheiden;2038;59
2003;Particulier huishouden;22 jaar;Gescheiden;2039;61
2004;Particulier huishouden;22 jaar;Gescheiden;2040;62
2005;Particulier huishouden;22 jaar;Gescheiden;2041;64
2006;Particulier huishouden;22 jaar;Gescheiden;2042;65
2007;Particulier huishouden;22 jaar;Gescheiden;2043;67
2008;Particulier huishouden;22 jaar;Gescheiden;2044;67
2009;Particulier huishouden;22 jaar;Gescheiden;2045;67
2010;Particulier huishouden;22 jaar;Gescheiden;2046;68
2011;Particulier huishouden;22 jaar;Gescheiden;2047;69
2012;Particulier huishouden;22 jaar;Gescheiden;2048;69
2013;Particulier huishouden;22 jaar;Gescheiden;2049;69
2014;Particulier huishouden;22 jaar;Gescheiden;2050;70
2015;Particulier huishouden;22 jaar;Gescheiden;2051;71
2016;Particulier huishouden;22 jaar;Gescheiden;2052;71
2017;Particulier huishouden;22 jaar;Gescheiden;2053;71
2018;Particulier huishouden;22 jaar;Gescheiden;2054;71
2019;Particulier huishouden;22 jaar;Gescheiden;2055;71
2020;Particulier huishouden;22 jaar;Gescheiden;2056;71
2021;Particulier huishouden;22 jaar;Gescheiden;2057;70
2022;Particulier huishouden;22 jaar;Gescheiden;2058;70
2023;Particulier huishouden;22 jaar;Gescheiden;2059;70
2024;Particulier huishouden;22 jaar;Gescheiden;2060;69
2025;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2016;78715
2026;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2017;79868
2027;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2018;81787
2028;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2019;80328
2029;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2020;79703
2030;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2021;71868
2031;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2022;73564
2032;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2023;73883
2033;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2024;75144
2034;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2025;73922
2035;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2026;73209
2036;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2027;72773
2037;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2028;70556
2038;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2029;68692
2039;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2030;68105
2040;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2031;66936
2041;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2032;67999
2042;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2033;67925
2043;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2034;67632
2044;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2035;66287
2045;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2036;65026
2046;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2037;63794
2047;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2038;64844
2048;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2039;64171
2049;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2040;64996
2050;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2041;65889
2051;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2042;66695
2052;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2043;67583
2053;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2044;68202
2054;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2045;68787
2055;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2046;69366
2056;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2047;69893
2057;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2048;70352
2058;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2049;70695
2059;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2050;70961
2060;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2051;71166
2061;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2052;71321
2062;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2053;71426
2063;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2054;71467
2064;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2055;71436
2065;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2056;71340
2066;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2057;71165
2067;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2058;70918
2068;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2059;70616
2069;Particulier huishouden;23 jaar;Totaal burgerlijke staat;2060;70266
2070;Particulier huishouden;23 jaar;Ongehuwd;2016;75856
2071;Particulier huishouden;23 jaar;Ongehuwd;2017;76859
2072;Particulier huishouden;23 jaar;Ongehuwd;2018;78608
2073;Particulier huishouden;23 jaar;Ongehuwd;2019;77124
2074;Particulier huishouden;23 jaar;Ongehuwd;2020;76474
2075;Particulier huishouden;23 jaar;Ongehuwd;2021;68687
2076;Particulier huishouden;23 jaar;Ongehuwd;2022;70288
2077;Particulier huishouden;23 jaar;Ongehuwd;2023;70581
2078;Particulier huishouden;23 jaar;Ongehuwd;2024;71782
2079;Particulier huishouden;23 jaar;Ongehuwd;2025;70604
2080;Particulier huishouden;23 jaar;Ongehuwd;2026;69917
2081;Particulier huishouden;23 jaar;Ongehuwd;2027;69496
2082;Particulier huishouden;23 jaar;Ongehuwd;2028;67381
2083;Particulier huishouden;23 jaar;Ongehuwd;2029;65599
2084;Particulier huishouden;23 jaar;Ongehuwd;2030;65035
2085;Particulier huishouden;23 jaar;Ongehuwd;2031;63930
2086;Particulier huishouden;23 jaar;Ongehuwd;2032;64939
2087;Particulier huishouden;23 jaar;Ongehuwd;2033;64874
2088;Particulier huishouden;23 jaar;Ongehuwd;2034;64600
2089;Particulier huishouden;23 jaar;Ongehuwd;2035;63313
2090;Particulier huishouden;23 jaar;Ongehuwd;2036;62112
2091;Particulier huishouden;23 jaar;Ongehuwd;2037;60932
2092;Particulier huishouden;23 jaar;Ongehuwd;2038;61942
2093;Particulier huishouden;23 jaar;Ongehuwd;2039;61299
2094;Particulier huishouden;23 jaar;Ongehuwd;2040;62087
2095;Particulier huishouden;23 jaar;Ongehuwd;2041;62938
2096;Particulier huishouden;23 jaar;Ongehuwd;2042;63706
2097;Particulier huishouden;23 jaar;Ongehuwd;2043;64547
2098;Particulier huishouden;23 jaar;Ongehuwd;2044;65137
2099;Particulier huishouden;23 jaar;Ongehuwd;2045;65695
2100;Particulier huishouden;23 jaar;Ongehuwd;2046;66244
2101;Particulier huishouden;23 jaar;Ongehuwd;2047;66745
2102;Particulier huishouden;23 jaar;Ongehuwd;2048;67181
2103;Particulier huishouden;23 jaar;Ongehuwd;2049;67507
2104;Particulier huishouden;23 jaar;Ongehuwd;2050;67761
2105;Particulier huishouden;23 jaar;Ongehuwd;2051;67956
2106;Particulier huishouden;23 jaar;Ongehuwd;2052;68104
2107;Particulier huishouden;23 jaar;Ongehuwd;2053;68203
2108;Particulier huishouden;23 jaar;Ongehuwd;2054;68243
2109;Particulier huishouden;23 jaar;Ongehuwd;2055;68213
2110;Particulier huishouden;23 jaar;Ongehuwd;2056;68122
2111;Particulier huishouden;23 jaar;Ongehuwd;2057;67954
2112;Particulier huishouden;23 jaar;Ongehuwd;2058;67720
2113;Particulier huishouden;23 jaar;Ongehuwd;2059;67433
2114;Particulier huishouden;23 jaar;Ongehuwd;2060;67099
2115;Particulier huishouden;23 jaar;Gehuwd;2016;2728
2116;Particulier huishouden;23 jaar;Gehuwd;2017;2890
2117;Particulier huishouden;23 jaar;Gehuwd;2018;3053
2118;Particulier huishouden;23 jaar;Gehuwd;2019;3062
2119;Particulier huishouden;23 jaar;Gehuwd;2020;3080
2120;Particulier huishouden;23 jaar;Gehuwd;2021;3037
2121;Particulier huishouden;23 jaar;Gehuwd;2022;3126
2122;Particulier huishouden;23 jaar;Gehuwd;2023;3149
2123;Particulier huishouden;23 jaar;Gehuwd;2024;3204
2124;Particulier huishouden;23 jaar;Gehuwd;2025;3164
2125;Particulier huishouden;23 jaar;Gehuwd;2026;3141
2126;Particulier huishouden;23 jaar;Gehuwd;2027;3127
2127;Particulier huishouden;23 jaar;Gehuwd;2028;3031
2128;Particulier huishouden;23 jaar;Gehuwd;2029;2955
2129;Particulier huishouden;23 jaar;Gehuwd;2030;2933
2130;Particulier huishouden;23 jaar;Gehuwd;2031;2873
2131;Particulier huishouden;23 jaar;Gehuwd;2032;2923
2132;Particulier huishouden;23 jaar;Gehuwd;2033;2914
2133;Particulier huishouden;23 jaar;Gehuwd;2034;2895
2134;Particulier huishouden;23 jaar;Gehuwd;2035;2844
2135;Particulier huishouden;23 jaar;Gehuwd;2036;2787
2136;Particulier huishouden;23 jaar;Gehuwd;2037;2737
2137;Particulier huishouden;23 jaar;Gehuwd;2038;2773
2138;Particulier huishouden;23 jaar;Gehuwd;2039;2743
2139;Particulier huishouden;23 jaar;Gehuwd;2040;2778
2140;Particulier huishouden;23 jaar;Gehuwd;2041;2818
2141;Particulier huishouden;23 jaar;Gehuwd;2042;2852
2142;Particulier huishouden;23 jaar;Gehuwd;2043;2895
2143;Particulier huishouden;23 jaar;Gehuwd;2044;2923
2144;Particulier huishouden;23 jaar;Gehuwd;2045;2949
2145;Particulier huishouden;23 jaar;Gehuwd;2046;2977
2146;Particulier huishouden;23 jaar;Gehuwd;2047;3003
2147;Particulier huishouden;23 jaar;Gehuwd;2048;3024
2148;Particulier huishouden;23 jaar;Gehuwd;2049;3041
2149;Particulier huishouden;23 jaar;Gehuwd;2050;3053
2150;Particulier huishouden;23 jaar;Gehuwd;2051;3061
2151;Particulier huishouden;23 jaar;Gehuwd;2052;3068
2152;Particulier huishouden;23 jaar;Gehuwd;2053;3074
2153;Particulier huishouden;23 jaar;Gehuwd;2054;3075
2154;Particulier huishouden;23 jaar;Gehuwd;2055;3073
2155;Particulier huishouden;23 jaar;Gehuwd;2056;3068
2156;Particulier huishouden;23 jaar;Gehuwd;2057;3061
2157;Particulier huishouden;23 jaar;Gehuwd;2058;3050
2158;Particulier huishouden;23 jaar;Gehuwd;2059;3035
2159;Particulier huishouden;23 jaar;Gehuwd;2060;3019
2160;Particulier huishouden;23 jaar;Verweduwd;2016;14
2161;Particulier huishouden;23 jaar;Verweduwd;2017;16
2162;Particulier huishouden;23 jaar;Verweduwd;2018;18
2163;Particulier huishouden;23 jaar;Verweduwd;2019;18
2164;Particulier huishouden;23 jaar;Verweduwd;2020;18
2165;Particulier huishouden;23 jaar;Verweduwd;2021;17
2166;Particulier huishouden;23 jaar;Verweduwd;2022;18
2167;Particulier huishouden;23 jaar;Verweduwd;2023;18
2168;Particulier huishouden;23 jaar;Verweduwd;2024;18
2169;Particulier huishouden;23 jaar;Verweduwd;2025;18
2170;Particulier huishouden;23 jaar;Verweduwd;2026;18
2171;Particulier huishouden;23 jaar;Verweduwd;2027;18
2172;Particulier huishouden;23 jaar;Verweduwd;2028;17
2173;Particulier huishouden;23 jaar;Verweduwd;2029;17
2174;Particulier huishouden;23 jaar;Verweduwd;2030;17
2175;Particulier huishouden;23 jaar;Verweduwd;2031;17
2176;Particulier huishouden;23 jaar;Verweduwd;2032;17
2177;Particulier huishouden;23 jaar;Verweduwd;2033;17
2178;Particulier huishouden;23 jaar;Verweduwd;2034;17
2179;Particulier huishouden;23 jaar;Verweduwd;2035;16
2180;Particulier huishouden;23 jaar;Verweduwd;2036;16
2181;Particulier huishouden;23 jaar;Verweduwd;2037;16
2182;Particulier huishouden;23 jaar;Verweduwd;2038;16
2183;Particulier huishouden;23 jaar;Verweduwd;2039;16
2184;Particulier huishouden;23 jaar;Verweduwd;2040;16
2185;Particulier huishouden;23 jaar;Verweduwd;2041;16
2186;Particulier huishouden;23 jaar;Verweduwd;2042;16
2187;Particulier huishouden;23 jaar;Verweduwd;2043;17
2188;Particulier huishouden;23 jaar;Verweduwd;2044;17
2189;Particulier huishouden;23 jaar;Verweduwd;2045;17
2190;Particulier huishouden;23 jaar;Verweduwd;2046;17
2191;Particulier huishouden;23 jaar;Verweduwd;2047;17
2192;Particulier huishouden;23 jaar;Verweduwd;2048;17
2193;Particulier huishouden;23 jaar;Verweduwd;2049;17
2194;Particulier huishouden;23 jaar;Verweduwd;2050;17
2195;Particulier huishouden;23 jaar;Verweduwd;2051;17
2196;Particulier huishouden;23 jaar;Verweduwd;2052;17
2197;Particulier huishouden;23 jaar;Verweduwd;2053;17
2198;Particulier huishouden;23 jaar;Verweduwd;2054;17
2199;Particulier huishouden;23 jaar;Verweduwd;2055;17
2200;Particulier huishouden;23 jaar;Verweduwd;2056;17
2201;Particulier huishouden;23 jaar;Verweduwd;2057;17
2202;Particulier huishouden;23 jaar;Verweduwd;2058;17
2203;Particulier huishouden;23 jaar;Verweduwd;2059;17
2204;Particulier huishouden;23 jaar;Verweduwd;2060;17
2205;Particulier huishouden;23 jaar;Gescheiden;2016;117
2206;Particulier huishouden;23 jaar;Gescheiden;2017;103
2207;Particulier huishouden;23 jaar;Gescheiden;2018;108
2208;Particulier huishouden;23 jaar;Gescheiden;2019;124
2209;Particulier huishouden;23 jaar;Gescheiden;2020;131
2210;Particulier huishouden;23 jaar;Gescheiden;2021;127
2211;Particulier huishouden;23 jaar;Gescheiden;2022;132
2212;Particulier huishouden;23 jaar;Gescheiden;2023;135
2213;Particulier huishouden;23 jaar;Gescheiden;2024;140
2214;Particulier huishouden;23 jaar;Gescheiden;2025;136
2215;Particulier huishouden;23 jaar;Gescheiden;2026;133
2216;Particulier huishouden;23 jaar;Gescheiden;2027;132
2217;Particulier huishouden;23 jaar;Gescheiden;2028;127
2218;Particulier huishouden;23 jaar;Gescheiden;2029;121
2219;Particulier huishouden;23 jaar;Gescheiden;2030;120
2220;Particulier huishouden;23 jaar;Gescheiden;2031;116
2221;Particulier huishouden;23 jaar;Gescheiden;2032;120
2222;Particulier huishouden;23 jaar;Gescheiden;2033;120
2223;Particulier huishouden;23 jaar;Gescheiden;2034;120
2224;Particulier huishouden;23 jaar;Gescheiden;2035;114
2225;Particulier huishouden;23 jaar;Gescheiden;2036;111
2226;Particulier huishouden;23 jaar;Gescheiden;2037;109
2227;Particulier huishouden;23 jaar;Gescheiden;2038;113
2228;Particulier huishouden;23 jaar;Gescheiden;2039;113
2229;Particulier huishouden;23 jaar;Gescheiden;2040;115
2230;Particulier huishouden;23 jaar;Gescheiden;2041;117
2231;Particulier huishouden;23 jaar;Gescheiden;2042;121
2232;Particulier huishouden;23 jaar;Gescheiden;2043;124
2233;Particulier huishouden;23 jaar;Gescheiden;2044;125
2234;Particulier huishouden;23 jaar;Gescheiden;2045;126
2235;Particulier huishouden;23 jaar;Gescheiden;2046;128
2236;Particulier huishouden;23 jaar;Gescheiden;2047;128
2237;Particulier huishouden;23 jaar;Gescheiden;2048;130
2238;Particulier huishouden;23 jaar;Gescheiden;2049;130
2239;Particulier huishouden;23 jaar;Gescheiden;2050;130
2240;Particulier huishouden;23 jaar;Gescheiden;2051;132
2241;Particulier huishouden;23 jaar;Gescheiden;2052;132
2242;Particulier huishouden;23 jaar;Gescheiden;2053;132
2243;Particulier huishouden;23 jaar;Gescheiden;2054;132
2244;Particulier huishouden;23 jaar;Gescheiden;2055;133
2245;Particulier huishouden;23 jaar;Gescheiden;2056;133
2246;Particulier huishouden;23 jaar;Gescheiden;2057;133
2247;Particulier huishouden;23 jaar;Gescheiden;2058;131
2248;Particulier huishouden;23 jaar;Gescheiden;2059;131
2249;Particulier huishouden;23 jaar;Gescheiden;2060;131
2250;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2016;89485
2251;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2017;89611
2252;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2018;90294
2253;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2019;91470
2254;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2020;89486
2255;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2021;88943
2256;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2022;83568
2257;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2023;85632
2258;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2024;86043
2259;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2025;87561
2260;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2026;86207
2261;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2027;85431
2262;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2028;84960
2263;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2029;82369
2264;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2030;80220
2265;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2031;79552
2266;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2032;78162
2267;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2033;79442
2268;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2034;79354
2269;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2035;79005
2270;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2036;77458
2271;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2037;75973
2272;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2038;74535
2273;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2039;75764
2274;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2040;75021
2275;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2041;76003
2276;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2042;77060
2277;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2043;78019
2278;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2044;79064
2279;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2045;79799
2280;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2046;80495
2281;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2047;81182
2282;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2048;81809
2283;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2049;82350
2284;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2050;82755
2285;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2051;83069
2286;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2052;83312
2287;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2053;83498
2288;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2054;83621
2289;Particulier huishouden;24 jaar;Totaal burgerlijke staat;2055;83669
