ID;Persoonskenmerken;Cijfersoort;Perioden;OverlastDoorGroepenJongeren_1;MensenWordenOpStraatLastigGevallen_2;Drugsoverlast_3;DronkenMensenOpStraat_4;Bedreiging_5;Gewelddelicten_6;Straatroof_7;VrouwenEnMeisjesWordenNagefloten_8;Jeugdcriminaliteit_9;SocialeOverlastSchaalscore_10;DreigingSchaalscore_11;BekladdingVanMurenGebouwen_12;RommelOpStraat_13;HondenpoepOpStraat_14;VernielingVanStraatmeubilair_15;FysiekeVerloederingSchaalscore_16;Fietsendiefstal_17;DiefstalUitAutoS_18;BeschadigingAanDiefstalUitAutoS_19;InbraakInWoningen_20;OverlastVermogensdelictenSchaalscore_21;AgressiefVerkeersgedrag_22;GeluidsoverlastDoorVerkeer_23;TeHardRijden_24;Parkeeroverlast_25;VerkeersoverlastSchaalscore_26;OverlastDoorOmwonenden_27;AndereVormenVanGeluidsoverlast_28;OverlastVanZwerversDaklozen_29;OverlastDoorHoreca_30;OverigeOverlastSchaalscore_31;MensenKennenElkaarNauwelijks_32;MensenGaanPrettigMetElkaarOm_33;GezelligeBuurtMetVeelSaamhorigheid_34;VoelMijThuisBijMensenInDezeBuurt_35;VeelContactMetAndereBuurtbewoners_36;TevredenMetSamenstellingBevolking_37;SocialeCohesieSchaalscore_38;WegenPadenPleintjesGoedOnderhouden_39;PlantsoenenEnParkenGoedOnderhouden_40;BuitenGoedVerlicht_41;GoedeSpeelplekkenVoorKinderen_42;GoedeVoorzieningenVoorJongeren_43;ZelfActiefGeweestBijVerbeterenBuurt_44;VooruitGegaan_45;AchteruitGegaan_46;GelijkGebleven_47;Woonomgeving_48;Leefbaarheid_49;Veiligheid_50
56;1010;Waarde;2008;12.0;18.9;29.2;14.8;3.7;12.6;2.5;5.3;8.7;3.0;2.9;0.7;5.2;6.2;1.9;1.3;11.9;5.6;10.3;5.3;2.5;11.7;11.8;29.9;24.4;3.7;5.1;8.0;1.3;2.3;1.5;68.3;68.3;71.6;54.7;20.6;24.6;70.5;43.4;58.3;35.8;70.1;6.2;11.5;17.2;10.5;66.1;7.4;7.3;7.1
57;1010;Waarde;2009;10.6;22.8;27.9;12.0;3.7;14.2;3.1;5.7;9.7;3.1;2.8;1.0;6.1;6.2;2.0;1.4;12.7;7.0;11.4;6.4;2.7;12.8;14.1;29.0;25.5;3.8;6.5;10.6;2.0;2.6;1.6;67.8;67.1;71.2;53.3;20.3;27.1;68.6;41.0;57.7;34.3;68.6;6.1;12.9;16.9;12.9;64.1;7.3;7.3;6.9
58;1010;Betrouwbaarheidsmarge;2008;1.4;1.5;1.8;1.4;0.1;1.3;0.6;0.9;1.1;0.8;0.7;0.4;0.9;1.0;0.1;0.1;1.2;0.9;1.2;0.9;0.1;1.3;1.2;1.7;1.6;0.1;0.8;1.1;0.4;0.5;0.1;1.8;1.8;1.7;1.9;1.5;1.6;1.8;1.8;1.9;1.8;1.8;0.1;1.1;1.4;1.1;1.8;0.0;0.0;0.1
59;1010;Betrouwbaarheidsmarge;2009;0.5;0.7;0.7;0.6;0.0;0.6;0.3;0.4;0.5;0.3;0.3;0.1;0.4;0.4;0.0;0.0;0.5;0.4;0.5;0.4;0.1;0.5;0.6;0.7;0.7;0.0;0.4;0.5;0.2;0.2;0.0;0.8;0.8;0.7;0.8;0.7;0.7;0.7;0.8;0.8;0.8;0.7;0.0;0.5;0.6;0.5;0.8;0.0;0.0;0.0
60;18710;Waarde;2008;11.7;24.2;36.4;16.6;4.2;13.5;3.6;6.4;4.7;2.8;3.2;1.2;4.7;8.5;2.0;1.5;12.7;6.9;10.6;7.9;2.9;11.1;12.0;28.9;19.6;3.6;3.9;5.5;1.9;2.5;1.3;62.2;61.6;69.7;50.6;17.9;26.8;62.2;45.7;61.1;39.8;63.5;6.3;10.1;16.4;14.7;62.3;7.3;7.2;6.9
61;18710;Waarde;2009;9.8;23.6;35.2;13.0;3.8;13.1;2.9;5.0;5.9;2.9;2.3;1.5;5.2;5.8;1.7;1.3;10.5;5.8;9.3;7.0;2.6;11.8;13.5;31.4;20.9;3.6;4.4;7.5;1.9;2.3;1.3;61.9;61.7;75.2;50.8;19.7;28.7;65.3;46.7;62.5;42.6;65.6;6.2;10.9;14.5;17.1;62.3;7.3;7.2;6.9
62;18710;Betrouwbaarheidsmarge;2008;2.7;3.3;3.6;2.6;0.2;2.8;1.6;2.9;1.0;1.5;1.8;0.5;1.2;2.5;0.3;0.2;2.9;1.7;2.7;2.5;0.3;2.4;2.1;3.2;2.3;0.2;1.0;1.1;0.8;0.9;0.1;3.6;3.7;3.6;3.6;2.2;2.9;3.6;3.6;3.3;3.5;3.4;0.1;1.9;2.9;2.0;3.4;0.1;0.1;0.1
63;18710;Betrouwbaarheidsmarge;2009;1.0;1.3;1.5;1.1;0.1;1.1;0.5;0.7;0.7;0.5;0.5;0.4;0.8;0.8;0.1;0.1;0.9;0.7;0.9;0.8;0.1;1.0;1.1;1.5;1.3;0.1;0.6;0.8;0.4;0.5;0.1;1.6;1.6;1.3;1.6;1.3;1.4;1.5;1.6;1.6;1.6;1.5;0.1;1.0;1.1;1.2;1.6;0.0;0.0;0.0
64;18718;Waarde;2008;8.5;21.7;35.9;15.7;3.8;10.9;1.9;5.0;4.9;1.9;1.9;0.8;3.2;6.0;1.6;1.2;9.7;6.0;10.7;6.3;2.8;11.3;13.1;32.2;23.9;3.7;5.0;7.1;1.0;2.3;1.2;58.8;61.3;73.2;52.6;18.3;24.3;65.4;45.7;63.4;40.7;68.9;6.3;15.5;11.5;16.8;67.6;7.4;7.3;6.9
65;18718;Waarde;2009;7.6;22.4;33.9;12.9;3.6;11.2;1.9;5.0;5.7;2.1;1.8;0.8;2.8;5.2;1.6;1.1;8.9;5.9;9.9;6.7;2.7;11.8;14.8;33.7;24.6;3.8;4.7;8.7;1.2;2.2;1.3;58.7;60.7;72.8;52.0;18.2;26.3;65.9;46.8;65.2;41.7;68.7;6.3;15.2;12.3;17.9;66.0;7.4;7.3;6.9
66;18718;Betrouwbaarheidsmarge;2008;0.9;1.2;1.5;1.2;0.1;0.9;0.5;0.7;0.7;0.4;0.5;0.3;0.6;0.7;0.1;0.1;0.9;0.7;1.0;0.7;0.1;1.0;0.9;1.4;1.3;0.1;0.7;0.7;0.2;0.4;0.1;1.5;1.5;1.3;1.5;1.1;1.3;1.5;1.5;1.5;1.5;1.5;0.1;1.1;0.9;1.1;1.4;0.0;0.0;0.0
67;18718;Betrouwbaarheidsmarge;2009;0.5;0.7;0.8;0.6;0.1;0.5;0.3;0.4;0.4;0.3;0.2;0.1;0.3;0.4;0.0;0.0;0.5;0.4;0.5;0.4;0.1;0.6;0.6;0.8;0.8;0.1;0.4;0.5;0.2;0.3;0.0;0.9;0.9;0.8;0.9;0.7;0.8;0.8;0.9;0.8;0.9;0.8;0.0;0.6;0.6;0.6;0.8;0.0;0.0;0.0
68;18750;Waarde;2008;9.2;19.7;32.1;14.7;3.6;12.0;2.0;4.4;7.2;2.3;2.2;0.9;3.6;5.5;1.7;1.2;10.0;6.4;10.2;6.8;2.7;12.0;13.8;32.2;26.3;3.8;4.9;8.6;1.4;2.2;1.4;66.0;65.6;72.6;54.4;19.3;23.4;71.8;45.9;62.5;38.7;72.3;6.3;16.6;15.1;12.7;67.7;7.4;7.4;7.0
69;18750;Waarde;2009;8.0;20.2;31.0;12.1;3.5;12.8;2.4;5.2;7.3;2.4;2.1;0.8;3.6;5.2;1.7;1.2;10.0;6.1;10.6;6.5;2.7;12.3;14.7;32.3;26.3;3.8;5.5;9.5;1.6;2.3;1.4;64.5;65.2;71.7;53.3;19.1;24.5;70.4;44.8;62.9;39.3;72.2;6.3;17.8;13.9;14.1;68.0;7.4;7.3;6.9
70;18750;Betrouwbaarheidsmarge;2008;0.8;1.1;1.3;1.0;0.1;0.9;0.4;0.6;0.8;0.5;0.4;0.2;0.5;0.6;0.1;0.1;0.8;0.7;0.8;0.7;0.1;0.9;1.0;1.3;1.2;0.1;0.6;0.8;0.3;0.4;0.0;1.3;1.3;1.2;1.4;1.1;1.1;1.2;1.4;1.4;1.3;1.3;0.0;1.0;1.0;0.9;1.3;0.0;0.0;0.0
71;18750;Betrouwbaarheidsmarge;2009;0.5;0.7;0.8;0.6;0.0;0.6;0.3;0.4;0.5;0.3;0.3;0.1;0.3;0.4;0.0;0.0;0.5;0.4;0.5;0.4;0.1;0.6;0.6;0.8;0.8;0.0;0.4;0.5;0.2;0.3;0.0;0.8;0.8;0.8;0.9;0.7;0.8;0.8;0.9;0.8;0.9;0.8;0.0;0.7;0.6;0.6;0.8;0.0;0.0;0.0
72;18800;Waarde;2008;8.0;19.7;31.3;12.5;3.7;10.2;1.7;4.1;5.8;1.5;1.7;0.7;2.2;3.8;1.6;1.1;9.2;6.1;9.3;6.7;2.7;10.7;15.2;29.8;24.4;3.8;4.4;9.0;1.4;2.5;1.4;67.1;67.5;72.2;54.6;17.7;25.7;73.9;40.7;62.7;36.1;74.3;6.3;20.7;14.6;11.4;70.1;7.5;7.5;7.1
73;18800;Waarde;2009;7.6;20.6;30.7;10.5;3.6;10.9;1.7;3.9;6.9;1.7;1.5;0.7;2.6;3.9;1.6;1.1;8.9;6.2;9.9;7.0;2.8;12.5;16.8;30.9;24.8;3.9;5.2;10.5;1.5;2.4;1.5;65.5;65.4;72.7;53.4;17.6;24.9;72.6;41.5;63.4;37.2;72.9;6.3;22.4;14.1;13.0;69.0;7.5;7.4;7.0
74;18800;Betrouwbaarheidsmarge;2008;0.9;1.3;1.6;1.1;0.1;0.9;0.4;0.7;0.7;0.4;0.5;0.2;0.4;0.6;0.1;0.1;1.0;0.7;0.9;0.8;0.1;0.9;1.1;1.5;1.4;0.1;0.7;0.9;0.3;0.5;0.1;1.6;1.6;1.6;1.7;1.3;1.5;1.4;1.7;1.6;1.6;1.5;0.1;1.3;1.2;1.0;1.5;0.0;0.0;0.0
75;18800;Betrouwbaarheidsmarge;2009;0.5;0.8;0.9;0.6;0.1;0.6;0.3;0.4;0.5;0.2;0.2;0.2;0.3;0.4;0.0;0.0;0.6;0.5;0.6;0.5;0.1;0.7;0.8;1.0;0.9;0.1;0.4;0.6;0.2;0.3;0.0;0.9;1.0;0.9;1.0;0.8;0.9;0.9;1.0;1.0;1.0;0.9;0.0;0.8;0.7;0.6;0.9;0.0;0.0;0.0
76;18810;Waarde;2008;7.9;19.8;28.9;8.7;3.6;9.0;1.6;3.4;8.8;1.5;1.2;0.7;2.7;3.3;1.7;1.1;10.8;6.1;8.1;6.5;2.8;12.2;16.8;26.6;22.9;3.9;4.8;10.5;2.4;2.9;1.7;71.6;70.6;72.4;53.2;18.0;27.2;72.4;38.3;60.3;33.4;71.7;6.2;19.3;14.6;9.2;69.4;7.6;7.5;7.2
77;18810;Waarde;2009;9.4;23.0;28.1;7.9;3.7;12.0;2.0;4.2;8.8;1.6;1.4;0.6;3.6;3.8;1.8;1.2;10.9;6.8;9.8;7.5;3.0;12.6;17.3;26.9;22.0;3.8;5.3;11.5;1.7;3.6;1.7;70.4;69.4;74.7;52.6;17.2;27.6;72.9;39.2;60.9;35.3;71.4;6.2;21.6;16.3;10.9;67.8;7.6;7.5;7.1
78;18810;Betrouwbaarheidsmarge;2008;1.0;1.8;2.2;1.6;0.1;1.2;0.5;0.7;1.9;0.5;0.4;0.2;0.6;0.7;0.1;0.1;1.6;0.9;1.1;1.2;0.1;1.7;1.7;2.2;2.0;0.1;1.0;1.3;0.6;0.7;0.1;2.2;2.2;2.4;2.5;2.1;2.4;2.4;2.5;2.5;2.4;2.4;0.1;1.9;1.5;1.3;2.3;0.1;0.1;0.1
79;18810;Betrouwbaarheidsmarge;2009;0.8;1.3;1.4;0.8;0.1;1.0;0.4;0.6;0.9;0.4;0.3;0.2;0.5;0.5;0.1;0.1;1.0;0.7;0.9;0.8;0.1;1.0;1.1;1.4;1.3;0.1;0.7;1.0;0.3;0.6;0.1;1.4;1.4;1.3;1.6;1.2;1.4;1.3;1.6;1.5;1.5;1.3;0.1;1.3;1.1;0.9;1.4;0.0;0.0;0.0
80;12600;Waarde;2008;8.0;19.6;32.1;13.6;3.6;10.2;1.5;4.1;5.6;1.6;1.5;0.6;2.6;4.5;1.6;1.1;8.9;5.6;9.2;6.1;2.6;10.8;13.7;31.8;23.6;3.7;4.2;7.6;1.2;2.3;1.3;64.4;65.0;73.8;53.6;18.3;22.8;72.3;46.2;65.4;40.2;73.8;6.4;17.3;13.0;13.1;69.9;7.5;7.5;7.1
81;12600;Waarde;2009;7.7;21.0;31.3;11.6;3.5;11.0;1.8;4.5;6.3;1.9;1.6;0.6;2.8;4.3;1.6;1.1;9.0;5.8;9.6;6.4;2.6;11.9;15.1;32.6;24.2;3.8;4.7;9.1;1.3;2.3;1.3;63.4;64.3;73.5;52.9;18.5;24.5;71.2;45.6;65.0;40.4;72.2;6.3;17.9;12.8;14.5;68.7;7.5;7.4;7.0
82;12600;Betrouwbaarheidsmarge;2008;0.4;0.6;0.7;0.5;0.0;0.5;0.2;0.3;0.3;0.2;0.2;0.1;0.2;0.3;0.0;0.0;0.4;0.3;0.4;0.3;0.0;0.5;0.5;0.7;0.6;0.0;0.3;0.4;0.2;0.2;0.0;0.7;0.7;0.7;0.8;0.6;0.6;0.7;0.8;0.7;0.7;0.7;0.0;0.6;0.5;0.5;0.7;0.0;0.0;0.0
83;12600;Betrouwbaarheidsmarge;2009;0.3;0.4;0.5;0.3;0.0;0.3;0.1;0.2;0.3;0.1;0.1;0.1;0.2;0.2;0.0;0.0;0.3;0.2;0.3;0.2;0.0;0.3;0.4;0.5;0.4;0.0;0.2;0.3;0.1;0.2;0.0;0.5;0.5;0.4;0.5;0.4;0.4;0.4;0.5;0.5;0.5;0.4;0.0;0.4;0.3;0.3;0.5;0.0;0.0;0.0
84;12650;Waarde;2008;11.6;23.0;35.6;13.8;3.9;14.6;3.6;6.0;7.5;2.9;3.1;1.7;5.4;7.5;2.0;1.4;13.6;8.3;12.1;8.1;3.0;14.6;15.4;30.6;24.9;3.9;5.6;10.0;2.1;2.5;1.5;67.4;66.6;71.9;54.0;21.5;32.2;62.6;40.4;55.2;35.0;64.5;5.9;15.4;18.3;15.8;59.0;7.2;7.1;6.8
85;12650;Waarde;2009;9.0;20.8;33.8;12.3;3.5;12.3;2.1;5.2;5.9;2.5;1.7;0.9;3.1;5.0;1.6;1.1;9.7;5.9;11.3;7.5;2.7;14.9;15.1;34.3;23.6;3.9;4.5;9.4;1.7;2.4;1.3;63.6;65.3;74.6;48.8;15.3;29.6;66.2;43.6;62.1;38.5;69.3;6.1;16.8;11.7;16.9;67.2;7.4;7.3;6.9
86;12650;Betrouwbaarheidsmarge;2008;1.9;2.1;2.5;1.7;0.2;1.6;0.7;1.0;1.5;0.6;0.6;0.4;0.9;1.2;0.1;0.1;1.8;1.2;1.7;1.3;0.2;1.9;1.9;2.5;2.2;0.2;0.9;1.5;0.5;0.6;0.1;2.3;2.3;2.2;2.6;2.3;2.5;2.6;2.6;2.7;2.6;2.5;0.1;1.8;2.1;1.6;2.6;0.1;0.1;0.1
87;12650;Betrouwbaarheidsmarge;2009;1.4;1.9;2.4;1.8;0.2;1.7;0.7;1.1;1.1;0.8;0.6;0.5;0.8;1.1;0.1;0.1;1.5;1.1;1.6;1.3;0.2;2.0;1.7;2.5;2.2;0.1;0.9;1.4;0.7;0.7;0.1;2.4;2.4;2.1;2.6;1.9;2.4;2.4;2.6;2.5;2.5;2.3;0.1;1.8;1.6;1.8;2.3;0.1;0.1;0.1
88;13000;Waarde;2008;11.3;20.4;36.1;16.0;3.8;14.5;3.2;7.3;8.1;4.1;4.1;1.8;5.2;7.5;2.0;1.5;14.0;8.5;12.5;8.4;3.0;12.0;11.7;23.9;25.7;3.5;7.0;9.8;1.5;2.2;1.5;66.0;65.6;69.4;50.8;20.9;32.6;60.8;43.9;57.9;34.7;63.8;5.9;12.5;18.6;12.8;61.6;7.1;7.1;6.9
89;13000;Waarde;2009;11.5;24.7;35.9;14.0;3.8;19.5;5.4;8.2;10.8;4.3;4.6;2.6;8.0;9.6;2.4;1.8;16.7;10.6;14.7;10.2;3.3;13.1;15.3;23.3;26.7;3.6;8.7;12.7;3.3;2.8;1.7;65.1;63.5;67.2;52.6;23.4;35.3;55.6;40.0;54.2;33.9;60.5;5.7;14.2;23.5;16.3;52.2;6.9;6.9;6.6
90;13000;Betrouwbaarheidsmarge;2008;2.0;2.5;3.2;2.5;0.2;2.3;1.2;2.0;1.9;1.3;1.5;0.8;1.4;1.7;0.2;0.2;2.1;1.7;2.2;1.9;0.2;2.1;1.8;2.8;2.7;0.2;1.7;1.7;0.6;0.7;0.1;3.1;3.1;3.0;3.2;2.5;3.0;3.2;3.2;3.2;3.2;3.2;0.1;1.9;2.4;2.0;3.1;0.1;0.1;0.1
91;13000;Betrouwbaarheidsmarge;2009;0.9;1.3;1.5;1.1;0.1;1.2;0.7;0.8;1.0;0.6;0.6;0.4;0.8;0.9;0.1;0.1;1.2;0.9;1.1;0.9;0.1;1.0;1.1;1.3;1.4;0.1;0.8;1.0;0.5;0.4;0.1;1.5;1.5;1.5;1.6;1.4;1.5;1.5;1.6;1.6;1.5;1.5;0.1;1.1;1.3;1.1;1.6;0.0;0.0;0.1
92;21140;Waarde;2008;8.6;20.1;33.2;14.0;3.7;11.1;1.9;4.6;6.0;1.9;1.9;0.8;3.2;5.2;1.6;1.1;9.8;6.2;9.8;6.6;2.7;11.3;13.7;30.7;23.9;3.7;4.8;8.1;1.4;2.3;1.3;64.9;65.3;73.0;53.2;19.0;25.1;69.8;45.2;63.5;38.9;71.5;6.3;16.4;14.2;13.3;67.9;7.4;7.4;7.0
93;21140;Waarde;2009;8.1;21.2;31.9;11.8;3.6;11.8;2.0;4.7;6.6;2.0;1.8;0.8;3.2;4.7;1.6;1.1;9.6;6.1;10.0;6.8;2.7;12.0;15.0;31.7;24.3;3.8;5.0;9.4;1.4;2.4;1.4;63.6;64.2;73.0;52.8;18.9;25.6;69.8;45.1;64.1;39.8;71.1;6.3;17.5;13.7;14.7;67.3;7.4;7.3;6.9
94;21140;Betrouwbaarheidsmarge;2008;0.4;0.6;0.7;0.6;0.0;0.5;0.2;0.4;0.4;0.2;0.3;0.1;0.3;0.4;0.0;0.0;0.5;0.4;0.5;0.4;0.0;0.5;0.5;0.7;0.7;0.0;0.3;0.4;0.2;0.2;0.0;0.7;0.7;0.7;0.8;0.6;0.7;0.7;0.8;0.8;0.8;0.7;0.0;0.5;0.6;0.5;0.7;0.0;0.0;0.0
95;21140;Betrouwbaarheidsmarge;2009;0.2;0.4;0.4;0.3;0.0;0.3;0.1;0.2;0.2;0.1;0.1;0.1;0.2;0.2;0.0;0.0;0.3;0.2;0.3;0.2;0.0;0.3;0.3;0.4;0.4;0.0;0.2;0.3;0.1;0.1;0.0;0.5;0.5;0.4;0.5;0.4;0.4;0.4;0.5;0.5;0.5;0.4;0.0;0.4;0.3;0.3;0.4;0.0;0.0;0.0
96;21100;Waarde;2008;15.2;24.4;29.3;14.0;3.7;15.6;4.4;9.0;10.3;6.4;5.3;2.4;6.2;9.1;2.2;1.7;19.1;11.1;17.5;9.8;3.2;14.7;12.0;28.7;27.2;3.6;4.0;9.6;2.8;2.6;1.4;61.9;61.4;72.7;55.7;19.8;29.2;65.8;45.1;57.9;38.9;68.8;6.0;18.1;17.9;17.6;58.3;7.1;7.1;6.7
97;21100;Waarde;2009;11.3;24.1;29.6;13.5;3.5;17.3;6.4;11.2;13.7;6.9;5.1;2.0;7.8;10.4;2.4;1.8;15.1;11.4;17.4;9.7;3.2;16.7;16.6;33.0;29.7;3.9;7.3;10.9;3.4;3.0;1.6;62.7;63.6;71.1;52.0;20.1;31.4;59.7;39.6;54.4;34.3;63.9;5.8;15.7;19.5;17.8;57.3;7.0;7.0;6.6
98;21100;Betrouwbaarheidsmarge;2008;4.4;4.2;4.4;3.1;0.3;3.8;1.9;2.6;2.8;2.5;1.9;1.7;1.7;2.7;0.3;0.2;3.8;2.7;4.1;2.5;0.3;2.8;2.7;3.8;4.4;0.2;1.2;2.2;1.8;1.1;0.2;4.6;4.8;4.1;4.8;4.0;4.1;4.5;5.0;4.8;4.9;4.3;0.2;3.7;3.5;3.3;4.7;0.1;0.1;0.2
99;21100;Betrouwbaarheidsmarge;2009;2.0;2.6;3.0;2.2;0.2;2.4;1.8;2.4;2.4;1.6;1.3;0.7;1.7;2.0;0.2;0.2;2.3;2.0;2.4;1.8;0.2;2.4;2.5;3.1;3.0;0.2;1.7;1.8;1.1;1.1;0.1;3.1;3.1;2.8;3.2;2.7;3.0;3.2;3.2;3.2;3.1;3.1;0.1;2.2;2.6;2.4;3.2;0.1;0.1;0.1
100;21110;Waarde;2008;21.2;28.3;25.3;16.6;4.0;22.9;6.7;16.5;11.1;9.6;7.2;;6.8;15.1;2.6;2.2;23.9;10.8;22.7;9.2;3.7;14.8;8.5;25.4;30.0;3.4;3.4;7.9;;2.3;1.3;60.4;56.6;69.5;57.3;16.0;29.8;63.1;49.3;56.3;44.8;64.8;6.0;16.9;20.2;19.3;52.6;7.0;6.9;6.6
101;21110;Waarde;2009;12.8;20.6;28.5;13.2;3.4;19.2;5.6;12.3;11.2;8.4;6.9;2.5;9.4;11.6;2.5;2.0;14.8;12.0;17.3;10.2;3.3;20.6;17.4;34.2;29.6;4.0;6.6;12.9;3.5;3.9;1.8;62.3;60.6;68.8;50.3;20.0;35.8;53.7;40.2;49.5;33.5;64.0;5.5;16.6;19.6;15.6;57.8;6.9;6.8;6.6
102;21110;Betrouwbaarheidsmarge;2008;11.3;9.6;7.7;6.6;0.5;9.5;5.2;7.2;6.1;5.4;4.7;;3.5;7.2;0.7;0.5;8.7;6.3;10.4;5.2;0.7;5.3;3.7;7.0;10.2;0.4;1.6;3.3;;1.8;0.3;9.5;10.2;8.9;9.9;6.8;8.7;9.6;10.4;10.2;10.4;9.6;0.4;6.0;7.1;7.3;10.2;0.2;0.3;0.3
103;21110;Betrouwbaarheidsmarge;2009;4.1;4.3;5.6;4.3;0.3;4.7;2.6;4.4;3.5;3.4;2.6;1.6;3.5;3.8;0.4;0.3;4.4;3.7;4.0;3.1;0.4;4.9;4.7;5.9;5.4;0.4;2.9;4.0;2.1;2.7;0.2;5.8;6.0;5.6;6.2;5.0;6.2;6.2;6.1;6.2;5.7;5.9;0.3;4.0;4.8;3.6;6.0;0.2;0.2;0.2
104;21130;Waarde;2008;22.3;27.6;35.7;17.4;4.3;18.0;;12.1;12.9;4.2;6.0;;5.7;12.8;2.5;2.1;26.9;10.7;23.6;12.7;3.9;12.7;14.0;25.5;29.3;3.6;4.1;11.3;;3.4;1.6;64.7;64.9;72.9;63.5;18.8;29.8;64.5;43.9;57.2;41.5;69.8;6.0;20.1;19.0;19.7;51.8;7.0;7.0;6.5
105;21130;Waarde;2009;14.4;25.9;29.9;14.6;3.7;20.4;8.4;15.1;18.8;8.8;7.6;3.1;10.5;10.8;2.9;2.2;20.4;11.7;16.7;8.9;3.3;17.1;14.0;33.4;29.8;3.8;6.9;9.1;3.3;2.3;1.6;61.4;66.8;74.4;53.1;20.4;31.9;58.1;43.7;58.4;34.4;65.7;5.8;12.2;19.4;17.4;57.3;7.1;7.1;6.7
106;21130;Betrouwbaarheidsmarge;2008;11.5;9.3;10.3;6.7;0.6;8.3;;7.5;7.3;2.5;5.1;;2.8;7.5;0.8;0.6;9.6;4.2;11.3;6.1;0.8;5.4;6.9;7.6;10.5;0.5;1.9;5.5;;2.7;0.4;9.3;9.4;8.9;9.8;7.8;9.4;9.5;11.1;10.4;11.3;8.5;0.4;9.0;8.0;7.3;10.7;0.3;0.3;0.5
107;21130;Betrouwbaarheidsmarge;2009;4.4;5.9;6.2;4.8;0.4;5.4;4.1;5.8;5.6;3.6;3.6;2.1;4.2;4.2;0.5;0.4;5.1;4.1;4.5;3.1;0.4;5.0;4.3;6.6;6.5;0.4;3.6;2.9;2.1;1.7;0.3;6.5;6.1;5.2;6.8;5.5;6.5;6.7;6.7;6.7;6.3;6.2;0.3;3.4;4.8;5.1;6.6;0.2;0.2;0.3
108;21120;Waarde;2008;7.9;17.5;29.0;8.0;3.0;10.8;2.1;4.9;6.6;5.2;3.3;;4.7;3.4;1.8;1.2;8.3;9.1;11.6;9.1;2.7;11.3;10.3;24.1;25.2;3.5;2.1;7.4;1.5;2.4;1.3;64.4;62.6;72.1;53.8;22.4;30.9;65.9;41.4;58.5;27.0;64.6;6.1;17.5;15.9;13.7;64.3;7.3;7.2;7.0
109;21120;Waarde;2009;7.0;21.2;27.0;12.0;3.2;14.3;5.5;7.3;9.3;3.2;2.0;0.9;3.2;6.4;1.9;1.2;11.7;12.6;15.9;10.3;2.8;12.9;17.5;29.8;30.0;3.8;7.4;11.2;2.3;2.4;1.4;66.6;66.5;74.4;48.9;20.0;29.7;64.0;36.9;55.3;32.4;66.0;5.9;14.9;15.8;17.8;62.1;7.2;7.1;6.6
110;21120;Betrouwbaarheidsmarge;2008;3.1;5.7;6.9;3.4;0.4;3.7;1.2;2.5;3.0;4.7;2.2;;2.1;1.3;0.3;0.2;2.9;3.4;3.9;3.9;0.4;3.7;3.4;5.7;6.3;0.3;0.9;2.8;1.3;1.8;0.2;7.0;7.8;6.5;7.5;6.6;6.3;7.5;7.2;7.3;5.8;7.7;0.2;5.2;4.6;4.4;6.9;0.2;0.2;0.2
111;21120;Betrouwbaarheidsmarge;2009;2.6;4.2;5.0;3.6;0.4;3.7;3.0;4.3;3.4;1.8;0.9;0.5;1.3;2.2;0.3;0.2;3.2;4.1;4.4;4.2;0.4;3.2;4.9;5.1;5.5;0.4;3.3;3.4;1.7;1.5;0.2;5.3;5.3;4.7;5.8;4.9;5.1;5.4;5.5;5.7;5.6;5.6;0.2;3.8;4.2;4.5;5.6;0.1;0.1;0.2
112;21150;Waarde;2008;22.1;20.9;22.6;15.3;3.9;16.2;4.3;13.0;9.5;9.3;9.2;1.2;9.1;10.0;2.1;1.8;21.6;12.8;26.8;10.4;3.6;14.6;8.7;28.8;35.7;3.5;4.6;8.6;;0.8;1.3;67.0;66.7;77.7;56.2;15.9;25.7;63.5;47.1;61.9;47.2;74.2;6.0;10.4;15.6;16.4;63.8;7.1;7.1;6.9
113;21150;Waarde;2009;14.0;28.4;29.0;15.8;3.8;18.0;9.0;13.6;20.7;12.4;6.8;2.8;12.0;13.1;2.8;2.1;17.1;12.2;18.4;8.9;3.3;19.9;19.3;35.9;30.5;4.2;11.9;14.4;7.2;3.8;2.0;58.4;59.1;70.3;55.3;21.0;34.5;55.6;36.0;50.1;30.4;63.3;5.6;15.2;22.5;23.6;49.5;6.8;6.8;6.5
114;21150;Betrouwbaarheidsmarge;2008;12.4;7.6;7.8;7.3;0.6;7.9;2.6;6.4;4.9;6.4;6.2;1.0;4.7;5.9;0.6;0.5;8.5;6.8;12.2;6.1;0.8;5.3;4.5;8.3;11.7;0.5;3.0;4.0;;0.6;0.3;9.5;10.1;7.9;10.9;8.8;8.2;10.6;11.5;10.4;11.5;9.3;0.5;4.5;7.2;5.9;9.7;0.2;0.3;0.3
115;21150;Betrouwbaarheidsmarge;2009;5.0;6.1;6.3;4.9;0.4;5.0;4.6;4.9;6.3;5.3;3.6;2.1;4.7;4.6;0.5;0.4;5.8;4.8;5.4;2.9;0.4;5.4;5.9;6.6;6.0;0.4;5.0;5.2;4.2;3.3;0.3;6.5;6.5;6.1;6.6;5.6;6.6;6.6;6.3;6.6;5.6;6.2;0.3;4.6;5.8;5.9;6.6;0.2;0.2;0.2
