ID;Migratieachtergrond;Perioden;TotaalLevendGeborenKinderen_1;GemiddeldKindertalPerVrouw_2
535;Latijns-Amerika;2045;2737;1.49
536;Latijns-Amerika;2046;2757;1.49
537;Latijns-Amerika;2047;2775;1.5
538;Latijns-Amerika;2048;2792;1.5
539;Latijns-Amerika;2049;2807;1.5
540;Latijns-Amerika;2050;2820;1.5
541;Latijns-Amerika;2051;2834;1.5
542;Latijns-Amerika;2052;2847;1.5
543;Latijns-Amerika;2053;2861;1.5
544;Latijns-Amerika;2054;2873;1.5
545;Latijns-Amerika;2055;2886;1.5
546;Latijns-Amerika;2056;2898;1.5
547;Latijns-Amerika;2057;2910;1.5
548;Latijns-Amerika;2058;2922;1.5
549;Latijns-Amerika;2059;2934;1.5
550;Latijns-Amerika;2060;2947;1.5
551;Latijns-Amerika;2061;2959;1.5
552;Latijns-Amerika;2062;2970;1.5
553;Latijns-Amerika;2063;2981;1.5
554;Latijns-Amerika;2064;2992;1.5
555;Latijns-Amerika;2065;3004;1.5
556;Latijns-Amerika;2066;3014;1.5
557;Latijns-Amerika;2067;3024;1.5
558;Latijns-Amerika;2068;3034;1.5
559;Latijns-Amerika;2069;3044;1.5
560;Latijns-Amerika;2070;3053;1.5
561;Aziatisch Midden-Oosten;2020;5187;2.31
562;Aziatisch Midden-Oosten;2021;4976;2.15
563;Aziatisch Midden-Oosten;2022;5129;2.14
564;Aziatisch Midden-Oosten;2023;5319;2.14
565;Aziatisch Midden-Oosten;2024;5501;2.13
566;Aziatisch Midden-Oosten;2025;5582;2.1
567;Aziatisch Midden-Oosten;2026;5659;2.07
568;Aziatisch Midden-Oosten;2027;5709;2.03
569;Aziatisch Midden-Oosten;2028;5779;2.01
570;Aziatisch Midden-Oosten;2029;5879;2.0
571;Aziatisch Midden-Oosten;2030;5996;2.0
572;Aziatisch Midden-Oosten;2031;6100;2.0
573;Aziatisch Midden-Oosten;2032;6198;2.0
574;Aziatisch Midden-Oosten;2033;6294;2.0
575;Aziatisch Midden-Oosten;2034;6385;2.0
576;Aziatisch Midden-Oosten;2035;6468;2.0
577;Aziatisch Midden-Oosten;2036;6550;2.0
578;Aziatisch Midden-Oosten;2037;6628;2.0
579;Aziatisch Midden-Oosten;2038;6704;2.0
580;Aziatisch Midden-Oosten;2039;6776;2.0
581;Aziatisch Midden-Oosten;2040;6842;2.0
582;Aziatisch Midden-Oosten;2041;6903;2.0
583;Aziatisch Midden-Oosten;2042;6960;2.0
584;Aziatisch Midden-Oosten;2043;7009;2.0
585;Aziatisch Midden-Oosten;2044;7054;2.0
586;Aziatisch Midden-Oosten;2045;7091;2.0
587;Aziatisch Midden-Oosten;2046;7127;2.0
588;Aziatisch Midden-Oosten;2047;7156;2.0
589;Aziatisch Midden-Oosten;2048;7184;2.0
590;Aziatisch Midden-Oosten;2049;7209;2.0
591;Aziatisch Midden-Oosten;2050;7232;2.0
592;Aziatisch Midden-Oosten;2051;7257;2.0
593;Aziatisch Midden-Oosten;2052;7280;2.0
594;Aziatisch Midden-Oosten;2053;7305;2.0
595;Aziatisch Midden-Oosten;2054;7335;2.0
596;Aziatisch Midden-Oosten;2055;7366;2.0
597;Aziatisch Midden-Oosten;2056;7397;2.0
598;Aziatisch Midden-Oosten;2057;7430;2.0
599;Aziatisch Midden-Oosten;2058;7463;2.0
600;Aziatisch Midden-Oosten;2059;7495;2.0
601;Aziatisch Midden-Oosten;2060;7526;2.0
602;Aziatisch Midden-Oosten;2061;7557;2.0
603;Aziatisch Midden-Oosten;2062;7588;2.0
604;Aziatisch Midden-Oosten;2063;7617;2.0
605;Aziatisch Midden-Oosten;2064;7645;2.0
606;Aziatisch Midden-Oosten;2065;7671;2.0
607;Aziatisch Midden-Oosten;2066;7697;2.0
608;Aziatisch Midden-Oosten;2067;7722;2.0
609;Aziatisch Midden-Oosten;2068;7745;2.0
610;Aziatisch Midden-Oosten;2069;7766;2.0
611;Aziatisch Midden-Oosten;2070;7785;2.0
612;Marokko;2020;2919;2.98
613;Marokko;2021;2525;2.78
614;Marokko;2022;2339;2.75
615;Marokko;2023;2201;2.73
616;Marokko;2024;2082;2.71
617;Marokko;2025;1948;2.66
618;Marokko;2026;1837;2.61
619;Marokko;2027;1739;2.55
620;Marokko;2028;1667;2.51
621;Marokko;2029;1623;2.5
622;Marokko;2030;1597;2.5
623;Marokko;2031;1579;2.5
624;Marokko;2032;1568;2.5
625;Marokko;2033;1563;2.5
626;Marokko;2034;1561;2.5
627;Marokko;2035;1564;2.5
628;Marokko;2036;1569;2.5
629;Marokko;2037;1577;2.5
630;Marokko;2038;1586;2.5
631;Marokko;2039;1597;2.5
632;Marokko;2040;1609;2.5
633;Marokko;2041;1622;2.5
634;Marokko;2042;1634;2.5
635;Marokko;2043;1647;2.5
636;Marokko;2044;1661;2.5
637;Marokko;2045;1673;2.5
638;Marokko;2046;1685;2.5
639;Marokko;2047;1697;2.5
640;Marokko;2048;1707;2.5
641;Marokko;2049;1717;2.5
642;Marokko;2050;1726;2.5
643;Marokko;2051;1734;2.5
644;Marokko;2052;1741;2.5
645;Marokko;2053;1747;2.5
646;Marokko;2054;1752;2.5
647;Marokko;2055;1757;2.5
648;Marokko;2056;1761;2.5
649;Marokko;2057;1764;2.5
650;Marokko;2058;1767;2.5
651;Marokko;2059;1769;2.5
652;Marokko;2060;1770;2.5
653;Marokko;2061;1771;2.5
654;Marokko;2062;1772;2.5
655;Marokko;2063;1772;2.5
656;Marokko;2064;1772;2.5
657;Marokko;2065;1772;2.5
658;Marokko;2066;1771;2.5
659;Marokko;2067;1770;2.5
660;Marokko;2068;1768;2.5
661;Marokko;2069;1766;2.5
662;Marokko;2070;1764;2.5
663;Oostelijk Azië;2020;3071;1.13
664;Oostelijk Azië;2021;2987;1.09
665;Oostelijk Azië;2022;3255;1.13
666;Oostelijk Azië;2023;3632;1.18
667;Oostelijk Azië;2024;4039;1.25
668;Oostelijk Azië;2025;4374;1.3
669;Oostelijk Azië;2026;4695;1.34
670;Oostelijk Azië;2027;4950;1.37
671;Oostelijk Azië;2028;5151;1.39
672;Oostelijk Azië;2029;5284;1.4
673;Oostelijk Azië;2030;5365;1.4
674;Oostelijk Azië;2031;5431;1.4
675;Oostelijk Azië;2032;5485;1.4
676;Oostelijk Azië;2033;5532;1.4
677;Oostelijk Azië;2034;5574;1.4
678;Oostelijk Azië;2035;5611;1.4
679;Oostelijk Azië;2036;5646;1.4
680;Oostelijk Azië;2037;5679;1.4
681;Oostelijk Azië;2038;5709;1.4
682;Oostelijk Azië;2039;5739;1.4
683;Oostelijk Azië;2040;5768;1.4
684;Oostelijk Azië;2041;5796;1.4
685;Oostelijk Azië;2042;5824;1.4
686;Oostelijk Azië;2043;5850;1.4
687;Oostelijk Azië;2044;5878;1.4
688;Oostelijk Azië;2045;5905;1.4
689;Oostelijk Azië;2046;5930;1.4
690;Oostelijk Azië;2047;5956;1.4
691;Oostelijk Azië;2048;5980;1.4
692;Oostelijk Azië;2049;6003;1.4
693;Oostelijk Azië;2050;6028;1.4
694;Oostelijk Azië;2051;6051;1.4
695;Oostelijk Azië;2052;6074;1.4
696;Oostelijk Azië;2053;6097;1.4
697;Oostelijk Azië;2054;6120;1.4
698;Oostelijk Azië;2055;6143;1.4
699;Oostelijk Azië;2056;6165;1.4
700;Oostelijk Azië;2057;6188;1.4
701;Oostelijk Azië;2058;6210;1.4
702;Oostelijk Azië;2059;6233;1.4
703;Oostelijk Azië;2060;6256;1.4
704;Oostelijk Azië;2061;6279;1.4
705;Oostelijk Azië;2062;6301;1.4
706;Oostelijk Azië;2063;6325;1.4
707;Oostelijk Azië;2064;6347;1.4
708;Oostelijk Azië;2065;6369;1.4
709;Oostelijk Azië;2066;6391;1.4
710;Oostelijk Azië;2067;6413;1.4
711;Oostelijk Azië;2068;6436;1.4
712;Oostelijk Azië;2069;6458;1.4
713;Oostelijk Azië;2070;6480;1.4
714;Overig buiten Europa;2020;694;1.12
715;Overig buiten Europa;2021;671;1.07
716;Overig buiten Europa;2022;718;1.09
717;Overig buiten Europa;2023;778;1.13
718;Overig buiten Europa;2024;844;1.17
719;Overig buiten Europa;2025;898;1.19
720;Overig buiten Europa;2026;949;1.22
721;Overig buiten Europa;2027;992;1.24
722;Overig buiten Europa;2028;1029;1.25
723;Overig buiten Europa;2029;1060;1.25
724;Overig buiten Europa;2030;1086;1.25
725;Overig buiten Europa;2031;1110;1.25
726;Overig buiten Europa;2032;1133;1.25
727;Overig buiten Europa;2033;1154;1.25
728;Overig buiten Europa;2034;1174;1.25
729;Overig buiten Europa;2035;1193;1.25
730;Overig buiten Europa;2036;1211;1.25
731;Overig buiten Europa;2037;1228;1.25
732;Overig buiten Europa;2038;1245;1.25
733;Overig buiten Europa;2039;1261;1.25
734;Overig buiten Europa;2040;1277;1.25
735;Overig buiten Europa;2041;1293;1.25
736;Overig buiten Europa;2042;1307;1.25
737;Overig buiten Europa;2043;1323;1.25
738;Overig buiten Europa;2044;1337;1.25
739;Overig buiten Europa;2045;1352;1.25
740;Overig buiten Europa;2046;1366;1.25
741;Overig buiten Europa;2047;1380;1.25
742;Overig buiten Europa;2048;1394;1.25
743;Overig buiten Europa;2049;1408;1.25
744;Overig buiten Europa;2050;1421;1.25
745;Overig buiten Europa;2051;1435;1.25
746;Overig buiten Europa;2052;1448;1.25
747;Overig buiten Europa;2053;1461;1.25
748;Overig buiten Europa;2054;1474;1.25
749;Overig buiten Europa;2055;1486;1.25
750;Overig buiten Europa;2056;1499;1.25
751;Overig buiten Europa;2057;1511;1.25
752;Overig buiten Europa;2058;1524;1.25
753;Overig buiten Europa;2059;1536;1.25
754;Overig buiten Europa;2060;1548;1.25
755;Overig buiten Europa;2061;1560;1.25
756;Overig buiten Europa;2062;1571;1.25
757;Overig buiten Europa;2063;1582;1.25
758;Overig buiten Europa;2064;1593;1.25
759;Overig buiten Europa;2065;1604;1.25
760;Overig buiten Europa;2066;1615;1.25
761;Overig buiten Europa;2067;1625;1.25
762;Overig buiten Europa;2068;1636;1.25
763;Overig buiten Europa;2069;1646;1.25
764;Overig buiten Europa;2070;1656;1.25
765;Overig Europa;2020;2456;1.47
766;Overig Europa;2021;2394;1.42
767;Overig Europa;2022;2552;1.46
768;Overig Europa;2023;2736;1.5
769;Overig Europa;2024;2904;1.53
770;Overig Europa;2025;3031;1.54
771;Overig Europa;2026;3158;1.55
772;Overig Europa;2027;3255;1.55
773;Overig Europa;2028;3343;1.55
774;Overig Europa;2029;3419;1.55
775;Overig Europa;2030;3484;1.55
776;Overig Europa;2031;3541;1.55
777;Overig Europa;2032;3591;1.55
778;Overig Europa;2033;3638;1.55
779;Overig Europa;2034;3679;1.55
780;Overig Europa;2035;3719;1.55
781;Overig Europa;2036;3753;1.55
782;Overig Europa;2037;3784;1.55
783;Overig Europa;2038;3814;1.55
784;Overig Europa;2039;3840;1.55
785;Overig Europa;2040;3865;1.55
786;Overig Europa;2041;3889;1.55
787;Overig Europa;2042;3912;1.55
788;Overig Europa;2043;3933;1.55
789;Overig Europa;2044;3954;1.55
790;Overig Europa;2045;3975;1.55
791;Overig Europa;2046;3996;1.55
792;Overig Europa;2047;4015;1.55
793;Overig Europa;2048;4033;1.55
794;Overig Europa;2049;4052;1.55
795;Overig Europa;2050;4069;1.55
796;Overig Europa;2051;4088;1.55
797;Overig Europa;2052;4106;1.55
798;Overig Europa;2053;4123;1.55
799;Overig Europa;2054;4142;1.55
800;Overig Europa;2055;4159;1.55
801;Overig Europa;2056;4175;1.55
802;Overig Europa;2057;4193;1.55
803;Overig Europa;2058;4211;1.55
804;Overig Europa;2059;4227;1.55
805;Overig Europa;2060;4245;1.55
806;Overig Europa;2061;4262;1.55
807;Overig Europa;2062;4280;1.55
808;Overig Europa;2063;4296;1.55
809;Overig Europa;2064;4314;1.55
810;Overig Europa;2065;4331;1.55
811;Overig Europa;2066;4347;1.55
812;Overig Europa;2067;4364;1.55
813;Overig Europa;2068;4380;1.55
814;Overig Europa;2069;4396;1.55
815;Overig Europa;2070;4412;1.55
816;Suriname;2020;1114;1.69
817;Suriname;2021;993;1.59
818;Suriname;2022;952;1.61
819;Suriname;2023;924;1.64
820;Suriname;2024;902;1.67
821;Suriname;2025;873;1.68
822;Suriname;2026;846;1.7
823;Suriname;2027;820;1.7
824;Suriname;2028;796;1.7
825;Suriname;2029;776;1.7
826;Suriname;2030;758;1.71
827;Suriname;2031;743;1.71
828;Suriname;2032;731;1.71
829;Suriname;2033;722;1.72
830;Suriname;2034;715;1.72
831;Suriname;2035;710;1.72
832;Suriname;2036;707;1.73
833;Suriname;2037;705;1.73
834;Suriname;2038;704;1.73
835;Suriname;2039;704;1.73
836;Suriname;2040;705;1.74
837;Suriname;2041;706;1.74
838;Suriname;2042;708;1.74
839;Suriname;2043;711;1.74
840;Suriname;2044;713;1.75
841;Suriname;2045;715;1.75
842;Suriname;2046;717;1.75
843;Suriname;2047;719;1.75
844;Suriname;2048;720;1.75
845;Suriname;2049;720;1.75
846;Suriname;2050;720;1.75
847;Suriname;2051;720;1.75
848;Suriname;2052;719;1.75
849;Suriname;2053;717;1.75
850;Suriname;2054;716;1.75
851;Suriname;2055;713;1.75
852;Suriname;2056;711;1.75
853;Suriname;2057;708;1.75
854;Suriname;2058;706;1.75
855;Suriname;2059;703;1.75
856;Suriname;2060;700;1.75
857;Suriname;2061;697;1.75
858;Suriname;2062;694;1.75
859;Suriname;2063;690;1.75
860;Suriname;2064;687;1.75
861;Suriname;2065;684;1.75
862;Suriname;2066;681;1.75
863;Suriname;2067;677;1.75
864;Suriname;2068;674;1.75
865;Suriname;2069;671;1.75
866;Suriname;2070;668;1.75
867;Turkije;2020;2038;2.06
868;Turkije;2021;1846;1.93
869;Turkije;2022;1826;1.94
870;Turkije;2023;1842;1.96
871;Turkije;2024;1848;1.99
872;Turkije;2025;1827;1.99
873;Turkije;2026;1819;2.0
874;Turkije;2027;1804;1.99
875;Turkije;2028;1792;1.98
876;Turkije;2029;1786;1.97
877;Turkije;2030;1783;1.96
878;Turkije;2031;1783;1.95
879;Turkije;2032;1785;1.94
880;Turkije;2033;1791;1.93
881;Turkije;2034;1800;1.92
882;Turkije;2035;1812;1.91
883;Turkije;2036;1825;1.9
884;Turkije;2037;1839;1.9
885;Turkije;2038;1853;1.89
886;Turkije;2039;1867;1.88
887;Turkije;2040;1881;1.88
888;Turkije;2041;1896;1.87
889;Turkije;2042;1911;1.87
890;Turkije;2043;1925;1.86
891;Turkije;2044;1940;1.86
892;Turkije;2045;1954;1.86
893;Turkije;2046;1968;1.85
894;Turkije;2047;1982;1.85
895;Turkije;2048;1995;1.85
896;Turkije;2049;2007;1.85
897;Turkije;2050;2019;1.85
898;Turkije;2051;2030;1.85
899;Turkije;2052;2039;1.85
900;Turkije;2053;2047;1.85
901;Turkije;2054;2054;1.85
902;Turkije;2055;2060;1.85
903;Turkije;2056;2065;1.85
904;Turkije;2057;2070;1.85
905;Turkije;2058;2074;1.85
906;Turkije;2059;2078;1.85
907;Turkije;2060;2081;1.85
908;Turkije;2061;2083;1.85
909;Turkije;2062;2085;1.85
910;Turkije;2063;2087;1.85
911;Turkije;2064;2087;1.85
912;Turkije;2065;2087;1.85
913;Turkije;2066;2086;1.85
914;Turkije;2067;2085;1.85
915;Turkije;2068;2083;1.85
916;Turkije;2069;2081;1.85
917;Turkije;2070;2078;1.85
