ID;SITC;Perioden;Invoer_1;TotaleUitvoer_2;Wederuitvoer_3;UitvoerNederlandsProduct_4
416;1  Dranken en tabak;2007 februari;198028;495335;45117;450218
417;1  Dranken en tabak;2007 maart;238528;513481;59619;453861
418;1  Dranken en tabak;2007 april;233383;528225;55941;472284
419;1  Dranken en tabak;2007 mei;254172;565564;57867;507697
420;1  Dranken en tabak;2007 juni;233976;574963;50358;524606
421;1  Dranken en tabak;2007 juli;236293;602659;55470;547189
422;1  Dranken en tabak;2007 augustus;226736;532106;54425;477681
423;1  Dranken en tabak;2007 september;216962;503774;47733;456041
424;1  Dranken en tabak;2007 oktober;273929;546535;57565;488970
425;1  Dranken en tabak;2007 november;281731;557951;61416;496534
426;1  Dranken en tabak;2007 december;239581;423588;48800;374788
427;1  Dranken en tabak;2007;2838639;6376247;643981;5732267
428;1  Dranken en tabak;2008 januari;218533;510001;57957;452045
429;1  Dranken en tabak;2008 februari;231331;453779;66340;387439
430;1  Dranken en tabak;2008 maart;246682;480374;64949;415425
431;1  Dranken en tabak;2008 april;258810;513986;69978;444007
432;1  Dranken en tabak;2008 mei;277747;519436;72128;447308
433;1  Dranken en tabak;2008 juni;289151;541904;76254;465650
434;1  Dranken en tabak;2008 juli;252319;571903;78018;493885
435;1  Dranken en tabak;2008 augustus;224285;496999;71039;425961
436;1  Dranken en tabak;2008 september;242249;538208;75374;462834
437;1  Dranken en tabak;2008 oktober;302951;557877;78245;479632
438;1  Dranken en tabak;2008 november;305255;520067;73767;446300
439;1  Dranken en tabak;2008 december;283381;416027;61911;354117
440;1  Dranken en tabak;2008;3132693;6120561;845958;5274603
441;1  Dranken en tabak;2009 januari;258815;450049;60163;389886
442;1  Dranken en tabak;2009 februari;223788;451231;76533;374698
443;1  Dranken en tabak;2009 maart;251608;502522;72141;430382
444;1  Dranken en tabak;2009 april;273399;480870;55893;424977
445;1  Dranken en tabak;2009 mei;251614;509609;50886;458722
446;1  Dranken en tabak;2009 juni;264805;555940;57384;498556
447;1  Dranken en tabak;2009 juli;285387;540708;53472;487236
448;1  Dranken en tabak;2009 augustus;223687;464979;49984;414995
449;1  Dranken en tabak;2009 september;282828;485782;54169;431612
450;1  Dranken en tabak;2009 oktober;278886;517538;58392;459147
451;1  Dranken en tabak;2009 november;295639;489951;64044;425907
452;1  Dranken en tabak;2009 december;269125;434028;53697;380331
453;1  Dranken en tabak;2009;3159581;5883207;706758;5176449
454;1  Dranken en tabak;2010 januari;251931;470544;50486;420058
455;1  Dranken en tabak;2010 februari;225751;451946;46983;404963
456;1  Dranken en tabak;2010 maart;259397;530300;54855;475445
457;1  Dranken en tabak;2010 april;300831;499691;56687;443004
458;1  Dranken en tabak;2010 mei;260472;531195;53665;477530
459;1  Dranken en tabak;2010 juni;281638;586696;68822;517874
460;1  Dranken en tabak;2010 juli;311483;549336;60163;489174
461;1  Dranken en tabak;2010 augustus;263018;512868;60931;451937
462;1  Dranken en tabak;2010 september;276201;507140;64928;442212
463;1  Dranken en tabak;2010 oktober;295581;503486;62148;441338
464;1  Dranken en tabak;2010 november;310334;543311;66125;477186
465;1  Dranken en tabak;2010 december;289703;465265;57634;407631
466;1  Dranken en tabak;2010;3326340;6151779;703427;5448352
467;1  Dranken en tabak;2011 januari;272567;505000;71825;433175
468;1  Dranken en tabak;2011 februari;266674;507413;76250;431163
469;1  Dranken en tabak;2011 maart;301601;589146;90144;499002
470;1  Dranken en tabak;2011 april;322421;580493;82916;497578
471;1  Dranken en tabak;2011 mei;313776;670901;97595;573306
472;1  Dranken en tabak;2011 juni;300156;631104;101145;529959
473;1  Dranken en tabak;2011 juli;315745;620790;92570;528220
474;1  Dranken en tabak;2011 augustus;299214;603545;94355;509190
475;1  Dranken en tabak;2011 september;295184;580313;90409;489904
476;1  Dranken en tabak;2011 oktober;340003;601062;97973;503089
477;1  Dranken en tabak;2011 november;332748;604379;96504;507875
478;1  Dranken en tabak;2011 december;316337;545116;88539;456577
479;1  Dranken en tabak;2011;3676425;7039262;1080225;5959037
480;1  Dranken en tabak;2012 januari;293572;507249;93763;413487
481;1  Dranken en tabak;2012 februari;308713;543807;96326;447482
482;1  Dranken en tabak;2012 maart;354188;601592;102789;498803
483;1  Dranken en tabak;2012 april;334540;589783;95019;494764
484;1  Dranken en tabak;2012 mei;313285;649649;111902;537748
485;1  Dranken en tabak;2012 juni;337881;643381;104399;538983
486;1  Dranken en tabak;2012 juli;356955;646861;108589;538272
487;1  Dranken en tabak;2012 augustus;323661;620210;109718;510492
488;1  Dranken en tabak;2012 september;296034;570914;102225;468690
489;1  Dranken en tabak;2012 oktober;377623;644642;114547;530095
490;1  Dranken en tabak;2012 november;342590;609710;120149;489561
491;1  Dranken en tabak;2012 december;300905;521789;102994;418795
492;1  Dranken en tabak;2012;3939946;7149590;1262418;5887172
493;1  Dranken en tabak;2013 januari;309470;580093;101060;479033
494;1  Dranken en tabak;2013 februari;271492;544251;100276;443975
495;1  Dranken en tabak;2013 maart;307759;613740;114671;499069
496;1  Dranken en tabak;2013 april;326106;617513;113735;503778
497;1  Dranken en tabak;2013 mei;335576;641486;116291;525195
498;1  Dranken en tabak;2013 juni;310485;629237;112836;516401
499;1  Dranken en tabak;2013 juli;335173;662696;122466;540230
500;1  Dranken en tabak;2013 augustus;298344;581648;105828;475820
501;1  Dranken en tabak;2013 september;288269;620614;115150;505464
502;1  Dranken en tabak;2013 oktober;319410;624161;112460;511701
503;1  Dranken en tabak;2013 november;327692;627253;130883;496369
504;1  Dranken en tabak;2013 december;315401;544608;104502;440105
505;1  Dranken en tabak;2013 ;3745177;7287299;1350159;5937140
506;1  Dranken en tabak;2014 januari;277720;528196;112969;415227
507;1  Dranken en tabak;2014 februari;260573;510069;100569;409500
508;1  Dranken en tabak;2014 maart;318025;596007;122163;473844
509;1  Dranken en tabak;2014 april;300264;588179;123463;464716
510;1  Dranken en tabak;2014 mei;317640;577413;121633;455781
511;1  Dranken en tabak;2014 juni;303273;577535;129163;448372
512;1  Dranken en tabak;2014 juli;315089;598888;133330;465557
513;1  Dranken en tabak;2014 augustus;275840;527751;125510;402241
514;1  Dranken en tabak;2014 september;292823;525432;138969;386463
515;1  Dranken en tabak;2014 oktober;339759;537310;145223;392087
516;1  Dranken en tabak;2014 november;328032;453371;120710;332661
517;1  Dranken en tabak;2014 december;344675;474324;128160;346165
518;1  Dranken en tabak;2014;3673711;6494476;1501862;4992614
519;1  Dranken en tabak;2015 januari;265241;448637;120953;327685
520;1  Dranken en tabak;2015 februari;271752;433015;112320;320694
521;1  Dranken en tabak;2015 maart;321164;518253;131001;387252
522;1  Dranken en tabak;2015 april;334897;506754;136124;370630
523;1  Dranken en tabak;2015 mei;331831;506411;132372;374039
524;1  Dranken en tabak;2015 juni;343990;538607;140342;398265
525;2  Grondstoffen, niet eetbaar, behalv...;2002 januari;650350;928803;236647;692156
526;2  Grondstoffen, niet eetbaar, behalv...;2002 februari;646302;1034104;230155;803949
527;2  Grondstoffen, niet eetbaar, behalv...;2002 maart;710915;1153817;251729;902088
528;2  Grondstoffen, niet eetbaar, behalv...;2002 april;714285;1015773;241347;774426
529;2  Grondstoffen, niet eetbaar, behalv...;2002 mei;688697;1096339;258008;838331
530;2  Grondstoffen, niet eetbaar, behalv...;2002 juni;614136;900862;237225;663637
531;2  Grondstoffen, niet eetbaar, behalv...;2002 juli;635804;868875;231109;637766
532;2  Grondstoffen, niet eetbaar, behalv...;2002 augustus;568312;991736;232091;759645
533;2  Grondstoffen, niet eetbaar, behalv...;2002 september;614667;1075162;240484;834678
534;2  Grondstoffen, niet eetbaar, behalv...;2002 oktober;704880;1080677;278422;802255
535;2  Grondstoffen, niet eetbaar, behalv...;2002 november;667476;971459;242223;729236
536;2  Grondstoffen, niet eetbaar, behalv...;2002 december;658130;997366;238474;758892
537;2  Grondstoffen, niet eetbaar, behalv...;2002;7873954;12114973;2917914;9197059
538;2  Grondstoffen, niet eetbaar, behalv...;2003 januari;640990;1038555;265970;772585
539;2  Grondstoffen, niet eetbaar, behalv...;2003 februari;640968;1135667;255365;880302
540;2  Grondstoffen, niet eetbaar, behalv...;2003 maart;684156;1196063;258793;937270
541;2  Grondstoffen, niet eetbaar, behalv...;2003 april;670276;1153183;263024;890159
542;2  Grondstoffen, niet eetbaar, behalv...;2003 mei;683811;1108801;248446;860355
543;2  Grondstoffen, niet eetbaar, behalv...;2003 juni;608593;861392;244099;617293
544;2  Grondstoffen, niet eetbaar, behalv...;2003 juli;633454;856040;253201;602839
545;2  Grondstoffen, niet eetbaar, behalv...;2003 augustus;551177;884442;205000;679442
546;2  Grondstoffen, niet eetbaar, behalv...;2003 september;675758;1095129;260515;834614
547;2  Grondstoffen, niet eetbaar, behalv...;2003 oktober;770335;1031489;260718;770771
548;2  Grondstoffen, niet eetbaar, behalv...;2003 november;671900;972584;268664;703920
549;2  Grondstoffen, niet eetbaar, behalv...;2003 december;725320;1009109;264495;744614
550;2  Grondstoffen, niet eetbaar, behalv...;2003;7956738;12342454;3048290;9294164
551;2  Grondstoffen, niet eetbaar, behalv...;2004 januari;643116;1029722;295272;734450
552;2  Grondstoffen, niet eetbaar, behalv...;2004 februari;712527;1243170;345959;897212
553;2  Grondstoffen, niet eetbaar, behalv...;2004 maart;786909;1413203;384438;1028765
554;2  Grondstoffen, niet eetbaar, behalv...;2004 april;808207;1295728;351542;944186
555;2  Grondstoffen, niet eetbaar, behalv...;2004 mei;708654;1163093;343307;819786
556;2  Grondstoffen, niet eetbaar, behalv...;2004 juni;832955;1165961;399602;766359
557;2  Grondstoffen, niet eetbaar, behalv...;2004 juli;754106;958243;336166;622076
558;2  Grondstoffen, niet eetbaar, behalv...;2004 augustus;718895;1071661;323173;748489
559;2  Grondstoffen, niet eetbaar, behalv...;2004 september;818591;1276112;411222;864890
560;2  Grondstoffen, niet eetbaar, behalv...;2004 oktober;771621;1173638;378575;795064
561;2  Grondstoffen, niet eetbaar, behalv...;2004 november;868118;1202253;415232;787021
562;2  Grondstoffen, niet eetbaar, behalv...;2004 december;814946;1185105;357830;827275
563;2  Grondstoffen, niet eetbaar, behalv...;2004;9238645;14177890;4342318;9835572
564;2  Grondstoffen, niet eetbaar, behalv...;2005 januari;745101;1200352;360721;839632
565;2  Grondstoffen, niet eetbaar, behalv...;2005 februari;700431;1239228;313240;925988
566;2  Grondstoffen, niet eetbaar, behalv...;2005 maart;885082;1503026;432473;1070552
567;2  Grondstoffen, niet eetbaar, behalv...;2005 april;871526;1447168;446544;1000624
568;2  Grondstoffen, niet eetbaar, behalv...;2005 mei;804887;1375010;395928;979082
569;2  Grondstoffen, niet eetbaar, behalv...;2005 juni;846891;1169075;404199;764875
570;2  Grondstoffen, niet eetbaar, behalv...;2005 juli;732445;1057295;362452;694843
571;2  Grondstoffen, niet eetbaar, behalv...;2005 augustus;770182;1226510;374268;852242
572;2  Grondstoffen, niet eetbaar, behalv...;2005 september;866180;1348115;437224;910891
573;2  Grondstoffen, niet eetbaar, behalv...;2005 oktober;835659;1276839;409772;867067
574;2  Grondstoffen, niet eetbaar, behalv...;2005 november;827645;1254625;398956;855669
575;2  Grondstoffen, niet eetbaar, behalv...;2005 december;880980;1308019;395780;912239
576;2  Grondstoffen, niet eetbaar, behalv...;2005;9767009;15405262;4731558;10673703
577;2  Grondstoffen, niet eetbaar, behalv...;2006 januari;817571;1286105;412156;873949
578;2  Grondstoffen, niet eetbaar, behalv...;2006 februari;850877;1466621;442466;1024155
579;2  Grondstoffen, niet eetbaar, behalv...;2006 maart;947562;1721115;560919;1160197
580;2  Grondstoffen, niet eetbaar, behalv...;2006 april;879851;1466245;426785;1039460
581;2  Grondstoffen, niet eetbaar, behalv...;2006 mei;925225;1681565;538161;1143404
582;2  Grondstoffen, niet eetbaar, behalv...;2006 juni;927872;1377604;492392;885213
583;2  Grondstoffen, niet eetbaar, behalv...;2006 juli;825975;1135108;453575;681533
584;2  Grondstoffen, niet eetbaar, behalv...;2006 augustus;911069;1362942;449051;913891
585;2  Grondstoffen, niet eetbaar, behalv...;2006 september;953414;1602690;591655;1011034
586;2  Grondstoffen, niet eetbaar, behalv...;2006 oktober;1096904;1546527;563524;983003
587;2  Grondstoffen, niet eetbaar, behalv...;2006 november;1091020;1522952;594616;928336
588;2  Grondstoffen, niet eetbaar, behalv...;2006 december;906430;1432761;495529;937232
589;2  Grondstoffen, niet eetbaar, behalv...;2006;11133772;17602236;6020828;11581408
590;2  Grondstoffen, niet eetbaar, behalv...;2007 januari;1056021;1497797;558348;939449
591;2  Grondstoffen, niet eetbaar, behalv...;2007 februari;993930;1665397;587432;1077965
592;2  Grondstoffen, niet eetbaar, behalv...;2007 maart;1132783;1917027;665506;1251521
593;2  Grondstoffen, niet eetbaar, behalv...;2007 april;1109588;1688792;620868;1067924
594;2  Grondstoffen, niet eetbaar, behalv...;2007 mei;1173510;1807600;683677;1123922
595;2  Grondstoffen, niet eetbaar, behalv...;2007 juni;1161381;1541048;592212;948836
596;2  Grondstoffen, niet eetbaar, behalv...;2007 juli;1060779;1339413;497846;841567
597;2  Grondstoffen, niet eetbaar, behalv...;2007 augustus;930069;1374777;399748;975030
598;2  Grondstoffen, niet eetbaar, behalv...;2007 september;971600;1436580;467849;968731
599;2  Grondstoffen, niet eetbaar, behalv...;2007 oktober;1092152;1568053;538420;1029633
600;2  Grondstoffen, niet eetbaar, behalv...;2007 november;1049148;1479690;519580;960109
601;2  Grondstoffen, niet eetbaar, behalv...;2007 december;1000502;1352883;465504;887379
602;2  Grondstoffen, niet eetbaar, behalv...;2007;12731464;18669055;6596990;12072065
603;2  Grondstoffen, niet eetbaar, behalv...;2008 januari;1098583;1583588;544557;1039031
604;2  Grondstoffen, niet eetbaar, behalv...;2008 februari;1233352;1827425;521772;1305653
605;2  Grondstoffen, niet eetbaar, behalv...;2008 maart;1198788;1785408;566091;1219317
606;2  Grondstoffen, niet eetbaar, behalv...;2008 april;1214414;1724508;570327;1154181
607;2  Grondstoffen, niet eetbaar, behalv...;2008 mei;1234053;1706381;556380;1150001
608;2  Grondstoffen, niet eetbaar, behalv...;2008 juni;1111067;1466928;523997;942930
609;2  Grondstoffen, niet eetbaar, behalv...;2008 juli;1234291;1356673;463764;892909
610;2  Grondstoffen, niet eetbaar, behalv...;2008 augustus;1052492;1362296;409552;952744
611;2  Grondstoffen, niet eetbaar, behalv...;2008 september;1292919;1591291;499564;1091727
612;2  Grondstoffen, niet eetbaar, behalv...;2008 oktober;1251445;1410184;421509;988675
613;2  Grondstoffen, niet eetbaar, behalv...;2008 november;1049700;1125673;328794;796879
614;2  Grondstoffen, niet eetbaar, behalv...;2008 december;887937;1202240;312225;890015
615;2  Grondstoffen, niet eetbaar, behalv...;2008;13859042;18142597;5718533;12424064
616;2  Grondstoffen, niet eetbaar, behalv...;2009 januari;776496;1128894;295167;833727
617;2  Grondstoffen, niet eetbaar, behalv...;2009 februari;738962;1277673;311886;965787
618;2  Grondstoffen, niet eetbaar, behalv...;2009 maart;852430;1454901;314930;1139970
619;2  Grondstoffen, niet eetbaar, behalv...;2009 april;810713;1416192;344168;1072024
620;2  Grondstoffen, niet eetbaar, behalv...;2009 mei;816446;1331735;346680;985055
621;2  Grondstoffen, niet eetbaar, behalv...;2009 juni;768721;1251709;360509;891200
622;2  Grondstoffen, niet eetbaar, behalv...;2009 juli;814586;1135600;347368;788232
623;2  Grondstoffen, niet eetbaar, behalv...;2009 augustus;765887;1177192;312740;864452
624;2  Grondstoffen, niet eetbaar, behalv...;2009 september;871986;1385015;383629;1001386
625;2  Grondstoffen, niet eetbaar, behalv...;2009 oktober;861476;1309123;353823;955300
626;2  Grondstoffen, niet eetbaar, behalv...;2009 november;902046;1296066;401961;894104
627;2  Grondstoffen, niet eetbaar, behalv...;2009 december;851715;1272206;343363;928843
628;2  Grondstoffen, niet eetbaar, behalv...;2009;9831464;15436304;4116223;11320081
629;2  Grondstoffen, niet eetbaar, behalv...;2010 januari;871603;1234385;438986;795398
630;2  Grondstoffen, niet eetbaar, behalv...;2010 februari;895837;1544038;506545;1037492
631;2  Grondstoffen, niet eetbaar, behalv...;2010 maart;1134393;1953403;602858;1350546
632;2  Grondstoffen, niet eetbaar, behalv...;2010 april;1141453;1820861;585365;1235496
633;2  Grondstoffen, niet eetbaar, behalv...;2010 mei;1162788;1763962;584670;1179292
634;2  Grondstoffen, niet eetbaar, behalv...;2010 juni;1171801;1591032;620129;970902
635;2  Grondstoffen, niet eetbaar, behalv...;2010 juli;1105015;1315563;498124;817439
636;2  Grondstoffen, niet eetbaar, behalv...;2010 augustus;1078070;1465335;474051;991284
637;2  Grondstoffen, niet eetbaar, behalv...;2010 september;1129911;1637552;542417;1095135
638;2  Grondstoffen, niet eetbaar, behalv...;2010 oktober;1312513;1606537;571000;1035537
639;2  Grondstoffen, niet eetbaar, behalv...;2010 november;1210440;1645524;615360;1030164
640;2  Grondstoffen, niet eetbaar, behalv...;2010 december;1129725;1500179;528033;972146
641;2  Grondstoffen, niet eetbaar, behalv...;2010;13343551;19078370;6567538;12510832
642;2  Grondstoffen, niet eetbaar, behalv...;2011 januari;1260940;1731476;630540;1100936
643;2  Grondstoffen, niet eetbaar, behalv...;2011 februari;1324203;1875149;597944;1277204
644;2  Grondstoffen, niet eetbaar, behalv...;2011 maart;1478539;2062146;655349;1406797
645;2  Grondstoffen, niet eetbaar, behalv...;2011 april;1249967;1893244;586340;1306904
646;2  Grondstoffen, niet eetbaar, behalv...;2011 mei;1432081;1943488;627434;1316054
647;2  Grondstoffen, niet eetbaar, behalv...;2011 juni;1423654;1625541;561611;1063929
648;2  Grondstoffen, niet eetbaar, behalv...;2011 juli;1255881;1459450;471263;988187
649;2  Grondstoffen, niet eetbaar, behalv...;2011 augustus;1318379;1586031;452260;1133771
650;2  Grondstoffen, niet eetbaar, behalv...;2011 september;1230933;1772692;558446;1214245
651;2  Grondstoffen, niet eetbaar, behalv...;2011 oktober;1237572;1613242;520793;1092448
652;2  Grondstoffen, niet eetbaar, behalv...;2011 november;1401887;1636398;550716;1085682
653;2  Grondstoffen, niet eetbaar, behalv...;2011 december;1261202;1641735;510796;1130939
654;2  Grondstoffen, niet eetbaar, behalv...;2011;15875239;20840591;6723492;14117098
655;2  Grondstoffen, niet eetbaar, behalv...;2012 januari;1200907;1725302;560180;1165122
656;2  Grondstoffen, niet eetbaar, behalv...;2012 februari;1265187;1977312;628569;1348742
657;2  Grondstoffen, niet eetbaar, behalv...;2012 maart;1440569;2218603;685435;1533168
658;2  Grondstoffen, niet eetbaar, behalv...;2012 april;1282951;1867634;581330;1286304
659;2  Grondstoffen, niet eetbaar, behalv...;2012 mei;1359883;2002921;602325;1400596
660;2  Grondstoffen, niet eetbaar, behalv...;2012 juni;1289362;1745276;635681;1109596
661;2  Grondstoffen, niet eetbaar, behalv...;2012 juli;1156834;1514601;534891;979710
662;2  Grondstoffen, niet eetbaar, behalv...;2012 augustus;1335670;1669634;572861;1096774
663;2  Grondstoffen, niet eetbaar, behalv...;2012 september;1105887;1644951;538684;1106267
664;2  Grondstoffen, niet eetbaar, behalv...;2012 oktober;1244670;1773474;595531;1177943
665;2  Grondstoffen, niet eetbaar, behalv...;2012 november;1223148;1730243;616104;1114139
666;2  Grondstoffen, niet eetbaar, behalv...;2012 december;1015046;1512614;462134;1050480
667;2  Grondstoffen, niet eetbaar, behalv...;2012;14920114;21382565;7013723;14368841
668;2  Grondstoffen, niet eetbaar, behalv...;2013 januari;1183218;1741650;624405;1117244
669;2  Grondstoffen, niet eetbaar, behalv...;2013 februari;1128918;1815322;555662;1259659
670;2  Grondstoffen, niet eetbaar, behalv...;2013 maart;1265758;1955960;543616;1412344
671;2  Grondstoffen, niet eetbaar, behalv...;2013 april;1130846;1816440;500975;1315465
672;2  Grondstoffen, niet eetbaar, behalv...;2013 mei;1270890;1954096;558590;1395506
673;2  Grondstoffen, niet eetbaar, behalv...;2013 juni;1072036;1475822;478400;997422
674;2  Grondstoffen, niet eetbaar, behalv...;2013 juli;1106722;1408843;472427;936416
675;2  Grondstoffen, niet eetbaar, behalv...;2013 augustus;1173039;1446482;443028;1003454
676;2  Grondstoffen, niet eetbaar, behalv...;2013 september;1032351;1600454;511378;1089076
677;2  Grondstoffen, niet eetbaar, behalv...;2013 oktober;1178327;1576208;487129;1089079
678;2  Grondstoffen, niet eetbaar, behalv...;2013 november;1142006;1535255;473985;1061270
679;2  Grondstoffen, niet eetbaar, behalv...;2013 december;1109697;1491128;435638;1055490
680;2  Grondstoffen, niet eetbaar, behalv...;2013 ;13793808;19817660;6085233;13732427
681;2  Grondstoffen, niet eetbaar, behalv...;2014 januari;1081919;1617820;530530;1087290
682;2  Grondstoffen, niet eetbaar, behalv...;2014 februari;1120454;1787656;502167;1285489
683;2  Grondstoffen, niet eetbaar, behalv...;2014 maart;1148696;1904638;534740;1369898
684;2  Grondstoffen, niet eetbaar, behalv...;2014 april;1236572;1866096;522142;1343954
685;2  Grondstoffen, niet eetbaar, behalv...;2014 mei;1073200;1871003;559299;1311704
686;2  Grondstoffen, niet eetbaar, behalv...;2014 juni;1147749;1570554;540187;1030367
687;2  Grondstoffen, niet eetbaar, behalv...;2014 juli;1157496;1586930;536868;1050061
688;2  Grondstoffen, niet eetbaar, behalv...;2014 augustus;1006861;1497520;450553;1046967
689;2  Grondstoffen, niet eetbaar, behalv...;2014 september;1104642;1707681;502871;1204810
690;2  Grondstoffen, niet eetbaar, behalv...;2014 oktober;1163557;1652371;507752;1144620
691;2  Grondstoffen, niet eetbaar, behalv...;2014 november;1159898;1467156;453449;1013707
692;2  Grondstoffen, niet eetbaar, behalv...;2014 december;1052745;1549500;486564;1062936
693;2  Grondstoffen, niet eetbaar, behalv...;2014;13453789;20078925;6127121;13951804
694;2  Grondstoffen, niet eetbaar, behalv...;2015 januari;1073108;1610645;458006;1152639
695;2  Grondstoffen, niet eetbaar, behalv...;2015 februari;1055366;1734301;488576;1245725
696;2  Grondstoffen, niet eetbaar, behalv...;2015 maart;1246935;2022537;542321;1480215
697;2  Grondstoffen, niet eetbaar, behalv...;2015 april;1244312;1858645;489849;1368795
698;2  Grondstoffen, niet eetbaar, behalv...;2015 mei;1116525;1807039;502780;1304260
699;2  Grondstoffen, niet eetbaar, behalv...;2015 juni;1147441;1650888;498200;1152688
700;3  Minerale brandstoffen, smeermiddel...;2002 januari;1523240;1675663;366105;1309558
701;3  Minerale brandstoffen, smeermiddel...;2002 februari;1637333;1513002;383168;1129834
702;3  Minerale brandstoffen, smeermiddel...;2002 maart;1898247;1717331;465413;1251918
703;3  Minerale brandstoffen, smeermiddel...;2002 april;1713351;1605756;395519;1210237
704;3  Minerale brandstoffen, smeermiddel...;2002 mei;1820782;1532945;385325;1147620
705;3  Minerale brandstoffen, smeermiddel...;2002 juni;1734973;1479711;427609;1052102
706;3  Minerale brandstoffen, smeermiddel...;2002 juli;1444575;1377239;332883;1044356
707;3  Minerale brandstoffen, smeermiddel...;2002 augustus;1709095;1366174;337201;1028973
708;3  Minerale brandstoffen, smeermiddel...;2002 september;1729600;1591790;418827;1172963
709;3  Minerale brandstoffen, smeermiddel...;2002 oktober;1868515;1687973;401332;1286641
710;3  Minerale brandstoffen, smeermiddel...;2002 november;1655699;1461366;327915;1133451
711;3  Minerale brandstoffen, smeermiddel...;2002 december;1950474;1994749;585943;1408806
712;3  Minerale brandstoffen, smeermiddel...;2002;20685884;19003699;4827240;14176459
713;3  Minerale brandstoffen, smeermiddel...;2003 januari;1863173;2000748;429903;1570845
714;3  Minerale brandstoffen, smeermiddel...;2003 februari;1847827;1978304;373223;1605081
715;3  Minerale brandstoffen, smeermiddel...;2003 maart;2092375;1924564;561354;1363210
716;3  Minerale brandstoffen, smeermiddel...;2003 april;1838999;1417389;372113;1045276
717;3  Minerale brandstoffen, smeermiddel...;2003 mei;1668812;1379467;340792;1038675
718;3  Minerale brandstoffen, smeermiddel...;2003 juni;1713313;1359995;327296;1032699
719;3  Minerale brandstoffen, smeermiddel...;2003 juli;1731401;1365827;303303;1062524
720;3  Minerale brandstoffen, smeermiddel...;2003 augustus;1973878;1340222;283657;1056565
721;3  Minerale brandstoffen, smeermiddel...;2003 september;1654727;1327820;313028;1014792
722;3  Minerale brandstoffen, smeermiddel...;2003 oktober;1732061;1787109;338820;1448289
723;3  Minerale brandstoffen, smeermiddel...;2003 november;1631342;1671319;342130;1329189
724;3  Minerale brandstoffen, smeermiddel...;2003 december;1812106;1813589;367019;1446570
725;3  Minerale brandstoffen, smeermiddel...;2003;21560014;19366353;4352638;15013715
726;3  Minerale brandstoffen, smeermiddel...;2004 januari;1841562;1852051;376871;1475180
727;3  Minerale brandstoffen, smeermiddel...;2004 februari;1808348;1723761;320448;1403313
728;3  Minerale brandstoffen, smeermiddel...;2004 maart;2065021;1898157;390470;1507687
729;3  Minerale brandstoffen, smeermiddel...;2004 april;1965913;1617385;372291;1245093
730;3  Minerale brandstoffen, smeermiddel...;2004 mei;2204291;1732230;379137;1353094
731;3  Minerale brandstoffen, smeermiddel...;2004 juni;2293324;1569166;336193;1232973
732;3  Minerale brandstoffen, smeermiddel...;2004 juli;2341031;1784002;419348;1364654
733;3  Minerale brandstoffen, smeermiddel...;2004 augustus;2597324;1825402;430803;1394599
734;3  Minerale brandstoffen, smeermiddel...;2004 september;2436090;1858583;373912;1484670
735;3  Minerale brandstoffen, smeermiddel...;2004 oktober;2541948;2135891;456168;1679723
736;3  Minerale brandstoffen, smeermiddel...;2004 november;2367313;2124622;444465;1680158
737;3  Minerale brandstoffen, smeermiddel...;2004 december;2261613;2241529;442774;1798755
738;3  Minerale brandstoffen, smeermiddel...;2004;26723778;22362777;4742879;17619898
739;3  Minerale brandstoffen, smeermiddel...;2005 januari;2451165;2419080;521546;1897535
740;3  Minerale brandstoffen, smeermiddel...;2005 februari;2387220;2219057;486943;1732114
741;3  Minerale brandstoffen, smeermiddel...;2005 maart;2962320;2299512;554882;1744630
742;3  Minerale brandstoffen, smeermiddel...;2005 april;2752776;2398955;585629;1813327
743;3  Minerale brandstoffen, smeermiddel...;2005 mei;2787007;2328300;464754;1863546
744;3  Minerale brandstoffen, smeermiddel...;2005 juni;2896001;2160731;509631;1651100
745;3  Minerale brandstoffen, smeermiddel...;2005 juli;3255078;2240938;490593;1750346
746;3  Minerale brandstoffen, smeermiddel...;2005 augustus;3342566;2468615;530245;1938370
747;3  Minerale brandstoffen, smeermiddel...;2005 september;3455130;2763148;672046;2091102
748;3  Minerale brandstoffen, smeermiddel...;2005 oktober;3499000;2840834;755109;2085725
749;3  Minerale brandstoffen, smeermiddel...;2005 november;3562089;3272652;693259;2579393
750;3  Minerale brandstoffen, smeermiddel...;2005 december;3605291;3399768;625217;2774551
751;3  Minerale brandstoffen, smeermiddel...;2005;36955642;30811590;6889854;23921737
752;3  Minerale brandstoffen, smeermiddel...;2006 januari;3912808;3675548;823998;2851551
753;3  Minerale brandstoffen, smeermiddel...;2006 februari;3427906;3542302;763135;2779167
754;3  Minerale brandstoffen, smeermiddel...;2006 maart;3997013;4153559;1054009;3099551
755;3  Minerale brandstoffen, smeermiddel...;2006 april;3716567;3496303;819695;2676608
756;3  Minerale brandstoffen, smeermiddel...;2006 mei;4256277;3259019;727883;2531137
757;3  Minerale brandstoffen, smeermiddel...;2006 juni;4208978;3321047;747344;2573703
758;3  Minerale brandstoffen, smeermiddel...;2006 juli;4300489;3157586;762720;2394867
759;3  Minerale brandstoffen, smeermiddel...;2006 augustus;4549747;3511981;880334;2631647
760;3  Minerale brandstoffen, smeermiddel...;2006 september;4009654;2912164;716899;2195265
761;3  Minerale brandstoffen, smeermiddel...;2006 oktober;4020031;3307891;957775;2350116
