ID;RegioS;Code_1;Naam_2;SorteringNaam_3;Code_4;Naam_5;Code_6;Naam_7;Code_8;Naam_9;Code_10;Naam_11;Code_12;Naam_13;Code_14;Naam_15;Code_16;Naam_17;Code_18;Naam_19;Code_20;Naam_21;Code_22;Naam_23;Code_24;Naam_25;Code_26;Naam_27;Code_28;Naam_29;Code_30;Naam_31;Code_32;Naam_33;Code_34;Naam_35;Code_36;Naam_37;Code_38;Naam_39;Code_40;Naam_41;Code_42;Naam_43;Code_44;Naam_45;Code_46;Naam_47;Code_48;Naam_49;Code_50;Naam_51;Code_52;Naam_53;Code_54;Naam_55;Code_56;Naam_57;Code_58;Naam_59;Code_60;Code_61;Naam_62;Code_63;Naam_64;Code_65;Omschrijving_66;Code_67;Naam_68;Inwonertal_69;Omgevingsadressendichtheid_70
81;383;383;Castricum                              ;Castricum                  ;14;Alkmaar         ;6;Noord-Holland-Noord       ;22;Haarlem-Beverwijk-Velsen       ;20;IJmond                             ;200;IJmond                             ;2000;IJmond                                     ;55;Noord-Kennemerland                      ;12;Kennemerland      ;13;Kennemerland     ;31;GGD Kennemerland                  ;46;Alkmaar                  ;9;Den Helder      ;2708;Kennemerland                            ;7;Westelijk Holland            ;3;West-Nederland ;42;Velsen                ; NL3;West-Nederland ;NL32;Noord-Holland;NL323;IJmond                             ;15;Zuid-Noord-Holland              ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;2;Noordzeebadplaatsen                     ;24;Noord-Kennemerland             ;17;Zuid- en Midden-Kennemerland            ;22;Midden-Kennemerland                     ;222;0;                ;11;Haarlem         ;4;  20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;35091;1150
82;109;109;Coevorden                              ;Coevorden                  ;19;Assen           ;71;Drenthe                   ;9;Emmen-Coevorden                ;8;Zuidoost-Drenthe                   ;80;Zuidoost-Drenthe                   ;800;Zuidoost-Drenthe                           ;18;Zuiddrents randgebied                   ;1;Groningen-Drenthe ;3;Drenthe          ;7;GGD Drenthe                       ;61;Emmen                    ;3;Assen           ;2204;Zuidelijk zandgebied in Drenthe         ;4;Oostelijk Veehouderijgebied  ;1;Noord-Nederland;13;Coevorden/Dalen       ; NL1;Noord-Nederland;NL13;Drenthe      ;NL132;Zuidoost-Drenthe                   ;4;Assen-Hoogeveen-Emmen           ;3;Drenthe                  ;22;Drenthe      ;5;Leeuwarden      ;5;Zuid en Midden Drenthe ;12;Groningse, Friese en Drentse zandgronden;8;Zuidoost-Drenthe               ;6;Zuidoost- en Zuidwest-Drenthe           ;6;Zuidoost- en Zuidwest-Drenthe           ;092;0;                ;0;                ;4;  20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;36086;465
83;Cranendonck;1706;Cranendonck                            ;Cranendonck                ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant   ;40;Eindhoven-Helmond              ;36;Zuidoost-Noord-Brabant             ;360;Zuidoost-Noord-Brabant             ;3600;Zuidoost-Noord-Brabant                     ;117;Valkenswaard en oostelijke randgemeenten;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant              ;2;Eindhoven                ;19;Eindhoven       ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;70;Eindhoven             ; NL4;Zuid-Nederland ;NL41;Noord-Brabant;NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant;1;'s-Hertogenbosch;30;Weert                  ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;37;Zuidoost-Brabant               ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ;401;0;                ;0;                ;4;  20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;20039;534
84;611;611;Cromstrijen                            ;Cromstrijen                ;11;Dordrecht       ;10;Zuid-Holland Zuid         ;28;Rotterdam-Schiedam             ;29;Groot-Rijnmond                     ;292;Overig Groot-Rijnmond              ;2920;Overig Groot-Rijnmond                      ;90;Hoeksche Waard                          ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden       ;38;Oud-Beijerland           ;15;Dordrecht       ;2801;Voorne-Putten en Hoeksche Waard         ;11;Zuidwestelijk akkerbouwgebied;3;West-Nederland ;55;Oud-Beijerland        ; NL3;West-Nederland ;NL33;Zuid-Holland ;NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;4;Deltagebied                             ;30;Zuid-Holland-Zuid              ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;282;0;                ;0;                ;3;  10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;13048;616
85;Cuijk;1684;Cuijk                                  ;Cuijk                      ;1;'s-Hertogenbosch;72;Noordoost Noord-Brabant   ;15;Nijmegen                       ;35;Noordoost-Noord-Brabant            ;352;Overig Noordoost-Noord-brabant     ;3520;Overig Noordoost-Noord-brabant             ;119;Land van Cuijk                          ;7;Nijmegen          ;24;'s-Hertogenbosch ;54;GGD Hart voor Brabant             ;4;Boxmeer                  ;18;'s-Hertogenbosch;3009;Maaskant en Land van Cuijk              ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;73;Boxmeer               ; NL4;Zuid-Nederland ;NL41;Noord-Brabant;NL413;Noordoost-Noord-Brabant            ;11;Oostelijk Maas-Waalgebied       ;21;Brabant-Noord            ;30;Noord-Brabant;1;'s-Hertogenbosch;27;Noordoost Brabant      ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;36;Noordoost-Brabant              ;27;'s-Hertogenbosch + Noordoost Brabant    ;40;Noordoost-Brabant                       ;152;0;                ;0;                ;4;  20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;24223;723
86;216;216;Culemborg                              ;Culemborg                  ;5;Arnhem          ;48;Gelderland-Zuid           ;19;Utrecht-Zeist-Woerden          ;16;Zuidwest-Gelderland                ;160;Zuidwest-Gelderland                ;1600;Zuidwest-Gelderland                        ;38;Westelijke Betuwe                       ;9;Utrecht           ;8;Nijmegen         ;20;GGD Rivierenland                  ;16;Tiel                     ;7;Arnhem          ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied               ;2;Oost-Nederland ;33;Culemborg             ; NL2;Oost-Nederland ;NL22;Gelderland   ;NL224;Zuidwest-Gelderland                ;13;Utrecht en omstreken            ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;14;Rivierenland           ;9;Gelders Rivierengebied                  ;15;Rivierenland                   ;12;Nijmegen e.o. en Betuwe                 ;15;Betuwe                                  ;192;0;                ;0;                ;4;  20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;27143;1304
87;148;148;Dalfsen                                ;Dalfsen                    ;7;Zwolle/Lelystad ;41;IJssel-Vecht              ;11;Zwolle-Kampen                  ;10;Noord-Overijssel                   ;100;Noord-Overijssel                   ;1000;Noord-Overijssel                           ;20;IJssel-, Vechtdelta                     ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht            ;23;Zwolle                   ;4;Zwolle          ;2301;Weidegebied in Overijssel               ;3;Noordelijk Weidegebied       ;2;Oost-Nederland ;18;Zwolle                ; NL2;Oost-Nederland ;NL21;Overijssel   ;NL211;Noord-Overijssel                   ;5;Zwolle-Meppel en omstreken      ;4;IJsselland               ;23;Overijssel   ;2;Arnhem          ;6;Ijssel Vecht           ;11;Twente, Salland en Vechtstreek          ;10;IJssel-Vecht                   ;8;IJsselvallei                            ;9;IJsselvallei                            ;111;0;                ;3;Zwolle          ;4;  20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;26459;406
88;65;65;Dantumadeel                            ;Dantumadeel                ;17;Leeuwarden      ;23;Fryslân                   ;3;Leeuwarden-Franeker-Dongeradeel;4;Noord-Friesland                    ;40;Noord-Friesland                    ;400;Noord-Friesland                            ;9;Fries zandgebied                        ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                     ;53;Leeuwarden               ;2;Leeuwarden      ;2103;De Wouden                               ;3;Noordelijk Weidegebied       ;1;Noord-Nederland;10;Leeuwarden            ; NL1;Noord-Nederland;NL12;Friesland    ;NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland    ;5;Leeuwarden      ;4;Fryslân                ;17;Overig Nederland                        ;4;Friesland-noord                ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;   ;0;                ;0;                ;3;  10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;19679;383
89;503;503;Delft                                  ;Delft                      ;9;'s-Gravenhage   ;46;Haaglanden                ;30;Delft                          ;27;Delft en Westland                  ;270;Delft en Westland                  ;2700;Delft en Westland                          ;82;Delft                                   ;15;'s-Gravenhage     ;17;Delft en Westland;41;GGD Zuid-Holland West             ;29;Delft                    ;13;'s-Gravenhage   ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland            ;3;West-Nederland ;50;Delft                 ; NL3;West-Nederland ;NL33;Zuid-Holland ;NL333;Delft en Westland                  ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland ;3;'s-Gravenhage   ;22;Haaglanden             ;17;Overig Nederland                        ;28;Haaglanden                     ;20;'s-Gravenhage/Westland                  ;28;Westland                                ;   ;0;                ;13;'s-Gravenhage   ;5;  50 000 - < 100 000 inwoners ;1;Zeer sterk stedelijk;95031;3275
90;10;10;Delfzijl                               ;Delfzijl                   ;18;Groningen       ;34;Groningen                 ;1;Groningen                      ;2;Delfzijl en omgeving               ;20;Delfzijl en omgeving               ;200;Delfzijl en omgeving                       ;2;Appingedam, Delfzijl                    ;1;Groningen-Drenthe ;1;Groningen        ;1;Hulpverleningsdienst GGD Groningen;57;Groningen                ;1;Groningen       ;2003;Oostelijke bouwstreek in Groningen      ;2;Veenkoloniën en Oldambt      ;1;Noord-Nederland;2;Appingedam/Delfzijl   ; NL1;Noord-Nederland;NL11;Groningen    ;NL112;Delfzijl en omgeving               ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen    ;5;Leeuwarden      ;1;Noord Groningen        ;17;Overig Nederland                        ;2;Noord-Groningen en Eemsmond    ;1;Ommelanden                              ;1;Ommelanden                              ;012;0;                ;0;                ;4;  20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;28446;633
91;762;762;Deurne                                 ;Deurne                     ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant   ;40;Eindhoven-Helmond              ;36;Zuidoost-Noord-Brabant             ;360;Zuidoost-Noord-Brabant             ;3600;Zuidoost-Noord-Brabant                     ;118;Brabantse Peel                          ;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant              ;3;Helmond                  ;19;Eindhoven       ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;74;Helmond               ; NL4;Zuid-Nederland ;NL41;Noord-Brabant;NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant;1;'s-Hertogenbosch;28;Zuidoost Brabant       ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;37;Zuidoost-Brabant               ;28;Helmond/Eindhoven                       ;38;Helmond e.o.                            ;402;0;                ;0;                ;4;  20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;32003;802
92;150;150;Deventer                               ;Deventer                   ;7;Zwolle/Lelystad ;31;Noord- en Oost-Gelderland ;13;Deventer                       ;11;Zuidwest-Overijssel                ;110;Zuidwest-Overijssel                ;1100;Zuidwest-Overijssel                        ;22;Zuidwest-Overijssel                     ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;GGD Regio Stedendriehoek          ;22;Deventer                 ;4;Zwolle          ;2304;Salland                                 ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;20;Deventer              ; NL2;Oost-Nederland ;NL21;Overijssel   ;NL212;Zuidwest-Overijssel                ;7;Apeldoorn en midden-IJsselgebied;4;IJsselland               ;23;Overijssel   ;2;Arnhem          ;9;Stedendriehoek         ;11;Twente, Salland en Vechtstreek          ;11;Stedendriehoek                 ;8;IJsselvallei                            ;9;IJsselvallei                            ;   ;0;                ;0;                ;5;  50 000 - < 100 000 inwoners ;2;Sterk stedelijk     ;95620;1680
93;384;384;Diemen                                 ;Diemen                     ;13;Amsterdam       ;51;Amsterdam en omstreken    ;21;Amsterdam-Purmerend            ;23;Groot-Amsterdam                    ;232;Overig Groot-Amsterdam             ;2321;Overig Agglomeratie Amsterdam              ;64;Zuidelijk randgebied Amsterdam          ;13;Amsterdam         ;14;Amsterdam        ;34;GG en GD Amsterdam                ;44;Amsterdam                ;11;Haarlem         ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;44;Amsterdam             ; NL3;West-Nederland ;NL32;Noord-Holland;NL326;Groot-Amsterdam                    ;15;Zuid-Noord-Holland              ;13;Amsterdam-Amstelland     ;27;Noord-Holland;4;Amsterdam       ;20;Zuidelijk Noord-Holland;17;Overig Nederland                        ;21;Agglomeratie Amsterdam         ;16;Zaanstreek/Waterland/Amstelland/Meerland;23;Amstelland/Meerlanden                   ;211;10;Amsterdam       ;10;Amsterdam       ;4;  20 000 - < 50 000 inwoners  ;2;Sterk stedelijk     ;23932;2091
94;Dinkelland;1774;Dinkelland                             ;Dinkelland                 ;8;Almelo          ;35;Twente                    ;10;Enschede-Hengelo               ;12;Twente                             ;120;Twente                             ;1200;Twente                                     ;24;Overige gemeenten in Twente             ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                  ;27;Enschede                 ;4;Zwolle          ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;22;Enschede              ; NL2;Oost-Nederland ;NL21;Overijssel   ;NL213;Twente                             ;6;Twente                          ;5;Twente                   ;23;Overijssel   ;2;Arnhem          ;7;Twente                 ;11;Twente, Salland en Vechtstreek          ;12;Twente                         ;7;Twente                                  ;8;Hengelo/Enschede                        ;   ;0;                ;0;                ;4;  20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;26103;403
95;504;504;Dirksland                              ;Dirksland                  ;10;Rotterdam       ;20;Rotterdam-Rijnmond        ;28;Rotterdam-Schiedam             ;29;Groot-Rijnmond                     ;292;Overig Groot-Rijnmond              ;2920;Overig Groot-Rijnmond                      ;92;Goeree en Overflakkee                   ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden       ;36;Middelharnis             ;15;Dordrecht       ;2803;Goeree-Overflakkee                      ;11;Zuidwestelijk akkerbouwgebied;3;West-Nederland ;57;Middelharnis          ; NL3;West-Nederland ;NL33;Zuid-Holland ;NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;4;Deltagebied                             ;29;Rijnmond                       ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;284;0;                ;0;                ;2;  5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;8298;442
96;221;221;Doesburg                               ;Doesburg                   ;5;Arnhem          ;45;Gelderland-Midden         ;14;Arnhem-Doetinchem              ;15;Arnhem/Nijmegen                    ;150;Arnhem/Nijmegen                    ;1500;Arnhem/Nijmegen                            ;27;Oude-IJsselgebied (westelijk deel)      ;6;Arnhem            ;7;Arnhem           ;19;Hulpverlening Gelderland Midden   ;14;Arnhem                   ;7;Arnhem          ;2502;IJsselstreek                            ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;26;Arnhem                ; NL2;Oost-Nederland ;NL22;Gelderland   ;NL223;Arnhem/Nijmegen                    ;9;Arnhem en omstreken             ;7;Gelderland-Midden        ;25;Gelderland   ;2;Arnhem          ;11;Ijssel en Rijn         ;10;Achterhoek                              ;14;Arnhem/Nijmegen                ;10;Arnhem e.o.                             ;13;Arnhem e.o.                             ;141;0;                ;0;                ;3;  10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;11381;751
97;222;222;Doetinchem                             ;Doetinchem                 ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;14;Arnhem-Doetinchem              ;14;Achterhoek                         ;140;Achterhoek                         ;1400;Achterhoek                                 ;27;Oude-IJsselgebied (westelijk deel)      ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek              ;18;Wisch                    ;6;Apeldoorn       ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;25;Doetinchem            ; NL2;Oost-Nederland ;NL22;Gelderland   ;NL222;Achterhoek                         ;8;Zuidelijke Achterhoek           ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;12;Achterhoek             ;10;Achterhoek                              ;13;Oost-Gelderland                ;11;Achterhoek                              ;12;Achterhoek                              ;142;0;                ;0;                ;5;  50 000 - < 100 000 inwoners ;3;Matig stedelijk     ;56754;1024
98;766;766;Dongen                                 ;Dongen                     ;2;Breda           ;1;Midden- en West-Brabant   ;42;Tilburg                        ;34;Midden-Noord-Brabant               ;340;Midden-Noord-Brabant               ;3400;Midden-Noord-Brabant                       ;108;Gebied om Tilburg                       ;21;Tilburg           ;23;Tilburg          ;54;GGD Hart voor Brabant             ;6;Tilburg                  ;18;'s-Hertogenbosch;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;68;Tilburg               ; NL4;Zuid-Nederland ;NL41;Noord-Brabant;NL412;Midden-Noord-Brabant               ;21;Tilburg en omstreken            ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;26;Midden Brabant         ;13;West- en Midden-Brabant                 ;35;Midden-Brabant                 ;26;Midden-Brabant/Waalwijk                 ;36;Midden-Brabant                          ;   ;0;                ;0;                ;4;  20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;25533;1076
99;58;58;Dongeradeel                            ;Dongeradeel                ;17;Leeuwarden      ;23;Fryslân                   ;3;Leeuwarden-Franeker-Dongeradeel;4;Noord-Friesland                    ;40;Noord-Friesland                    ;400;Noord-Friesland                            ;12;Friese bouwstreek                       ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                     ;53;Leeuwarden               ;2;Leeuwarden      ;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland         ;1;Noord-Nederland;10;Leeuwarden            ; NL1;Noord-Nederland;NL12;Friesland    ;NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland    ;5;Leeuwarden      ;4;Fryslân                ;17;Overig Nederland                        ;4;Friesland-noord                ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;   ;0;                ;0;                ;4;  20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;25116;457
100;315;315;Doorn                                  ;Doorn                      ;16;Utrecht         ;50;Utrechtsland              ;19;Utrecht-Zeist-Woerden          ;17;Utrecht                            ;170;Utrecht                            ;1704;Zuidoost-Utrecht                           ;44;Utrechtse Heuvelrug                     ;9;Utrecht           ;9;Utrecht          ;26;GGD Midden-Nederland              ;51;Utrecht                  ;8;Utrecht         ;2601;Kromme Rijn-streek en Heuvelrug         ;10;Rivierengebied               ;3;West-Nederland ;36;Utrecht               ; NL3;West-Nederland ;NL31;Utrecht      ;NL310;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;18;Utrecht - Midden       ;7;Utrechtse Heuvelrug en 't Gooi          ;19;Utrecht                        ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;191;0;                ;0;                ;3;  10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;10282;535
101;505;505;Dordrecht                              ;Dordrecht                  ;11;Dordrecht       ;10;Zuid-Holland Zuid         ;32;Dordrecht                      ;30;Zuidoost-Zuid-Holland              ;300;Zuidoost Zuid-Holland              ;3001;Drechtsteden                               ;89;Eiland van Dordrecht                    ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Zuid-Holland Zuid       ;37;Dordrecht                ;15;Dordrecht       ;2801;Voorne-Putten en Hoeksche Waard         ;11;Zuidwestelijk akkerbouwgebied;3;West-Nederland ;53;Dordrecht/Zwijndrecht ; NL3;West-Nederland ;NL33;Zuid-Holland ;NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;4;Deltagebied                             ;30;Zuid-Holland-Zuid              ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;   ;15;Dordrecht       ;15;Dordrecht       ;6;  100 000 - < 150 000 inwoners;2;Sterk stedelijk     ;119263;2393
102;498;498;Drechterland                           ;Drechterland               ;14;Alkmaar         ;6;Noord-Holland-Noord       ;26;Enkhuizen-Hoorn                ;18;Kop van Noord-Holland              ;180;Kop van Noord-Holland              ;1800;Kop van Noord-Holland                      ;54;Midden- en Oostelijk West-Friesland     ;11;Alkmaar           ;12;Alkmaar          ;28;GGD Westfriesland                 ;47;Hoorn                    ;9;Den Helder      ;2705;West-Friesland en omgeving              ;7;Westelijk Holland            ;3;West-Nederland ;40;Hoorn                 ; NL3;West-Nederland ;NL32;Noord-Holland;NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;17;Overig Nederland                        ;22;Westfriesland                  ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;261;0;                ;0;                ;3;  10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;10505;513
103;316;316;Driebergen-Rijsenburg                  ;Driebergen+Rijsenburg      ;16;Utrecht         ;50;Utrechtsland              ;19;Utrecht-Zeist-Woerden          ;17;Utrecht                            ;170;Utrecht                            ;1704;Zuidoost-Utrecht                           ;44;Utrechtse Heuvelrug                     ;9;Utrecht           ;9;Utrecht          ;26;GGD Midden-Nederland              ;51;Utrecht                  ;8;Utrecht         ;2601;Kromme Rijn-streek en Heuvelrug         ;10;Rivierengebied               ;3;West-Nederland ;36;Utrecht               ; NL3;West-Nederland ;NL31;Utrecht      ;NL310;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;18;Utrecht - Midden       ;7;Utrechtse Heuvelrug en 't Gooi          ;19;Utrecht                        ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;191;0;                ;0;                ;3;  10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;18575;1017
104;Drimmelen;1719;Drimmelen                              ;Drimmelen                  ;2;Breda           ;1;Midden- en West-Brabant   ;43;Breda                          ;33;West-Noord-Brabant                 ;330;West-Noord-Brabant                 ;3300;West-Noord-Brabant                         ;101;Zeekleigebied in Noord-Brabant          ;20;Breda             ;22;Breda            ;52;GGD West-Brabant                  ;5;Breda                    ;17;Breda           ;3002;Westelijke Langstraat                   ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;66;Breda                 ; NL4;Zuid-Nederland ;NL41;Noord-Brabant;NL411;West-Noord-Brabant                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;25;West Brabant           ;4;Deltagebied                             ;34;West-Brabant                   ;25;Roosendaal/Breda                        ;35;Breda e.o.                              ;   ;0;                ;16;Breda           ;4;  20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;26658;634
105;303;303;Dronten                                ;Dronten                    ;7;Zwolle/Lelystad ;65;Flevoland                 ;11;Zwolle-Kampen                  ;40;Flevoland                          ;400;Flevoland                          ;4002;Flevoland-Midden                           ;129;Zuidelijke IJsselmeerpolders            ;10;Het Gooi/Flevoland;10;Flevoland        ;22;GGD Flevoland                     ;63;Lelystad                 ;5;Lelystad        ;2402;Zuidelijke IJsselmeerpolders            ;6;IJsselmeerpolders            ;2;Oost-Nederland ;18;Zwolle                ; NL2;Oost-Nederland ;NL23;Flevoland    ;NL230;Flevoland                          ;5;Zwolle-Meppel en omstreken      ;25;Flevoland                ;24;Flevoland    ;2;Arnhem          ;15;Flevoland              ;3;IJsselmeerkust                          ;18;Flevoland                      ;31;Flevoland                               ;46;Flevoland                               ;111;0;                ;0;                ;4;  20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;38010;722
106;225;225;Druten                                 ;Druten                     ;5;Arnhem          ;48;Gelderland-Zuid           ;15;Nijmegen                       ;15;Arnhem/Nijmegen                    ;150;Arnhem/Nijmegen                    ;1500;Arnhem/Nijmegen                            ;41;Land van Maas en Waal                   ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                ;17;Nijmegen                 ;7;Arnhem          ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;30;Nijmegen              ; NL2;Oost-Nederland ;NL22;Gelderland   ;NL223;Arnhem/Nijmegen                    ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;13;Nijmegen               ;9;Gelders Rivierengebied                  ;15;Rivierenland                   ;12;Nijmegen e.o. en Betuwe                 ;14;Nijmegen e.o.                           ;151;0;                ;0;                ;3;  10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;17889;677
107;226;226;Duiven                                 ;Duiven                     ;5;Arnhem          ;45;Gelderland-Midden         ;14;Arnhem-Doetinchem              ;15;Arnhem/Nijmegen                    ;150;Arnhem/Nijmegen                    ;1500;Arnhem/Nijmegen                            ;26;De Lijmers                              ;6;Arnhem            ;7;Arnhem           ;19;Hulpverlening Gelderland Midden   ;14;Arnhem                   ;7;Arnhem          ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;26;Arnhem                ; NL2;Oost-Nederland ;NL22;Gelderland   ;NL223;Arnhem/Nijmegen                    ;9;Arnhem en omstreken             ;7;Gelderland-Midden        ;25;Gelderland   ;2;Arnhem          ;11;Ijssel en Rijn         ;10;Achterhoek                              ;14;Arnhem/Nijmegen                ;10;Arnhem e.o.                             ;13;Arnhem e.o.                             ;141;0;                ;6;Arnhem          ;4;  20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;25714;1020
108;Echt-Susteren;1711;Echt-Susteren                          ;Echt+Susteren              ;4;Roermond        ;42;Noord- en Midden-Limburg  ;47;Roermond-Weert                 ;38;Midden-Limburg                     ;380;Midden-Limburg                     ;3800;Midden-Limburg                             ;122;Overig Midden-Limburg ten oosten v. Maas;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord- en Midden-Limburg      ;12;Roermond                 ;20;Maastricht      ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;77;Roermond              ; NL4;Zuid-Nederland ;NL42;Limburg      ;NL422;Midden-Limburg                     ;24;Roermond en omstreken           ;23;Limburg-Noord            ;31;Limburg      ;1;'s-Hertogenbosch;31;Roermond               ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;39;Midden-Limburg                 ;29;Noord-Limburg                           ;42;Midden-Limburg                          ;471;0;                ;0;                ;4;  20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;32322;589
