ID;BedrijfstakkenBranchesSBI2008;Perioden;NietSeizoengecorrigeerd_1;Seizoengecorrigeerd_2;NietSeizoengecorrigeerd_3;Seizoengecorrigeerd_4;NietSeizoengecorrigeerd_5;Seizoengecorrigeerd_6;NietSeizoengecorrigeerd_7;Seizoengecorrigeerd_8;NietSeizoengecorrigeerd_9;Seizoengecorrigeerd_10;NietSeizoengecorrigeerd_11;Seizoengecorrigeerd_12
0;A-U Alle economische activiteiten;1996 1e kwartaal;73.4;76.8;71.5;76.4;6.7;6.9;17.6;19.6;15.7;15.5;40.5;42.1
1;A-U Alle economische activiteiten;1996 2e kwartaal;85.6;77.1;85.7;76.7;7.8;7.0;22.4;19.7;15.7;15.6;42.9;42.1
2;A-U Alle economische activiteiten;1996 3e kwartaal;74.9;77.1;75.7;76.4;6.5;7.0;20.7;19.5;15.0;15.7;45.0;42.0
3;A-U Alle economische activiteiten;1996 4e kwartaal;74.6;77.4;73.0;76.3;6.9;7.0;17.6;19.2;16.1;15.7;39.6;41.2
4;A-U Alle economische activiteiten;1997 1e kwartaal;74.6;77.3;72.7;76.6;6.8;7.0;18.2;19.7;15.9;15.7;41.2;42.3
5;A-U Alle economische activiteiten;1997 2e kwartaal;86.1;77.5;85.5;76.7;7.9;7.1;22.2;19.9;15.9;15.8;42.7;42.5
6;A-U Alle economische activiteiten;1997 3e kwartaal;75.2;77.4;75.8;76.7;6.6;7.1;21.2;20.1;15.2;15.9;45.9;43.0
7;A-U Alle economische activiteiten;1997 4e kwartaal;74.7;77.6;73.5;77.0;7.0;7.2;18.6;20.3;16.3;16.0;41.6;43.4
8;A-U Alle economische activiteiten;1998 1e kwartaal;75.0;78.0;72.8;77.1;7.1;7.3;18.6;20.4;16.4;16.1;42.0;43.5
9;A-U Alle economische activiteiten;1998 2e kwartaal;87.0;78.1;86.7;77.3;8.1;7.3;23.4;20.6;16.2;16.1;44.3;43.7
10;A-U Alle economische activiteiten;1998 3e kwartaal;76.8;78.9;77.3;78.1;6.9;7.4;22.1;20.8;15.5;16.2;46.8;43.7
11;A-U Alle economische activiteiten;1998 4e kwartaal;75.8;79.3;74.6;78.6;7.3;7.4;19.3;21.2;16.6;16.2;42.4;44.3
12;A-U Alle economische activiteiten;1999 1e kwartaal;76.7;79.5;74.9;79.1;7.3;7.5;19.6;21.4;16.6;16.3;43.0;44.3
13;A-U Alle economische activiteiten;1999 2e kwartaal;88.8;79.7;88.8;79.2;8.5;7.6;24.5;21.5;16.5;16.4;45.3;44.5
14;A-U Alle economische activiteiten;1999 3e kwartaal;78.0;80.0;79.0;79.5;7.1;7.7;23.2;21.7;15.8;16.5;48.3;44.9
15;A-U Alle economische activiteiten;1999 4e kwartaal;76.5;80.4;75.2;79.9;7.6;7.8;19.7;21.9;17.2;16.7;42.9;45.1
16;A-U Alle economische activiteiten;2000 1e kwartaal;78.8;82.2;76.6;81.8;7.8;8.0;20.2;22.7;17.2;16.8;43.3;45.7
17;A-U Alle economische activiteiten;2000 2e kwartaal;91.1;82.0;91.0;81.4;8.9;8.0;25.6;22.6;17.0;16.9;46.2;45.5
18;A-U Alle economische activiteiten;2000 3e kwartaal;80.7;82.6;82.2;82.5;7.5;8.1;25.3;23.5;16.1;16.9;50.5;46.8
19;A-U Alle economische activiteiten;2000 4e kwartaal;79.2;82.7;78.7;82.4;7.9;8.1;21.8;23.6;17.4;17.0;45.6;46.9
20;A-U Alle economische activiteiten;2001 1e kwartaal;80.7;83.7;78.4;83.2;8.0;8.2;21.2;23.6;17.2;17.0;44.4;46.7
21;A-U Alle economische activiteiten;2001 2e kwartaal;93.4;84.0;93.2;83.3;9.2;8.2;26.9;23.6;17.1;17.0;47.5;46.6
22;A-U Alle economische activiteiten;2001 3e kwartaal;83.3;85.4;84.2;84.8;7.8;8.3;25.8;24.0;16.1;16.9;50.4;46.6
23;A-U Alle economische activiteiten;2001 4e kwartaal;81.9;85.8;80.8;85.0;8.2;8.4;22.1;24.1;17.3;16.9;44.9;46.6
24;A-U Alle economische activiteiten;2002 1e kwartaal;85.0;88.3;82.7;87.5;8.3;8.6;22.5;24.8;17.0;16.8;44.6;46.6
25;A-U Alle economische activiteiten;2002 2e kwartaal;98.4;88.3;98.0;87.4;9.6;8.6;28.6;24.9;16.9;16.8;47.9;46.8
26;A-U Alle economische activiteiten;2002 3e kwartaal;86.0;88.9;86.3;87.9;8.0;8.7;26.5;25.1;16.2;16.8;50.4;47.0
27;A-U Alle economische activiteiten;2002 4e kwartaal;85.7;89.4;84.1;88.2;8.5;8.7;23.2;25.3;17.2;16.8;45.3;47.2
28;A-U Alle economische activiteiten;2003 1e kwartaal;86.1;89.9;83.4;88.8;8.5;8.8;23.0;25.6;17.1;16.9;45.2;47.4
29;A-U Alle economische activiteiten;2003 2e kwartaal;102.0;90.8;101.4;89.5;10.0;8.9;29.9;25.9;17.0;16.9;48.4;47.6
30;A-U Alle economische activiteiten;2003 3e kwartaal;88.1;91.3;88.3;90.2;8.3;9.0;27.4;26.1;16.3;17.0;50.9;47.6
31;A-U Alle economische activiteiten;2003 4e kwartaal;87.9;91.5;86.5;90.5;8.9;9.0;24.4;26.4;17.5;17.1;46.3;47.9
32;A-U Alle economische activiteiten;2004 1e kwartaal;86.1;90.7;83.6;89.7;8.8;9.1;23.3;26.2;17.6;17.4;45.9;48.0
33;A-U Alle economische activiteiten;2004 2e kwartaal;102.5;90.8;102.4;89.8;10.4;9.2;31.0;26.4;17.5;17.5;49.8;48.3
34;A-U Alle economische activiteiten;2004 3e kwartaal;87.2;90.7;87.6;89.7;8.5;9.2;27.8;26.4;16.8;17.5;52.1;48.3
35;A-U Alle economische activiteiten;2004 4e kwartaal;86.9;90.8;85.2;89.7;9.1;9.2;24.2;26.6;18.1;17.6;46.6;48.7
36;A-U Alle economische activiteiten;2005 1e kwartaal;86.3;90.8;84.0;90.0;8.8;9.2;24.1;26.9;17.7;17.6;47.0;49.0
37;A-U Alle economische activiteiten;2005 2e kwartaal;102.3;91.1;102.5;90.6;10.5;9.3;31.3;27.1;17.8;17.6;50.2;49.1
38;A-U Alle economische activiteiten;2005 3e kwartaal;87.0;90.8;87.4;90.0;8.6;9.4;28.4;27.4;17.2;17.8;53.3;49.9
39;A-U Alle economische activiteiten;2005 4e kwartaal;86.8;89.9;85.9;89.4;9.2;9.3;25.3;27.2;18.4;17.9;48.4;50.1
40;A-U Alle economische activiteiten;2006 1e kwartaal;85.3;90.1;82.9;89.9;8.9;9.3;23.6;27.4;18.1;17.9;46.8;50.0
41;A-U Alle economische activiteiten;2006 2e kwartaal;102.2;90.5;102.8;90.2;10.7;9.5;32.5;27.8;18.2;18.1;51.9;50.6
42;A-U Alle economische activiteiten;2006 3e kwartaal;86.8;90.9;87.8;90.5;8.7;9.5;29.0;27.8;17.4;18.1;54.3;50.5
43;A-U Alle economische activiteiten;2006 4e kwartaal;89.3;91.8;88.9;91.5;9.5;9.6;26.6;28.1;18.4;18.0;49.2;50.4
44;A-U Alle economische activiteiten;2007 1e kwartaal;87.9;92.3;85.9;92.3;9.2;9.7;24.8;28.3;18.2;18.1;47.3;50.4
45;A-U Alle economische activiteiten;2007 2e kwartaal;104.5;92.8;105.4;92.7;10.9;9.7;33.3;28.4;18.1;18.0;51.9;50.4
46;A-U Alle economische activiteiten;2007 3e kwartaal;88.4;93.2;89.7;93.1;8.9;9.8;29.9;28.8;17.5;18.1;54.7;50.8
47;A-U Alle economische activiteiten;2007 4e kwartaal;91.8;93.9;91.1;93.7;9.9;9.9;27.6;29.3;18.7;18.3;49.7;51.4
48;A-U Alle economische activiteiten;2008 1e kwartaal;90.7;95.3;88.6;94.9;9.6;10.0;26.1;29.4;18.3;18.2;48.3;50.8
49;A-U Alle economische activiteiten;2008 2e kwartaal;107.5;95.6;108.0;95.2;11.4;10.1;34.4;29.6;18.3;18.2;52.2;51.0
50;A-U Alle economische activiteiten;2008 3e kwartaal;91.4;96.8;92.4;96.6;9.3;10.2;30.6;30.0;17.6;18.2;54.3;50.9
51;A-U Alle economische activiteiten;2008 4e kwartaal;96.7;98.3;96.0;98.2;10.3;10.2;28.5;30.1;18.4;18.0;48.8;50.3
52;A-U Alle economische activiteiten;2009 1e kwartaal;96.5;101.5;94.4;101.1;9.8;10.3;26.8;30.1;17.6;17.5;46.6;48.9
53;A-U Alle economische activiteiten;2009 2e kwartaal;115.2;102.0;116.3;101.7;11.7;10.4;36.1;30.6;17.6;17.6;51.0;49.4
54;A-U Alle economische activiteiten;2009 3e kwartaal;95.6;101.6;96.5;101.5;9.5;10.4;31.2;30.9;17.2;17.7;53.1;50.0
55;A-U Alle economische activiteiten;2009 4e kwartaal;99.4;101.1;98.6;101.0;10.4;10.4;28.9;30.8;18.2;17.8;48.1;50.0
56;A-U Alle economische activiteiten;2010 1e kwartaal;94.9;99.8;93.4;99.9;9.8;10.3;27.4;30.8;17.9;17.9;48.2;50.6
57;A-U Alle economische activiteiten;2010 2e kwartaal;112.2;99.9;114.0;99.9;11.7;10.3;36.9;30.8;18.0;17.9;53.1;50.6
58;A-U Alle economische activiteiten;2010 3e kwartaal;93.9;100.2;94.7;100.1;9.5;10.4;30.7;30.6;17.5;18.0;53.2;50.2
59;A-U Alle economische activiteiten;2010 4e kwartaal;99.0;100.2;97.9;100.1;10.6;10.5;28.9;31.0;18.6;18.2;48.5;50.9
60;A-U Alle economische activiteiten;2011 1e kwartaal;95.2;100.0;93.4;100.3;10.0;10.5;27.6;31.3;18.2;18.2;48.5;51.3
61;A-U Alle economische activiteiten;2011 2e kwartaal;112.4;100.3;113.9;100.3;11.8;10.5;36.8;31.3;18.3;18.1;53.0;51.2
62;A-U Alle economische activiteiten;2011 3e kwartaal;95.1;101.1;95.6;100.9;9.7;10.6;31.2;31.3;17.6;18.1;53.5;50.9
63;A-U Alle economische activiteiten;2011 4e kwartaal;101.6;103.0;101.4;103.0;10.8;10.7;30.4;31.6;18.5;18.0;49.2;50.4
64;A-U Alle economische activiteiten;2012 1e kwartaal;98.3;103.2;96.0;103.2;10.2;10.7;27.8;31.9;18.0;18.0;47.5;50.7
65;A-U Alle economische activiteiten;2012 2e kwartaal;115.8;103.7;117.2;103.7;12.1;10.8;37.5;32.1;18.1;18.0;52.5;50.8
66;A-U Alle economische activiteiten;2012 3e kwartaal;98.2;104.4;99.2;104.2;9.9;10.9;32.7;32.3;17.5;18.0;54.1;51.0
67;A-U Alle economische activiteiten;2012 4e kwartaal;104.4;105.4;104.5;106.0;11.1;10.9;31.8;32.9;18.3;17.9;49.9;50.9
68;A-U Alle economische activiteiten;2013 1e kwartaal;102.3;106.7;100.0;106.2;10.6;11.1;29.6;33.1;17.9;18.1;48.6;51.2
69;A-U Alle economische activiteiten;2013 2e kwartaal;118.0;106.0;118.9;105.6;12.4;11.1;37.9;32.7;18.2;18.1;52.3;50.8
70;A-U Alle economische activiteiten;2013 3e kwartaal;99.8;105.8;101.0;106.4;10.2;11.1;33.1;33.2;17.6;18.2;53.8;51.3
71;A-U Alle economische activiteiten;2013 4e kwartaal;103.1;104.6;103.2;104.8;11.2;11.1;31.8;32.9;18.8;18.3;50.5;51.5
72;A-U Alle economische activiteiten;2014 1e kwartaal;102.6;106.7;100.4;106.5;10.8;11.3;29.7;33.2;18.2;18.3;48.5;51.2
73;A-U Alle economische activiteiten;2014 2e kwartaal;117.4;105.5;118.8;105.8;12.6;11.2;38.3;33.2;18.5;18.4;53.0;51.5
74;A-U Alle economische activiteiten;2014 3e kwartaal;99.6;106.0;100.3;105.7;10.3;11.3;33.1;33.2;18.0;18.4;54.2;51.6
75;A-U Alle economische activiteiten;2014 4e kwartaal;104.8;105.9;105.1;106.5;11.5;11.4;32.7;33.8;19.1;18.6;51.1;52.0
76;A-U Alle economische activiteiten;2015 1e kwartaal;99.7;103.7;97.6;103.5;10.7;11.2;29.7;33.2;18.5;18.7;49.9;52.6
77;A-U Alle economische activiteiten;2015 2e kwartaal;115.9;104.1;117.3;104.2;12.5;11.2;38.8;33.2;18.7;18.6;54.2;52.3
78;A-U Alle economische activiteiten;2015 3e kwartaal;98.3;104.3;99.8;105.0;10.3;11.3;33.6;33.6;18.2;18.7;55.3;52.6
79;A-U Alle economische activiteiten;2015 4e kwartaal;102.8;104.4;102.7;104.7;11.4;11.3;31.8;33.3;19.2;18.7;50.8;52.3
80;A-U Alle economische activiteiten;2016 1e kwartaal;100.4;104.6;99.0;105.1;10.8;11.4;30.3;33.7;18.7;18.8;50.2;52.6
81;A-U Alle economische activiteiten;2016 2e kwartaal;115.6;104.4;116.5;104.5;12.7;11.4;38.0;33.3;19.0;18.8;53.5;52.4
82;A-U Alle economische activiteiten;2016 3e kwartaal;98.5;104.5;99.6;104.7;10.5;11.4;33.5;33.5;18.4;18.9;55.3;52.6
83;A-U Alle economische activiteiten;2016 4e kwartaal;103.3;104.4;103.5;104.7;11.6;11.4;32.5;33.5;19.4;18.9;51.5;52.6
84;A-U Alle economische activiteiten;2017 1e kwartaal;100.0;104.8;97.8;105.0;10.9;11.5;29.5;33.7;18.9;18.9;49.6;52.7
