ID;BedrijfstakkenBranchesSBI2008;Perioden;NietSeizoengecorrigeerd_1;Seizoengecorrigeerd_2;NietSeizoengecorrigeerd_3;Seizoengecorrigeerd_4;NietSeizoengecorrigeerd_5;Seizoengecorrigeerd_6;NietSeizoengecorrigeerd_7;Seizoengecorrigeerd_8;NietSeizoengecorrigeerd_9;Seizoengecorrigeerd_10;NietSeizoengecorrigeerd_11;Seizoengecorrigeerd_12
177;B-E Nijverheid (geen bouw) en energie;1996 4e kwartaal;88.3;92.9;88.1;92.9;8.1;8.2;17.9;19.9;20.4;19.9;44.5;47.3
178;B-E Nijverheid (geen bouw) en energie;1997 1e kwartaal;81.6;94.5;81.1;94.4;7.9;8.3;18.3;20.2;21.5;19.6;49.6;47.2
179;B-E Nijverheid (geen bouw) en energie;1997 2e kwartaal;112.8;94.6;112.8;94.5;9.5;8.3;23.3;20.3;18.8;19.8;45.4;47.5
180;B-E Nijverheid (geen bouw) en energie;1997 3e kwartaal;95.0;94.4;95.3;94.3;7.7;8.3;22.1;20.6;18.2;19.9;50.9;48.2
181;B-E Nijverheid (geen bouw) en energie;1997 4e kwartaal;89.6;94.1;89.4;94.0;8.2;8.4;18.5;20.6;20.6;20.1;45.4;48.4
182;B-E Nijverheid (geen bouw) en energie;1998 1e kwartaal;81.8;94.8;81.4;94.9;8.1;8.5;18.5;20.6;22.2;20.1;49.9;48.1
183;B-E Nijverheid (geen bouw) en energie;1998 2e kwartaal;112.8;94.6;113.3;94.8;9.7;8.5;24.3;20.8;19.2;20.2;47.0;48.6
184;B-E Nijverheid (geen bouw) en energie;1998 3e kwartaal;96.7;96.2;97.3;96.4;8.0;8.6;22.9;21.1;18.5;20.2;51.7;48.5
185;B-E Nijverheid (geen bouw) en energie;1998 4e kwartaal;91.3;96.4;91.3;96.7;8.5;8.6;19.1;21.4;20.7;20.2;45.9;48.9
186;B-E Nijverheid (geen bouw) en energie;1999 1e kwartaal;83.3;96.2;82.9;96.3;8.4;8.7;19.3;21.4;22.5;20.5;51.1;49.2
187;B-E Nijverheid (geen bouw) en energie;1999 2e kwartaal;113.7;96.0;114.1;96.1;10.0;8.8;25.3;21.6;19.7;20.7;48.6;49.7
188;B-E Nijverheid (geen bouw) en energie;1999 3e kwartaal;96.7;95.7;97.2;95.8;8.3;8.9;23.9;21.9;19.1;20.9;53.9;50.5
189;B-E Nijverheid (geen bouw) en energie;1999 4e kwartaal;89.5;95.5;89.3;95.6;8.8;8.9;19.4;22.0;21.9;21.1;47.7;50.9
190;B-E Nijverheid (geen bouw) en energie;2000 1e kwartaal;83.8;98.5;83.2;98.6;8.9;9.3;20.2;23.1;23.9;21.3;53.4;51.9
191;B-E Nijverheid (geen bouw) en energie;2000 2e kwartaal;112.8;96.5;112.9;96.4;10.5;9.3;26.3;22.7;20.8;21.6;51.1;52.1
192;B-E Nijverheid (geen bouw) en energie;2000 3e kwartaal;98.4;96.0;98.9;96.1;8.7;9.4;25.8;23.6;19.8;21.9;57.4;54.2
193;B-E Nijverheid (geen bouw) en energie;2000 4e kwartaal;91.6;95.3;91.5;95.3;9.2;9.4;21.5;23.6;22.5;22.2;51.7;54.7
194;B-E Nijverheid (geen bouw) en energie;2001 1e kwartaal;84.0;96.8;83.3;96.8;9.1;9.5;20.9;23.7;24.2;22.0;55.0;54.1
195;B-E Nijverheid (geen bouw) en energie;2001 2e kwartaal;111.3;95.8;111.3;95.6;10.7;9.4;27.1;23.4;21.4;22.1;53.5;54.2
196;B-E Nijverheid (geen bouw) en energie;2001 3e kwartaal;99.7;97.9;100.0;97.8;8.9;9.6;26.2;23.9;20.0;22.0;57.5;53.9
197;B-E Nijverheid (geen bouw) en energie;2001 4e kwartaal;93.2;97.5;92.9;97.3;9.4;9.6;21.6;24.0;22.6;22.2;51.2;54.4
198;B-E Nijverheid (geen bouw) en energie;2002 1e kwartaal;87.5;100.0;86.6;99.5;9.4;9.8;21.9;24.5;24.0;22.0;55.5;54.4
199;B-E Nijverheid (geen bouw) en energie;2002 2e kwartaal;116.2;99.7;116.1;99.4;11.2;9.9;28.7;24.8;21.6;22.4;54.4;55.1
200;B-E Nijverheid (geen bouw) en energie;2002 3e kwartaal;100.5;100.3;100.4;100.0;9.3;10.1;27.0;25.1;20.8;22.5;59.2;55.6
201;B-E Nijverheid (geen bouw) en energie;2002 4e kwartaal;96.0;100.3;95.6;100.2;10.0;10.2;22.9;25.4;23.2;22.8;52.7;56.1
202;B-E Nijverheid (geen bouw) en energie;2003 1e kwartaal;86.1;99.7;85.1;99.3;9.7;10.2;22.5;25.4;25.3;23.0;58.2;56.5
203;B-E Nijverheid (geen bouw) en energie;2003 2e kwartaal;121.2;101.9;121.2;101.5;11.7;10.3;29.9;25.7;21.5;22.8;54.2;56.1
204;B-E Nijverheid (geen bouw) en energie;2003 3e kwartaal;102.0;101.4;101.8;101.0;9.7;10.4;27.9;26.0;21.3;23.1;60.1;57.0
205;B-E Nijverheid (geen bouw) en energie;2003 4e kwartaal;95.7;99.9;95.2;99.6;10.3;10.5;23.9;26.3;24.2;23.7;55.2;58.3
206;B-E Nijverheid (geen bouw) en energie;2004 1e kwartaal;84.2;98.5;83.4;98.2;10.2;10.7;23.3;26.4;27.2;24.4;61.4;59.4
207;B-E Nijverheid (geen bouw) en energie;2004 2e kwartaal;115.7;96.8;115.7;96.5;12.1;10.7;31.1;26.3;23.4;24.8;59.1;60.2
208;B-E Nijverheid (geen bouw) en energie;2004 3e kwartaal;96.2;96.3;96.1;95.9;9.9;10.7;28.4;26.5;23.1;25.1;65.0;61.1
209;B-E Nijverheid (geen bouw) en energie;2004 4e kwartaal;91.4;97.0;90.6;96.3;10.6;10.8;23.9;26.7;25.9;25.0;57.9;61.3
210;B-E Nijverheid (geen bouw) en energie;2005 1e kwartaal;82.5;96.1;81.8;96.2;10.3;10.7;23.9;26.7;27.9;25.2;64.2;61.5
211;B-E Nijverheid (geen bouw) en energie;2005 2e kwartaal;112.2;95.5;112.6;95.4;12.4;10.8;31.5;27.0;24.6;25.5;61.6;62.6
212;B-E Nijverheid (geen bouw) en energie;2005 3e kwartaal;94.3;94.3;94.3;93.9;10.1;10.9;28.7;27.3;23.9;26.1;66.9;64.2
213;B-E Nijverheid (geen bouw) en energie;2005 4e kwartaal;90.2;94.7;89.9;94.6;10.7;10.9;24.9;27.3;26.6;25.9;60.8;63.8
214;B-E Nijverheid (geen bouw) en energie;2006 1e kwartaal;80.6;94.4;79.7;94.5;10.5;11.0;23.8;27.5;29.2;26.1;65.6;64.4
215;B-E Nijverheid (geen bouw) en energie;2006 2e kwartaal;113.0;94.5;113.4;94.3;12.7;11.1;33.0;27.7;25.1;26.4;63.9;65.0
216;B-E Nijverheid (geen bouw) en energie;2006 3e kwartaal;95.3;95.1;95.7;95.1;10.1;11.1;29.3;27.8;23.8;26.3;67.3;64.7
217;B-E Nijverheid (geen bouw) en energie;2006 4e kwartaal;91.8;95.9;91.6;95.8;11.0;11.2;26.1;28.2;26.9;26.4;62.7;65.2
218;B-E Nijverheid (geen bouw) en energie;2007 1e kwartaal;83.0;95.1;82.2;94.5;10.9;11.3;24.9;28.2;29.3;26.8;66.5;66.1
219;B-E Nijverheid (geen bouw) en energie;2007 2e kwartaal;115.8;96.4;115.8;96.3;13.0;11.4;34.0;28.4;25.2;26.6;64.5;65.2
220;B-E Nijverheid (geen bouw) en energie;2007 3e kwartaal;93.1;95.0;93.3;94.9;10.4;11.5;30.0;28.8;25.1;27.2;70.5;67.1
221;B-E Nijverheid (geen bouw) en energie;2007 4e kwartaal;88.4;93.0;88.2;93.0;11.6;11.8;27.1;29.7;29.4;28.6;67.6;70.5
222;B-E Nijverheid (geen bouw) en energie;2008 1e kwartaal;85.3;98.8;84.5;98.3;11.6;12.0;26.9;30.0;30.3;27.3;70.1;67.5
223;B-E Nijverheid (geen bouw) en energie;2008 2e kwartaal;118.4;97.8;118.5;97.6;13.8;12.0;35.8;30.2;26.0;27.6;66.5;68.3
224;B-E Nijverheid (geen bouw) en energie;2008 3e kwartaal;99.0;99.9;99.1;99.9;10.9;12.0;31.0;30.4;24.7;27.1;68.7;67.3
225;B-E Nijverheid (geen bouw) en energie;2008 4e kwartaal;97.9;104.0;97.7;103.9;11.9;12.2;28.1;30.7;27.3;26.3;63.3;65.3
226;B-E Nijverheid (geen bouw) en energie;2009 1e kwartaal;98.0;113.7;97.3;113.5;11.9;12.3;28.3;31.4;27.1;24.4;64.0;61.1
227;B-E Nijverheid (geen bouw) en energie;2009 2e kwartaal;137.9;111.8;138.4;111.8;14.2;12.3;38.2;31.6;23.0;24.8;60.7;62.5
228;B-E Nijverheid (geen bouw) en energie;2009 3e kwartaal;108.7;110.5;109.3;110.8;11.4;12.6;32.8;32.4;23.5;25.6;65.9;64.7
229;B-E Nijverheid (geen bouw) en energie;2009 4e kwartaal;100.1;107.0;99.9;106.9;12.4;12.7;29.3;32.4;27.7;26.6;64.5;67.0
230;B-E Nijverheid (geen bouw) en energie;2010 1e kwartaal;88.4;100.6;87.8;100.6;11.6;12.0;27.8;30.6;29.3;26.9;69.5;67.3
231;B-E Nijverheid (geen bouw) en energie;2010 2e kwartaal;121.8;99.8;122.4;99.9;14.0;12.2;37.7;30.9;25.7;27.5;67.7;68.3
232;B-E Nijverheid (geen bouw) en energie;2010 3e kwartaal;98.3;100.7;98.5;100.7;11.2;12.3;30.7;30.7;25.5;27.5;68.5;67.4
233;B-E Nijverheid (geen bouw) en energie;2010 4e kwartaal;91.5;98.9;91.3;98.9;12.2;12.4;28.1;31.3;29.8;28.3;67.7;69.9
234;B-E Nijverheid (geen bouw) en energie;2011 1e kwartaal;88.8;101.4;88.1;101.7;12.2;12.6;28.5;31.8;30.6;28.0;71.1;69.2
235;B-E Nijverheid (geen bouw) en energie;2011 2e kwartaal;122.9;100.6;123.4;100.7;14.4;12.6;37.8;31.6;26.2;28.1;67.4;69.4
236;B-E Nijverheid (geen bouw) en energie;2011 3e kwartaal;98.1;100.8;97.8;100.2;11.6;12.7;31.6;31.7;26.4;28.5;70.9;70.0
237;B-E Nijverheid (geen bouw) en energie;2011 4e kwartaal;98.0;105.1;97.8;105.0;12.6;12.9;30.0;32.2;28.8;27.5;67.4;67.8
238;B-E Nijverheid (geen bouw) en energie;2012 1e kwartaal;91.9;104.4;91.2;104.4;12.4;12.9;28.7;32.4;30.3;27.8;69.1;68.6
239;B-E Nijverheid (geen bouw) en energie;2012 2e kwartaal;126.3;104.4;126.8;104.5;14.9;13.0;38.8;32.6;26.3;28.0;67.3;69.1
240;B-E Nijverheid (geen bouw) en energie;2012 3e kwartaal;103.7;105.8;103.7;105.7;12.0;13.2;33.5;33.3;25.9;28.1;71.1;69.5
241;B-E Nijverheid (geen bouw) en energie;2012 4e kwartaal;98.5;106.2;98.2;105.7;13.0;13.2;31.5;33.6;29.5;28.0;70.6;70.4
242;B-E Nijverheid (geen bouw) en energie;2013 1e kwartaal;93.4;103.7;92.5;103.2;13.0;13.5;30.6;33.7;31.1;29.2;72.6;72.1
243;B-E Nijverheid (geen bouw) en energie;2013 2e kwartaal;128.1;106.1;127.8;105.5;15.3;13.4;39.2;33.3;26.8;28.5;67.4;69.7
244;B-E Nijverheid (geen bouw) en energie;2013 3e kwartaal;103.9;107.0;104.1;107.3;12.3;13.5;33.5;33.7;26.5;28.4;70.7;69.5
245;B-E Nijverheid (geen bouw) en energie;2013 4e kwartaal;97.4;105.1;97.1;104.7;13.3;13.5;31.4;33.6;30.5;28.9;71.2;70.9
246;B-E Nijverheid (geen bouw) en energie;2014 1e kwartaal;100.8;112.0;100.0;111.7;13.4;13.9;31.1;34.3;29.8;27.9;68.3;67.8
247;B-E Nijverheid (geen bouw) en energie;2014 2e kwartaal;131.4;109.0;131.0;108.4;15.8;13.8;40.4;34.4;26.9;28.5;67.8;70.1
248;B-E Nijverheid (geen bouw) en energie;2014 3e kwartaal;106.4;109.8;105.8;109.2;12.8;14.0;34.2;34.5;26.9;28.8;71.1;69.8
249;B-E Nijverheid (geen bouw) en energie;2014 4e kwartaal;103.3;111.1;103.0;111.1;14.0;14.2;33.2;35.3;30.3;28.8;70.7;70.4
250;B-E Nijverheid (geen bouw) en energie;2015 1e kwartaal;97.4;107.7;96.0;106.2;13.3;13.8;31.2;34.4;30.6;28.8;71.4;71.5
251;B-E Nijverheid (geen bouw) en energie;2015 2e kwartaal;137.2;112.9;137.2;112.8;15.9;13.9;41.1;34.5;25.9;27.7;65.9;67.7
252;B-E Nijverheid (geen bouw) en energie;2015 3e kwartaal;109.0;112.4;108.9;112.2;12.6;13.9;34.5;34.8;25.9;27.8;69.6;68.5
253;B-E Nijverheid (geen bouw) en energie;2015 4e kwartaal;104.7;114.3;104.5;114.4;13.8;14.0;32.2;34.8;29.4;27.6;67.8;67.3
254;B-E Nijverheid (geen bouw) en energie;2016 1e kwartaal;102.2;112.7;101.2;112.1;13.6;14.1;32.1;35.2;29.8;28.2;69.7;69.5
255;B-E Nijverheid (geen bouw) en energie;2016 2e kwartaal;135.3;112.6;135.1;112.4;16.1;14.1;40.7;34.9;26.7;28.1;66.1;68.6
256;B-E Nijverheid (geen bouw) en energie;2016 3e kwartaal;108.9;113.2;109.0;113.1;12.8;14.1;34.6;34.9;26.4;28.1;69.8;68.3
257;B-E Nijverheid (geen bouw) en energie;2016 4e kwartaal;102.8;111.6;102.2;111.1;13.8;14.1;32.8;34.8;30.0;28.3;70.4;69.3
258;B-E Nijverheid (geen bouw) en energie;2017 1e kwartaal;102.3;115.3;101.2;114.8;13.8;14.3;31.6;35.6;30.2;28.0;68.7;68.5
259;B-E Nijverheid (geen bouw) en energie;2017 2e kwartaal;136.0;111.4;135.6;110.9;16.4;14.3;42.1;35.6;26.9;28.9;68.1;70.9
260;B-E Nijverheid (geen bouw) en energie;2017 3e kwartaal;109.6;111.6;109.1;110.8;13.1;14.4;35.8;35.6;26.7;29.0;72.1;71.1
261;B Delfstoffenwinning;1996 1e kwartaal;;;;;;;;;;;;
262;B Delfstoffenwinning;1996 2e kwartaal;;;;;;;;;;;;
263;B Delfstoffenwinning;1996 3e kwartaal;;;;;;;;;;;;
264;B Delfstoffenwinning;1996 4e kwartaal;;;;;;;;;;;;
265;B Delfstoffenwinning;1997 1e kwartaal;;;;;;;;;;;;
266;B Delfstoffenwinning;1997 2e kwartaal;;;;;;;;;;;;
267;B Delfstoffenwinning;1997 3e kwartaal;;;;;;;;;;;;
268;B Delfstoffenwinning;1997 4e kwartaal;;;;;;;;;;;;
269;B Delfstoffenwinning;1998 1e kwartaal;;;;;;;;;;;;
270;B Delfstoffenwinning;1998 2e kwartaal;;;;;;;;;;;;
271;B Delfstoffenwinning;1998 3e kwartaal;;;;;;;;;;;;
272;B Delfstoffenwinning;1998 4e kwartaal;;;;;;;;;;;;
273;B Delfstoffenwinning;1999 1e kwartaal;;;;;;;;;;;;
274;B Delfstoffenwinning;1999 2e kwartaal;;;;;;;;;;;;
275;B Delfstoffenwinning;1999 3e kwartaal;;;;;;;;;;;;
276;B Delfstoffenwinning;1999 4e kwartaal;;;;;;;;;;;;
277;B Delfstoffenwinning;2000 1e kwartaal;;;;;;;;;;;;
278;B Delfstoffenwinning;2000 2e kwartaal;;;;;;;;;;;;
279;B Delfstoffenwinning;2000 3e kwartaal;;;;;;;;;;;;
280;B Delfstoffenwinning;2000 4e kwartaal;;;;;;;;;;;;
281;B Delfstoffenwinning;2001 1e kwartaal;;;;;;;;;;;;
282;B Delfstoffenwinning;2001 2e kwartaal;;;;;;;;;;;;
283;B Delfstoffenwinning;2001 3e kwartaal;;;;;;;;;;;;
284;B Delfstoffenwinning;2001 4e kwartaal;;;;;;;;;;;;
285;B Delfstoffenwinning;2002 1e kwartaal;;;;;;;;;;;;
286;B Delfstoffenwinning;2002 2e kwartaal;;;;;;;;;;;;
287;B Delfstoffenwinning;2002 3e kwartaal;;;;;;;;;;;;
288;B Delfstoffenwinning;2002 4e kwartaal;;;;;;;;;;;;
289;B Delfstoffenwinning;2003 1e kwartaal;;;;;;;;;;;;
290;B Delfstoffenwinning;2003 2e kwartaal;;;;;;;;;;;;
291;B Delfstoffenwinning;2003 3e kwartaal;;;;;;;;;;;;
292;B Delfstoffenwinning;2003 4e kwartaal;;;;;;;;;;;;
293;B Delfstoffenwinning;2004 1e kwartaal;;;;;;;;;;;;
294;B Delfstoffenwinning;2004 2e kwartaal;;;;;;;;;;;;
295;B Delfstoffenwinning;2004 3e kwartaal;;;;;;;;;;;;
296;B Delfstoffenwinning;2004 4e kwartaal;;;;;;;;;;;;
297;B Delfstoffenwinning;2005 1e kwartaal;;;;;;;;;;;;
298;B Delfstoffenwinning;2005 2e kwartaal;;;;;;;;;;;;
299;B Delfstoffenwinning;2005 3e kwartaal;;;;;;;;;;;;
300;B Delfstoffenwinning;2005 4e kwartaal;;;;;;;;;;;;
301;B Delfstoffenwinning;2006 1e kwartaal;;;;;;;;;;;;
302;B Delfstoffenwinning;2006 2e kwartaal;;;;;;;;;;;;
303;B Delfstoffenwinning;2006 3e kwartaal;;;;;;;;;;;;
304;B Delfstoffenwinning;2006 4e kwartaal;;;;;;;;;;;;
305;B Delfstoffenwinning;2007 1e kwartaal;;;;;;;;;;;;
306;B Delfstoffenwinning;2007 2e kwartaal;;;;;;;;;;;;
307;B Delfstoffenwinning;2007 3e kwartaal;;;;;;;;;;;;
308;B Delfstoffenwinning;2007 4e kwartaal;;;;;;;;;;;;
309;B Delfstoffenwinning;2008 1e kwartaal;;;;;;;;;;;;
310;B Delfstoffenwinning;2008 2e kwartaal;;;;;;;;;;;;
311;B Delfstoffenwinning;2008 3e kwartaal;;;;;;;;;;;;
312;B Delfstoffenwinning;2008 4e kwartaal;;;;;;;;;;;;
313;B Delfstoffenwinning;2009 1e kwartaal;;;;;;;;;;;;
314;B Delfstoffenwinning;2009 2e kwartaal;;;;;;;;;;;;
315;B Delfstoffenwinning;2009 3e kwartaal;;;;;;;;;;;;
316;B Delfstoffenwinning;2009 4e kwartaal;;;;;;;;;;;;
317;B Delfstoffenwinning;2010 1e kwartaal;;;;;;;;;;;;
318;B Delfstoffenwinning;2010 2e kwartaal;;;;;;;;;;;;
319;B Delfstoffenwinning;2010 3e kwartaal;;;;;;;;;;;;
320;B Delfstoffenwinning;2010 4e kwartaal;;;;;;;;;;;;
321;B Delfstoffenwinning;2011 1e kwartaal;;;;;;;;;;;;
322;B Delfstoffenwinning;2011 2e kwartaal;;;;;;;;;;;;
323;B Delfstoffenwinning;2011 3e kwartaal;;;;;;;;;;;;
324;B Delfstoffenwinning;2011 4e kwartaal;;;;;;;;;;;;
325;B Delfstoffenwinning;2012 1e kwartaal;;;;;;;;;;;;
326;B Delfstoffenwinning;2012 2e kwartaal;;;;;;;;;;;;
327;B Delfstoffenwinning;2012 3e kwartaal;;;;;;;;;;;;
328;B Delfstoffenwinning;2012 4e kwartaal;;;;;;;;;;;;
329;B Delfstoffenwinning;2013 1e kwartaal;;;;;;;;;;;;
330;B Delfstoffenwinning;2013 2e kwartaal;;;;;;;;;;;;
331;B Delfstoffenwinning;2013 3e kwartaal;;;;;;;;;;;;
332;B Delfstoffenwinning;2013 4e kwartaal;;;;;;;;;;;;
333;B Delfstoffenwinning;2014 1e kwartaal;;;;;;;;;;;;
334;B Delfstoffenwinning;2014 2e kwartaal;;;;;;;;;;;;
335;B Delfstoffenwinning;2014 3e kwartaal;;;;;;;;;;;;
336;B Delfstoffenwinning;2014 4e kwartaal;;;;;;;;;;;;
337;B Delfstoffenwinning;2015 1e kwartaal;;;;;;;;;;;;
338;B Delfstoffenwinning;2015 2e kwartaal;;;;;;;;;;;;
339;B Delfstoffenwinning;2015 3e kwartaal;;;;;;;;;;;;
340;B Delfstoffenwinning;2015 4e kwartaal;;;;;;;;;;;;
341;B Delfstoffenwinning;2016 1e kwartaal;;;;;;;;;;;;
342;B Delfstoffenwinning;2016 2e kwartaal;;;;;;;;;;;;
343;B Delfstoffenwinning;2016 3e kwartaal;;;;;;;;;;;;
344;B Delfstoffenwinning;2016 4e kwartaal;;;;;;;;;;;;
345;B Delfstoffenwinning;2017 1e kwartaal;;;;;;;;;;;;
346;B Delfstoffenwinning;2017 2e kwartaal;;;;;;;;;;;;
347;B Delfstoffenwinning;2017 3e kwartaal;;;;;;;;;;;;
348;C Industrie;1996 1e kwartaal;93.8;99.5;93.1;99.3;7.7;8.1;17.3;19.6;14.4;14.2;32.2;34.0
349;C Industrie;1996 2e kwartaal;113.3;99.3;113.6;99.3;9.1;8.0;23.0;19.7;14.2;14.2;35.0;34.3
350;C Industrie;1996 3e kwartaal;90.3;97.7;90.5;97.6;7.5;8.0;21.1;19.5;14.5;14.5;40.2;34.6
351;C Industrie;1996 4e kwartaal;96.4;97.1;96.1;97.1;7.9;8.0;17.6;19.5;14.4;14.5;31.6;34.7
352;C Industrie;1997 1e kwartaal;95.3;99.3;94.6;99.2;7.7;8.1;18.0;19.8;14.2;14.3;32.8;34.5
353;C Industrie;1997 2e kwartaal;112.7;99.1;112.7;99.0;9.2;8.1;22.8;19.9;14.4;14.4;34.9;34.7
354;C Industrie;1997 3e kwartaal;90.5;98.0;90.8;97.9;7.6;8.1;21.7;20.1;14.7;14.6;41.2;35.5
355;C Industrie;1997 4e kwartaal;96.6;97.0;96.3;96.9;8.1;8.2;18.1;20.2;14.7;14.9;32.5;36.0
356;C Industrie;1998 1e kwartaal;92.4;97.1;91.9;97.1;7.9;8.3;18.1;20.3;15.1;15.1;34.1;36.0
357;C Industrie;1998 2e kwartaal;110.8;97.3;111.3;97.5;9.5;8.3;23.7;20.4;15.0;15.0;36.8;36.1
358;C Industrie;1998 3e kwartaal;91.9;99.1;92.5;99.3;7.8;8.4;22.4;20.7;15.0;14.9;41.9;36.0
359;C Industrie;1998 4e kwartaal;99.2;100.2;99.3;100.5;8.3;8.4;18.7;20.9;14.7;14.8;32.5;36.0
360;C Industrie;1999 1e kwartaal;94.1;98.6;93.6;98.7;8.2;8.5;18.9;21.0;15.3;15.2;34.9;36.7
361;C Industrie;1999 2e kwartaal;110.5;97.8;111.0;97.9;9.8;8.6;24.6;21.1;15.5;15.5;38.3;37.3
362;C Industrie;1999 3e kwartaal;90.3;97.0;90.9;97.1;8.1;8.7;23.4;21.5;15.7;15.7;44.4;38.1
363;C Industrie;1999 4e kwartaal;93.5;95.3;93.3;95.3;8.5;8.7;19.0;21.5;16.1;16.1;35.1;39.0
364;C Industrie;2000 1e kwartaal;92.5;98.3;91.8;98.4;8.7;9.1;19.8;22.7;16.6;16.2;37.2;39.8
365;C Industrie;2000 2e kwartaal;108.6;97.3;108.7;97.1;10.2;9.0;25.7;22.3;16.6;16.3;40.8;39.5
366;C Industrie;2000 3e kwartaal;91.2;96.8;91.6;96.8;8.5;9.1;25.2;23.0;16.3;16.6;47.6;41.1
367;C Industrie;2000 4e kwartaal;94.4;93.9;94.3;93.8;9.0;9.2;21.1;23.1;16.7;17.1;38.6;42.4
368;C Industrie;2001 1e kwartaal;92.4;97.5;91.7;97.5;8.9;9.2;20.5;23.2;16.9;16.7;38.6;41.1
369;C Industrie;2001 2e kwartaal;107.0;96.1;107.1;95.9;10.4;9.2;26.6;23.0;17.1;16.8;42.8;41.3
370;C Industrie;2001 3e kwartaal;93.0;98.5;93.3;98.4;8.7;9.3;25.6;23.4;16.4;16.7;47.4;41.1
371;C Industrie;2001 4e kwartaal;97.4;97.5;97.1;97.3;9.2;9.4;21.3;23.5;16.7;17.0;37.8;41.7
372;C Industrie;2002 1e kwartaal;95.4;99.9;94.4;99.5;9.2;9.5;21.4;24.0;16.9;16.8;39.2;41.6
373;C Industrie;2002 2e kwartaal;111.3;99.8;111.2;99.5;10.9;9.7;28.1;24.3;17.3;17.0;43.7;42.1
374;C Industrie;2002 3e kwartaal;94.0;100.8;93.9;100.4;9.1;9.8;26.4;24.6;17.0;17.1;48.6;42.4
375;C Industrie;2002 4e kwartaal;101.3;101.0;100.9;100.9;9.7;9.9;22.5;24.9;16.9;17.3;38.5;42.5
376;C Industrie;2003 1e kwartaal;95.4;100.7;94.3;100.3;9.5;9.9;22.1;24.9;17.5;17.3;40.4;42.8
377;C Industrie;2003 2e kwartaal;114.8;101.8;114.8;101.4;11.4;10.1;29.3;25.2;17.5;17.4;44.1;42.9
378;C Industrie;2003 3e kwartaal;93.9;101.0;93.8;100.5;9.4;10.2;27.2;25.5;17.7;17.7;50.1;43.8
379;C Industrie;2003 4e kwartaal;101.3;100.6;100.8;100.3;10.1;10.3;23.4;25.7;17.5;17.9;40.1;44.2
380;C Industrie;2004 1e kwartaal;91.9;97.9;91.0;97.6;10.0;10.4;22.8;25.8;19.1;18.7;43.3;45.6
381;C Industrie;2004 2e kwartaal;110.4;97.3;110.5;96.9;11.8;10.4;30.5;25.7;18.8;18.8;47.6;45.8
382;C Industrie;2004 3e kwartaal;90.1;97.3;90.1;96.9;9.7;10.5;27.8;25.9;18.9;18.9;53.2;46.2
383;C Industrie;2004 4e kwartaal;96.7;97.5;95.9;96.7;10.3;10.5;23.4;26.1;18.8;19.0;42.2;46.6
384;C Industrie;2005 1e kwartaal;89.2;94.4;88.4;94.5;10.1;10.5;23.5;26.3;19.9;19.6;45.8;48.0
385;C Industrie;2005 2e kwartaal;106.4;94.8;106.8;94.8;12.1;10.6;31.0;26.5;20.0;19.6;50.0;48.3
386;C Industrie;2005 3e kwartaal;86.4;93.5;86.4;93.1;9.8;10.7;28.1;26.8;20.0;20.1;56.2;49.6
387;C Industrie;2005 4e kwartaal;93.0;92.9;92.7;92.7;10.5;10.7;24.5;26.8;19.8;20.2;45.7;50.0
388;C Industrie;2006 1e kwartaal;89.6;96.1;88.5;96.1;10.3;10.7;23.4;27.0;20.2;19.6;45.5;48.5
389;C Industrie;2006 2e kwartaal;106.6;93.6;107.0;93.3;12.4;10.8;32.3;27.2;20.5;20.3;52.1;50.3
390;C Industrie;2006 3e kwartaal;86.0;92.4;86.4;92.4;9.9;10.9;28.8;27.4;20.3;20.7;57.5;51.1
391;C Industrie;2006 4e kwartaal;91.9;91.7;91.7;91.6;10.8;11.0;25.8;27.8;20.7;21.1;48.5;52.4
392;C Industrie;2007 1e kwartaal;83.9;89.6;83.0;89.1;10.7;11.1;24.4;27.7;22.4;21.7;50.8;53.7
393;C Industrie;2007 2e kwartaal;105.0;91.3;105.1;91.2;12.7;11.1;33.3;27.9;21.4;21.4;54.7;52.8
394;C Industrie;2007 3e kwartaal;85.2;91.8;85.4;91.7;10.2;11.2;29.4;28.2;21.0;21.4;59.4;53.1
395;C Industrie;2007 4e kwartaal;93.3;93.7;93.1;93.8;11.4;11.6;26.8;29.2;21.5;21.8;49.6;53.8
396;C Industrie;2008 1e kwartaal;89.5;96.3;88.6;95.6;11.3;11.7;26.6;29.6;22.3;21.5;51.8;53.4
397;C Industrie;2008 2e kwartaal;110.7;97.5;110.8;97.3;13.5;11.7;35.3;29.7;21.4;21.2;54.9;52.7
398;C Industrie;2008 3e kwartaal;91.4;99.0;91.5;98.9;10.7;11.8;30.5;29.9;20.6;20.9;57.5;52.1
399;C Industrie;2008 4e kwartaal;102.5;100.8;102.3;100.7;11.6;11.9;27.5;30.1;20.0;20.7;46.5;51.5
400;C Industrie;2009 1e kwartaal;107.8;116.2;107.1;116.0;11.6;12.1;28.0;31.0;19.0;18.2;45.1;46.0
401;C Industrie;2009 2e kwartaal;127.7;111.4;128.2;111.4;13.9;12.0;37.6;31.1;19.1;19.0;50.7;48.2
402;C Industrie;2009 3e kwartaal;101.2;109.8;101.8;110.1;11.2;12.3;32.3;32.0;19.4;19.7;54.8;50.1
403;C Industrie;2009 4e kwartaal;107.1;106.4;106.8;106.3;12.1;12.4;28.9;31.9;19.9;20.5;46.7;51.8
