ID;Geslacht;Persoonskenmerken;GeboortelandOuders;Herkomstland;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstMetPersoneelEnMeewGezinslid_9
6313;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Houten;2017;30890;23300;75.0;86.0;61.0;25.0;14.0;11.0;3.0
6314;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Houten;2018;31140;23580;76.0;86.0;60.0;26.0;14.0;11.0;3.0
6315;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Houten;2019;31310;23690;76.0;85.0;59.0;26.0;15.0;12.0;3.0
6316;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Houten;2020;31440;23450;75.0;85.0;62.0;23.0;15.0;12.0;3.0
6317;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Houten;2021;31330;23390;75.0;85.0;62.0;23.0;15.0;12.0;3.0
6318;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Houten;2022;31110;23600;76.0;85.0;61.0;24.0;15.0;12.0;3.0
6319;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Houten;2023;30940;23520;76.0;85.0;61.0;24.0;15.0;13.0;2.0
6320;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Huizen;2014;24380;16540;68.0;82.0;58.0;24.0;18.0;15.0;3.0
6321;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Huizen;2015;24230;16450;68.0;81.0;57.0;25.0;19.0;15.0;4.0
6322;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Huizen;2016;24230;16460;68.0;81.0;56.0;26.0;19.0;15.0;4.0
6323;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Huizen;2017;24120;16490;68.0;81.0;55.0;26.0;19.0;15.0;4.0
6324;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Huizen;2018;23900;16550;69.0;81.0;55.0;27.0;19.0;15.0;4.0
6325;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Huizen;2019;23780;16610;70.0;81.0;55.0;26.0;19.0;15.0;4.0
6326;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Huizen;2020;23530;16270;69.0;81.0;59.0;22.0;19.0;16.0;3.0
6327;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Huizen;2021;23300;16170;69.0;81.0;58.0;23.0;19.0;16.0;3.0
6328;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Huizen;2022;22900;16320;71.0;80.0;56.0;24.0;20.0;16.0;4.0
6329;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Huizen;2023;22530;16170;72.0;80.0;56.0;24.0;20.0;16.0;4.0
6330;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Hulst;2014;14910;9780;66.0;83.0;62.0;21.0;17.0;12.0;5.0
6331;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Hulst;2015;14790;9660;65.0;83.0;62.0;21.0;17.0;12.0;5.0
6332;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Hulst;2016;14760;9730;66.0;83.0;62.0;22.0;17.0;11.0;6.0
6333;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Hulst;2017;14660;9780;67.0;83.0;61.0;23.0;17.0;12.0;5.0
6334;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Hulst;2018;14520;9800;67.0;83.0;61.0;23.0;17.0;12.0;5.0
6335;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Hulst;2019;14360;9820;68.0;83.0;61.0;23.0;17.0;12.0;5.0
6336;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Hulst;2020;14230;9700;68.0;83.0;64.0;19.0;17.0;12.0;5.0
6337;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Hulst;2021;14040;9630;69.0;83.0;64.0;19.0;17.0;12.0;5.0
6338;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Hulst;2022;13850;9640;70.0;83.0;63.0;20.0;17.0;12.0;5.0
6339;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Hulst;2023;13570;9490;70.0;83.0;63.0;19.0;17.0;13.0;4.0
6340;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;IJsselstein;2014;20170;14450;72.0;86.0;63.0;23.0;14.0;11.0;3.0
6341;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;IJsselstein;2015;20130;14420;72.0;86.0;61.0;24.0;14.0;11.0;3.0
6342;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;IJsselstein;2016;20180;14520;72.0;86.0;60.0;25.0;14.0;11.0;3.0
6343;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;IJsselstein;2017;20280;14730;73.0;86.0;59.0;27.0;14.0;10.0;4.0
6344;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;IJsselstein;2018;20210;14850;73.0;86.0;58.0;28.0;14.0;11.0;3.0
6345;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;IJsselstein;2019;20120;14920;74.0;86.0;58.0;28.0;14.0;11.0;3.0
6346;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;IJsselstein;2020;20000;14760;74.0;86.0;62.0;24.0;14.0;11.0;3.0
6347;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;IJsselstein;2021;19740;14720;75.0;86.0;62.0;24.0;14.0;11.0;3.0
6348;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;IJsselstein;2022;19390;14700;76.0;86.0;61.0;25.0;14.0;11.0;3.0
6349;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;IJsselstein;2023;19140;14680;77.0;86.0;60.0;25.0;14.0;12.0;2.0
6350;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kaag en Braassem;2014;17660;12820;73.0;81.0;58.0;23.0;19.0;14.0;5.0
6351;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kaag en Braassem;2015;17710;12920;73.0;81.0;56.0;24.0;19.0;14.0;5.0
6352;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kaag en Braassem;2016;17760;13050;73.0;80.0;57.0;24.0;20.0;14.0;6.0
6353;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kaag en Braassem;2017;17850;13220;74.0;80.0;56.0;24.0;20.0;14.0;6.0
6354;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kaag en Braassem;2018;17900;13430;75.0;81.0;55.0;25.0;19.0;14.0;5.0
6355;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kaag en Braassem;2019;18000;13680;76.0;81.0;55.0;25.0;19.0;14.0;5.0
6356;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kaag en Braassem;2020;18090;13670;76.0;81.0;59.0;21.0;19.0;14.0;5.0
6357;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kaag en Braassem;2021;18080;13760;76.0;81.0;59.0;22.0;19.0;14.0;5.0
6358;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kaag en Braassem;2022;18000;13900;77.0;81.0;58.0;22.0;19.0;14.0;5.0
6359;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kaag en Braassem;2023;18120;14040;77.0;81.0;59.0;22.0;19.0;15.0;4.0
6360;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kampen;2014;33380;23540;71.0;84.0;56.0;28.0;16.0;12.0;4.0
6361;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kampen;2015;33590;23910;71.0;84.0;54.0;30.0;16.0;12.0;4.0
6362;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kampen;2016;33940;24370;72.0;84.0;53.0;31.0;16.0;12.0;4.0
6363;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kampen;2017;34300;24970;73.0;84.0;55.0;29.0;16.0;12.0;4.0
6364;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kampen;2018;34600;25590;74.0;84.0;55.0;29.0;16.0;11.0;5.0
6365;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kampen;2019;34900;26120;75.0;85.0;55.0;29.0;15.0;12.0;3.0
6366;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kampen;2020;35130;26270;75.0;85.0;58.0;26.0;15.0;11.0;4.0
6367;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kampen;2021;35130;26600;76.0;85.0;59.0;26.0;15.0;11.0;4.0
6368;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kampen;2022;35140;26990;77.0;85.0;59.0;26.0;15.0;11.0;4.0
6369;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kampen;2023;35190;27230;77.0;85.0;59.0;26.0;15.0;11.0;4.0
6370;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kapelle;2014;8310;6000;72.0;83.0;61.0;22.0;17.0;11.0;6.0
6371;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kapelle;2015;8310;6000;72.0;83.0;60.0;23.0;17.0;12.0;5.0
6372;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kapelle;2016;8320;5990;72.0;83.0;60.0;23.0;17.0;12.0;5.0
6373;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kapelle;2017;8320;6040;73.0;83.0;60.0;23.0;17.0;12.0;5.0
6374;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kapelle;2018;8360;6140;73.0;83.0;59.0;24.0;17.0;12.0;5.0
6375;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kapelle;2019;8360;6190;74.0;83.0;58.0;25.0;17.0;12.0;5.0
6376;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kapelle;2020;8350;6190;74.0;83.0;60.0;23.0;17.0;12.0;5.0
6377;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kapelle;2021;8400;6300;75.0;83.0;59.0;23.0;17.0;13.0;4.0
6378;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kapelle;2022;8350;6360;76.0;83.0;59.0;24.0;17.0;13.0;4.0
6379;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kapelle;2023;8280;6310;76.0;82.0;59.0;23.0;18.0;13.0;5.0
6380;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Katwijk;2014;41300;29530;71.0;88.0;63.0;25.0;12.0;8.0;4.0
6381;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Katwijk;2015;41610;30030;72.0;88.0;62.0;25.0;12.0;8.0;4.0
6382;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Katwijk;2016;41770;30400;73.0;88.0;62.0;26.0;12.0;8.0;4.0
6383;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Katwijk;2017;41990;30940;74.0;87.0;62.0;26.0;13.0;8.0;5.0
6384;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Katwijk;2018;42130;31460;75.0;87.0;61.0;26.0;13.0;8.0;5.0
6385;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Katwijk;2019;42250;31890;75.0;88.0;61.0;26.0;12.0;8.0;4.0
6386;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Katwijk;2020;42380;31890;75.0;87.0;64.0;23.0;13.0;9.0;4.0
6387;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Katwijk;2021;42150;31900;76.0;87.0;64.0;24.0;13.0;9.0;4.0
6388;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Katwijk;2022;41830;32240;77.0;87.0;63.0;24.0;13.0;9.0;4.0
6389;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Katwijk;2023;41690;32380;78.0;87.0;63.0;24.0;13.0;9.0;4.0
6390;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kerkrade;2014;24670;14660;59.0;88.0;62.0;26.0;12.0;9.0;3.0
6391;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kerkrade;2015;24420;14590;60.0;88.0;60.0;27.0;12.0;9.0;3.0
6392;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kerkrade;2016;24220;14560;60.0;88.0;60.0;28.0;12.0;9.0;3.0
6393;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kerkrade;2017;24080;14620;61.0;88.0;59.0;28.0;12.0;9.0;3.0
6394;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kerkrade;2018;23930;14630;61.0;88.0;60.0;28.0;12.0;9.0;3.0
6395;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kerkrade;2019;23710;14620;62.0;88.0;60.0;28.0;12.0;9.0;3.0
6396;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kerkrade;2020;23490;14340;61.0;88.0;64.0;24.0;12.0;9.0;3.0
6397;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kerkrade;2021;23260;14350;62.0;88.0;63.0;25.0;12.0;9.0;3.0
6398;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kerkrade;2022;22960;14410;63.0;88.0;63.0;26.0;12.0;9.0;3.0
6399;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Kerkrade;2023;22690;14260;63.0;88.0;63.0;25.0;12.0;9.0;3.0
6400;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Koggenland;2014;15370;11130;72.0;80.0;57.0;23.0;20.0;14.0;6.0
6401;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Koggenland;2015;15400;11210;73.0;80.0;55.0;24.0;20.0;14.0;6.0
6402;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Koggenland;2016;15460;11280;73.0;80.0;55.0;25.0;20.0;15.0;5.0
6403;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Koggenland;2017;15480;11450;74.0;80.0;54.0;26.0;20.0;15.0;5.0
6404;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Koggenland;2018;15490;11620;75.0;80.0;54.0;26.0;20.0;15.0;5.0
6405;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Koggenland;2019;15530;11710;75.0;80.0;54.0;26.0;20.0;15.0;5.0
6406;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Koggenland;2020;15550;11720;75.0;80.0;57.0;23.0;20.0;15.0;5.0
6407;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Koggenland;2021;15610;11890;76.0;80.0;57.0;23.0;20.0;16.0;4.0
6408;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Koggenland;2022;15480;11960;77.0;79.0;56.0;23.0;21.0;16.0;5.0
6409;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Koggenland;2023;15470;12010;78.0;79.0;56.0;23.0;21.0;17.0;4.0
6410;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpen aan den IJssel;2014;17580;11460;65.0;84.0;62.0;22.0;16.0;11.0;5.0
6411;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpen aan den IJssel;2015;17500;11440;65.0;84.0;60.0;24.0;16.0;11.0;5.0
6412;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpen aan den IJssel;2016;17430;11520;66.0;84.0;59.0;25.0;16.0;11.0;5.0
6413;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpen aan den IJssel;2017;17320;11610;67.0;84.0;59.0;26.0;16.0;11.0;5.0
6414;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpen aan den IJssel;2018;17290;11800;68.0;85.0;58.0;26.0;15.0;11.0;4.0
6415;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpen aan den IJssel;2019;17180;11960;70.0;85.0;58.0;27.0;15.0;11.0;4.0
6416;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpen aan den IJssel;2020;17050;11860;70.0;85.0;62.0;24.0;15.0;11.0;4.0
6417;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpen aan den IJssel;2021;16760;11830;71.0;85.0;62.0;24.0;15.0;11.0;4.0
6418;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpen aan den IJssel;2022;16430;11920;73.0;85.0;60.0;25.0;15.0;11.0;4.0
6419;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpen aan den IJssel;2023;16160;11920;74.0;85.0;60.0;25.0;15.0;11.0;4.0
6420;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpenerwaard;2014;36000;24790;69.0;81.0;58.0;23.0;19.0;14.0;5.0
6421;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpenerwaard;2015;36030;24950;69.0;81.0;57.0;23.0;19.0;14.0;5.0
6422;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpenerwaard;2016;36220;25350;70.0;81.0;56.0;25.0;19.0;14.0;5.0
6423;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpenerwaard;2017;36430;25890;71.0;81.0;56.0;25.0;19.0;14.0;5.0
6424;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpenerwaard;2018;36500;26340;72.0;81.0;55.0;26.0;19.0;14.0;5.0
6425;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpenerwaard;2019;36580;26730;73.0;81.0;55.0;26.0;19.0;14.0;5.0
6426;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpenerwaard;2020;36430;26630;73.0;81.0;59.0;22.0;19.0;14.0;5.0
6427;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpenerwaard;2021;36480;26980;74.0;81.0;59.0;22.0;19.0;14.0;5.0
6428;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpenerwaard;2022;36290;27470;76.0;81.0;58.0;23.0;19.0;14.0;5.0
6429;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Krimpenerwaard;2023;36070;27620;77.0;81.0;58.0;23.0;19.0;14.0;5.0
6430;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laarbeek;2014;15150;10290;68.0;81.0;58.0;23.0;19.0;14.0;5.0
6431;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laarbeek;2015;15130;10370;69.0;81.0;57.0;24.0;19.0;14.0;5.0
6432;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laarbeek;2016;15090;10510;70.0;81.0;56.0;25.0;19.0;14.0;5.0
6433;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laarbeek;2017;15120;10740;71.0;81.0;55.0;26.0;19.0;14.0;5.0
6434;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laarbeek;2018;15200;10900;72.0;81.0;56.0;26.0;19.0;14.0;5.0
6435;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laarbeek;2019;15240;11070;73.0;81.0;56.0;25.0;19.0;14.0;5.0
6436;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laarbeek;2020;15370;11100;72.0;81.0;59.0;22.0;19.0;14.0;5.0
6437;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laarbeek;2021;15380;11230;73.0;81.0;59.0;22.0;19.0;14.0;5.0
6438;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laarbeek;2022;15310;11400;74.0;81.0;58.0;23.0;19.0;14.0;5.0
6439;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laarbeek;2023;15170;11400;75.0;81.0;58.0;23.0;19.0;15.0;4.0
6440;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Land van Cuijk;2014;57580;40190;70.0;84.0;60.0;24.0;16.0;11.0;5.0
6441;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Land van Cuijk;2015;57420;40230;70.0;84.0;58.0;25.0;16.0;12.0;4.0
6442;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Land van Cuijk;2016;57560;40670;71.0;84.0;58.0;26.0;16.0;12.0;4.0
6443;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Land van Cuijk;2017;57670;41280;72.0;84.0;58.0;26.0;16.0;11.0;5.0
6444;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Land van Cuijk;2018;57850;42030;73.0;84.0;57.0;27.0;16.0;11.0;5.0
6445;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Land van Cuijk;2019;57990;42580;73.0;84.0;57.0;27.0;16.0;11.0;5.0
6446;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Land van Cuijk;2020;58230;42480;73.0;84.0;61.0;24.0;16.0;11.0;5.0
6447;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Land van Cuijk;2021;58280;42970;74.0;84.0;60.0;24.0;16.0;12.0;4.0
6448;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Land van Cuijk;2022;58110;43480;75.0;84.0;60.0;24.0;16.0;12.0;4.0
6449;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Land van Cuijk;2023;57860;43610;75.0;84.0;60.0;23.0;16.0;12.0;4.0
6450;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landgraaf;2014;22310;14060;63.0;88.0;63.0;25.0;12.0;9.0;3.0
6451;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landgraaf;2015;22220;14000;63.0;88.0;62.0;26.0;12.0;9.0;3.0
6452;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landgraaf;2016;22200;13990;63.0;88.0;61.0;27.0;12.0;9.0;3.0
6453;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landgraaf;2017;22270;14100;63.0;88.0;60.0;28.0;12.0;9.0;3.0
6454;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landgraaf;2018;22260;14160;64.0;88.0;61.0;28.0;12.0;9.0;3.0
6455;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landgraaf;2019;22160;14220;64.0;88.0;60.0;28.0;12.0;9.0;3.0
6456;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landgraaf;2020;21980;13950;63.0;88.0;64.0;24.0;12.0;9.0;3.0
6457;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landgraaf;2021;21680;13840;64.0;88.0;64.0;24.0;12.0;9.0;3.0
6458;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landgraaf;2022;21440;13970;65.0;88.0;64.0;25.0;12.0;9.0;3.0
6459;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landgraaf;2023;21210;13880;65.0;88.0;64.0;24.0;12.0;9.0;3.0
6460;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landsmeer;2014;6800;4680;69.0;76.0;55.0;22.0;24.0;17.0;7.0
6461;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landsmeer;2015;6870;4770;69.0;76.0;54.0;23.0;24.0;18.0;6.0
6462;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landsmeer;2016;6960;4860;70.0;76.0;53.0;24.0;24.0;18.0;6.0
6463;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landsmeer;2017;7030;4960;71.0;76.0;52.0;24.0;24.0;18.0;6.0
6464;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landsmeer;2018;6960;4950;71.0;76.0;52.0;24.0;24.0;18.0;6.0
6465;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landsmeer;2019;6870;4900;71.0;75.0;51.0;24.0;25.0;19.0;6.0
6466;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landsmeer;2020;6810;4820;71.0;75.0;54.0;21.0;25.0;19.0;6.0
6467;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landsmeer;2021;6690;4770;71.0;74.0;53.0;20.0;26.0;20.0;6.0
6468;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landsmeer;2022;6570;4790;73.0;73.0;52.0;21.0;27.0;20.0;7.0
6469;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Landsmeer;2023;6470;4750;73.0;73.0;51.0;21.0;27.0;21.0;6.0
6470;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Lansingerland;2014;34400;25360;74.0;82.0;61.0;21.0;18.0;12.0;6.0
6471;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Lansingerland;2015;34750;25710;74.0;82.0;60.0;22.0;18.0;12.0;6.0
6472;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Lansingerland;2016;35120;26220;75.0;82.0;59.0;23.0;18.0;13.0;5.0
6473;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Lansingerland;2017;35530;26780;75.0;82.0;59.0;23.0;18.0;13.0;5.0
6474;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Lansingerland;2018;35640;27140;76.0;82.0;58.0;24.0;18.0;13.0;5.0
6475;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Lansingerland;2019;35730;27440;77.0;82.0;58.0;24.0;18.0;13.0;5.0
6476;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Lansingerland;2020;35990;27540;77.0;82.0;62.0;21.0;18.0;13.0;5.0
6477;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Lansingerland;2021;36210;27890;77.0;82.0;61.0;21.0;18.0;13.0;5.0
6478;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Lansingerland;2022;36090;28270;78.0;82.0;60.0;22.0;18.0;13.0;5.0
6479;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Lansingerland;2023;36070;28370;79.0;82.0;60.0;22.0;18.0;14.0;4.0
6480;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laren (NH.);2014;5870;3490;60.0;65.0;46.0;19.0;35.0;28.0;7.0
6481;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laren (NH.);2015;5880;3520;60.0;64.0;44.0;19.0;36.0;28.0;8.0
6482;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laren (NH.);2016;5900;3530;60.0;63.0;43.0;20.0;37.0;28.0;9.0
6483;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laren (NH.);2017;5930;3650;62.0;63.0;42.0;21.0;37.0;28.0;9.0
6484;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laren (NH.);2018;5920;3680;62.0;64.0;42.0;22.0;36.0;28.0;8.0
6485;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laren (NH.);2019;5860;3700;63.0;64.0;43.0;21.0;36.0;28.0;8.0
6486;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laren (NH.);2020;5830;3680;63.0;63.0;47.0;17.0;37.0;29.0;8.0
6487;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laren (NH.);2021;5790;3770;65.0;63.0;46.0;17.0;37.0;29.0;8.0
6488;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Laren (NH.);2022;5690;3820;67.0;63.0;45.0;18.0;37.0;30.0;7.0
