ID;PrognoseInterval;Generatie;Perioden;Allochtonen_1;TotaalNietWesters_2;Afrika_3;Azie_4;LatijnsAmerika_5;Marokko_6;NederlandseAntillenEnAruba_7;Suriname_8;Turkije_9;TotaalWesters_10;Indonesie_11;Overig_12
346;Ondergrens 95% prognose-interval;1e Generatie;2047;1367204;903206;55466;159028;30261;74556;53506;57719;69852;457858;11202;281507
347;Ondergrens 95% prognose-interval;1e Generatie;2048;1361454;895128;54166;157826;30113;72066;52905;54326;66653;457880;10135;279386
348;Ondergrens 95% prognose-interval;1e Generatie;2049;1352893;887560;52784;156768;29942;69024;52115;50953;63516;455203;9134;277071
349;Ondergrens 95% prognose-interval;1e Generatie;2050;1345737;881120;51301;155484;29795;66267;51222;47417;60172;451922;8352;274219
350;Ondergrens 95% prognose-interval;Totaal 2e generatie;2001;1377826;550540;53886;61436;18983;116142;39781;123291;137029;827246;264976;562281
351;Ondergrens 95% prognose-interval;Totaal 2e generatie;2002;1411915;578851;58288;66088;20188;122566;41788;127107;142690;833014;265431;567569
352;Ondergrens 95% prognose-interval;Totaal 2e generatie;2003;1444869;606214;62658;70732;21378;128748;43850;130579;147869;838465;265816;572456
353;Ondergrens 95% prognose-interval;Totaal 2e generatie;2004;1477099;633125;67028;75577;22604;134682;46035;133806;152674;843360;266121;577078
354;Ondergrens 95% prognose-interval;Totaal 2e generatie;2005;1509152;659526;71352;80383;23811;140383;48239;136849;157233;848729;266422;581752
355;Ondergrens 95% prognose-interval;Totaal 2e generatie;2006;1540461;686206;75684;85290;25017;145923;50551;139610;161463;853999;266679;586312
356;Ondergrens 95% prognose-interval;Totaal 2e generatie;2007;1570399;711449;79837;90227;26191;151078;52821;142274;165423;858814;266854;590221
357;Ondergrens 95% prognose-interval;Totaal 2e generatie;2008;1600726;736547;83978;95171;27351;156149;55110;144670;169040;863403;266949;593303
358;Ondergrens 95% prognose-interval;Totaal 2e generatie;2009;1629439;761106;87931;99928;28498;160986;57388;146878;172427;868263;266974;596452
359;Ondergrens 95% prognose-interval;Totaal 2e generatie;2010;1658404;785540;91643;104461;29680;165439;59644;148821;175506;872191;266950;599965
360;Ondergrens 95% prognose-interval;Totaal 2e generatie;2011;1687230;808118;95147;109336;30773;169725;61853;150861;178216;876028;266810;602849
361;Ondergrens 95% prognose-interval;Totaal 2e generatie;2012;1712773;832168;98552;113830;31865;173638;63882;152376;180824;879422;266580;605407
362;Ondergrens 95% prognose-interval;Totaal 2e generatie;2013;1737974;854555;101790;118236;32868;177298;65884;153976;183284;882562;266216;606747
363;Ondergrens 95% prognose-interval;Totaal 2e generatie;2014;1762501;876432;105290;123003;33900;180446;67779;155489;185540;885267;265776;607716
364;Ondergrens 95% prognose-interval;Totaal 2e generatie;2015;1783494;895249;108166;127383;34874;183322;69588;157028;187403;887985;265151;607947
365;Ondergrens 95% prognose-interval;Totaal 2e generatie;2016;1805760;915215;111035;131948;35928;186000;71438;158262;189031;889850;264470;608500
366;Ondergrens 95% prognose-interval;Totaal 2e generatie;2017;1825976;935471;113729;136149;36887;188450;73173;159351;190553;890962;263498;608169
367;Ondergrens 95% prognose-interval;Totaal 2e generatie;2018;1845396;952847;116353;140455;38032;190642;74920;160203;191851;893165;262351;608347
368;Ondergrens 95% prognose-interval;Totaal 2e generatie;2019;1863343;970255;118922;145106;39043;192577;76599;160997;193209;892728;261070;608175
369;Ondergrens 95% prognose-interval;Totaal 2e generatie;2020;1882613;989294;121314;148931;39692;194549;78162;161536;194552;892724;259700;607550
370;Ondergrens 95% prognose-interval;Totaal 2e generatie;2021;1903128;1005753;123431;152472;40616;196458;79901;162213;195573;892528;258121;606662
371;Ondergrens 95% prognose-interval;Totaal 2e generatie;2022;1917837;1024403;125595;156589;41594;198088;80781;162782;196331;894917;256499;604582
372;Ondergrens 95% prognose-interval;Totaal 2e generatie;2023;1935499;1043058;127236;160781;42469;199802;82130;163403;197160;892756;254698;603085
373;Ondergrens 95% prognose-interval;Totaal 2e generatie;2024;1948620;1058959;129270;164385;43193;201003;83511;164001;197840;889258;252523;601989
374;Ondergrens 95% prognose-interval;Totaal 2e generatie;2025;1961840;1071289;130859;168097;43862;201970;84730;164524;198674;887882;250496;599502
375;Ondergrens 95% prognose-interval;Totaal 2e generatie;2026;1974342;1082582;132253;171035;44520;202861;86156;164713;199292;885634;247869;596125
376;Ondergrens 95% prognose-interval;Totaal 2e generatie;2027;1987378;1097700;133503;173472;45114;203652;87188;165080;199975;884254;245351;593268
377;Ondergrens 95% prognose-interval;Totaal 2e generatie;2028;1998870;1115060;134615;176805;45849;203982;88227;165362;200290;882970;242647;590680
378;Ondergrens 95% prognose-interval;Totaal 2e generatie;2029;2018870;1130124;135538;180767;46601;204607;89142;165520;200550;882954;239499;586185
379;Ondergrens 95% prognose-interval;Totaal 2e generatie;2030;2029997;1142976;136352;183354;47278;205137;90066;165565;200825;880716;236197;582952
380;Ondergrens 95% prognose-interval;Totaal 2e generatie;2031;2041234;1156308;137095;185716;47995;205594;90942;165776;200946;876481;232754;579008
381;Ondergrens 95% prognose-interval;Totaal 2e generatie;2032;2052154;1169600;137755;187818;48653;205993;91775;165807;201037;873327;228856;575125
382;Ondergrens 95% prognose-interval;Totaal 2e generatie;2033;2061392;1181928;138333;189677;49312;206311;92508;165704;201054;869767;224944;570729
383;Ondergrens 95% prognose-interval;Totaal 2e generatie;2034;2069237;1193667;138991;191327;49990;206751;93250;165471;201041;865948;221021;566469
384;Ondergrens 95% prognose-interval;Totaal 2e generatie;2035;2076084;1203627;139612;192836;50702;206875;93978;165182;200975;863070;216904;563587
385;Ondergrens 95% prognose-interval;Totaal 2e generatie;2036;2076160;1213851;140255;194285;51412;207158;94628;164902;200760;860256;211996;560991
386;Ondergrens 95% prognose-interval;Totaal 2e generatie;2037;2079785;1224268;140619;196086;52185;207204;95445;164551;200526;855336;207474;558785
387;Ondergrens 95% prognose-interval;Totaal 2e generatie;2038;2088330;1234383;140776;198058;52841;207213;96003;164128;200372;850214;202466;555727
388;Ondergrens 95% prognose-interval;Totaal 2e generatie;2039;2092816;1243249;140885;199864;53453;207278;96543;163663;200216;844093;197005;552694
389;Ondergrens 95% prognose-interval;Totaal 2e generatie;2040;2099411;1254236;140960;201477;54017;207439;97094;163158;199994;838462;191301;550100
390;Ondergrens 95% prognose-interval;Totaal 2e generatie;2041;2104173;1263588;141007;202891;54527;207506;97722;162618;199724;831483;185514;546678
391;Ondergrens 95% prognose-interval;Totaal 2e generatie;2042;2106075;1270631;141035;204339;55044;207465;98342;162086;199434;825619;179773;543605
392;Ondergrens 95% prognose-interval;Totaal 2e generatie;2043;2109950;1282279;141004;205831;55609;207174;99013;161354;199072;821321;173699;541389
393;Ondergrens 95% prognose-interval;Totaal 2e generatie;2044;2116370;1292971;140956;208150;56306;206626;99296;160490;198670;814318;167216;539831
394;Ondergrens 95% prognose-interval;Totaal 2e generatie;2045;2116215;1301329;140877;210611;56970;206395;99463;159516;198209;810903;161006;537868
395;Ondergrens 95% prognose-interval;Totaal 2e generatie;2046;2113136;1309084;140756;212971;57625;206160;99697;158481;197604;802748;154627;534593
396;Ondergrens 95% prognose-interval;Totaal 2e generatie;2047;2115769;1319697;140693;214319;58056;205897;99819;157341;196979;799453;148710;533671
397;Ondergrens 95% prognose-interval;Totaal 2e generatie;2048;2116153;1324099;140818;215715;58446;205575;99932;156118;196014;796432;142816;532689
398;Ondergrens 95% prognose-interval;Totaal 2e generatie;2049;2120570;1333808;140867;217260;58799;205104;100050;154862;194561;789561;136484;530141
399;Ondergrens 95% prognose-interval;Totaal 2e generatie;2050;2124168;1342109;140664;218079;59273;204581;100292;153401;193562;781849;130627;528510
400;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2001;836197;143210;24219;19713;13844;10228;23108;38281;13752;692888;193759;499123
401;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2002;846788;150156;25562;20840;14633;10812;23882;39558;14777;696289;194117;502176
402;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2003;856998;157142;26942;22003;15429;11394;24695;40724;15739;699403;194424;504874
403;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2004;867074;164179;28308;23185;16236;11936;25552;41814;16672;702304;194698;507232
404;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2005;877190;171206;29701;24404;17058;12509;26429;42815;17491;705211;194937;510092
405;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2006;887416;177987;31062;25617;17857;13041;27365;43755;18247;708256;195137;512608
406;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2007;896193;184462;32366;26794;18652;13577;28278;44612;18975;710941;195299;514357
407;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2008;906345;190898;33720;28014;19477;14133;29159;45386;19634;713571;195380;516599
408;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2009;916147;197802;35040;29248;20248;14680;30146;46086;20242;716140;195440;517461
409;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2010;925842;204646;36266;30408;21066;15318;31005;46798;20803;718481;195449;518921
410;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2011;935292;211631;37555;31619;21869;15801;31908;47463;21326;720516;195419;520447
411;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2012;943048;217913;38783;32971;22689;16355;32766;48026;21843;721824;195270;520413
412;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2013;949530;223673;39939;34190;23440;16753;33620;48524;22338;723111;195038;520044
413;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2014;956391;229602;40946;35386;24185;17190;34443;48988;22714;724176;194759;519435
414;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2015;962880;235012;41990;36509;24827;17536;35103;49427;23066;724967;194337;519224
415;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2016;969991;240870;43044;37837;25521;17916;35822;49804;23363;725242;193848;519159
416;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2017;976500;246845;44007;38943;26305;18470;36621;50171;23680;725906;193233;517951
417;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2018;982103;252724;45029;40255;27011;18794;37352;50579;23960;724748;192461;516756
418;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2019;987779;259358;45845;41417;27765;19230;38088;50888;24205;723458;191596;515583
419;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2020;992486;264572;46726;42356;28423;19579;38669;51106;24374;722852;190633;513714
420;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2021;996826;270166;47381;43574;29046;19875;39274;51300;24573;721170;189570;511925
421;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2022;1000653;275652;48019;44501;29660;20166;39874;51592;24786;720779;188361;509783
422;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2023;1004668;282327;48695;45521;30247;20362;40533;51836;25063;719189;187132;506473
423;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2024;1009995;287339;49165;46502;30804;20540;41093;52057;25247;716133;185731;503457
424;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2025;1012543;292095;49551;47307;31261;20730;41539;52147;25452;713070;184095;500574
425;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2026;1015635;295788;49936;48049;31894;21002;41926;52261;25588;709825;182357;497096
426;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2027;1017700;300663;50332;48724;32476;21085;42478;52252;25735;707056;180703;493789
427;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2028;1018023;305273;50701;49512;32979;21157;42971;52376;25951;704106;178790;489770
428;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2029;1019961;309220;50980;50118;33519;21372;43435;52342;26166;700214;176625;486008
429;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2030;1019988;312933;51260;50550;34113;21527;44013;52323;26293;698106;174618;481651
430;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2031;1021371;318217;51493;50986;34692;21692;44385;52293;26453;694260;172088;478090
431;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2032;1023028;321932;51736;51850;35281;21879;44678;52230;26589;691385;169368;474213
432;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2033;1023047;324775;51945;52391;35836;22080;45103;52234;26626;686682;166545;470845
433;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2034;1021834;328345;52161;53036;36487;22193;45489;52150;26656;683979;163730;466983
434;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2035;1019547;332169;52380;53490;36984;22394;45732;52004;26655;678940;160924;462083
435;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2036;1019187;336219;52548;53814;37309;22434;45938;51866;26651;673513;157909;457618
436;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2037;1018112;339809;52608;54405;37672;22462;46423;51767;26649;669646;154621;453414
437;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2038;1017944;343161;52649;54501;38034;22513;46808;51607;26752;666506;151316;450551
438;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2039;1015745;346752;52699;54572;38398;22619;46961;51410;26853;663312;147831;446624
439;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2040;1018891;350160;52719;54809;38723;22781;47310;51227;26868;658616;144070;443417
440;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2041;1019225;353355;52722;55087;39009;22903;47520;50974;26877;653472;140124;439928
441;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2042;1018175;356275;52699;55419;39306;22904;47536;50701;26874;648529;136256;436519
442;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2043;1015375;359701;52729;55777;39756;22854;47550;50469;26859;642447;132215;433473
443;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2044;1016815;362925;52762;56152;40049;22798;47525;50149;26815;638709;127935;431058
444;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2045;1013681;366682;52767;56544;40375;22752;47480;49786;26768;634971;123740;429630
445;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2046;1012450;370114;52781;56644;40722;22944;47497;49433;26751;630959;119458;427889
446;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2047;1009062;371328;52766;56847;41107;22912;47652;49070;26677;626235;115107;424732
447;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2048;1007840;374497;52761;57112;41448;22871;47810;48713;26586;621732;110879;421574
448;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2049;1007639;377948;52745;57404;41699;22818;47834;48289;26510;616894;106756;420279
449;Ondergrens 95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2050;1006937;381116;52623;57895;42004;22762;47647;47816;26387;611552;102522;419224
450;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2001;541404;407077;29618;41673;5131;105788;16661;84979;123210;134279;71213;63068
451;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2002;564148;427602;32593;45095;5532;111387;17857;87461;127662;136548;71299;65231
452;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2003;586251;447546;35578;48587;5924;116809;19094;89710;131772;138720;71366;67320
453;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2004;608329;467462;38568;52161;6324;122010;20409;91843;135642;140871;71423;69394
454;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2005;629822;486569;41432;55650;6701;126975;21715;93797;139250;143070;71463;71414
455;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2006;650448;505180;44299;59282;7074;131689;23065;95569;142514;145153;71484;73351
456;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2007;670795;523606;47077;62786;7458;136249;24407;97266;145618;147179;71505;75282
457;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2008;691283;541666;49853;66592;7826;140622;25792;98850;148584;149296;71503;77215
458;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2009;711004;559192;52518;70119;8174;144830;27089;100313;151317;151237;71471;79043
459;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2010;729257;576363;54885;73607;8512;148589;28397;101633;153737;153275;71432;80741
460;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2011;747599;592201;57383;77197;8847;151970;29636;102812;155919;154999;71362;82414
461;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2012;764751;607729;59749;80934;9175;155100;30807;103940;158251;156703;71262;83971
462;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2013;780008;622515;61965;84490;9463;158253;31954;104914;159861;158248;71140;85415
463;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2014;795768;636458;63989;87554;9738;161067;32963;105781;161393;159991;70963;86686
464;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2015;810559;651303;65769;90637;10004;163535;34003;106606;162987;161295;70770;87987
465;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2016;825811;663583;67714;93844;10237;165911;35004;107447;164254;162643;70518;89028
466;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2017;838600;675772;69472;96991;10524;167924;36024;108171;165489;163633;70201;90096
467;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2018;853246;687076;70960;99906;10827;169752;36969;108796;166521;164867;69871;91265
468;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2019;865222;698387;72505;103206;11054;171140;37905;109262;167460;166682;69515;92224
469;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2020;879935;711537;73847;105884;11239;172640;38691;109742;168188;168054;69112;93011
470;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2021;892671;722818;75127;108825;11484;174153;39655;110223;169096;169087;68644;94002
471;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2022;907026;733295;76375;111700;11749;175425;40267;110695;169773;170188;68127;95301
472;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2023;919296;745367;77589;114263;11943;176365;40926;110900;170512;171359;67547;96235
473;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2024;929046;757378;78738;116458;12180;177186;41830;111363;170929;172267;66921;97261
474;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2025;939400;767014;79715;119001;12405;177849;42380;111702;171365;172942;66266;97928
475;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2026;947153;776373;80658;121174;12627;178446;42837;111815;171713;173480;65571;98776
476;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2027;958284;787315;81349;123387;12828;179092;43520;112081;172092;174224;64793;99363
477;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2028;969403;796533;82094;125447;13032;179578;44100;112316;172524;174757;63866;99946
478;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2029;979319;805164;82729;128489;13239;180234;44668;112434;172602;175112;62914;100571
479;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2030;988453;812723;83291;130040;13445;180726;45056;112392;172917;175377;61851;101379
480;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2031;998177;823101;83784;131852;13632;180996;45587;112347;172898;175550;60731;102286
481;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2032;1009113;833196;84272;134213;13851;181100;46184;112319;173041;175538;59556;102839
482;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2033;1019228;842747;84732;135774;13990;181381;46778;112240;173012;176027;58208;103447
483;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2034;1025883;851131;85158;137189;14123;181518;47278;112190;172913;176119;56838;103893
484;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2035;1033815;857285;85441;138576;14259;181532;47784;112076;172810;176532;55466;104202
485;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2036;1042391;863548;85794;139938;14392;181602;48173;111936;172729;176827;54009;104518
486;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2037;1048905;869923;86040;141314;14561;182028;48498;111852;172539;177313;52337;104751
487;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2038;1054244;876028;86324;142530;14750;182360;49020;111771;172410;177619;50567;105458
488;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2039;1058671;881355;86598;143816;14959;182395;49566;111511;172166;177099;48777;106478
489;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2040;1063136;886863;86862;145696;15151;182391;50090;111233;171895;176159;47002;107325
490;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2041;1067519;890991;87074;147565;15346;182375;50332;110840;171572;175215;45359;108040
491;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2042;1072315;896227;87269;149331;15557;182313;50560;110388;171164;174107;43356;108521
492;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2043;1079589;902525;87453;151006;15715;182226;50767;109894;170760;172949;41266;108648
493;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2044;1086004;908934;87635;152560;15917;182090;51084;109420;170236;171888;39167;108839
494;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2045;1092277;916220;87788;154238;16135;181675;51411;108846;169567;170454;37197;109469
495;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2046;1099037;924488;87943;155625;16313;181038;51722;108309;168798;169289;35219;110388
496;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2047;1100986;928708;88090;156207;16437;180349;52021;107644;168017;169571;33280;111385
497;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2048;1105348;930429;88209;157605;16531;179636;52352;107027;167246;168378;31426;111437
498;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2049;1112891;935064;88158;159259;16608;179191;52491;106223;166489;166532;29451;111744
499;Ondergrens 95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2050;1117130;941727;88043;160614;16805;178726;52756;105518;165398;165690;27589;111828
500;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2001;2877388;1484845;166016;248369;54520;273982;117146;309091;320179;1392492;404329;990314
501;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2002;2990385;1567463;182931;275748;59088;287280;127551;316178;331498;1422883;403779;1025348
502;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2003;3108270;1653751;200940;305556;64037;301372;137921;323327;343444;1455579;403451;1063119
503;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2004;3229292;1741010;219595;336915;69174;315806;147966;330800;355529;1489151;403261;1101718
504;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2005;3355330;1831798;239407;370518;74593;330693;157654;338259;368146;1524427;403367;1143172
505;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2006;3481254;1921422;259895;405652;80205;345829;166799;346039;380810;1558477;403444;1184125
506;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2007;3609055;2015423;281230;442591;86016;361348;175573;353657;393537;1594874;403913;1227480
507;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2008;3736157;2109313;302867;480454;92081;377576;184020;361095;406993;1630282;404268;1272509
508;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2009;3870711;2205586;325153;519258;98339;393564;192016;368593;420215;1668293;404655;1316595
509;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2010;4000704;2301264;348123;558671;104887;410376;199392;376292;434366;1705238;405246;1364025
510;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2011;4131093;2398147;370375;598688;111573;427182;207372;384167;448785;1742451;405818;1407649
511;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2012;4273888;2495555;392612;640327;118185;444386;215398;391774;463533;1782151;406127;1451400
512;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2013;4412309;2597224;414955;682491;124952;461475;223636;399258;477926;1820281;406501;1499348
513;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2014;4552058;2705713;439047;729239;132089;479688;232230;406917;491966;1856469;407027;1546687
514;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2015;4689747;2806159;465234;774909;139347;496466;240140;414842;506133;1893198;407361;1594772
515;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2016;4834283;2915444;491157;824614;147100;513728;247804;423191;521298;1931149;407744;1641306
516;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2017;4970609;3026354;517957;876426;154649;532031;256213;431450;537659;1970674;408458;1686138
517;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2018;5115570;3128434;544268;923253;162421;548332;264477;439664;552283;2007432;409332;1728513
518;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2019;5251284;3238615;571201;971810;170315;564030;272755;447363;567640;2040862;409343;1776342
519;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2020;5388593;3348284;596780;1016374;178417;579644;280769;454332;580411;2074283;409520;1823082
520;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2021;5534916;3438143;622984;1066351;186289;595861;289322;461385;594023;2103811;409730;1869927
521;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2022;5673377;3529951;646936;1114821;194673;611726;298161;468655;608056;2140841;410290;1918405
522;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2023;5814142;3638094;670186;1169016;203118;627073;307000;475801;621930;2172951;409663;1965652
523;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2024;5955589;3752782;694397;1222217;211213;642766;315798;483064;636396;2209320;409922;2006164
524;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2025;6094631;3866028;717432;1276728;219843;659758;325485;490663;651227;2244416;410350;2049860
525;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2026;6237011;3969230;744455;1331560;228559;677662;334842;498103;665765;2278078;410747;2100919
526;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2027;6376487;4075142;771199;1377492;237843;695094;343358;506041;681091;2309501;409985;2142992
527;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2028;6505105;4182351;797720;1424850;246494;712604;351341;514194;697297;2338632;409251;2179956
528;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2029;6634458;4289754;822343;1476039;255531;730685;359729;522440;713306;2375462;408810;2224368
529;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2030;6788855;4389550;847683;1530639;265195;747870;367469;530628;729453;2410522;408450;2256302
530;Bovengrens  95% prognose-interval;Totaal 1e en 2e generatie;2031;6936086;4488346;870116;1589509;274640;764945;374341;538576;746580;2441968;407535;2296075
