ID;SBI93;Grootteklasse;Perioden;Bedrijven_1;AantalWerkzamePersonenEindSeptember_2;TotWerkzamePersonenFTEEindSeptember_3;AantalWerknemersVanDeEigenLoonlijst_4;AantalFTEWerknemersOpEigenLoonlijst_5;TotaleBedrijfsopbrengsten_6;NettoOmzetTotaal_7;NettoOmzetUitHoofdactiviteiten_8;NettoOmzetUitNevenactiviteiten_9;TotaalOverigeBedrijfsopbrengsten_10;TotaleBedrijfslasten_11;InkoopwaardeOmzet_12;InkoopwaardeGrondEnHulpstoffen_13;BeginvoorraadGrondEnHulpstoffen_14;InkopenGrondEnHulpstoffen_15;EindvoorraadGrondEnHulpstoffen_16;InkoopwaardeHandelsgoederen_17;BeginvoorraadHandelsgoederen_18;InkoopkostenVanHandelsgoederen_19;EindvoorraadHandelsgoederen_20;TotaalOverigeInkoopwaarde_21;KostenUitbesteedWerk_22;InkoopwaardeNietEldersGenoemd_23;ArbeidskostenTotaal_24;BrutoLonenEnSalarissen_25;WerkgeversdeelSocVerzekeringspremies_26;PremiesPensioenVUTInkoopsommenEnz_27;OverigeSocialeLasten_28;OverigeBedrijfslastenTotaal_29;OverigeKostenMBTPersoneel_30;KostenVervoermiddelen_31;KostenEnergieverbruik_32;KostenVanHuisvesting_33;KostenMachinesInstallatiesED_34;Verkoopkosten_35;Communicatiekosten_36;KostenVanDienstverleningDoorDerden_37;OverigeBedrijfslasten_38;AfschrijvingenOpVasteActiva_39;Bedrijfsresultaat_40;FinancieelResultaat_41;FinancieleBaten_42;FinancieleLasten_43;SaldoVoorzieningen_44;OnttrekkingenVrijvalVanVoorzieningen_45;ToevoegingenAanVoorzieningen_46;SaldoBuitengewoneBatenMinusLasten_47;BuitengewoneBaten_48;BuitengewoneLasten_49;ResultaatVoorBelastingen_50
203;DD Houtindustrie en vervaardiging van..;0 tot 19 werknemers;2005;1790.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;DD Houtindustrie en vervaardiging van..;20 tot 100 werknemers;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;DD Houtindustrie en vervaardiging van..;20 tot 100 werknemers;2001;195.0;90.0;85.0;84.0;79.0;1251.0;1244.0;1194.0;50.0;7.0;1174.0;675.0;578.0;88.0;582.0;92.0;36.0;8.0;37.0;9.0;61.0;53.0;8.0;282.0;229.0;32.0;15.0;6.0;180.0;39.0;12.0;15.0;29.0;22.0;12.0;3.0;18.0;30.0;37.0;77.0;-10.0;3.0;13.0;1.0;2.0;1.0;6.0;8.0;2.0;74.0
206;DD Houtindustrie en vervaardiging van..;20 tot 100 werknemers;2002;195.0;88.0;83.0;82.0;77.0;1171.0;1161.0;1106.0;55.0;10.0;1109.0;619.0;536.0;95.0;542.0;101.0;40.0;10.0;39.0;9.0;43.0;36.0;7.0;274.0;222.0;32.0;15.0;5.0;178.0;38.0;12.0;14.0;31.0;22.0;14.0;3.0;18.0;26.0;38.0;63.0;-9.0;4.0;12.0;0.0;1.0;1.0;0.0;2.0;2.0;54.0
207;DD Houtindustrie en vervaardiging van..;20 tot 100 werknemers;2003;205.0;90.0;85.0;83.0;79.0;1272.0;1266.0;1208.0;58.0;6.0;1221.0;694.0;600.0;109.0;603.0;113.0;36.0;5.0;37.0;5.0;58.0;52.0;5.0;290.0;234.0;33.0;17.0;6.0;196.0;42.0;14.0;15.0;36.0;25.0;16.0;3.0;19.0;26.0;40.0;51.0;-9.0;3.0;12.0;1.0;2.0;1.0;2.0;5.0;3.0;44.0
208;DD Houtindustrie en vervaardiging van..;20 tot 100 werknemers;2004;195.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;DD Houtindustrie en vervaardiging van..;20 tot 100 werknemers;2005;175.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;DD Houtindustrie en vervaardiging van..;100 of meer werknemers;2000;20.0;41.0;38.0;37.0;36.0;563.0;552.0;491.0;61.0;11.0;532.0;325.0;246.0;46.0;249.0;49.0;44.0;15.0;45.0;15.0;34.0;31.0;3.0;124.0;99.0;14.0;5.0;6.0;69.0;19.0;5.0;5.0;6.0;9.0;9.0;1.0;6.0;9.0;15.0;31.0;1.0;5.0;4.0;1.0;1.0;0.0;0.0;1.0;1.0;33.0
211;DD Houtindustrie en vervaardiging van..;100 of meer werknemers;2001;20.0;41.0;39.0;37.0;36.0;584.0;581.0;510.0;71.0;3.0;553.0;338.0;236.0;45.0;234.0;44.0;53.0;11.0;54.0;12.0;49.0;45.0;4.0;131.0;105.0;14.0;7.0;5.0;69.0;18.0;5.0;5.0;7.0;9.0;10.0;1.0;6.0;8.0;15.0;31.0;1.0;5.0;4.0;0.0;1.0;1.0;-13.0;1.0;14.0;19.0
212;DD Houtindustrie en vervaardiging van..;100 of meer werknemers;2002;25.0;41.0;40.0;37.0;36.0;574.0;571.0;494.0;77.0;2.0;547.0;314.0;212.0;45.0;211.0;44.0;57.0;12.0;56.0;11.0;45.0;42.0;3.0;140.0;113.0;16.0;8.0;3.0;78.0;19.0;5.0;5.0;11.0;9.0;11.0;2.0;6.0;10.0;15.0;27.0;1.0;5.0;4.0;-1.0;1.0;2.0;4.0;6.0;2.0;31.0
213;DD Houtindustrie en vervaardiging van..;100 of meer werknemers;2003;25.0;40.0;38.0;36.0;34.0;551.0;553.0;466.0;87.0;-3.0;527.0;294.0;215.0;42.0;208.0;35.0;49.0;16.0;46.0;13.0;30.0;29.0;1.0;140.0;113.0;16.0;8.0;3.0;77.0;18.0;5.0;4.0;11.0;9.0;11.0;2.0;7.0;10.0;16.0;23.0;-2.0;3.0;4.0;0.0;1.0;1.0;0.0;2.0;2.0;22.0
214;DD Houtindustrie en vervaardiging van..;100 of meer werknemers;2004;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;DD Houtindustrie en vervaardiging van..;100 of meer werknemers;2005;15.0;43.0;42.0;38.0;37.0;654.0;654.0;544.0;111.0;0.0;622.0;372.0;246.0;45.0;244.0;42.0;77.0;14.0;82.0;18.0;48.0;40.0;8.0;147.0;119.0;17.0;9.0;2.0;86.0;24.0;6.0;5.0;12.0;10.0;10.0;2.0;8.0;9.0;16.0;32.0;-4.0;2.0;6.0;0.0;1.0;1.0;2.0;3.0;1.0;29.0
216;DE Vervaardiging van papier, karton en..;Totaal grootteklasse;2000;7420.0;1233.0;1124.0;1141.0;1042.0;19441.0;19256.0;18367.0;888.0;185.0;17447.0;8729.0;5375.0;463.0;5424.0;512.0;620.0;86.0;623.0;89.0;2734.0;2542.0;192.0;4307.0;3513.0;455.0;246.0;93.0;3437.0;497.0;127.0;270.0;321.0;465.0;589.0;121.0;334.0;713.0;975.0;1994.0;-90.0;136.0;226.0;-32.0;25.0;58.0;-13.0;85.0;97.0;1858.0
217;DE Vervaardiging van papier, karton en..;Totaal grootteklasse;2001;7075.0;1222.0;1116.0;1133.0;1030.0;19475.0;19349.0;18277.0;1072.0;126.0;17644.0;8718.0;5151.0;473.0;5103.0;426.0;640.0;73.0;639.0;71.0;2928.0;2744.0;184.0;4360.0;3565.0;460.0;260.0;76.0;3594.0;513.0;123.0;292.0;355.0;458.0;642.0;118.0;346.0;747.0;971.0;1831.0;-140.0;117.0;257.0;-50.0;28.0;78.0;-114.0;129.0;243.0;1527.0
218;DE Vervaardiging van papier, karton en..;Totaal grootteklasse;2002;7360.0;1143.0;1038.0;1056.0;962.0;18768.0;18674.0;17829.0;845.0;94.0;17066.0;8332.0;4963.0;421.0;4961.0;419.0;479.0;52.0;482.0;55.0;2890.0;2800.0;90.0;4279.0;3479.0;445.0;275.0;79.0;3508.0;482.0;125.0;271.0;354.0;473.0;548.0;134.0;388.0;733.0;947.0;1702.0;-182.0;104.0;286.0;-63.0;24.0;86.0;-28.0;75.0;102.0;1430.0
219;DE Vervaardiging van papier, karton en..;Totaal grootteklasse;2003;6990.0;1095.0;989.0;1020.0;916.0;17905.0;17835.0;17010.0;825.0;70.0;16391.0;7913.0;4756.0;447.0;4755.0;446.0;500.0;58.0;496.0;54.0;2656.0;2571.0;85.0;4205.0;3412.0;433.0;291.0;69.0;3327.0;436.0;120.0;285.0;353.0;448.0;512.0;132.0;408.0;633.0;943.0;1515.0;-69.0;167.0;236.0;-83.0;26.0;110.0;-37.0;56.0;93.0;1325.0
220;DE Vervaardiging van papier, karton en..;Totaal grootteklasse;2004;7105.0;1064.0;953.0;990.0;884.0;18300.0;18086.0;17088.0;998.0;214.0;16888.0;8309.0;4841.0;398.0;4846.0;403.0;509.0;57.0;511.0;60.0;2960.0;2892.0;68.0;4171.0;3376.0;430.0;298.0;66.0;3572.0;439.0;146.0;271.0;456.0;445.0;496.0;121.0;402.0;796.0;837.0;1412.0;-85.0;113.0;197.0;-67.0;35.0;102.0;-48.0;65.0;113.0;1213.0
221;DE Vervaardiging van papier, karton en..;Totaal grootteklasse;2005;6860.0;1048.0;934.0;974.0;865.0;18780.0;18568.0;17619.0;949.0;211.0;17316.0;8769.0;4890.0;393.0;4901.0;404.0;558.0;54.0;565.0;61.0;3321.0;3240.0;81.0;4174.0;3377.0;432.0;305.0;60.0;3602.0;430.0;152.0;317.0;443.0;449.0;553.0;114.0;419.0;725.0;771.0;1463.0;-87.0;112.0;199.0;-82.0;86.0;168.0;-104.0;73.0;178.0;1190.0
222;DE Vervaardiging van papier, karton en..;0 tot 19 werknemers;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;DE Vervaardiging van papier, karton en..;0 tot 19 werknemers;2001;6230.0;324.0;283.0;286.0;249.0;3542.0;3620.0;3467.0;153.0;-78.0;3159.0;1451.0;853.0;85.0;852.0;84.0;88.0;21.0;91.0;25.0;510.0;393.0;117.0;861.0;705.0;93.0;46.0;17.0;632.0;66.0;25.0;29.0;55.0;91.0;119.0;34.0;64.0;149.0;215.0;383.0;-38.0;29.0;67.0;-2.0;3.0;6.0;3.0;14.0;12.0;346.0
224;DE Vervaardiging van papier, karton en..;0 tot 19 werknemers;2002;6500.0;299.0;261.0;257.0;223.0;3394.0;3474.0;3388.0;86.0;-80.0;3026.0;1412.0;856.0;77.0;866.0;87.0;31.0;10.0;31.0;10.0;524.0;485.0;39.0;811.0;661.0;85.0;48.0;18.0;610.0;68.0;25.0;26.0;49.0;86.0;100.0;36.0;54.0;166.0;193.0;368.0;-40.0;23.0;63.0;-2.0;3.0;5.0;-14.0;7.0;22.0;311.0
225;DE Vervaardiging van papier, karton en..;0 tot 19 werknemers;2003;6125.0;270.0;229.0;234.0;194.0;2954.0;3032.0;2922.0;110.0;-77.0;2612.0;1243.0;730.0;98.0;730.0;98.0;68.0;12.0;67.0;10.0;446.0;409.0;37.0;724.0;591.0;74.0;44.0;14.0;483.0;59.0;19.0;25.0;33.0;67.0;92.0;31.0;55.0;102.0;162.0;342.0;-41.0;20.0;61.0;-5.0;1.0;6.0;-7.0;12.0;19.0;289.0
226;DE Vervaardiging van papier, karton en..;0 tot 19 werknemers;2004;6275.0;267.0;226.0;233.0;195.0;3074.0;3052.0;2846.0;205.0;22.0;2818.0;1220.0;679.0;79.0;685.0;84.0;46.0;10.0;46.0;11.0;495.0;469.0;26.0;760.0;625.0;80.0;37.0;18.0;702.0;76.0;45.0;22.0;130.0;71.0;83.0;34.0;48.0;193.0;136.0;256.0;-27.0;14.0;42.0;1.0;5.0;4.0;3.0;18.0;15.0;233.0
227;DE Vervaardiging van papier, karton en..;0 tot 19 werknemers;2005;6070.0;278.0;235.0;248.0;206.0;3139.0;3119.0;3027.0;92.0;20.0;2865.0;1284.0;722.0;90.0;722.0;90.0;41.0;8.0;40.0;8.0;522.0;505.0;17.0;806.0;665.0;86.0;40.0;15.0;638.0;63.0;46.0;24.0;112.0;84.0;89.0;31.0;56.0;133.0;137.0;275.0;-27.0;20.0;47.0;-2.0;51.0;53.0;3.0;10.0;7.0;249.0
228;DE Vervaardiging van papier, karton en..;20 tot 100 werknemers;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;DE Vervaardiging van papier, karton en..;20 tot 100 werknemers;2001;660.0;295.0;273.0;283.0;263.0;3927.0;3874.0;3731.0;143.0;53.0;3703.0;1750.0;1137.0;114.0;1128.0;105.0;86.0;17.0;86.0;17.0;526.0;495.0;31.0;1004.0;816.0;111.0;57.0;20.0;757.0;97.0;39.0;36.0;99.0;110.0;120.0;21.0;66.0;169.0;191.0;224.0;-36.0;18.0;54.0;-5.0;3.0;8.0;2.0;77.0;76.0;185.0
230;DE Vervaardiging van papier, karton en..;20 tot 100 werknemers;2002;665.0;282.0;259.0;271.0;250.0;3849.0;3819.0;3679.0;140.0;30.0;3671.0;1718.0;1143.0;117.0;1138.0;111.0;84.0;14.0;82.0;11.0;490.0;464.0;26.0;1003.0;812.0;111.0;60.0;20.0;755.0;93.0;40.0;34.0;106.0;117.0;110.0;22.0;74.0;159.0;195.0;178.0;-33.0;15.0;48.0;-7.0;2.0;9.0;0.0;19.0;19.0;137.0
231;DE Vervaardiging van papier, karton en..;20 tot 100 werknemers;2003;670.0;279.0;253.0;270.0;246.0;3788.0;3745.0;3638.0;106.0;43.0;3584.0;1649.0;1110.0;125.0;1106.0;122.0;46.0;9.0;46.0;9.0;494.0;468.0;26.0;1014.0;823.0;108.0;65.0;19.0;749.0;87.0;41.0;35.0;110.0;113.0;104.0;23.0;82.0;154.0;172.0;204.0;-16.0;26.0;42.0;-5.0;5.0;10.0;-9.0;15.0;24.0;173.0
232;DE Vervaardiging van papier, karton en..;20 tot 100 werknemers;2004;650.0;291.0;264.0;282.0;255.0;4091.0;4056.0;3914.0;142.0;35.0;3864.0;1790.0;1141.0;126.0;1142.0;126.0;62.0;13.0;64.0;15.0;587.0;560.0;27.0;1088.0;883.0;115.0;72.0;18.0;807.0;92.0;44.0;39.0;120.0;120.0;111.0;28.0;89.0;164.0;177.0;227.0;-21.0;24.0;45.0;-6.0;5.0;11.0;-9.0;14.0;23.0;191.0
233;DE Vervaardiging van papier, karton en..;20 tot 100 werknemers;2005;630.0;273.0;247.0;263.0;239.0;4039.0;4000.0;3795.0;205.0;39.0;3812.0;1789.0;1136.0;118.0;1137.0;120.0;108.0;15.0;108.0;16.0;546.0;515.0;31.0;1041.0;843.0;112.0;68.0;19.0;809.0;94.0;44.0;41.0;118.0;118.0;113.0;26.0;87.0;168.0;173.0;227.0;-20.0;24.0;44.0;-5.0;4.0;9.0;-5.0;16.0;21.0;197.0
234;DE Vervaardiging van papier, karton en..;100 of meer werknemers;2000;180.0;591.0;545.0;551.0;512.0;11548.0;11330.0;10661.0;669.0;217.0;10260.0;5291.0;3178.0;239.0;3202.0;264.0;431.0;31.0;432.0;32.0;1682.0;1610.0;72.0;2386.0;1950.0;245.0;140.0;52.0;2051.0;323.0;55.0;206.0;177.0;251.0;359.0;64.0;213.0;403.0;533.0;1287.0;-24.0;79.0;102.0;-24.0;18.0;42.0;-10.0;45.0;54.0;1230.0
235;DE Vervaardiging van papier, karton en..;100 of meer werknemers;2001;185.0;602.0;559.0;563.0;519.0;12006.0;11856.0;11079.0;777.0;150.0;10782.0;5518.0;3160.0;274.0;3123.0;237.0;466.0;34.0;461.0;29.0;1892.0;1855.0;37.0;2496.0;2044.0;256.0;157.0;39.0;2205.0;350.0;59.0;227.0;201.0;256.0;403.0;63.0;216.0;430.0;564.0;1224.0;-66.0;70.0;137.0;-43.0;22.0;65.0;-119.0;37.0;155.0;997.0
236;DE Vervaardiging van papier, karton en..;100 of meer werknemers;2002;195.0;563.0;518.0;528.0;490.0;11525.0;11380.0;10761.0;619.0;144.0;10368.0;5202.0;2964.0;227.0;2958.0;221.0;363.0;28.0;369.0;34.0;1875.0;1851.0;24.0;2465.0;2006.0;249.0;167.0;42.0;2141.0;322.0;59.0;211.0;199.0;270.0;337.0;76.0;259.0;408.0;559.0;1156.0;-108.0;67.0;175.0;-53.0;19.0;72.0;-13.0;48.0;61.0;982.0
237;DE Vervaardiging van papier, karton en..;100 of meer werknemers;2003;195.0;546.0;507.0;515.0;477.0;11163.0;11059.0;10449.0;610.0;104.0;10195.0;5021.0;2917.0;224.0;2920.0;227.0;386.0;37.0;384.0;35.0;1717.0;1695.0;22.0;2468.0;1998.0;252.0;182.0;36.0;2096.0;290.0;60.0;225.0;210.0;267.0;317.0;78.0;272.0;377.0;609.0;969.0;-12.0;122.0;134.0;-73.0;21.0;93.0;-21.0;29.0;50.0;863.0
238;DE Vervaardiging van papier, karton en..;100 of meer werknemers;2004;180.0;506.0;463.0;475.0;434.0;11135.0;10978.0;10327.0;651.0;157.0;10206.0;5299.0;3020.0;194.0;3020.0;193.0;401.0;34.0;401.0;34.0;1878.0;1863.0;15.0;2322.0;1869.0;236.0;188.0;30.0;2059.0;270.0;56.0;210.0;206.0;253.0;302.0;59.0;265.0;438.0;525.0;929.0;-37.0;74.0;111.0;-61.0;25.0;87.0;-41.0;33.0;75.0;790.0
239;DE Vervaardiging van papier, karton en..;100 of meer werknemers;2005;165.0;497.0;452.0;463.0;421.0;11601.0;11449.0;10798.0;651.0;152.0;10639.0;5695.0;3033.0;185.0;3042.0;194.0;409.0;31.0;416.0;38.0;2253.0;2219.0;34.0;2327.0;1869.0;234.0;197.0;26.0;2154.0;273.0;61.0;252.0;213.0;247.0;352.0;56.0;276.0;424.0;461.0;962.0;-40.0;67.0;108.0;-75.0;31.0;106.0;-102.0;46.0;149.0;744.0
240;21 Vervaardiging van papier, karton en..;Totaal grootteklasse;2000;385.0;279.0;266.0;259.0;248.0;5902.0;5808.0;5333.0;475.0;94.0;5575.0;3234.0;2723.0;201.0;2749.0;228.0;383.0;30.0;383.0;30.0;128.0;98.0;30.0;1004.0;826.0;111.0;51.0;17.0;1026.0;134.0;24.0;187.0;100.0;190.0;106.0;14.0;117.0;154.0;309.0;327.0;-40.0;32.0;72.0;-4.0;5.0;9.0;-5.0;19.0;24.0;279.0
241;21 Vervaardiging van papier, karton en..;Totaal grootteklasse;2001;400.0;273.0;262.0;255.0;244.0;5899.0;5854.0;5310.0;545.0;45.0;5536.0;3173.0;2609.0;226.0;2569.0;187.0;444.0;31.0;440.0;27.0;120.0;88.0;32.0;1041.0;854.0;112.0;58.0;18.0;1026.0;143.0;26.0;208.0;103.0;197.0;105.0;15.0;101.0;128.0;297.0;363.0;-55.0;22.0;77.0;-14.0;4.0;18.0;-8.0;20.0;28.0;286.0
242;21 Vervaardiging van papier, karton en..;Totaal grootteklasse;2002;450.0;259.0;248.0;243.0;233.0;5849.0;5772.0;5257.0;515.0;77.0;5488.0;3090.0;2562.0;190.0;2555.0;184.0;383.0;27.0;391.0;35.0;145.0;128.0;17.0;1058.0;867.0;110.0;65.0;17.0;1030.0;139.0;26.0;194.0;104.0;207.0;99.0;15.0;114.0;132.0;309.0;361.0;-48.0;19.0;67.0;-8.0;5.0;12.0;-10.0;15.0;25.0;294.0
243;21 Vervaardiging van papier, karton en..;Totaal grootteklasse;2003;445.0;255.0;244.0;241.0;228.0;5763.0;5715.0;5224.0;491.0;49.0;5472.0;3052.0;2546.0;201.0;2550.0;205.0;392.0;35.0;391.0;34.0;114.0;100.0;15.0;1053.0;856.0;109.0;74.0;15.0;1036.0;122.0;27.0;207.0;107.0;200.0;88.0;15.0;120.0;150.0;331.0;291.0;-34.0;30.0;65.0;-11.0;4.0;15.0;-16.0;11.0;27.0;230.0
244;21 Vervaardiging van papier, karton en..;Totaal grootteklasse;2004;440.0;249.0;237.0;234.0;223.0;5952.0;5836.0;5322.0;514.0;116.0;5635.0;3224.0;2693.0;200.0;2690.0;197.0;408.0;33.0;409.0;34.0;123.0;110.0;13.0;1060.0;852.0;109.0;82.0;16.0;1021.0;125.0;26.0;195.0;107.0;201.0;87.0;14.0;121.0;145.0;328.0;318.0;-35.0;24.0;58.0;-5.0;5.0;10.0;-24.0;28.0;52.0;254.0
245;21 Vervaardiging van papier, karton en..;Totaal grootteklasse;2005;435.0;245.0;231.0;228.0;215.0;5963.0;5874.0;5339.0;536.0;89.0;5717.0;3279.0;2729.0;198.0;2737.0;207.0;421.0;33.0;427.0;38.0;129.0;97.0;32.0;1050.0;844.0;109.0;82.0;16.0;1076.0;128.0;27.0;236.0;105.0;199.0;83.0;15.0;122.0;161.0;313.0;246.0;-31.0;23.0;54.0;-27.0;4.0;31.0;-15.0;33.0;48.0;172.0
246;21 Vervaardiging van papier, karton en..;0 tot 19 werknemers;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;21 Vervaardiging van papier, karton en..;0 tot 19 werknemers;2001;205.0;19.0;18.0;18.0;16.0;278.0;278.0;273.0;5.0;0.0;263.0;148.0;139.0;18.0;137.0;15.0;3.0;1.0;3.0;1.0;6.0;3.0;4.0;50.0;42.0;5.0;2.0;1.0;54.0;7.0;5.0;3.0;14.0;8.0;7.0;1.0;4.0;5.0;12.0;15.0;-3.0;1.0;5.0;-1.0;0.0;1.0;1.0;1.0;0.0;11.0
248;21 Vervaardiging van papier, karton en..;0 tot 19 werknemers;2002;260.0;16.0;14.0;15.0;13.0;240.0;240.0;227.0;12.0;1.0;222.0;120.0;111.0;17.0;110.0;17.0;4.0;1.0;4.0;1.0;5.0;5.0;0.0;46.0;38.0;4.0;3.0;1.0;41.0;3.0;4.0;3.0;10.0;6.0;5.0;1.0;4.0;5.0;14.0;18.0;-4.0;1.0;5.0;0.0;0.0;0.0;1.0;1.0;0.0;15.0
249;21 Vervaardiging van papier, karton en..;0 tot 19 werknemers;2003;260.0;17.0;15.0;16.0;12.0;263.0;261.0;243.0;18.0;2.0;243.0;132.0;115.0;24.0;115.0;24.0;13.0;1.0;13.0;1.0;4.0;4.0;0.0;48.0;40.0;5.0;3.0;1.0;46.0;4.0;4.0;3.0;11.0;5.0;5.0;1.0;3.0;10.0;16.0;20.0;-4.0;1.0;4.0;0.0;0.0;0.0;0.0;1.0;1.0;16.0
250;21 Vervaardiging van papier, karton en..;0 tot 19 werknemers;2004;255.0;19.0;17.0;18.0;16.0;274.0;273.0;266.0;6.0;1.0;257.0;142.0;123.0;17.0;124.0;18.0;3.0;0.0;3.0;0.0;16.0;16.0;0.0;52.0;43.0;5.0;3.0;1.0;49.0;6.0;4.0;3.0;13.0;5.0;5.0;1.0;4.0;8.0;14.0;17.0;-3.0;1.0;4.0;0.0;0.0;0.0;3.0;8.0;5.0;17.0
251;21 Vervaardiging van papier, karton en..;0 tot 19 werknemers;2005;255.0;20.0;16.0;19.0;15.0;284.0;280.0;274.0;7.0;4.0;267.0;149.0;140.0;21.0;140.0;21.0;3.0;1.0;3.0;1.0;6.0;6.0;0.0;54.0;45.0;6.0;3.0;1.0;53.0;5.0;5.0;3.0;11.0;5.0;7.0;2.0;8.0;7.0;13.0;17.0;-2.0;2.0;3.0;0.0;0.0;0.0;2.0;2.0;1.0;17.0
252;21 Vervaardiging van papier, karton en..;20 tot 100 werknemers;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;21 Vervaardiging van papier, karton en..;20 tot 100 werknemers;2001;110.0;58.0;55.0;55.0;52.0;882.0;876.0;817.0;59.0;5.0;834.0;477.0;404.0;36.0;401.0;32.0;44.0;5.0;43.0;5.0;29.0;23.0;5.0;190.0;155.0;21.0;10.0;3.0;126.0;21.0;7.0;11.0;20.0;20.0;16.0;2.0;13.0;16.0;41.0;48.0;-9.0;4.0;13.0;0.0;1.0;1.0;2.0;4.0;3.0;40.0
254;21 Vervaardiging van papier, karton en..;20 tot 100 werknemers;2002;110.0;58.0;55.0;55.0;51.0;965.0;958.0;891.0;66.0;7.0;907.0;519.0;441.0;38.0;439.0;36.0;51.0;5.0;51.0;5.0;27.0;25.0;2.0;199.0;162.0;22.0;12.0;3.0;140.0;24.0;8.0;12.0;22.0;24.0;14.0;3.0;14.0;19.0;49.0;58.0;-8.0;4.0;12.0;-2.0;1.0;2.0;2.0;4.0;2.0;50.0
255;21 Vervaardiging van papier, karton en..;20 tot 100 werknemers;2003;110.0;56.0;52.0;53.0;50.0;913.0;907.0;867.0;40.0;6.0;866.0;480.0;436.0;43.0;436.0;43.0;24.0;5.0;24.0;5.0;20.0;20.0;1.0;200.0;163.0;21.0;13.0;3.0;147.0;23.0;6.0;13.0;25.0;25.0;14.0;3.0;14.0;24.0;39.0;46.0;-8.0;4.0;11.0;-1.0;1.0;2.0;-1.0;2.0;3.0;37.0
256;21 Vervaardiging van papier, karton en..;20 tot 100 werknemers;2004;115.0;58.0;54.0;55.0;51.0;942.0;937.0;882.0;55.0;5.0;889.0;487.0;425.0;44.0;425.0;44.0;38.0;5.0;38.0;5.0;24.0;22.0;1.0;212.0;173.0;22.0;14.0;3.0;150.0;23.0;7.0;14.0;26.0;27.0;14.0;3.0;18.0;18.0;40.0;52.0;-8.0;3.0;11.0;0.0;2.0;1.0;-1.0;2.0;2.0;44.0
257;21 Vervaardiging van papier, karton en..;20 tot 100 werknemers;2005;110.0;57.0;53.0;53.0;50.0;957.0;954.0;899.0;56.0;3.0;912.0;509.0;436.0;44.0;438.0;47.0;37.0;5.0;37.0;5.0;36.0;33.0;3.0;206.0;167.0;23.0;14.0;3.0;150.0;22.0;7.0;16.0;24.0;26.0;13.0;3.0;17.0;22.0;47.0;45.0;-7.0;3.0;10.0;0.0;1.0;1.0;-2.0;2.0;4.0;35.0
258;21 Vervaardiging van papier, karton en..;100 of meer werknemers;2000;80.0;187.0;181.0;174.0;169.0;4603.0;4518.0;4100.0;419.0;85.0;4370.0;2557.0;2130.0;143.0;2144.0;156.0;344.0;24.0;344.0;24.0;82.0;61.0;22.0;728.0;598.0;81.0;37.0;12.0;838.0;104.0;14.0;172.0;66.0;158.0;85.0;10.0;99.0;130.0;248.0;233.0;-26.0;27.0;53.0;-3.0;4.0;8.0;-8.0;12.0;20.0;195.0
259;21 Vervaardiging van papier, karton en..;100 of meer werknemers;2001;80.0;195.0;190.0;183.0;177.0;4739.0;4700.0;4220.0;480.0;39.0;4439.0;2548.0;2065.0;172.0;2032.0;139.0;398.0;25.0;394.0;21.0;85.0;62.0;23.0;800.0;657.0;85.0;45.0;13.0;846.0;114.0;15.0;194.0;69.0;169.0;83.0;12.0;83.0;107.0;244.0;300.0;-43.0;17.0;60.0;-14.0;3.0;17.0;-10.0;15.0;25.0;234.0
260;21 Vervaardiging van papier, karton en..;100 of meer werknemers;2002;85.0;185.0;179.0;174.0;169.0;4644.0;4574.0;4139.0;436.0;69.0;4360.0;2451.0;2010.0;135.0;2006.0;131.0;328.0;21.0;336.0;29.0;113.0;98.0;15.0;813.0;666.0;84.0;50.0;13.0;851.0;111.0;15.0;180.0;72.0;178.0;80.0;11.0;96.0;108.0;246.0;284.0;-36.0;15.0;51.0;-6.0;4.0;10.0;-13.0;10.0;23.0;229.0
261;21 Vervaardiging van papier, karton en..;100 of meer werknemers;2003;80.0;183.0;177.0;172.0;166.0;4588.0;4547.0;4114.0;433.0;41.0;4363.0;2440.0;1995.0;133.0;2000.0;138.0;355.0;30.0;354.0;29.0;90.0;76.0;14.0;805.0;653.0;83.0;58.0;11.0;842.0;96.0;16.0;191.0;71.0;169.0;70.0;11.0;102.0;116.0;275.0;225.0;-23.0;26.0;49.0;-10.0;3.0;13.0;-15.0;9.0;23.0;177.0
