ID;Geslacht;Leeftijd;Beroepen;Perioden;GemiddeldeWinst_1;Zelfstandigen_2
32;1100;Totaal leeftijd;3;2003;161.6;3835.0
33;1100;Totaal leeftijd;3;2004;173.8;3865.0
34;1100;Totaal leeftijd;3;2005;175.6;3990.0
35;1100;Totaal leeftijd;3;2006;186.9;4305.0
36;1100;Totaal leeftijd;3;2007;205.3;4380.0
37;1100;Totaal leeftijd;3;2008;236.1;4520.0
38;1100;Totaal leeftijd;3;2009;259.2;4530.0
39;1100;Totaal leeftijd;3;2010;213.6;5115.0
40;1100;Totaal leeftijd;3;2011;189.6;5255.0
41;1100;Totaal leeftijd;3;2012;189.2;5595.0
42;1100;Totaal leeftijd;3;2013;189.1;5805.0
43;1100;Totaal leeftijd;3;2014;195.2;5700.0
44;1100;Totaal leeftijd;3;2015;;
45;1100;18 tot 35 jaar;1;2001;52.8;455.0
46;1100;18 tot 35 jaar;1;2002;62.8;400.0
47;1100;18 tot 35 jaar;1;2003;68.5;425.0
48;1100;18 tot 35 jaar;1;2004;70.0;430.0
49;1100;18 tot 35 jaar;1;2005;64.4;430.0
50;1100;18 tot 35 jaar;1;2006;82.4;510.0
51;1100;18 tot 35 jaar;1;2007;81.3;590.0
52;1100;18 tot 35 jaar;1;2008;77.5;700.0
53;1100;18 tot 35 jaar;1;2009;76.2;780.0
54;1100;18 tot 35 jaar;1;2010;67.5;1040.0
55;1100;18 tot 35 jaar;1;2011;64.8;1000.0
56;1100;18 tot 35 jaar;1;2012;62.2;1135.0
57;1100;18 tot 35 jaar;1;2013;60.6;1205.0
58;1100;18 tot 35 jaar;1;2014;60.2;1250.0
59;1100;18 tot 35 jaar;1;2015;59.0;1375.0
60;1100;18 tot 35 jaar;2;2001;71.1;645.0
61;1100;18 tot 35 jaar;2;2002;87.2;625.0
62;1100;18 tot 35 jaar;2;2003;88.9;610.0
63;1100;18 tot 35 jaar;2;2004;84.0;620.0
64;1100;18 tot 35 jaar;2;2005;78.3;720.0
65;1100;18 tot 35 jaar;2;2006;81.8;845.0
66;1100;18 tot 35 jaar;2;2007;89.2;980.0
67;1100;18 tot 35 jaar;2;2008;92.9;1080.0
68;1100;18 tot 35 jaar;2;2009;89.6;1135.0
69;1100;18 tot 35 jaar;2;2010;90.0;1250.0
70;1100;18 tot 35 jaar;2;2011;86.3;1290.0
71;1100;18 tot 35 jaar;2;2012;86.7;1415.0
72;1100;18 tot 35 jaar;2;2013;81.6;1440.0
73;1100;18 tot 35 jaar;2;2014;85.7;1420.0
74;1100;18 tot 35 jaar;2;2015;81.4;1480.0
75;1100;18 tot 35 jaar;3;2001;;75.0
76;1100;18 tot 35 jaar;3;2002;;75.0
77;1100;18 tot 35 jaar;3;2003;;75.0
78;1100;18 tot 35 jaar;3;2004;;50.0
79;1100;18 tot 35 jaar;3;2005;;80.0
80;1100;18 tot 35 jaar;3;2006;132.8;105.0
81;1100;18 tot 35 jaar;3;2007;150.9;125.0
82;1100;18 tot 35 jaar;3;2008;201.4;145.0
83;1100;18 tot 35 jaar;3;2009;207.7;165.0
84;1100;18 tot 35 jaar;3;2010;172.3;225.0
85;1100;18 tot 35 jaar;3;2011;148.4;105.0
86;1100;18 tot 35 jaar;3;2012;126.9;125.0
87;1100;18 tot 35 jaar;3;2013;;105.0
88;1100;18 tot 35 jaar;3;2014;;85.0
89;1100;18 tot 35 jaar;3;2015;;
90;1100;35 tot 50 jaar;1;2001;81.4;3630.0
91;1100;35 tot 50 jaar;1;2002;94.4;3510.0
92;1100;35 tot 50 jaar;1;2003;102.1;3380.0
93;1100;35 tot 50 jaar;1;2004;96.6;3260.0
94;1100;35 tot 50 jaar;1;2005;97.4;3160.0
95;1100;35 tot 50 jaar;1;2006;123.3;3105.0
96;1100;35 tot 50 jaar;1;2007;127.2;2955.0
97;1100;35 tot 50 jaar;1;2008;121.5;2945.0
98;1100;35 tot 50 jaar;1;2009;123.8;2895.0
99;1100;35 tot 50 jaar;1;2010;121.8;3025.0
100;1100;35 tot 50 jaar;1;2011;122.4;3150.0
101;1100;35 tot 50 jaar;1;2012;116.2;3340.0
102;1100;35 tot 50 jaar;1;2013;108.5;3505.0
103;1100;35 tot 50 jaar;1;2014;110.1;3610.0
104;1100;35 tot 50 jaar;1;2015;105.2;3750.0
105;1100;35 tot 50 jaar;2;2001;91.0;2365.0
106;1100;35 tot 50 jaar;2;2002;109.7;2320.0
107;1100;35 tot 50 jaar;2;2003;115.2;2210.0
108;1100;35 tot 50 jaar;2;2004;112.8;2085.0
109;1100;35 tot 50 jaar;2;2005;117.5;1970.0
110;1100;35 tot 50 jaar;2;2006;122.8;1900.0
111;1100;35 tot 50 jaar;2;2007;135.2;1790.0
112;1100;35 tot 50 jaar;2;2008;141.7;1695.0
113;1100;35 tot 50 jaar;2;2009;137.4;1590.0
114;1100;35 tot 50 jaar;2;2010;137.0;1575.0
115;1100;35 tot 50 jaar;2;2011;129.1;1495.0
116;1100;35 tot 50 jaar;2;2012;129.9;1495.0
117;1100;35 tot 50 jaar;2;2013;120.4;1490.0
118;1100;35 tot 50 jaar;2;2014;125.8;1565.0
119;1100;35 tot 50 jaar;2;2015;123.1;1655.0
120;1100;35 tot 50 jaar;3;2001;141.3;2060.0
121;1100;35 tot 50 jaar;3;2002;152.2;2145.0
122;1100;35 tot 50 jaar;3;2003;166.7;2130.0
123;1100;35 tot 50 jaar;3;2004;178.6;2125.0
124;1100;35 tot 50 jaar;3;2005;181.2;2160.0
125;1100;35 tot 50 jaar;3;2006;194.5;2240.0
126;1100;35 tot 50 jaar;3;2007;216.6;2305.0
127;1100;35 tot 50 jaar;3;2008;248.5;2400.0
128;1100;35 tot 50 jaar;3;2009;266.5;2380.0
129;1100;35 tot 50 jaar;3;2010;217.5;2720.0
130;1100;35 tot 50 jaar;3;2011;189.5;2705.0
131;1100;35 tot 50 jaar;3;2012;190.2;2900.0
132;1100;35 tot 50 jaar;3;2013;189.7;2965.0
133;1100;35 tot 50 jaar;3;2014;191.7;2875.0
134;1100;35 tot 50 jaar;3;2015;;
135;1100;50 jaar of ouder;1;2001;85.5;2135.0
136;1100;50 jaar of ouder;1;2002;101.1;2260.0
137;1100;50 jaar of ouder;1;2003;110.5;2430.0
138;1100;50 jaar of ouder;1;2004;104.5;2565.0
139;1100;50 jaar of ouder;1;2005;104.6;2765.0
140;1100;50 jaar of ouder;1;2006;130.4;3065.0
141;1100;50 jaar of ouder;1;2007;138.1;3050.0
142;1100;50 jaar of ouder;1;2008;133.6;3175.0
143;1100;50 jaar of ouder;1;2009;137.6;3240.0
144;1100;50 jaar of ouder;1;2010;136.6;3390.0
145;1100;50 jaar of ouder;1;2011;142.8;3630.0
146;1100;50 jaar of ouder;1;2012;134.9;3610.0
147;1100;50 jaar of ouder;1;2013;130.5;3620.0
148;1100;50 jaar of ouder;1;2014;134.1;3790.0
149;1100;50 jaar of ouder;1;2015;128.7;3830.0
150;1100;50 jaar of ouder;2;2001;80.3;1400.0
151;1100;50 jaar of ouder;2;2002;95.2;1490.0
152;1100;50 jaar of ouder;2;2003;102.2;1600.0
153;1100;50 jaar of ouder;2;2004;99.1;1710.0
154;1100;50 jaar of ouder;2;2005;102.3;1840.0
155;1100;50 jaar of ouder;2;2006;107.1;2015.0
156;1100;50 jaar of ouder;2;2007;117.2;1940.0
157;1100;50 jaar of ouder;2;2008;122.3;2025.0
158;1100;50 jaar of ouder;2;2009;121.6;2085.0
159;1100;50 jaar of ouder;2;2010;121.4;2230.0
160;1100;50 jaar of ouder;2;2011;118.4;2450.0
161;1100;50 jaar of ouder;2;2012;120.9;2490.0
162;1100;50 jaar of ouder;2;2013;113.5;2550.0
163;1100;50 jaar of ouder;2;2014;124.3;2560.0
164;1100;50 jaar of ouder;2;2015;123.3;2580.0
165;1100;50 jaar of ouder;3;2001;131.9;1555.0
166;1100;50 jaar of ouder;3;2002;144.2;1590.0
167;1100;50 jaar of ouder;3;2003;156.2;1630.0
168;1100;50 jaar of ouder;3;2004;168.8;1690.0
169;1100;50 jaar of ouder;3;2005;170.4;1750.0
170;1100;50 jaar of ouder;3;2006;181.0;1955.0
171;1100;50 jaar of ouder;3;2007;195.4;1955.0
172;1100;50 jaar of ouder;3;2008;223.5;1975.0
173;1100;50 jaar of ouder;3;2009;254.8;1980.0
174;1100;50 jaar of ouder;3;2010;213.0;2170.0
175;1100;50 jaar of ouder;3;2011;191.6;2445.0
176;1100;50 jaar of ouder;3;2012;191.0;2575.0
177;1100;50 jaar of ouder;3;2013;190.4;2735.0
178;1100;50 jaar of ouder;3;2014;201.1;2740.0
179;1100;50 jaar of ouder;3;2015;;
180;3000;Totaal leeftijd;1;2001;88.5;4750.0
181;3000;Totaal leeftijd;1;2002;104.1;4680.0
182;3000;Totaal leeftijd;1;2003;113.3;4685.0
183;3000;Totaal leeftijd;1;2004;108.4;4650.0
184;3000;Totaal leeftijd;1;2005;109.1;4640.0
185;3000;Totaal leeftijd;1;2006;137.0;4785.0
186;3000;Totaal leeftijd;1;2007;143.8;4560.0
187;3000;Totaal leeftijd;1;2008;140.0;4550.0
188;3000;Totaal leeftijd;1;2009;143.5;4485.0
189;3000;Totaal leeftijd;1;2010;141.5;4605.0
190;3000;Totaal leeftijd;1;2011;147.4;4580.0
191;3000;Totaal leeftijd;1;2012;139.9;4555.0
192;3000;Totaal leeftijd;1;2013;135.3;4490.0
193;3000;Totaal leeftijd;1;2014;138.3;4495.0
194;3000;Totaal leeftijd;1;2015;133.0;4455.0
195;3000;Totaal leeftijd;2;2001;91.3;3465.0
196;3000;Totaal leeftijd;2;2002;109.6;3465.0
197;3000;Totaal leeftijd;2;2003;115.0;3435.0
198;3000;Totaal leeftijd;2;2004;111.4;3420.0
199;3000;Totaal leeftijd;2;2005;114.2;3440.0
200;3000;Totaal leeftijd;2;2006;118.7;3555.0
201;3000;Totaal leeftijd;2;2007;130.5;3395.0
202;3000;Totaal leeftijd;2;2008;135.9;3370.0
203;3000;Totaal leeftijd;2;2009;132.4;3275.0
204;3000;Totaal leeftijd;2;2010;132.9;3360.0
205;3000;Totaal leeftijd;2;2011;127.7;3390.0
206;3000;Totaal leeftijd;2;2012;129.6;3400.0
207;3000;Totaal leeftijd;2;2013;121.6;3375.0
208;3000;Totaal leeftijd;2;2014;131.6;3355.0
209;3000;Totaal leeftijd;2;2015;129.5;3355.0
210;3000;Totaal leeftijd;3;2001;143.3;3110.0
211;3000;Totaal leeftijd;3;2002;155.2;3200.0
212;3000;Totaal leeftijd;3;2003;169.8;3190.0
213;3000;Totaal leeftijd;3;2004;182.9;3190.0
214;3000;Totaal leeftijd;3;2005;185.6;3230.0
215;3000;Totaal leeftijd;3;2006;197.3;3455.0
216;3000;Totaal leeftijd;3;2007;217.6;3435.0
217;3000;Totaal leeftijd;3;2008;250.1;3500.0
218;3000;Totaal leeftijd;3;2009;276.2;3450.0
219;3000;Totaal leeftijd;3;2010;227.1;3800.0
220;3000;Totaal leeftijd;3;2011;203.1;3805.0
221;3000;Totaal leeftijd;3;2012;201.5;3940.0
222;3000;Totaal leeftijd;3;2013;200.4;4065.0
223;3000;Totaal leeftijd;3;2014;208.9;3905.0
224;3000;Totaal leeftijd;3;2015;;
225;3000;18 tot 35 jaar;1;2001;65.6;210.0
226;3000;18 tot 35 jaar;1;2002;76.6;190.0
227;3000;18 tot 35 jaar;1;2003;83.6;205.0
228;3000;18 tot 35 jaar;1;2004;89.4;205.0
229;3000;18 tot 35 jaar;1;2005;81.5;175.0
230;3000;18 tot 35 jaar;1;2006;104.4;195.0
231;3000;18 tot 35 jaar;1;2007;99.2;220.0
232;3000;18 tot 35 jaar;1;2008;101.1;250.0
233;3000;18 tot 35 jaar;1;2009;101.1;275.0
234;3000;18 tot 35 jaar;1;2010;87.9;330.0
235;3000;18 tot 35 jaar;1;2011;85.3;295.0
236;3000;18 tot 35 jaar;1;2012;80.1;330.0
237;3000;18 tot 35 jaar;1;2013;81.0;325.0
238;3000;18 tot 35 jaar;1;2014;79.8;325.0
239;3000;18 tot 35 jaar;1;2015;78.4;345.0
240;3000;18 tot 35 jaar;2;2001;82.9;345.0
241;3000;18 tot 35 jaar;2;2002;101.1;335.0
242;3000;18 tot 35 jaar;2;2003;102.8;325.0
243;3000;18 tot 35 jaar;2;2004;96.7;340.0
244;3000;18 tot 35 jaar;2;2005;92.3;375.0
245;3000;18 tot 35 jaar;2;2006;96.8;425.0
246;3000;18 tot 35 jaar;2;2007;109.0;465.0
247;3000;18 tot 35 jaar;2;2008;113.7;485.0
248;3000;18 tot 35 jaar;2;2009;110.3;480.0
249;3000;18 tot 35 jaar;2;2010;111.5;515.0
250;3000;18 tot 35 jaar;2;2011;105.9;505.0
251;3000;18 tot 35 jaar;2;2012;103.5;545.0
252;3000;18 tot 35 jaar;2;2013;99.2;535.0
253;3000;18 tot 35 jaar;2;2014;100.8;520.0
254;3000;18 tot 35 jaar;2;2015;96.6;525.0
255;3000;18 tot 35 jaar;3;2001;;40.0
256;3000;18 tot 35 jaar;3;2002;;45.0
257;3000;18 tot 35 jaar;3;2003;;45.0
258;3000;18 tot 35 jaar;3;2004;;30.0
259;3000;18 tot 35 jaar;3;2005;;45.0
260;3000;18 tot 35 jaar;3;2006;;65.0
261;3000;18 tot 35 jaar;3;2007;;70.0
262;3000;18 tot 35 jaar;3;2008;;90.0
263;3000;18 tot 35 jaar;3;2009;224.2;105.0
264;3000;18 tot 35 jaar;3;2010;192.1;135.0
265;3000;18 tot 35 jaar;3;2011;;60.0
266;3000;18 tot 35 jaar;3;2012;;70.0
267;3000;18 tot 35 jaar;3;2013;;55.0
268;3000;18 tot 35 jaar;3;2014;;40.0
269;3000;18 tot 35 jaar;3;2015;;
270;3000;35 tot 50 jaar;1;2001;91.0;2610.0
271;3000;35 tot 50 jaar;1;2002;106.2;2460.0
272;3000;35 tot 50 jaar;1;2003;115.3;2320.0
273;3000;35 tot 50 jaar;1;2004;109.9;2190.0
274;3000;35 tot 50 jaar;1;2005;111.5;2065.0
275;3000;35 tot 50 jaar;1;2006;140.7;1965.0
276;3000;35 tot 50 jaar;1;2007;148.3;1775.0
277;3000;35 tot 50 jaar;1;2008;143.7;1685.0
278;3000;35 tot 50 jaar;1;2009;148.2;1580.0
279;3000;35 tot 50 jaar;1;2010;147.6;1550.0
280;3000;35 tot 50 jaar;1;2011;151.9;1455.0
281;3000;35 tot 50 jaar;1;2012;146.4;1470.0
282;3000;35 tot 50 jaar;1;2013;137.8;1450.0
283;3000;35 tot 50 jaar;1;2014;140.7;1410.0
284;3000;35 tot 50 jaar;1;2015;134.7;1400.0
285;3000;35 tot 50 jaar;2;2001;99.1;1845.0
286;3000;35 tot 50 jaar;2;2002;119.6;1780.0
287;3000;35 tot 50 jaar;2;2003;126.2;1660.0
288;3000;35 tot 50 jaar;2;2004;123.6;1545.0
289;3000;35 tot 50 jaar;2;2005;129.9;1425.0
290;3000;35 tot 50 jaar;2;2006;135.9;1345.0
291;3000;35 tot 50 jaar;2;2007;150.6;1220.0
292;3000;35 tot 50 jaar;2;2008;159.1;1120.0
293;3000;35 tot 50 jaar;2;2009;153.1;1015.0
294;3000;35 tot 50 jaar;2;2010;157.1;950.0
295;3000;35 tot 50 jaar;2;2011;150.2;835.0
296;3000;35 tot 50 jaar;2;2012;156.0;800.0
297;3000;35 tot 50 jaar;2;2013;147.1;760.0
298;3000;35 tot 50 jaar;2;2014;154.5;760.0
299;3000;35 tot 50 jaar;2;2015;149.4;790.0
300;3000;35 tot 50 jaar;3;2001;149.9;1640.0
301;3000;35 tot 50 jaar;3;2002;162.1;1685.0
302;3000;35 tot 50 jaar;3;2003;178.3;1650.0
303;3000;35 tot 50 jaar;3;2004;192.2;1610.0
304;3000;35 tot 50 jaar;3;2005;195.4;1600.0
305;3000;35 tot 50 jaar;3;2006;210.0;1630.0
306;3000;35 tot 50 jaar;3;2007;235.5;1625.0
307;3000;35 tot 50 jaar;3;2008;272.0;1650.0
308;3000;35 tot 50 jaar;3;2009;292.0;1610.0
309;3000;35 tot 50 jaar;3;2010;236.6;1785.0
310;3000;35 tot 50 jaar;3;2011;209.2;1690.0
311;3000;35 tot 50 jaar;3;2012;208.3;1745.0
312;3000;35 tot 50 jaar;3;2013;205.3;1765.0
313;3000;35 tot 50 jaar;3;2014;208.4;1665.0
314;3000;35 tot 50 jaar;3;2015;;
315;3000;50 jaar of ouder;1;2001;87.5;1930.0
316;3000;50 jaar of ouder;1;2002;104.2;2030.0
317;3000;50 jaar of ouder;1;2003;114.1;2165.0
318;3000;50 jaar of ouder;1;2004;108.7;2250.0
319;3000;50 jaar of ouder;1;2005;109.0;2405.0
320;3000;50 jaar of ouder;1;2006;136.7;2625.0
321;3000;50 jaar of ouder;1;2007;144.5;2565.0
322;3000;50 jaar of ouder;1;2008;141.4;2615.0
323;3000;50 jaar of ouder;1;2009;145.1;2635.0
324;3000;50 jaar of ouder;1;2010;144.5;2725.0
325;3000;50 jaar of ouder;1;2011;151.5;2830.0
326;3000;50 jaar of ouder;1;2012;143.5;2755.0
327;3000;50 jaar of ouder;1;2013;140.5;2710.0
328;3000;50 jaar of ouder;1;2014;143.9;2760.0
329;3000;50 jaar of ouder;1;2015;139.0;2710.0
330;3000;50 jaar of ouder;2;2001;82.4;1280.0
331;3000;50 jaar of ouder;2;2002;98.4;1350.0
332;3000;50 jaar of ouder;2;2003;105.0;1445.0
333;3000;50 jaar of ouder;2;2004;102.4;1540.0
334;3000;50 jaar of ouder;2;2005;105.5;1635.0
335;3000;50 jaar of ouder;2;2006;111.0;1780.0
336;3000;50 jaar of ouder;2;2007;122.0;1710.0
337;3000;50 jaar of ouder;2;2008;127.2;1760.0
338;3000;50 jaar of ouder;2;2009;126.5;1780.0
339;3000;50 jaar of ouder;2;2010;126.5;1895.0
340;3000;50 jaar of ouder;2;2011;124.0;2050.0
341;3000;50 jaar of ouder;2;2012;126.3;2055.0
342;3000;50 jaar of ouder;2;2013;118.1;2080.0
343;3000;50 jaar of ouder;2;2014;130.9;2070.0
344;3000;50 jaar of ouder;2;2015;130.2;2045.0
345;3000;50 jaar of ouder;3;2001;136.3;1430.0
346;3000;50 jaar of ouder;3;2002;148.5;1465.0
347;3000;50 jaar of ouder;3;2003;161.4;1495.0
348;3000;50 jaar of ouder;3;2004;173.8;1550.0
349;3000;50 jaar of ouder;3;2005;176.6;1585.0
350;3000;50 jaar of ouder;3;2006;187.4;1755.0
351;3000;50 jaar of ouder;3;2007;202.9;1740.0
352;3000;50 jaar of ouder;3;2008;230.5;1760.0
353;3000;50 jaar of ouder;3;2009;264.7;1735.0
354;3000;50 jaar of ouder;3;2010;220.6;1875.0
355;3000;50 jaar of ouder;3;2011;199.2;2060.0
356;3000;50 jaar of ouder;3;2012;197.9;2130.0
357;3000;50 jaar of ouder;3;2013;197.9;2250.0
358;3000;50 jaar of ouder;3;2014;210.4;2195.0
359;3000;50 jaar of ouder;3;2015;;
360;4000;Totaal leeftijd;1;2001;55.7;1460.0
361;4000;Totaal leeftijd;1;2002;65.7;1490.0
362;4000;Totaal leeftijd;1;2003;72.1;1545.0
363;4000;Totaal leeftijd;1;2004;67.9;1605.0
364;4000;Totaal leeftijd;1;2005;69.1;1715.0
365;4000;Totaal leeftijd;1;2006;89.3;1890.0
366;4000;Totaal leeftijd;1;2007;93.0;2035.0
367;4000;Totaal leeftijd;1;2008;87.8;2270.0
368;4000;Totaal leeftijd;1;2009;90.5;2430.0
369;4000;Totaal leeftijd;1;2010;87.7;2850.0
370;4000;Totaal leeftijd;1;2011;91.8;3200.0
371;4000;Totaal leeftijd;1;2012;87.4;3530.0
372;4000;Totaal leeftijd;1;2013;82.9;3845.0
373;4000;Totaal leeftijd;1;2014;86.5;4150.0
374;4000;Totaal leeftijd;1;2015;83.6;4500.0
375;4000;Totaal leeftijd;2;2001;60.5;945.0
376;4000;Totaal leeftijd;2;2002;73.5;970.0
377;4000;Totaal leeftijd;2;2003;78.5;985.0
378;4000;Totaal leeftijd;2;2004;76.2;995.0
379;4000;Totaal leeftijd;2;2005;76.3;1090.0
380;4000;Totaal leeftijd;2;2006;79.8;1205.0
381;4000;Totaal leeftijd;2;2007;86.4;1315.0
382;4000;Totaal leeftijd;2;2008;91.2;1440.0
383;4000;Totaal leeftijd;2;2009;91.3;1535.0
384;4000;Totaal leeftijd;2;2010;90.0;1690.0
385;4000;Totaal leeftijd;2;2011;87.4;1845.0
386;4000;Totaal leeftijd;2;2012;88.7;2000.0
387;4000;Totaal leeftijd;2;2013;83.5;2105.0
388;4000;Totaal leeftijd;2;2014;89.2;2195.0
389;4000;Totaal leeftijd;2;2015;88.1;2355.0
390;4000;Totaal leeftijd;3;2001;101.4;575.0
391;4000;Totaal leeftijd;3;2002;110.7;610.0
392;4000;Totaal leeftijd;3;2003;120.6;645.0
393;4000;Totaal leeftijd;3;2004;131.0;675.0
394;4000;Totaal leeftijd;3;2005;132.9;760.0
395;4000;Totaal leeftijd;3;2006;144.4;850.0
396;4000;Totaal leeftijd;3;2007;160.6;945.0
397;4000;Totaal leeftijd;3;2008;188.1;1020.0
398;4000;Totaal leeftijd;3;2009;204.8;1080.0
399;4000;Totaal leeftijd;3;2010;174.7;1315.0
400;4000;Totaal leeftijd;3;2011;154.1;1445.0
401;4000;Totaal leeftijd;3;2012;159.9;1655.0
402;4000;Totaal leeftijd;3;2013;162.6;1735.0
403;4000;Totaal leeftijd;3;2014;165.4;1795.0
404;4000;Totaal leeftijd;3;2015;;
405;4000;18 tot 35 jaar;1;2001;41.8;245.0
406;4000;18 tot 35 jaar;1;2002;50.0;205.0
407;4000;18 tot 35 jaar;1;2003;54.5;220.0
408;4000;18 tot 35 jaar;1;2004;52.5;225.0
409;4000;18 tot 35 jaar;1;2005;52.5;255.0
410;4000;18 tot 35 jaar;1;2006;68.4;310.0
411;4000;18 tot 35 jaar;1;2007;70.7;370.0
412;4000;18 tot 35 jaar;1;2008;64.5;450.0
413;4000;18 tot 35 jaar;1;2009;62.8;505.0
414;4000;18 tot 35 jaar;1;2010;57.9;710.0
415;4000;18 tot 35 jaar;1;2011;56.2;705.0
416;4000;18 tot 35 jaar;1;2012;54.8;805.0
417;4000;18 tot 35 jaar;1;2013;52.9;875.0
418;4000;18 tot 35 jaar;1;2014;53.3;925.0
419;4000;18 tot 35 jaar;1;2015;52.5;1030.0
420;4000;18 tot 35 jaar;2;2001;57.6;300.0
421;4000;18 tot 35 jaar;2;2002;70.9;290.0
422;4000;18 tot 35 jaar;2;2003;72.8;280.0
423;4000;18 tot 35 jaar;2;2004;68.9;285.0
424;4000;18 tot 35 jaar;2;2005;62.9;345.0
425;4000;18 tot 35 jaar;2;2006;66.6;420.0
426;4000;18 tot 35 jaar;2;2007;71.4;520.0
427;4000;18 tot 35 jaar;2;2008;75.9;595.0
428;4000;18 tot 35 jaar;2;2009;74.5;655.0
429;4000;18 tot 35 jaar;2;2010;75.0;735.0
430;4000;18 tot 35 jaar;2;2011;73.8;785.0
431;4000;18 tot 35 jaar;2;2012;76.3;870.0
432;4000;18 tot 35 jaar;2;2013;71.2;905.0
433;4000;18 tot 35 jaar;2;2014;77.0;900.0
434;4000;18 tot 35 jaar;2;2015;73.1;955.0
435;4000;18 tot 35 jaar;3;2001;;35.0
436;4000;18 tot 35 jaar;3;2002;;30.0
437;4000;18 tot 35 jaar;3;2003;;25.0
438;4000;18 tot 35 jaar;3;2004;;20.0
439;4000;18 tot 35 jaar;3;2005;;35.0
440;4000;18 tot 35 jaar;3;2006;;40.0
441;4000;18 tot 35 jaar;3;2007;;55.0
442;4000;18 tot 35 jaar;3;2008;;60.0
443;4000;18 tot 35 jaar;3;2009;;60.0
444;4000;18 tot 35 jaar;3;2010;;90.0
445;4000;18 tot 35 jaar;3;2011;;45.0
446;4000;18 tot 35 jaar;3;2012;;55.0
447;4000;18 tot 35 jaar;3;2013;;50.0
448;4000;18 tot 35 jaar;3;2014;;45.0
449;4000;18 tot 35 jaar;3;2015;;
450;4000;35 tot 50 jaar;1;2001;57.0;1015.0
451;4000;35 tot 50 jaar;1;2002;67.0;1050.0
452;4000;35 tot 50 jaar;1;2003;73.3;1060.0
453;4000;35 tot 50 jaar;1;2004;69.2;1065.0
454;4000;35 tot 50 jaar;1;2005;70.9;1095.0
455;4000;35 tot 50 jaar;1;2006;93.5;1145.0
456;4000;35 tot 50 jaar;1;2007;95.4;1180.0
457;4000;35 tot 50 jaar;1;2008;91.9;1260.0
458;4000;35 tot 50 jaar;1;2009;94.5;1315.0
459;4000;35 tot 50 jaar;1;2010;94.6;1475.0
460;4000;35 tot 50 jaar;1;2011;97.1;1695.0
461;4000;35 tot 50 jaar;1;2012;92.6;1875.0
462;4000;35 tot 50 jaar;1;2013;87.9;2055.0
463;4000;35 tot 50 jaar;1;2014;90.4;2200.0
464;4000;35 tot 50 jaar;1;2015;87.7;2350.0
465;4000;35 tot 50 jaar;2;2001;62.8;525.0
466;4000;35 tot 50 jaar;2;2002;77.2;545.0
467;4000;35 tot 50 jaar;2;2003;82.0;550.0
468;4000;35 tot 50 jaar;2;2004;82.0;540.0
469;4000;35 tot 50 jaar;2;2005;84.8;545.0
470;4000;35 tot 50 jaar;2;2006;91.0;555.0
471;4000;35 tot 50 jaar;2;2007;101.8;565.0
472;4000;35 tot 50 jaar;2;2008;108.1;575.0
473;4000;35 tot 50 jaar;2;2009;109.9;575.0
474;4000;35 tot 50 jaar;2;2010;106.3;620.0
475;4000;35 tot 50 jaar;2;2011;102.3;660.0
476;4000;35 tot 50 jaar;2;2012;99.9;695.0
477;4000;35 tot 50 jaar;2;2013;92.5;725.0
478;4000;35 tot 50 jaar;2;2014;98.5;800.0
479;4000;35 tot 50 jaar;2;2015;99.2;865.0
480;4000;35 tot 50 jaar;3;2001;107.6;420.0
