ID;Geslacht;VorigeNationaliteit;Perioden;TotaalVerkrijgingNederlanderschap_1;NederlanderschapDoorErkenning_2;TotaalNederlanderschapVanRechtswege_3;NederlanderschapDoorAdoptie_4;NederlanderschapDoorOptie_5;TotaalNederlanderschapDoorVerlening_6;ZelfstandigeNaturalisatie_7;Medenaturalisatie_8
0;Totaal mannen en vrouwen;Totaal;1996;82687.0;616.0;543.0;543.0;2797.0;78731.0;51472.0;27259.0
1;Totaal mannen en vrouwen;Totaal;1997;59831.0;700.0;628.0;628.0;2760.0;55743.0;37160.0;18583.0
2;Totaal mannen en vrouwen;Totaal;1998;59173.0;724.0;595.0;595.0;2175.0;55679.0;36503.0;19176.0
3;Totaal mannen en vrouwen;Totaal;1999;62093.0;802.0;624.0;624.0;2523.0;58144.0;39338.0;18806.0
4;Totaal mannen en vrouwen;Totaal;2000;49968.0;788.0;948.0;948.0;2292.0;45940.0;30836.0;15104.0
5;Totaal mannen en vrouwen;Totaal;2001;46667.0;737.0;864.0;864.0;2324.0;42742.0;29767.0;12975.0
6;Totaal mannen en vrouwen;Totaal;2002;45321.0;729.0;512.0;512.0;2201.0;41879.0;28904.0;12975.0
7;Totaal mannen en vrouwen;Totaal;2003;28799.0;254.0;664.0;658.0;3300.0;24581.0;17459.0;7122.0
8;Totaal mannen en vrouwen;Totaal;2004;26173.0;;914.0;892.0;4670.0;20589.0;13298.0;7291.0
9;Totaal mannen en vrouwen;Totaal;2005;28488.0;;1412.0;1363.0;5776.0;21300.0;15314.0;5986.0
10;Totaal mannen en vrouwen;Totaal;2006;29089.0;;812.0;745.0;7297.0;20980.0;15185.0;5795.0
11;Totaal mannen en vrouwen;Totaal;2007;30653.0;;668.0;583.0;7779.0;22206.0;16254.0;5952.0
12;Totaal mannen en vrouwen;Totaal;2008;28229.0;;500.0;408.0;5396.0;22333.0;16621.0;5712.0
13;Totaal mannen en vrouwen;Totaal;2009;29754.0;225.0;484.0;390.0;6426.0;22619.0;17187.0;5432.0
14;Totaal mannen en vrouwen;Totaal;2010;26275.0;288.0;535.0;446.0;7351.0;18101.0;13681.0;4420.0
15;Totaal mannen en vrouwen;Totaal;2011;28612.0;300.0;517.0;423.0;7230.0;20565.0;15999.0;4566.0
16;Totaal mannen en vrouwen;Totaal;2012;30955.0;273.0;432.0;325.0;6256.0;23994.0;18689.0;5305.0
17;Totaal mannen en vrouwen;Totaal;2013;25882.0;235.0;373.0;272.0;4784.0;20490.0;15495.0;4995.0
18;Totaal mannen en vrouwen;Totaal;2014;32675.0;266.0;338.0;205.0;5022.0;27049.0;20218.0;6831.0
19;Totaal mannen en vrouwen;Totaal;2015;27877.0;259.0;260.0;148.0;5256.0;22102.0;16062.0;6040.0
20;Totaal mannen en vrouwen;Totaal;2016;28534.0;202.0;255.0;154.0;6531.0;21546.0;15656.0;5890.0
21;Totaal mannen en vrouwen;Totaal;2017;27663.0;202.0;229.0;133.0;7630.0;19602.0;14133.0;5469.0
22;Totaal mannen en vrouwen;Totaal;2018;27852.0;216.0;215.0;124.0;6736.0;20685.0;14757.0;5928.0
23;Totaal mannen en vrouwen;Totaal;2019;34191.0;161.0;210.0;111.0;8269.0;25551.0;17439.0;8112.0
24;Totaal mannen en vrouwen;Totaal;2020;55943.0;230.0;105.0;89.0;6335.0;49273.0;32191.0;17082.0
25;Totaal mannen en vrouwen;Totaal;2021;62959.0;348.0;110.0;92.0;6182.0;56319.0;34692.0;21627.0
26;Totaal mannen en vrouwen;Totaal;2022;53678.0;369.0;107.0;78.0;5967.0;47235.0;33878.0;13357.0
27;Totaal mannen en vrouwen;Behandeld als Nederlander;1996;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
28;Totaal mannen en vrouwen;Behandeld als Nederlander;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;Totaal mannen en vrouwen;Behandeld als Nederlander;1998;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
30;Totaal mannen en vrouwen;Behandeld als Nederlander;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;Totaal mannen en vrouwen;Behandeld als Nederlander;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;Totaal mannen en vrouwen;Behandeld als Nederlander;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;Totaal mannen en vrouwen;Behandeld als Nederlander;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;Totaal mannen en vrouwen;Behandeld als Nederlander;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;Totaal mannen en vrouwen;Behandeld als Nederlander;2004;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
36;Totaal mannen en vrouwen;Behandeld als Nederlander;2005;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
37;Totaal mannen en vrouwen;Behandeld als Nederlander;2006;1.0;;0.0;0.0;0.0;1.0;1.0;0.0
38;Totaal mannen en vrouwen;Behandeld als Nederlander;2007;1.0;;0.0;0.0;1.0;0.0;0.0;0.0
39;Totaal mannen en vrouwen;Behandeld als Nederlander;2008;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
40;Totaal mannen en vrouwen;Behandeld als Nederlander;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;Totaal mannen en vrouwen;Behandeld als Nederlander;2010;21.0;0.0;0.0;0.0;20.0;1.0;1.0;0.0
42;Totaal mannen en vrouwen;Behandeld als Nederlander;2011;3.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0
43;Totaal mannen en vrouwen;Behandeld als Nederlander;2012;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0
