ID;Geslacht;Leeftijd;Studierichting;Opleidingsvorm;Perioden;Ingeschrevenen_1;TotaalEerstejaars_2;DiplomaVwo_3;DiplomaHboBachelor_4;PropedeuseHbo_5;OverigeOpleiding_6;DoctoraalOfMaster_7;Bachelor_8;Gepromoveerden_9
2746;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2000/'01;6.0;;;;;;;;
2747;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2001/'02;8.0;;;;;;;;
2748;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2002/'03;6.0;;;;;;;;
2749;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2003/'04;5.0;;;;;;;;
2750;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2004/'05;9.0;;;;;;;;
2751;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2005/'06;6.0;;;;;;;;
2752;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2006/'07;3.0;;;;;;;;
2753;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2007/'08;7.0;;;;;;;;
2754;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2008/'09;5.0;;;;;;;;
2755;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2009/'10;7.0;;;;;;;;
2756;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2010/'11;2.0;;;;;;;;
2757;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2011/'12;4.0;;;;;;;;
2758;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2012/'13;3.0;;;;;;;;
2759;Mannen;18 jaar;Theologie;Totaal opleidingsvorm;2013/'14;4.0;;;;;;;;
2760;Mannen;18 jaar;Theologie;Voltijdonderwijs;1990/'91;8.0;;;;;;;;
2761;Mannen;18 jaar;Theologie;Voltijdonderwijs;1991/'92;5.0;;;;;;;;
2762;Mannen;18 jaar;Theologie;Voltijdonderwijs;1992/'93;11.0;;;;;;;;
2763;Mannen;18 jaar;Theologie;Voltijdonderwijs;1993/'94;15.0;;;;;;;;
2764;Mannen;18 jaar;Theologie;Voltijdonderwijs;1994/'95;11.0;;;;;;;;
2765;Mannen;18 jaar;Theologie;Voltijdonderwijs;1995/'96;5.0;;;;;;;;
2766;Mannen;18 jaar;Theologie;Voltijdonderwijs;1996/'97;9.0;;;;;;;;
2767;Mannen;18 jaar;Theologie;Voltijdonderwijs;1997/'98;8.0;;;;;;;;
2768;Mannen;18 jaar;Theologie;Voltijdonderwijs;1998/'99;10.0;;;;;;;;
2769;Mannen;18 jaar;Theologie;Voltijdonderwijs;1999/'00;6.0;;;;;;;;
2770;Mannen;18 jaar;Theologie;Voltijdonderwijs;2000/'01;6.0;;;;;;;;
2771;Mannen;18 jaar;Theologie;Voltijdonderwijs;2001/'02;8.0;;;;;;;;
2772;Mannen;18 jaar;Theologie;Voltijdonderwijs;2002/'03;6.0;;;;;;;;
2773;Mannen;18 jaar;Theologie;Voltijdonderwijs;2003/'04;4.0;;;;;;;;
2774;Mannen;18 jaar;Theologie;Voltijdonderwijs;2004/'05;9.0;;;;;;;;
2775;Mannen;18 jaar;Theologie;Voltijdonderwijs;2005/'06;6.0;;;;;;;;
2776;Mannen;18 jaar;Theologie;Voltijdonderwijs;2006/'07;3.0;;;;;;;;
2777;Mannen;18 jaar;Theologie;Voltijdonderwijs;2007/'08;6.0;;;;;;;;
2778;Mannen;18 jaar;Theologie;Voltijdonderwijs;2008/'09;5.0;;;;;;;;
2779;Mannen;18 jaar;Theologie;Voltijdonderwijs;2009/'10;7.0;;;;;;;;
2780;Mannen;18 jaar;Theologie;Voltijdonderwijs;2010/'11;2.0;;;;;;;;
2781;Mannen;18 jaar;Theologie;Voltijdonderwijs;2011/'12;4.0;;;;;;;;
2782;Mannen;18 jaar;Theologie;Voltijdonderwijs;2012/'13;3.0;;;;;;;;
2783;Mannen;18 jaar;Theologie;Voltijdonderwijs;2013/'14;4.0;;;;;;;;
2784;Mannen;18 jaar;Theologie;Deeltijdonderwijs;1990/'91;0.0;;;;;;;;
2785;Mannen;18 jaar;Theologie;Deeltijdonderwijs;1991/'92;0.0;;;;;;;;
2786;Mannen;18 jaar;Theologie;Deeltijdonderwijs;1992/'93;1.0;;;;;;;;
2787;Mannen;18 jaar;Theologie;Deeltijdonderwijs;1993/'94;0.0;;;;;;;;
2788;Mannen;18 jaar;Theologie;Deeltijdonderwijs;1994/'95;0.0;;;;;;;;
2789;Mannen;18 jaar;Theologie;Deeltijdonderwijs;1995/'96;0.0;;;;;;;;
2790;Mannen;18 jaar;Theologie;Deeltijdonderwijs;1996/'97;0.0;;;;;;;;
2791;Mannen;18 jaar;Theologie;Deeltijdonderwijs;1997/'98;0.0;;;;;;;;
2792;Mannen;18 jaar;Theologie;Deeltijdonderwijs;1998/'99;0.0;;;;;;;;
2793;Mannen;18 jaar;Theologie;Deeltijdonderwijs;1999/'00;0.0;;;;;;;;
2794;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2000/'01;0.0;;;;;;;;
2795;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2001/'02;0.0;;;;;;;;
2796;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2002/'03;0.0;;;;;;;;
2797;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2003/'04;1.0;;;;;;;;
2798;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2004/'05;0.0;;;;;;;;
2799;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2005/'06;0.0;;;;;;;;
2800;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2006/'07;0.0;;;;;;;;
2801;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2007/'08;1.0;;;;;;;;
2802;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2008/'09;0.0;;;;;;;;
2803;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2009/'10;0.0;;;;;;;;
2804;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2010/'11;0.0;;;;;;;;
2805;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2011/'12;0.0;;;;;;;;
2806;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2012/'13;0.0;;;;;;;;
2807;Mannen;18 jaar;Theologie;Deeltijdonderwijs;2013/'14;0.0;;;;;;;;
2808;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;1990/'91;1.0;;;;;;;;
2809;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;1991/'92;0.0;;;;;;;;
2810;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;1992/'93;1.0;;;;;;;;
2811;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;1993/'94;1.0;;;;;;;;
2812;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;1994/'95;0.0;;;;;;;;
2813;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;1995/'96;1.0;;;;;;;;
2814;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;1996/'97;0.0;;;;;;;;
2815;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;1997/'98;0.0;;;;;;;;
2816;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;1998/'99;2.0;;;;;;;;
2817;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;1999/'00;1.0;;;;;;;;
2818;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2000/'01;0.0;;;;;;;;
2819;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2001/'02;1.0;;;;;;;;
2820;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2002/'03;2.0;;;;;;;;
2821;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2003/'04;0.0;;;;;;;;
2822;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2004/'05;0.0;;;;;;;;
2823;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2005/'06;6.0;;;;;;;;
2824;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2006/'07;1.0;;;;;;;;
2825;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2007/'08;2.0;;;;;;;;
2826;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2008/'09;3.0;;;;;;;;
2827;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2009/'10;4.0;;;;;;;;
2828;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2010/'11;5.0;;;;;;;;
2829;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2011/'12;1.0;;;;;;;;
2830;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2012/'13;0.0;;;;;;;;
2831;Mannen;18 jaar;Humanistiek;Totaal opleidingsvorm;2013/'14;0.0;;;;;;;;
2832;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;1990/'91;1.0;;;;;;;;
2833;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;1991/'92;0.0;;;;;;;;
2834;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;1992/'93;1.0;;;;;;;;
2835;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;1993/'94;1.0;;;;;;;;
2836;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;1994/'95;0.0;;;;;;;;
2837;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;1995/'96;1.0;;;;;;;;
2838;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;1996/'97;0.0;;;;;;;;
2839;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;1997/'98;0.0;;;;;;;;
2840;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;1998/'99;2.0;;;;;;;;
2841;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;1999/'00;1.0;;;;;;;;
2842;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2000/'01;0.0;;;;;;;;
2843;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2001/'02;1.0;;;;;;;;
2844;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2002/'03;2.0;;;;;;;;
2845;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2003/'04;0.0;;;;;;;;
2846;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2004/'05;0.0;;;;;;;;
2847;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2005/'06;6.0;;;;;;;;
2848;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2006/'07;1.0;;;;;;;;
2849;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2007/'08;2.0;;;;;;;;
2850;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2008/'09;3.0;;;;;;;;
2851;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2009/'10;4.0;;;;;;;;
2852;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2010/'11;5.0;;;;;;;;
2853;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2011/'12;1.0;;;;;;;;
2854;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2012/'13;0.0;;;;;;;;
2855;Mannen;18 jaar;Humanistiek;Voltijdonderwijs;2013/'14;0.0;;;;;;;;
2856;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;1990/'91;;;;;;;;;
2857;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;1991/'92;;;;;;;;;
2858;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;1992/'93;;;;;;;;;
2859;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;1993/'94;;;;;;;;;
2860;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;1994/'95;;;;;;;;;
2861;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;1995/'96;;;;;;;;;
2862;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;1996/'97;;;;;;;;;
2863;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;1997/'98;;;;;;;;;
2864;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;1998/'99;;;;;;;;;
2865;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;1999/'00;;;;;;;;;
2866;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2000/'01;;;;;;;;;
2867;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2001/'02;;;;;;;;;
2868;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2002/'03;;;;;;;;;
2869;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2003/'04;;;;;;;;;
2870;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2004/'05;;;;;;;;;
2871;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2005/'06;;;;;;;;;
2872;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2006/'07;;;;;;;;;
2873;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2007/'08;;;;;;;;;
2874;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2008/'09;;;;;;;;;
2875;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2009/'10;;;;;;;;;
2876;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2010/'11;;;;;;;;;
2877;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2011/'12;;;;;;;;;
2878;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2012/'13;;;;;;;;;
2879;Mannen;18 jaar;Humanistiek;Deeltijdonderwijs;2013/'14;;;;;;;;;
2880;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;1990/'91;17.0;;;;;;;;
2881;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;1991/'92;17.0;;;;;;;;
2882;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;1992/'93;13.0;;;;;;;;
2883;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;1993/'94;15.0;;;;;;;;
2884;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;1994/'95;23.0;;;;;;;;
2885;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;1995/'96;10.0;;;;;;;;
2886;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;1996/'97;19.0;;;;;;;;
2887;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;1997/'98;9.0;;;;;;;;
2888;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;1998/'99;14.0;;;;;;;;
2889;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;1999/'00;19.0;;;;;;;;
2890;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2000/'01;11.0;;;;;;;;
2891;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2001/'02;14.0;;;;;;;;
2892;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2002/'03;13.0;;;;;;;;
2893;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2003/'04;8.0;;;;;;;;
2894;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2004/'05;10.0;;;;;;;;
2895;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2005/'06;21.0;;;;;;;;
2896;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2006/'07;4.0;;;;;;;;
2897;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2007/'08;14.0;;;;;;;;
2898;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2008/'09;9.0;;;;;;;;
2899;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2009/'10;13.0;;;;;;;;
2900;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2010/'11;17.0;;;;;;;;
2901;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2011/'12;5.0;;;;;;;;
2902;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2012/'13;9.0;;;;;;;;
2903;Mannen;19 jaar;Theologie;Totaal opleidingsvorm;2013/'14;10.0;;;;;;;;
2904;Mannen;19 jaar;Theologie;Voltijdonderwijs;1990/'91;17.0;;;;;;;;
2905;Mannen;19 jaar;Theologie;Voltijdonderwijs;1991/'92;17.0;;;;;;;;
2906;Mannen;19 jaar;Theologie;Voltijdonderwijs;1992/'93;12.0;;;;;;;;
2907;Mannen;19 jaar;Theologie;Voltijdonderwijs;1993/'94;15.0;;;;;;;;
2908;Mannen;19 jaar;Theologie;Voltijdonderwijs;1994/'95;23.0;;;;;;;;
2909;Mannen;19 jaar;Theologie;Voltijdonderwijs;1995/'96;10.0;;;;;;;;
2910;Mannen;19 jaar;Theologie;Voltijdonderwijs;1996/'97;19.0;;;;;;;;
2911;Mannen;19 jaar;Theologie;Voltijdonderwijs;1997/'98;9.0;;;;;;;;
2912;Mannen;19 jaar;Theologie;Voltijdonderwijs;1998/'99;14.0;;;;;;;;
2913;Mannen;19 jaar;Theologie;Voltijdonderwijs;1999/'00;19.0;;;;;;;;
2914;Mannen;19 jaar;Theologie;Voltijdonderwijs;2000/'01;11.0;;;;;;;;
2915;Mannen;19 jaar;Theologie;Voltijdonderwijs;2001/'02;14.0;;;;;;;;
2916;Mannen;19 jaar;Theologie;Voltijdonderwijs;2002/'03;13.0;;;;;;;;
2917;Mannen;19 jaar;Theologie;Voltijdonderwijs;2003/'04;8.0;;;;;;;;
2918;Mannen;19 jaar;Theologie;Voltijdonderwijs;2004/'05;8.0;;;;;;;;
2919;Mannen;19 jaar;Theologie;Voltijdonderwijs;2005/'06;21.0;;;;;;;;
2920;Mannen;19 jaar;Theologie;Voltijdonderwijs;2006/'07;4.0;;;;;;;;
2921;Mannen;19 jaar;Theologie;Voltijdonderwijs;2007/'08;12.0;;;;;;;;
2922;Mannen;19 jaar;Theologie;Voltijdonderwijs;2008/'09;8.0;;;;;;;;
2923;Mannen;19 jaar;Theologie;Voltijdonderwijs;2009/'10;13.0;;;;;;;;
2924;Mannen;19 jaar;Theologie;Voltijdonderwijs;2010/'11;17.0;;;;;;;;
2925;Mannen;19 jaar;Theologie;Voltijdonderwijs;2011/'12;5.0;;;;;;;;
2926;Mannen;19 jaar;Theologie;Voltijdonderwijs;2012/'13;9.0;;;;;;;;
2927;Mannen;19 jaar;Theologie;Voltijdonderwijs;2013/'14;10.0;;;;;;;;
2928;Mannen;19 jaar;Theologie;Deeltijdonderwijs;1990/'91;0.0;;;;;;;;
2929;Mannen;19 jaar;Theologie;Deeltijdonderwijs;1991/'92;0.0;;;;;;;;
2930;Mannen;19 jaar;Theologie;Deeltijdonderwijs;1992/'93;1.0;;;;;;;;
2931;Mannen;19 jaar;Theologie;Deeltijdonderwijs;1993/'94;0.0;;;;;;;;
2932;Mannen;19 jaar;Theologie;Deeltijdonderwijs;1994/'95;0.0;;;;;;;;
2933;Mannen;19 jaar;Theologie;Deeltijdonderwijs;1995/'96;0.0;;;;;;;;
2934;Mannen;19 jaar;Theologie;Deeltijdonderwijs;1996/'97;0.0;;;;;;;;
2935;Mannen;19 jaar;Theologie;Deeltijdonderwijs;1997/'98;0.0;;;;;;;;
2936;Mannen;19 jaar;Theologie;Deeltijdonderwijs;1998/'99;0.0;;;;;;;;
2937;Mannen;19 jaar;Theologie;Deeltijdonderwijs;1999/'00;0.0;;;;;;;;
2938;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2000/'01;0.0;;;;;;;;
2939;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2001/'02;0.0;;;;;;;;
2940;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2002/'03;0.0;;;;;;;;
2941;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2003/'04;0.0;;;;;;;;
2942;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2004/'05;2.0;;;;;;;;
2943;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2005/'06;0.0;;;;;;;;
2944;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2006/'07;0.0;;;;;;;;
2945;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2007/'08;2.0;;;;;;;;
2946;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2008/'09;1.0;;;;;;;;
2947;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2009/'10;0.0;;;;;;;;
2948;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2010/'11;0.0;;;;;;;;
2949;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2011/'12;0.0;;;;;;;;
2950;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2012/'13;0.0;;;;;;;;
2951;Mannen;19 jaar;Theologie;Deeltijdonderwijs;2013/'14;0.0;;;;;;;;
2952;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;1990/'91;0.0;;;;;;;;
2953;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;1991/'92;2.0;;;;;;;;
2954;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;1992/'93;1.0;;;;;;;;
2955;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;1993/'94;3.0;;;;;;;;
2956;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;1994/'95;4.0;;;;;;;;
2957;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;1995/'96;0.0;;;;;;;;
2958;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;1996/'97;1.0;;;;;;;;
2959;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;1997/'98;0.0;;;;;;;;
2960;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;1998/'99;2.0;;;;;;;;
2961;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;1999/'00;7.0;;;;;;;;
2962;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2000/'01;3.0;;;;;;;;
2963;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2001/'02;1.0;;;;;;;;
2964;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2002/'03;3.0;;;;;;;;
2965;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2003/'04;4.0;;;;;;;;
2966;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2004/'05;4.0;;;;;;;;
2967;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2005/'06;3.0;;;;;;;;
2968;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2006/'07;7.0;;;;;;;;
2969;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2007/'08;3.0;;;;;;;;
2970;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2008/'09;5.0;;;;;;;;
2971;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2009/'10;5.0;;;;;;;;
2972;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2010/'11;1.0;;;;;;;;
2973;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2011/'12;11.0;;;;;;;;
2974;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2012/'13;2.0;;;;;;;;
2975;Mannen;19 jaar;Humanistiek;Totaal opleidingsvorm;2013/'14;5.0;;;;;;;;
2976;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;1990/'91;0.0;;;;;;;;
2977;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;1991/'92;2.0;;;;;;;;
2978;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;1992/'93;1.0;;;;;;;;
2979;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;1993/'94;3.0;;;;;;;;
2980;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;1994/'95;4.0;;;;;;;;
2981;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;1995/'96;0.0;;;;;;;;
2982;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;1996/'97;1.0;;;;;;;;
2983;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;1997/'98;0.0;;;;;;;;
2984;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;1998/'99;2.0;;;;;;;;
2985;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;1999/'00;7.0;;;;;;;;
2986;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2000/'01;3.0;;;;;;;;
2987;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2001/'02;1.0;;;;;;;;
2988;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2002/'03;3.0;;;;;;;;
2989;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2003/'04;4.0;;;;;;;;
2990;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2004/'05;4.0;;;;;;;;
2991;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2005/'06;3.0;;;;;;;;
2992;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2006/'07;7.0;;;;;;;;
2993;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2007/'08;3.0;;;;;;;;
2994;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2008/'09;5.0;;;;;;;;
2995;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2009/'10;5.0;;;;;;;;
2996;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2010/'11;1.0;;;;;;;;
2997;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2011/'12;11.0;;;;;;;;
2998;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2012/'13;2.0;;;;;;;;
2999;Mannen;19 jaar;Humanistiek;Voltijdonderwijs;2013/'14;5.0;;;;;;;;
3000;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;1990/'91;;;;;;;;;
3001;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;1991/'92;;;;;;;;;
3002;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;1992/'93;;;;;;;;;
3003;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;1993/'94;;;;;;;;;
3004;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;1994/'95;;;;;;;;;
3005;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;1995/'96;;;;;;;;;
3006;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;1996/'97;;;;;;;;;
3007;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;1997/'98;;;;;;;;;
3008;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;1998/'99;;;;;;;;;
3009;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;1999/'00;;;;;;;;;
3010;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2000/'01;;;;;;;;;
3011;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2001/'02;;;;;;;;;
3012;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2002/'03;;;;;;;;;
3013;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2003/'04;;;;;;;;;
3014;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2004/'05;;;;;;;;;
3015;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2005/'06;;;;;;;;;
3016;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2006/'07;;;;;;;;;
3017;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2007/'08;;;;;;;;;
3018;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2008/'09;;;;;;;;;
3019;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2009/'10;;;;;;;;;
3020;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2010/'11;;;;;;;;;
3021;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2011/'12;;;;;;;;;
3022;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2012/'13;;;;;;;;;
3023;Mannen;19 jaar;Humanistiek;Deeltijdonderwijs;2013/'14;;;;;;;;;
3024;Mannen;20 jaar;Theologie;Totaal opleidingsvorm;1990/'91;24.0;;;;;;;;
3025;Mannen;20 jaar;Theologie;Totaal opleidingsvorm;1991/'92;20.0;;;;;;;;
