ID;SITCEnergy;Countries;Periods;ImportValue_1;ExportValue_2
8875;3 Mineral fuels, lubricants and relat...;Belgium;2005;;
8876;3 Mineral fuels, lubricants and relat...;Belgium;2006;;
8877;3 Mineral fuels, lubricants and relat...;Belgium;2007;;
8878;3 Mineral fuels, lubricants and relat...;Belgium;2008;;
8879;3 Mineral fuels, lubricants and relat...;Belgium;2009;;
8880;3 Mineral fuels, lubricants and relat...;Belgium;2010;;
8881;3 Mineral fuels, lubricants and relat...;Belgium;2011;;
8882;3 Mineral fuels, lubricants and relat...;Belgium;2012;;
8883;3 Mineral fuels, lubricants and relat...;Belgium;2013;;
8884;3 Mineral fuels, lubricants and relat...;Belgium;2014;;
8885;3 Mineral fuels, lubricants and relat...;Belgium;2015;;
8886;3 Mineral fuels, lubricants and relat...;Belgium;2016;;
8887;3 Mineral fuels, lubricants and relat...;Belgium;2017;;
8888;3 Mineral fuels, lubricants and relat...;China;1917;;
8889;3 Mineral fuels, lubricants and relat...;China;1918;;
8890;3 Mineral fuels, lubricants and relat...;China;1919;;
8891;3 Mineral fuels, lubricants and relat...;China;1920;;
8892;3 Mineral fuels, lubricants and relat...;China;1921;;
8893;3 Mineral fuels, lubricants and relat...;China;1922;;
8894;3 Mineral fuels, lubricants and relat...;China;1923;;
8895;3 Mineral fuels, lubricants and relat...;China;1924;;
8896;3 Mineral fuels, lubricants and relat...;China;1925;;
8897;3 Mineral fuels, lubricants and relat...;China;1926;;
8898;3 Mineral fuels, lubricants and relat...;China;1927;;
8899;3 Mineral fuels, lubricants and relat...;China;1928;;
8900;3 Mineral fuels, lubricants and relat...;China;1929;;
8901;3 Mineral fuels, lubricants and relat...;China;1930;;
8902;3 Mineral fuels, lubricants and relat...;China;1931;;
8903;3 Mineral fuels, lubricants and relat...;China;1932;;
8904;3 Mineral fuels, lubricants and relat...;China;1933;;
8905;3 Mineral fuels, lubricants and relat...;China;1934;;
8906;3 Mineral fuels, lubricants and relat...;China;1935;;
8907;3 Mineral fuels, lubricants and relat...;China;1936;;
8908;3 Mineral fuels, lubricants and relat...;China;1937;;
8909;3 Mineral fuels, lubricants and relat...;China;1938;;
8910;3 Mineral fuels, lubricants and relat...;China;1939;;
8911;3 Mineral fuels, lubricants and relat...;China;1940;;
8912;3 Mineral fuels, lubricants and relat...;China;1941;;
8913;3 Mineral fuels, lubricants and relat...;China;1942;;
8914;3 Mineral fuels, lubricants and relat...;China;1943;;
8915;3 Mineral fuels, lubricants and relat...;China;1944;;
8916;3 Mineral fuels, lubricants and relat...;China;1945;;
8917;3 Mineral fuels, lubricants and relat...;China;1946;;
8918;3 Mineral fuels, lubricants and relat...;China;1947;;
8919;3 Mineral fuels, lubricants and relat...;China;1948;;
8920;3 Mineral fuels, lubricants and relat...;China;1949;;
8921;3 Mineral fuels, lubricants and relat...;China;1950;;
8922;3 Mineral fuels, lubricants and relat...;China;1951;;
8923;3 Mineral fuels, lubricants and relat...;China;1952;;
8924;3 Mineral fuels, lubricants and relat...;China;1953;;
8925;3 Mineral fuels, lubricants and relat...;China;1954;;
8926;3 Mineral fuels, lubricants and relat...;China;1955;;
8927;3 Mineral fuels, lubricants and relat...;China;1956;;
8928;3 Mineral fuels, lubricants and relat...;China;1957;;
8929;3 Mineral fuels, lubricants and relat...;China;1958;;
8930;3 Mineral fuels, lubricants and relat...;China;1959;;
8931;3 Mineral fuels, lubricants and relat...;China;1960;;
8932;3 Mineral fuels, lubricants and relat...;China;1961;;
8933;3 Mineral fuels, lubricants and relat...;China;1962;;
8934;3 Mineral fuels, lubricants and relat...;China;1963;;
8935;3 Mineral fuels, lubricants and relat...;China;1964;;
8936;3 Mineral fuels, lubricants and relat...;China;1965;;
8937;3 Mineral fuels, lubricants and relat...;China;1966;;
8938;3 Mineral fuels, lubricants and relat...;China;1967;;
8939;3 Mineral fuels, lubricants and relat...;China;1968;;
8940;3 Mineral fuels, lubricants and relat...;China;1969;;
8941;3 Mineral fuels, lubricants and relat...;China;1970;;
8942;3 Mineral fuels, lubricants and relat...;China;1971;;
8943;3 Mineral fuels, lubricants and relat...;China;1972;;
8944;3 Mineral fuels, lubricants and relat...;China;1973;;
8945;3 Mineral fuels, lubricants and relat...;China;1974;;
8946;3 Mineral fuels, lubricants and relat...;China;1975;;
8947;3 Mineral fuels, lubricants and relat...;China;1976;;
8948;3 Mineral fuels, lubricants and relat...;China;1977;;
8949;3 Mineral fuels, lubricants and relat...;China;1978;;
8950;3 Mineral fuels, lubricants and relat...;China;1979;;
8951;3 Mineral fuels, lubricants and relat...;China;1980;;
8952;3 Mineral fuels, lubricants and relat...;China;1981;;
8953;3 Mineral fuels, lubricants and relat...;China;1982;;
8954;3 Mineral fuels, lubricants and relat...;China;1983;;
8955;3 Mineral fuels, lubricants and relat...;China;1984;;
8956;3 Mineral fuels, lubricants and relat...;China;1985;;
8957;3 Mineral fuels, lubricants and relat...;China;1986;;
8958;3 Mineral fuels, lubricants and relat...;China;1987;;
8959;3 Mineral fuels, lubricants and relat...;China;1988;;
8960;3 Mineral fuels, lubricants and relat...;China;1989;;
8961;3 Mineral fuels, lubricants and relat...;China;1990;;
8962;3 Mineral fuels, lubricants and relat...;China;1991;;
8963;3 Mineral fuels, lubricants and relat...;China;1992;;
8964;3 Mineral fuels, lubricants and relat...;China;1993;;
8965;3 Mineral fuels, lubricants and relat...;China;1994;;
8966;3 Mineral fuels, lubricants and relat...;China;1995;;
8967;3 Mineral fuels, lubricants and relat...;China;1996;;
8968;3 Mineral fuels, lubricants and relat...;China;1997;;
8969;3 Mineral fuels, lubricants and relat...;China;1998;;
8970;3 Mineral fuels, lubricants and relat...;China;1999;;
8971;3 Mineral fuels, lubricants and relat...;China;2000;;
8972;3 Mineral fuels, lubricants and relat...;China;2001;;
8973;3 Mineral fuels, lubricants and relat...;China;2002;;
8974;3 Mineral fuels, lubricants and relat...;China;2003;;
8975;3 Mineral fuels, lubricants and relat...;China;2004;;
8976;3 Mineral fuels, lubricants and relat...;China;2005;;
8977;3 Mineral fuels, lubricants and relat...;China;2006;;
8978;3 Mineral fuels, lubricants and relat...;China;2007;;
8979;3 Mineral fuels, lubricants and relat...;China;2008;;
8980;3 Mineral fuels, lubricants and relat...;China;2009;;
8981;3 Mineral fuels, lubricants and relat...;China;2010;;
8982;3 Mineral fuels, lubricants and relat...;China;2011;;
8983;3 Mineral fuels, lubricants and relat...;China;2012;;
8984;3 Mineral fuels, lubricants and relat...;China;2013;;
8985;3 Mineral fuels, lubricants and relat...;China;2014;;
8986;3 Mineral fuels, lubricants and relat...;China;2015;;
8987;3 Mineral fuels, lubricants and relat...;China;2016;;
8988;3 Mineral fuels, lubricants and relat...;China;2017;;
8989;3 Mineral fuels, lubricants and relat...;France;1917;;
8990;3 Mineral fuels, lubricants and relat...;France;1918;;
8991;3 Mineral fuels, lubricants and relat...;France;1919;;
8992;3 Mineral fuels, lubricants and relat...;France;1920;;
8993;3 Mineral fuels, lubricants and relat...;France;1921;;
8994;3 Mineral fuels, lubricants and relat...;France;1922;;
8995;3 Mineral fuels, lubricants and relat...;France;1923;;
8996;3 Mineral fuels, lubricants and relat...;France;1924;;
8997;3 Mineral fuels, lubricants and relat...;France;1925;;
8998;3 Mineral fuels, lubricants and relat...;France;1926;;
8999;3 Mineral fuels, lubricants and relat...;France;1927;;
9000;3 Mineral fuels, lubricants and relat...;France;1928;;
9001;3 Mineral fuels, lubricants and relat...;France;1929;;
9002;3 Mineral fuels, lubricants and relat...;France;1930;;
9003;3 Mineral fuels, lubricants and relat...;France;1931;;
9004;3 Mineral fuels, lubricants and relat...;France;1932;;
9005;3 Mineral fuels, lubricants and relat...;France;1933;;
9006;3 Mineral fuels, lubricants and relat...;France;1934;;
9007;3 Mineral fuels, lubricants and relat...;France;1935;;
9008;3 Mineral fuels, lubricants and relat...;France;1936;;
9009;3 Mineral fuels, lubricants and relat...;France;1937;;
9010;3 Mineral fuels, lubricants and relat...;France;1938;;
9011;3 Mineral fuels, lubricants and relat...;France;1939;;
9012;3 Mineral fuels, lubricants and relat...;France;1940;;
9013;3 Mineral fuels, lubricants and relat...;France;1941;;
9014;3 Mineral fuels, lubricants and relat...;France;1942;;
9015;3 Mineral fuels, lubricants and relat...;France;1943;;
9016;3 Mineral fuels, lubricants and relat...;France;1944;;
9017;3 Mineral fuels, lubricants and relat...;France;1945;;
9018;3 Mineral fuels, lubricants and relat...;France;1946;;
9019;3 Mineral fuels, lubricants and relat...;France;1947;;
9020;3 Mineral fuels, lubricants and relat...;France;1948;;
9021;3 Mineral fuels, lubricants and relat...;France;1949;;
9022;3 Mineral fuels, lubricants and relat...;France;1950;;
9023;3 Mineral fuels, lubricants and relat...;France;1951;;
9024;3 Mineral fuels, lubricants and relat...;France;1952;;
9025;3 Mineral fuels, lubricants and relat...;France;1953;;
9026;3 Mineral fuels, lubricants and relat...;France;1954;;
9027;3 Mineral fuels, lubricants and relat...;France;1955;;
9028;3 Mineral fuels, lubricants and relat...;France;1956;;
9029;3 Mineral fuels, lubricants and relat...;France;1957;;
9030;3 Mineral fuels, lubricants and relat...;France;1958;;
9031;3 Mineral fuels, lubricants and relat...;France;1959;;
9032;3 Mineral fuels, lubricants and relat...;France;1960;;
9033;3 Mineral fuels, lubricants and relat...;France;1961;;
9034;3 Mineral fuels, lubricants and relat...;France;1962;;
9035;3 Mineral fuels, lubricants and relat...;France;1963;;
9036;3 Mineral fuels, lubricants and relat...;France;1964;;
9037;3 Mineral fuels, lubricants and relat...;France;1965;;
9038;3 Mineral fuels, lubricants and relat...;France;1966;;
9039;3 Mineral fuels, lubricants and relat...;France;1967;;
9040;3 Mineral fuels, lubricants and relat...;France;1968;;
9041;3 Mineral fuels, lubricants and relat...;France;1969;;
9042;3 Mineral fuels, lubricants and relat...;France;1970;;
9043;3 Mineral fuels, lubricants and relat...;France;1971;;
9044;3 Mineral fuels, lubricants and relat...;France;1972;;
9045;3 Mineral fuels, lubricants and relat...;France;1973;;
9046;3 Mineral fuels, lubricants and relat...;France;1974;;
9047;3 Mineral fuels, lubricants and relat...;France;1975;;
9048;3 Mineral fuels, lubricants and relat...;France;1976;;
9049;3 Mineral fuels, lubricants and relat...;France;1977;;
9050;3 Mineral fuels, lubricants and relat...;France;1978;;
9051;3 Mineral fuels, lubricants and relat...;France;1979;;
9052;3 Mineral fuels, lubricants and relat...;France;1980;;
9053;3 Mineral fuels, lubricants and relat...;France;1981;;
9054;3 Mineral fuels, lubricants and relat...;France;1982;;
9055;3 Mineral fuels, lubricants and relat...;France;1983;;
9056;3 Mineral fuels, lubricants and relat...;France;1984;;
9057;3 Mineral fuels, lubricants and relat...;France;1985;;
9058;3 Mineral fuels, lubricants and relat...;France;1986;;
9059;3 Mineral fuels, lubricants and relat...;France;1987;;
9060;3 Mineral fuels, lubricants and relat...;France;1988;;
9061;3 Mineral fuels, lubricants and relat...;France;1989;;
9062;3 Mineral fuels, lubricants and relat...;France;1990;;
9063;3 Mineral fuels, lubricants and relat...;France;1991;;
9064;3 Mineral fuels, lubricants and relat...;France;1992;;
9065;3 Mineral fuels, lubricants and relat...;France;1993;;
9066;3 Mineral fuels, lubricants and relat...;France;1994;;
9067;3 Mineral fuels, lubricants and relat...;France;1995;;
9068;3 Mineral fuels, lubricants and relat...;France;1996;;
9069;3 Mineral fuels, lubricants and relat...;France;1997;;
9070;3 Mineral fuels, lubricants and relat...;France;1998;;
9071;3 Mineral fuels, lubricants and relat...;France;1999;;
9072;3 Mineral fuels, lubricants and relat...;France;2000;;
9073;3 Mineral fuels, lubricants and relat...;France;2001;;
9074;3 Mineral fuels, lubricants and relat...;France;2002;;
9075;3 Mineral fuels, lubricants and relat...;France;2003;;
9076;3 Mineral fuels, lubricants and relat...;France;2004;;
9077;3 Mineral fuels, lubricants and relat...;France;2005;;
9078;3 Mineral fuels, lubricants and relat...;France;2006;;
9079;3 Mineral fuels, lubricants and relat...;France;2007;;
9080;3 Mineral fuels, lubricants and relat...;France;2008;;
9081;3 Mineral fuels, lubricants and relat...;France;2009;;
9082;3 Mineral fuels, lubricants and relat...;France;2010;;
9083;3 Mineral fuels, lubricants and relat...;France;2011;;
9084;3 Mineral fuels, lubricants and relat...;France;2012;;
9085;3 Mineral fuels, lubricants and relat...;France;2013;;
9086;3 Mineral fuels, lubricants and relat...;France;2014;;
9087;3 Mineral fuels, lubricants and relat...;France;2015;;
9088;3 Mineral fuels, lubricants and relat...;France;2016;;
9089;3 Mineral fuels, lubricants and relat...;France;2017;;
9090;3 Mineral fuels, lubricants and relat...;Germany;1917;;
9091;3 Mineral fuels, lubricants and relat...;Germany;1918;;
9092;3 Mineral fuels, lubricants and relat...;Germany;1919;;
9093;3 Mineral fuels, lubricants and relat...;Germany;1920;;
9094;3 Mineral fuels, lubricants and relat...;Germany;1921;;
9095;3 Mineral fuels, lubricants and relat...;Germany;1922;;
9096;3 Mineral fuels, lubricants and relat...;Germany;1923;;
9097;3 Mineral fuels, lubricants and relat...;Germany;1924;;
9098;3 Mineral fuels, lubricants and relat...;Germany;1925;;
9099;3 Mineral fuels, lubricants and relat...;Germany;1926;;
9100;3 Mineral fuels, lubricants and relat...;Germany;1927;;
9101;3 Mineral fuels, lubricants and relat...;Germany;1928;;
9102;3 Mineral fuels, lubricants and relat...;Germany;1929;;
9103;3 Mineral fuels, lubricants and relat...;Germany;1930;;
9104;3 Mineral fuels, lubricants and relat...;Germany;1931;;
9105;3 Mineral fuels, lubricants and relat...;Germany;1932;;
9106;3 Mineral fuels, lubricants and relat...;Germany;1933;;
9107;3 Mineral fuels, lubricants and relat...;Germany;1934;;
9108;3 Mineral fuels, lubricants and relat...;Germany;1935;;
9109;3 Mineral fuels, lubricants and relat...;Germany;1936;;
9110;3 Mineral fuels, lubricants and relat...;Germany;1937;;
9111;3 Mineral fuels, lubricants and relat...;Germany;1938;;
9112;3 Mineral fuels, lubricants and relat...;Germany;1939;;
9113;3 Mineral fuels, lubricants and relat...;Germany;1940;;
9114;3 Mineral fuels, lubricants and relat...;Germany;1941;;
9115;3 Mineral fuels, lubricants and relat...;Germany;1942;;
9116;3 Mineral fuels, lubricants and relat...;Germany;1943;;
9117;3 Mineral fuels, lubricants and relat...;Germany;1944;;
9118;3 Mineral fuels, lubricants and relat...;Germany;1945;;
9119;3 Mineral fuels, lubricants and relat...;Germany;1946;;
9120;3 Mineral fuels, lubricants and relat...;Germany;1947;;
9121;3 Mineral fuels, lubricants and relat...;Germany;1948;;
9122;3 Mineral fuels, lubricants and relat...;Germany;1949;;
9123;3 Mineral fuels, lubricants and relat...;Germany;1950;;
9124;3 Mineral fuels, lubricants and relat...;Germany;1951;;
9125;3 Mineral fuels, lubricants and relat...;Germany;1952;;
9126;3 Mineral fuels, lubricants and relat...;Germany;1953;;
9127;3 Mineral fuels, lubricants and relat...;Germany;1954;;
9128;3 Mineral fuels, lubricants and relat...;Germany;1955;;
9129;3 Mineral fuels, lubricants and relat...;Germany;1956;;
9130;3 Mineral fuels, lubricants and relat...;Germany;1957;;
9131;3 Mineral fuels, lubricants and relat...;Germany;1958;;
9132;3 Mineral fuels, lubricants and relat...;Germany;1959;;
9133;3 Mineral fuels, lubricants and relat...;Germany;1960;;
9134;3 Mineral fuels, lubricants and relat...;Germany;1961;;
9135;3 Mineral fuels, lubricants and relat...;Germany;1962;;
9136;3 Mineral fuels, lubricants and relat...;Germany;1963;;
9137;3 Mineral fuels, lubricants and relat...;Germany;1964;;
9138;3 Mineral fuels, lubricants and relat...;Germany;1965;;
9139;3 Mineral fuels, lubricants and relat...;Germany;1966;;
9140;3 Mineral fuels, lubricants and relat...;Germany;1967;;
9141;3 Mineral fuels, lubricants and relat...;Germany;1968;;
9142;3 Mineral fuels, lubricants and relat...;Germany;1969;;
9143;3 Mineral fuels, lubricants and relat...;Germany;1970;;
9144;3 Mineral fuels, lubricants and relat...;Germany;1971;;
9145;3 Mineral fuels, lubricants and relat...;Germany;1972;;
9146;3 Mineral fuels, lubricants and relat...;Germany;1973;;
9147;3 Mineral fuels, lubricants and relat...;Germany;1974;;
9148;3 Mineral fuels, lubricants and relat...;Germany;1975;;
9149;3 Mineral fuels, lubricants and relat...;Germany;1976;;
9150;3 Mineral fuels, lubricants and relat...;Germany;1977;;
9151;3 Mineral fuels, lubricants and relat...;Germany;1978;;
9152;3 Mineral fuels, lubricants and relat...;Germany;1979;;
9153;3 Mineral fuels, lubricants and relat...;Germany;1980;;
9154;3 Mineral fuels, lubricants and relat...;Germany;1981;;
9155;3 Mineral fuels, lubricants and relat...;Germany;1982;;
9156;3 Mineral fuels, lubricants and relat...;Germany;1983;;
9157;3 Mineral fuels, lubricants and relat...;Germany;1984;;
9158;3 Mineral fuels, lubricants and relat...;Germany;1985;;
9159;3 Mineral fuels, lubricants and relat...;Germany;1986;;
9160;3 Mineral fuels, lubricants and relat...;Germany;1987;;
9161;3 Mineral fuels, lubricants and relat...;Germany;1988;;
9162;3 Mineral fuels, lubricants and relat...;Germany;1989;;
9163;3 Mineral fuels, lubricants and relat...;Germany;1990;;
9164;3 Mineral fuels, lubricants and relat...;Germany;1991;;
9165;3 Mineral fuels, lubricants and relat...;Germany;1992;;
9166;3 Mineral fuels, lubricants and relat...;Germany;1993;;
9167;3 Mineral fuels, lubricants and relat...;Germany;1994;;
9168;3 Mineral fuels, lubricants and relat...;Germany;1995;;
9169;3 Mineral fuels, lubricants and relat...;Germany;1996;;
9170;3 Mineral fuels, lubricants and relat...;Germany;1997;;
9171;3 Mineral fuels, lubricants and relat...;Germany;1998;;
9172;3 Mineral fuels, lubricants and relat...;Germany;1999;;
9173;3 Mineral fuels, lubricants and relat...;Germany;2000;;
9174;3 Mineral fuels, lubricants and relat...;Germany;2001;;
9175;3 Mineral fuels, lubricants and relat...;Germany;2002;;
9176;3 Mineral fuels, lubricants and relat...;Germany;2003;;
9177;3 Mineral fuels, lubricants and relat...;Germany;2004;;
9178;3 Mineral fuels, lubricants and relat...;Germany;2005;;
9179;3 Mineral fuels, lubricants and relat...;Germany;2006;;
9180;3 Mineral fuels, lubricants and relat...;Germany;2007;;
9181;3 Mineral fuels, lubricants and relat...;Germany;2008;;
9182;3 Mineral fuels, lubricants and relat...;Germany;2009;;
9183;3 Mineral fuels, lubricants and relat...;Germany;2010;;
9184;3 Mineral fuels, lubricants and relat...;Germany;2011;;
9185;3 Mineral fuels, lubricants and relat...;Germany;2012;;
9186;3 Mineral fuels, lubricants and relat...;Germany;2013;;
9187;3 Mineral fuels, lubricants and relat...;Germany;2014;;
9188;3 Mineral fuels, lubricants and relat...;Germany;2015;;
9189;3 Mineral fuels, lubricants and relat...;Germany;2016;;
9190;3 Mineral fuels, lubricants and relat...;Germany;2017;;
9191;3 Mineral fuels, lubricants and relat...;Indonesia;1917;;
9192;3 Mineral fuels, lubricants and relat...;Indonesia;1918;;
9193;3 Mineral fuels, lubricants and relat...;Indonesia;1919;;
9194;3 Mineral fuels, lubricants and relat...;Indonesia;1920;;
9195;3 Mineral fuels, lubricants and relat...;Indonesia;1921;;
9196;3 Mineral fuels, lubricants and relat...;Indonesia;1922;;
9197;3 Mineral fuels, lubricants and relat...;Indonesia;1923;;
9198;3 Mineral fuels, lubricants and relat...;Indonesia;1924;;
9199;3 Mineral fuels, lubricants and relat...;Indonesia;1925;;
9200;3 Mineral fuels, lubricants and relat...;Indonesia;1926;;
9201;3 Mineral fuels, lubricants and relat...;Indonesia;1927;;
9202;3 Mineral fuels, lubricants and relat...;Indonesia;1928;;
9203;3 Mineral fuels, lubricants and relat...;Indonesia;1929;;
9204;3 Mineral fuels, lubricants and relat...;Indonesia;1930;;
9205;3 Mineral fuels, lubricants and relat...;Indonesia;1931;;
9206;3 Mineral fuels, lubricants and relat...;Indonesia;1932;;
9207;3 Mineral fuels, lubricants and relat...;Indonesia;1933;;
9208;3 Mineral fuels, lubricants and relat...;Indonesia;1934;;
9209;3 Mineral fuels, lubricants and relat...;Indonesia;1935;;
9210;3 Mineral fuels, lubricants and relat...;Indonesia;1936;;
9211;3 Mineral fuels, lubricants and relat...;Indonesia;1937;;
9212;3 Mineral fuels, lubricants and relat...;Indonesia;1938;;
9213;3 Mineral fuels, lubricants and relat...;Indonesia;1939;;
9214;3 Mineral fuels, lubricants and relat...;Indonesia;1940;;
9215;3 Mineral fuels, lubricants and relat...;Indonesia;1941;;
9216;3 Mineral fuels, lubricants and relat...;Indonesia;1942;;
9217;3 Mineral fuels, lubricants and relat...;Indonesia;1943;;
9218;3 Mineral fuels, lubricants and relat...;Indonesia;1944;;
9219;3 Mineral fuels, lubricants and relat...;Indonesia;1945;;
9220;3 Mineral fuels, lubricants and relat...;Indonesia;1946;;
9221;3 Mineral fuels, lubricants and relat...;Indonesia;1947;;
9222;3 Mineral fuels, lubricants and relat...;Indonesia;1948;;
9223;3 Mineral fuels, lubricants and relat...;Indonesia;1949;;
9224;3 Mineral fuels, lubricants and relat...;Indonesia;1950;;
9225;3 Mineral fuels, lubricants and relat...;Indonesia;1951;;
9226;3 Mineral fuels, lubricants and relat...;Indonesia;1952;;
9227;3 Mineral fuels, lubricants and relat...;Indonesia;1953;;
9228;3 Mineral fuels, lubricants and relat...;Indonesia;1954;;
9229;3 Mineral fuels, lubricants and relat...;Indonesia;1955;;
9230;3 Mineral fuels, lubricants and relat...;Indonesia;1956;;
9231;3 Mineral fuels, lubricants and relat...;Indonesia;1957;;
9232;3 Mineral fuels, lubricants and relat...;Indonesia;1958;;
9233;3 Mineral fuels, lubricants and relat...;Indonesia;1959;;
9234;3 Mineral fuels, lubricants and relat...;Indonesia;1960;;
9235;3 Mineral fuels, lubricants and relat...;Indonesia;1961;;
9236;3 Mineral fuels, lubricants and relat...;Indonesia;1962;;
9237;3 Mineral fuels, lubricants and relat...;Indonesia;1963;;
9238;3 Mineral fuels, lubricants and relat...;Indonesia;1964;;
9239;3 Mineral fuels, lubricants and relat...;Indonesia;1965;;
9240;3 Mineral fuels, lubricants and relat...;Indonesia;1966;;
9241;3 Mineral fuels, lubricants and relat...;Indonesia;1967;;
9242;3 Mineral fuels, lubricants and relat...;Indonesia;1968;;
9243;3 Mineral fuels, lubricants and relat...;Indonesia;1969;;
9244;3 Mineral fuels, lubricants and relat...;Indonesia;1970;;
9245;3 Mineral fuels, lubricants and relat...;Indonesia;1971;;
9246;3 Mineral fuels, lubricants and relat...;Indonesia;1972;;
9247;3 Mineral fuels, lubricants and relat...;Indonesia;1973;;
9248;3 Mineral fuels, lubricants and relat...;Indonesia;1974;;
9249;3 Mineral fuels, lubricants and relat...;Indonesia;1975;;
9250;3 Mineral fuels, lubricants and relat...;Indonesia;1976;;
9251;3 Mineral fuels, lubricants and relat...;Indonesia;1977;;
9252;3 Mineral fuels, lubricants and relat...;Indonesia;1978;;
9253;3 Mineral fuels, lubricants and relat...;Indonesia;1979;;
9254;3 Mineral fuels, lubricants and relat...;Indonesia;1980;;
9255;3 Mineral fuels, lubricants and relat...;Indonesia;1981;;
9256;3 Mineral fuels, lubricants and relat...;Indonesia;1982;;
9257;3 Mineral fuels, lubricants and relat...;Indonesia;1983;;
9258;3 Mineral fuels, lubricants and relat...;Indonesia;1984;;
9259;3 Mineral fuels, lubricants and relat...;Indonesia;1985;;
9260;3 Mineral fuels, lubricants and relat...;Indonesia;1986;;
9261;3 Mineral fuels, lubricants and relat...;Indonesia;1987;;
9262;3 Mineral fuels, lubricants and relat...;Indonesia;1988;;
9263;3 Mineral fuels, lubricants and relat...;Indonesia;1989;;
9264;3 Mineral fuels, lubricants and relat...;Indonesia;1990;;
9265;3 Mineral fuels, lubricants and relat...;Indonesia;1991;;
9266;3 Mineral fuels, lubricants and relat...;Indonesia;1992;;
9267;3 Mineral fuels, lubricants and relat...;Indonesia;1993;;
9268;3 Mineral fuels, lubricants and relat...;Indonesia;1994;;
9269;3 Mineral fuels, lubricants and relat...;Indonesia;1995;;
9270;3 Mineral fuels, lubricants and relat...;Indonesia;1996;;
9271;3 Mineral fuels, lubricants and relat...;Indonesia;1997;;
9272;3 Mineral fuels, lubricants and relat...;Indonesia;1998;;
9273;3 Mineral fuels, lubricants and relat...;Indonesia;1999;;
9274;3 Mineral fuels, lubricants and relat...;Indonesia;2000;;
9275;3 Mineral fuels, lubricants and relat...;Indonesia;2001;;
9276;3 Mineral fuels, lubricants and relat...;Indonesia;2002;;
9277;3 Mineral fuels, lubricants and relat...;Indonesia;2003;;
9278;3 Mineral fuels, lubricants and relat...;Indonesia;2004;;
9279;3 Mineral fuels, lubricants and relat...;Indonesia;2005;;
9280;3 Mineral fuels, lubricants and relat...;Indonesia;2006;;
9281;3 Mineral fuels, lubricants and relat...;Indonesia;2007;;
9282;3 Mineral fuels, lubricants and relat...;Indonesia;2008;;
9283;3 Mineral fuels, lubricants and relat...;Indonesia;2009;;
9284;3 Mineral fuels, lubricants and relat...;Indonesia;2010;;
9285;3 Mineral fuels, lubricants and relat...;Indonesia;2011;;
9286;3 Mineral fuels, lubricants and relat...;Indonesia;2012;;
9287;3 Mineral fuels, lubricants and relat...;Indonesia;2013;;
9288;3 Mineral fuels, lubricants and relat...;Indonesia;2014;;
9289;3 Mineral fuels, lubricants and relat...;Indonesia;2015;;
9290;3 Mineral fuels, lubricants and relat...;Indonesia;2016;;
9291;3 Mineral fuels, lubricants and relat...;Indonesia;2017;;
9292;3 Mineral fuels, lubricants and relat...;Italy;1917;;
9293;3 Mineral fuels, lubricants and relat...;Italy;1918;;
9294;3 Mineral fuels, lubricants and relat...;Italy;1919;;
9295;3 Mineral fuels, lubricants and relat...;Italy;1920;;
9296;3 Mineral fuels, lubricants and relat...;Italy;1921;;
9297;3 Mineral fuels, lubricants and relat...;Italy;1922;;
9298;3 Mineral fuels, lubricants and relat...;Italy;1923;;
9299;3 Mineral fuels, lubricants and relat...;Italy;1924;;
9300;3 Mineral fuels, lubricants and relat...;Italy;1925;;
9301;3 Mineral fuels, lubricants and relat...;Italy;1926;;
9302;3 Mineral fuels, lubricants and relat...;Italy;1927;;
9303;3 Mineral fuels, lubricants and relat...;Italy;1928;;
9304;3 Mineral fuels, lubricants and relat...;Italy;1929;;
9305;3 Mineral fuels, lubricants and relat...;Italy;1930;;
9306;3 Mineral fuels, lubricants and relat...;Italy;1931;;
9307;3 Mineral fuels, lubricants and relat...;Italy;1932;;
9308;3 Mineral fuels, lubricants and relat...;Italy;1933;;
9309;3 Mineral fuels, lubricants and relat...;Italy;1934;;
9310;3 Mineral fuels, lubricants and relat...;Italy;1935;;
9311;3 Mineral fuels, lubricants and relat...;Italy;1936;;
9312;3 Mineral fuels, lubricants and relat...;Italy;1937;;
9313;3 Mineral fuels, lubricants and relat...;Italy;1938;;
9314;3 Mineral fuels, lubricants and relat...;Italy;1939;;
9315;3 Mineral fuels, lubricants and relat...;Italy;1940;;
9316;3 Mineral fuels, lubricants and relat...;Italy;1941;;
9317;3 Mineral fuels, lubricants and relat...;Italy;1942;;
9318;3 Mineral fuels, lubricants and relat...;Italy;1943;;
9319;3 Mineral fuels, lubricants and relat...;Italy;1944;;
9320;3 Mineral fuels, lubricants and relat...;Italy;1945;;
9321;3 Mineral fuels, lubricants and relat...;Italy;1946;;
9322;3 Mineral fuels, lubricants and relat...;Italy;1947;;
9323;3 Mineral fuels, lubricants and relat...;Italy;1948;;
9324;3 Mineral fuels, lubricants and relat...;Italy;1949;;
9325;3 Mineral fuels, lubricants and relat...;Italy;1950;;
9326;3 Mineral fuels, lubricants and relat...;Italy;1951;;
9327;3 Mineral fuels, lubricants and relat...;Italy;1952;;
9328;3 Mineral fuels, lubricants and relat...;Italy;1953;;
9329;3 Mineral fuels, lubricants and relat...;Italy;1954;;
9330;3 Mineral fuels, lubricants and relat...;Italy;1955;;
