ID;Persoonskenmerken;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;Zelfstandige_5;PositieInDeWerkkringOnbekend_6;Beroepsniveau1_7;Beroepsniveau2_8;Beroepsniveau3_9;Beroepsniveau4_10;BeroepsniveauOnbekend_11;WerklozeBeroepsbevolking_12;Werkloosheidspercentage_13;NietBeroepsbevolking_14;BrutoArbeidsparticipatie_15;NettoArbeidsparticipatie_16
0;Totaal personen;Nederland;2013;12638.0;9187.0;8433.0;7199.0;1234.0;0.0;792.0;3702.0;1394.0;2409.0;136.0;754.0;8.2;3451.0;72.7;66.7
1;Totaal personen;Nederland;2014;12665.0;9145.0;8382.0;7132.0;1251.0;0.0;805.0;3686.0;1343.0;2436.0;112.0;762.0;8.3;3520.0;72.2;66.2
2;Totaal personen;Nederland;2015;12685.0;9182.0;8458.0;7191.0;1267.0;0.0;794.0;3745.0;1333.0;2490.0;95.0;724.0;7.9;3503.0;72.4;66.7
3;Totaal personen;Nederland;2016;12768.0;9215.0;8570.0;7270.0;1300.0;0.0;798.0;3754.0;1383.0;2537.0;98.0;646.0;7.0;3553.0;72.2;67.1
4;Totaal personen;Nederland;2017;12870.0;9290.0;8744.0;7422.0;1322.0;0.0;820.0;3806.0;1413.0;2561.0;144.0;546.0;5.9;3580.0;72.2;67.9
5;Totaal personen;Nederland;2018;12936.0;9398.0;8939.0;7604.0;1335.0;0.0;841.0;3840.0;1471.0;2656.0;131.0;459.0;4.9;3538.0;72.6;69.1
6;Totaal personen;Nederland;2019;13015.0;9540.0;9117.0;7761.0;1356.0;0.0;842.0;3850.0;1554.0;2793.0;78.0;423.0;4.4;3475.0;73.3;70.0
7;Totaal personen;Nederland;2020;13094.0;9581.0;9116.0;7703.0;1413.0;0.0;825.0;3742.0;1556.0;2890.0;102.0;465.0;4.9;3513.0;73.2;69.6
8;Totaal personen;Nederland;2021;13147.0;9663.0;9255.0;7810.0;1445.0;0.0;746.0;3552.0;1666.0;3193.0;98.0;408.0;4.2;3483.0;73.5;70.4
9;Totaal personen;Nederland;2022;13228.0;9898.0;9548.0;8009.0;1539.0;0.0;735.0;3620.0;1723.0;3407.0;63.0;350.0;3.5;3330.0;74.8;72.2
10;Totaal personen;Nederland;2023;13326.0;10096.0;9737.0;8151.0;1586.0;0.0;752.0;3669.0;1769.0;3486.0;62.0;359.0;3.6;3230.0;75.8;73.1
11;Totaal personen;Nederland;2024;13387.0;10170.0;9798.0;8183.0;1615.0;0.0;722.0;3629.0;1774.0;3623.0;50.0;372.0;3.7;3217.0;76.0;73.2
12;Totaal personen;Noord-Nederland (LD);2013;1290.0;918.0;838.0;710.0;128.0;0.0;84.0;400.0;139.0;197.0;17.0;80.0;8.7;373.0;71.1;64.9
13;Totaal personen;Noord-Nederland (LD);2014;1289.0;909.0;829.0;702.0;127.0;0.0;88.0;393.0;135.0;196.0;17.0;80.0;8.8;380.0;70.5;64.3
14;Totaal personen;Noord-Nederland (LD);2015;1287.0;913.0;834.0;703.0;130.0;0.0;86.0;403.0;131.0;197.0;16.0;79.0;8.7;374.0;70.9;64.8
15;Totaal personen;Noord-Nederland (LD);2016;1289.0;908.0;839.0;705.0;134.0;0.0;87.0;398.0;136.0;202.0;15.0;69.0;7.6;381.0;70.5;65.1
16;Totaal personen;Noord-Nederland (LD);2017;1295.0;913.0;854.0;721.0;133.0;0.0;87.0;401.0;142.0;201.0;22.0;59.0;6.5;382.0;70.5;66.0
17;Totaal personen;Noord-Nederland (LD);2018;1295.0;917.0;866.0;731.0;135.0;0.0;85.0;403.0;144.0;217.0;16.0;50.0;5.5;378.0;70.8;66.9
18;Totaal personen;Noord-Nederland (LD);2019;1298.0;925.0;882.0;748.0;134.0;0.0;88.0;410.0;151.0;222.0;11.0;44.0;4.7;372.0;71.3;68.0
19;Totaal personen;Noord-Nederland (LD);2020;1300.0;925.0;878.0;739.0;140.0;0.0;87.0;398.0;152.0;225.0;16.0;47.0;5.0;375.0;71.1;67.5
20;Totaal personen;Noord-Nederland (LD);2021;1293.0;932.0;893.0;753.0;140.0;0.0;83.0;367.0;168.0;254.0;20.0;40.0;4.3;361.0;72.1;69.0
21;Totaal personen;Noord-Nederland (LD);2022;1296.0;953.0;919.0;776.0;143.0;0.0;82.0;384.0;173.0;266.0;13.0;34.0;3.6;343.0;73.5;70.9
22;Totaal personen;Noord-Nederland (LD);2023;1301.0;963.0;929.0;780.0;148.0;0.0;81.0;374.0;173.0;287.0;14.0;35.0;3.6;338.0;74.0;71.4
23;Totaal personen;Noord-Nederland (LD);2024;1304.0;970.0;933.0;783.0;151.0;0.0;75.0;377.0;173.0;296.0;12.0;36.0;3.8;334.0;74.4;71.6
24;Totaal personen;Oost-Nederland (LD);2013;2650.0;1949.0;1792.0;1538.0;254.0;0.0;188.0;805.0;292.0;484.0;23.0;157.0;8.1;701.0;73.5;67.6
25;Totaal personen;Oost-Nederland (LD);2014;2652.0;1928.0;1770.0;1515.0;254.0;0.0;187.0;803.0;278.0;483.0;18.0;159.0;8.2;724.0;72.7;66.7
26;Totaal personen;Oost-Nederland (LD);2015;2657.0;1935.0;1788.0;1531.0;257.0;0.0;179.0;819.0;278.0;493.0;20.0;147.0;7.6;722.0;72.8;67.3
27;Totaal personen;Oost-Nederland (LD);2016;2674.0;1939.0;1803.0;1540.0;263.0;0.0;179.0;818.0;290.0;493.0;23.0;136.0;7.0;735.0;72.5;67.4
28;Totaal personen;Oost-Nederland (LD);2017;2698.0;1961.0;1849.0;1581.0;268.0;0.0;180.0;847.0;298.0;496.0;28.0;112.0;5.7;736.0;72.7;68.5
29;Totaal personen;Oost-Nederland (LD);2018;2713.0;1983.0;1890.0;1628.0;262.0;0.0;188.0;855.0;308.0;514.0;25.0;93.0;4.7;730.0;73.1;69.6
30;Totaal personen;Oost-Nederland (LD);2019;2733.0;2005.0;1922.0;1653.0;269.0;0.0;186.0;846.0;325.0;548.0;17.0;83.0;4.2;727.0;73.4;70.3
31;Totaal personen;Oost-Nederland (LD);2020;2752.0;2024.0;1932.0;1647.0;285.0;0.0;190.0;827.0;328.0;568.0;19.0;92.0;4.6;728.0;73.5;70.2
32;Totaal personen;Oost-Nederland (LD);2021;2759.0;2041.0;1962.0;1668.0;294.0;0.0;160.0;789.0;348.0;645.0;20.0;79.0;3.9;717.0;74.0;71.1
33;Totaal personen;Oost-Nederland (LD);2022;2776.0;2099.0;2030.0;1720.0;310.0;0.0;169.0;807.0;366.0;676.0;13.0;70.0;3.3;676.0;75.6;73.1
34;Totaal personen;Oost-Nederland (LD);2023;2796.0;2135.0;2065.0;1745.0;320.0;0.0;169.0;823.0;376.0;686.0;12.0;70.0;3.3;661.0;76.4;73.9
35;Totaal personen;Oost-Nederland (LD);2024;2807.0;2149.0;2075.0;1748.0;327.0;0.0;164.0;816.0;372.0;717.0;7.0;73.0;3.4;658.0;76.5;73.9
36;Totaal personen;West-Nederland (LD);2013;5967.0;4354.0;3990.0;3392.0;598.0;0.0;337.0;1649.0;664.0;1271.0;69.0;364.0;8.4;1613.0;73.0;66.9
37;Totaal personen;West-Nederland (LD);2014;5992.0;4353.0;3986.0;3365.0;621.0;0.0;340.0;1652.0;647.0;1294.0;53.0;367.0;8.4;1639.0;72.6;66.5
38;Totaal personen;West-Nederland (LD);2015;6012.0;4373.0;4023.0;3397.0;625.0;0.0;349.0;1671.0;640.0;1321.0;42.0;350.0;8.0;1639.0;72.7;66.9
39;Totaal personen;West-Nederland (LD);2016;6063.0;4403.0;4090.0;3446.0;644.0;0.0;346.0;1690.0;668.0;1344.0;43.0;313.0;7.1;1660.0;72.6;67.5
40;Totaal personen;West-Nederland (LD);2017;6119.0;4437.0;4171.0;3523.0;648.0;0.0;361.0;1694.0;678.0;1371.0;67.0;266.0;6.0;1683.0;72.5;68.2
41;Totaal personen;West-Nederland (LD);2018;6162.0;4504.0;4279.0;3610.0;669.0;0.0;374.0;1707.0;713.0;1419.0;65.0;225.0;5.0;1659.0;73.1;69.4
42;Totaal personen;West-Nederland (LD);2019;6208.0;4579.0;4368.0;3692.0;676.0;0.0;376.0;1714.0;763.0;1478.0;38.0;211.0;4.6;1629.0;73.8;70.4
43;Totaal personen;West-Nederland (LD);2020;6255.0;4598.0;4367.0;3662.0;705.0;0.0;360.0;1672.0;747.0;1541.0;46.0;232.0;5.0;1657.0;73.5;69.8
44;Totaal personen;West-Nederland (LD);2021;6310.0;4653.0;4438.0;3720.0;718.0;0.0;327.0;1602.0;796.0;1677.0;35.0;216.0;4.6;1657.0;73.7;70.3
45;Totaal personen;West-Nederland (LD);2022;6357.0;4778.0;4601.0;3815.0;786.0;0.0;319.0;1625.0;826.0;1809.0;21.0;178.0;3.7;1579.0;75.2;72.4
46;Totaal personen;West-Nederland (LD);2023;6414.0;4890.0;4706.0;3900.0;806.0;0.0;338.0;1658.0;848.0;1839.0;22.0;184.0;3.8;1524.0;76.2;73.4
47;Totaal personen;West-Nederland (LD);2024;6454.0;4933.0;4741.0;3922.0;819.0;0.0;319.0;1630.0;861.0;1911.0;20.0;192.0;3.9;1521.0;76.4;73.5
48;Totaal personen;Zuid-Nederland (LD);2013;2730.0;1966.0;1813.0;1559.0;254.0;0.0;183.0;847.0;298.0;458.0;27.0;153.0;7.8;764.0;72.0;66.4
49;Totaal personen;Zuid-Nederland (LD);2014;2732.0;1955.0;1798.0;1550.0;248.0;0.0;190.0;837.0;284.0;463.0;24.0;157.0;8.0;777.0;71.6;65.8
50;Totaal personen;Zuid-Nederland (LD);2015;2730.0;1962.0;1814.0;1559.0;254.0;0.0;181.0;852.0;284.0;479.0;18.0;148.0;7.5;768.0;71.9;66.4
51;Totaal personen;Zuid-Nederland (LD);2016;2742.0;1965.0;1837.0;1578.0;259.0;0.0;186.0;848.0;289.0;498.0;17.0;128.0;6.5;777.0;71.7;67.0
