ID;RegioS;AutochtonenAllochtonen;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
55;Utrecht (PV);Totaal Herkomst (land);786.3;19.6
56;Utrecht (PV);Herkomst: Nederland;658.7;20.0
57;Utrecht (PV);Herkomst: Niet-Nederland;127.6;17.7
58;Utrecht (PV);Herkomst: Westers land;64.7;20.1
59;Utrecht (PV);Herkomst: Niet-westers land;62.9;15.2
60;Noord-Holland (PV);Totaal Herkomst (land);1747.6;19.4
61;Noord-Holland (PV);Herkomst: Nederland;1364.9;19.7
62;Noord-Holland (PV);Herkomst: Niet-Nederland;382.7;18.1
63;Noord-Holland (PV);Herkomst: Westers land;178.8;20.7
64;Noord-Holland (PV);Herkomst: Niet-westers land;203.9;15.7
65;Zuid-Holland (PV);Totaal Herkomst (land);2278.8;18.8
66;Zuid-Holland (PV);Herkomst: Nederland;1797.3;19.2
67;Zuid-Holland (PV);Herkomst: Niet-Nederland;481.5;17.5
68;Zuid-Holland (PV);Herkomst: Westers land;202.8;20.5
69;Zuid-Holland (PV);Herkomst: Niet-westers land;278.7;15.3
70;Zeeland (PV);Totaal Herkomst (land);254.9;17.6
71;Zeeland (PV);Herkomst: Nederland;223.8;17.8
72;Zeeland (PV);Herkomst: Niet-Nederland;31.2;16.4
73;Zeeland (PV);Herkomst: Westers land;24.3;17.0
74;Zeeland (PV);Herkomst: Niet-westers land;6.9;14.3
75;Noord-Brabant (PV);Totaal Herkomst (land);1640.4;18.0
76;Noord-Brabant (PV);Herkomst: Nederland;1431.7;18.2
77;Noord-Brabant (PV);Herkomst: Niet-Nederland;208.7;16.6
78;Noord-Brabant (PV);Herkomst: Westers land;127.2;17.9
79;Noord-Brabant (PV);Herkomst: Niet-westers land;81.5;14.5
80;Limburg (PV);Totaal Herkomst (land);772.1;17.0
81;Limburg (PV);Herkomst: Nederland;634.6;17.3
82;Limburg (PV);Herkomst: Niet-Nederland;137.5;15.7
83;Limburg (PV);Herkomst: Westers land;111.5;16.1
84;Limburg (PV);Herkomst: Niet-westers land;26.0;13.8
85;Oost-Groningen (CR);Totaal Herkomst (land);101.9;15.8
86;Oost-Groningen (CR);Herkomst: Nederland;94.7;15.8
87;Oost-Groningen (CR);Herkomst: Niet-Nederland;7.2;15.4
88;Oost-Groningen (CR);Herkomst: Westers land;5.6;16.0
89;Oost-Groningen (CR);Herkomst: Niet-westers land;1.7;13.4
90;Delfzijl en omgeving (CR);Totaal Herkomst (land);34.1;16.4
91;Delfzijl en omgeving (CR);Herkomst: Nederland;30.6;16.6
92;Delfzijl en omgeving (CR);Herkomst: Niet-Nederland;3.6;15.2
93;Delfzijl en omgeving (CR);Herkomst: Westers land;2.3;16.2
94;Delfzijl en omgeving (CR);Herkomst: Niet-westers land;1.3;13.5
95;Overig Groningen (CR);Totaal Herkomst (land);245.1;16.7
96;Overig Groningen (CR);Herkomst: Nederland;218.9;16.8
97;Overig Groningen (CR);Herkomst: Niet-Nederland;26.2;15.7
98;Overig Groningen (CR);Herkomst: Westers land;16.1;17.0
99;Overig Groningen (CR);Herkomst: Niet-westers land;10.1;13.6
100;Noord-Friesland (CR);Totaal Herkomst (land);217.6;16.4
101;Noord-Friesland (CR);Herkomst: Nederland;203.4;16.5
102;Noord-Friesland (CR);Herkomst: Niet-Nederland;14.2;15.2
103;Noord-Friesland (CR);Herkomst: Westers land;9.4;16.2
104;Noord-Friesland (CR);Herkomst: Niet-westers land;4.8;13.2
105;Zuidwest-Friesland (CR);Totaal Herkomst (land);68.9;17.0
106;Zuidwest-Friesland (CR);Herkomst: Nederland;64.6;17.1
107;Zuidwest-Friesland (CR);Herkomst: Niet-Nederland;4.2;15.7
108;Zuidwest-Friesland (CR);Herkomst: Westers land;3.2;16.8
109;Zuidwest-Friesland (CR);Herkomst: Niet-westers land;1.0;12.1
110;Zuidoost-Friesland (CR);Totaal Herkomst (land);137.4;16.7
111;Zuidoost-Friesland (CR);Herkomst: Nederland;128.6;16.8
112;Zuidoost-Friesland (CR);Herkomst: Niet-Nederland;8.9;15.8
113;Zuidoost-Friesland (CR);Herkomst: Westers land;6.1;16.6
114;Zuidoost-Friesland (CR);Herkomst: Niet-westers land;2.8;14.0
115;Noord-Drenthe (CR);Totaal Herkomst (land);126.0;17.7
116;Noord-Drenthe (CR);Herkomst: Nederland;116.6;17.8
117;Noord-Drenthe (CR);Herkomst: Niet-Nederland;9.4;17.2
118;Noord-Drenthe (CR);Herkomst: Westers land;7.1;17.9
119;Noord-Drenthe (CR);Herkomst: Niet-westers land;2.2;15.0
120;Zuidoost-Drenthe (CR);Totaal Herkomst (land);115.8;15.9
121;Zuidoost-Drenthe (CR);Herkomst: Nederland;107.0;16.0
122;Zuidoost-Drenthe (CR);Herkomst: Niet-Nederland;8.8;14.8
123;Zuidoost-Drenthe (CR);Herkomst: Westers land;6.8;15.2
124;Zuidoost-Drenthe (CR);Herkomst: Niet-westers land;1.9;13.4
125;Zuidwest-Drenthe (CR);Totaal Herkomst (land);86.1;17.0
126;Zuidwest-Drenthe (CR);Herkomst: Nederland;80.6;17.1
127;Zuidwest-Drenthe (CR);Herkomst: Niet-Nederland;5.5;16.1
128;Zuidwest-Drenthe (CR);Herkomst: Westers land;4.0;16.8
129;Zuidwest-Drenthe (CR);Herkomst: Niet-westers land;1.5;14.3
130;Noord-Overijssel (CR);Totaal Herkomst (land);226.1;17.2
131;Noord-Overijssel (CR);Herkomst: Nederland;209.3;17.3
132;Noord-Overijssel (CR);Herkomst: Niet-Nederland;16.8;16.1
133;Noord-Overijssel (CR);Herkomst: Westers land;9.9;17.5
134;Noord-Overijssel (CR);Herkomst: Niet-westers land;6.9;14.1
135;Zuidwest-Overijssel (CR);Totaal Herkomst (land);100.6;17.2
136;Zuidwest-Overijssel (CR);Herkomst: Nederland;88.1;17.4
137;Zuidwest-Overijssel (CR);Herkomst: Niet-Nederland;12.6;15.7
138;Zuidwest-Overijssel (CR);Herkomst: Westers land;6.8;17.3
139;Zuidwest-Overijssel (CR);Herkomst: Niet-westers land;5.8;13.8
140;Twente (CR);Totaal Herkomst (land);407.8;16.7
141;Twente (CR);Herkomst: Nederland;349.2;17.0
142;Twente (CR);Herkomst: Niet-Nederland;58.6;15.2
143;Twente (CR);Herkomst: Westers land;36.1;16.3
144;Twente (CR);Herkomst: Niet-westers land;22.4;13.5
145;Veluwe (CR);Totaal Herkomst (land);422.4;18.1
146;Veluwe (CR);Herkomst: Nederland;380.7;18.2
147;Veluwe (CR);Herkomst: Niet-Nederland;41.7;16.8
148;Veluwe (CR);Herkomst: Westers land;26.4;18.3
149;Veluwe (CR);Herkomst: Niet-westers land;15.3;14.2
150;Achterhoek (CR);Totaal Herkomst (land);273.2;17.1
151;Achterhoek (CR);Herkomst: Nederland;247.5;17.2
152;Achterhoek (CR);Herkomst: Niet-Nederland;25.7;16.0
153;Achterhoek (CR);Herkomst: Westers land;18.7;16.8
154;Achterhoek (CR);Herkomst: Niet-westers land;7.0;13.9
155;Arnhem/Nijmegen (CR);Totaal Herkomst (land);470.5;17.6
156;Arnhem/Nijmegen (CR);Herkomst: Nederland;396.6;17.8
157;Arnhem/Nijmegen (CR);Herkomst: Niet-Nederland;74.0;16.3
158;Arnhem/Nijmegen (CR);Herkomst: Westers land;47.5;17.6
159;Arnhem/Nijmegen (CR);Herkomst: Niet-westers land;26.5;14.0
160;Zuidwest-Gelderland (CR);Totaal Herkomst (land);150.9;18.5
161;Zuidwest-Gelderland (CR);Herkomst: Nederland;136.7;18.6
162;Zuidwest-Gelderland (CR);Herkomst: Niet-Nederland;14.1;17.2
163;Zuidwest-Gelderland (CR);Herkomst: Westers land;8.7;18.6
164;Zuidwest-Gelderland (CR);Herkomst: Niet-westers land;5.5;14.9
165;Utrecht (CR);Totaal Herkomst (land);786.3;19.6
166;Utrecht (CR);Herkomst: Nederland;658.7;20.0
167;Utrecht (CR);Herkomst: Niet-Nederland;127.6;17.7
168;Utrecht (CR);Herkomst: Westers land;64.7;20.1
169;Utrecht (CR);Herkomst: Niet-westers land;62.9;15.2
170;Kop van Noord-Holland (CR);Totaal Herkomst (land);244.6;17.7
171;Kop van Noord-Holland (CR);Herkomst: Nederland;219.1;17.9
172;Kop van Noord-Holland (CR);Herkomst: Niet-Nederland;25.4;16.9
173;Kop van Noord-Holland (CR);Herkomst: Westers land;16.1;18.0
174;Kop van Noord-Holland (CR);Herkomst: Niet-westers land;9.3;14.8
175;Alkmaar en omgeving (CR);Totaal Herkomst (land);154.4;18.7
176;Alkmaar en omgeving (CR);Herkomst: Nederland;133.1;19.0
177;Alkmaar en omgeving (CR);Herkomst: Niet-Nederland;21.3;17.1
178;Alkmaar en omgeving (CR);Herkomst: Westers land;12.3;18.9
179;Alkmaar en omgeving (CR);Herkomst: Niet-westers land;8.9;14.6
180;IJmond (CR);Totaal Herkomst (land);128.3;19.0
181;IJmond (CR);Herkomst: Nederland;112.0;19.2
182;IJmond (CR);Herkomst: Niet-Nederland;16.3;17.5
183;IJmond (CR);Herkomst: Westers land;10.8;18.7
184;IJmond (CR);Herkomst: Niet-westers land;5.5;15.1
185;Agglomeratie Haarlem (CR);Totaal Herkomst (land);149.3;20.6
186;Agglomeratie Haarlem (CR);Herkomst: Nederland;123.0;20.9
187;Agglomeratie Haarlem (CR);Herkomst: Niet-Nederland;26.3;19.6
188;Agglomeratie Haarlem (CR);Herkomst: Westers land;15.7;22.5
189;Agglomeratie Haarlem (CR);Herkomst: Niet-westers land;10.6;15.2
190;Zaanstreek (CR);Totaal Herkomst (land);105.8;17.9
191;Zaanstreek (CR);Herkomst: Nederland;85.4;18.3
192;Zaanstreek (CR);Herkomst: Niet-Nederland;20.4;16.1
193;Zaanstreek (CR);Herkomst: Westers land;9.1;17.6
194;Zaanstreek (CR);Herkomst: Niet-westers land;11.3;15.0
195;Groot-Amsterdam (CR);Totaal Herkomst (land);801.0;19.5
196;Groot-Amsterdam (CR);Herkomst: Nederland;554.0;20.1
197;Groot-Amsterdam (CR);Herkomst: Niet-Nederland;247.0;17.9
198;Groot-Amsterdam (CR);Herkomst: Westers land;97.3;21.1
199;Groot-Amsterdam (CR);Herkomst: Niet-westers land;149.7;15.9
200;Het Gooi en Vechtstreek (CR);Totaal Herkomst (land);164.2;21.9
201;Het Gooi en Vechtstreek (CR);Herkomst: Nederland;138.1;22.1
202;Het Gooi en Vechtstreek (CR);Herkomst: Niet-Nederland;26.1;21.3
203;Het Gooi en Vechtstreek (CR);Herkomst: Westers land;17.5;23.5
204;Het Gooi en Vechtstreek (CR);Herkomst: Niet-westers land;8.6;16.9
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal Herkomst (land);258.5;19.6
206;Agglomeratie Leiden en Bollenstreek (CR);Herkomst: Nederland;224.4;19.6
207;Agglomeratie Leiden en Bollenstreek (CR);Herkomst: Niet-Nederland;34.0;19.6
208;Agglomeratie Leiden en Bollenstreek (CR);Herkomst: Westers land;21.0;21.9
209;Agglomeratie Leiden en Bollenstreek (CR);Herkomst: Niet-westers land;13.1;15.9
210;Agglomeratie 's-Gravenhage (CR);Totaal Herkomst (land);509.6;19.7
211;Agglomeratie 's-Gravenhage (CR);Herkomst: Nederland;356.4;20.1
212;Agglomeratie 's-Gravenhage (CR);Herkomst: Niet-Nederland;153.1;18.8
213;Agglomeratie 's-Gravenhage (CR);Herkomst: Westers land;63.0;23.1
214;Agglomeratie 's-Gravenhage (CR);Herkomst: Niet-westers land;90.1;15.7
215;Delft en Westland (CR);Totaal Herkomst (land);142.0;18.2
216;Delft en Westland (CR);Herkomst: Nederland;123.4;18.3
217;Delft en Westland (CR);Herkomst: Niet-Nederland;18.6;16.9
218;Delft en Westland (CR);Herkomst: Westers land;9.9;18.8
219;Delft en Westland (CR);Herkomst: Niet-westers land;8.7;14.7
220;Oost-Zuid-Holland (CR);Totaal Herkomst (land);212.8;19.3
221;Oost-Zuid-Holland (CR);Herkomst: Nederland;187.4;19.5
222;Oost-Zuid-Holland (CR);Herkomst: Niet-Nederland;25.4;17.6
223;Oost-Zuid-Holland (CR);Herkomst: Westers land;14.2;19.6
224;Oost-Zuid-Holland (CR);Herkomst: Niet-westers land;11.2;15.1
225;Groot-Rijnmond (CR);Totaal Herkomst (land);892.5;18.3
226;Groot-Rijnmond (CR);Herkomst: Nederland;679.3;18.8
227;Groot-Rijnmond (CR);Herkomst: Niet-Nederland;213.2;16.4
228;Groot-Rijnmond (CR);Herkomst: Westers land;75.5;18.9
229;Groot-Rijnmond (CR);Herkomst: Niet-westers land;137.7;15.0
230;Zuidoost-Zuid-Holland (CR);Totaal Herkomst (land);263.4;18.4
231;Zuidoost-Zuid-Holland (CR);Herkomst: Nederland;226.2;18.7
232;Zuidoost-Zuid-Holland (CR);Herkomst: Niet-Nederland;37.1;16.5
233;Zuidoost-Zuid-Holland (CR);Herkomst: Westers land;19.2;18.4
234;Zuidoost-Zuid-Holland (CR);Herkomst: Niet-westers land;17.9;14.5
235;Zeeuwsch-Vlaanderen (CR);Totaal Herkomst (land);72.4;17.5
236;Zeeuwsch-Vlaanderen (CR);Herkomst: Nederland;59.1;17.8
237;Zeeuwsch-Vlaanderen (CR);Herkomst: Niet-Nederland;13.3;16.2
238;Zeeuwsch-Vlaanderen (CR);Herkomst: Westers land;11.5;16.5
239;Zeeuwsch-Vlaanderen (CR);Herkomst: Niet-westers land;1.8;13.6
240;Overig Zeeland (CR);Totaal Herkomst (land);182.5;17.6
241;Overig Zeeland (CR);Herkomst: Nederland;164.6;17.7
242;Overig Zeeland (CR);Herkomst: Niet-Nederland;17.9;16.6
243;Overig Zeeland (CR);Herkomst: Westers land;12.8;17.4
244;Overig Zeeland (CR);Herkomst: Niet-westers land;5.1;14.5
245;West-Noord-Brabant (CR);Totaal Herkomst (land);413.5;18.1
246;West-Noord-Brabant (CR);Herkomst: Nederland;357.8;18.3
247;West-Noord-Brabant (CR);Herkomst: Niet-Nederland;55.7;16.6
248;West-Noord-Brabant (CR);Herkomst: Westers land;33.9;18.0
249;West-Noord-Brabant (CR);Herkomst: Niet-westers land;21.8;14.5
250;Midden-Noord-Brabant (CR);Totaal Herkomst (land);306.2;17.6
251;Midden-Noord-Brabant (CR);Herkomst: Nederland;267.8;17.8
252;Midden-Noord-Brabant (CR);Herkomst: Niet-Nederland;38.4;16.0
253;Midden-Noord-Brabant (CR);Herkomst: Westers land;22.0;17.3
254;Midden-Noord-Brabant (CR);Herkomst: Niet-westers land;16.4;14.3
255;Noordoost-Noord-Brabant (CR);Totaal Herkomst (land);427.1;18.1
256;Noordoost-Noord-Brabant (CR);Herkomst: Nederland;380.2;18.2
257;Noordoost-Noord-Brabant (CR);Herkomst: Niet-Nederland;46.8;16.5
258;Noordoost-Noord-Brabant (CR);Herkomst: Westers land;28.7;17.9
259;Noordoost-Noord-Brabant (CR);Herkomst: Niet-westers land;18.1;14.3
260;Zuidoost-Noord-Brabant (CR);Totaal Herkomst (land);493.7;18.1
261;Zuidoost-Noord-Brabant (CR);Herkomst: Nederland;425.9;18.3
262;Zuidoost-Noord-Brabant (CR);Herkomst: Niet-Nederland;67.8;16.9
263;Zuidoost-Noord-Brabant (CR);Herkomst: Westers land;42.7;18.1
264;Zuidoost-Noord-Brabant (CR);Herkomst: Niet-westers land;25.1;14.8
265;Noord-Limburg (CR);Totaal Herkomst (land);190.0;16.9
266;Noord-Limburg (CR);Herkomst: Nederland;162.4;17.2
267;Noord-Limburg (CR);Herkomst: Niet-Nederland;27.5;15.6
268;Noord-Limburg (CR);Herkomst: Westers land;20.0;16.2
269;Noord-Limburg (CR);Herkomst: Niet-westers land;7.6;14.1
270;Midden-Limburg (CR);Totaal Herkomst (land);159.3;17.3
271;Midden-Limburg (CR);Herkomst: Nederland;135.2;17.6
272;Midden-Limburg (CR);Herkomst: Niet-Nederland;24.2;15.7
273;Midden-Limburg (CR);Herkomst: Westers land;18.4;16.3
274;Midden-Limburg (CR);Herkomst: Niet-westers land;5.7;13.8
275;Zuid-Limburg (CR);Totaal Herkomst (land);422.8;16.9
276;Zuid-Limburg (CR);Herkomst: Nederland;337.0;17.2
277;Zuid-Limburg (CR);Herkomst: Niet-Nederland;85.8;15.7
278;Zuid-Limburg (CR);Herkomst: Westers land;73.0;16.1
279;Zuid-Limburg (CR);Herkomst: Niet-westers land;12.8;13.5
280;Flevoland (CR);Totaal Herkomst (land);229.7;17.8
281;Flevoland (CR);Herkomst: Nederland;182.0;18.0
282;Flevoland (CR);Herkomst: Niet-Nederland;47.7;16.8
283;Flevoland (CR);Herkomst: Westers land;18.2;18.3
284;Flevoland (CR);Herkomst: Niet-westers land;29.5;16.0
285;Groningen (GA);Totaal Herkomst (land);134.7;16.7
286;Groningen (GA);Herkomst: Nederland;115.5;16.9
287;Groningen (GA);Herkomst: Niet-Nederland;19.2;15.5
288;Groningen (GA);Herkomst: Westers land;11.5;16.9
289;Groningen (GA);Herkomst: Niet-westers land;7.6;13.4
290;Leeuwarden (GA);Totaal Herkomst (land);61.7;16.4
291;Leeuwarden (GA);Herkomst: Nederland;54.0;16.7
292;Leeuwarden (GA);Herkomst: Niet-Nederland;7.7;14.7
293;Leeuwarden (GA);Herkomst: Westers land;4.3;16.1
294;Leeuwarden (GA);Herkomst: Niet-westers land;3.4;13.0
295;Zwolle (GA);Totaal Herkomst (land);76.9;17.7
296;Zwolle (GA);Herkomst: Nederland;67.0;17.9
297;Zwolle (GA);Herkomst: Niet-Nederland;9.9;16.2
298;Zwolle (GA);Herkomst: Westers land;5.1;18.0
299;Zwolle (GA);Herkomst: Niet-westers land;4.8;14.2
300;Enschede (GA);Totaal Herkomst (land);100.5;15.8
301;Enschede (GA);Herkomst: Nederland;77.8;16.2
302;Enschede (GA);Herkomst: Niet-Nederland;22.7;14.6
303;Enschede (GA);Herkomst: Westers land;12.9;15.6
304;Enschede (GA);Herkomst: Niet-westers land;9.8;13.4
305;Apeldoorn (GA);Totaal Herkomst (land);105.9;18.0
306;Apeldoorn (GA);Herkomst: Nederland;92.1;18.2
307;Apeldoorn (GA);Herkomst: Niet-Nederland;13.7;16.7
308;Apeldoorn (GA);Herkomst: Westers land;8.7;18.0
309;Apeldoorn (GA);Herkomst: Niet-westers land;5.0;14.4
310;Arnhem (GA);Totaal Herkomst (land);97.2;17.2
311;Arnhem (GA);Herkomst: Nederland;73.9;17.7
312;Arnhem (GA);Herkomst: Niet-Nederland;23.3;15.5
313;Arnhem (GA);Herkomst: Westers land;11.7;17.4
314;Arnhem (GA);Herkomst: Niet-westers land;11.6;13.6
315;Nijmegen (GA);Totaal Herkomst (land);108.8;16.9
316;Nijmegen (GA);Herkomst: Nederland;87.7;17.2
317;Nijmegen (GA);Herkomst: Niet-Nederland;21.2;15.7
318;Nijmegen (GA);Herkomst: Westers land;12.4;17.1
319;Nijmegen (GA);Herkomst: Niet-westers land;8.8;13.8
320;Amersfoort (GA);Totaal Herkomst (land);110.2;19.6
321;Amersfoort (GA);Herkomst: Nederland;90.7;20.0
322;Amersfoort (GA);Herkomst: Niet-Nederland;19.5;17.7
323;Amersfoort (GA);Herkomst: Westers land;10.0;20.2
324;Amersfoort (GA);Herkomst: Niet-westers land;9.5;15.1
325;Utrecht (GA);Totaal Herkomst (land);280.7;18.5
326;Utrecht (GA);Herkomst: Nederland;218.4;19.1
327;Utrecht (GA);Herkomst: Niet-Nederland;62.3;16.4
328;Utrecht (GA);Herkomst: Westers land;26.0;18.6
329;Utrecht (GA);Herkomst: Niet-westers land;36.3;14.8
330;Amsterdam (GA);Totaal Herkomst (land);675.0;19.2
331;Amsterdam (GA);Herkomst: Nederland;442.6;19.9
332;Amsterdam (GA);Herkomst: Niet-Nederland;232.4;17.7
333;Amsterdam (GA);Herkomst: Westers land;86.7;21.0
334;Amsterdam (GA);Herkomst: Niet-westers land;145.7;15.7
335;Haarlem (GA);Totaal Herkomst (land);130.4;20.6
336;Haarlem (GA);Herkomst: Nederland;106.8;20.9
337;Haarlem (GA);Herkomst: Niet-Nederland;23.6;19.5
338;Haarlem (GA);Herkomst: Westers land;13.7;22.7
339;Haarlem (GA);Herkomst: Niet-westers land;10.0;15.1
340;Leiden (GA);Totaal Herkomst (land);164.2;19.8
341;Leiden (GA);Herkomst: Nederland;138.6;19.8
342;Leiden (GA);Herkomst: Niet-Nederland;25.6;19.7
343;Leiden (GA);Herkomst: Westers land;14.8;22.4
344;Leiden (GA);Herkomst: Niet-westers land;10.8;16.0
345;'s-Gravenhage (GA);Totaal Herkomst (land);404.3;19.8
346;'s-Gravenhage (GA);Herkomst: Nederland;272.9;20.2
347;'s-Gravenhage (GA);Herkomst: Niet-Nederland;131.5;18.8
348;'s-Gravenhage (GA);Herkomst: Westers land;52.0;23.7
349;'s-Gravenhage (GA);Herkomst: Niet-westers land;79.5;15.6
350;Rotterdam (GA);Totaal Herkomst (land);650.6;17.8
351;Rotterdam (GA);Herkomst: Nederland;459.5;18.5
352;Rotterdam (GA);Herkomst: Niet-Nederland;191.1;16.1
353;Rotterdam (GA);Herkomst: Westers land;60.6;18.3
354;Rotterdam (GA);Herkomst: Niet-westers land;130.5;15.0
355;Dordrecht (GA);Totaal Herkomst (land);163.5;18.2
356;Dordrecht (GA);Herkomst: Nederland;137.6;18.6
357;Dordrecht (GA);Herkomst: Niet-Nederland;26.0;16.4
358;Dordrecht (GA);Herkomst: Westers land;12.9;18.2
359;Dordrecht (GA);Herkomst: Niet-westers land;13.0;14.6
360;Breda (GA);Totaal Herkomst (land);116.0;18.6
361;Breda (GA);Herkomst: Nederland;96.1;19.0
362;Breda (GA);Herkomst: Niet-Nederland;19.9;16.7
363;Breda (GA);Herkomst: Westers land;11.6;18.2
364;Breda (GA);Herkomst: Niet-westers land;8.2;14.4
365;Tilburg (GA);Totaal Herkomst (land);152.2;16.9
366;Tilburg (GA);Herkomst: Nederland;127.0;17.2
367;Tilburg (GA);Herkomst: Niet-Nederland;25.3;15.5
368;Tilburg (GA);Herkomst: Westers land;12.5;16.9
369;Tilburg (GA);Herkomst: Niet-westers land;12.8;14.1
370;'s-Hertogenbosch (GA);Totaal Herkomst (land);110.6;18.7
371;'s-Hertogenbosch (GA);Herkomst: Nederland;93.8;19.0
372;'s-Hertogenbosch (GA);Herkomst: Niet-Nederland;16.8;16.7
373;'s-Hertogenbosch (GA);Herkomst: Westers land;9.8;18.5
374;'s-Hertogenbosch (GA);Herkomst: Niet-westers land;7.0;14.1
375;Eindhoven (GA);Totaal Herkomst (land);221.4;18.2
376;Eindhoven (GA);Herkomst: Nederland;180.7;18.5
377;Eindhoven (GA);Herkomst: Niet-Nederland;40.7;17.1
378;Eindhoven (GA);Herkomst: Westers land;23.1;18.8
379;Eindhoven (GA);Herkomst: Niet-westers land;17.7;14.9
380;Geleen/Sittard (GA);Totaal Herkomst (land);95.6;17.4
381;Geleen/Sittard (GA);Herkomst: Nederland;77.9;17.7
382;Geleen/Sittard (GA);Herkomst: Niet-Nederland;17.7;16.2
383;Geleen/Sittard (GA);Herkomst: Westers land;14.7;16.7
384;Geleen/Sittard (GA);Herkomst: Niet-westers land;3.0;14.2
385;Heerlen (GA);Totaal Herkomst (land);144.2;16.0
386;Heerlen (GA);Herkomst: Nederland;106.2;16.4
387;Heerlen (GA);Herkomst: Niet-Nederland;38.0;15.1
388;Heerlen (GA);Herkomst: Westers land;33.1;15.4
389;Heerlen (GA);Herkomst: Niet-westers land;4.8;13.1
390;Maastricht (GA);Totaal Herkomst (land);81.8;16.8
391;Maastricht (GA);Herkomst: Nederland;66.7;17.0
392;Maastricht (GA);Herkomst: Niet-Nederland;15.1;15.7
393;Maastricht (GA);Herkomst: Westers land;11.4;16.5
394;Maastricht (GA);Herkomst: Niet-westers land;3.7;13.3
395;Groningen (SG);Totaal Herkomst (land);229.6;17.2
396;Groningen (SG);Herkomst: Nederland;205.5;17.3
397;Groningen (SG);Herkomst: Niet-Nederland;24.1;16.2
398;Groningen (SG);Herkomst: Westers land;15.6;17.5
399;Groningen (SG);Herkomst: Niet-westers land;8.5;13.8
400;Leeuwarden (SG);Totaal Herkomst (land);106.0;16.7
