ID;Geslacht;Leeftijd;Persoonskenmerken;Perioden;TotaalBevolking15Tot65Jaar_1;TotaalWerkzamePersonen_2;WerkzamePersonen12UurPerWeek_3;WerkzamePersonen12uurPerWeek_4;Beroepsbevolking_5;WerkzameBeroepsbevolking_6;WerklozeBeroepsbevolking_7;NietBeroepsbevolking_8;BrutoArbeidsparticipatie_9;NettoArbeidsparticipatie_10;Werkloosheidspercentage_11;TotaalWerknemers_12;WerknemersVasteArbeidsrelatie_13;WerknemersFlexibeleArbeidsrelatie_14;Zelfstandigen_15;Parttime_16;Fulltime_17;TotaalGeregistreerdeWerklozen_18;KorterDanEenJaarIngeschreven_19;LangerDanEenJaarIngeschreven_20;GeregistreerdWerkloosheidspercentage_21;ElementaireBeroepen_22;LagereBeroepen_23;MiddelbareBeroepen_24;HogereBeroepen_25;WetenschappelijkeBeroepen_26;BeroepsniveauOnbekend_27
303;Mannen en vrouwen;25 tot 45 jaar;8;2002;454.0;357.0;15.0;342.0;362.0;342.0;19.0;92.0;79.7;75.4;5.4;311.0;290.0;21.0;31.0;112.0;230.0;9.0;7.0;3.0;2.6;21.0;67.0;130.0;81.0;38.0;6.0
304;Mannen en vrouwen;25 tot 45 jaar;8;2003;457.0;361.0;19.0;342.0;369.0;342.0;27.0;89.0;80.6;74.8;7.2;316.0;293.0;23.0;26.0;112.0;230.0;16.0;12.0;4.0;4.2;27.0;62.0;121.0;84.0;40.0;8.0
305;Mannen en vrouwen;25 tot 45 jaar;8;2004;457.0;358.0;18.0;340.0;367.0;340.0;27.0;90.0;80.3;74.3;7.5;306.0;285.0;21.0;33.0;117.0;222.0;16.0;11.0;6.0;4.4;23.0;72.0;116.0;92.0;35.0;2.0
306;Mannen en vrouwen;25 tot 45 jaar;8;2005;453.0;356.0;17.0;339.0;371.0;339.0;32.0;82.0;81.9;74.8;8.6;303.0;276.0;27.0;36.0;117.0;222.0;15.0;12.0;4.0;4.1;20.0;70.0;129.0;79.0;38.0;3.0
307;Mannen en vrouwen;25 tot 45 jaar;8;2006;445.0;365.0;17.0;348.0;369.0;348.0;21.0;77.0;82.8;78.1;5.6;311.0;282.0;28.0;37.0;116.0;232.0;11.0;8.0;3.0;3.0;21.0;74.0;130.0;79.0;38.0;6.0
308;Mannen en vrouwen;25 tot 45 jaar;9;1996;430.0;230.0;12.0;217.0;271.0;217.0;54.0;159.0;63.0;50.6;19.8;200.0;164.0;36.0;17.0;57.0;160.0;61.0;25.0;36.0;22.4;43.0;67.0;71.0;23.0;9.0;3.0
309;Mannen en vrouwen;25 tot 45 jaar;9;1997;457.0;250.0;16.0;234.0;292.0;234.0;58.0;165.0;63.9;51.2;19.8;219.0;181.0;38.0;15.0;55.0;179.0;58.0;24.0;33.0;19.7;48.0;70.0;74.0;27.0;11.0;5.0
310;Mannen en vrouwen;25 tot 45 jaar;9;1998;479.0;276.0;13.0;263.0;307.0;263.0;44.0;172.0;64.1;54.8;14.4;248.0;206.0;42.0;15.0;64.0;198.0;47.0;19.0;28.0;15.2;46.0;84.0;85.0;31.0;11.0;5.0
311;Mannen en vrouwen;25 tot 45 jaar;9;1999;526.0;304.0;17.0;287.0;331.0;287.0;43.0;195.0;62.9;54.6;13.1;266.0;216.0;50.0;21.0;75.0;213.0;39.0;16.0;23.0;11.7;53.0;97.0;85.0;34.0;12.0;7.0
312;Mannen en vrouwen;25 tot 45 jaar;9;2000;507.0;315.0;15.0;300.0;335.0;300.0;35.0;172.0;66.1;59.3;10.3;278.0;233.0;44.0;23.0;77.0;223.0;33.0;17.0;16.0;9.7;52.0;89.0;94.0;39.0;16.0;11.0
313;Mannen en vrouwen;25 tot 45 jaar;9;2001;538.0;333.0;16.0;318.0;346.0;318.0;28.0;193.0;64.2;59.1;8.1;293.0;252.0;41.0;25.0;82.0;236.0;19.0;12.0;7.0;5.4;57.0;90.0;107.0;39.0;19.0;7.0
314;Mannen en vrouwen;25 tot 45 jaar;9;2002;570.0;354.0;20.0;334.0;372.0;334.0;38.0;198.0;65.2;58.6;10.1;307.0;263.0;44.0;27.0;100.0;234.0;23.0;13.0;10.0;6.3;64.0;87.0;115.0;39.0;18.0;10.0
315;Mannen en vrouwen;25 tot 45 jaar;9;2003;601.0;359.0;18.0;341.0;399.0;341.0;58.0;202.0;66.4;56.8;14.5;313.0;277.0;36.0;28.0;97.0;244.0;34.0;21.0;13.0;8.6;62.0;90.0;115.0;48.0;18.0;8.0
316;Mannen en vrouwen;25 tot 45 jaar;9;2004;597.0;352.0;18.0;334.0;394.0;334.0;60.0;203.0;66.0;56.0;15.1;310.0;268.0;42.0;24.0;91.0;243.0;42.0;24.0;18.0;10.8;62.0;104.0;108.0;46.0;13.0;2.0
317;Mannen en vrouwen;25 tot 45 jaar;9;2005;617.0;371.0;19.0;353.0;416.0;353.0;63.0;201.0;67.4;57.2;15.1;324.0;276.0;48.0;29.0;110.0;243.0;45.0;27.0;17.0;10.7;71.0;97.0;117.0;45.0;16.0;5.0
318;Mannen en vrouwen;25 tot 45 jaar;9;2006;619.0;368.0;20.0;348.0;408.0;348.0;60.0;211.0;65.9;56.2;14.7;314.0;270.0;43.0;34.0;99.0;249.0;37.0;25.0;12.0;9.0;60.0;100.0;115.0;47.0;19.0;7.0
319;Mannen en vrouwen;25 tot 45 jaar;Herkomst: onbekend;1996;6.0;2.0;;2.0;2.0;2.0;;3.0;43.2;27.7;;2.0;;;;;;;;;;;;;;;
320;Mannen en vrouwen;25 tot 45 jaar;Herkomst: onbekend;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;Mannen en vrouwen;25 tot 45 jaar;Herkomst: onbekend;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;Mannen en vrouwen;25 tot 45 jaar;Herkomst: onbekend;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;Mannen en vrouwen;25 tot 45 jaar;Herkomst: onbekend;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;Mannen en vrouwen;25 tot 45 jaar;Herkomst: onbekend;2001;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;
325;Mannen en vrouwen;25 tot 45 jaar;Herkomst: onbekend;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;Mannen en vrouwen;25 tot 45 jaar;Herkomst: onbekend;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;Mannen en vrouwen;25 tot 45 jaar;Herkomst: onbekend;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;Mannen en vrouwen;25 tot 45 jaar;Herkomst: onbekend;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;Mannen en vrouwen;25 tot 45 jaar;Herkomst: onbekend;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Mannen en vrouwen;45 tot 65 jaar;1;1996;3590.0;1914.0;168.0;1746.0;1856.0;1746.0;109.0;1734.0;51.7;48.6;5.9;1419.0;1338.0;80.0;328.0;496.0;1250.0;105.0;35.0;70.0;5.7;97.0;404.0;660.0;390.0;181.0;13.0
331;Mannen en vrouwen;45 tot 65 jaar;1;1997;3647.0;2014.0;169.0;1845.0;1948.0;1845.0;103.0;1699.0;53.4;50.6;5.3;1492.0;1402.0;90.0;353.0;549.0;1296.0;97.0;30.0;67.0;5.0;114.0;420.0;698.0;399.0;195.0;19.0
332;Mannen en vrouwen;45 tot 65 jaar;1;1998;3720.0;2112.0;165.0;1947.0;2036.0;1947.0;89.0;1684.0;54.7;52.3;4.4;1609.0;1516.0;93.0;338.0;584.0;1363.0;81.0;23.0;58.0;4.0;108.0;426.0;734.0;453.0;204.0;21.0
333;Mannen en vrouwen;45 tot 65 jaar;1;1999;3798.0;2209.0;174.0;2035.0;2111.0;2035.0;75.0;1688.0;55.6;53.6;3.6;1708.0;1613.0;95.0;327.0;632.0;1403.0;63.0;22.0;41.0;3.0;120.0;465.0;764.0;453.0;206.0;26.0
334;Mannen en vrouwen;45 tot 65 jaar;1;2000;3876.0;2317.0;177.0;2140.0;2211.0;2140.0;72.0;1665.0;57.0;55.2;3.2;1761.0;1660.0;101.0;379.0;720.0;1420.0;60.0;22.0;38.0;2.7;129.0;473.0;801.0;495.0;220.0;23.0
335;Mannen en vrouwen;45 tot 65 jaar;1;2001;3956.0;2403.0;181.0;2222.0;2284.0;2222.0;63.0;1672.0;57.7;56.2;2.7;1868.0;1768.0;100.0;353.0;755.0;1467.0;52.0;24.0;27.0;2.3;140.0;503.0;819.0;505.0;226.0;27.0
336;Mannen en vrouwen;45 tot 65 jaar;1;2002;4036.0;2506.0;194.0;2312.0;2387.0;2312.0;75.0;1650.0;59.1;57.3;3.1;1953.0;1858.0;94.0;359.0;812.0;1500.0;60.0;32.0;28.0;2.5;144.0;511.0;846.0;545.0;240.0;26.0
337;Mannen en vrouwen;45 tot 65 jaar;1;2003;4113.0;2558.0;190.0;2367.0;2465.0;2367.0;97.0;1648.0;59.9;57.6;4.0;1995.0;1903.0;92.0;372.0;874.0;1493.0;85.0;48.0;37.0;3.4;143.0;506.0;876.0;569.0;240.0;35.0
338;Mannen en vrouwen;45 tot 65 jaar;1;2004;4187.0;2608.0;199.0;2409.0;2535.0;2409.0;126.0;1652.0;60.5;57.5;5.0;2033.0;1945.0;89.0;376.0;910.0;1499.0;110.0;55.0;55.0;4.3;150.0;564.0;869.0;598.0;221.0;7.0
339;Mannen en vrouwen;45 tot 65 jaar;1;2005;4260.0;2675.0;212.0;2463.0;2601.0;2463.0;138.0;1659.0;61.1;57.8;5.3;2064.0;1973.0;91.0;398.0;941.0;1522.0;120.0;57.0;63.0;4.6;159.0;552.0;900.0;567.0;260.0;25.0
340;Mannen en vrouwen;45 tot 65 jaar;1;2006;4336.0;2783.0;200.0;2582.0;2717.0;2582.0;134.0;1619.0;62.7;59.6;4.9;2166.0;2057.0;110.0;416.0;1008.0;1575.0;118.0;53.0;65.0;4.4;177.0;570.0;950.0;598.0;259.0;29.0
341;Mannen en vrouwen;45 tot 65 jaar;2;1996;1670.0;663.0;92.0;571.0;618.0;571.0;48.0;1052.0;37.0;34.2;7.7;462.0;430.0;32.0;108.0;181.0;389.0;54.0;17.0;37.0;8.7;75.0;272.0;184.0;32.0;4.0;5.0
342;Mannen en vrouwen;45 tot 65 jaar;2;1997;1645.0;690.0;93.0;598.0;643.0;598.0;46.0;1001.0;39.1;36.3;7.1;486.0;445.0;41.0;112.0;202.0;395.0;47.0;14.0;33.0;7.4;83.0;284.0;187.0;29.0;6.0;8.0
343;Mannen en vrouwen;45 tot 65 jaar;2;1998;1639.0;698.0;88.0;610.0;651.0;610.0;41.0;988.0;39.7;37.2;6.3;512.0;474.0;38.0;98.0;209.0;402.0;41.0;11.0;30.0;6.3;80.0;289.0;198.0;30.0;4.0;8.0
344;Mannen en vrouwen;45 tot 65 jaar;2;1999;1664.0;725.0;90.0;636.0;665.0;636.0;30.0;998.0;40.0;38.2;4.4;537.0;498.0;40.0;98.0;220.0;416.0;30.0;9.0;21.0;4.5;86.0;310.0;194.0;27.0;7.0;10.0
345;Mannen en vrouwen;45 tot 65 jaar;2;2000;1674.0;763.0;88.0;675.0;704.0;675.0;29.0;970.0;42.0;40.3;4.1;568.0;529.0;38.0;107.0;237.0;438.0;29.0;9.0;20.0;4.1;95.0;315.0;213.0;39.0;5.0;7.0
346;Mannen en vrouwen;45 tot 65 jaar;2;2001;1700.0;808.0;95.0;713.0;741.0;713.0;28.0;959.0;43.6;42.0;3.8;614.0;575.0;39.0;99.0;270.0;443.0;18.0;8.0;10.0;2.5;105.0;334.0;220.0;38.0;5.0;10.0
347;Mannen en vrouwen;45 tot 65 jaar;2;2002;1661.0;799.0;96.0;703.0;732.0;703.0;29.0;930.0;44.0;42.3;3.9;606.0;569.0;37.0;97.0;257.0;445.0;18.0;9.0;9.0;2.5;110.0;332.0;209.0;36.0;6.0;10.0
348;Mannen en vrouwen;45 tot 65 jaar;2;2003;1605.0;777.0;86.0;691.0;728.0;691.0;37.0;878.0;45.3;43.0;5.1;600.0;564.0;37.0;91.0;278.0;413.0;37.0;20.0;17.0;5.1;102.0;330.0;206.0;40.0;4.0;9.0
349;Mannen en vrouwen;45 tot 65 jaar;2;2004;1562.0;767.0;95.0;671.0;713.0;671.0;42.0;849.0;45.6;43.0;5.8;585.0;553.0;32.0;86.0;267.0;404.0;44.0;20.0;24.0;6.2;96.0;356.0;186.0;28.0;2.0;2.0
350;Mannen en vrouwen;45 tot 65 jaar;2;2005;1543.0;748.0;92.0;656.0;699.0;656.0;43.0;844.0;45.3;42.5;6.2;562.0;531.0;32.0;94.0;262.0;394.0;45.0;20.0;25.0;6.4;102.0;344.0;173.0;25.0;4.0;7.0
351;Mannen en vrouwen;45 tot 65 jaar;2;2006;1531.0;772.0;92.0;680.0;724.0;680.0;44.0;807.0;47.3;44.4;6.1;580.0;542.0;38.0;100.0;275.0;405.0;42.0;18.0;24.0;5.8;113.0;347.0;180.0;28.0;5.0;7.0
352;Mannen en vrouwen;45 tot 65 jaar;3;1996;1233.0;751.0;49.0;702.0;741.0;702.0;39.0;492.0;60.1;56.9;5.3;557.0;522.0;35.0;144.0;194.0;508.0;34.0;12.0;22.0;4.6;19.0;121.0;425.0;111.0;22.0;4.0
353;Mannen en vrouwen;45 tot 65 jaar;3;1997;1292.0;803.0;52.0;751.0;790.0;751.0;39.0;502.0;61.1;58.1;4.9;595.0;561.0;34.0;156.0;216.0;535.0;34.0;12.0;22.0;4.3;28.0;122.0;452.0;117.0;25.0;7.0
354;Mannen en vrouwen;45 tot 65 jaar;3;1998;1305.0;825.0;51.0;774.0;806.0;774.0;32.0;499.0;61.7;59.3;3.9;623.0;585.0;38.0;151.0;218.0;556.0;25.0;7.0;18.0;3.1;26.0;123.0;466.0;126.0;26.0;7.0
355;Mannen en vrouwen;45 tot 65 jaar;3;1999;1343.0;880.0;56.0;824.0;852.0;824.0;28.0;491.0;63.4;61.4;3.2;684.0;648.0;36.0;140.0;249.0;575.0;20.0;7.0;12.0;2.3;31.0;137.0;491.0;131.0;25.0;8.0
356;Mannen en vrouwen;45 tot 65 jaar;3;2000;1357.0;910.0;61.0;849.0;875.0;849.0;26.0;482.0;64.5;62.6;2.9;691.0;654.0;37.0;158.0;276.0;573.0;17.0;7.0;10.0;2.0;30.0;139.0;508.0;138.0;27.0;7.0
357;Mannen en vrouwen;45 tot 65 jaar;3;2001;1388.0;932.0;57.0;876.0;897.0;876.0;21.0;492.0;64.6;63.1;2.3;727.0;690.0;37.0;149.0;283.0;593.0;11.0;5.0;5.0;1.2;31.0;148.0;513.0;143.0;30.0;10.0
358;Mannen en vrouwen;45 tot 65 jaar;3;2002;1454.0;984.0;64.0;920.0;947.0;920.0;27.0;507.0;65.1;63.3;2.8;761.0;727.0;34.0;158.0;321.0;599.0;9.0;6.0;4.0;1.0;31.0;162.0;554.0;140.0;24.0;9.0
359;Mannen en vrouwen;45 tot 65 jaar;3;2003;1510.0;1012.0;67.0;945.0;981.0;945.0;37.0;529.0;65.0;62.6;3.7;787.0;756.0;31.0;157.0;335.0;610.0;28.0;17.0;11.0;2.9;37.0;155.0;576.0;139.0;24.0;14.0
360;Mannen en vrouwen;45 tot 65 jaar;3;2004;1498.0;989.0;63.0;926.0;977.0;926.0;51.0;521.0;65.2;61.8;5.2;778.0;743.0;34.0;149.0;347.0;579.0;42.0;23.0;19.0;4.3;45.0;175.0;555.0;134.0;15.0;3.0
361;Mannen en vrouwen;45 tot 65 jaar;3;2005;1580.0;1056.0;76.0;980.0;1039.0;980.0;59.0;541.0;65.7;62.0;5.7;824.0;789.0;35.0;156.0;367.0;613.0;47.0;23.0;25.0;4.5;48.0;175.0;609.0;121.0;18.0;9.0
362;Mannen en vrouwen;45 tot 65 jaar;3;2006;1625.0;1108.0;70.0;1038.0;1098.0;1038.0;60.0;527.0;67.6;63.9;5.4;872.0;826.0;46.0;166.0;404.0;635.0;49.0;22.0;26.0;4.4;52.0;194.0;641.0;122.0;20.0;11.0
363;Mannen en vrouwen;45 tot 65 jaar;4;1996;673.0;492.0;27.0;465.0;487.0;465.0;22.0;186.0;72.4;69.1;4.5;392.0;379.0;13.0;73.0;120.0;345.0;17.0;6.0;11.0;3.4;2.0;9.0;49.0;246.0;155.0;4.0
364;Mannen en vrouwen;45 tot 65 jaar;4;1997;696.0;511.0;24.0;487.0;505.0;487.0;18.0;191.0;72.6;70.0;3.6;404.0;389.0;14.0;83.0;128.0;359.0;15.0;4.0;11.0;3.0;2.0;10.0;55.0;252.0;164.0;4.0
365;Mannen en vrouwen;45 tot 65 jaar;4;1998;760.0;578.0;25.0;553.0;569.0;553.0;16.0;191.0;74.9;72.8;2.8;466.0;449.0;17.0;87.0;156.0;397.0;15.0;4.0;11.0;2.6;;11.0;66.0;296.0;174.0;5.0
366;Mannen en vrouwen;45 tot 65 jaar;4;1999;776.0;591.0;28.0;564.0;581.0;564.0;18.0;194.0;75.0;72.7;3.1;476.0;457.0;18.0;88.0;161.0;402.0;14.0;6.0;8.0;2.3;;12.0;74.0;294.0;174.0;7.0
367;Mannen en vrouwen;45 tot 65 jaar;4;2000;826.0;631.0;28.0;603.0;620.0;603.0;17.0;206.0;75.0;73.0;2.7;490.0;466.0;25.0;112.0;204.0;399.0;14.0;6.0;8.0;2.2;3.0;15.0;75.0;317.0;187.0;6.0
368;Mannen en vrouwen;45 tot 65 jaar;4;2001;851.0;650.0;29.0;621.0;634.0;621.0;13.0;216.0;74.6;73.0;2.1;517.0;493.0;25.0;104.0;200.0;421.0;7.0;3.0;3.0;1.1;3.0;15.0;83.0;324.0;191.0;6.0
369;Mannen en vrouwen;45 tot 65 jaar;4;2002;907.0;714.0;33.0;681.0;700.0;681.0;19.0;207.0;77.2;75.0;2.8;578.0;555.0;23.0;102.0;232.0;448.0;9.0;5.0;4.0;1.2;2.0;13.0;81.0;368.0;210.0;7.0
370;Mannen en vrouwen;45 tot 65 jaar;4;2003;980.0;759.0;37.0;721.0;745.0;721.0;24.0;235.0;76.0;73.6;3.2;598.0;575.0;23.0;123.0;260.0;462.0;19.0;11.0;8.0;2.5;3.0;18.0;89.0;389.0;212.0;11.0
371;Mannen en vrouwen;45 tot 65 jaar;4;2004;1090.0;836.0;40.0;796.0;827.0;796.0;31.0;264.0;75.8;73.0;3.8;657.0;637.0;20.0;139.0;291.0;504.0;23.0;12.0;11.0;2.7;5.0;26.0;125.0;435.0;204.0;
372;Mannen en vrouwen;45 tot 65 jaar;4;2005;1108.0;854.0;43.0;811.0;847.0;811.0;36.0;261.0;76.4;73.2;4.2;665.0;641.0;24.0;146.0;307.0;504.0;26.0;13.0;13.0;3.1;4.0;25.0;116.0;419.0;237.0;9.0
373;Mannen en vrouwen;45 tot 65 jaar;4;2006;1145.0;884.0;37.0;847.0;876.0;847.0;29.0;269.0;76.5;74.0;3.3;700.0;676.0;24.0;147.0;324.0;523.0;27.0;13.0;14.0;3.0;7.0;24.0;125.0;447.0;234.0;11.0
374;Mannen en vrouwen;45 tot 65 jaar;5;1996;14.0;9.0;;9.0;10.0;9.0;;5.0;67.9;64.9;;8.0;7.0;;;2.0;7.0;;;;;;3.0;3.0;;;
375;Mannen en vrouwen;45 tot 65 jaar;5;1997;14.0;9.0;;9.0;9.0;9.0;;5.0;67.7;63.2;;7.0;7.0;;;2.0;7.0;;;;;;4.0;3.0;;;
376;Mannen en vrouwen;45 tot 65 jaar;5;1998;16.0;10.0;;9.0;9.0;9.0;;7.0;59.0;58.4;;8.0;7.0;;2.0;;8.0;;;;;;2.0;4.0;;;
377;Mannen en vrouwen;45 tot 65 jaar;5;1999;16.0;12.0;;12.0;12.0;12.0;;4.0;75.3;73.2;;11.0;10.0;;;2.0;9.0;;;;;;5.0;4.0;;;
378;Mannen en vrouwen;45 tot 65 jaar;5;2000;20.0;13.0;;13.0;13.0;13.0;;6.0;67.5;66.3;;11.0;10.0;;2.0;3.0;10.0;;;;;;4.0;4.0;;;2.0
379;Mannen en vrouwen;45 tot 65 jaar;5;2001;18.0;12.0;;12.0;12.0;12.0;;5.0;69.4;68.1;;10.0;10.0;;2.0;2.0;10.0;16.0;8.0;8.0;131.5;;5.0;4.0;;;
380;Mannen en vrouwen;45 tot 65 jaar;5;2002;14.0;9.0;;8.0;8.0;8.0;;6.0;58.8;58.8;;7.0;7.0;;;;7.0;24.0;13.0;11.0;278.3;;3.0;2.0;;;
381;Mannen en vrouwen;45 tot 65 jaar;5;2003;17.0;11.0;;10.0;11.0;10.0;;6.0;62.7;60.4;;10.0;9.0;;;2.0;9.0;;;;;;3.0;4.0;;;
382;Mannen en vrouwen;45 tot 65 jaar;5;2004;36.0;17.0;;16.0;18.0;16.0;3.0;18.0;50.0;43.1;13.9;13.0;12.0;;3.0;4.0;11.0;;;;;4.0;6.0;3.0;;;
383;Mannen en vrouwen;45 tot 65 jaar;5;2005;30.0;17.0;;16.0;17.0;16.0;;13.0;56.5;54.3;;13.0;12.0;;3.0;5.0;11.0;;;;;5.0;7.0;2.0;2.0;;
384;Mannen en vrouwen;45 tot 65 jaar;5;2006;35.0;18.0;2.0;16.0;18.0;16.0;2.0;17.0;52.2;46.9;10.1;14.0;12.0;2.0;2.0;4.0;12.0;;;;;5.0;6.0;4.0;;;
385;Mannen en vrouwen;45 tot 65 jaar;6;1996;3067.0;1677.0;151.0;1526.0;1609.0;1526.0;83.0;1458.0;52.5;49.7;5.2;1226.0;1159.0;67.0;300.0;433.0;1093.0;79.0;27.0;52.0;4.9;79.0;351.0;585.0;345.0;154.0;11.0
386;Mannen en vrouwen;45 tot 65 jaar;6;1997;3108.0;1754.0;152.0;1602.0;1680.0;1602.0;78.0;1428.0;54.1;51.5;4.6;1286.0;1213.0;73.0;316.0;480.0;1122.0;73.0;24.0;49.0;4.3;91.0;364.0;619.0;347.0;168.0;14.0
387;Mannen en vrouwen;45 tot 65 jaar;6;1998;3167.0;1836.0;148.0;1688.0;1755.0;1688.0;67.0;1412.0;55.4;53.3;3.8;1383.0;1308.0;75.0;305.0;512.0;1175.0;61.0;19.0;42.0;3.5;87.0;366.0;650.0;390.0;177.0;17.0
388;Mannen en vrouwen;45 tot 65 jaar;6;1999;3227.0;1914.0;154.0;1759.0;1815.0;1759.0;56.0;1412.0;56.2;54.5;3.1;1468.0;1393.0;75.0;292.0;553.0;1206.0;47.0;17.0;30.0;2.6;99.0;405.0;670.0;391.0;176.0;19.0
389;Mannen en vrouwen;45 tot 65 jaar;6;2000;3284.0;2012.0;160.0;1852.0;1904.0;1852.0;52.0;1380.0;58.0;56.4;2.8;1519.0;1436.0;83.0;332.0;627.0;1225.0;43.0;17.0;26.0;2.3;106.0;406.0;704.0;430.0;188.0;18.0
390;Mannen en vrouwen;45 tot 65 jaar;6;2001;3334.0;2067.0;163.0;1904.0;1952.0;1904.0;48.0;1382.0;58.6;57.1;2.5;1593.0;1514.0;79.0;311.0;645.0;1260.0;38.0;19.0;20.0;2.0;107.0;426.0;723.0;436.0;190.0;22.0
391;Mannen en vrouwen;45 tot 65 jaar;6;2002;3405.0;2157.0;174.0;1983.0;2039.0;1983.0;56.0;1366.0;59.9;58.2;2.7;1668.0;1591.0;76.0;316.0;707.0;1277.0;48.0;26.0;22.0;2.3;108.0;434.0;738.0;475.0;206.0;22.0
392;Mannen en vrouwen;45 tot 65 jaar;6;2003;3462.0;2200.0;172.0;2028.0;2102.0;2028.0;74.0;1360.0;60.7;58.6;3.5;1702.0;1627.0;75.0;327.0;760.0;1268.0;65.0;37.0;28.0;3.1;106.0;430.0;763.0;494.0;205.0;29.0
393;Mannen en vrouwen;45 tot 65 jaar;6;2004;3519.0;2249.0;177.0;2073.0;2164.0;2073.0;91.0;1354.0;61.5;58.9;4.2;1741.0;1671.0;70.0;332.0;790.0;1283.0;84.0;42.0;41.0;3.9;111.0;477.0;763.0;525.0;192.0;6.0
394;Mannen en vrouwen;45 tot 65 jaar;6;2005;3588.0;2302.0;185.0;2117.0;2217.0;2117.0;101.0;1371.0;61.8;59.0;4.5;1771.0;1696.0;75.0;346.0;824.0;1292.0;92.0;45.0;47.0;4.2;117.0;469.0;794.0;495.0;221.0;21.0
395;Mannen en vrouwen;45 tot 65 jaar;6;2006;3640.0;2385.0;177.0;2208.0;2302.0;2208.0;94.0;1338.0;63.2;60.7;4.1;1848.0;1759.0;89.0;360.0;872.0;1336.0;89.0;40.0;49.0;3.9;130.0;483.0;826.0;523.0;224.0;23.0
396;Mannen en vrouwen;45 tot 65 jaar;7;1996;522.0;237.0;17.0;220.0;247.0;220.0;26.0;275.0;47.3;42.2;10.7;193.0;179.0;14.0;28.0;64.0;157.0;25.0;7.0;18.0;10.3;17.0;53.0;75.0;45.0;28.0;2.0
397;Mannen en vrouwen;45 tot 65 jaar;7;1997;539.0;259.0;17.0;243.0;268.0;243.0;25.0;271.0;49.6;45.0;9.3;205.0;189.0;17.0;37.0;69.0;174.0;24.0;6.0;18.0;8.9;23.0;56.0;79.0;53.0;27.0;5.0
398;Mannen en vrouwen;45 tot 65 jaar;7;1998;553.0;276.0;17.0;259.0;281.0;259.0;22.0;272.0;50.8;46.9;7.8;226.0;207.0;18.0;33.0;72.0;187.0;20.0;4.0;16.0;7.2;21.0;60.0;84.0;63.0;27.0;4.0
399;Mannen en vrouwen;45 tot 65 jaar;7;1999;570.0;295.0;19.0;276.0;295.0;276.0;20.0;275.0;51.8;48.3;6.7;241.0;220.0;21.0;35.0;79.0;196.0;16.0;5.0;11.0;5.5;21.0;60.0;95.0;63.0;31.0;7.0
400;Mannen en vrouwen;45 tot 65 jaar;7;2000;592.0;305.0;17.0;288.0;307.0;288.0;19.0;285.0;51.9;48.7;6.2;241.0;223.0;18.0;47.0;93.0;195.0;17.0;5.0;12.0;5.4;23.0;67.0;96.0;65.0;32.0;5.0
401;Mannen en vrouwen;45 tot 65 jaar;7;2001;622.0;336.0;18.0;317.0;332.0;317.0;15.0;290.0;53.4;51.0;4.4;275.0;254.0;22.0;42.0;110.0;207.0;13.0;5.0;8.0;3.9;34.0;77.0;97.0;69.0;36.0;5.0
402;Mannen en vrouwen;45 tot 65 jaar;7;2002;631.0;348.0;20.0;328.0;347.0;328.0;19.0;284.0;55.0;52.0;5.5;285.0;267.0;18.0;44.0;105.0;223.0;12.0;6.0;6.0;3.4;36.0;77.0;107.0;70.0;34.0;4.0
403;Mannen en vrouwen;45 tot 65 jaar;7;2003;650.0;357.0;18.0;339.0;362.0;339.0;23.0;288.0;55.7;52.2;6.4;294.0;276.0;17.0;45.0;114.0;225.0;20.0;11.0;9.0;5.4;36.0;75.0;112.0;75.0;35.0;5.0
404;Mannen en vrouwen;45 tot 65 jaar;7;2004;668.0;359.0;22.0;336.0;371.0;336.0;35.0;297.0;55.5;50.3;9.4;292.0;273.0;19.0;44.0;120.0;216.0;25.0;12.0;13.0;6.9;40.0;87.0;107.0;73.0;29.0;
405;Mannen en vrouwen;45 tot 65 jaar;7;2005;672.0;374.0;28.0;346.0;384.0;346.0;38.0;288.0;57.1;51.5;9.8;294.0;277.0;16.0;53.0;116.0;230.0;27.0;11.0;16.0;7.1;42.0;83.0;106.0;72.0;38.0;4.0
406;Mannen en vrouwen;45 tot 65 jaar;7;2006;696.0;398.0;23.0;374.0;415.0;374.0;41.0;281.0;59.6;53.7;9.8;318.0;297.0;21.0;56.0;135.0;239.0;29.0;13.0;16.0;7.0;47.0;87.0;124.0;75.0;35.0;6.0
407;Mannen en vrouwen;45 tot 65 jaar;8;1996;365.0;182.0;15.0;168.0;183.0;168.0;16.0;182.0;50.2;46.0;8.5;143.0;134.0;9.0;24.0;49.0;118.0;11.0;3.0;8.0;6.0;8.0;35.0;60.0;37.0;25.0;2.0
