ID;Persoonskenmerken;Perioden;Totaal_1;Totaal_2;k_1Tot12UurPerWeek_3;k_12Tot20UurPerWeek_4;k_20Tot28UurPerWeek_5;k_28Tot35UurPerWeek_6;k_35UurOfMeerPerWeek_7;GemiddeldAantalGewerkteUren_8;Totaal_9;k_1Tot12UurPerWeek_10;k_12Tot20UurPerWeek_11;k_20Tot28UurPerWeek_12;k_28Tot35UurPerWeek_13;k_35UurOfMeerPerWeek_14;Onbekend_15;GemiddeldeAantalThuiswerkuren_16;k_1Tot20ProcentVanGewerkteUren_17;k_20Tot40ProcentVanGewerkteUren_18;k_40Tot60ProcentVanGewerkteUren_19;k_60Tot80ProcentVanGewerkteUren_20;k_80TotEnMet100ProcentVanGewerkte_21;Onbekend_22;GemiddeldeThuiswerkpercentage_23;NietThuisgewerkt_24;Onbekend_25;NietGewerkt_26;GemiddelAantalGewerkteUren_27;GemiddeldeAantalThuiswerkuren_28;GemiddeldeThuiswerkpercentage_29
129;2 Havo, vwo, mbo2-4;2024 3e kwartaal;3701;2900;282;296;508;549;1264;30.7;874;421;177;109;73;70;24;15.4;226;174;142;84;223;24;48.1;2007;25;801;24.1;3.5;14.7
130;2 Havo, vwo, mbo2-4;2024 4e kwartaal;3669;3186;362;389;541;594;1300;29.7;969;495;198;123;47;83;23;14.6;261;194;159;98;233;23;46.9;2163;18;483;25.8;3.8;14.6
131;2 Havo, vwo, mbo2-4;2024;3688;3148;334;351;554;604;1306;30.1;955;476;184;126;66;79;23;15.0;254;197;151;99;230;23;47.3;2151;28;540;25.7;3.8;14.7
132;3 Hbo, wo;2022 3e kwartaal;4001;3132;153;206;406;651;1715;33.7;1987;765;493;348;170;184;28;16.9;315;446;446;288;465;28;51.5;1096;9;869;26.4;8.3;31.4
133;3 Hbo, wo;2022 4e kwartaal;4035;3562;196;250;507;722;1886;33.3;2364;1023;544;411;205;154;27;15.6;459;526;549;365;438;27;47.7;1171;9;473;29.4;9.0;30.7
134;3 Hbo, wo;2023 1e kwartaal;3973;3576;184;235;499;736;1921;33.4;2396;1062;550;443;190;126;26;15.1;528;558;505;380;399;26;45.6;1165;8;398;30.1;9.0;29.9
135;3 Hbo, wo;2023 2e kwartaal;3983;3555;186;270;649;839;1610;32.1;2258;1100;514;365;161;100;18;14.1;486;609;455;310;379;18;45.1;1270;12;428;28.6;7.9;27.6
136;3 Hbo, wo;2023 3e kwartaal;4011;3105;172;199;443;641;1650;33.2;2003;890;464;361;150;121;17;15.4;384;476;458;292;376;17;47.6;1071;13;905;25.7;7.6;29.7
137;3 Hbo, wo;2023 4e kwartaal;4063;3548;207;256;523;736;1825;33.0;2269;1130;486;350;161;110;32;14.2;527;570;471;296;372;32;44.1;1210;14;515;28.8;7.8;27.3
138;3 Hbo, wo;2023;4007;3446;187;240;529;738;1752;32.9;2231;1045;503;380;165;114;23;14.7;481;553;472;319;382;23;45.6;1179;12;562;28.3;8.1;28.6
139;3 Hbo, wo;2024 1e kwartaal;4024;3581;196;252;525;779;1829;32.9;2269;1038;512;358;168;137;57;15.1;473;574;481;290;394;57;45.3;1282;22;443;29.3;8.3;28.4
140;3 Hbo, wo;2024 2e kwartaal;4091;3608;194;262;586;830;1735;32.6;2244;1099;534;320;148;109;34;14.1;498;603;444;300;365;34;44.4;1308;28;483;28.7;7.6;26.6
141;3 Hbo, wo;2024 3e kwartaal;4118;3200;181;215;446;693;1664;33.0;1982;878;467;328;161;120;29;15.3;405;459;445;271;373;29;46.9;1124;24;918;25.6;7.3;28.3
142;3 Hbo, wo;2024 4e kwartaal;4155;3652;214;273;542;772;1851;32.7;2356;1139;560;349;142;126;41;14.3;524;631;507;302;350;41;43.6;1274;18;503;28.8;7.9;27.6
143;3 Hbo, wo;2024;4097;3510;197;251;525;768;1770;32.8;2213;1038;518;339;155;123;40;14.7;475;567;469;291;371;40;45.0;1247;23;587;28.1;7.8;27.7
144;Onderwijsniveau: weet niet of onbekend;2022 3e kwartaal;48;37;2;2;5;7;22;;7;2;0;0;4;0;0;;2;0;0;0;4;0;;52;2;11;;;
145;Onderwijsniveau: weet niet of onbekend;2022 4e kwartaal;50;43;2;5;5;6;25;;12;8;0;4;0;0;0;;6;2;0;0;4;0;;20;0;8;;;
146;Onderwijsniveau: weet niet of onbekend;2023 1e kwartaal;43;39;2;3;5;8;21;;12;6;0;6;0;0;0;;5;0;6;0;2;0;;15;0;4;;;
147;Onderwijsniveau: weet niet of onbekend;2023 2e kwartaal;36;32;3;4;4;4;18;;8;5;0;0;3;0;0;;2;0;0;0;6;0;;17;0;4;;;
148;Onderwijsniveau: weet niet of onbekend;2023 3e kwartaal;38;30;2;3;5;4;17;;11;0;6;0;1;2;2;;0;0;4;0;5;2;;26;2;8;;;
149;Onderwijsniveau: weet niet of onbekend;2023 4e kwartaal;38;33;2;4;4;5;18;;5;4;1;0;0;0;0;;4;0;1;0;0;0;;16;0;4;;;
150;Onderwijsniveau: weet niet of onbekend;2023;39;34;2;3;4;5;18;32.3;9;4;2;1;1;1;0;;3;0;3;0;3;0;;19;1;5;28.1;;
151;Onderwijsniveau: weet niet of onbekend;2024 1e kwartaal;41;37;2;4;5;7;19;;6;4;1;0;0;2;0;;4;0;1;0;2;0;;40;2;5;;;
152;Onderwijsniveau: weet niet of onbekend;2024 2e kwartaal;37;34;4;2;6;7;15;;8;3;0;1;1;0;2;;3;0;0;2;0;2;;37;1;4;;;
153;Onderwijsniveau: weet niet of onbekend;2024 3e kwartaal;41;32;3;2;5;4;19;;0;0;0;0;0;0;0;;0;0;0;0;0;0;;15;1;9;;;
154;Onderwijsniveau: weet niet of onbekend;2024 4e kwartaal;42;37;2;2;6;4;23;;9;1;3;2;3;0;0;;0;4;0;2;3;0;;13;6;5;;;
155;Onderwijsniveau: weet niet of onbekend;2024;40;35;3;3;5;5;19;32.3;6;2;1;1;1;0;1;;2;1;0;1;1;1;;26;3;5;28.0;;
156;Werknemer;2022 3e kwartaal;8009;6246;593;622;965;1230;2835;30.5;2282;953;570;372;203;156;28;15.8;425;538;515;323;453;28;47.9;3921;31;1764;23.8;4.5;18.7
157;Werknemer;2022 4e kwartaal;8065;7067;780;742;1129;1359;3056;29.8;2750;1244;610;470;235;163;28;15.1;575;616;615;436;480;28;46.5;4275;28;998;26.1;5.1;19.6
158;Werknemer;2023 1e kwartaal;8095;7223;797;701;1137;1398;3190;30.0;2854;1360;656;470;224;114;31;14.2;656;704;603;467;392;31;43.6;4316;30;872;26.7;5.0;18.6
159;Werknemer;2023 2e kwartaal;8164;7219;787;799;1390;1550;2693;28.9;2655;1377;600;397;167;99;14;13.4;618;735;573;330;385;14;42.9;4486;53;945;25.6;4.3;16.9
160;Werknemer;2023 3e kwartaal;8166;6358;616;608;1015;1252;2867;30.3;2277;1061;524;402;160;115;16;14.7;466;588;501;346;360;16;45.2;4008;45;1807;23.6;4.1;17.3
161;Werknemer;2023 4e kwartaal;8181;7096;795;738;1150;1366;3048;29.6;2646;1356;548;420;167;115;40;13.7;618;689;543;351;405;40;43.3;4388;46;1084;25.7;4.4;17.0
162;Werknemer;2023;8151;6974;749;711;1173;1391;2949;29.7;2608;1289;582;422;179;111;25;14.0;590;679;555;373;386;25;43.7;4299;43;1177;25.4;4.4;17.4
163;Werknemer;2024 1e kwartaal;8165;7231;801;735;1162;1475;3057;29.6;2597;1240;601;408;183;118;47;14.3;564;693;549;334;409;47;44.1;4533;80;933;26.2;4.5;17.0
164;Werknemer;2024 2e kwartaal;8212;7196;784;762;1263;1503;2884;29.3;2555;1273;642;340;170;92;38;13.6;576;720;519;341;360;38;42.7;4539;68;1016;25.7;4.2;16.3
165;Werknemer;2024 3e kwartaal;8174;6349;594;606;1016;1285;2847;30.3;2281;1018;587;348;183;107;39;14.7;471;555;527;326;364;39;45.0;3965;50;1826;23.6;4.0;17.1
166;Werknemer;2024 4e kwartaal;8179;7117;813;765;1146;1391;3001;29.4;2699;1300;679;408;163;99;49;13.8;591;713;612;356;378;49;43.2;4337;49;1062;25.6;4.5;17.5
167;Werknemer;2024;8183;6973;748;717;1147;1414;2947;29.6;2533;1208;627;376;175;104;43;14.1;551;670;552;339;378;43;43.7;4343;62;1209;25.3;4.3;17.0
168;Werknemer met vaste arbeidsrelatie;2022 3e kwartaal;5329;4158;159;309;655;869;2167;33.0;1771;720;449;295;164;121;22;16.1;321;430;413;258;327;22;47.4;2381;12;1171;25.7;5.3;20.5
169;Werknemer met vaste arbeidsrelatie;2022 4e kwartaal;5364;4731;203;371;783;994;2380;32.6;2131;923;479;379;182;143;24;15.5;472;445;488;329;373;24;46.2;2563;15;633;28.7;6.1;21.2
170;Werknemer met vaste arbeidsrelatie;2023 1e kwartaal;5361;4857;208;355;799;1025;2470;32.7;2201;1003;535;376;181;87;19;14.6;492;552;483;372;282;19;43.3;2636;17;504;29.6;6.0;20.1
171;Werknemer met vaste arbeidsrelatie;2023 2e kwartaal;5390;4800;206;418;935;1143;2097;31.6;2021;996;494;308;135;78;9;13.7;477;548;447;260;279;9;42.6;2733;27;590;28.1;5.1;18.2
172;Werknemer met vaste arbeidsrelatie;2023 3e kwartaal;5449;4232;171;288;661;895;2217;32.9;1795;813;408;334;128;99;13;15.0;384;435;409;288;265;13;44.7;2410;23;1216;25.6;4.9;19.2
173;Werknemer met vaste arbeidsrelatie;2023 4e kwartaal;5465;4775;215;382;787;1009;2383;32.4;2046;1024;424;346;133;89;30;14.0;505;518;421;279;293;30;42.5;2679;20;690;28.3;5.2;18.2
174;Werknemer met vaste arbeidsrelatie;2023;5416;4666;200;361;796;1018;2292;32.4;2016;959;465;341;144;88;18;14.3;465;513;440;300;280;18;43.2;2614;22;750;27.9;5.3;18.9
175;Werknemer met vaste arbeidsrelatie;2024 1e kwartaal;5459;4912;219;375;809;1088;2420;32.3;2070;985;486;329;149;86;34;14.3;460;563;452;270;290;34;42.9;2793;34;547;29.1;5.3;18.3
176;Werknemer met vaste arbeidsrelatie;2024 2e kwartaal;5495;4850;217;389;862;1109;2274;32.0;2038;988;513;293;139;79;26;14.0;456;574;414;296;272;26;42.7;2777;43;645;28.2;5.1;18.1
177;Werknemer met vaste arbeidsrelatie;2024 3e kwartaal;5531;4300;171;290;670;934;2235;32.9;1835;814;457;291;156;86;30;14.8;395;448;415;272;274;30;44.3;2421;19;1231;25.5;4.8;18.9
178;Werknemer met vaste arbeidsrelatie;2024 4e kwartaal;5516;4840;222;404;790;1041;2382;32.2;2141;990;566;333;132;88;32;14.2;475;543;513;289;290;32;43.1;2666;23;677;28.3;5.4;19.2
179;Werknemer met vaste arbeidsrelatie;2024;5500;4725;207;364;783;1043;2328;32.3;2021;944;506;311;144;85;30;14.3;446;532;449;282;281;30;43.2;2664;30;775;27.8;5.2;18.6
180;Werknemer met flexibele arbeidsrelatie;2022 3e kwartaal;2680;2087;434;313;311;361;668;25.5;512;233;121;77;39;36;5;15.0;104;108;102;65;126;5;49.9;1540;18;593;19.9;2.8;14.2
181;Werknemer met flexibele arbeidsrelatie;2022 4e kwartaal;2701;2336;577;371;347;366;676;24.1;619;321;131;91;53;20;4;13.9;103;171;127;107;107;4;47.3;1712;13;365;20.9;3.2;15.2
182;Werknemer met flexibele arbeidsrelatie;2023 1e kwartaal;2735;2366;589;346;338;373;720;24.4;654;358;122;94;42;26;12;12.8;164;152;120;95;110;12;44.6;1680;13;369;21.1;3.0;14.2
183;Werknemer met flexibele arbeidsrelatie;2023 2e kwartaal;2774;2419;581;381;455;407;596;23.6;634;381;107;89;31;22;5;12.3;141;187;126;70;106;5;43.8;1753;26;355;20.6;2.8;13.6
184;Werknemer met flexibele arbeidsrelatie;2023 3e kwartaal;2717;2126;445;320;354;357;650;25.2;482;248;116;67;32;16;3;13.8;82;154;92;57;95;3;46.8;1598;22;591;19.7;2.4;12.4
185;Werknemer met flexibele arbeidsrelatie;2023 4e kwartaal;2716;2321;579;357;363;357;665;24.0;601;332;124;74;34;26;10;12.9;114;171;122;72;112;10;45.9;1710;26;395;20.5;2.8;13.7
186;Werknemer met flexibele arbeidsrelatie;2023;2735;2308;548;351;378;373;658;24.3;593;330;117;81;35;23;8;12.9;125;166;115;74;106;8;45.2;1685;21;427;20.5;2.8;13.5
187;Werknemer met flexibele arbeidsrelatie;2024 1e kwartaal;2705;2319;582;360;353;387;637;23.7;527;255;114;79;33;31;14;14.3;104;130;96;64;119;14;48.9;1740;46;386;20.4;2.7;13.4
188;Werknemer met flexibele arbeidsrelatie;2024 2e kwartaal;2717;2346;567;373;401;395;611;23.8;517;285;130;47;30;13;12;12.3;121;146;105;45;88;12;42.6;1762;24;371;20.5;2.3;11.1
189;Werknemer met flexibele arbeidsrelatie;2024 3e kwartaal;2643;2049;423;317;346;351;612;25.0;447;204;130;57;27;21;9;14.2;76;107;112;53;90;9;48.2;1544;32;595;19.4;2.4;12.2
190;Werknemer met flexibele arbeidsrelatie;2024 4e kwartaal;2663;2277;592;361;356;350;619;23.5;557;310;113;75;30;11;18;12.3;116;170;99;67;88;18;43.5;1670;26;385;20.1;2.5;12.4
191;Werknemer met flexibele arbeidsrelatie;2024;2682;2248;541;353;364;370;620;24.0;512;263;122;65;30;19;13;13.2;104;138;103;57;96;13;45.7;1679;32;434;20.1;2.5;12.3
192;Zelfstandige;2022 3e kwartaal;1564;1256;120;82;156;171;727;36.2;761;312;115;119;68;134;14;19.4;154;111;102;75;305;14;60.0;440;15;308;29.1;9.3;31.9
193;Zelfstandige;2022 4e kwartaal;1598;1401;143;94;186;184;795;35.6;953;439;130;134;78;143;28;17.9;247;139;124;82;333;28;54.3;417;17;196;31.2;10.3;33.2
194;Zelfstandige;2023 1e kwartaal;1573;1390;140;101;175;197;777;35.2;928;449;127;139;69;124;20;16.9;254;157;102;76;319;20;52.7;416;9;183;31.1;9.7;31.3
195;Zelfstandige;2023 2e kwartaal;1567;1404;135;95;194;220;760;35.3;880;434;119;137;75;97;18;16.1;243;139;94;95;290;18;52.8;473;30;163;31.6;8.8;27.9
196;Zelfstandige;2023 3e kwartaal;1586;1261;129;89;159;161;723;35.7;814;389;110;104;68;121;22;17.7;190;130;96;55;322;22;56.9;384;14;325;28.4;8.8;31.1
197;Zelfstandige;2023 4e kwartaal;1616;1410;142;105;183;198;782;35.4;895;427;145;108;72;114;28;17.0;245;159;122;69;272;28;50.6;454;16;205;30.9;9.1;29.5
198;Zelfstandige;2023;1586;1366;137;98;178;194;760;35.4;879;425;125;122;71;114;22;16.9;233;146;103;74;301;22;53.2;432;17;219;30.5;9.1;29.9
199;Zelfstandige;2024 1e kwartaal;1602;1389;139;99;180;200;771;35.2;932;427;125;128;73;124;55;17.3;235;149;123;91;280;55;52.1;442;17;214;30.5;9.5;31.1
200;Zelfstandige;2024 2e kwartaal;1610;1418;131;93;190;215;789;35.9;917;451;111;126;70;126;33;16.8;260;136;104;79;305;33;52.5;455;18;192;31.6;9.2;29.2
201;Zelfstandige;2024 3e kwartaal;1618;1283;144;89;170;180;700;35.0;794;397;77;124;70;102;25;17.1;224;118;80;58;289;25;53.9;433;27;335;27.8;8.1;29.3
202;Zelfstandige;2024 4e kwartaal;1630;1433;144;104;189;209;787;35.2;891;460;130;92;50;131;29;16.4;263;167;89;67;277;29;50.0;494;24;197;30.9;8.7;28.0
203;Zelfstandige;2024;1615;1381;139;96;182;201;762;35.3;884;434;111;117;66;121;35;16.9;245;143;99;74;288;35;52.1;456;21;234;30.2;8.9;29.4
