ID;BedrijfstakkenBranchesSBI2008;Perioden;InvesteringenVerwachtingen_1;InvesteringenRealisaties_2
508;31-33 Overige industrie en reparatie;2017;-3.0;-4.0
509;31-33 Overige industrie en reparatie;2018;-6.0;24.0
510;31-33 Overige industrie en reparatie;2019;-2.0;-4.0
511;31-33 Overige industrie en reparatie;2020;-43.0;-20.0
512;31-33 Overige industrie en reparatie;2021;-2.0;-32.0
513;31-33 Overige industrie en reparatie;2022;1.0;43.0
514;31-33 Overige industrie en reparatie;2023;-1.0;-6.0
515;31-33 Overige industrie en reparatie;2024;11.0;
516;32 Overige industrie;2013;24.0;2.0
517;32 Overige industrie;2014;1.0;-28.0
518;32 Overige industrie;2015;-3.0;13.0
519;32 Overige industrie;2016;-5.0;-1.0
520;32 Overige industrie;2017;19.0;-9.0
521;32 Overige industrie;2018;24.0;0.0
522;32 Overige industrie;2019;60.0;29.0
523;32 Overige industrie;2020;-13.0;10.0
524;32 Overige industrie;2021;156.0;13.0
525;32 Overige industrie;2022;27.0;-6.0
526;32 Overige industrie;2023;37.0;20.0
527;32 Overige industrie;2024;34.0;
528;33 Reparatie en installatie van machines;2013;12.0;17.0
529;33 Reparatie en installatie van machines;2014;16.0;-6.0
530;33 Reparatie en installatie van machines;2015;1.0;12.0
531;33 Reparatie en installatie van machines;2016;0.0;28.0
532;33 Reparatie en installatie van machines;2017;-10.0;-3.0
533;33 Reparatie en installatie van machines;2018;-10.0;32.0
534;33 Reparatie en installatie van machines;2019;-39.0;-14.0
535;33 Reparatie en installatie van machines;2020;-56.0;-30.0
536;33 Reparatie en installatie van machines;2021;-45.0;-56.0
537;33 Reparatie en installatie van machines;2022;-33.0;98.0
538;33 Reparatie en installatie van machines;2023;-9.0;-14.0
539;33 Reparatie en installatie van machines;2024;0.0;
540;D Energievoorziening;2013;;
541;D Energievoorziening;2014;;
542;D Energievoorziening;2015;;
543;D Energievoorziening;2016;;
544;D Energievoorziening;2017;;
545;D Energievoorziening;2018;;
546;D Energievoorziening;2019;;
547;D Energievoorziening;2020;;
548;D Energievoorziening;2021;;
549;D Energievoorziening;2022;;
550;D Energievoorziening;2023;;
551;D Energievoorziening;2024;34.0;
552;35 Energiebedrijven;2013;;
553;35 Energiebedrijven;2014;;
554;35 Energiebedrijven;2015;;
555;35 Energiebedrijven;2016;;
556;35 Energiebedrijven;2017;;
557;35 Energiebedrijven;2018;;
558;35 Energiebedrijven;2019;;
559;35 Energiebedrijven;2020;;
560;35 Energiebedrijven;2021;;
561;35 Energiebedrijven;2022;;
562;35 Energiebedrijven;2023;;
563;35 Energiebedrijven;2024;34.0;
564;E Waterbedrijven en afvalbeheer;2013;;
565;E Waterbedrijven en afvalbeheer;2014;;
566;E Waterbedrijven en afvalbeheer;2015;;
567;E Waterbedrijven en afvalbeheer;2016;;
568;E Waterbedrijven en afvalbeheer;2017;;
569;E Waterbedrijven en afvalbeheer;2018;;
570;E Waterbedrijven en afvalbeheer;2019;;
571;E Waterbedrijven en afvalbeheer;2020;;
572;E Waterbedrijven en afvalbeheer;2021;;
573;E Waterbedrijven en afvalbeheer;2022;;
574;E Waterbedrijven en afvalbeheer;2023;;
575;E Waterbedrijven en afvalbeheer;2024;32.0;
576;36 Waterleidingbedrijven;2013;;
577;36 Waterleidingbedrijven;2014;;
578;36 Waterleidingbedrijven;2015;;
579;36 Waterleidingbedrijven;2016;;
580;36 Waterleidingbedrijven;2017;;
581;36 Waterleidingbedrijven;2018;;
582;36 Waterleidingbedrijven;2019;;
583;36 Waterleidingbedrijven;2020;;
584;36 Waterleidingbedrijven;2021;;
585;36 Waterleidingbedrijven;2022;;
586;36 Waterleidingbedrijven;2023;;
587;36 Waterleidingbedrijven;2024;21.0;
588;37 Afvalwaterinzameling en -behandeling;2013;;
589;37 Afvalwaterinzameling en -behandeling;2014;;
590;37 Afvalwaterinzameling en -behandeling;2015;;
591;37 Afvalwaterinzameling en -behandeling;2016;;
592;37 Afvalwaterinzameling en -behandeling;2017;;
593;37 Afvalwaterinzameling en -behandeling;2018;;
594;37 Afvalwaterinzameling en -behandeling;2019;;
595;37 Afvalwaterinzameling en -behandeling;2020;;
596;37 Afvalwaterinzameling en -behandeling;2021;;
597;37 Afvalwaterinzameling en -behandeling;2022;;
598;37 Afvalwaterinzameling en -behandeling;2023;;
599;37 Afvalwaterinzameling en -behandeling;2024;-11.0;
600;38 Afvalbehandeling en recycling;2013;;
601;38 Afvalbehandeling en recycling;2014;;
602;38 Afvalbehandeling en recycling;2015;;
603;38 Afvalbehandeling en recycling;2016;;
604;38 Afvalbehandeling en recycling;2017;;
605;38 Afvalbehandeling en recycling;2018;;
606;38 Afvalbehandeling en recycling;2019;;
607;38 Afvalbehandeling en recycling;2020;;
608;38 Afvalbehandeling en recycling;2021;;
609;38 Afvalbehandeling en recycling;2022;;
610;38 Afvalbehandeling en recycling;2023;;
611;38 Afvalbehandeling en recycling;2024;46.0;
612;39 Sanering en overig afvalbeheer;2013;;
613;39 Sanering en overig afvalbeheer;2014;;
614;39 Sanering en overig afvalbeheer;2015;;
615;39 Sanering en overig afvalbeheer;2016;;
616;39 Sanering en overig afvalbeheer;2017;;
617;39 Sanering en overig afvalbeheer;2018;;
618;39 Sanering en overig afvalbeheer;2019;;
619;39 Sanering en overig afvalbeheer;2020;;
620;39 Sanering en overig afvalbeheer;2021;;
621;39 Sanering en overig afvalbeheer;2022;;
622;39 Sanering en overig afvalbeheer;2023;;
623;39 Sanering en overig afvalbeheer;2024;-65.0;
624;F Bouwnijverheid;2013;;
625;F Bouwnijverheid;2014;;
626;F Bouwnijverheid;2015;;
627;F Bouwnijverheid;2016;;
628;F Bouwnijverheid;2017;;
629;F Bouwnijverheid;2018;;
630;F Bouwnijverheid;2019;;
631;F Bouwnijverheid;2020;;
632;F Bouwnijverheid;2021;;
633;F Bouwnijverheid;2022;;
634;F Bouwnijverheid;2023;;
635;F Bouwnijverheid;2024;-32.0;
636;41 Algemene bouw en projectontwikkeling;2013;;
637;41 Algemene bouw en projectontwikkeling;2014;;
638;41 Algemene bouw en projectontwikkeling;2015;;
639;41 Algemene bouw en projectontwikkeling;2016;;
640;41 Algemene bouw en projectontwikkeling;2017;;
641;41 Algemene bouw en projectontwikkeling;2018;;
642;41 Algemene bouw en projectontwikkeling;2019;;
643;41 Algemene bouw en projectontwikkeling;2020;;
644;41 Algemene bouw en projectontwikkeling;2021;;
645;41 Algemene bouw en projectontwikkeling;2022;;
646;41 Algemene bouw en projectontwikkeling;2023;;
647;41 Algemene bouw en projectontwikkeling;2024;0.0;
648;42 Grond-, water-  en wegenbouw;2013;;
649;42 Grond-, water-  en wegenbouw;2014;;
650;42 Grond-, water-  en wegenbouw;2015;;
651;42 Grond-, water-  en wegenbouw;2016;;
652;42 Grond-, water-  en wegenbouw;2017;;
653;42 Grond-, water-  en wegenbouw;2018;;
654;42 Grond-, water-  en wegenbouw;2019;;
655;42 Grond-, water-  en wegenbouw;2020;;
656;42 Grond-, water-  en wegenbouw;2021;;
657;42 Grond-, water-  en wegenbouw;2022;;
658;42 Grond-, water-  en wegenbouw;2023;;
659;42 Grond-, water-  en wegenbouw;2024;-58.0;
660;43 Gespecialiseerde bouw;2013;;
661;43 Gespecialiseerde bouw;2014;;
662;43 Gespecialiseerde bouw;2015;;
663;43 Gespecialiseerde bouw;2016;;
664;43 Gespecialiseerde bouw;2017;;
665;43 Gespecialiseerde bouw;2018;;
666;43 Gespecialiseerde bouw;2019;;
667;43 Gespecialiseerde bouw;2020;;
668;43 Gespecialiseerde bouw;2021;;
669;43 Gespecialiseerde bouw;2022;;
670;43 Gespecialiseerde bouw;2023;;
671;43 Gespecialiseerde bouw;2024;-29.0;
