ID;PrognoseInterval;Perioden;LevendGeborenKinderen_1;Overledenen_2;Immigratie_3;EmigratieInclusiefCorrecties_4;MigratiesaldoInclusiefCorrecties_5
0;Prognose;2023;164918;169333;336911;192469;144442
1;Prognose;2024;165276;169522;323309;201224;122085
2;Prognose;2025;166129;169943;314613;209453;105160
3;Prognose;2026;167963;170574;305314;217562;87752
4;Prognose;2027;170909;171409;305503;227798;77705
5;Prognose;2028;174297;172426;305973;238432;67541
6;Prognose;2029;178492;173622;307754;240327;67427
7;Prognose;2030;182826;176136;308688;241718;66970
8;Prognose;2031;186522;178680;309702;242704;66998
9;Prognose;2032;189655;181222;310202;243301;66901
10;Prognose;2033;192331;183734;309773;243440;66333
11;Prognose;2034;194597;186189;309123;244149;64974
12;Prognose;2035;196414;188565;309330;244901;64429
13;Prognose;2036;197731;190834;309381;245792;63589
14;Prognose;2037;198488;192977;309409;246702;62707
15;Prognose;2038;198653;194975;309439;247521;61918
16;Prognose;2039;198350;196809;309495;248236;61259
17;Prognose;2040;197832;198463;309565;248877;60688
18;Prognose;2041;197170;199954;309618;249430;60188
19;Prognose;2042;196431;201293;309706;249930;59776
20;Prognose;2043;195644;202493;309769;250414;59355
21;Prognose;2044;194841;203560;309872;250837;59035
22;Prognose;2045;194051;204579;309881;251231;58650
23;Prognose;2046;193290;205474;309895;251545;58350
24;Prognose;2047;192567;206337;309929;251815;58114
25;Prognose;2048;191925;207212;309956;252051;57905
26;Prognose;2049;191380;208087;309978;252294;57684
27;Prognose;2050;190917;208930;310012;252514;57498
28;Prognose;2051;190553;209704;310049;252834;57215
29;Prognose;2052;190299;210355;310053;253084;56969
30;Prognose;2053;190182;210855;310056;253292;56764
31;Prognose;2054;190220;211170;310103;253515;56588
32;Prognose;2055;190418;211269;310136;253758;56378
33;Prognose;2056;190799;211125;310194;254037;56157
34;Prognose;2057;191397;210724;310244;254317;55927
35;Prognose;2058;192224;210063;310319;254607;55712
36;Prognose;2059;193262;209140;310436;254899;55537
37;Prognose;2060;194550;207979;310499;255182;55317
38;Prognose;2061;196046;206590;310632;255464;55168
39;Prognose;2062;197703;205013;310742;255742;55000
40;Prognose;2063;199472;203293;310853;256005;54848
41;Prognose;2064;201270;201483;311001;256262;54739
42;Prognose;2065;203035;199663;311082;256521;54561
43;Prognose;2066;204698;197902;311228;256782;54446
44;Prognose;2067;206207;196250;311339;257029;54310
45;Prognose;2068;207514;194776;311396;257256;54140
46;Prognose;2069;208604;193520;311513;257479;54034
47;Prognose;2070;209457;192570;311608;257671;53937
48;Ondergrens 95%-prognose-interval;2023;156174;156982;299963;173631;101179
49;Ondergrens 95%-prognose-interval;2024;153428;152683;270526;176483;65113
50;Ondergrens 95%-prognose-interval;2025;151274;149544;249707;180075;38363
51;Ondergrens 95%-prognose-interval;2026;150515;147991;234071;184920;15856
52;Ondergrens 95%-prognose-interval;2027;150327;146663;229510;191994;2577
53;Ondergrens 95%-prognose-interval;2028;150993;146360;226532;199568;-11202
54;Ondergrens 95%-prognose-interval;2029;152187;145702;225354;198977;-13367
55;Ondergrens 95%-prognose-interval;2030;154419;145889;222626;198344;-14537
56;Ondergrens 95%-prognose-interval;2031;156431;146740;221476;197176;-15094
57;Ondergrens 95%-prognose-interval;2032;158420;147966;220221;195903;-16935
58;Ondergrens 95%-prognose-interval;2033;159549;150110;218135;194209;-18480
59;Ondergrens 95%-prognose-interval;2034;160110;151323;217442;193741;-19703
60;Ondergrens 95%-prognose-interval;2035;159834;152765;217527;192947;-20147
61;Ondergrens 95%-prognose-interval;2036;159851;153156;216097;192506;-21800
62;Ondergrens 95%-prognose-interval;2037;158848;153872;212789;192402;-21847
63;Ondergrens 95%-prognose-interval;2038;157494;155339;209492;192183;-21693
64;Ondergrens 95%-prognose-interval;2039;155534;157010;208350;191456;-22675
65;Ondergrens 95%-prognose-interval;2040;153736;158336;208714;191203;-23968
66;Ondergrens 95%-prognose-interval;2041;151598;159435;208034;191409;-24944
67;Ondergrens 95%-prognose-interval;2042;149307;161075;207783;191058;-25293
68;Ondergrens 95%-prognose-interval;2043;147181;162948;208247;190945;-25457
69;Ondergrens 95%-prognose-interval;2044;145796;164602;208531;190763;-26122
70;Ondergrens 95%-prognose-interval;2045;145232;165807;208852;190752;-26567
71;Ondergrens 95%-prognose-interval;2046;144706;167059;207641;190405;-26104
72;Ondergrens 95%-prognose-interval;2047;143833;167330;206355;190316;-27069
73;Ondergrens 95%-prognose-interval;2048;142810;167146;205802;190261;-28438
74;Ondergrens 95%-prognose-interval;2049;141612;167287;203595;189521;-29398
75;Ondergrens 95%-prognose-interval;2050;140382;168454;203561;188042;-30392
76;Ondergrens 95%-prognose-interval;2051;139150;170032;201027;187035;-31483
77;Ondergrens 95%-prognose-interval;2052;137888;170517;200418;186048;-32964
78;Ondergrens 95%-prognose-interval;2053;137321;171004;198943;185180;-33590
79;Ondergrens 95%-prognose-interval;2054;136438;171749;200446;184764;-33752
80;Ondergrens 95%-prognose-interval;2055;136089;172315;201731;184656;-33561
81;Ondergrens 95%-prognose-interval;2056;135180;172273;202616;183640;-35175
82;Ondergrens 95%-prognose-interval;2057;134706;171770;201985;182973;-36575
83;Ondergrens 95%-prognose-interval;2058;133846;171742;200837;182440;-38179
84;Ondergrens 95%-prognose-interval;2059;133009;171214;200111;182629;-39196
85;Ondergrens 95%-prognose-interval;2060;132271;170828;198965;183283;-41098
86;Ondergrens 95%-prognose-interval;2061;132111;170521;199105;184732;-39862
87;Ondergrens 95%-prognose-interval;2062;132227;169575;199304;186576;-38662
88;Ondergrens 95%-prognose-interval;2063;131738;168188;200821;185319;-39215
89;Ondergrens 95%-prognose-interval;2064;131222;166092;201152;185302;-39661
90;Ondergrens 95%-prognose-interval;2065;131528;164129;201866;184785;-39325
91;Ondergrens 95%-prognose-interval;2066;131701;162458;200066;183709;-39652
92;Ondergrens 95%-prognose-interval;2067;131514;160841;198941;183241;-39343
93;Ondergrens 95%-prognose-interval;2068;131028;159696;198647;182655;-38059
94;Ondergrens 95%-prognose-interval;2069;130022;158090;200115;181998;-36724
95;Ondergrens 95%-prognose-interval;2070;130187;156870;201242;182002;-36668
96;Bovengrens 95%-prognose-interval;2023;173093;184638;379019;216631;187081
97;Bovengrens 95%-prognose-interval;2024;177141;189180;379351;232348;179547
98;Bovengrens 95%-prognose-interval;2025;181088;193386;382973;246366;172279
99;Bovengrens 95%-prognose-interval;2026;185673;196979;383069;259799;160330
100;Bovengrens 95%-prognose-interval;2027;191158;200285;390867;275396;156595
101;Bovengrens 95%-prognose-interval;2028;197254;203766;397253;290656;150262
102;Bovengrens 95%-prognose-interval;2029;204474;206736;402895;296442;153052
103;Bovengrens 95%-prognose-interval;2030;212020;211000;406812;300609;154722
104;Bovengrens 95%-prognose-interval;2031;218673;214784;410977;304670;155598
105;Bovengrens 95%-prognose-interval;2032;223567;219162;416012;307716;154832
106;Bovengrens 95%-prognose-interval;2033;228230;222843;418472;309193;154041
107;Bovengrens 95%-prognose-interval;2034;232363;226760;418591;310917;153804
108;Bovengrens 95%-prognose-interval;2035;236448;230046;418639;313241;152802
109;Bovengrens 95%-prognose-interval;2036;239494;233534;419628;314270;152387
110;Bovengrens 95%-prognose-interval;2037;241868;235162;419502;314168;152807
111;Bovengrens 95%-prognose-interval;2038;242880;237017;418663;316840;152379
112;Bovengrens 95%-prognose-interval;2039;243545;239121;418408;319022;152059
113;Bovengrens 95%-prognose-interval;2040;243690;241823;420380;322065;152805
114;Bovengrens 95%-prognose-interval;2041;245311;242414;424999;324923;153516
115;Bovengrens 95%-prognose-interval;2042;246930;242734;429750;328048;154604
116;Bovengrens 95%-prognose-interval;2043;249065;242809;433936;329988;154248
117;Bovengrens 95%-prognose-interval;2044;249546;244553;436107;331413;154180
118;Bovengrens 95%-prognose-interval;2045;249733;246752;436694;332563;154692
119;Bovengrens 95%-prognose-interval;2046;248654;248607;438431;332674;154539
120;Bovengrens 95%-prognose-interval;2047;248458;251542;440243;333924;153074
121;Bovengrens 95%-prognose-interval;2048;248631;253348;441440;333639;152562
122;Bovengrens 95%-prognose-interval;2049;249469;255555;439313;334480;151468
123;Bovengrens 95%-prognose-interval;2050;250071;256498;436925;335611;149998
124;Bovengrens 95%-prognose-interval;2051;250143;257033;434617;337552;148828
125;Bovengrens 95%-prognose-interval;2052;250080;257382;433954;337820;147060
126;Bovengrens 95%-prognose-interval;2053;249948;257183;433524;340326;145902
127;Bovengrens 95%-prognose-interval;2054;250619;256850;432633;341278;145464
128;Bovengrens 95%-prognose-interval;2055;252025;255872;430249;342000;145174
129;Bovengrens 95%-prognose-interval;2056;254697;255051;429846;343749;144742
130;Bovengrens 95%-prognose-interval;2057;256948;254888;430600;345799;145145
131;Bovengrens 95%-prognose-interval;2058;259738;253851;434200;347297;146059
132;Bovengrens 95%-prognose-interval;2059;261800;252953;436029;348834;146733
133;Bovengrens 95%-prognose-interval;2060;264983;251378;438816;349951;146669
134;Bovengrens 95%-prognose-interval;2061;268281;250765;439312;348697;147987
135;Bovengrens 95%-prognose-interval;2062;271992;248195;438369;347308;149815
136;Bovengrens 95%-prognose-interval;2063;275301;245587;438079;347378;151819
137;Bovengrens 95%-prognose-interval;2064;279223;244204;438819;346759;153411
138;Bovengrens 95%-prognose-interval;2065;283770;243453;439017;347166;153197
139;Bovengrens 95%-prognose-interval;2066;287173;242680;437959;348404;152590
140;Bovengrens 95%-prognose-interval;2067;290493;241234;436654;348546;152214
141;Bovengrens 95%-prognose-interval;2068;293221;239388;436882;350564;150005
142;Bovengrens 95%-prognose-interval;2069;297289;237798;436748;348978;149059
143;Bovengrens 95%-prognose-interval;2070;299409;235884;437042;348413;149074
144;Ondergrens 67%-prognose-interval;2023;160734;162511;317246;181926;124715
145;Ondergrens 67%-prognose-interval;2024;159546;160380;295164;188516;93195
146;Ondergrens 67%-prognose-interval;2025;159048;159048;280325;194422;71169
147;Ondergrens 67%-prognose-interval;2026;159355;158523;267726;200507;52242
148;Ondergrens 67%-prognose-interval;2027;160803;158626;265506;208574;40014
149;Ondergrens 67%-prognose-interval;2028;163044;159309;264443;217219;28544
150;Ondergrens 67%-prognose-interval;2029;166292;159904;263414;217720;27305
151;Ondergrens 67%-prognose-interval;2030;169816;161406;263102;218216;25568
152;Ondergrens 67%-prognose-interval;2031;172277;162873;262791;217941;24825
153;Ondergrens 67%-prognose-interval;2032;174132;164627;262825;217803;24139
154;Ondergrens 67%-prognose-interval;2033;175522;166482;259799;217270;23164
155;Ondergrens 67%-prognose-interval;2034;176999;168128;256440;217342;21656
156;Ondergrens 67%-prognose-interval;2035;178145;169512;255110;216949;20639
157;Ondergrens 67%-prognose-interval;2036;178834;171281;254900;217047;19234
158;Ondergrens 67%-prognose-interval;2037;178576;173106;254772;217258;18529
159;Ondergrens 67%-prognose-interval;2038;177901;174971;253651;217451;17638
160;Ondergrens 67%-prognose-interval;2039;176952;176308;252774;217373;16236
161;Ondergrens 67%-prognose-interval;2040;175887;177104;251544;217518;15408
162;Ondergrens 67%-prognose-interval;2041;175034;178446;251057;217537;14615
163;Ondergrens 67%-prognose-interval;2042;173669;179886;250555;217704;14231
164;Ondergrens 67%-prognose-interval;2043;172208;181759;250721;217802;13851
165;Ondergrens 67%-prognose-interval;2044;170418;183060;251282;217681;13626
166;Ondergrens 67%-prognose-interval;2045;169015;184519;251310;217502;13523
167;Ondergrens 67%-prognose-interval;2046;167763;185345;251075;217774;13419
168;Ondergrens 67%-prognose-interval;2047;166503;186420;250332;217768;12394
169;Ondergrens 67%-prognose-interval;2048;165223;187005;249984;218058;11808
170;Ondergrens 67%-prognose-interval;2049;163965;187982;250032;218141;11250
171;Ondergrens 67%-prognose-interval;2050;162681;188634;249844;218365;11086
172;Ondergrens 67%-prognose-interval;2051;161977;189742;249850;218187;10361
173;Ondergrens 67%-prognose-interval;2052;161133;190328;249197;218097;10156
174;Ondergrens 67%-prognose-interval;2053;160648;190875;249624;217652;9738
175;Ondergrens 67%-prognose-interval;2054;159984;191218;250299;217825;9390
176;Ondergrens 67%-prognose-interval;2055;159300;191752;250478;217917;8686
177;Ondergrens 67%-prognose-interval;2056;158938;191772;251125;218271;7775
178;Ondergrens 67%-prognose-interval;2057;158573;191592;249447;218440;7039
179;Ondergrens 67%-prognose-interval;2058;158807;190808;248104;218514;6276
180;Ondergrens 67%-prognose-interval;2059;158429;189914;245391;218282;5500
181;Ondergrens 67%-prognose-interval;2060;158831;188673;244568;217971;4714
182;Ondergrens 67%-prognose-interval;2061;159369;187464;243329;217758;4834
183;Ondergrens 67%-prognose-interval;2062;160669;186396;242843;217342;5131
184;Ondergrens 67%-prognose-interval;2063;161654;184956;242472;217277;5120
185;Ondergrens 67%-prognose-interval;2064;162356;183357;243963;217669;5106
186;Ondergrens 67%-prognose-interval;2065;163087;181590;245080;217760;5734
187;Ondergrens 67%-prognose-interval;2066;163468;179581;247067;217757;6206
188;Ondergrens 67%-prognose-interval;2067;164587;177680;247762;217818;6536
189;Ondergrens 67%-prognose-interval;2068;165001;175459;247793;217319;6767
190;Ondergrens 67%-prognose-interval;2069;165335;174103;246952;216770;7179
191;Ondergrens 67%-prognose-interval;2070;165353;172939;246586;216435;7317
192;Bovengrens 67%-prognose-interval;2023;169255;176458;357624;202996;166467
193;Bovengrens 67%-prognose-interval;2024;171550;178910;351898;214710;151497
194;Bovengrens 67%-prognose-interval;2025;174146;181030;349049;225868;138890
195;Bovengrens 67%-prognose-interval;2026;177183;182585;343867;236933;123437
196;Bovengrens 67%-prognose-interval;2027;181378;184644;346933;249764;115193
197;Bovengrens 67%-prognose-interval;2028;185725;187039;350276;262673;106662
198;Bovengrens 67%-prognose-interval;2029;191327;189816;355984;266264;108201
199;Bovengrens 67%-prognose-interval;2030;196454;193225;359420;269090;108615
200;Bovengrens 67%-prognose-interval;2031;201147;196470;361222;270904;109671
201;Bovengrens 67%-prognose-interval;2032;205129;199850;360956;272411;110003
202;Bovengrens 67%-prognose-interval;2033;208751;202789;361870;273735;109376
203;Bovengrens 67%-prognose-interval;2034;211806;205798;363362;275169;108215
204;Bovengrens 67%-prognose-interval;2035;214423;208675;365772;276433;108285
205;Bovengrens 67%-prognose-interval;2036;216518;211843;367147;277616;107722
206;Bovengrens 67%-prognose-interval;2037;218133;214448;367898;278760;107126
207;Bovengrens 67%-prognose-interval;2038;218982;215910;368968;279662;106519
208;Bovengrens 67%-prognose-interval;2039;219531;217464;368283;280787;106266
209;Bovengrens 67%-prognose-interval;2040;219886;218771;368830;282458;105323
210;Bovengrens 67%-prognose-interval;2041;220142;220219;369593;283717;104495
211;Bovengrens 67%-prognose-interval;2042;219875;221483;370628;284879;104136
212;Bovengrens 67%-prognose-interval;2043;219908;222300;371931;286257;104440
213;Bovengrens 67%-prognose-interval;2044;219879;223530;372697;287498;104606
214;Bovengrens 67%-prognose-interval;2045;220347;224641;374326;288435;105164
215;Bovengrens 67%-prognose-interval;2046;220060;225902;376465;289857;106003
216;Bovengrens 67%-prognose-interval;2047;219895;227408;378336;291041;107352
217;Bovengrens 67%-prognose-interval;2048;219747;228763;380158;291927;107302
218;Bovengrens 67%-prognose-interval;2049;219803;230331;380752;293194;106985
219;Bovengrens 67%-prognose-interval;2050;219421;231127;380945;293864;106152
220;Bovengrens 67%-prognose-interval;2051;219364;231995;381731;295042;105481
221;Bovengrens 67%-prognose-interval;2052;219631;233069;381399;295873;104252
222;Bovengrens 67%-prognose-interval;2053;220142;233617;380433;296669;103619
223;Bovengrens 67%-prognose-interval;2054;220874;234394;377933;297061;102539
224;Bovengrens 67%-prognose-interval;2055;221503;234582;376866;297711;101980
225;Bovengrens 67%-prognose-interval;2056;222544;234636;376592;298059;100720
226;Bovengrens 67%-prognose-interval;2057;223759;233594;376899;298316;100742
227;Bovengrens 67%-prognose-interval;2058;224975;232017;377687;298374;100791
228;Bovengrens 67%-prognose-interval;2059;226450;230724;379071;298593;101622
229;Bovengrens 67%-prognose-interval;2060;227999;229838;379681;298715;102593
230;Bovengrens 67%-prognose-interval;2061;230549;229002;379619;299135;103808
231;Bovengrens 67%-prognose-interval;2062;233262;227169;380070;299685;104479
232;Bovengrens 67%-prognose-interval;2063;236000;225002;381491;299763;104553
233;Bovengrens 67%-prognose-interval;2064;238848;222793;382808;300138;104904
234;Bovengrens 67%-prognose-interval;2065;241921;221359;382572;300408;105266
235;Bovengrens 67%-prognose-interval;2066;244867;219466;382244;299963;105872
236;Bovengrens 67%-prognose-interval;2067;247845;217222;382313;300238;105764
237;Bovengrens 67%-prognose-interval;2068;250255;215258;382512;300332;105954
238;Bovengrens 67%-prognose-interval;2069;252377;214081;382034;301204;105837
239;Bovengrens 67%-prognose-interval;2070;253406;213430;381544;302112;105424
