ID;Object;Regio;Perioden;AantalVerkooptransacties_1;OppervlakteLandbouwgrond_2;PrijsVerkooptransacties_3;AantalVerkooptransacties_4;OppervlakteLandbouwgrond_5;PrijsVerkooptransacties_6;PrijsVerpacht_7;IndexVerpacht_8;PrijsOnverpacht_9;IndexOnverpacht_10;AantalPachtovereenkomsten_11;OppervlakteLandbouwgrond_12;PrijsPachtcontracten_13;AantalPachtovereenkomsten_14;OppervlakteLandbouwgrond_15;PrijsPachtcontracten_16;AantalPachtovereenkomsten_17;OppervlakteLandbouwgrond_18;PrijsPachtcontracten_19;AantalPachtovereenkomsten_20;OppervlakteLandbouwgrond_21;PrijsPachtcontracten_22;PrijsTotaal_23;IndexTotaal_24;PrijsRegulier_25;IndexRegulier_26
0;Boerderijen;Nederland;1990 1e kwartaal;6;118.0;9212.0;77;848.0;22190.0;;;;;40.0;1157.0;354.0;40.0;1157.0;354.0;;;;;;;;;;
1;Boerderijen;Nederland;1990 2e kwartaal;9;212.0;12025.0;113;1133.0;24504.0;;;;;32.0;602.0;427.0;32.0;602.0;427.0;;;;;;;;;;
2;Boerderijen;Nederland;1990 3e kwartaal;6;117.0;11617.0;51;401.0;32355.0;;;;;55.0;1772.0;386.0;55.0;1772.0;386.0;;;;;;;;;;
3;Boerderijen;Nederland;1990 4e kwartaal;7;110.0;11027.0;51;597.0;25094.0;;;;;131.0;3512.0;374.0;131.0;3512.0;374.0;;;;;;;;;;
4;Boerderijen;Nederland;1990 jaarcijfer;28;557.0;11163.0;292;2978.0;25049.0;11027.0;100.0;31855.0;100.0;258.0;7044.0;377.0;258.0;7044.0;377.0;;;;;;;383.0;100.0;383.0;100.0
5;Boerderijen;Nederland;1991 1e kwartaal;2;;;73;919.0;27408.0;;;;;155.0;4010.0;383.0;155.0;4010.0;383.0;;;;;;;;;;
6;Boerderijen;Nederland;1991 2e kwartaal;9;126.0;12524.0;83;890.0;24186.0;;;;;211.0;6362.0;381.0;211.0;6362.0;381.0;;;;;;;;;;
7;Boerderijen;Nederland;1991 3e kwartaal;6;165.0;7805.0;62;542.0;21827.0;;;;;495.0;14369.0;447.0;495.0;14369.0;447.0;;;;;;;;;;
8;Boerderijen;Nederland;1991 4e kwartaal;3;;;77;865.0;23460.0;;;;;250.0;7315.0;429.0;250.0;7315.0;429.0;;;;;;;;;;
9;Boerderijen;Nederland;1991 jaarcijfer;20;354.0;9983.0;295;3216.0;24504.0;11617.0;105.0;29178.0;92.0;1111.0;32056.0;422.0;1111.0;32056.0;422.0;;;;;;;388.0;101.0;388.0;101.0
10;Boerderijen;Nederland;1992 1e kwartaal;5;78.0;8531.0;119;1291.0;28634.0;;;;;142.0;4353.0;531.0;142.0;4353.0;531.0;;;;;;;;;;
11;Boerderijen;Nederland;1992 2e kwartaal;10;167.0;10709.0;151;1355.0;27907.0;;;;;63.0;1503.0;374.0;63.0;1503.0;374.0;;;;;;;;;;
12;Boerderijen;Nederland;1992 3e kwartaal;7;116.0;10482.0;80;777.0;27227.0;;;;;63.0;1744.0;413.0;63.0;1744.0;413.0;;;;;;;;;;
13;Boerderijen;Nederland;1992 4e kwartaal;13;369.0;10392.0;98;1026.0;27091.0;;;;;65.0;1709.0;436.0;65.0;1709.0;436.0;;;;;;;;;;
14;Boerderijen;Nederland;1992 jaarcijfer;35;729.0;10301.0;448;4449.0;27771.0;12887.0;117.0;34260.0;107.0;333.0;9309.0;467.0;333.0;9309.0;467.0;;;;;;;417.0;109.0;417.0;109.0
15;Boerderijen;Nederland;1993 1e kwartaal;2;;;75;837.0;23415.0;;;;;120.0;3125.0;417.0;120.0;3125.0;417.0;;;;;;;;;;
16;Boerderijen;Nederland;1993 2e kwartaal;12;213.0;13205.0;110;1210.0;23642.0;;;;;107.0;2594.0;440.0;107.0;2594.0;440.0;;;;;;;;;;
17;Boerderijen;Nederland;1993 3e kwartaal;5;97.0;9620.0;101;749.0;31129.0;;;;;120.0;2972.0;422.0;120.0;2972.0;422.0;;;;;;;;;;
18;Boerderijen;Nederland;1993 4e kwartaal;6;117.0;10891.0;126;1447.0;23097.0;;;;;138.0;4048.0;402.0;138.0;4048.0;402.0;;;;;;;;;;
19;Boerderijen;Nederland;1993 jaarcijfer;25;526.0;10392.0;412;4242.0;24731.0;17153.0;156.0;33534.0;105.0;485.0;12739.0;417.0;485.0;12739.0;417.0;;;;;;;417.0;109.0;417.0;109.0
20;Boerderijen;Nederland;1994 1e kwartaal;6;76.0;11345.0;47;340.0;31402.0;;;;;121.0;2891.0;395.0;121.0;2891.0;395.0;;;;;;;;;;
21;Boerderijen;Nederland;1994 2e kwartaal;6;60.0;12797.0;21;248.0;27726.0;;;;;77.0;1963.0;417.0;77.0;1963.0;417.0;;;;;;;;;;
22;Boerderijen;Nederland;1994 3e kwartaal;3;;;13;99.0;35032.0;;;;;129.0;3734.0;474.0;129.0;3734.0;474.0;;;;;;;;;;
23;Boerderijen;Nederland;1994 4e kwartaal;6;109.0;10074.0;25;188.0;29904.0;;;;;79.0;2180.0;433.0;79.0;2180.0;433.0;;;;;;;;;;
24;Boerderijen;Nederland;1994 jaarcijfer;21;280.0;11208.0;106;875.0;30449.0;14702.0;133.0;31719.0;99.0;406.0;10768.0;436.0;406.0;10768.0;436.0;;;;;;;413.0;107.0;413.0;107.0
25;Boerderijen;Nederland;1995 1e kwartaal;5;102.0;9166.0;36;379.0;32037.0;;;;;85.0;2564.0;390.0;85.0;2564.0;390.0;;;;;;;;;;
26;Boerderijen;Nederland;1995 2e kwartaal;7;108.0;13704.0;64;715.0;22553.0;;;;;277.0;7682.0;479.0;277.0;7682.0;479.0;;;;;;;;;;
27;Boerderijen;Nederland;1995 3e kwartaal;8;201.0;13795.0;36;289.0;25911.0;;;;;60.0;1735.0;454.0;60.0;1735.0;454.0;;;;;;;;;;
28;Boerderijen;Nederland;1995 4e kwartaal;16;318.0;13931.0;63;783.0;26002.0;;;;;95.0;2513.0;436.0;95.0;2513.0;436.0;;;;;;;;;;
29;Boerderijen;Nederland;1995 jaarcijfer;36;729.0;13205.0;199;2166.0;25911.0;12297.0;112.0;27499.0;86.0;517.0;14495.0;452.0;517.0;14495.0;452.0;;;;;;;397.0;104.0;397.0;104.0
30;Boerderijen;Nederland;1996 1e kwartaal;39;866.0;15655.0;44;670.0;26228.0;;;;;255.0;5868.0;452.0;255.0;5868.0;452.0;;;;;;;;;;
31;Boerderijen;Nederland;1996 2e kwartaal;40;997.0;13523.0;50;657.0;27681.0;;;;;228.0;6612.0;492.0;227.0;6601.0;492.0;;;;;;;;;;
32;Boerderijen;Nederland;1996 3e kwartaal;10;174.0;17788.0;34;436.0;31356.0;;;;;99.0;2563.0;474.0;99.0;2563.0;474.0;;;;;;;;;;
33;Boerderijen;Nederland;1996 4e kwartaal;16;347.0;14294.0;54;660.0;32854.0;;;;;184.0;5311.0;458.0;184.0;5311.0;458.0;;;;;;;;;;
34;Boerderijen;Nederland;1996 jaarcijfer;105;2384.0;14702.0;182;2423.0;29360.0;11980.0;109.0;32082.0;101.0;766.0;20354.0;470.0;765.0;20343.0;470.0;;;;;;;458.0;120.0;458.0;120.0
35;Boerderijen;Nederland;1997 1e kwartaal;16;198.0;18060.0;40;416.0;30267.0;;;;;89.0;2087.0;452.0;89.0;2087.0;452.0;;;;;;;;;;
36;Boerderijen;Nederland;1997 2e kwartaal;10;147.0;18333.0;60;823.0;31039.0;;;;;78.0;2118.0;452.0;78.0;2118.0;452.0;;;;;;;;;;
37;Boerderijen;Nederland;1997 3e kwartaal;3;;;31;317.0;28724.0;;;;;12.0;341.0;438.0;12.0;341.0;438.0;;;;;;;;;;
38;Boerderijen;Nederland;1997 4e kwartaal;15;245.0;15474.0;47;725.0;32581.0;;;;;39.0;946.0;399.0;39.0;946.0;399.0;;;;;;;;;;
39;Boerderijen;Nederland;1997 jaarcijfer;44;652.0;17017.0;178;2282.0;31084.0;20556.0;186.0;35304.0;111.0;218.0;5492.0;442.0;218.0;5492.0;442.0;;;;;;;454.0;118.0;454.0;118.0
40;Boerderijen;Nederland;1998 1e kwartaal;26;581.0;17471.0;28;365.0;42020.0;;;;;79.0;1978.0;472.0;79.0;1978.0;472.0;;;;;;;;;;
41;Boerderijen;Nederland;1998 2e kwartaal;32;794.0;17561.0;59;905.0;38662.0;;;;;56.0;1647.0;440.0;56.0;1647.0;440.0;;;;;;;;;;
42;Boerderijen;Nederland;1998 3e kwartaal;36;720.0;19603.0;70;760.0;33852.0;;;;;11.0;253.0;447.0;11.0;253.0;447.0;;;;;;;;;;
43;Boerderijen;Nederland;1998 4e kwartaal;35;962.0;16926.0;69;953.0;37074.0;;;;;83.0;2240.0;486.0;83.0;2240.0;486.0;;;;;;;;;;
44;Boerderijen;Nederland;1998 jaarcijfer;129;3057.0;17834.0;226;2983.0;37346.0;15655.0;142.0;42065.0;132.0;229.0;6119.0;467.0;229.0;6119.0;467.0;;;;;;;488.0;127.0;488.0;127.0
45;Boerderijen;Nederland;1999 1e kwartaal;16;314.0;21645.0;61;1041.0;35440.0;;;;;102.0;2658.0;565.0;102.0;2658.0;565.0;;;;;;;;;;
46;Boerderijen;Nederland;1999 2e kwartaal;20;489.0;27681.0;53;770.0;47329.0;;;;;111.0;3776.0;495.0;111.0;3776.0;495.0;;;;;;;;;;
47;Boerderijen;Nederland;1999 3e kwartaal;12;263.0;20239.0;28;387.0;41975.0;;;;;10.0;265.0;449.0;10.0;265.0;449.0;;;;;;;;;;
48;Boerderijen;Nederland;1999 4e kwartaal;17;429.0;22825.0;42;795.0;43291.0;;;;;44.0;1042.0;483.0;44.0;1042.0;483.0;;;;;;;;;;
49;Boerderijen;Nederland;1999 jaarcijfer;65;1495.0;23733.0;184;2994.0;41430.0;17334.0;157.0;46376.0;145.0;267.0;7742.0;515.0;267.0;7742.0;515.0;;;;;;;508.0;132.0;508.0;132.0
50;Boerderijen;Nederland;2000 1e kwartaal;10;229.0;19785.0;37;650.0;40704.0;;;;;;;;;;;;;;;;;;;;
51;Boerderijen;Nederland;2000 2e kwartaal;18;379.0;21328.0;37;565.0;48373.0;;;;;;;;;;;;;;;;;;;;
52;Boerderijen;Nederland;2000 3e kwartaal;12;314.0;19876.0;42;551.0;47965.0;;;;;;;;;;;;;;;;;;;;
53;Boerderijen;Nederland;2000 4e kwartaal;16;428.0;23370.0;83;1537.0;47874.0;;;;;;;;;;;;;;;;;;;;
54;Boerderijen;Nederland;2000 jaarcijfer;56;1350.0;21373.0;199;3303.0;46558.0;17108.0;155.0;49870.0;156.0;;;;;;;;;;;;;563.0;147.0;563.0;147.0
55;Boerderijen;Nederland;2001 jaarcijfer;19;529.0;16100.0;121;1756.0;53100.0;22300.0;202.0;56500.0;178.0;;;;;;;;;;;;;644.0;168.0;644.0;168.0
56;Boerderijen;Bouwhoek en Hogeland;1990 1e kwartaal;0;0.0;;4;6.0;23506.0;;;;;;;;;;;;;;;;;;;;
57;Boerderijen;Bouwhoek en Hogeland;1990 2e kwartaal;0;0.0;;2;;;;;;;;;;;;;;;;;;;;;;
58;Boerderijen;Bouwhoek en Hogeland;1990 3e kwartaal;1;;;1;;;;;;;;;;;;;;;;;;;;;;
