ID;Sterklassen;Perioden;Accommodaties_1;Kamers_2;Slaapplaatsen_3;Accommodaties_4;Kamers_5;Slaapplaatsen_6
377;Totaal Amsterdamse hotels;2015 juni;429;27545;60205;422;27277;59617
378;Totaal Amsterdamse hotels;2015 juli;429;27545;60205;421;27238;59563
379;Totaal Amsterdamse hotels;2015 augustus;429;27545;60205;420;27232;59551
380;Totaal Amsterdamse hotels;2015 september;429;27545;60205;421;27238;59563
381;Totaal Amsterdamse hotels;2015 oktober;429;27545;60205;416;27175;59433
382;Totaal Amsterdamse hotels;2015 november;429;27545;60205;412;27119;59287
383;Totaal Amsterdamse hotels;2015 december;429;27545;60205;405;27006;59042
384;Amsterdamse hotels zonder ster;2012 januari;121;3051;8199;117;3010;7994
385;Amsterdamse hotels zonder ster;2012 februari;121;3051;8199;118;3023;8058
386;Amsterdamse hotels zonder ster;2012 maart;121;3051;8199;118;3022;8088
387;Amsterdamse hotels zonder ster;2012 april;121;3051;8199;118;3022;8088
388;Amsterdamse hotels zonder ster;2012 mei;121;3051;8199;117;3012;8063
389;Amsterdamse hotels zonder ster;2012 juni;121;3051;8199;117;3012;8063
390;Amsterdamse hotels zonder ster;2012 juli;121;3051;8199;117;3012;8063
391;Amsterdamse hotels zonder ster;2012 augustus;121;3051;8199;117;3012;8063
392;Amsterdamse hotels zonder ster;2012 september;121;3051;8199;117;3012;8063
393;Amsterdamse hotels zonder ster;2012 oktober;121;3051;8199;117;3012;8063
394;Amsterdamse hotels zonder ster;2012 november;121;3051;8199;117;3012;8063
395;Amsterdamse hotels zonder ster;2012 december;121;3051;8199;116;2999;7999
396;Amsterdamse hotels zonder ster;2013 januari;133;3308;9081;132;3299;9062
397;Amsterdamse hotels zonder ster;2013 februari;133;3308;9081;133;3308;9081
398;Amsterdamse hotels zonder ster;2013 maart;133;3308;9081;133;3308;9081
399;Amsterdamse hotels zonder ster;2013 april;133;3308;9081;133;3308;9081
400;Amsterdamse hotels zonder ster;2013 mei;133;3308;9081;133;3308;9081
401;Amsterdamse hotels zonder ster;2013 juni;133;3308;9081;132;3140;8881
402;Amsterdamse hotels zonder ster;2013 juli;133;3308;9081;132;3140;8881
403;Amsterdamse hotels zonder ster;2013 augustus;133;3308;9081;131;3112;8829
404;Amsterdamse hotels zonder ster;2013 september;133;3308;9081;130;3107;8819
405;Amsterdamse hotels zonder ster;2013 oktober;133;3308;9081;130;3107;8819
406;Amsterdamse hotels zonder ster;2013 november;133;3308;9081;129;3093;8721
407;Amsterdamse hotels zonder ster;2013 december;133;3308;9081;129;3093;8721
408;Amsterdamse hotels zonder ster;2014 januari;140;3892;10434;136;3711;10137
409;Amsterdamse hotels zonder ster;2014 februari;140;3892;10434;136;3711;10137
410;Amsterdamse hotels zonder ster;2014 maart;140;3892;10434;138;3716;10184
411;Amsterdamse hotels zonder ster;2014 april;140;3892;10434;138;3689;10164
412;Amsterdamse hotels zonder ster;2014 mei;140;3892;10434;137;3672;10130
413;Amsterdamse hotels zonder ster;2014 juni;140;3892;10434;137;3837;10324
414;Amsterdamse hotels zonder ster;2014 juli;140;3892;10434;137;3837;10324
415;Amsterdamse hotels zonder ster;2014 augustus;140;3892;10434;138;3872;10394
416;Amsterdamse hotels zonder ster;2014 september;140;3892;10434;138;3872;10394
417;Amsterdamse hotels zonder ster;2014 oktober;140;3892;10434;138;3872;10394
418;Amsterdamse hotels zonder ster;2014 november;140;3892;10434;138;3872;10394
419;Amsterdamse hotels zonder ster;2014 december;140;3892;10434;136;3856;10326
420;Amsterdamse hotels zonder ster;2015 januari;144;4619;12673;140;4574;12532
421;Amsterdamse hotels zonder ster;2015 februari;144;4619;12673;140;4574;12532
422;Amsterdamse hotels zonder ster;2015 maart;144;4619;12673;143;4610;12650
423;Amsterdamse hotels zonder ster;2015 april;144;4619;12673;140;4492;12394
424;Amsterdamse hotels zonder ster;2015 mei;144;4619;12673;141;4501;12417
425;Amsterdamse hotels zonder ster;2015 juni;144;4619;12673;141;4501;12417
426;Amsterdamse hotels zonder ster;2015 juli;144;4619;12673;141;4501;12417
427;Amsterdamse hotels zonder ster;2015 augustus;144;4619;12673;140;4495;12405
428;Amsterdamse hotels zonder ster;2015 september;144;4619;12673;141;4501;12417
429;Amsterdamse hotels zonder ster;2015 oktober;144;4619;12673;139;4478;12366
430;Amsterdamse hotels zonder ster;2015 november;144;4619;12673;138;4476;12330
431;Amsterdamse hotels zonder ster;2015 december;144;4619;12673;136;4453;12278
432;Amsterdamse hotels met 1 ster;2012 januari;48;786;1739;46;757;1680
433;Amsterdamse hotels met 1 ster;2012 februari;48;786;1739;46;758;1681
434;Amsterdamse hotels met 1 ster;2012 maart;48;786;1739;46;758;1681
435;Amsterdamse hotels met 1 ster;2012 april;48;786;1739;46;758;1681
436;Amsterdamse hotels met 1 ster;2012 mei;48;786;1739;46;758;1681
437;Amsterdamse hotels met 1 ster;2012 juni;48;786;1739;46;758;1681
438;Amsterdamse hotels met 1 ster;2012 juli;48;786;1739;46;758;1681
439;Amsterdamse hotels met 1 ster;2012 augustus;48;786;1739;46;758;1681
440;Amsterdamse hotels met 1 ster;2012 september;48;786;1739;46;758;1681
441;Amsterdamse hotels met 1 ster;2012 oktober;48;786;1739;46;758;1681
442;Amsterdamse hotels met 1 ster;2012 november;48;786;1739;46;758;1681
443;Amsterdamse hotels met 1 ster;2012 december;48;786;1739;46;758;1681
444;Amsterdamse hotels met 1 ster;2013 januari;50;811;1821;50;811;1821
445;Amsterdamse hotels met 1 ster;2013 februari;50;811;1821;50;811;1821
446;Amsterdamse hotels met 1 ster;2013 maart;50;811;1821;50;811;1821
447;Amsterdamse hotels met 1 ster;2013 april;50;811;1821;50;811;1821
448;Amsterdamse hotels met 1 ster;2013 mei;50;811;1821;50;811;1821
449;Amsterdamse hotels met 1 ster;2013 juni;50;811;1821;49;798;1795
450;Amsterdamse hotels met 1 ster;2013 juli;50;811;1821;48;777;1746
451;Amsterdamse hotels met 1 ster;2013 augustus;50;811;1821;48;777;1746
452;Amsterdamse hotels met 1 ster;2013 september;50;811;1821;48;777;1746
453;Amsterdamse hotels met 1 ster;2013 oktober;50;811;1821;48;777;1746
454;Amsterdamse hotels met 1 ster;2013 november;50;811;1821;47;751;1694
455;Amsterdamse hotels met 1 ster;2013 december;50;811;1821;47;751;1694
456;Amsterdamse hotels met 1 ster;2014 januari;49;800;1838;46;782;1798
457;Amsterdamse hotels met 1 ster;2014 februari;49;800;1838;48;796;1830
458;Amsterdamse hotels met 1 ster;2014 maart;49;800;1838;49;800;1838
459;Amsterdamse hotels met 1 ster;2014 april;49;800;1838;49;800;1838
460;Amsterdamse hotels met 1 ster;2014 mei;49;800;1838;49;800;1838
461;Amsterdamse hotels met 1 ster;2014 juni;49;800;1838;48;789;1816
462;Amsterdamse hotels met 1 ster;2014 juli;49;800;1838;48;789;1816
463;Amsterdamse hotels met 1 ster;2014 augustus;49;800;1838;48;789;1816
464;Amsterdamse hotels met 1 ster;2014 september;49;800;1838;48;789;1816
465;Amsterdamse hotels met 1 ster;2014 oktober;49;800;1838;48;789;1816
466;Amsterdamse hotels met 1 ster;2014 november;49;800;1838;47;763;1764
467;Amsterdamse hotels met 1 ster;2014 december;49;800;1838;45;755;1748
468;Amsterdamse hotels met 1 ster;2015 januari;45;767;1716;43;759;1699
469;Amsterdamse hotels met 1 ster;2015 februari;45;767;1716;45;767;1716
470;Amsterdamse hotels met 1 ster;2015 maart;45;767;1716;43;744;1657
471;Amsterdamse hotels met 1 ster;2015 april;45;767;1716;44;761;1701
472;Amsterdamse hotels met 1 ster;2015 mei;45;767;1716;44;761;1701
473;Amsterdamse hotels met 1 ster;2015 juni;45;767;1716;44;761;1701
474;Amsterdamse hotels met 1 ster;2015 juli;45;767;1716;44;761;1701
475;Amsterdamse hotels met 1 ster;2015 augustus;45;767;1716;44;761;1701
476;Amsterdamse hotels met 1 ster;2015 september;45;767;1716;44;761;1701
477;Amsterdamse hotels met 1 ster;2015 oktober;45;767;1716;44;761;1701
478;Amsterdamse hotels met 1 ster;2015 november;45;767;1716;43;735;1649
479;Amsterdamse hotels met 1 ster;2015 december;45;767;1716;41;727;1632
480;Amsterdamse hotels met 2 sterren;2012 januari;71;1937;4172;67;1890;4062
481;Amsterdamse hotels met 2 sterren;2012 februari;71;1937;4172;67;1890;4062
482;Amsterdamse hotels met 2 sterren;2012 maart;71;1937;4172;67;1890;4062
483;Amsterdamse hotels met 2 sterren;2012 april;71;1937;4172;71;1937;4172
484;Amsterdamse hotels met 2 sterren;2012 mei;71;1937;4172;71;1937;4172
485;Amsterdamse hotels met 2 sterren;2012 juni;71;1937;4172;71;1937;4172
486;Amsterdamse hotels met 2 sterren;2012 juli;71;1937;4172;71;1937;4172
487;Amsterdamse hotels met 2 sterren;2012 augustus;71;1937;4172;71;1937;4172
488;Amsterdamse hotels met 2 sterren;2012 september;71;1937;4172;71;1937;4172
489;Amsterdamse hotels met 2 sterren;2012 oktober;71;1937;4172;68;1886;4052
490;Amsterdamse hotels met 2 sterren;2012 november;71;1937;4172;68;1891;4062
491;Amsterdamse hotels met 2 sterren;2012 december;71;1937;4172;67;1882;4038
492;Amsterdamse hotels met 2 sterren;2013 januari;63;1575;3324;59;1526;3229
493;Amsterdamse hotels met 2 sterren;2013 februari;63;1575;3324;59;1526;3229
494;Amsterdamse hotels met 2 sterren;2013 maart;63;1575;3324;61;1552;3279
495;Amsterdamse hotels met 2 sterren;2013 april;63;1575;3324;63;1575;3324
496;Amsterdamse hotels met 2 sterren;2013 mei;63;1575;3324;63;1575;3324
497;Amsterdamse hotels met 2 sterren;2013 juni;63;1575;3324;63;1575;3324
498;Amsterdamse hotels met 2 sterren;2013 juli;63;1575;3324;63;1575;3324
499;Amsterdamse hotels met 2 sterren;2013 augustus;63;1575;3324;63;1575;3324
500;Amsterdamse hotels met 2 sterren;2013 september;63;1575;3324;63;1575;3324
501;Amsterdamse hotels met 2 sterren;2013 oktober;63;1575;3324;62;1565;3303
502;Amsterdamse hotels met 2 sterren;2013 november;63;1575;3324;60;1472;3119
503;Amsterdamse hotels met 2 sterren;2013 december;63;1575;3324;60;1472;3119
504;Amsterdamse hotels met 2 sterren;2014 januari;63;1603;3539;58;1543;3420
505;Amsterdamse hotels met 2 sterren;2014 februari;63;1603;3539;58;1543;3420
506;Amsterdamse hotels met 2 sterren;2014 maart;63;1603;3539;61;1580;3494
507;Amsterdamse hotels met 2 sterren;2014 april;63;1603;3539;63;1603;3539
508;Amsterdamse hotels met 2 sterren;2014 mei;63;1603;3539;63;1603;3539
509;Amsterdamse hotels met 2 sterren;2014 juni;63;1603;3539;63;1603;3539
510;Amsterdamse hotels met 2 sterren;2014 juli;63;1603;3539;63;1603;3539
511;Amsterdamse hotels met 2 sterren;2014 augustus;63;1603;3539;63;1603;3539
512;Amsterdamse hotels met 2 sterren;2014 september;63;1603;3539;63;1603;3539
513;Amsterdamse hotels met 2 sterren;2014 oktober;63;1603;3539;61;1581;3497
514;Amsterdamse hotels met 2 sterren;2014 november;63;1603;3539;60;1568;3473
515;Amsterdamse hotels met 2 sterren;2014 december;63;1603;3539;59;1551;3438
516;Amsterdamse hotels met 2 sterren;2015 januari;63;1611;3529;58;1552;3415
517;Amsterdamse hotels met 2 sterren;2015 februari;63;1611;3529;59;1569;3448
518;Amsterdamse hotels met 2 sterren;2015 maart;63;1611;3529;60;1581;3469
519;Amsterdamse hotels met 2 sterren;2015 april;63;1611;3529;63;1611;3529
520;Amsterdamse hotels met 2 sterren;2015 mei;63;1611;3529;63;1611;3529
521;Amsterdamse hotels met 2 sterren;2015 juni;63;1611;3529;63;1611;3529
522;Amsterdamse hotels met 2 sterren;2015 juli;63;1611;3529;63;1611;3529
523;Amsterdamse hotels met 2 sterren;2015 augustus;63;1611;3529;63;1611;3529
524;Amsterdamse hotels met 2 sterren;2015 september;63;1611;3529;63;1611;3529
525;Amsterdamse hotels met 2 sterren;2015 oktober;63;1611;3529;60;1571;3450
526;Amsterdamse hotels met 2 sterren;2015 november;63;1611;3529;59;1558;3426
527;Amsterdamse hotels met 2 sterren;2015 december;63;1611;3529;57;1504;3308
528;Amsterdamse hotels met 3 sterren;2012 januari;92;6129;12408;89;6076;12289
529;Amsterdamse hotels met 3 sterren;2012 februari;92;6129;12408;88;6040;12231
530;Amsterdamse hotels met 3 sterren;2012 maart;92;6129;12408;89;6043;12239
531;Amsterdamse hotels met 3 sterren;2012 april;92;6129;12408;90;6081;12324
532;Amsterdamse hotels met 3 sterren;2012 mei;92;6129;12408;90;6081;12324
533;Amsterdamse hotels met 3 sterren;2012 juni;92;6129;12408;91;6117;12382
534;Amsterdamse hotels met 3 sterren;2012 juli;92;6129;12408;91;6117;12382
535;Amsterdamse hotels met 3 sterren;2012 augustus;92;6129;12408;91;6117;12382
536;Amsterdamse hotels met 3 sterren;2012 september;92;6129;12408;91;6117;12382
537;Amsterdamse hotels met 3 sterren;2012 oktober;92;6129;12408;90;6081;12324
538;Amsterdamse hotels met 3 sterren;2012 november;92;6129;12408;90;6081;12324
539;Amsterdamse hotels met 3 sterren;2012 december;92;6129;12408;89;6053;12260
540;Amsterdamse hotels met 3 sterren;2013 januari;101;7234;14885;99;7193;14792
541;Amsterdamse hotels met 3 sterren;2013 februari;101;7234;14885;99;7193;14792
542;Amsterdamse hotels met 3 sterren;2013 maart;101;7234;14885;99;7193;14792
543;Amsterdamse hotels met 3 sterren;2013 april;101;7234;14885;100;7183;14799
544;Amsterdamse hotels met 3 sterren;2013 mei;101;7234;14885;100;7183;14799
545;Amsterdamse hotels met 3 sterren;2013 juni;101;7234;14885;99;6917;14267
546;Amsterdamse hotels met 3 sterren;2013 juli;101;7234;14885;99;6917;14267
547;Amsterdamse hotels met 3 sterren;2013 augustus;101;7234;14885;98;6878;14194
548;Amsterdamse hotels met 3 sterren;2013 september;101;7234;14885;98;6878;14194
549;Amsterdamse hotels met 3 sterren;2013 oktober;101;7234;14885;98;6878;14194
550;Amsterdamse hotels met 3 sterren;2013 november;101;7234;14885;98;6878;14194
551;Amsterdamse hotels met 3 sterren;2013 december;101;7234;14885;97;6850;14130
552;Amsterdamse hotels met 3 sterren;2014 januari;102;7508;15555;101;7505;15548
553;Amsterdamse hotels met 3 sterren;2014 februari;102;7508;15555;101;7505;15548
554;Amsterdamse hotels met 3 sterren;2014 maart;102;7508;15555;102;7508;15555
555;Amsterdamse hotels met 3 sterren;2014 april;102;7508;15555;101;7397;15310
556;Amsterdamse hotels met 3 sterren;2014 mei;102;7508;15555;101;7397;15310
557;Amsterdamse hotels met 3 sterren;2014 juni;102;7508;15555;101;7397;15310
558;Amsterdamse hotels met 3 sterren;2014 juli;102;7508;15555;100;7358;15256
559;Amsterdamse hotels met 3 sterren;2014 augustus;102;7508;15555;100;7358;15256
560;Amsterdamse hotels met 3 sterren;2014 september;102;7508;15555;100;7358;15256
561;Amsterdamse hotels met 3 sterren;2014 oktober;102;7508;15555;99;7355;15249
562;Amsterdamse hotels met 3 sterren;2014 november;102;7508;15555;99;7355;15249
563;Amsterdamse hotels met 3 sterren;2014 december;102;7508;15555;98;7327;15185
564;Amsterdamse hotels met 3 sterren;2015 januari;99;7280;15208;96;7136;14891
565;Amsterdamse hotels met 3 sterren;2015 februari;99;7280;15208;96;7136;14891
566;Amsterdamse hotels met 3 sterren;2015 maart;99;7280;15208;96;7136;14891
567;Amsterdamse hotels met 3 sterren;2015 april;99;7280;15208;96;7136;14891
568;Amsterdamse hotels met 3 sterren;2015 mei;99;7280;15208;96;7136;14891
569;Amsterdamse hotels met 3 sterren;2015 juni;99;7280;15208;96;7136;14891
570;Amsterdamse hotels met 3 sterren;2015 juli;99;7280;15208;95;7097;14837
571;Amsterdamse hotels met 3 sterren;2015 augustus;99;7280;15208;95;7097;14837
572;Amsterdamse hotels met 3 sterren;2015 september;99;7280;15208;95;7097;14837
573;Amsterdamse hotels met 3 sterren;2015 oktober;99;7280;15208;95;7097;14837
574;Amsterdamse hotels met 3 sterren;2015 november;99;7280;15208;95;7097;14837
575;Amsterdamse hotels met 3 sterren;2015 december;99;7280;15208;94;7069;14779
576;Amsterdamse hotels met 4 sterren;2012 januari;56;8430;16856;55;8415;16826
577;Amsterdamse hotels met 4 sterren;2012 februari;56;8430;16856;56;8430;16856
578;Amsterdamse hotels met 4 sterren;2012 maart;56;8430;16856;56;8430;16856
579;Amsterdamse hotels met 4 sterren;2012 april;56;8430;16856;56;8430;16856
580;Amsterdamse hotels met 4 sterren;2012 mei;56;8430;16856;56;8430;16856
581;Amsterdamse hotels met 4 sterren;2012 juni;56;8430;16856;56;8430;16856
582;Amsterdamse hotels met 4 sterren;2012 juli;56;8430;16856;56;8430;16856
583;Amsterdamse hotels met 4 sterren;2012 augustus;56;8430;16856;56;8430;16856
584;Amsterdamse hotels met 4 sterren;2012 september;56;8430;16856;56;8430;16856
585;Amsterdamse hotels met 4 sterren;2012 oktober;56;8430;16856;56;8430;16856
586;Amsterdamse hotels met 4 sterren;2012 november;56;8430;16856;56;8430;16856
587;Amsterdamse hotels met 4 sterren;2012 december;56;8430;16856;55;8415;16826
588;Amsterdamse hotels met 4 sterren;2013 januari;62;9394;19288;61;9379;19254
589;Amsterdamse hotels met 4 sterren;2013 februari;62;9394;19288;62;9394;19288
590;Amsterdamse hotels met 4 sterren;2013 maart;62;9394;19288;61;9278;19056
591;Amsterdamse hotels met 4 sterren;2013 april;62;9394;19288;61;9278;19056
592;Amsterdamse hotels met 4 sterren;2013 mei;62;9394;19288;61;9278;19056
593;Amsterdamse hotels met 4 sterren;2013 juni;62;9394;19288;61;9278;19056
594;Amsterdamse hotels met 4 sterren;2013 juli;62;9394;19288;60;9239;18978
595;Amsterdamse hotels met 4 sterren;2013 augustus;62;9394;19288;60;9239;18978
596;Amsterdamse hotels met 4 sterren;2013 september;62;9394;19288;60;9239;18978
597;Amsterdamse hotels met 4 sterren;2013 oktober;62;9394;19288;60;9239;18978
598;Amsterdamse hotels met 4 sterren;2013 november;62;9394;19288;60;9239;18978
599;Amsterdamse hotels met 4 sterren;2013 december;62;9394;19288;59;9224;18944
600;Amsterdamse hotels met 4 sterren;2014 januari;64;10003;20038;62;9984;19996
601;Amsterdamse hotels met 4 sterren;2014 februari;64;10003;20038;62;9984;19996
602;Amsterdamse hotels met 4 sterren;2014 maart;64;10003;20038;64;10003;20038
603;Amsterdamse hotels met 4 sterren;2014 april;64;10003;20038;64;10003;20038
604;Amsterdamse hotels met 4 sterren;2014 mei;64;10003;20038;64;10003;20038
605;Amsterdamse hotels met 4 sterren;2014 juni;64;10003;20038;64;10003;20038
606;Amsterdamse hotels met 4 sterren;2014 juli;64;10003;20038;64;10003;20038
607;Amsterdamse hotels met 4 sterren;2014 augustus;64;10003;20038;64;10003;20038
608;Amsterdamse hotels met 4 sterren;2014 september;64;10003;20038;64;10003;20038
609;Amsterdamse hotels met 4 sterren;2014 oktober;64;10003;20038;64;10003;20038
610;Amsterdamse hotels met 4 sterren;2014 november;64;10003;20038;63;9855;19743
611;Amsterdamse hotels met 4 sterren;2014 december;64;10003;20038;62;9840;19711
612;Amsterdamse hotels met 4 sterren;2015 januari;64;10020;20606;62;9856;20249
613;Amsterdamse hotels met 4 sterren;2015 februari;64;10020;20606;63;9871;20283
614;Amsterdamse hotels met 4 sterren;2015 maart;64;10020;20606;63;9871;20283
615;Amsterdamse hotels met 4 sterren;2015 april;64;10020;20606;64;10020;20606
616;Amsterdamse hotels met 4 sterren;2015 mei;64;10020;20606;64;10020;20606
617;Amsterdamse hotels met 4 sterren;2015 juni;64;10020;20606;64;10020;20606
618;Amsterdamse hotels met 4 sterren;2015 juli;64;10020;20606;64;10020;20606
619;Amsterdamse hotels met 4 sterren;2015 augustus;64;10020;20606;64;10020;20606
620;Amsterdamse hotels met 4 sterren;2015 september;64;10020;20606;64;10020;20606
621;Amsterdamse hotels met 4 sterren;2015 oktober;64;10020;20606;64;10020;20606
622;Amsterdamse hotels met 4 sterren;2015 november;64;10020;20606;63;10005;20572
623;Amsterdamse hotels met 4 sterren;2015 december;64;10020;20606;63;10005;20572
624;Amsterdamse hotels met 5 sterren;2012 januari;13;3126;6399;13;3126;6399
625;Amsterdamse hotels met 5 sterren;2012 februari;13;3126;6399;13;3126;6399
626;Amsterdamse hotels met 5 sterren;2012 maart;13;3126;6399;13;3126;6399
627;Amsterdamse hotels met 5 sterren;2012 april;13;3126;6399;13;3126;6399
628;Amsterdamse hotels met 5 sterren;2012 mei;13;3126;6399;13;3126;6399
629;Amsterdamse hotels met 5 sterren;2012 juni;13;3126;6399;13;3126;6399
630;Amsterdamse hotels met 5 sterren;2012 juli;13;3126;6399;13;3126;6399
631;Amsterdamse hotels met 5 sterren;2012 augustus;13;3126;6399;13;3126;6399
632;Amsterdamse hotels met 5 sterren;2012 september;13;3126;6399;13;3126;6399
633;Amsterdamse hotels met 5 sterren;2012 oktober;13;3126;6399;13;3126;6399
634;Amsterdamse hotels met 5 sterren;2012 november;13;3126;6399;13;3126;6399
635;Amsterdamse hotels met 5 sterren;2012 december;13;3126;6399;13;3126;6399
636;Amsterdamse hotels met 5 sterren;2013 januari;14;3237;6685;14;3237;6685
637;Amsterdamse hotels met 5 sterren;2013 februari;14;3237;6685;14;3237;6685
638;Amsterdamse hotels met 5 sterren;2013 maart;14;3237;6685;14;3237;6685
639;Amsterdamse hotels met 5 sterren;2013 april;14;3237;6685;14;3237;6685
640;Amsterdamse hotels met 5 sterren;2013 mei;14;3237;6685;14;3237;6685
641;Amsterdamse hotels met 5 sterren;2013 juni;14;3237;6685;14;3237;6685
642;Amsterdamse hotels met 5 sterren;2013 juli;14;3237;6685;14;3237;6685
643;Amsterdamse hotels met 5 sterren;2013 augustus;14;3237;6685;14;3237;6685
644;Amsterdamse hotels met 5 sterren;2013 september;14;3237;6685;14;3237;6685
645;Amsterdamse hotels met 5 sterren;2013 oktober;14;3237;6685;14;3237;6685
646;Amsterdamse hotels met 5 sterren;2013 november;14;3237;6685;14;3237;6685
647;Amsterdamse hotels met 5 sterren;2013 december;14;3237;6685;14;3237;6685
648;Amsterdamse hotels met 5 sterren;2014 januari;14;3239;6691;14;3239;6691
649;Amsterdamse hotels met 5 sterren;2014 februari;14;3239;6691;14;3239;6691
650;Amsterdamse hotels met 5 sterren;2014 maart;14;3239;6691;14;3239;6691
651;Amsterdamse hotels met 5 sterren;2014 april;14;3239;6691;14;3239;6691
652;Amsterdamse hotels met 5 sterren;2014 mei;14;3239;6691;14;3239;6691
653;Amsterdamse hotels met 5 sterren;2014 juni;14;3239;6691;14;3239;6691
654;Amsterdamse hotels met 5 sterren;2014 juli;14;3239;6691;14;3239;6691
655;Amsterdamse hotels met 5 sterren;2014 augustus;14;3239;6691;14;3239;6691
656;Amsterdamse hotels met 5 sterren;2014 september;14;3239;6691;14;3239;6691
657;Amsterdamse hotels met 5 sterren;2014 oktober;14;3239;6691;14;3239;6691
658;Amsterdamse hotels met 5 sterren;2014 november;14;3239;6691;14;3239;6691
659;Amsterdamse hotels met 5 sterren;2014 december;14;3239;6691;14;3239;6691
660;Amsterdamse hotels met 5 sterren;2015 januari;14;3248;6473;14;3248;6473
661;Amsterdamse hotels met 5 sterren;2015 februari;14;3248;6473;14;3248;6473
662;Amsterdamse hotels met 5 sterren;2015 maart;14;3248;6473;14;3248;6473
663;Amsterdamse hotels met 5 sterren;2015 april;14;3248;6473;14;3248;6473
664;Amsterdamse hotels met 5 sterren;2015 mei;14;3248;6473;14;3248;6473
665;Amsterdamse hotels met 5 sterren;2015 juni;14;3248;6473;14;3248;6473
666;Amsterdamse hotels met 5 sterren;2015 juli;14;3248;6473;14;3248;6473
667;Amsterdamse hotels met 5 sterren;2015 augustus;14;3248;6473;14;3248;6473
668;Amsterdamse hotels met 5 sterren;2015 september;14;3248;6473;14;3248;6473
669;Amsterdamse hotels met 5 sterren;2015 oktober;14;3248;6473;14;3248;6473
670;Amsterdamse hotels met 5 sterren;2015 november;14;3248;6473;14;3248;6473
671;Amsterdamse hotels met 5 sterren;2015 december;14;3248;6473;14;3248;6473
