ID;PrognoseInterval;Generatie;Perioden;Allochtonen_1;TotaalNietWesters_2;Afrika_3;Azie_4;LatijnsAmerika_5;Marokko_6;NederlandseAntillenEnAruba_7;Suriname_8;Turkije_9;TotaalWesters_10;k_26EULanden_11;OverigEuropa_12;Indonesie_13;OverigBuitenEuropa_14
0;Prognose;Totaal 1e en 2e generatie;2009;3281205;1802773;201279;332881;78800;340125;134365;338208;377153;1478443;877589;142555;383828;74471
1;Prognose;Totaal 1e en 2e generatie;2010;3329437;1833282;207114;341143;80989;345418;137049;340570;381001;1496146;894498;146188;380498;74968
2;Prognose;Totaal 1e en 2e generatie;2011;3374206;1862382;212783;346765;83258;351375;139956;343168;385081;1511823;909169;149853;377336;75463
3;Prognose;Totaal 1e en 2e generatie;2012;3419248;1893040;218502;352361;85713;357931;143046;346072;389439;1526202;921821;153754;374253;76371
4;Prognose;Totaal 1e en 2e generatie;2013;3463735;1924283;223987;358303;88257;364745;146225;348983;393771;1539467;932738;157798;371244;77689
5;Prognose;Totaal 1e en 2e generatie;2014;3508933;1956836;229452;365198;91055;371580;149605;351921;398046;1552096;942652;162045;368248;79153
6;Prognose;Totaal 1e en 2e generatie;2015;3554713;1990477;235079;373220;94063;378173;153054;354776;402125;1564243;952006;166401;365257;80576
7;Prognose;Totaal 1e en 2e generatie;2016;3601210;2024733;240838;382285;97244;384415;156487;357468;405997;1576479;961450;170834;362265;81927
8;Prognose;Totaal 1e en 2e generatie;2017;3648405;2059334;246660;392269;100527;390283;159916;360007;409665;1589076;971215;175333;359281;83245
9;Prognose;Totaal 1e en 2e generatie;2018;3695970;2094104;252483;403074;103851;395788;163370;362410;413145;1601857;981104;179933;356299;84516
10;Prognose;Totaal 1e en 2e generatie;2019;3743695;2128949;258287;414522;107206;400957;166812;364693;416482;1614755;991093;184590;353325;85769
11;Prognose;Totaal 1e en 2e generatie;2020;3791349;2163636;264075;426378;110599;405816;170252;366849;419668;1627711;1001129;189268;350324;87007
12;Prognose;Totaal 1e en 2e generatie;2021;3838597;2197933;269837;438368;114025;410399;173692;368885;422728;1640675;1011236;193918;347300;88229
13;Prognose;Totaal 1e en 2e generatie;2022;3885302;2231696;275571;450288;117489;414728;177144;370807;425683;1653606;1021395;198531;344245;89441
14;Prognose;Totaal 1e en 2e generatie;2023;3931457;2264968;281298;462183;120993;418812;180594;372597;428505;1666488;1031612;203096;341133;90669
15;Prognose;Totaal 1e en 2e generatie;2024;3977020;2297711;286995;474028;124522;422651;184035;374275;431219;1679306;1041890;207588;337943;91876
16;Prognose;Totaal 1e en 2e generatie;2025;4021961;2329924;292657;485817;128083;426274;187466;375838;433814;1692040;1052235;212037;334669;93089
17;Prognose;Totaal 1e en 2e generatie;2026;4066253;2361578;298302;497511;131658;429673;190896;377253;436302;1704667;1062635;216432;331309;94315
18;Prognose;Totaal 1e en 2e generatie;2027;4109921;2392691;303883;509137;135262;432878;194302;378540;438686;1717228;1073099;220763;327858;95512
19;Prognose;Totaal 1e en 2e generatie;2028;4152989;2423264;309410;520711;138886;435891;197707;379710;440961;1729713;1083664;225027;324290;96736
20;Prognose;Totaal 1e en 2e generatie;2029;4195493;2453339;314895;532211;142529;438735;201091;380764;443134;1742160;1094343;229233;320627;97962
21;Prognose;Totaal 1e en 2e generatie;2030;4237521;2482933;320319;543635;146181;441438;204455;381705;445224;1754583;1105168;233380;316848;99199
22;Prognose;Totaal 1e en 2e generatie;2031;4279086;2512078;325693;554996;149848;443990;207808;382524;447222;1767004;1116152;237459;312950;100456
23;Prognose;Totaal 1e en 2e generatie;2032;4320211;2540794;331041;566296;153538;446426;211130;383229;449140;1779423;1127288;241490;308947;101718
24;Prognose;Totaal 1e en 2e generatie;2033;4360931;2569100;336351;577545;157229;448729;214450;383823;450978;1791843;1138592;245446;304801;102992
25;Prognose;Totaal 1e en 2e generatie;2034;4401210;2596958;341603;588732;160925;450921;217747;384298;452728;1804257;1150074;249357;300543;104279
26;Prognose;Totaal 1e en 2e generatie;2035;4441033;2624385;346830;599846;164642;452994;221022;384670;454403;1816654;1161723;253211;296152;105567
27;Prognose;Totaal 1e en 2e generatie;2036;4480413;2651392;352017;610911;168339;454955;224278;384923;455981;1829025;1173531;256996;291612;106882
28;Prognose;Totaal 1e en 2e generatie;2037;4519327;2677940;357149;621915;172048;456794;227504;385064;457467;1841380;1185507;260747;286945;108194
29;Prognose;Totaal 1e en 2e generatie;2038;4557773;2704040;362256;632830;175762;458536;230718;385085;458862;1853730;1197646;264439;282129;109519
30;Prognose;Totaal 1e en 2e generatie;2039;4595734;2729697;367311;643690;179458;460169;233905;385003;460176;1866045;1209916;268098;277183;110864
31;Prognose;Totaal 1e en 2e generatie;2040;4633193;2754884;372301;654477;183158;461688;237073;384796;461374;1878319;1222332;271704;272094;112208
32;Prognose;Totaal 1e en 2e generatie;2041;4670135;2779568;377265;665170;186854;463107;240229;384476;462483;1890570;1234876;275253;266878;113558
33;Prognose;Totaal 1e en 2e generatie;2042;4706548;2803781;382166;675790;190543;464400;243362;384035;463485;1902773;1247518;278779;261556;114919
34;Prognose;Totaal 1e en 2e generatie;2043;4742444;2827494;387023;686323;194227;465595;246459;383480;464379;1914956;1260268;282248;256150;116286
35;Prognose;Totaal 1e en 2e generatie;2044;4777754;2850675;391831;696773;197892;466658;249547;382815;465166;1927089;1273096;285686;250654;117655
36;Prognose;Totaal 1e en 2e generatie;2045;4812548;2873349;396605;707111;201559;467621;252608;382037;465833;1939201;1285987;289074;245099;119040
37;Prognose;Totaal 1e en 2e generatie;2046;4846748;2895497;401319;717373;205202;468455;255638;381155;466366;1951248;1298919;292420;239510;120416
38;Prognose;Totaal 1e en 2e generatie;2047;4880294;2917095;406008;727506;208837;469167;258647;380156;466780;1963211;1311842;295725;233887;121752
39;Prognose;Totaal 1e en 2e generatie;2048;4913220;2938144;410636;737528;212470;469763;261617;379068;467051;1975072;1324747;298977;228291;123056
40;Prognose;Totaal 1e en 2e generatie;2049;4945479;2958657;415252;747465;216073;470220;264578;377890;467191;1986827;1337601;302202;222705;124315
41;Prognose;Totaal 1e en 2e generatie;2050;4977035;2978585;419813;757260;219675;470561;267483;376611;467190;1998460;1350365;305354;217189;125550
42;Prognose;1e Generatie;2009;1658608;1030646;122834;233138;48703;166348;79787;184927;194912;627964;371610;96825;121251;38277
43;Prognose;1e Generatie;2010;1679839;1037493;124893;236755;49529;166034;80703;184781;194803;642335;386980;98338;118819;38198
44;Prognose;1e Generatie;2011;1696742;1042720;126952;237541;50356;166292;81778;184886;194920;654028;399574;99945;116416;38084
45;Prognose;1e Generatie;2012;1713225;1049188;129054;238249;51258;167090;83072;185261;195224;664031;409815;101741;114072;38403
46;Prognose;1e Generatie;2013;1730122;1057274;131225;239506;52286;168197;84553;185847;195651;672852;418183;103760;111783;39122
47;Prognose;1e Generatie;2014;1747733;1066987;133486;241681;53455;169425;86163;186601;196179;680747;425294;105984;109514;39956
48;Prognose;1e Generatie;2015;1766203;1078152;135842;244885;54762;170710;87810;187393;196758;688052;431769;108311;107245;40732
49;Prognose;1e Generatie;2016;1785766;1090354;138280;249034;56166;171989;89408;188133;197343;695411;438292;110688;104991;41434
50;Prognose;1e Generatie;2017;1806392;1103295;140773;253982;57615;173224;90969;188814;197914;703102;445114;113125;102762;42094
51;Prognose;1e Generatie;2018;1827743;1116773;143293;259612;59063;174417;92505;189432;198460;710969;452069;115634;100558;42708
52;Prognose;1e Generatie;2019;1849608;1130628;145813;265753;60507;175564;93998;189992;198994;718982;459126;118199;98380;43288
53;Prognose;1e Generatie;2020;1871689;1144593;148352;272187;61954;176660;95459;190487;199497;727100;466250;120783;96231;43839
54;Prognose;1e Generatie;2021;1893660;1158377;150889;278618;63400;177700;96888;190913;199970;735289;473462;123355;94104;44367
55;Prognose;1e Generatie;2022;1915327;1171825;153417;284892;64842;178691;98294;191271;200422;743508;480732;125894;92004;44877
56;Prognose;1e Generatie;2023;1936682;1184934;155946;291039;66279;179624;99677;191547;200828;751752;488055;128402;89920;45386
57;Prognose;1e Generatie;2024;1957711;1197695;158455;297055;67711;180501;101026;191752;201209;760009;495420;130864;87847;45878
58;Prognose;1e Generatie;2025;1978375;1210109;160944;302951;69135;181319;102352;191885;201537;768264;502816;133307;85777;46366
59;Prognose;1e Generatie;2026;1998659;1222155;163422;308716;70559;182078;103644;191925;201826;776502;510230;135715;83712;46853
60;Prognose;1e Generatie;2027;2018578;1233845;165865;314367;71968;182777;104913;191882;202063;784742;517661;138090;81664;47332
61;Prognose;1e Generatie;2028;2038122;1245151;168285;319928;73373;183412;106163;191743;202250;792961;525104;140423;79618;47821
62;Prognose;1e Generatie;2029;2057258;1256078;170666;325372;74775;183987;107393;191527;202376;801181;532553;142718;77599;48304
63;Prognose;1e Generatie;2030;2076009;1266609;173010;330692;76161;184499;108595;191211;202451;809393;540027;144976;75596;48794
64;Prognose;1e Generatie;2031;2094361;1276746;175312;335917;77534;184951;109777;190797;202458;817612;547503;147195;73615;49299
65;Prognose;1e Generatie;2032;2112297;1286481;177579;341031;78905;185348;110932;190284;202405;825820;554997;149372;71659;49801
66;Prognose;1e Generatie;2033;2129825;1295805;179803;346051;80255;185675;112073;189678;202283;834026;562488;151500;69717;50313
67;Prognose;1e Generatie;2034;2146919;1304703;181970;350968;81592;185938;113182;188957;202091;842220;569982;153597;67816;50826
68;Prognose;1e Generatie;2035;2163563;1313178;184105;355781;82921;186135;114274;188148;201831;850389;577471;155642;65936;51341
69;Prognose;1e Generatie;2036;2179757;1321234;186194;360490;84221;186269;115342;187238;201492;858530;584944;157641;64082;51860
70;Prognose;1e Generatie;2037;2195485;1328840;188219;365102;85517;186332;116380;186219;201076;866642;592396;159600;62266;52390
71;Prognose;1e Generatie;2038;2210743;1336003;190206;369606;86792;186324;117404;185107;200574;874736;599820;161509;60488;52918
72;Prognose;1e Generatie;2039;2225517;1342734;192145;374013;88046;186251;118397;183897;200003;882780;607194;163380;58755;53457
73;Prognose;1e Generatie;2040;2239796;1349012;194022;378310;89283;186097;119368;182580;199341;890785;614532;165204;57073;53993
74;Prognose;1e Generatie;2041;2253576;1354825;195857;382496;90509;185877;120327;181175;198600;898749;621806;166971;55440;54527
75;Prognose;1e Generatie;2042;2266848;1360194;197630;386585;91709;185564;121257;179675;197768;906657;628997;168713;53874;55068
76;Prognose;1e Generatie;2043;2279624;1365114;199359;390567;92895;185187;122164;178085;196852;914517;636119;170399;52385;55603
77;Prognose;1e Generatie;2044;2291869;1369573;201032;394449;94058;184717;123058;176419;195847;922306;643141;172042;50983;56145
78;Prognose;1e Generatie;2045;2303633;1373590;202659;398223;95207;184164;123928;174669;194746;930042;650042;173639;49667;56692
79;Prognose;1e Generatie;2046;2314873;1377172;204229;401902;96335;183525;124785;172855;193545;937697;656826;175190;48458;57231
80;Prognose;1e Generatie;2047;2325543;1380313;205766;405466;97444;182795;125620;170972;192255;945238;663459;176701;47349;57724
81;Prognose;1e Generatie;2048;2335671;1383035;207257;408925;98546;181981;126432;169032;190861;952636;669929;178162;46360;58187
82;Prognose;1e Generatie;2049;2345260;1385363;208719;412299;99623;181075;127241;167045;189371;959901;676227;179579;45482;58605
83;Prognose;1e Generatie;2050;2354280;1387287;210135;415559;100693;180090;128013;165017;187786;966993;682328;180942;44726;58997
84;Prognose;2e Generatie;2009;1622597;772127;78445;99743;30097;173777;54578;153281;182241;850479;505979;45730;262577;36194
85;Prognose;2e Generatie;2010;1649598;795789;82221;104388;31460;179384;56346;155789;186198;853811;507518;47850;261679;36770
86;Prognose;2e Generatie;2011;1677464;819662;85831;109224;32902;185083;58178;158282;190161;857795;509595;49908;260920;37379
87;Prognose;2e Generatie;2012;1706023;843852;89448;114112;34455;190841;59974;160811;194215;862171;512006;52013;260181;37968
88;Prognose;2e Generatie;2013;1733613;867009;92762;118797;35971;196548;61672;163136;198120;866615;514555;54038;259461;38567
89;Prognose;2e Generatie;2014;1761200;889849;95966;123517;37600;202155;63442;165320;201867;871349;517358;56061;258734;39197
90;Prognose;2e Generatie;2015;1788510;912325;99237;128335;39301;207463;65244;167383;205367;876191;520237;58090;258012;39844
91;Prognose;2e Generatie;2016;1815444;934379;102558;133251;41078;212426;67079;169335;208654;881068;523158;60146;257274;40493
92;Prognose;2e Generatie;2017;1842013;956039;105887;138287;42912;217059;68947;171193;211751;885974;526101;62208;256519;41151
93;Prognose;2e Generatie;2018;1868227;977331;109190;143462;44788;221371;70865;172978;214685;890888;529035;64299;255741;41808
94;Prognose;2e Generatie;2019;1894087;998321;112474;148769;46699;225393;72814;174701;217488;895773;531967;66391;254945;42481
95;Prognose;2e Generatie;2020;1919660;1019043;115723;154191;48645;229156;74793;176362;220171;900611;534879;68485;254093;43168
96;Prognose;2e Generatie;2021;1944937;1039556;118948;159750;50625;232699;76804;177972;222758;905386;537774;70563;253196;43862
97;Prognose;2e Generatie;2022;1969975;1059871;122154;165396;52647;236037;78850;179536;225261;910098;540663;72637;252241;44564
98;Prognose;2e Generatie;2023;1994775;1080034;125352;171144;54714;239188;80917;181050;227677;914736;543557;74694;251213;45283
99;Prognose;2e Generatie;2024;2019309;1100016;128540;176973;56811;242150;83009;182523;230010;919297;546470;76724;250096;45998
100;Prognose;2e Generatie;2025;2043586;1119815;131713;182866;58948;244955;85114;183953;232277;923776;549419;78730;248892;46723
101;Prognose;2e Generatie;2026;2067594;1139423;134880;188795;61099;247595;87252;185328;234476;928165;552405;80717;247597;47462
102;Prognose;2e Generatie;2027;2091343;1158846;138018;194770;63294;250101;89389;186658;236623;932486;555438;82673;246194;48180
103;Prognose;2e Generatie;2028;2114867;1178113;141125;200783;65513;252479;91544;187967;238711;936752;558560;84604;244672;48915
104;Prognose;2e Generatie;2029;2138235;1197261;144229;206839;67754;254748;93698;189237;240758;940979;561790;86515;243028;49658
105;Prognose;2e Generatie;2030;2161512;1216324;147309;212943;70020;256939;95860;190494;242773;945190;565141;88404;241252;50405
106;Prognose;2e Generatie;2031;2184725;1235332;150381;219079;72314;259039;98031;191727;244764;949392;568649;90264;239335;51157
107;Prognose;2e Generatie;2032;2207914;1254313;153462;225265;74633;261078;100198;192945;246735;953603;572291;92118;237288;51917
108;Prognose;2e Generatie;2033;2231106;1273295;156548;231494;76974;263054;102377;194145;248695;957817;576104;93946;235084;52679
109;Prognose;2e Generatie;2034;2254291;1292255;159633;237764;79333;264983;104565;195341;250637;962037;580092;95760;232727;53453
110;Prognose;2e Generatie;2035;2277470;1311207;162725;244065;81721;266859;106748;196522;252572;966265;584252;97569;230216;54226
111;Prognose;2e Generatie;2036;2300656;1330158;165823;250421;84118;268686;108936;197685;254489;970495;588587;99355;227530;55022
112;Prognose;2e Generatie;2037;2323842;1349100;168930;256813;86531;270462;111124;198845;256391;974738;593111;101147;224679;55804
113;Prognose;2e Generatie;2038;2347030;1368037;172050;263224;88970;272212;113314;199978;258288;978994;597826;102930;221641;56601
114;Prognose;2e Generatie;2039;2370217;1386963;175166;269677;91412;273918;115508;201106;260173;983265;602722;104718;218428;57407
115;Prognose;2e Generatie;2040;2393397;1405872;178279;276167;93875;275591;117705;202216;262033;987534;607800;106500;215021;58215
116;Prognose;2e Generatie;2041;2416559;1424743;181408;282674;96345;277230;119902;203301;263883;991821;613070;108282;211438;59031
117;Prognose;2e Generatie;2042;2439700;1443587;184536;289205;98834;278836;122105;204360;265717;996116;618521;110066;207682;59851
