ID;LeeftijdJongsteKind;LeeftijdReferentiepersoon;Perioden;HuishoudensMetKinderen_1
274;Totaal over alle leeftijden ;35 tot 40 jaar;2069;408421
275;Totaal over alle leeftijden ;35 tot 40 jaar;2070;411952
276;Totaal over alle leeftijden ;40 tot 45 jaar;2025;412077
277;Totaal over alle leeftijden ;40 tot 45 jaar;2026;414302
278;Totaal over alle leeftijden ;40 tot 45 jaar;2027;416699
279;Totaal over alle leeftijden ;40 tot 45 jaar;2028;419252
280;Totaal over alle leeftijden ;40 tot 45 jaar;2029;421808
281;Totaal over alle leeftijden ;40 tot 45 jaar;2030;423886
282;Totaal over alle leeftijden ;40 tot 45 jaar;2031;425802
283;Totaal over alle leeftijden ;40 tot 45 jaar;2032;426733
284;Totaal over alle leeftijden ;40 tot 45 jaar;2033;428247
285;Totaal over alle leeftijden ;40 tot 45 jaar;2034;430511
286;Totaal over alle leeftijden ;40 tot 45 jaar;2035;432794
287;Totaal over alle leeftijden ;40 tot 45 jaar;2036;434214
288;Totaal over alle leeftijden ;40 tot 45 jaar;2037;435705
289;Totaal over alle leeftijden ;40 tot 45 jaar;2038;438323
290;Totaal over alle leeftijden ;40 tot 45 jaar;2039;441883
291;Totaal over alle leeftijden ;40 tot 45 jaar;2040;445590
292;Totaal over alle leeftijden ;40 tot 45 jaar;2041;450278
293;Totaal over alle leeftijden ;40 tot 45 jaar;2042;454795
294;Totaal over alle leeftijden ;40 tot 45 jaar;2043;458464
295;Totaal over alle leeftijden ;40 tot 45 jaar;2044;460882
296;Totaal over alle leeftijden ;40 tot 45 jaar;2045;462356
297;Totaal over alle leeftijden ;40 tot 45 jaar;2046;461849
298;Totaal over alle leeftijden ;40 tot 45 jaar;2047;461007
299;Totaal over alle leeftijden ;40 tot 45 jaar;2048;459473
300;Totaal over alle leeftijden ;40 tot 45 jaar;2049;457642
301;Totaal over alle leeftijden ;40 tot 45 jaar;2050;456679
302;Totaal over alle leeftijden ;40 tot 45 jaar;2051;456275
303;Totaal over alle leeftijden ;40 tot 45 jaar;2052;455899
304;Totaal over alle leeftijden ;40 tot 45 jaar;2053;455128
305;Totaal over alle leeftijden ;40 tot 45 jaar;2054;453159
306;Totaal over alle leeftijden ;40 tot 45 jaar;2055;451475
307;Totaal over alle leeftijden ;40 tot 45 jaar;2056;449228
308;Totaal over alle leeftijden ;40 tot 45 jaar;2057;448614
309;Totaal over alle leeftijden ;40 tot 45 jaar;2058;447625
310;Totaal over alle leeftijden ;40 tot 45 jaar;2059;447099
311;Totaal over alle leeftijden ;40 tot 45 jaar;2060;445746
312;Totaal over alle leeftijden ;40 tot 45 jaar;2061;445216
313;Totaal over alle leeftijden ;40 tot 45 jaar;2062;445565
314;Totaal over alle leeftijden ;40 tot 45 jaar;2063;445633
315;Totaal over alle leeftijden ;40 tot 45 jaar;2064;445973
316;Totaal over alle leeftijden ;40 tot 45 jaar;2065;446485
317;Totaal over alle leeftijden ;40 tot 45 jaar;2066;447660
318;Totaal over alle leeftijden ;40 tot 45 jaar;2067;447366
319;Totaal over alle leeftijden ;40 tot 45 jaar;2068;449737
320;Totaal over alle leeftijden ;40 tot 45 jaar;2069;453151
321;Totaal over alle leeftijden ;40 tot 45 jaar;2070;457077
322;Totaal over alle leeftijden ;45 tot 50 jaar;2025;408431
323;Totaal over alle leeftijden ;45 tot 50 jaar;2026;411844
324;Totaal over alle leeftijden ;45 tot 50 jaar;2027;415711
325;Totaal over alle leeftijden ;45 tot 50 jaar;2028;418563
326;Totaal over alle leeftijden ;45 tot 50 jaar;2029;421011
327;Totaal over alle leeftijden ;45 tot 50 jaar;2030;423834
328;Totaal over alle leeftijden ;45 tot 50 jaar;2031;426012
329;Totaal over alle leeftijden ;45 tot 50 jaar;2032;429113
330;Totaal over alle leeftijden ;45 tot 50 jaar;2033;432904
331;Totaal over alle leeftijden ;45 tot 50 jaar;2034;436824
332;Totaal over alle leeftijden ;45 tot 50 jaar;2035;440119
333;Totaal over alle leeftijden ;45 tot 50 jaar;2036;443227
334;Totaal over alle leeftijden ;45 tot 50 jaar;2037;445318
335;Totaal over alle leeftijden ;45 tot 50 jaar;2038;447866
336;Totaal over alle leeftijden ;45 tot 50 jaar;2039;451087
337;Totaal over alle leeftijden ;45 tot 50 jaar;2040;454218
338;Totaal over alle leeftijden ;45 tot 50 jaar;2041;456290
339;Totaal over alle leeftijden ;45 tot 50 jaar;2042;458299
340;Totaal over alle leeftijden ;45 tot 50 jaar;2043;461334
341;Totaal over alle leeftijden ;45 tot 50 jaar;2044;465367
342;Totaal over alle leeftijden ;45 tot 50 jaar;2045;469400
343;Totaal over alle leeftijden ;45 tot 50 jaar;2046;474321
344;Totaal over alle leeftijden ;45 tot 50 jaar;2047;478912
345;Totaal over alle leeftijden ;45 tot 50 jaar;2048;482549
346;Totaal over alle leeftijden ;45 tot 50 jaar;2049;484888
347;Totaal over alle leeftijden ;45 tot 50 jaar;2050;486209
348;Totaal over alle leeftijden ;45 tot 50 jaar;2051;485418
349;Totaal over alle leeftijden ;45 tot 50 jaar;2052;484225
350;Totaal over alle leeftijden ;45 tot 50 jaar;2053;482354
351;Totaal over alle leeftijden ;45 tot 50 jaar;2054;480329
352;Totaal over alle leeftijden ;45 tot 50 jaar;2055;479290
353;Totaal over alle leeftijden ;45 tot 50 jaar;2056;478809
354;Totaal over alle leeftijden ;45 tot 50 jaar;2057;478387
355;Totaal over alle leeftijden ;45 tot 50 jaar;2058;477425
356;Totaal over alle leeftijden ;45 tot 50 jaar;2059;475200
357;Totaal over alle leeftijden ;45 tot 50 jaar;2060;473390
358;Totaal over alle leeftijden ;45 tot 50 jaar;2061;471011
359;Totaal over alle leeftijden ;45 tot 50 jaar;2062;470472
360;Totaal over alle leeftijden ;45 tot 50 jaar;2063;469463
361;Totaal over alle leeftijden ;45 tot 50 jaar;2064;469004
362;Totaal over alle leeftijden ;45 tot 50 jaar;2065;467820
363;Totaal over alle leeftijden ;45 tot 50 jaar;2066;467499
364;Totaal over alle leeftijden ;45 tot 50 jaar;2067;468233
365;Totaal over alle leeftijden ;45 tot 50 jaar;2068;468507
366;Totaal over alle leeftijden ;45 tot 50 jaar;2069;469006
367;Totaal over alle leeftijden ;45 tot 50 jaar;2070;469681
368;Totaal over alle leeftijden ;50 tot 55 jaar;2025;436709
369;Totaal over alle leeftijden ;50 tot 55 jaar;2026;429205
370;Totaal over alle leeftijden ;50 tot 55 jaar;2027;423962
371;Totaal over alle leeftijden ;50 tot 55 jaar;2028;420365
372;Totaal over alle leeftijden ;50 tot 55 jaar;2029;419997
373;Totaal over alle leeftijden ;50 tot 55 jaar;2030;420988
374;Totaal over alle leeftijden ;50 tot 55 jaar;2031;424405
375;Totaal over alle leeftijden ;50 tot 55 jaar;2032;428183
376;Totaal over alle leeftijden ;50 tot 55 jaar;2033;431028
377;Totaal over alle leeftijden ;50 tot 55 jaar;2034;433438
378;Totaal over alle leeftijden ;50 tot 55 jaar;2035;436647
379;Totaal over alle leeftijden ;50 tot 55 jaar;2036;439663
380;Totaal over alle leeftijden ;50 tot 55 jaar;2037;443660
381;Totaal over alle leeftijden ;50 tot 55 jaar;2038;448268
382;Totaal over alle leeftijden ;50 tot 55 jaar;2039;453152
383;Totaal over alle leeftijden ;50 tot 55 jaar;2040;457508
384;Totaal over alle leeftijden ;50 tot 55 jaar;2041;462014
385;Totaal over alle leeftijden ;50 tot 55 jaar;2042;465708
386;Totaal over alle leeftijden ;50 tot 55 jaar;2043;469824
387;Totaal over alle leeftijden ;50 tot 55 jaar;2044;474717
388;Totaal over alle leeftijden ;50 tot 55 jaar;2045;479617
389;Totaal over alle leeftijden ;50 tot 55 jaar;2046;483358
390;Totaal over alle leeftijden ;50 tot 55 jaar;2047;486741
391;Totaal over alle leeftijden ;50 tot 55 jaar;2048;490994
392;Totaal over alle leeftijden ;50 tot 55 jaar;2049;496259
393;Totaal over alle leeftijden ;50 tot 55 jaar;2050;501345
394;Totaal over alle leeftijden ;50 tot 55 jaar;2051;507101
395;Totaal over alle leeftijden ;50 tot 55 jaar;2052;512164
396;Totaal over alle leeftijden ;50 tot 55 jaar;2053;515991
397;Totaal over alle leeftijden ;50 tot 55 jaar;2054;518356
398;Totaal over alle leeftijden ;50 tot 55 jaar;2055;519546
399;Totaal over alle leeftijden ;50 tot 55 jaar;2056;518497
400;Totaal over alle leeftijden ;50 tot 55 jaar;2057;517060
401;Totaal over alle leeftijden ;50 tot 55 jaar;2058;514884
402;Totaal over alle leeftijden ;50 tot 55 jaar;2059;512629
403;Totaal over alle leeftijden ;50 tot 55 jaar;2060;511461
404;Totaal over alle leeftijden ;50 tot 55 jaar;2061;510786
405;Totaal over alle leeftijden ;50 tot 55 jaar;2062;510241
406;Totaal over alle leeftijden ;50 tot 55 jaar;2063;509084
407;Totaal over alle leeftijden ;50 tot 55 jaar;2064;506692
408;Totaal over alle leeftijden ;50 tot 55 jaar;2065;504917
409;Totaal over alle leeftijden ;50 tot 55 jaar;2066;502597
410;Totaal over alle leeftijden ;50 tot 55 jaar;2067;502266
411;Totaal over alle leeftijden ;50 tot 55 jaar;2068;501364
412;Totaal over alle leeftijden ;50 tot 55 jaar;2069;500979
413;Totaal over alle leeftijden ;50 tot 55 jaar;2070;499965
414;Totaal over alle leeftijden ;55 tot 60 jaar;2025;343996
415;Totaal over alle leeftijden ;55 tot 60 jaar;2026;342821
416;Totaal over alle leeftijden ;55 tot 60 jaar;2027;341730
417;Totaal over alle leeftijden ;55 tot 60 jaar;2028;340246
418;Totaal over alle leeftijden ;55 tot 60 jaar;2029;337021
419;Totaal over alle leeftijden ;55 tot 60 jaar;2030;332486
420;Totaal over alle leeftijden ;55 tot 60 jaar;2031;328594
421;Totaal over alle leeftijden ;55 tot 60 jaar;2032;325662
422;Totaal over alle leeftijden ;55 tot 60 jaar;2033;323507
423;Totaal over alle leeftijden ;55 tot 60 jaar;2034;323486
424;Totaal over alle leeftijden ;55 tot 60 jaar;2035;324492
425;Totaal over alle leeftijden ;55 tot 60 jaar;2036;327584
426;Totaal over alle leeftijden ;55 tot 60 jaar;2037;330728
427;Totaal over alle leeftijden ;55 tot 60 jaar;2038;332931
428;Totaal over alle leeftijden ;55 tot 60 jaar;2039;335221
