ID;LeeftijdJongsteKind;LeeftijdReferentiepersoon;Perioden;HuishoudensMetKinderen_1
0;Totaal over alle leeftijden ;Totaal;2025;2656070
1;Totaal over alle leeftijden ;Totaal;2026;2660260
2;Totaal over alle leeftijden ;Totaal;2027;2666959
3;Totaal over alle leeftijden ;Totaal;2028;2673636
4;Totaal over alle leeftijden ;Totaal;2029;2681271
5;Totaal over alle leeftijden ;Totaal;2030;2690742
6;Totaal over alle leeftijden ;Totaal;2031;2701554
7;Totaal over alle leeftijden ;Totaal;2032;2713924
8;Totaal over alle leeftijden ;Totaal;2033;2727811
9;Totaal over alle leeftijden ;Totaal;2034;2742774
10;Totaal over alle leeftijden ;Totaal;2035;2758283
11;Totaal over alle leeftijden ;Totaal;2036;2776086
12;Totaal over alle leeftijden ;Totaal;2037;2793026
13;Totaal over alle leeftijden ;Totaal;2038;2809359
14;Totaal over alle leeftijden ;Totaal;2039;2826795
15;Totaal over alle leeftijden ;Totaal;2040;2844127
16;Totaal over alle leeftijden ;Totaal;2041;2860953
17;Totaal over alle leeftijden ;Totaal;2042;2879051
18;Totaal over alle leeftijden ;Totaal;2043;2896499
19;Totaal over alle leeftijden ;Totaal;2044;2913342
20;Totaal over alle leeftijden ;Totaal;2045;2929911
21;Totaal over alle leeftijden ;Totaal;2046;2947089
22;Totaal over alle leeftijden ;Totaal;2047;2963135
23;Totaal over alle leeftijden ;Totaal;2048;2978358
24;Totaal over alle leeftijden ;Totaal;2049;2993073
25;Totaal over alle leeftijden ;Totaal;2050;3007155
26;Totaal over alle leeftijden ;Totaal;2051;3020451
27;Totaal over alle leeftijden ;Totaal;2052;3032488
28;Totaal over alle leeftijden ;Totaal;2053;3043529
29;Totaal over alle leeftijden ;Totaal;2054;3052816
30;Totaal over alle leeftijden ;Totaal;2055;3061036
31;Totaal over alle leeftijden ;Totaal;2056;3068098
32;Totaal over alle leeftijden ;Totaal;2057;3074051
33;Totaal over alle leeftijden ;Totaal;2058;3079019
34;Totaal over alle leeftijden ;Totaal;2059;3083250
35;Totaal over alle leeftijden ;Totaal;2060;3086971
36;Totaal over alle leeftijden ;Totaal;2061;3090487
37;Totaal over alle leeftijden ;Totaal;2062;3094036
38;Totaal over alle leeftijden ;Totaal;2063;3097792
39;Totaal over alle leeftijden ;Totaal;2064;3101919
40;Totaal over alle leeftijden ;Totaal;2065;3106494
41;Totaal over alle leeftijden ;Totaal;2066;3111573
42;Totaal over alle leeftijden ;Totaal;2067;3117169
43;Totaal over alle leeftijden ;Totaal;2068;3123309
44;Totaal over alle leeftijden ;Totaal;2069;3129935
45;Totaal over alle leeftijden ;Totaal;2070;3137027
46;Totaal over alle leeftijden ;15 tot 20 jaar;2025;588
47;Totaal over alle leeftijden ;15 tot 20 jaar;2026;620
48;Totaal over alle leeftijden ;15 tot 20 jaar;2027;616
49;Totaal over alle leeftijden ;15 tot 20 jaar;2028;618
50;Totaal over alle leeftijden ;15 tot 20 jaar;2029;618
51;Totaal over alle leeftijden ;15 tot 20 jaar;2030;624
52;Totaal over alle leeftijden ;15 tot 20 jaar;2031;630
53;Totaal over alle leeftijden ;15 tot 20 jaar;2032;639
54;Totaal over alle leeftijden ;15 tot 20 jaar;2033;643
55;Totaal over alle leeftijden ;15 tot 20 jaar;2034;650
56;Totaal over alle leeftijden ;15 tot 20 jaar;2035;648
57;Totaal over alle leeftijden ;15 tot 20 jaar;2036;648
58;Totaal over alle leeftijden ;15 tot 20 jaar;2037;647
59;Totaal over alle leeftijden ;15 tot 20 jaar;2038;650
60;Totaal over alle leeftijden ;15 tot 20 jaar;2039;648
61;Totaal over alle leeftijden ;15 tot 20 jaar;2040;651
62;Totaal over alle leeftijden ;15 tot 20 jaar;2041;649
63;Totaal over alle leeftijden ;15 tot 20 jaar;2042;641
64;Totaal over alle leeftijden ;15 tot 20 jaar;2043;636
65;Totaal over alle leeftijden ;15 tot 20 jaar;2044;636
66;Totaal over alle leeftijden ;15 tot 20 jaar;2045;633
67;Totaal over alle leeftijden ;15 tot 20 jaar;2046;632
68;Totaal over alle leeftijden ;15 tot 20 jaar;2047;634
69;Totaal over alle leeftijden ;15 tot 20 jaar;2048;635
70;Totaal over alle leeftijden ;15 tot 20 jaar;2049;638
71;Totaal over alle leeftijden ;15 tot 20 jaar;2050;639
72;Totaal over alle leeftijden ;15 tot 20 jaar;2051;642
73;Totaal over alle leeftijden ;15 tot 20 jaar;2052;642
74;Totaal over alle leeftijden ;15 tot 20 jaar;2053;643
75;Totaal over alle leeftijden ;15 tot 20 jaar;2054;643
76;Totaal over alle leeftijden ;15 tot 20 jaar;2055;642
77;Totaal over alle leeftijden ;15 tot 20 jaar;2056;641
78;Totaal over alle leeftijden ;15 tot 20 jaar;2057;640
79;Totaal over alle leeftijden ;15 tot 20 jaar;2058;639
80;Totaal over alle leeftijden ;15 tot 20 jaar;2059;636
81;Totaal over alle leeftijden ;15 tot 20 jaar;2060;634
82;Totaal over alle leeftijden ;15 tot 20 jaar;2061;630
83;Totaal over alle leeftijden ;15 tot 20 jaar;2062;628
84;Totaal over alle leeftijden ;15 tot 20 jaar;2063;623
85;Totaal over alle leeftijden ;15 tot 20 jaar;2064;622
86;Totaal over alle leeftijden ;15 tot 20 jaar;2065;620
87;Totaal over alle leeftijden ;15 tot 20 jaar;2066;617
88;Totaal over alle leeftijden ;15 tot 20 jaar;2067;615
89;Totaal over alle leeftijden ;15 tot 20 jaar;2068;614
90;Totaal over alle leeftijden ;15 tot 20 jaar;2069;613
91;Totaal over alle leeftijden ;15 tot 20 jaar;2070;612
92;Totaal over alle leeftijden ;20 tot 25 jaar;2025;11555
93;Totaal over alle leeftijden ;20 tot 25 jaar;2026;12111
94;Totaal over alle leeftijden ;20 tot 25 jaar;2027;12550
95;Totaal over alle leeftijden ;20 tot 25 jaar;2028;12866
96;Totaal over alle leeftijden ;20 tot 25 jaar;2029;13004
97;Totaal over alle leeftijden ;20 tot 25 jaar;2030;13034
98;Totaal over alle leeftijden ;20 tot 25 jaar;2031;13120
99;Totaal over alle leeftijden ;20 tot 25 jaar;2032;13247
100;Totaal over alle leeftijden ;20 tot 25 jaar;2033;13395
101;Totaal over alle leeftijden ;20 tot 25 jaar;2034;13470
102;Totaal over alle leeftijden ;20 tot 25 jaar;2035;13511
103;Totaal over alle leeftijden ;20 tot 25 jaar;2036;13499
104;Totaal over alle leeftijden ;20 tot 25 jaar;2037;13505
105;Totaal over alle leeftijden ;20 tot 25 jaar;2038;13492
106;Totaal over alle leeftijden ;20 tot 25 jaar;2039;13521
107;Totaal over alle leeftijden ;20 tot 25 jaar;2040;13446
108;Totaal over alle leeftijden ;20 tot 25 jaar;2041;13401
109;Totaal over alle leeftijden ;20 tot 25 jaar;2042;13355
110;Totaal over alle leeftijden ;20 tot 25 jaar;2043;13330
111;Totaal over alle leeftijden ;20 tot 25 jaar;2044;13305
112;Totaal over alle leeftijden ;20 tot 25 jaar;2045;13254
113;Totaal over alle leeftijden ;20 tot 25 jaar;2046;13215
114;Totaal over alle leeftijden ;20 tot 25 jaar;2047;13009
115;Totaal over alle leeftijden ;20 tot 25 jaar;2048;12942
116;Totaal over alle leeftijden ;20 tot 25 jaar;2049;12927
117;Totaal over alle leeftijden ;20 tot 25 jaar;2050;12932
118;Totaal over alle leeftijden ;20 tot 25 jaar;2051;12970
119;Totaal over alle leeftijden ;20 tot 25 jaar;2052;13014
120;Totaal over alle leeftijden ;20 tot 25 jaar;2053;13091
121;Totaal over alle leeftijden ;20 tot 25 jaar;2054;13172
122;Totaal over alle leeftijden ;20 tot 25 jaar;2055;13247
123;Totaal over alle leeftijden ;20 tot 25 jaar;2056;13305
124;Totaal over alle leeftijden ;20 tot 25 jaar;2057;13353
125;Totaal over alle leeftijden ;20 tot 25 jaar;2058;13389
126;Totaal over alle leeftijden ;20 tot 25 jaar;2059;13414
127;Totaal over alle leeftijden ;20 tot 25 jaar;2060;13424
128;Totaal over alle leeftijden ;20 tot 25 jaar;2061;13419
129;Totaal over alle leeftijden ;20 tot 25 jaar;2062;13401
130;Totaal over alle leeftijden ;20 tot 25 jaar;2063;13369
131;Totaal over alle leeftijden ;20 tot 25 jaar;2064;13331
132;Totaal over alle leeftijden ;20 tot 25 jaar;2065;13291
133;Totaal over alle leeftijden ;20 tot 25 jaar;2066;13247
134;Totaal over alle leeftijden ;20 tot 25 jaar;2067;13200
135;Totaal over alle leeftijden ;20 tot 25 jaar;2068;13158
136;Totaal over alle leeftijden ;20 tot 25 jaar;2069;13118
137;Totaal over alle leeftijden ;20 tot 25 jaar;2070;13080
138;Totaal over alle leeftijden ;25 tot 30 jaar;2025;68471
139;Totaal over alle leeftijden ;25 tot 30 jaar;2026;69437
140;Totaal over alle leeftijden ;25 tot 30 jaar;2027;70841
141;Totaal over alle leeftijden ;25 tot 30 jaar;2028;72333
142;Totaal over alle leeftijden ;25 tot 30 jaar;2029;73614
143;Totaal over alle leeftijden ;25 tot 30 jaar;2030;74917
144;Totaal over alle leeftijden ;25 tot 30 jaar;2031;75589
145;Totaal over alle leeftijden ;25 tot 30 jaar;2032;76232
146;Totaal over alle leeftijden ;25 tot 30 jaar;2033;76678
147;Totaal over alle leeftijden ;25 tot 30 jaar;2034;76872
148;Totaal over alle leeftijden ;25 tot 30 jaar;2035;77050
149;Totaal over alle leeftijden ;25 tot 30 jaar;2036;77401
150;Totaal over alle leeftijden ;25 tot 30 jaar;2037;77779
151;Totaal over alle leeftijden ;25 tot 30 jaar;2038;78106
152;Totaal over alle leeftijden ;25 tot 30 jaar;2039;78084
153;Totaal over alle leeftijden ;25 tot 30 jaar;2040;77910
154;Totaal over alle leeftijden ;25 tot 30 jaar;2041;77492
155;Totaal over alle leeftijden ;25 tot 30 jaar;2042;77228
156;Totaal over alle leeftijden ;25 tot 30 jaar;2043;76981
157;Totaal over alle leeftijden ;25 tot 30 jaar;2044;76886
158;Totaal over alle leeftijden ;25 tot 30 jaar;2045;76407
159;Totaal over alle leeftijden ;25 tot 30 jaar;2046;76131
160;Totaal over alle leeftijden ;25 tot 30 jaar;2047;75850
161;Totaal over alle leeftijden ;25 tot 30 jaar;2048;75612
162;Totaal over alle leeftijden ;25 tot 30 jaar;2049;75404
163;Totaal over alle leeftijden ;25 tot 30 jaar;2050;75103
164;Totaal over alle leeftijden ;25 tot 30 jaar;2051;74912
165;Totaal over alle leeftijden ;25 tot 30 jaar;2052;74073
166;Totaal over alle leeftijden ;25 tot 30 jaar;2053;73937
167;Totaal over alle leeftijden ;25 tot 30 jaar;2054;74078
168;Totaal over alle leeftijden ;25 tot 30 jaar;2055;74336
169;Totaal over alle leeftijden ;25 tot 30 jaar;2056;74774
170;Totaal over alle leeftijden ;25 tot 30 jaar;2057;75238
171;Totaal over alle leeftijden ;25 tot 30 jaar;2058;75866
172;Totaal over alle leeftijden ;25 tot 30 jaar;2059;76526
173;Totaal over alle leeftijden ;25 tot 30 jaar;2060;77134
174;Totaal over alle leeftijden ;25 tot 30 jaar;2061;77665
175;Totaal over alle leeftijden ;25 tot 30 jaar;2062;78102
176;Totaal over alle leeftijden ;25 tot 30 jaar;2063;78475
177;Totaal over alle leeftijden ;25 tot 30 jaar;2064;78775
178;Totaal over alle leeftijden ;25 tot 30 jaar;2065;78973
179;Totaal over alle leeftijden ;25 tot 30 jaar;2066;79068
180;Totaal over alle leeftijden ;25 tot 30 jaar;2067;79073
181;Totaal over alle leeftijden ;25 tot 30 jaar;2068;79016
182;Totaal over alle leeftijden ;25 tot 30 jaar;2069;78926
183;Totaal over alle leeftijden ;25 tot 30 jaar;2070;78798
184;Totaal over alle leeftijden ;30 tot 35 jaar;2025;234241
185;Totaal over alle leeftijden ;30 tot 35 jaar;2026;231479
186;Totaal over alle leeftijden ;30 tot 35 jaar;2027;229470
187;Totaal over alle leeftijden ;30 tot 35 jaar;2028;228918
188;Totaal over alle leeftijden ;30 tot 35 jaar;2029;229330
189;Totaal over alle leeftijden ;30 tot 35 jaar;2030;230499
190;Totaal over alle leeftijden ;30 tot 35 jaar;2031;232900
191;Totaal over alle leeftijden ;30 tot 35 jaar;2032;236218
192;Totaal over alle leeftijden ;30 tot 35 jaar;2033;239532
193;Totaal over alle leeftijden ;30 tot 35 jaar;2034;242115
194;Totaal over alle leeftijden ;30 tot 35 jaar;2035;244268
195;Totaal over alle leeftijden ;30 tot 35 jaar;2036;245065
196;Totaal over alle leeftijden ;30 tot 35 jaar;2037;245785
197;Totaal over alle leeftijden ;30 tot 35 jaar;2038;246067
198;Totaal over alle leeftijden ;30 tot 35 jaar;2039;245940
199;Totaal over alle leeftijden ;30 tot 35 jaar;2040;245968
200;Totaal over alle leeftijden ;30 tot 35 jaar;2041;246276
201;Totaal over alle leeftijden ;30 tot 35 jaar;2042;246593
202;Totaal over alle leeftijden ;30 tot 35 jaar;2043;246711
203;Totaal over alle leeftijden ;30 tot 35 jaar;2044;245961
204;Totaal over alle leeftijden ;30 tot 35 jaar;2045;244990
205;Totaal over alle leeftijden ;30 tot 35 jaar;2046;243619
206;Totaal over alle leeftijden ;30 tot 35 jaar;2047;242809
207;Totaal over alle leeftijden ;30 tot 35 jaar;2048;242088
208;Totaal over alle leeftijden ;30 tot 35 jaar;2049;241765
209;Totaal over alle leeftijden ;30 tot 35 jaar;2050;240625
210;Totaal over alle leeftijden ;30 tot 35 jaar;2051;240061
211;Totaal over alle leeftijden ;30 tot 35 jaar;2052;239564
212;Totaal over alle leeftijden ;30 tot 35 jaar;2053;239166
213;Totaal over alle leeftijden ;30 tot 35 jaar;2054;238887
214;Totaal over alle leeftijden ;30 tot 35 jaar;2055;238493
215;Totaal over alle leeftijden ;30 tot 35 jaar;2056;238464
216;Totaal over alle leeftijden ;30 tot 35 jaar;2057;237100
217;Totaal over alle leeftijden ;30 tot 35 jaar;2058;237622
218;Totaal over alle leeftijden ;30 tot 35 jaar;2059;238908
219;Totaal over alle leeftijden ;30 tot 35 jaar;2060;240560
220;Totaal over alle leeftijden ;30 tot 35 jaar;2061;242701
221;Totaal over alle leeftijden ;30 tot 35 jaar;2062;244939
222;Totaal over alle leeftijden ;30 tot 35 jaar;2063;247491
223;Totaal over alle leeftijden ;30 tot 35 jaar;2064;250050
224;Totaal over alle leeftijden ;30 tot 35 jaar;2065;252364
225;Totaal over alle leeftijden ;30 tot 35 jaar;2066;254354
226;Totaal over alle leeftijden ;30 tot 35 jaar;2067;255980
227;Totaal over alle leeftijden ;30 tot 35 jaar;2068;257341
228;Totaal over alle leeftijden ;30 tot 35 jaar;2069;258424
229;Totaal over alle leeftijden ;30 tot 35 jaar;2070;259159
230;Totaal over alle leeftijden ;35 tot 40 jaar;2025;374752
231;Totaal over alle leeftijden ;35 tot 40 jaar;2026;374874
232;Totaal over alle leeftijden ;35 tot 40 jaar;2027;373433
233;Totaal over alle leeftijden ;35 tot 40 jaar;2028;372468
234;Totaal over alle leeftijden ;35 tot 40 jaar;2029;372103
235;Totaal over alle leeftijden ;35 tot 40 jaar;2030;372287
236;Totaal over alle leeftijden ;35 tot 40 jaar;2031;372097
237;Totaal over alle leeftijden ;35 tot 40 jaar;2032;372500
238;Totaal over alle leeftijden ;35 tot 40 jaar;2033;374255
239;Totaal over alle leeftijden ;35 tot 40 jaar;2034;377077
240;Totaal over alle leeftijden ;35 tot 40 jaar;2035;380230
241;Totaal over alle leeftijden ;35 tot 40 jaar;2036;384596
242;Totaal over alle leeftijden ;35 tot 40 jaar;2037;389233
243;Totaal over alle leeftijden ;35 tot 40 jaar;2038;393243
244;Totaal over alle leeftijden ;35 tot 40 jaar;2039;396012
245;Totaal over alle leeftijden ;35 tot 40 jaar;2040;397959
246;Totaal over alle leeftijden ;35 tot 40 jaar;2041;398067
247;Totaal over alle leeftijden ;35 tot 40 jaar;2042;397938
248;Totaal over alle leeftijden ;35 tot 40 jaar;2043;397174
249;Totaal over alle leeftijden ;35 tot 40 jaar;2044;395969
250;Totaal over alle leeftijden ;35 tot 40 jaar;2045;395297
251;Totaal over alle leeftijden ;35 tot 40 jaar;2046;395145
252;Totaal over alle leeftijden ;35 tot 40 jaar;2047;394981
253;Totaal over alle leeftijden ;35 tot 40 jaar;2048;394477
254;Totaal over alle leeftijden ;35 tot 40 jaar;2049;392833
255;Totaal over alle leeftijden ;35 tot 40 jaar;2050;391254
256;Totaal over alle leeftijden ;35 tot 40 jaar;2051;389178
257;Totaal over alle leeftijden ;35 tot 40 jaar;2052;388308
258;Totaal over alle leeftijden ;35 tot 40 jaar;2053;387415
259;Totaal over alle leeftijden ;35 tot 40 jaar;2054;386980
260;Totaal over alle leeftijden ;35 tot 40 jaar;2055;385653
261;Totaal over alle leeftijden ;35 tot 40 jaar;2056;385046
262;Totaal over alle leeftijden ;35 tot 40 jaar;2057;384945
263;Totaal over alle leeftijden ;35 tot 40 jaar;2058;384750
264;Totaal over alle leeftijden ;35 tot 40 jaar;2059;384774
265;Totaal over alle leeftijden ;35 tot 40 jaar;2060;384835
266;Totaal over alle leeftijden ;35 tot 40 jaar;2061;385474
267;Totaal over alle leeftijden ;35 tot 40 jaar;2062;384693
268;Totaal over alle leeftijden ;35 tot 40 jaar;2063;386453
269;Totaal over alle leeftijden ;35 tot 40 jaar;2064;389260
270;Totaal over alle leeftijden ;35 tot 40 jaar;2065;392556
271;Totaal over alle leeftijden ;35 tot 40 jaar;2066;396416
272;Totaal over alle leeftijden ;35 tot 40 jaar;2067;400322
273;Totaal over alle leeftijden ;35 tot 40 jaar;2068;404456
