ID;LeeftijdOp31December;BurgerlijkeStaat;Perioden;TotaalOverledenen_1;SterftePer1000Inwoners_2;OverledenMannen_3;SterftePer1000Mannen_4;OverledenVrouwen_5;SterftePer1000Vrouwen_6
1984;5 jaar;Totaal overledenen;1984;41.0;0.233;28.0;0.311;13.0;0.151
1985;5 jaar;Totaal overledenen;1985;42.0;0.231;20.0;0.215;22.0;0.248
1986;5 jaar;Totaal overledenen;1986;40.0;0.224;20.0;0.22;20.0;0.228
1987;5 jaar;Totaal overledenen;1987;30.0;0.174;19.0;0.215;11.0;0.13
1988;5 jaar;Totaal overledenen;1988;34.0;0.198;21.0;0.24;13.0;0.155
1989;5 jaar;Totaal overledenen;1989;40.0;0.227;25.0;0.277;15.0;0.174
1990;5 jaar;Totaal overledenen;1990;41.0;0.227;23.0;0.25;18.0;0.204
1991;5 jaar;Totaal overledenen;1991;36.0;0.193;20.0;0.211;16.0;0.174
1992;5 jaar;Totaal overledenen;1992;39.0;0.206;21.0;0.217;18.0;0.195
1993;5 jaar;Totaal overledenen;1993;33.0;0.175;14.0;0.145;19.0;0.206
1994;5 jaar;Totaal overledenen;1994;31.0;0.162;19.0;0.195;12.0;0.128
1995;5 jaar;Totaal overledenen;1995;43.0;0.215;28.0;0.273;15.0;0.154
1996;5 jaar;Totaal overledenen;1996;42.0;0.209;26.0;0.254;16.0;0.163
1997;5 jaar;Totaal overledenen;1997;29.0;0.146;16.0;0.157;13.0;0.134
1998;5 jaar;Totaal overledenen;1998;27.0;0.137;16.0;0.159;11.0;0.114
1999;5 jaar;Totaal overledenen;1999;32.0;0.161;23.0;0.227;9.0;0.093
2000;5 jaar;Totaal overledenen;2000;33.0;0.17;14.0;0.141;19.0;0.201
2001;5 jaar;Totaal overledenen;2001;27.0;0.139;18.0;0.18;9.0;0.096
2002;5 jaar;Totaal overledenen;2002;28.0;0.143;14.0;0.14;14.0;0.146
2003;5 jaar;Totaal overledenen;2003;39.0;0.193;24.0;0.232;15.0;0.152
2004;5 jaar;Totaal overledenen;2004;20.0;0.098;12.0;0.115;8.0;0.081
2005;5 jaar;Totaal overledenen;2005;24.0;0.116;10.0;0.094;14.0;0.138
2006;5 jaar;Totaal overledenen;2006;21.0;0.103;13.0;0.125;8.0;0.08
2007;5 jaar;Totaal overledenen;2007;27.0;0.134;19.0;0.184;8.0;0.081
2008;5 jaar;Totaal overledenen;2008;19.0;0.095;13.0;0.127;6.0;0.061
2009;5 jaar;Totaal overledenen;2009;17.0;0.088;5.0;0.051;12.0;0.127
2010;5 jaar;Totaal overledenen;2010;21.0;0.112;10.0;0.104;11.0;0.12
2011;5 jaar;Totaal overledenen;2011;13.0;0.07;9.0;0.094;4.0;0.044
2012;5 jaar;Totaal overledenen;2012;19.0;0.104;12.0;0.129;7.0;0.078
2013;5 jaar;Totaal overledenen;2013;16.0;0.086;9.0;0.094;7.0;0.077
2014;5 jaar;Totaal overledenen;2014;13.0;0.07;6.0;0.063;7.0;0.077
2015;5 jaar;Ongehuwd;1950;208.0;1.077;116.0;1.172;92.0;0.976
2016;5 jaar;Ongehuwd;1951;255.0;0.946;154.0;1.112;101.0;0.77
2017;5 jaar;Ongehuwd;1952;245.0;0.96;144.0;1.102;101.0;0.811
2018;5 jaar;Ongehuwd;1953;224.0;0.943;133.0;1.087;91.0;0.79
2019;5 jaar;Ongehuwd;1954;165.0;0.727;90.0;0.771;75.0;0.679
2020;5 jaar;Ongehuwd;1955;140.0;0.636;81.0;0.715;59.0;0.551
2021;5 jaar;Ongehuwd;1956;148.0;0.677;81.0;0.721;67.0;0.63
2022;5 jaar;Ongehuwd;1957;184.0;0.826;114.0;0.996;70.0;0.646
2023;5 jaar;Ongehuwd;1958;127.0;0.575;77.0;0.679;50.0;0.465
2024;5 jaar;Ongehuwd;1959;178.0;0.8;112.0;0.978;66.0;0.611
2025;5 jaar;Ongehuwd;1960;186.0;0.834;123.0;1.079;63.0;0.578
2026;5 jaar;Ongehuwd;1961;145.0;0.642;78.0;0.673;67.0;0.609
2027;5 jaar;Ongehuwd;1962;155.0;0.677;98.0;0.835;57.0;0.511
2028;5 jaar;Ongehuwd;1963;150.0;0.647;90.0;0.758;60.0;0.531
2029;5 jaar;Ongehuwd;1964;167.0;0.704;97.0;0.801;70.0;0.603
2030;5 jaar;Ongehuwd;1965;157.0;0.67;95.0;0.792;62.0;0.542
2031;5 jaar;Ongehuwd;1966;127.0;0.523;83.0;0.67;44.0;0.37
2032;5 jaar;Ongehuwd;1967;128.0;0.53;77.0;0.625;51.0;0.432
2033;5 jaar;Ongehuwd;1968;157.0;0.641;99.0;0.788;58.0;0.486
2034;5 jaar;Ongehuwd;1969;154.0;0.624;93.0;0.735;61.0;0.508
2035;5 jaar;Ongehuwd;1970;142.0;0.589;89.0;0.719;53.0;0.451
2036;5 jaar;Ongehuwd;1971;129.0;0.546;81.0;0.671;48.0;0.416
2037;5 jaar;Ongehuwd;1972;117.0;0.495;70.0;0.578;47.0;0.408
2038;5 jaar;Ongehuwd;1973;103.0;0.437;65.0;0.541;38.0;0.33
2039;5 jaar;Ongehuwd;1974;106.0;0.43;65.0;0.515;41.0;0.341
2040;5 jaar;Ongehuwd;1975;99.0;0.414;53.0;0.433;46.0;0.393
2041;5 jaar;Ongehuwd;1976;91.0;0.399;55.0;0.47;36.0;0.324
2042;5 jaar;Ongehuwd;1977;80.0;0.371;51.0;0.464;29.0;0.274
2043;5 jaar;Ongehuwd;1978;83.0;0.421;47.0;0.467;36.0;0.373
2044;5 jaar;Ongehuwd;1979;72.0;0.381;39.0;0.403;33.0;0.358
2045;5 jaar;Ongehuwd;1980;59.0;0.326;33.0;0.357;26.0;0.294
2046;5 jaar;Ongehuwd;1981;59.0;0.329;44.0;0.478;15.0;0.172
2047;5 jaar;Ongehuwd;1982;54.0;0.308;28.0;0.312;26.0;0.303
2048;5 jaar;Ongehuwd;1983;54.0;0.305;31.0;0.342;23.0;0.266
2049;5 jaar;Ongehuwd;1984;41.0;0.233;28.0;0.311;13.0;0.151
2050;5 jaar;Ongehuwd;1985;42.0;0.231;20.0;0.215;22.0;0.248
2051;5 jaar;Ongehuwd;1986;40.0;0.224;20.0;0.22;20.0;0.228
2052;5 jaar;Ongehuwd;1987;30.0;0.174;19.0;0.215;11.0;0.13
2053;5 jaar;Ongehuwd;1988;34.0;0.198;21.0;0.24;13.0;0.155
2054;5 jaar;Ongehuwd;1989;40.0;0.227;25.0;0.277;15.0;0.174
2055;5 jaar;Ongehuwd;1990;41.0;0.227;23.0;0.25;18.0;0.204
2056;5 jaar;Ongehuwd;1991;36.0;0.193;20.0;0.211;16.0;0.174
2057;5 jaar;Ongehuwd;1992;39.0;0.206;21.0;0.217;18.0;0.195
2058;5 jaar;Ongehuwd;1993;33.0;0.175;14.0;0.145;19.0;0.206
2059;5 jaar;Ongehuwd;1994;31.0;0.162;19.0;0.195;12.0;0.128
2060;5 jaar;Ongehuwd;1995;43.0;0.215;28.0;0.273;15.0;0.154
2061;5 jaar;Ongehuwd;1996;42.0;0.209;26.0;0.254;16.0;0.163
2062;5 jaar;Ongehuwd;1997;29.0;0.146;16.0;0.157;13.0;0.134
2063;5 jaar;Ongehuwd;1998;27.0;0.137;16.0;0.159;11.0;0.114
2064;5 jaar;Ongehuwd;1999;32.0;0.161;23.0;0.227;9.0;0.093
2065;5 jaar;Ongehuwd;2000;33.0;0.17;14.0;0.141;19.0;0.201
2066;5 jaar;Ongehuwd;2001;27.0;0.139;18.0;0.18;9.0;0.096
2067;5 jaar;Ongehuwd;2002;28.0;0.143;14.0;0.14;14.0;0.146
2068;5 jaar;Ongehuwd;2003;39.0;0.193;24.0;0.232;15.0;0.152
2069;5 jaar;Ongehuwd;2004;20.0;0.098;12.0;0.115;8.0;0.081
2070;5 jaar;Ongehuwd;2005;24.0;0.116;10.0;0.094;14.0;0.138
2071;5 jaar;Ongehuwd;2006;21.0;0.103;13.0;0.125;8.0;0.08
2072;5 jaar;Ongehuwd;2007;27.0;0.134;19.0;0.184;8.0;0.081
2073;5 jaar;Ongehuwd;2008;19.0;0.095;13.0;0.127;6.0;0.061
2074;5 jaar;Ongehuwd;2009;17.0;0.088;5.0;0.051;12.0;0.127
2075;5 jaar;Ongehuwd;2010;21.0;0.112;10.0;0.104;11.0;0.12
2076;5 jaar;Ongehuwd;2011;13.0;0.07;9.0;0.094;4.0;0.044
2077;5 jaar;Ongehuwd;2012;19.0;0.104;12.0;0.129;7.0;0.078
2078;5 jaar;Ongehuwd;2013;16.0;0.086;9.0;0.094;7.0;0.077
2079;5 jaar;Ongehuwd;2014;13.0;0.07;6.0;0.063;7.0;0.077
2080;5 jaar;Gehuwd;1950;;;;;;
2081;5 jaar;Gehuwd;1951;;;;;;
2082;5 jaar;Gehuwd;1952;;;;;;
2083;5 jaar;Gehuwd;1953;;;;;;
2084;5 jaar;Gehuwd;1954;;;;;;
2085;5 jaar;Gehuwd;1955;;;;;;
2086;5 jaar;Gehuwd;1956;;;;;;
2087;5 jaar;Gehuwd;1957;;;;;;
2088;5 jaar;Gehuwd;1958;;;;;;
2089;5 jaar;Gehuwd;1959;;;;;;
2090;5 jaar;Gehuwd;1960;;;;;;
2091;5 jaar;Gehuwd;1961;;;;;;
2092;5 jaar;Gehuwd;1962;;;;;;
2093;5 jaar;Gehuwd;1963;;;;;;
2094;5 jaar;Gehuwd;1964;;;;;;
2095;5 jaar;Gehuwd;1965;;;;;;
2096;5 jaar;Gehuwd;1966;;;;;;
2097;5 jaar;Gehuwd;1967;;;;;;
2098;5 jaar;Gehuwd;1968;;;;;;
2099;5 jaar;Gehuwd;1969;;;;;;
2100;5 jaar;Gehuwd;1970;;;;;;
2101;5 jaar;Gehuwd;1971;;;;;;
2102;5 jaar;Gehuwd;1972;;;;;;
2103;5 jaar;Gehuwd;1973;;;;;;
2104;5 jaar;Gehuwd;1974;;;;;;
2105;5 jaar;Gehuwd;1975;;;;;;
2106;5 jaar;Gehuwd;1976;;;;;;
2107;5 jaar;Gehuwd;1977;;;;;;
2108;5 jaar;Gehuwd;1978;;;;;;
2109;5 jaar;Gehuwd;1979;;;;;;
2110;5 jaar;Gehuwd;1980;;;;;;
2111;5 jaar;Gehuwd;1981;;;;;;
2112;5 jaar;Gehuwd;1982;;;;;;
2113;5 jaar;Gehuwd;1983;;;;;;
2114;5 jaar;Gehuwd;1984;;;;;;
2115;5 jaar;Gehuwd;1985;;;;;;
2116;5 jaar;Gehuwd;1986;;;;;;
2117;5 jaar;Gehuwd;1987;;;;;;
2118;5 jaar;Gehuwd;1988;;;;;;
2119;5 jaar;Gehuwd;1989;;;;;;
2120;5 jaar;Gehuwd;1990;;;;;;
2121;5 jaar;Gehuwd;1991;;;;;;
2122;5 jaar;Gehuwd;1992;;;;;;
2123;5 jaar;Gehuwd;1993;;;;;;
2124;5 jaar;Gehuwd;1994;;;;;;
2125;5 jaar;Gehuwd;1995;;;;;;
2126;5 jaar;Gehuwd;1996;;;;;;
2127;5 jaar;Gehuwd;1997;;;;;;
2128;5 jaar;Gehuwd;1998;;;;;;
2129;5 jaar;Gehuwd;1999;;;;;;
2130;5 jaar;Gehuwd;2000;;;;;;
2131;5 jaar;Gehuwd;2001;;;;;;
2132;5 jaar;Gehuwd;2002;;;;;;
2133;5 jaar;Gehuwd;2003;;;;;;
2134;5 jaar;Gehuwd;2004;;;;;;
2135;5 jaar;Gehuwd;2005;;;;;;
2136;5 jaar;Gehuwd;2006;;;;;;
2137;5 jaar;Gehuwd;2007;;;;;;
2138;5 jaar;Gehuwd;2008;;;;;;
2139;5 jaar;Gehuwd;2009;;;;;;
2140;5 jaar;Gehuwd;2010;;;;;;
2141;5 jaar;Gehuwd;2011;;;;;;
2142;5 jaar;Gehuwd;2012;;;;;;
2143;5 jaar;Gehuwd;2013;;;;;;
2144;5 jaar;Gehuwd;2014;;;;;;
2145;5 jaar;Verweduwd;1950;;;;;;
2146;5 jaar;Verweduwd;1951;;;;;;
2147;5 jaar;Verweduwd;1952;;;;;;
2148;5 jaar;Verweduwd;1953;;;;;;
2149;5 jaar;Verweduwd;1954;;;;;;
2150;5 jaar;Verweduwd;1955;;;;;;
2151;5 jaar;Verweduwd;1956;;;;;;
2152;5 jaar;Verweduwd;1957;;;;;;
2153;5 jaar;Verweduwd;1958;;;;;;
2154;5 jaar;Verweduwd;1959;;;;;;
2155;5 jaar;Verweduwd;1960;;;;;;
2156;5 jaar;Verweduwd;1961;;;;;;
2157;5 jaar;Verweduwd;1962;;;;;;
2158;5 jaar;Verweduwd;1963;;;;;;
2159;5 jaar;Verweduwd;1964;;;;;;
2160;5 jaar;Verweduwd;1965;;;;;;
2161;5 jaar;Verweduwd;1966;;;;;;
2162;5 jaar;Verweduwd;1967;;;;;;
2163;5 jaar;Verweduwd;1968;;;;;;
2164;5 jaar;Verweduwd;1969;;;;;;
2165;5 jaar;Verweduwd;1970;;;;;;
2166;5 jaar;Verweduwd;1971;;;;;;
2167;5 jaar;Verweduwd;1972;;;;;;
2168;5 jaar;Verweduwd;1973;;;;;;
2169;5 jaar;Verweduwd;1974;;;;;;
2170;5 jaar;Verweduwd;1975;;;;;;
2171;5 jaar;Verweduwd;1976;;;;;;
2172;5 jaar;Verweduwd;1977;;;;;;
2173;5 jaar;Verweduwd;1978;;;;;;
2174;5 jaar;Verweduwd;1979;;;;;;
2175;5 jaar;Verweduwd;1980;;;;;;
2176;5 jaar;Verweduwd;1981;;;;;;
2177;5 jaar;Verweduwd;1982;;;;;;
2178;5 jaar;Verweduwd;1983;;;;;;
2179;5 jaar;Verweduwd;1984;;;;;;
2180;5 jaar;Verweduwd;1985;;;;;;
2181;5 jaar;Verweduwd;1986;;;;;;
2182;5 jaar;Verweduwd;1987;;;;;;
2183;5 jaar;Verweduwd;1988;;;;;;
2184;5 jaar;Verweduwd;1989;;;;;;
2185;5 jaar;Verweduwd;1990;;;;;;
2186;5 jaar;Verweduwd;1991;;;;;;
2187;5 jaar;Verweduwd;1992;;;;;;
2188;5 jaar;Verweduwd;1993;;;;;;
2189;5 jaar;Verweduwd;1994;;;;;;
2190;5 jaar;Verweduwd;1995;;;;;;
2191;5 jaar;Verweduwd;1996;;;;;;
2192;5 jaar;Verweduwd;1997;;;;;;
2193;5 jaar;Verweduwd;1998;;;;;;
2194;5 jaar;Verweduwd;1999;;;;;;
2195;5 jaar;Verweduwd;2000;;;;;;
2196;5 jaar;Verweduwd;2001;;;;;;
2197;5 jaar;Verweduwd;2002;;;;;;
2198;5 jaar;Verweduwd;2003;;;;;;
2199;5 jaar;Verweduwd;2004;;;;;;
2200;5 jaar;Verweduwd;2005;;;;;;
2201;5 jaar;Verweduwd;2006;;;;;;
2202;5 jaar;Verweduwd;2007;;;;;;
2203;5 jaar;Verweduwd;2008;;;;;;
2204;5 jaar;Verweduwd;2009;;;;;;
2205;5 jaar;Verweduwd;2010;;;;;;
2206;5 jaar;Verweduwd;2011;;;;;;
2207;5 jaar;Verweduwd;2012;;;;;;
2208;5 jaar;Verweduwd;2013;;;;;;
2209;5 jaar;Verweduwd;2014;;;;;;
2210;5 jaar;Gescheiden;1950;;;;;;
2211;5 jaar;Gescheiden;1951;;;;;;
2212;5 jaar;Gescheiden;1952;;;;;;
2213;5 jaar;Gescheiden;1953;;;;;;
2214;5 jaar;Gescheiden;1954;;;;;;
2215;5 jaar;Gescheiden;1955;;;;;;
2216;5 jaar;Gescheiden;1956;;;;;;
2217;5 jaar;Gescheiden;1957;;;;;;
2218;5 jaar;Gescheiden;1958;;;;;;
2219;5 jaar;Gescheiden;1959;;;;;;
2220;5 jaar;Gescheiden;1960;;;;;;
2221;5 jaar;Gescheiden;1961;;;;;;
2222;5 jaar;Gescheiden;1962;;;;;;
2223;5 jaar;Gescheiden;1963;;;;;;
2224;5 jaar;Gescheiden;1964;;;;;;
2225;5 jaar;Gescheiden;1965;;;;;;
2226;5 jaar;Gescheiden;1966;;;;;;
2227;5 jaar;Gescheiden;1967;;;;;;
2228;5 jaar;Gescheiden;1968;;;;;;
2229;5 jaar;Gescheiden;1969;;;;;;
2230;5 jaar;Gescheiden;1970;;;;;;
2231;5 jaar;Gescheiden;1971;;;;;;
2232;5 jaar;Gescheiden;1972;;;;;;
2233;5 jaar;Gescheiden;1973;;;;;;
2234;5 jaar;Gescheiden;1974;;;;;;
2235;5 jaar;Gescheiden;1975;;;;;;
2236;5 jaar;Gescheiden;1976;;;;;;
2237;5 jaar;Gescheiden;1977;;;;;;
2238;5 jaar;Gescheiden;1978;;;;;;
2239;5 jaar;Gescheiden;1979;;;;;;
2240;5 jaar;Gescheiden;1980;;;;;;
2241;5 jaar;Gescheiden;1981;;;;;;
2242;5 jaar;Gescheiden;1982;;;;;;
2243;5 jaar;Gescheiden;1983;;;;;;
2244;5 jaar;Gescheiden;1984;;;;;;
2245;5 jaar;Gescheiden;1985;;;;;;
2246;5 jaar;Gescheiden;1986;;;;;;
2247;5 jaar;Gescheiden;1987;;;;;;
2248;5 jaar;Gescheiden;1988;;;;;;
2249;5 jaar;Gescheiden;1989;;;;;;
2250;5 jaar;Gescheiden;1990;;;;;;
2251;5 jaar;Gescheiden;1991;;;;;;
2252;5 jaar;Gescheiden;1992;;;;;;
2253;5 jaar;Gescheiden;1993;;;;;;
2254;5 jaar;Gescheiden;1994;;;;;;
2255;5 jaar;Gescheiden;1995;;;;;;
2256;5 jaar;Gescheiden;1996;;;;;;
2257;5 jaar;Gescheiden;1997;;;;;;
2258;5 jaar;Gescheiden;1998;;;;;;
2259;5 jaar;Gescheiden;1999;;;;;;
2260;5 jaar;Gescheiden;2000;;;;;;
2261;5 jaar;Gescheiden;2001;;;;;;
2262;5 jaar;Gescheiden;2002;;;;;;
2263;5 jaar;Gescheiden;2003;;;;;;
2264;5 jaar;Gescheiden;2004;;;;;;
2265;5 jaar;Gescheiden;2005;;;;;;
2266;5 jaar;Gescheiden;2006;;;;;;
2267;5 jaar;Gescheiden;2007;;;;;;
2268;5 jaar;Gescheiden;2008;;;;;;
2269;5 jaar;Gescheiden;2009;;;;;;
2270;5 jaar;Gescheiden;2010;;;;;;
2271;5 jaar;Gescheiden;2011;;;;;;
2272;5 jaar;Gescheiden;2012;;;;;;
2273;5 jaar;Gescheiden;2013;;;;;;
2274;5 jaar;Gescheiden;2014;;;;;;
2275;6 jaar;Totaal overledenen;1950;150.0;0.735;92.0;0.879;58.0;0.583
2276;6 jaar;Totaal overledenen;1951;151.0;0.785;94.0;0.954;57.0;0.607
2277;6 jaar;Totaal overledenen;1952;188.0;0.701;112.0;0.813;76.0;0.583
2278;6 jaar;Totaal overledenen;1953;249.0;0.98;148.0;1.139;101.0;0.815
2279;6 jaar;Totaal overledenen;1954;159.0;0.672;97.0;0.796;62.0;0.54
2280;6 jaar;Totaal overledenen;1955;123.0;0.542;76.0;0.653;47.0;0.426
2281;6 jaar;Totaal overledenen;1956;147.0;0.668;89.0;0.787;58.0;0.542
2282;6 jaar;Totaal overledenen;1957;114.0;0.523;68.0;0.607;46.0;0.433
2283;6 jaar;Totaal overledenen;1958;130.0;0.583;82.0;0.715;48.0;0.442
2284;6 jaar;Totaal overledenen;1959;159.0;0.718;102.0;0.898;57.0;0.529
2285;6 jaar;Totaal overledenen;1960;122.0;0.55;74.0;0.648;48.0;0.445
2286;6 jaar;Totaal overledenen;1961;132.0;0.593;99.0;0.871;33.0;0.303
2287;6 jaar;Totaal overledenen;1962;128.0;0.566;79.0;0.681;49.0;0.445
2288;6 jaar;Totaal overledenen;1963;135.0;0.589;91.0;0.776;44.0;0.394
2289;6 jaar;Totaal overledenen;1964;147.0;0.635;82.0;0.691;65.0;0.575
2290;6 jaar;Totaal overledenen;1965;115.0;0.485;67.0;0.554;48.0;0.414
2291;6 jaar;Totaal overledenen;1966;142.0;0.606;99.0;0.825;43.0;0.376
2292;6 jaar;Totaal overledenen;1967;122.0;0.503;86.0;0.694;36.0;0.303
2293;6 jaar;Totaal overledenen;1968;138.0;0.572;83.0;0.674;55.0;0.466
2294;6 jaar;Totaal overledenen;1969;124.0;0.506;74.0;0.589;50.0;0.419
2295;6 jaar;Totaal overledenen;1970;114.0;0.462;74.0;0.584;40.0;0.333
2296;6 jaar;Totaal overledenen;1971;129.0;0.534;79.0;0.637;50.0;0.425
2297;6 jaar;Totaal overledenen;1972;101.0;0.427;67.0;0.554;34.0;0.294
2298;6 jaar;Totaal overledenen;1973;97.0;0.41;63.0;0.519;34.0;0.295
2299;6 jaar;Totaal overledenen;1974;109.0;0.462;68.0;0.564;41.0;0.355
2300;6 jaar;Totaal overledenen;1975;97.0;0.391;58.0;0.457;39.0;0.322
2301;6 jaar;Totaal overledenen;1976;79.0;0.328;37.0;0.301;42.0;0.357
2302;6 jaar;Totaal overledenen;1977;81.0;0.354;51.0;0.435;30.0;0.269
2303;6 jaar;Totaal overledenen;1978;87.0;0.402;57.0;0.517;30.0;0.283
2304;6 jaar;Totaal overledenen;1979;59.0;0.298;35.0;0.346;24.0;0.248
2305;6 jaar;Totaal overledenen;1980;59.0;0.31;39.0;0.401;20.0;0.216
2306;6 jaar;Totaal overledenen;1981;45.0;0.248;31.0;0.334;14.0;0.158
2307;6 jaar;Totaal overledenen;1982;48.0;0.268;29.0;0.315;19.0;0.218
2308;6 jaar;Totaal overledenen;1983;49.0;0.279;34.0;0.379;15.0;0.175
2309;6 jaar;Totaal overledenen;1984;55.0;0.31;33.0;0.364;22.0;0.254
2310;6 jaar;Totaal overledenen;1985;38.0;0.216;28.0;0.311;10.0;0.116
2311;6 jaar;Totaal overledenen;1986;41.0;0.225;26.0;0.279;15.0;0.169
2312;6 jaar;Totaal overledenen;1987;46.0;0.257;24.0;0.263;22.0;0.25
2313;6 jaar;Totaal overledenen;1988;38.0;0.219;23.0;0.259;15.0;0.177
2314;6 jaar;Totaal overledenen;1989;31.0;0.18;17.0;0.194;14.0;0.166
2315;6 jaar;Totaal overledenen;1990;42.0;0.237;26.0;0.287;16.0;0.185
2316;6 jaar;Totaal overledenen;1991;45.0;0.248;22.0;0.238;23.0;0.259
2317;6 jaar;Totaal overledenen;1992;47.0;0.251;25.0;0.262;22.0;0.239
2318;6 jaar;Totaal overledenen;1993;37.0;0.195;26.0;0.267;11.0;0.119
2319;6 jaar;Totaal overledenen;1994;32.0;0.169;19.0;0.196;13.0;0.14
2320;6 jaar;Totaal overledenen;1995;38.0;0.198;23.0;0.235;15.0;0.159
2321;6 jaar;Totaal overledenen;1996;30.0;0.149;16.0;0.155;14.0;0.143
2322;6 jaar;Totaal overledenen;1997;38.0;0.189;26.0;0.253;12.0;0.122
2323;6 jaar;Totaal overledenen;1998;27.0;0.136;16.0;0.157;11.0;0.113
2324;6 jaar;Totaal overledenen;1999;28.0;0.142;21.0;0.208;7.0;0.072
2325;6 jaar;Totaal overledenen;2000;24.0;0.121;18.0;0.177;6.0;0.062
2326;6 jaar;Totaal overledenen;2001;26.0;0.134;22.0;0.221;4.0;0.042
2327;6 jaar;Totaal overledenen;2002;18.0;0.093;7.0;0.07;11.0;0.117
2328;6 jaar;Totaal overledenen;2003;27.0;0.138;21.0;0.21;6.0;0.062
2329;6 jaar;Totaal overledenen;2004;20.0;0.099;13.0;0.126;7.0;0.071
2330;6 jaar;Totaal overledenen;2005;21.0;0.104;16.0;0.154;5.0;0.051
2331;6 jaar;Totaal overledenen;2006;26.0;0.126;13.0;0.123;13.0;0.128
2332;6 jaar;Totaal overledenen;2007;20.0;0.099;11.0;0.106;9.0;0.091
2333;6 jaar;Totaal overledenen;2008;14.0;0.07;10.0;0.097;4.0;0.041
2334;6 jaar;Totaal overledenen;2009;17.0;0.085;7.0;0.068;10.0;0.103
2335;6 jaar;Totaal overledenen;2010;18.0;0.093;6.0;0.061;12.0;0.127
2336;6 jaar;Totaal overledenen;2011;13.0;0.069;6.0;0.062;7.0;0.076
2337;6 jaar;Totaal overledenen;2012;27.0;0.145;18.0;0.189;9.0;0.1
2338;6 jaar;Totaal overledenen;2013;20.0;0.11;13.0;0.139;7.0;0.078
2339;6 jaar;Totaal overledenen;2014;19.0;0.102;12.0;0.126;7.0;0.077
2340;6 jaar;Ongehuwd;1950;150.0;0.735;92.0;0.879;58.0;0.583
2341;6 jaar;Ongehuwd;1951;151.0;0.785;94.0;0.954;57.0;0.607
2342;6 jaar;Ongehuwd;1952;188.0;0.701;112.0;0.813;76.0;0.583
2343;6 jaar;Ongehuwd;1953;249.0;0.98;148.0;1.139;101.0;0.815
2344;6 jaar;Ongehuwd;1954;159.0;0.672;97.0;0.796;62.0;0.54
2345;6 jaar;Ongehuwd;1955;123.0;0.542;76.0;0.653;47.0;0.426
2346;6 jaar;Ongehuwd;1956;147.0;0.668;89.0;0.787;58.0;0.542
2347;6 jaar;Ongehuwd;1957;114.0;0.523;68.0;0.607;46.0;0.433
2348;6 jaar;Ongehuwd;1958;130.0;0.583;82.0;0.715;48.0;0.442
2349;6 jaar;Ongehuwd;1959;159.0;0.718;102.0;0.898;57.0;0.529
2350;6 jaar;Ongehuwd;1960;122.0;0.55;74.0;0.648;48.0;0.445
2351;6 jaar;Ongehuwd;1961;132.0;0.593;99.0;0.871;33.0;0.303
2352;6 jaar;Ongehuwd;1962;128.0;0.566;79.0;0.681;49.0;0.445
2353;6 jaar;Ongehuwd;1963;135.0;0.589;91.0;0.776;44.0;0.394
2354;6 jaar;Ongehuwd;1964;147.0;0.635;82.0;0.691;65.0;0.575
2355;6 jaar;Ongehuwd;1965;115.0;0.485;67.0;0.554;48.0;0.414
2356;6 jaar;Ongehuwd;1966;142.0;0.606;99.0;0.825;43.0;0.376
2357;6 jaar;Ongehuwd;1967;122.0;0.503;86.0;0.694;36.0;0.303
2358;6 jaar;Ongehuwd;1968;138.0;0.572;83.0;0.674;55.0;0.466
2359;6 jaar;Ongehuwd;1969;124.0;0.506;74.0;0.589;50.0;0.419
2360;6 jaar;Ongehuwd;1970;114.0;0.462;74.0;0.584;40.0;0.333
2361;6 jaar;Ongehuwd;1971;129.0;0.534;79.0;0.637;50.0;0.425
2362;6 jaar;Ongehuwd;1972;101.0;0.427;67.0;0.554;34.0;0.294
2363;6 jaar;Ongehuwd;1973;97.0;0.41;63.0;0.519;34.0;0.295
2364;6 jaar;Ongehuwd;1974;109.0;0.462;68.0;0.564;41.0;0.355
2365;6 jaar;Ongehuwd;1975;97.0;0.391;58.0;0.457;39.0;0.322
2366;6 jaar;Ongehuwd;1976;79.0;0.328;37.0;0.301;42.0;0.357
2367;6 jaar;Ongehuwd;1977;81.0;0.354;51.0;0.435;30.0;0.269
2368;6 jaar;Ongehuwd;1978;87.0;0.402;57.0;0.517;30.0;0.283
2369;6 jaar;Ongehuwd;1979;59.0;0.298;35.0;0.346;24.0;0.248
2370;6 jaar;Ongehuwd;1980;59.0;0.31;39.0;0.401;20.0;0.216
2371;6 jaar;Ongehuwd;1981;45.0;0.248;31.0;0.334;14.0;0.158
2372;6 jaar;Ongehuwd;1982;48.0;0.268;29.0;0.315;19.0;0.218
2373;6 jaar;Ongehuwd;1983;49.0;0.279;34.0;0.379;15.0;0.175
2374;6 jaar;Ongehuwd;1984;55.0;0.31;33.0;0.364;22.0;0.254
2375;6 jaar;Ongehuwd;1985;38.0;0.216;28.0;0.311;10.0;0.116
2376;6 jaar;Ongehuwd;1986;41.0;0.225;26.0;0.279;15.0;0.169
2377;6 jaar;Ongehuwd;1987;46.0;0.257;24.0;0.263;22.0;0.25
2378;6 jaar;Ongehuwd;1988;38.0;0.219;23.0;0.259;15.0;0.177
2379;6 jaar;Ongehuwd;1989;31.0;0.18;17.0;0.194;14.0;0.166
2380;6 jaar;Ongehuwd;1990;42.0;0.237;26.0;0.287;16.0;0.185
