ID;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6;EmployedPersons_7;Jobs_8;EmployedPersonsSeasonalAdjusted_9;JobsSeasonalAdjusted_10
1224;Total;L Renting, buying, selling real estate;2006 2nd quarter;76.0;75.0;83.0;81.0;27.0;28.0;1.0;2.0;0.0;1.0
1225;Total;L Renting, buying, selling real estate;2006 3rd quarter;75.0;76.0;82.0;83.0;26.0;28.0;0.0;1.0;1.0;2.0
1226;Total;L Renting, buying, selling real estate;2006 4th quarter;77.0;77.0;85.0;84.0;30.0;29.0;3.0;4.0;1.0;1.0
1227;Total;L Renting, buying, selling real estate;2006;75.0;;83.0;;112.0;;1.0;2.0;;
1228;Total;L Renting, buying, selling real estate;2007 1st quarter;78.0;78.0;86.0;86.0;30.0;29.0;4.0;5.0;1.0;2.0
1229;Total;L Renting, buying, selling real estate;2007 2nd quarter;79.0;79.0;87.0;87.0;28.0;29.0;3.0;4.0;1.0;1.0
1230;Total;L Renting, buying, selling real estate;2007 3rd quarter;77.0;78.0;86.0;86.0;27.0;29.0;2.0;4.0;-1.0;-1.0
1231;Total;L Renting, buying, selling real estate;2007 4th quarter;79.0;79.0;88.0;87.0;31.0;29.0;2.0;3.0;1.0;1.0
1232;Total;L Renting, buying, selling real estate;2007;78.0;;87.0;;116.0;;3.0;4.0;;
1233;Total;L Renting, buying, selling real estate;2008 1st quarter;79.0;79.0;87.0;87.0;30.0;30.0;1.0;1.0;0.0;0.0
1234;Total;L Renting, buying, selling real estate;2008 2nd quarter;81.0;80.0;90.0;90.0;29.0;30.0;2.0;3.0;1.0;2.0
1235;Total;L Renting, buying, selling real estate;2008 3rd quarter;80.0;81.0;90.0;91.0;28.0;30.0;3.0;4.0;0.0;1.0
1236;Total;L Renting, buying, selling real estate;2008 4th quarter;84.0;83.0;95.0;94.0;32.0;31.0;5.0;7.0;3.0;3.0
1237;Total;L Renting, buying, selling real estate;2008;81.0;;91.0;;120.0;;3.0;4.0;;
1238;Total;L Renting, buying, selling real estate;2009 1st quarter;82.0;83.0;93.0;94.0;31.0;31.0;4.0;6.0;0.0;0.0
1239;Total;L Renting, buying, selling real estate;2009 2nd quarter;82.0;82.0;94.0;92.0;29.0;30.0;2.0;3.0;-1.0;-1.0
1240;Total;L Renting, buying, selling real estate;2009 3rd quarter;80.0;80.0;90.0;91.0;28.0;30.0;-1.0;0.0;-1.0;-1.0
1241;Total;L Renting, buying, selling real estate;2009 4th quarter;82.0;82.0;93.0;93.0;32.0;30.0;-2.0;-2.0;1.0;2.0
1242;Total;L Renting, buying, selling real estate;2009;82.0;;92.0;;120.0;;1.0;2.0;;
1243;Total;L Renting, buying, selling real estate;2010 1st quarter;78.0;79.0;91.0;91.0;30.0;29.0;-4.0;-1.0;-3.0;-2.0
1244;Total;L Renting, buying, selling real estate;2010 2nd quarter;80.0;79.0;92.0;92.0;27.0;29.0;-3.0;-2.0;0.0;1.0
1245;Total;L Renting, buying, selling real estate;2010 3rd quarter;77.0;78.0;89.0;90.0;27.0;29.0;-3.0;-1.0;-1.0;-2.0
1246;Total;L Renting, buying, selling real estate;2010 4th quarter;76.0;76.0;87.0;88.0;31.0;29.0;-6.0;-6.0;-2.0;-2.0
1247;Total;L Renting, buying, selling real estate;2010;78.0;;90.0;;115.0;;-4.0;-2.0;;
1248;Total;L Renting, buying, selling real estate;2011 1st quarter;76.0;76.0;89.0;88.0;30.0;29.0;-2.0;-2.0;0.0;0.0
1249;Total;L Renting, buying, selling real estate;2011 2nd quarter;76.0;77.0;88.0;89.0;26.0;27.0;-4.0;-4.0;1.0;1.0
1250;Total;L Renting, buying, selling real estate;2011 3rd quarter;78.0;78.0;91.0;91.0;28.0;30.0;1.0;1.0;1.0;2.0
1251;Total;L Renting, buying, selling real estate;2011 4th quarter;79.0;78.0;93.0;91.0;31.0;29.0;4.0;6.0;0.0;0.0
1252;Total;L Renting, buying, selling real estate;2011;77.0;;90.0;;115.0;;0.0;0.0;;
1253;Total;L Renting, buying, selling real estate;2012 1st quarter;74.0;75.0;86.0;88.0;29.0;29.0;-2.0;-3.0;-2.0;-3.0
1254;Total;L Renting, buying, selling real estate;2012 2nd quarter;75.0;75.0;88.0;87.0;26.0;28.0;-1.0;-1.0;-1.0;0.0
1255;Total;L Renting, buying, selling real estate;2012 3rd quarter;75.0;75.0;87.0;88.0;26.0;28.0;-3.0;-3.0;0.0;0.0
1256;Total;L Renting, buying, selling real estate;2012 4th quarter;76.0;75.0;90.0;88.0;30.0;28.0;-3.0;-3.0;0.0;0.0
1257;Total;L Renting, buying, selling real estate;2012;75.0;;88.0;;111.0;;-2.0;-2.0;;
1258;Total;L Renting, buying, selling real estate;2013 1st quarter;74.0;75.0;87.0;88.0;28.0;28.0;0.0;1.0;0.0;0.0
1259;Total;L Renting, buying, selling real estate;2013 2nd quarter;74.0;74.0;87.0;86.0;27.0;28.0;-1.0;-1.0;-1.0;-2.0
1260;Total;L Renting, buying, selling real estate;2013 3rd quarter;72.0;72.0;82.0;84.0;25.0;27.0;-3.0;-5.0;-1.0;-3.0
1261;Total;L Renting, buying, selling real estate;2013 4th quarter;73.0;72.0;84.0;82.0;29.0;28.0;-4.0;-6.0;-1.0;-2.0
1262;Total;L Renting, buying, selling real estate;2013;73.0;;85.0;;110.0;;-2.0;-3.0;;
1263;Total;L Renting, buying, selling real estate;2014 1st quarter;71.0;72.0;81.0;82.0;28.0;27.0;-2.0;-6.0;0.0;0.0
1264;Total;L Renting, buying, selling real estate;2014 2nd quarter;72.0;72.0;83.0;83.0;27.0;27.0;-3.0;-4.0;0.0;0.0
1265;Total;L Renting, buying, selling real estate;2014 3rd quarter;72.0;72.0;85.0;85.0;25.0;27.0;1.0;3.0;1.0;2.0
1266;Total;L Renting, buying, selling real estate;2014 4th quarter;73.0;73.0;86.0;86.0;29.0;27.0;0.0;2.0;1.0;1.0
1267;Total;L Renting, buying, selling real estate;2014;72.0;;84.0;;109.0;;-1.0;-1.0;;
1268;Total;L Renting, buying, selling real estate;2015 1st quarter;73.0;73.0;85.0;86.0;29.0;28.0;1.0;4.0;0.0;0.0
1269;Total;L Renting, buying, selling real estate;2015 2nd quarter;72.0;72.0;85.0;84.0;25.0;26.0;1.0;3.0;-1.0;-1.0
1270;Total;L Renting, buying, selling real estate;2015 3rd quarter;72.0;71.0;83.0;82.0;26.0;28.0;0.0;-1.0;-1.0;-2.0
1271;Total;L Renting, buying, selling real estate;2015 4th quarter;70.0;71.0;80.0;81.0;28.0;26.0;-3.0;-7.0;-1.0;-1.0
1272;Total;L Renting, buying, selling real estate;2015;72.0;;83.0;;108.0;;0.0;0.0;;
1273;Total;L Renting, buying, selling real estate;2016 1st quarter;71.0;71.0;81.0;82.0;27.0;26.0;-2.0;-4.0;0.0;1.0
1274;Total;L Renting, buying, selling real estate;2016 2nd quarter;73.0;72.0;86.0;84.0;27.0;27.0;1.0;1.0;1.0;1.0
1275;Total;L Renting, buying, selling real estate;2016 3rd quarter;71.0;73.0;83.0;85.0;26.0;28.0;-1.0;0.0;1.0;1.0
1276;Total;L Renting, buying, selling real estate;2016 4th quarter;74.0;74.0;87.0;86.0;29.0;28.0;4.0;7.0;1.0;1.0
1277;Total;L Renting, buying, selling real estate;2016;72.0;;84.0;;109.0;;0.0;1.0;;
1278;Total;L Renting, buying, selling real estate;2017 1st quarter;75.0;75.0;85.0;86.0;29.0;28.0;4.0;3.0;1.0;0.0
1279;Total;L Renting, buying, selling real estate;2017 2nd quarter;75.0;74.0;88.0;86.0;28.0;28.0;2.0;2.0;0.0;0.0
1280;Total;L Renting, buying, selling real estate;2017 3rd quarter;72.0;73.0;84.0;85.0;26.0;28.0;1.0;0.0;-1.0;-1.0
1281;Total;L Renting, buying, selling real estate;2017 4th quarter;72.0;73.0;85.0;84.0;29.0;28.0;-2.0;-2.0;-1.0;-1.0
1282;Total;L Renting, buying, selling real estate;2017;73.0;;85.0;;111.0;;1.0;1.0;;
1283;Total;L Renting, buying, selling real estate;2018 1st quarter;73.0;73.0;83.0;84.0;29.0;28.0;-1.0;-2.0;0.0;-1.0
1284;Total;L Renting, buying, selling real estate;2018 2nd quarter;75.0;74.0;85.0;84.0;27.0;28.0;-1.0;-3.0;1.0;0.0
1285;Total;L Renting, buying, selling real estate;2018 3rd quarter;73.0;74.0;83.0;85.0;26.0;28.0;0.0;-1.0;0.0;1.0
1286;Total;L Renting, buying, selling real estate;2018 4th quarter;75.0;74.0;86.0;84.0;30.0;28.0;3.0;1.0;0.0;0.0
1287;Total;L Renting, buying, selling real estate;2018;74.0;;84.0;;112.0;;0.0;-1.0;;
1288;Total;L Renting, buying, selling real estate;2019 1st quarter;73.0;73.0;83.0;84.0;27.0;27.0;0.0;0.0;0.0;0.0
1289;Total;L Renting, buying, selling real estate;2019 2nd quarter;74.0;74.0;85.0;84.0;27.0;27.0;-1.0;0.0;0.0;0.0
1290;Total;L Renting, buying, selling real estate;2019 3rd quarter;74.0;75.0;83.0;85.0;26.0;28.0;1.0;0.0;1.0;1.0
1291;Total;L Renting, buying, selling real estate;2019 4th quarter;78.0;76.0;89.0;85.0;32.0;30.0;3.0;3.0;1.0;0.0
1292;Total;L Renting, buying, selling real estate;2019;74.0;;85.0;;112.0;;1.0;1.0;;
1293;Total;L Renting, buying, selling real estate;2020 1st quarter;73.0;76.0;82.0;86.0;27.0;27.0;1.0;-1.0;0.0;0.0
1294;Total;L Renting, buying, selling real estate;2020 2nd quarter;76.0;74.0;86.0;84.0;28.0;29.0;2.0;1.0;-2.0;-2.0
1295;Total;L Renting, buying, selling real estate;2020 3rd quarter;74.0;75.0;83.0;86.0;25.0;28.0;0.0;0.0;1.0;2.0
1296;Total;L Renting, buying, selling real estate;2020 4th quarter;77.0;76.0;89.0;88.0;31.0;29.0;-1.0;0.0;1.0;3.0
1297;Total;L Renting, buying, selling real estate;2020;75.0;;85.0;;112.0;;0.0;0.0;;
1298;Total;L Renting, buying, selling real estate;2021 1st quarter;78.0;77.0;92.0;90.0;31.0;30.0;4.0;10.0;1.0;1.0
1299;Total;L Renting, buying, selling real estate;2021 2nd quarter;77.0;77.0;87.0;88.0;28.0;29.0;1.0;0.0;0.0;-2.0
1300;Total;L Renting, buying, selling real estate;2021 3rd quarter;76.0;76.0;85.0;85.0;25.0;28.0;2.0;2.0;-1.0;-2.0
1301;Total;L Renting, buying, selling real estate;2021 4th quarter;74.0;75.0;84.0;84.0;30.0;28.0;-2.0;-5.0;-1.0;-1.0
1302;Total;L Renting, buying, selling real estate;2021;76.0;;87.0;;114.0;;1.0;2.0;;
1303;Total;L Renting, buying, selling real estate;2022 1st quarter;76.0;76.0;86.0;86.0;30.0;29.0;-2.0;-6.0;1.0;1.0
1304;Total;L Renting, buying, selling real estate;2022 2nd quarter;78.0;77.0;88.0;88.0;28.0;29.0;1.0;2.0;2.0;3.0
1305;Total;L Renting, buying, selling real estate;2022 3rd quarter;79.0;78.0;90.0;90.0;27.0;29.0;3.0;4.0;1.0;2.0
1306;Total;L Renting, buying, selling real estate;2022 4th quarter;78.0;79.0;90.0;90.0;30.0;28.0;4.0;6.0;0.0;1.0
1307;Total;L Renting, buying, selling real estate;2022;78.0;;89.0;;115.0;;1.0;2.0;;
1308;Total;L Renting, buying, selling real estate;2023 1st quarter;79.0;79.0;91.0;91.0;30.0;28.0;4.0;5.0;1.0;0.0
1309;Total;L Renting, buying, selling real estate;2023 2nd quarter;79.0;79.0;89.0;90.0;27.0;28.0;1.0;1.0;0.0;0.0
1310;Total;L Renting, buying, selling real estate;2023 3rd quarter;81.0;79.0;94.0;91.0;27.0;30.0;2.0;4.0;0.0;1.0
1311;Total;L Renting, buying, selling real estate;2023 4th quarter;79.0;80.0;90.0;91.0;29.0;28.0;1.0;0.0;0.0;0.0
1312;Total;L Renting, buying, selling real estate;2023;79.0;;91.0;;113.0;;2.0;2.0;;
1313;Total;L Renting, buying, selling real estate;2024 1st quarter;79.0;79.0;90.0;91.0;30.0;28.0;0.0;-1.0;0.0;-1.0
1314;Total;M-N Business services;1995 1st quarter;1237.0;1260.0;1438.0;1462.0;392.0;380.0;;;;
1315;Total;M-N Business services;1995 2nd quarter;1283.0;1271.0;1488.0;1475.0;375.0;387.0;;;11.0;13.0
1316;Total;M-N Business services;1995 3rd quarter;1311.0;1286.0;1520.0;1492.0;368.0;399.0;;;16.0;17.0
1317;Total;M-N Business services;1995 4th quarter;1302.0;1317.0;1512.0;1529.0;437.0;417.0;;;31.0;37.0
1318;Total;M-N Business services;1995;1284.0;;1490.0;;1572.0;;;;;
1319;Total;M-N Business services;1996 1st quarter;1325.0;1351.0;1534.0;1561.0;431.0;421.0;88.0;96.0;33.0;32.0
1320;Total;M-N Business services;1996 2nd quarter;1383.0;1368.0;1598.0;1583.0;413.0;426.0;100.0;110.0;18.0;22.0
1321;Total;M-N Business services;1996 3rd quarter;1412.0;1384.0;1630.0;1599.0;404.0;434.0;101.0;110.0;15.0;16.0
1322;Total;M-N Business services;1996 4th quarter;1383.0;1399.0;1597.0;1615.0;472.0;448.0;80.0;85.0;16.0;16.0
1323;Total;M-N Business services;1996;1376.0;;1590.0;;1720.0;;92.0;100.0;;
1324;Total;M-N Business services;1997 1st quarter;1387.0;1415.0;1599.0;1629.0;448.0;446.0;62.0;65.0;16.0;14.0
1325;Total;M-N Business services;1997 2nd quarter;1452.0;1437.0;1669.0;1653.0;444.0;453.0;70.0;71.0;22.0;23.0
1326;Total;M-N Business services;1997 3rd quarter;1491.0;1460.0;1711.0;1677.0;424.0;456.0;79.0;81.0;23.0;25.0
1327;Total;M-N Business services;1997 4th quarter;1455.0;1472.0;1672.0;1691.0;482.0;459.0;73.0;75.0;12.0;14.0
1328;Total;M-N Business services;1997;1447.0;;1663.0;;1798.0;;71.0;73.0;;
1329;Total;M-N Business services;1998 1st quarter;1451.0;1483.0;1675.0;1709.0;473.0;465.0;63.0;75.0;10.0;18.0
1330;Total;M-N Business services;1998 2nd quarter;1515.0;1497.0;1746.0;1727.0;458.0;470.0;63.0;77.0;15.0;18.0
1331;Total;M-N Business services;1998 3rd quarter;1540.0;1508.0;1776.0;1740.0;441.0;476.0;50.0;64.0;11.0;13.0
1332;Total;M-N Business services;1998 4th quarter;1497.0;1520.0;1728.0;1757.0;505.0;477.0;41.0;56.0;12.0;17.0
1333;Total;M-N Business services;1998;1501.0;;1731.0;;1877.0;;54.0;68.0;;
1334;Total;M-N Business services;1999 1st quarter;1522.0;1550.0;1759.0;1788.0;497.0;487.0;71.0;84.0;30.0;31.0
1335;Total;M-N Business services;1999 2nd quarter;1575.0;1557.0;1819.0;1800.0;478.0;490.0;60.0;73.0;8.0;13.0
1336;Total;M-N Business services;1999 3rd quarter;1596.0;1561.0;1843.0;1805.0;455.0;494.0;56.0;68.0;4.0;4.0
1337;Total;M-N Business services;1999 4th quarter;1547.0;1559.0;1789.0;1800.0;531.0;496.0;51.0;61.0;-3.0;-5.0
1338;Total;M-N Business services;1999;1560.0;;1803.0;;1962.0;;59.0;71.0;;
1339;Total;M-N Business services;2000 1st quarter;1520.0;1557.0;1754.0;1797.0;520.0;498.0;-2.0;-5.0;-2.0;-3.0
1340;Total;M-N Business services;2000 2nd quarter;1583.0;1566.0;1823.0;1805.0;494.0;507.0;8.0;4.0;10.0;8.0
1341;Total;M-N Business services;2000 3rd quarter;1611.0;1576.0;1853.0;1813.0;455.0;501.0;15.0;10.0;9.0;8.0
1342;Total;M-N Business services;2000 4th quarter;1564.0;1579.0;1799.0;1813.0;521.0;500.0;17.0;10.0;3.0;0.0
1343;Total;M-N Business services;2000;1570.0;;1807.0;;1990.0;;9.0;5.0;;
1344;Total;M-N Business services;2001 1st quarter;1545.0;1581.0;1763.0;1806.0;522.0;504.0;25.0;10.0;2.0;-7.0
1345;Total;M-N Business services;2001 2nd quarter;1594.0;1580.0;1815.0;1800.0;491.0;505.0;11.0;-7.0;-1.0;-6.0
1346;Total;M-N Business services;2001 3rd quarter;1613.0;1579.0;1836.0;1796.0;456.0;503.0;2.0;-18.0;-1.0;-4.0
1347;Total;M-N Business services;2001 4th quarter;1562.0;1576.0;1778.0;1792.0;531.0;503.0;-3.0;-21.0;-3.0;-4.0
1348;Total;M-N Business services;2001;1579.0;;1798.0;;2000.0;;9.0;-9.0;;
1349;Total;M-N Business services;2002 1st quarter;1547.0;1579.0;1751.0;1790.0;513.0;500.0;2.0;-12.0;3.0;-2.0
1350;Total;M-N Business services;2002 2nd quarter;1595.0;1579.0;1807.0;1787.0;484.0;499.0;1.0;-9.0;0.0;-3.0
1351;Total;M-N Business services;2002 3rd quarter;1605.0;1579.0;1818.0;1786.0;453.0;495.0;-8.0;-17.0;0.0;-1.0
1352;Total;M-N Business services;2002 4th quarter;1560.0;1573.0;1766.0;1781.0;522.0;494.0;-2.0;-12.0;-7.0;-6.0
1353;Total;M-N Business services;2002;1577.0;;1786.0;;1972.0;;-2.0;-13.0;;
1354;Total;M-N Business services;2003 1st quarter;1529.0;1555.0;1727.0;1758.0;504.0;489.0;-17.0;-24.0;-18.0;-23.0
1355;Total;M-N Business services;2003 2nd quarter;1554.0;1548.0;1754.0;1745.0;468.0;486.0;-41.0;-53.0;-7.0;-12.0
1356;Total;M-N Business services;2003 3rd quarter;1574.0;1543.0;1778.0;1741.0;449.0;490.0;-31.0;-41.0;-5.0;-4.0
1357;Total;M-N Business services;2003 4th quarter;1531.0;1550.0;1728.0;1755.0;515.0;487.0;-29.0;-38.0;8.0;14.0
1358;Total;M-N Business services;2003;1547.0;;1747.0;;1936.0;;-30.0;-39.0;;
1359;Total;M-N Business services;2004 1st quarter;1497.0;1517.0;1719.0;1742.0;511.0;490.0;-32.0;-8.0;-34.0;-13.0
1360;Total;M-N Business services;2004 2nd quarter;1543.0;1537.0;1770.0;1760.0;475.0;494.0;-11.0;16.0;20.0;18.0
1361;Total;M-N Business services;2004 3rd quarter;1573.0;1544.0;1803.0;1770.0;454.0;494.0;-2.0;26.0;7.0;10.0
1362;Total;M-N Business services;2004 4th quarter;1532.0;1546.0;1757.0;1777.0;535.0;496.0;1.0;29.0;2.0;7.0
1363;Total;M-N Business services;2004;1536.0;;1762.0;;1974.0;;-11.0;16.0;;
1364;Total;M-N Business services;2005 1st quarter;1540.0;1559.0;1772.0;1795.0;513.0;496.0;43.0;54.0;13.0;17.0
1365;Total;M-N Business services;2005 2nd quarter;1579.0;1575.0;1817.0;1808.0;488.0;499.0;37.0;47.0;15.0;14.0
1366;Total;M-N Business services;2005 3rd quarter;1612.0;1584.0;1850.0;1818.0;466.0;506.0;39.0;47.0;9.0;10.0
1367;Total;M-N Business services;2005 4th quarter;1583.0;1595.0;1815.0;1832.0;536.0;508.0;51.0;58.0;12.0;14.0
1368;Total;M-N Business services;2005;1579.0;;1814.0;;2002.0;;43.0;51.0;;
1369;Total;M-N Business services;2006 1st quarter;1603.0;1626.0;1838.0;1865.0;549.0;520.0;63.0;66.0;30.0;33.0
1370;Total;M-N Business services;2006 2nd quarter;1660.0;1651.0;1904.0;1895.0;505.0;524.0;80.0;87.0;25.0;30.0
1371;Total;M-N Business services;2006 3rd quarter;1707.0;1679.0;1964.0;1931.0;489.0;535.0;95.0;115.0;28.0;36.0
1372;Total;M-N Business services;2006 4th quarter;1709.0;1721.0;1963.0;1980.0;575.0;550.0;126.0;148.0;42.0;49.0
1373;Total;M-N Business services;2006;1670.0;;1918.0;;2118.0;;91.0;104.0;;
1374;Total;M-N Business services;2007 1st quarter;1699.0;1721.0;1955.0;1979.0;581.0;556.0;97.0;117.0;1.0;0.0
1375;Total;M-N Business services;2007 2nd quarter;1764.0;1760.0;2027.0;2021.0;544.0;570.0;104.0;123.0;38.0;42.0
1376;Total;M-N Business services;2007 3rd quarter;1809.0;1780.0;2081.0;2045.0;524.0;572.0;102.0;116.0;20.0;24.0
1377;Total;M-N Business services;2007 4th quarter;1794.0;1801.0;2058.0;2071.0;612.0;580.0;85.0;95.0;21.0;25.0
1378;Total;M-N Business services;2007;1767.0;;2030.0;;2261.0;;97.0;113.0;;
1379;Total;M-N Business services;2008 1st quarter;1784.0;1808.0;2051.0;2078.0;609.0;590.0;84.0;96.0;7.0;7.0
1380;Total;M-N Business services;2008 2nd quarter;1812.0;1812.0;2084.0;2082.0;567.0;591.0;48.0;57.0;4.0;4.0
1381;Total;M-N Business services;2008 3rd quarter;1842.0;1811.0;2119.0;2083.0;549.0;588.0;33.0;38.0;-2.0;1.0
1382;Total;M-N Business services;2008 4th quarter;1789.0;1792.0;2057.0;2065.0;621.0;589.0;-5.0;-1.0;-19.0;-18.0
1383;Total;M-N Business services;2008;1807.0;;2078.0;;2346.0;;40.0;47.0;;
1384;Total;M-N Business services;2009 1st quarter;1756.0;1785.0;2026.0;2056.0;595.0;580.0;-27.0;-25.0;-7.0;-9.0
1385;Total;M-N Business services;2009 2nd quarter;1750.0;1751.0;2019.0;2016.0;540.0;567.0;-62.0;-65.0;-34.0;-40.0
1386;Total;M-N Business services;2009 3rd quarter;1763.0;1727.0;2034.0;1995.0;520.0;550.0;-79.0;-85.0;-23.0;-21.0
1387;Total;M-N Business services;2009 4th quarter;1717.0;1718.0;1982.0;1990.0;592.0;557.0;-72.0;-75.0;-9.0;-6.0
1388;Total;M-N Business services;2009;1746.0;;2015.0;;2246.0;;-60.0;-63.0;;
1389;Total;M-N Business services;2010 1st quarter;1632.0;1660.0;1900.0;1928.0;548.0;541.0;-124.0;-126.0;-58.0;-61.0
1390;Total;M-N Business services;2010 2nd quarter;1695.0;1693.0;1982.0;1975.0;527.0;558.0;-56.0;-37.0;33.0;47.0
1391;Total;M-N Business services;2010 3rd quarter;1731.0;1702.0;2016.0;1986.0;549.0;574.0;-32.0;-18.0;9.0;10.0
1392;Total;M-N Business services;2010 4th quarter;1714.0;1713.0;1994.0;2000.0;607.0;569.0;-2.0;12.0;11.0;14.0
1393;Total;M-N Business services;2010;1693.0;;1973.0;;2231.0;;-53.0;-42.0;;
1394;Total;M-N Business services;2011 1st quarter;1686.0;1717.0;1977.0;2007.0;579.0;571.0;54.0;77.0;4.0;8.0
1395;Total;M-N Business services;2011 2nd quarter;1731.0;1731.0;2028.0;2022.0;549.0;569.0;36.0;46.0;14.0;15.0
1396;Total;M-N Business services;2011 3rd quarter;1755.0;1727.0;2045.0;2017.0;553.0;574.0;24.0;29.0;-4.0;-5.0
1397;Total;M-N Business services;2011 4th quarter;1724.0;1715.0;2007.0;2003.0;604.0;579.0;9.0;13.0;-12.0;-13.0
1398;Total;M-N Business services;2011;1724.0;;2014.0;;2284.0;;31.0;41.0;;
1399;Total;M-N Business services;2012 1st quarter;1681.0;1722.0;1968.0;2012.0;581.0;571.0;-5.0;-9.0;7.0;8.0
1400;Total;M-N Business services;2012 2nd quarter;1730.0;1726.0;2026.0;2015.0;551.0;574.0;-1.0;-2.0;4.0;3.0
1401;Total;M-N Business services;2012 3rd quarter;1757.0;1728.0;2043.0;2015.0;547.0;571.0;1.0;-2.0;1.0;0.0
1402;Total;M-N Business services;2012 4th quarter;1736.0;1724.0;2018.0;2010.0;596.0;573.0;12.0;10.0;-4.0;-5.0
1403;Total;M-N Business services;2012;1726.0;;2014.0;;2275.0;;2.0;-1.0;;
1404;Total;M-N Business services;2013 1st quarter;1673.0;1720.0;1960.0;2011.0;569.0;570.0;-8.0;-8.0;-4.0;1.0
1405;Total;M-N Business services;2013 2nd quarter;1728.0;1721.0;2022.0;2009.0;560.0;580.0;-2.0;-3.0;1.0;-2.0
1406;Total;M-N Business services;2013 3rd quarter;1755.0;1725.0;2042.0;2008.0;555.0;575.0;-1.0;-1.0;3.0;-1.0
1407;Total;M-N Business services;2013 4th quarter;1729.0;1732.0;2008.0;2012.0;597.0;573.0;-7.0;-9.0;8.0;4.0
1408;Total;M-N Business services;2013;1722.0;;2008.0;;2280.0;;-4.0;-5.0;;
1409;Total;M-N Business services;2014 1st quarter;1692.0;1736.0;1970.0;2019.0;581.0;583.0;18.0;10.0;4.0;7.0
1410;Total;M-N Business services;2014 2nd quarter;1761.0;1753.0;2057.0;2040.0;569.0;583.0;33.0;35.0;16.0;21.0
1411;Total;M-N Business services;2014 3rd quarter;1793.0;1767.0;2078.0;2058.0;574.0;596.0;38.0;37.0;14.0;18.0
1412;Total;M-N Business services;2014 4th quarter;1792.0;1780.0;2081.0;2075.0;630.0;603.0;63.0;73.0;14.0;17.0
1413;Total;M-N Business services;2014;1760.0;;2047.0;;2355.0;;38.0;39.0;;
1414;Total;M-N Business services;2015 1st quarter;1757.0;1802.0;2045.0;2096.0;606.0;610.0;65.0;75.0;22.0;21.0
1415;Total;M-N Business services;2015 2nd quarter;1828.0;1824.0;2135.0;2124.0;593.0;617.0;66.0;77.0;22.0;28.0
1416;Total;M-N Business services;2015 3rd quarter;1880.0;1847.0;2187.0;2150.0;603.0;628.0;87.0;108.0;23.0;27.0
1417;Total;M-N Business services;2015 4th quarter;1867.0;1868.0;2179.0;2177.0;673.0;636.0;76.0;97.0;21.0;27.0
1418;Total;M-N Business services;2015;1833.0;;2137.0;;2475.0;;74.0;90.0;;
1419;Total;M-N Business services;2016 1st quarter;1837.0;1874.0;2137.0;2179.0;632.0;640.0;80.0;92.0;6.0;2.0
1420;Total;M-N Business services;2016 2nd quarter;1898.0;1897.0;2211.0;2208.0;638.0;651.0;71.0;76.0;23.0;29.0
1421;Total;M-N Business services;2016 3rd quarter;1948.0;1915.0;2262.0;2226.0;625.0;651.0;67.0;75.0;17.0;18.0
1422;Total;M-N Business services;2016 4th quarter;1945.0;1933.0;2254.0;2244.0;699.0;666.0;78.0;75.0;18.0;18.0
1423;Total;M-N Business services;2016;1907.0;;2216.0;;2593.0;;74.0;79.0;;
1424;Total;M-N Business services;2017 1st quarter;1905.0;1953.0;2215.0;2267.0;671.0;669.0;68.0;78.0;20.0;23.0
1425;Total;M-N Business services;2017 2nd quarter;1980.0;1976.0;2303.0;2295.0;666.0;684.0;81.0;92.0;23.0;28.0
1426;Total;M-N Business services;2017 3rd quarter;2027.0;1999.0;2354.0;2326.0;660.0;694.0;80.0;92.0;23.0;31.0
1427;Total;M-N Business services;2017 4th quarter;2041.0;2022.0;2378.0;2355.0;725.0;698.0;96.0;124.0;23.0;29.0
1428;Total;M-N Business services;2017;1989.0;;2313.0;;2722.0;;81.0;97.0;;
1429;Total;M-N Business services;2018 1st quarter;1993.0;2046.0;2316.0;2375.0;698.0;700.0;88.0;101.0;25.0;20.0
1430;Total;M-N Business services;2018 2nd quarter;2060.0;2056.0;2392.0;2386.0;688.0;707.0;80.0;88.0;10.0;11.0
1431;Total;M-N Business services;2018 3rd quarter;2104.0;2072.0;2437.0;2403.0;685.0;720.0;77.0;83.0;16.0;17.0
1432;Total;M-N Business services;2018 4th quarter;2104.0;2088.0;2439.0;2420.0;757.0;726.0;64.0;61.0;16.0;17.0
1433;Total;M-N Business services;2018;2066.0;;2396.0;;2828.0;;77.0;83.0;;
1434;Total;M-N Business services;2019 1st quarter;2048.0;2102.0;2370.0;2429.0;717.0;723.0;56.0;54.0;14.0;9.0
