ID;ArbeidsmarktpositieBijUitstroom;PeilmomentenArbeidsmarktpositie;BaanBedrijfskenmerkenBijInstroom;Perioden;InstromersTotaal_1;InstromersVolgtRegulierOnderwijs_2;InstromersGeenRegulierOnderwijs_3
1417;Totaal;3 maanden na instroom;U Extraterritoriale organisaties;Jaar van instroom: 2016;0.0;0.0;0.0
1418;Totaal;3 maanden na instroom;U Extraterritoriale organisaties;Jaar van instroom: 2017;;;
1419;Totaal;3 maanden na instroom;SBI-code onbekend;Jaar van instroom: 2007;1.0;0.0;1.0
1420;Totaal;3 maanden na instroom;SBI-code onbekend;Jaar van instroom: 2008;1.0;0.0;1.0
1421;Totaal;3 maanden na instroom;SBI-code onbekend;Jaar van instroom: 2009;0.0;0.0;0.0
1422;Totaal;3 maanden na instroom;SBI-code onbekend;Jaar van instroom: 2010;0.0;0.0;0.0
1423;Totaal;3 maanden na instroom;SBI-code onbekend;Jaar van instroom: 2011;0.0;0.0;0.0
1424;Totaal;3 maanden na instroom;SBI-code onbekend;Jaar van instroom: 2012;0.0;0.0;0.0
1425;Totaal;3 maanden na instroom;SBI-code onbekend;Jaar van instroom: 2013;0.0;0.0;0.0
1426;Totaal;3 maanden na instroom;SBI-code onbekend;Jaar van instroom: 2014;0.0;0.0;0.0
1427;Totaal;3 maanden na instroom;SBI-code onbekend;Jaar van instroom: 2015;0.0;0.0;0.0
1428;Totaal;3 maanden na instroom;SBI-code onbekend;Jaar van instroom: 2016;0.0;0.0;0.0
1429;Totaal;3 maanden na instroom;SBI-code onbekend;Jaar van instroom: 2017;;;
1430;Totaal;3 maanden na instroom;0 tot 10 werkzame personen;Jaar van instroom: 2007;254.0;95.0;159.0
1431;Totaal;3 maanden na instroom;0 tot 10 werkzame personen;Jaar van instroom: 2008;245.0;93.0;152.0
1432;Totaal;3 maanden na instroom;0 tot 10 werkzame personen;Jaar van instroom: 2009;208.0;80.0;128.0
1433;Totaal;3 maanden na instroom;0 tot 10 werkzame personen;Jaar van instroom: 2010;223.0;86.0;137.0
1434;Totaal;3 maanden na instroom;0 tot 10 werkzame personen;Jaar van instroom: 2011;217.0;84.0;133.0
1435;Totaal;3 maanden na instroom;0 tot 10 werkzame personen;Jaar van instroom: 2012;212.0;80.0;132.0
1436;Totaal;3 maanden na instroom;0 tot 10 werkzame personen;Jaar van instroom: 2013;222.0;80.0;143.0
1437;Totaal;3 maanden na instroom;0 tot 10 werkzame personen;Jaar van instroom: 2014;239.0;86.0;154.0
1438;Totaal;3 maanden na instroom;0 tot 10 werkzame personen;Jaar van instroom: 2015;228.0;83.0;145.0
1439;Totaal;3 maanden na instroom;0 tot 10 werkzame personen;Jaar van instroom: 2016;231.0;84.0;147.0
1440;Totaal;3 maanden na instroom;0 tot 10 werkzame personen;Jaar van instroom: 2017;;;
1441;Totaal;3 maanden na instroom;10 tot 50 werkzame personen;Jaar van instroom: 2007;242.0;92.0;150.0
1442;Totaal;3 maanden na instroom;10 tot 50 werkzame personen;Jaar van instroom: 2008;245.0;98.0;147.0
1443;Totaal;3 maanden na instroom;10 tot 50 werkzame personen;Jaar van instroom: 2009;207.0;83.0;124.0
1444;Totaal;3 maanden na instroom;10 tot 50 werkzame personen;Jaar van instroom: 2010;204.0;82.0;122.0
1445;Totaal;3 maanden na instroom;10 tot 50 werkzame personen;Jaar van instroom: 2011;210.0;84.0;126.0
1446;Totaal;3 maanden na instroom;10 tot 50 werkzame personen;Jaar van instroom: 2012;201.0;80.0;122.0
1447;Totaal;3 maanden na instroom;10 tot 50 werkzame personen;Jaar van instroom: 2013;204.0;79.0;125.0
1448;Totaal;3 maanden na instroom;10 tot 50 werkzame personen;Jaar van instroom: 2014;217.0;82.0;135.0
1449;Totaal;3 maanden na instroom;10 tot 50 werkzame personen;Jaar van instroom: 2015;213.0;83.0;129.0
1450;Totaal;3 maanden na instroom;10 tot 50 werkzame personen;Jaar van instroom: 2016;221.0;88.0;133.0
1451;Totaal;3 maanden na instroom;10 tot 50 werkzame personen;Jaar van instroom: 2017;;;
1452;Totaal;3 maanden na instroom;50 tot 100 werkzame personen;Jaar van instroom: 2007;93.0;33.0;60.0
1453;Totaal;3 maanden na instroom;50 tot 100 werkzame personen;Jaar van instroom: 2008;93.0;33.0;60.0
1454;Totaal;3 maanden na instroom;50 tot 100 werkzame personen;Jaar van instroom: 2009;78.0;29.0;49.0
1455;Totaal;3 maanden na instroom;50 tot 100 werkzame personen;Jaar van instroom: 2010;89.0;33.0;56.0
1456;Totaal;3 maanden na instroom;50 tot 100 werkzame personen;Jaar van instroom: 2011;92.0;34.0;58.0
1457;Totaal;3 maanden na instroom;50 tot 100 werkzame personen;Jaar van instroom: 2012;81.0;30.0;51.0
1458;Totaal;3 maanden na instroom;50 tot 100 werkzame personen;Jaar van instroom: 2013;82.0;30.0;52.0
1459;Totaal;3 maanden na instroom;50 tot 100 werkzame personen;Jaar van instroom: 2014;89.0;32.0;57.0
1460;Totaal;3 maanden na instroom;50 tot 100 werkzame personen;Jaar van instroom: 2015;90.0;32.0;59.0
1461;Totaal;3 maanden na instroom;50 tot 100 werkzame personen;Jaar van instroom: 2016;91.0;32.0;59.0
1462;Totaal;3 maanden na instroom;50 tot 100 werkzame personen;Jaar van instroom: 2017;;;
1463;Totaal;3 maanden na instroom;100 tot 500 werkzame personen;Jaar van instroom: 2007;198.0;68.0;130.0
1464;Totaal;3 maanden na instroom;100 tot 500 werkzame personen;Jaar van instroom: 2008;190.0;67.0;123.0
1465;Totaal;3 maanden na instroom;100 tot 500 werkzame personen;Jaar van instroom: 2009;177.0;62.0;115.0
1466;Totaal;3 maanden na instroom;100 tot 500 werkzame personen;Jaar van instroom: 2010;193.0;71.0;123.0
1467;Totaal;3 maanden na instroom;100 tot 500 werkzame personen;Jaar van instroom: 2011;189.0;68.0;121.0
1468;Totaal;3 maanden na instroom;100 tot 500 werkzame personen;Jaar van instroom: 2012;186.0;64.0;122.0
1469;Totaal;3 maanden na instroom;100 tot 500 werkzame personen;Jaar van instroom: 2013;194.0;65.0;129.0
1470;Totaal;3 maanden na instroom;100 tot 500 werkzame personen;Jaar van instroom: 2014;198.0;67.0;132.0
1471;Totaal;3 maanden na instroom;100 tot 500 werkzame personen;Jaar van instroom: 2015;204.0;67.0;138.0
1472;Totaal;3 maanden na instroom;100 tot 500 werkzame personen;Jaar van instroom: 2016;212.0;69.0;144.0
1473;Totaal;3 maanden na instroom;100 tot 500 werkzame personen;Jaar van instroom: 2017;;;
1474;Totaal;3 maanden na instroom;500 of meer werkzame personen;Jaar van instroom: 2007;516.0;215.0;301.0
1475;Totaal;3 maanden na instroom;500 of meer werkzame personen;Jaar van instroom: 2008;477.0;203.0;273.0
1476;Totaal;3 maanden na instroom;500 of meer werkzame personen;Jaar van instroom: 2009;450.0;194.0;256.0
1477;Totaal;3 maanden na instroom;500 of meer werkzame personen;Jaar van instroom: 2010;474.0;201.0;273.0
1478;Totaal;3 maanden na instroom;500 of meer werkzame personen;Jaar van instroom: 2011;470.0;201.0;268.0
1479;Totaal;3 maanden na instroom;500 of meer werkzame personen;Jaar van instroom: 2012;450.0;191.0;259.0
1480;Totaal;3 maanden na instroom;500 of meer werkzame personen;Jaar van instroom: 2013;441.0;185.0;256.0
1481;Totaal;3 maanden na instroom;500 of meer werkzame personen;Jaar van instroom: 2014;456.0;192.0;264.0
1482;Totaal;3 maanden na instroom;500 of meer werkzame personen;Jaar van instroom: 2015;492.0;214.0;278.0
1483;Totaal;3 maanden na instroom;500 of meer werkzame personen;Jaar van instroom: 2016;494.0;206.0;289.0
1484;Totaal;3 maanden na instroom;500 of meer werkzame personen;Jaar van instroom: 2017;;;
1485;Totaal;3 maanden na instroom;Werkzame personen onbekend;Jaar van instroom: 2007;0.0;0.0;0.0
1486;Totaal;3 maanden na instroom;Werkzame personen onbekend;Jaar van instroom: 2008;0.0;0.0;0.0
1487;Totaal;3 maanden na instroom;Werkzame personen onbekend;Jaar van instroom: 2009;0.0;0.0;0.0
1488;Totaal;3 maanden na instroom;Werkzame personen onbekend;Jaar van instroom: 2010;0.0;0.0;0.0
1489;Totaal;3 maanden na instroom;Werkzame personen onbekend;Jaar van instroom: 2011;0.0;0.0;0.0
1490;Totaal;3 maanden na instroom;Werkzame personen onbekend;Jaar van instroom: 2012;0.0;0.0;0.0
1491;Totaal;3 maanden na instroom;Werkzame personen onbekend;Jaar van instroom: 2013;0.0;0.0;0.0
1492;Totaal;3 maanden na instroom;Werkzame personen onbekend;Jaar van instroom: 2014;0.0;0.0;0.0
1493;Totaal;3 maanden na instroom;Werkzame personen onbekend;Jaar van instroom: 2015;0.0;0.0;0.0
1494;Totaal;3 maanden na instroom;Werkzame personen onbekend;Jaar van instroom: 2016;0.0;0.0;0.0
1495;Totaal;3 maanden na instroom;Werkzame personen onbekend;Jaar van instroom: 2017;;;
1496;Totaal;4 maanden na instroom;Totaal;Jaar van instroom: 2007;1301.0;502.0;799.0
1497;Totaal;4 maanden na instroom;Totaal;Jaar van instroom: 2008;1251.0;495.0;756.0
1498;Totaal;4 maanden na instroom;Totaal;Jaar van instroom: 2009;1120.0;448.0;672.0
1499;Totaal;4 maanden na instroom;Totaal;Jaar van instroom: 2010;1183.0;473.0;711.0
1500;Totaal;4 maanden na instroom;Totaal;Jaar van instroom: 2011;1177.0;471.0;706.0
1501;Totaal;4 maanden na instroom;Totaal;Jaar van instroom: 2012;1131.0;444.0;686.0
1502;Totaal;4 maanden na instroom;Totaal;Jaar van instroom: 2013;1143.0;439.0;704.0
1503;Totaal;4 maanden na instroom;Totaal;Jaar van instroom: 2014;1199.0;458.0;742.0
1504;Totaal;4 maanden na instroom;Totaal;Jaar van instroom: 2015;1227.0;479.0;748.0
1505;Totaal;4 maanden na instroom;Totaal;Jaar van instroom: 2016;1249.0;478.0;771.0
1506;Totaal;4 maanden na instroom;Totaal;Jaar van instroom: 2017;;;
1507;Totaal;4 maanden na instroom;Tijdelijk dienstverband;Jaar van instroom: 2007;668.0;199.0;470.0
1508;Totaal;4 maanden na instroom;Tijdelijk dienstverband;Jaar van instroom: 2008;650.0;199.0;450.0
1509;Totaal;4 maanden na instroom;Tijdelijk dienstverband;Jaar van instroom: 2009;567.0;175.0;392.0
1510;Totaal;4 maanden na instroom;Tijdelijk dienstverband;Jaar van instroom: 2010;594.0;196.0;398.0
1511;Totaal;4 maanden na instroom;Tijdelijk dienstverband;Jaar van instroom: 2011;576.0;191.0;386.0
1512;Totaal;4 maanden na instroom;Tijdelijk dienstverband;Jaar van instroom: 2012;547.0;170.0;377.0
1513;Totaal;4 maanden na instroom;Tijdelijk dienstverband;Jaar van instroom: 2013;562.0;174.0;388.0
1514;Totaal;4 maanden na instroom;Tijdelijk dienstverband;Jaar van instroom: 2014;591.0;182.0;409.0
1515;Totaal;4 maanden na instroom;Tijdelijk dienstverband;Jaar van instroom: 2015;625.0;204.0;421.0
1516;Totaal;4 maanden na instroom;Tijdelijk dienstverband;Jaar van instroom: 2016;650.0;205.0;446.0
1517;Totaal;4 maanden na instroom;Tijdelijk dienstverband;Jaar van instroom: 2017;;;
1518;Totaal;4 maanden na instroom;Uitzendkracht ;Jaar van instroom: 2007;286.0;102.0;185.0
1519;Totaal;4 maanden na instroom;Uitzendkracht ;Jaar van instroom: 2008;260.0;95.0;164.0
1520;Totaal;4 maanden na instroom;Uitzendkracht ;Jaar van instroom: 2009;221.0;79.0;142.0
1521;Totaal;4 maanden na instroom;Uitzendkracht ;Jaar van instroom: 2010;235.0;77.0;158.0
1522;Totaal;4 maanden na instroom;Uitzendkracht ;Jaar van instroom: 2011;237.0;75.0;162.0
1523;Totaal;4 maanden na instroom;Uitzendkracht ;Jaar van instroom: 2012;222.0;64.0;158.0
1524;Totaal;4 maanden na instroom;Uitzendkracht ;Jaar van instroom: 2013;212.0;54.0;157.0
1525;Totaal;4 maanden na instroom;Uitzendkracht ;Jaar van instroom: 2014;229.0;56.0;173.0
1526;Totaal;4 maanden na instroom;Uitzendkracht ;Jaar van instroom: 2015;242.0;60.0;183.0
1527;Totaal;4 maanden na instroom;Uitzendkracht ;Jaar van instroom: 2016;241.0;62.0;179.0
1528;Totaal;4 maanden na instroom;Uitzendkracht ;Jaar van instroom: 2017;;;
1529;Totaal;4 maanden na instroom;Oproepkracht;Jaar van instroom: 2007;195.0;114.0;81.0
1530;Totaal;4 maanden na instroom;Oproepkracht;Jaar van instroom: 2008;193.0;113.0;80.0
1531;Totaal;4 maanden na instroom;Oproepkracht;Jaar van instroom: 2009;189.0;108.0;81.0
1532;Totaal;4 maanden na instroom;Oproepkracht;Jaar van instroom: 2010;192.0;106.0;85.0
1533;Totaal;4 maanden na instroom;Oproepkracht;Jaar van instroom: 2011;201.0;110.0;91.0
1534;Totaal;4 maanden na instroom;Oproepkracht;Jaar van instroom: 2012;215.0;119.0;96.0
1535;Totaal;4 maanden na instroom;Oproepkracht;Jaar van instroom: 2013;211.0;115.0;95.0
1536;Totaal;4 maanden na instroom;Oproepkracht;Jaar van instroom: 2014;226.0;123.0;103.0
1537;Totaal;4 maanden na instroom;Oproepkracht;Jaar van instroom: 2015;220.0;125.0;95.0
1538;Totaal;4 maanden na instroom;Oproepkracht;Jaar van instroom: 2016;225.0;125.0;100.0
1539;Totaal;4 maanden na instroom;Oproepkracht;Jaar van instroom: 2017;;;
1540;Totaal;4 maanden na instroom;Stagiaire;Jaar van instroom: 2007;55.0;50.0;5.0
1541;Totaal;4 maanden na instroom;Stagiaire;Jaar van instroom: 2008;54.0;49.0;5.0
1542;Totaal;4 maanden na instroom;Stagiaire;Jaar van instroom: 2009;58.0;52.0;6.0
1543;Totaal;4 maanden na instroom;Stagiaire;Jaar van instroom: 2010;63.0;57.0;7.0
1544;Totaal;4 maanden na instroom;Stagiaire;Jaar van instroom: 2011;67.0;62.0;5.0
1545;Totaal;4 maanden na instroom;Stagiaire;Jaar van instroom: 2012;68.0;63.0;5.0
1546;Totaal;4 maanden na instroom;Stagiaire;Jaar van instroom: 2013;72.0;67.0;5.0
1547;Totaal;4 maanden na instroom;Stagiaire;Jaar van instroom: 2014;76.0;69.0;6.0
1548;Totaal;4 maanden na instroom;Stagiaire;Jaar van instroom: 2015;77.0;70.0;7.0
1549;Totaal;4 maanden na instroom;Stagiaire;Jaar van instroom: 2016;74.0;68.0;6.0
1550;Totaal;4 maanden na instroom;Stagiaire;Jaar van instroom: 2017;;;
1551;Totaal;4 maanden na instroom;Vast dienstverband < 2 maanden;Jaar van instroom: 2007;96.0;38.0;59.0
1552;Totaal;4 maanden na instroom;Vast dienstverband < 2 maanden;Jaar van instroom: 2008;95.0;38.0;56.0
1553;Totaal;4 maanden na instroom;Vast dienstverband < 2 maanden;Jaar van instroom: 2009;85.0;33.0;52.0
1554;Totaal;4 maanden na instroom;Vast dienstverband < 2 maanden;Jaar van instroom: 2010;99.0;37.0;62.0
1555;Totaal;4 maanden na instroom;Vast dienstverband < 2 maanden;Jaar van instroom: 2011;96.0;33.0;62.0
1556;Totaal;4 maanden na instroom;Vast dienstverband < 2 maanden;Jaar van instroom: 2012;78.0;28.0;50.0
1557;Totaal;4 maanden na instroom;Vast dienstverband < 2 maanden;Jaar van instroom: 2013;87.0;29.0;59.0
1558;Totaal;4 maanden na instroom;Vast dienstverband < 2 maanden;Jaar van instroom: 2014;78.0;27.0;51.0
1559;Totaal;4 maanden na instroom;Vast dienstverband < 2 maanden;Jaar van instroom: 2015;63.0;20.0;43.0
1560;Totaal;4 maanden na instroom;Vast dienstverband < 2 maanden;Jaar van instroom: 2016;59.0;18.0;40.0
1561;Totaal;4 maanden na instroom;Vast dienstverband < 2 maanden;Jaar van instroom: 2017;;;
1562;Totaal;4 maanden na instroom;A Landbouw, bosbouw en visserij;Jaar van instroom: 2007;33.0;17.0;16.0
1563;Totaal;4 maanden na instroom;A Landbouw, bosbouw en visserij;Jaar van instroom: 2008;29.0;14.0;16.0
1564;Totaal;4 maanden na instroom;A Landbouw, bosbouw en visserij;Jaar van instroom: 2009;27.0;13.0;14.0
1565;Totaal;4 maanden na instroom;A Landbouw, bosbouw en visserij;Jaar van instroom: 2010;28.0;14.0;14.0
1566;Totaal;4 maanden na instroom;A Landbouw, bosbouw en visserij;Jaar van instroom: 2011;26.0;13.0;13.0
1567;Totaal;4 maanden na instroom;A Landbouw, bosbouw en visserij;Jaar van instroom: 2012;25.0;13.0;12.0
1568;Totaal;4 maanden na instroom;A Landbouw, bosbouw en visserij;Jaar van instroom: 2013;25.0;13.0;12.0
1569;Totaal;4 maanden na instroom;A Landbouw, bosbouw en visserij;Jaar van instroom: 2014;25.0;13.0;12.0
1570;Totaal;4 maanden na instroom;A Landbouw, bosbouw en visserij;Jaar van instroom: 2015;23.0;12.0;11.0
1571;Totaal;4 maanden na instroom;A Landbouw, bosbouw en visserij;Jaar van instroom: 2016;22.0;11.0;11.0
1572;Totaal;4 maanden na instroom;A Landbouw, bosbouw en visserij;Jaar van instroom: 2017;;;
1573;Totaal;4 maanden na instroom;B Delfstoffenwinning;Jaar van instroom: 2007;0.0;0.0;0.0
1574;Totaal;4 maanden na instroom;B Delfstoffenwinning;Jaar van instroom: 2008;0.0;0.0;0.0
1575;Totaal;4 maanden na instroom;B Delfstoffenwinning;Jaar van instroom: 2009;0.0;0.0;0.0
1576;Totaal;4 maanden na instroom;B Delfstoffenwinning;Jaar van instroom: 2010;0.0;0.0;0.0
1577;Totaal;4 maanden na instroom;B Delfstoffenwinning;Jaar van instroom: 2011;0.0;0.0;0.0
1578;Totaal;4 maanden na instroom;B Delfstoffenwinning;Jaar van instroom: 2012;0.0;0.0;0.0
1579;Totaal;4 maanden na instroom;B Delfstoffenwinning;Jaar van instroom: 2013;1.0;0.0;0.0
1580;Totaal;4 maanden na instroom;B Delfstoffenwinning;Jaar van instroom: 2014;1.0;0.0;1.0
1581;Totaal;4 maanden na instroom;B Delfstoffenwinning;Jaar van instroom: 2015;1.0;0.0;0.0
1582;Totaal;4 maanden na instroom;B Delfstoffenwinning;Jaar van instroom: 2016;0.0;0.0;0.0
1583;Totaal;4 maanden na instroom;B Delfstoffenwinning;Jaar van instroom: 2017;;;
1584;Totaal;4 maanden na instroom;C Industrie;Jaar van instroom: 2007;61.0;17.0;44.0
1585;Totaal;4 maanden na instroom;C Industrie;Jaar van instroom: 2008;56.0;16.0;39.0
1586;Totaal;4 maanden na instroom;C Industrie;Jaar van instroom: 2009;46.0;14.0;32.0
1587;Totaal;4 maanden na instroom;C Industrie;Jaar van instroom: 2010;52.0;16.0;36.0
1588;Totaal;4 maanden na instroom;C Industrie;Jaar van instroom: 2011;53.0;16.0;37.0
1589;Totaal;4 maanden na instroom;C Industrie;Jaar van instroom: 2012;50.0;16.0;35.0
1590;Totaal;4 maanden na instroom;C Industrie;Jaar van instroom: 2013;52.0;16.0;36.0
1591;Totaal;4 maanden na instroom;C Industrie;Jaar van instroom: 2014;54.0;16.0;38.0
1592;Totaal;4 maanden na instroom;C Industrie;Jaar van instroom: 2015;49.0;17.0;33.0
1593;Totaal;4 maanden na instroom;C Industrie;Jaar van instroom: 2016;50.0;17.0;33.0
1594;Totaal;4 maanden na instroom;C Industrie;Jaar van instroom: 2017;;;
1595;Totaal;4 maanden na instroom;D Energievoorziening;Jaar van instroom: 2007;1.0;0.0;1.0
1596;Totaal;4 maanden na instroom;D Energievoorziening;Jaar van instroom: 2008;1.0;0.0;1.0
1597;Totaal;4 maanden na instroom;D Energievoorziening;Jaar van instroom: 2009;1.0;0.0;1.0
1598;Totaal;4 maanden na instroom;D Energievoorziening;Jaar van instroom: 2010;1.0;0.0;1.0
1599;Totaal;4 maanden na instroom;D Energievoorziening;Jaar van instroom: 2011;1.0;0.0;1.0
1600;Totaal;4 maanden na instroom;D Energievoorziening;Jaar van instroom: 2012;1.0;0.0;1.0
1601;Totaal;4 maanden na instroom;D Energievoorziening;Jaar van instroom: 2013;1.0;0.0;1.0
1602;Totaal;4 maanden na instroom;D Energievoorziening;Jaar van instroom: 2014;1.0;0.0;1.0
1603;Totaal;4 maanden na instroom;D Energievoorziening;Jaar van instroom: 2015;1.0;0.0;1.0
1604;Totaal;4 maanden na instroom;D Energievoorziening;Jaar van instroom: 2016;2.0;1.0;1.0
1605;Totaal;4 maanden na instroom;D Energievoorziening;Jaar van instroom: 2017;;;
1606;Totaal;4 maanden na instroom;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2007;2.0;0.0;2.0
1607;Totaal;4 maanden na instroom;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2008;2.0;0.0;1.0
1608;Totaal;4 maanden na instroom;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2009;2.0;0.0;2.0
1609;Totaal;4 maanden na instroom;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2010;2.0;0.0;1.0
1610;Totaal;4 maanden na instroom;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2011;2.0;0.0;1.0
1611;Totaal;4 maanden na instroom;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2012;2.0;1.0;1.0
1612;Totaal;4 maanden na instroom;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2013;2.0;0.0;1.0
1613;Totaal;4 maanden na instroom;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2014;2.0;0.0;1.0
1614;Totaal;4 maanden na instroom;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2015;2.0;0.0;1.0
1615;Totaal;4 maanden na instroom;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2016;2.0;1.0;1.0
1616;Totaal;4 maanden na instroom;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2017;;;
1617;Totaal;4 maanden na instroom;F Bouwnijverheid;Jaar van instroom: 2007;35.0;9.0;25.0
1618;Totaal;4 maanden na instroom;F Bouwnijverheid;Jaar van instroom: 2008;32.0;9.0;23.0
1619;Totaal;4 maanden na instroom;F Bouwnijverheid;Jaar van instroom: 2009;26.0;8.0;18.0
1620;Totaal;4 maanden na instroom;F Bouwnijverheid;Jaar van instroom: 2010;29.0;8.0;21.0
1621;Totaal;4 maanden na instroom;F Bouwnijverheid;Jaar van instroom: 2011;29.0;8.0;21.0
1622;Totaal;4 maanden na instroom;F Bouwnijverheid;Jaar van instroom: 2012;28.0;7.0;21.0
1623;Totaal;4 maanden na instroom;F Bouwnijverheid;Jaar van instroom: 2013;29.0;6.0;22.0
1624;Totaal;4 maanden na instroom;F Bouwnijverheid;Jaar van instroom: 2014;25.0;6.0;19.0
1625;Totaal;4 maanden na instroom;F Bouwnijverheid;Jaar van instroom: 2015;24.0;6.0;17.0
1626;Totaal;4 maanden na instroom;F Bouwnijverheid;Jaar van instroom: 2016;24.0;6.0;18.0
1627;Totaal;4 maanden na instroom;F Bouwnijverheid;Jaar van instroom: 2017;;;
1628;Totaal;4 maanden na instroom;G Handel;Jaar van instroom: 2007;219.0;114.0;105.0
1629;Totaal;4 maanden na instroom;G Handel;Jaar van instroom: 2008;235.0;126.0;109.0
1630;Totaal;4 maanden na instroom;G Handel;Jaar van instroom: 2009;186.0;108.0;78.0
1631;Totaal;4 maanden na instroom;G Handel;Jaar van instroom: 2010;200.0;115.0;85.0
1632;Totaal;4 maanden na instroom;G Handel;Jaar van instroom: 2011;206.0;115.0;91.0
1633;Totaal;4 maanden na instroom;G Handel;Jaar van instroom: 2012;198.0;112.0;86.0
1634;Totaal;4 maanden na instroom;G Handel;Jaar van instroom: 2013;199.0;114.0;85.0
1635;Totaal;4 maanden na instroom;G Handel;Jaar van instroom: 2014;220.0;125.0;95.0
1636;Totaal;4 maanden na instroom;G Handel;Jaar van instroom: 2015;237.0;143.0;94.0
1637;Totaal;4 maanden na instroom;G Handel;Jaar van instroom: 2016;232.0;136.0;96.0
1638;Totaal;4 maanden na instroom;G Handel;Jaar van instroom: 2017;;;
1639;Totaal;4 maanden na instroom;H Vervoer en opslag;Jaar van instroom: 2007;46.0;10.0;37.0
1640;Totaal;4 maanden na instroom;H Vervoer en opslag;Jaar van instroom: 2008;43.0;9.0;34.0
1641;Totaal;4 maanden na instroom;H Vervoer en opslag;Jaar van instroom: 2009;38.0;9.0;29.0
1642;Totaal;4 maanden na instroom;H Vervoer en opslag;Jaar van instroom: 2010;41.0;10.0;31.0
1643;Totaal;4 maanden na instroom;H Vervoer en opslag;Jaar van instroom: 2011;45.0;10.0;35.0
1644;Totaal;4 maanden na instroom;H Vervoer en opslag;Jaar van instroom: 2012;46.0;10.0;36.0
1645;Totaal;4 maanden na instroom;H Vervoer en opslag;Jaar van instroom: 2013;41.0;9.0;32.0
1646;Totaal;4 maanden na instroom;H Vervoer en opslag;Jaar van instroom: 2014;40.0;8.0;32.0
1647;Totaal;4 maanden na instroom;H Vervoer en opslag;Jaar van instroom: 2015;39.0;8.0;31.0
1648;Totaal;4 maanden na instroom;H Vervoer en opslag;Jaar van instroom: 2016;39.0;7.0;32.0
1649;Totaal;4 maanden na instroom;H Vervoer en opslag;Jaar van instroom: 2017;;;
1650;Totaal;4 maanden na instroom;I Horeca;Jaar van instroom: 2007;94.0;55.0;39.0
1651;Totaal;4 maanden na instroom;I Horeca;Jaar van instroom: 2008;91.0;54.0;37.0
1652;Totaal;4 maanden na instroom;I Horeca;Jaar van instroom: 2009;84.0;51.0;34.0
1653;Totaal;4 maanden na instroom;I Horeca;Jaar van instroom: 2010;94.0;57.0;37.0
1654;Totaal;4 maanden na instroom;I Horeca;Jaar van instroom: 2011;99.0;60.0;39.0
1655;Totaal;4 maanden na instroom;I Horeca;Jaar van instroom: 2012;98.0;58.0;40.0
1656;Totaal;4 maanden na instroom;I Horeca;Jaar van instroom: 2013;103.0;60.0;43.0
1657;Totaal;4 maanden na instroom;I Horeca;Jaar van instroom: 2014;114.0;66.0;48.0
1658;Totaal;4 maanden na instroom;I Horeca;Jaar van instroom: 2015;115.0;67.0;48.0
1659;Totaal;4 maanden na instroom;I Horeca;Jaar van instroom: 2016;121.0;71.0;50.0
1660;Totaal;4 maanden na instroom;I Horeca;Jaar van instroom: 2017;;;
1661;Totaal;4 maanden na instroom;J Informatie en communicatie;Jaar van instroom: 2007;25.0;7.0;17.0
1662;Totaal;4 maanden na instroom;J Informatie en communicatie;Jaar van instroom: 2008;26.0;8.0;18.0
1663;Totaal;4 maanden na instroom;J Informatie en communicatie;Jaar van instroom: 2009;22.0;7.0;15.0
1664;Totaal;4 maanden na instroom;J Informatie en communicatie;Jaar van instroom: 2010;23.0;7.0;16.0
1665;Totaal;4 maanden na instroom;J Informatie en communicatie;Jaar van instroom: 2011;25.0;8.0;17.0
1666;Totaal;4 maanden na instroom;J Informatie en communicatie;Jaar van instroom: 2012;24.0;8.0;16.0
1667;Totaal;4 maanden na instroom;J Informatie en communicatie;Jaar van instroom: 2013;25.0;9.0;17.0
1668;Totaal;4 maanden na instroom;J Informatie en communicatie;Jaar van instroom: 2014;26.0;8.0;18.0
1669;Totaal;4 maanden na instroom;J Informatie en communicatie;Jaar van instroom: 2015;28.0;8.0;19.0
1670;Totaal;4 maanden na instroom;J Informatie en communicatie;Jaar van instroom: 2016;29.0;10.0;20.0
1671;Totaal;4 maanden na instroom;J Informatie en communicatie;Jaar van instroom: 2017;;;
1672;Totaal;4 maanden na instroom;K Financiële dienstverlening;Jaar van instroom: 2007;19.0;5.0;13.0
1673;Totaal;4 maanden na instroom;K Financiële dienstverlening;Jaar van instroom: 2008;19.0;5.0;14.0
1674;Totaal;4 maanden na instroom;K Financiële dienstverlening;Jaar van instroom: 2009;14.0;4.0;10.0
1675;Totaal;4 maanden na instroom;K Financiële dienstverlening;Jaar van instroom: 2010;15.0;4.0;11.0
1676;Totaal;4 maanden na instroom;K Financiële dienstverlening;Jaar van instroom: 2011;17.0;4.0;13.0
