ID;PrognoseInterval;Generatie;Perioden;Allochtonen_1;TotaalNietWesters_2;Afrika_3;Azie_4;LatijnsAmerika_5;Marokko_6;NederlandseAntillenEnAruba_7;Suriname_8;Turkije_9;TotaalWesters_10;EuropeseEconomischeRuimte_11;OverigEuropa_12;Indonesie_13;OverigBuitenEuropa_14
198;Ondergrens 95%-prognose-interval;1e Generatie;2009;1504715;992007;108096;200322;33678;155855;73174;176048;181833;512995;212901;119528;114514;15499
199;Ondergrens 95%-prognose-interval;1e Generatie;2010;1501936;987739;104231;196912;32863;154457;71583;174007;180218;512698;207600;121091;110998;15269
200;Ondergrens 95%-prognose-interval;1e Generatie;2011;1501711;983847;100394;193602;32117;153018;70176;171967;178577;515865;203967;123654;107488;15677
201;Ondergrens 95%-prognose-interval;1e Generatie;2012;1501195;980130;96841;190216;31340;151484;68784;169749;176821;520923;200294;126651;104058;16957
202;Ondergrens 95%-prognose-interval;1e Generatie;2013;1500779;975738;93685;186673;30777;149795;67216;167450;174896;526341;196389;129784;100570;18781
203;Ondergrens 95%-prognose-interval;1e Generatie;2014;1500461;970755;90368;183038;30329;148141;65731;165073;172957;530202;192992;132760;97173;20167
204;Ondergrens 95%-prognose-interval;1e Generatie;2015;1502203;966327;87515;179415;29989;146362;64449;162734;170982;534057;189355;135633;93759;21137
205;Ondergrens 95%-prognose-interval;1e Generatie;2016;1502578;961826;84864;175796;29696;144522;63127;160265;168892;537280;185191;138381;90202;21882
206;Ondergrens 95%-prognose-interval;1e Generatie;2017;1503917;958914;82475;172863;29470;142703;62274;157724;166824;540948;182607;140631;86987;22636
207;Ondergrens 95%-prognose-interval;1e Generatie;2018;1504671;958232;80268;170424;29299;140770;61585;155228;164560;544192;180470;143800;83666;23824
208;Ondergrens 95%-prognose-interval;1e Generatie;2019;1507869;957233;78195;167764;29437;138876;60828;152734;162402;547881;178481;146584;80290;24753
209;Ondergrens 95%-prognose-interval;1e Generatie;2020;1509033;955455;75970;164972;29377;136938;60002;150206;160189;551096;176428;149429;77123;25713
210;Ondergrens 95%-prognose-interval;1e Generatie;2021;1507887;952364;73841;162000;29292;134956;59088;147623;157921;552385;173495;151818;74003;26181
211;Ondergrens 95%-prognose-interval;1e Generatie;2022;1508154;949790;72208;159578;29316;132970;58167;144934;155648;555024;171470;154173;70897;26708
212;Ondergrens 95%-prognose-interval;1e Generatie;2023;1504200;945568;70443;157178;29359;130662;57170;141924;153074;556152;168914;156709;67904;26986
213;Ondergrens 95%-prognose-interval;1e Generatie;2024;1497060;941646;68673;155056;29367;128541;56522;138748;150649;558401;167137;159366;64904;27038
214;Ondergrens 95%-prognose-interval;1e Generatie;2025;1490839;936297;67057;152823;29372;126410;55855;135665;147861;559721;166283;162038;61933;27554
215;Ondergrens 95%-prognose-interval;1e Generatie;2026;1486251;930642;65547;150607;29381;123960;55086;132525;145003;562719;164836;164652;58989;27847
216;Ondergrens 95%-prognose-interval;1e Generatie;2027;1485055;924549;64114;148498;29413;121474;54339;129265;142118;565501;163310;166984;56401;27929
217;Ondergrens 95%-prognose-interval;1e Generatie;2028;1486705;920640;62722;146351;29436;119014;54148;125965;139280;567069;160944;169609;53825;28123
218;Ondergrens 95%-prognose-interval;1e Generatie;2029;1481211;917040;61358;144079;29551;116401;54036;122693;136323;569094;160048;171878;51143;28257
219;Ondergrens 95%-prognose-interval;1e Generatie;2030;1481261;911480;60005;141776;29648;113890;53729;119245;133548;569723;159180;174145;48403;28120
220;Ondergrens 95%-prognose-interval;1e Generatie;2031;1476951;908401;58770;139490;29800;111585;52950;116412;130644;570238;157476;175819;45891;27576
221;Ondergrens 95%-prognose-interval;1e Generatie;2032;1475772;905458;57922;136992;29944;109538;52564;113598;127962;570653;155678;177473;43440;27695
222;Ondergrens 95%-prognose-interval;1e Generatie;2033;1476007;902839;57113;134294;29904;107441;51987;110707;125470;573271;154048;178293;41015;27777
223;Ondergrens 95%-prognose-interval;1e Generatie;2034;1476507;900080;56214;131522;29711;105318;51259;107426;123060;575374;151512;178589;38660;28177
224;Ondergrens 95%-prognose-interval;1e Generatie;2035;1472074;896521;55136;129222;29533;102886;50850;103935;120165;577846;149045;178782;36457;28217
225;Ondergrens 95%-prognose-interval;1e Generatie;2036;1472042;891931;54213;126070;29267;100314;50032;100513;117155;579888;147103;178789;34153;28164
226;Ondergrens 95%-prognose-interval;1e Generatie;2037;1472490;887531;53472;123503;29063;97777;49125;96634;114364;582291;146175;179233;31835;28103
227;Ondergrens 95%-prognose-interval;1e Generatie;2038;1470035;882711;52327;121251;28875;95420;48368;93190;111354;584309;145163;179891;29421;28001
228;Ondergrens 95%-prognose-interval;1e Generatie;2039;1467044;877672;51503;119111;28640;92846;47686;89694;107987;588360;144999;181149;27099;27984
229;Ondergrens 95%-prognose-interval;1e Generatie;2040;1459950;872226;50700;116938;28640;90255;47112;85931;105181;593050;145132;182204;24893;27654
230;Ondergrens 95%-prognose-interval;1e Generatie;2041;1453033;864349;49739;114861;28540;88036;46567;82235;102451;597243;144776;183637;22910;27860
231;Ondergrens 95%-prognose-interval;1e Generatie;2042;1451907;855378;48643;112607;28517;85735;46061;78368;99457;598178;143549;184954;21201;27991
232;Ondergrens 95%-prognose-interval;1e Generatie;2043;1445269;847225;47545;109944;28546;83293;45406;74747;95995;597395;141835;186362;19576;28490
233;Ondergrens 95%-prognose-interval;1e Generatie;2044;1440048;838308;46435;107439;28595;80440;44734;71261;92424;597917;140520;187855;18161;28991
234;Ondergrens 95%-prognose-interval;1e Generatie;2045;1429747;829459;45415;105102;28641;77458;44113;67657;88713;597558;139361;189300;16949;29362
235;Ondergrens 95%-prognose-interval;1e Generatie;2046;1422412;821469;44504;103012;28655;74392;43727;64133;85061;597221;138270;190517;16004;29822
236;Ondergrens 95%-prognose-interval;1e Generatie;2047;1414230;813397;43557;100487;28654;71304;43318;60659;81502;597786;138037;191650;15101;29499
237;Ondergrens 95%-prognose-interval;1e Generatie;2048;1405017;807416;42633;97719;28622;68466;42824;57309;77944;597868;137566;192582;14159;29119
238;Ondergrens 95%-prognose-interval;1e Generatie;2049;1397174;799931;41661;94917;28456;65365;42263;53849;74049;598609;136715;193592;13224;28629
239;Ondergrens 95%-prognose-interval;1e Generatie;2050;1386337;790664;40681;91885;28405;62307;41700;50361;70209;598065;135947;195144;12028;28227
240;Ondergrens 95%-prognose-interval;2e Generatie;2003;1449686;615075;61942;72383;21758;131098;44674;132749;150450;834398;475235;61950;265120;32038
241;Ondergrens 95%-prognose-interval;2e Generatie;2004;1479498;642487;65805;77509;22974;137519;46580;136219;155718;837148;474593;64770;265012;32666
242;Ondergrens 95%-prognose-interval;2e Generatie;2005;1508294;669087;69605;82619;24173;143641;48410;139408;160615;839323;473424;67621;264833;33231
243;Ondergrens 95%-prognose-interval;2e Generatie;2006;1536687;694470;73454;87899;25381;149819;50147;142317;165271;841453;471925;70272;264640;33681
244;Ondergrens 95%-prognose-interval;2e Generatie;2007;1561589;718736;77020;92864;26471;155567;51872;144818;169478;842799;470126;72742;264411;34027
245;Ondergrens 95%-prognose-interval;2e Generatie;2008;1588020;743481;80363;97986;27539;161194;53597;147252;173607;843949;467633;75399;264048;34244
246;Ondergrens 95%-prognose-interval;2e Generatie;2009;1613382;768121;83636;102634;28673;166794;55173;149654;177462;844408;464827;77894;263658;34441
247;Ondergrens 95%-prognose-interval;2e Generatie;2010;1634700;789140;86725;107880;29760;171936;56717;151853;180854;844769;461963;80040;263218;34606
248;Ondergrens 95%-prognose-interval;2e Generatie;2011;1658477;811481;89694;113175;30698;176842;58277;153624;183971;845079;458724;82557;262626;34761
249;Ondergrens 95%-prognose-interval;2e Generatie;2012;1681577;832361;92263;117875;31500;181258;59714;155204;187162;845700;454645;84977;261906;34904
250;Ondergrens 95%-prognose-interval;2e Generatie;2013;1701129;853782;94637;122628;32453;185279;61268;156871;190164;845096;450509;87204;261113;35162
251;Ondergrens 95%-prognose-interval;2e Generatie;2014;1721543;871937;96802;127061;33283;188977;62705;158462;192757;844931;446216;89777;260263;35559
252;Ondergrens 95%-prognose-interval;2e Generatie;2015;1738521;890624;98840;131013;34258;192589;64084;159905;195218;844341;441800;92007;259324;35939
253;Ondergrens 95%-prognose-interval;2e Generatie;2016;1755830;908923;100724;134588;35030;195403;65413;160975;197157;844886;438230;94200;258404;36321
254;Ondergrens 95%-prognose-interval;2e Generatie;2017;1773909;925669;102309;137956;35815;198068;66568;161922;198947;845282;433903;96668;257350;36891
255;Ondergrens 95%-prognose-interval;2e Generatie;2018;1790060;941924;103688;141898;36651;200961;67650;163028;200511;845339;429516;99014;256286;37504
256;Ondergrens 95%-prognose-interval;2e Generatie;2019;1805884;957532;104986;146119;37354;203206;68777;164108;201841;844139;424986;101621;255037;38112
257;Ondergrens 95%-prognose-interval;2e Generatie;2020;1822169;973156;106392;149757;38124;205046;69942;165087;203038;843206;419946;103964;253662;38670
258;Ondergrens 95%-prognose-interval;2e Generatie;2021;1835235;987130;107500;153958;38969;206614;71167;165848;204142;843154;414432;106404;252225;39243
259;Ondergrens 95%-prognose-interval;2e Generatie;2022;1848345;1002849;108640;157085;39637;208160;72482;166481;205052;843326;408674;108732;250647;39793
260;Ondergrens 95%-prognose-interval;2e Generatie;2023;1860262;1019914;109718;160103;40354;209206;73827;166952;206024;842897;403010;111360;248858;40445
261;Ondergrens 95%-prognose-interval;2e Generatie;2024;1872180;1033664;110747;162801;41047;210188;75106;167396;206637;841546;397962;113986;246939;41138
262;Ondergrens 95%-prognose-interval;2e Generatie;2025;1881606;1044862;111877;165649;41807;211222;76457;167738;207270;839960;393010;116456;244974;41909
263;Ondergrens 95%-prognose-interval;2e Generatie;2026;1892739;1054585;112721;168420;42384;212182;77523;167996;207805;837375;387390;118616;242986;42605
264;Ondergrens 95%-prognose-interval;2e Generatie;2027;1899303;1064386;113436;171250;42942;212790;78558;168330;208291;835327;382094;120662;240759;43215
265;Ondergrens 95%-prognose-interval;2e Generatie;2028;1910008;1076091;114312;173794;43651;213183;79815;168365;208559;835275;377230;122802;238215;43728
266;Ondergrens 95%-prognose-interval;2e Generatie;2029;1921436;1085877;115016;176073;44393;213513;80849;168557;208762;834748;372942;125356;235396;44324
267;Ondergrens 95%-prognose-interval;2e Generatie;2030;1933968;1097244;115597;177719;45077;213880;81713;168820;208934;832289;367883;127911;232445;44929
268;Ondergrens 95%-prognose-interval;2e Generatie;2031;1948394;1111272;116056;179263;45732;213904;82626;168746;209179;832589;363044;130666;229415;45743
269;Ondergrens 95%-prognose-interval;2e Generatie;2032;1958415;1121614;116493;180693;46407;213891;83417;168626;209475;831563;358185;133361;226406;46609
270;Ondergrens 95%-prognose-interval;2e Generatie;2033;1968179;1131487;116937;182099;47164;213837;84274;168523;209762;829533;353490;135956;222963;47425
271;Ondergrens 95%-prognose-interval;2e Generatie;2034;1974935;1140222;117245;183822;47996;213769;85279;168474;209956;827298;349120;138801;219331;48324
272;Ondergrens 95%-prognose-interval;2e Generatie;2035;1980358;1149849;117577;185234;48774;213716;86334;168272;209981;824797;344788;141446;215481;49152
273;Ondergrens 95%-prognose-interval;2e Generatie;2036;1987146;1160550;117942;186391;49543;213627;87102;167976;209955;822842;341293;144044;211284;50025
274;Ondergrens 95%-prognose-interval;2e Generatie;2037;1990420;1168756;118399;187479;50274;213532;87861;167605;209930;820782;338064;146481;206990;50819
275;Ondergrens 95%-prognose-interval;2e Generatie;2038;1997490;1176970;119099;188531;51145;213538;88591;167154;209816;817818;335161;149061;201742;51645
276;Ondergrens 95%-prognose-interval;2e Generatie;2039;2003305;1186192;119773;190021;52020;213645;89323;166658;209715;817095;331975;151514;197003;52486
277;Ondergrens 95%-prognose-interval;2e Generatie;2040;2010288;1195472;120405;191705;52917;213570;89985;166209;209442;816386;328749;154283;192123;53346
278;Ondergrens 95%-prognose-interval;2e Generatie;2041;2017835;1204578;121047;193408;53792;213251;90639;165817;209055;815167;325432;157207;187408;54235
279;Ondergrens 95%-prognose-interval;2e Generatie;2042;2025276;1213823;121648;195005;54700;212967;91222;165249;208723;815216;322059;160252;182446;55233
280;Ondergrens 95%-prognose-interval;2e Generatie;2043;2033289;1220595;122264;196454;55601;212623;91802;164612;208457;814475;319016;163298;177396;56241
281;Ondergrens 95%-prognose-interval;2e Generatie;2044;2039769;1227488;122878;197637;56460;212070;92330;163919;208142;813944;316776;166233;172125;57254
282;Ondergrens 95%-prognose-interval;2e Generatie;2045;2046507;1234460;123405;198860;57293;211517;92788;163140;207580;814038;314007;168575;166611;58196
283;Ondergrens 95%-prognose-interval;2e Generatie;2046;2054398;1241259;123779;200324;58022;210930;93287;162211;206980;813279;311328;170876;160712;59160
284;Ondergrens 95%-prognose-interval;2e Generatie;2047;2062116;1249528;124167;201851;58673;210279;93796;161375;206307;812381;308989;173041;155045;60065
285;Ondergrens 95%-prognose-interval;2e Generatie;2048;2069387;1257380;124472;203267;59305;209584;94359;160520;205803;812705;306970;175157;149332;60883
286;Ondergrens 95%-prognose-interval;2e Generatie;2049;2075853;1263448;124749;204612;59938;208931;94865;159588;205196;813084;305255;177255;144014;61694
287;Ondergrens 95%-prognose-interval;2e Generatie;2050;2076055;1268576;125023;205993;60525;208158;95246;158579;204501;812766;303582;179214;138754;62630
288;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2003;3067138;1639035;193524;294425;63143;297932;130672;322799;344494;1428078;761923;198938;401732;70148
289;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2004;3166645;1719039;208545;322777;69065;312447;136436;330812;357827;1449059;771305;214294;401248;73125
290;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2005;3268772;1800447;222559;352351;75475;327910;142542;339257;371879;1470093;781927;230133;400998;76004
291;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2006;3375244;1882070;236513;382622;82154;344017;149173;347861;386359;1493886;793724;247430;401151;78944
292;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2007;3487631;1965668;250705;413782;89365;361484;156208;356822;402171;1521354;806362;266611;401512;82408
293;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2008;3603329;2051963;266131;446070;96912;379769;163873;365743;418681;1553298;821361;288358;401905;86687
294;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2009;3734738;2139630;281329;479290;104716;398247;171062;374694;435111;1588809;838181;311360;402379;92135
295;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2010;3861948;2231705;296113;514533;112377;417016;178394;383979;451894;1628658;855404;335913;403132;98346
296;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2011;3991043;2323616;310858;550297;120177;436508;185351;393421;469384;1671396;875908;361059;403978;105018
297;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2012;4118946;2413499;325903;585955;128202;456387;192596;402393;487278;1716528;895496;388042;405177;112974
298;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2013;4250239;2502272;341210;621371;136150;476729;200112;411221;505709;1757174;913223;415557;406459;121162
299;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2014;4385995;2591111;356311;656973;144119;496940;207463;419908;524069;1799067;934616;442769;407306;129593
300;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2015;4526411;2684885;373364;695204;153351;516544;215613;429034;541849;1845679;952919;471289;408566;137165
301;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2016;4667950;2780923;391651;733096;162960;536298;223327;438583;559959;1892521;973058;498876;409769;143640
302;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2017;4810688;2884648;411302;775548;172475;557694;231449;448601;579935;1941658;991541;528061;411104;151410
303;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2018;4949140;2987361;429932;816627;181658;578961;240190;458841;599956;1979456;1007583;556623;412546;157338
304;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2019;5099217;3089990;447887;856814;191235;600470;248551;469069;619998;2018755;1021112;584013;414222;165879
305;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2020;5246916;3191000;465291;897285;200609;621630;256391;479485;639970;2057217;1036273;612069;415782;171154
306;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2021;5390055;3292075;482483;938779;210689;643244;264225;489894;660547;2100047;1056634;639342;417465;177605
307;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2022;5527333;3390348;498569;979942;219900;664919;271160;500271;681333;2144098;1068293;667302;419299;183958
308;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2023;5667758;3488592;515862;1023024;229680;686547;279285;510391;702251;2193239;1084008;698137;421203;191310
309;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2024;5809372;3586339;533661;1064291;239559;707633;287965;519889;722590;2239009;1098421;728417;422772;197006
310;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2025;5950564;3688152;553030;1105366;249771;728987;296217;529335;743409;2283743;1122675;758863;424547;204986
311;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2026;6081009;3782475;572422;1147440;259907;749806;304569;538847;763532;2324094;1149784;788242;425943;208478
312;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2027;6209995;3877063;591670;1190730;269939;770244;313008;548161;781436;2360103;1180142;818084;426914;211414
313;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2028;6341543;3972863;610540;1232854;279748;789401;321648;557080;800209;2395068;1199824;846973;428403;218200
314;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2029;6471101;4067326;629238;1274129;288655;809154;329793;566035;819196;2438514;1211799;873956;429267;224625
315;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2030;6607148;4161714;648792;1314087;297853;829521;337725;575094;839205;2475125;1225954;901188;430998;229971
316;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2031;6739357;4259557;668924;1354827;306804;849748;345442;583981;859226;2511637;1240405;929072;432454;233500
317;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2032;6867482;4355430;688905;1396452;317194;869898;354860;592962;879227;2537120;1249067;953407;433270;241442
318;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2033;6994221;4453165;708127;1437354;327429;889583;363807;601884;898872;2572207;1258325;978349;433556;243654
319;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2034;7132833;4554899;727244;1479692;335730;909731;370829;611529;919219;2606719;1267538;1003063;434245;244659
320;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2035;7264214;4656378;746726;1521480;342871;928845;377534;620133;938548;2643023;1281125;1029795;434341;247737
321;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2036;7405857;4756640;766766;1561965;351609;947688;385009;628761;957716;2675122;1296672;1056086;434855;252205
322;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2037;7535962;4851582;786367;1603984;361667;967048;392208;635841;977577;2706816;1318012;1081438;435152;257464
323;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2038;7672095;4945656;805993;1643079;371597;986823;399452;643282;998088;2728537;1332877;1103619;435489;264579
324;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2039;7803837;5037880;826080;1683840;380752;1006871;406704;651044;1019015;2759916;1338693;1128400;436124;268991
325;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2040;7932373;5131992;847595;1728872;389638;1026000;413796;658445;1039076;2795284;1346208;1152357;436531;271823
326;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2041;8048205;5226457;868731;1776829;398717;1045246;421421;666783;1059286;2829791;1360992;1175517;436581;272179
327;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2042;8160164;5318775;890004;1817711;408547;1064238;429406;675025;1079167;2861867;1379289;1198042;436578;275422
328;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2043;8283529;5408726;910444;1853803;419007;1082495;437785;683065;1098380;2896818;1399253;1218178;436372;279822
329;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2044;8418652;5497316;930835;1892904;430117;1099124;446900;690936;1118092;2936128;1410357;1237796;435524;280746
330;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2045;8550069;5578432;950257;1936751;440528;1115264;456229;698732;1137072;2971649;1417285;1263134;435197;287601
331;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2046;8677895;5665650;969191;1981536;451804;1131345;465734;706105;1154101;3007877;1432046;1287893;434638;292064
332;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2047;8796291;5757801;988025;2019642;462187;1147420;474213;713633;1171155;3038907;1447036;1310211;433632;297494
333;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2048;8931896;5857636;1004442;2052407;472458;1163592;481896;720888;1188377;3066957;1468882;1331891;433155;304134
334;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2049;9051745;5944145;1016624;2081581;482096;1180401;488963;727999;1206347;3101143;1492038;1353073;432481;308992
335;Bovengrens 95%-prognose-interval;Totaal 1e en 2e generatie;2050;9132174;6032246;1029250;2112635;488664;1197103;495797;735303;1224228;3135298;1515508;1375210;432468;310259
336;Bovengrens 95%-prognose-interval;1e Generatie;2003;1611783;1019937;130990;221356;41173;166084;85731;189483;193253;592228;285852;136548;136505;37974
337;Bovengrens 95%-prognose-interval;1e Generatie;2004;1673129;1066418;141231;243305;45566;172872;89189;193098;199852;607583;294328;148374;135918;39965
338;Bovengrens 95%-prognose-interval;1e Generatie;2005;1733413;1111657;150351;264913;50095;180494;93090;197144;207285;624045;303825;160409;135343;41827
339;Bovengrens 95%-prognose-interval;1e Generatie;2006;1797567;1156738;158666;286710;54940;188620;97083;201472;215207;642054;314221;173325;135087;43729
340;Bovengrens 95%-prognose-interval;1e Generatie;2007;1866172;1204078;166244;309536;60035;197287;101402;206162;223683;663390;326115;187122;134943;46116
341;Bovengrens 95%-prognose-interval;1e Generatie;2008;1937916;1252176;174212;332566;65149;206226;105945;211037;232410;686766;338464;202948;134699;49065
342;Bovengrens 95%-prognose-interval;1e Generatie;2009;2013928;1298621;182340;354921;70332;215595;110661;216187;241595;714516;353008;220533;134565;53254
343;Bovengrens 95%-prognose-interval;1e Generatie;2010;2093523;1348104;190087;378600;75665;225249;115290;221508;251053;745202;369491;238003;134638;57788
344;Bovengrens 95%-prognose-interval;1e Generatie;2011;2175810;1399590;198808;403256;80980;234961;119136;226797;260551;777479;386710;257701;134813;63677
345;Bovengrens 95%-prognose-interval;1e Generatie;2012;2259025;1450245;207322;427999;86320;244978;124167;232186;270359;813706;401895;278831;135142;68734
346;Bovengrens 95%-prognose-interval;1e Generatie;2013;2339001;1501945;215418;452608;91431;255093;128817;237468;280170;847187;418204;299268;135242;75002
347;Bovengrens 95%-prognose-interval;1e Generatie;2014;2417622;1552873;223381;477369;96429;264881;133491;242630;289712;881726;434554;319342;135485;80900
348;Bovengrens 95%-prognose-interval;1e Generatie;2015;2502173;1605922;231910;503328;101647;275227;138537;248002;299817;911705;450215;339610;135838;86789
349;Bovengrens 95%-prognose-interval;1e Generatie;2016;2588190;1660365;240406;529564;106877;285600;143182;253686;309972;940113;467098;358924;136137;92310
350;Bovengrens 95%-prognose-interval;1e Generatie;2017;2670601;1713658;250071;555393;112777;295975;147313;259198;320125;969026;480533;377867;136395;96662
351;Bovengrens 95%-prognose-interval;1e Generatie;2018;2753875;1766018;259610;580279;118383;306205;151801;264599;330125;996419;492496;396142;136646;102221
352;Bovengrens 95%-prognose-interval;1e Generatie;2019;2836259;1816915;269495;605457;124306;316248;156581;269881;339927;1023352;505212;414783;136701;105360
353;Bovengrens 95%-prognose-interval;1e Generatie;2020;2909082;1868813;279919;628996;130120;326442;161198;275384;349885;1051493;517235;432449;136537;108508
354;Bovengrens 95%-prognose-interval;1e Generatie;2021;2985027;1921047;290467;652291;135423;336548;166123;280868;359768;1076848;530763;450350;136730;113232
355;Bovengrens 95%-prognose-interval;1e Generatie;2022;3060786;1970633;300068;676158;141104;346661;170225;286254;369665;1106985;548690;469502;136988;117061
356;Bovengrens 95%-prognose-interval;1e Generatie;2023;3141168;2022697;310255;701694;146716;356765;174629;291425;379549;1138757;560849;488850;137379;120984
357;Bovengrens 95%-prognose-interval;1e Generatie;2024;3225437;2076364;320910;728159;151979;366571;178956;296275;389139;1167583;576970;507799;137833;124589
358;Bovengrens 95%-prognose-interval;1e Generatie;2025;3311733;2128727;332581;755206;157762;376365;184308;301118;398727;1199237;593226;528075;138205;126984
359;Bovengrens 95%-prognose-interval;1e Generatie;2026;3393305;2179264;342707;781389;163222;386457;189131;306191;408626;1226608;611986;546896;138546;127407
360;Bovengrens 95%-prognose-interval;1e Generatie;2027;3474717;2229668;352889;807569;168950;396530;194231;310980;418487;1255636;624609;567207;139238;130907
361;Bovengrens 95%-prognose-interval;1e Generatie;2028;3548661;2274414;362995;832240;174444;406439;199087;315600;428206;1279964;632227;584970;140031;133435
362;Bovengrens 95%-prognose-interval;1e Generatie;2029;3618667;2319137;372953;856126;179872;415979;203912;320353;437691;1300582;650582;603198;140626;136086
363;Bovengrens 95%-prognose-interval;1e Generatie;2030;3680832;2362512;382851;878108;185061;424921;207702;324343;446400;1323492;665003;619581;141362;138305
364;Bovengrens 95%-prognose-interval;1e Generatie;2031;3742274;2405097;392536;899585;189065;433966;211389;328084;455224;1349120;681041;635260;142077;142420
365;Bovengrens 95%-prognose-interval;1e Generatie;2032;3817845;2446505;402350;920515;193530;442857;214332;332070;463890;1369822;695709;646481;142720;143155
366;Bovengrens 95%-prognose-interval;1e Generatie;2033;3888206;2484892;411414;939561;196151;451788;217277;335901;472603;1384675;700592;659891;143276;142395
367;Bovengrens 95%-prognose-interval;1e Generatie;2034;3951796;2524280;419035;956822;198671;460468;220464;339309;481076;1393777;701468;671931;143638;141996
368;Bovengrens 95%-prognose-interval;1e Generatie;2035;4011281;2564655;426500;975551;202943;469207;223739;342383;489609;1408253;701064;684412;144166;141390
369;Bovengrens 95%-prognose-interval;1e Generatie;2036;4058857;2602731;435855;996020;208218;477955;226936;345268;498381;1421588;697238;696131;144582;145796
370;Bovengrens 95%-prognose-interval;1e Generatie;2037;4106967;2638892;444286;1016388;212323;486618;230419;348488;506884;1443968;704639;711453;145095;145890
371;Bovengrens 95%-prognose-interval;1e Generatie;2038;4150282;2672210;451840;1036337;216176;494687;233781;351203;514805;1468876;715950;723506;145804;145061
372;Bovengrens 95%-prognose-interval;1e Generatie;2039;4201532;2712743;458991;1057304;220330;502976;237391;354320;522921;1483333;714694;734521;146442;148906
373;Bovengrens 95%-prognose-interval;1e Generatie;2040;4261528;2753866;468237;1079386;224375;511044;240904;356948;530797;1496916;718190;746833;147307;152728
374;Bovengrens 95%-prognose-interval;1e Generatie;2041;4324630;2792601;478217;1098929;227650;519062;243687;359338;538625;1509363;725305;758763;148187;152535
375;Bovengrens 95%-prognose-interval;1e Generatie;2042;4385260;2823851;486742;1115979;231241;527259;246682;361717;546646;1520215;729796;769274;148372;154140
376;Bovengrens 95%-prognose-interval;1e Generatie;2043;4430963;2851881;495418;1132519;234872;535639;249735;364204;554851;1530840;740645;780023;148240;157570
377;Bovengrens 95%-prognose-interval;1e Generatie;2044;4464343;2881616;503915;1145470;238801;543644;253084;366932;562533;1544134;744690;790132;148238;158630
378;Bovengrens 95%-prognose-interval;1e Generatie;2045;4497926;2913442;511530;1162895;240730;551362;256201;369862;570047;1556221;751225;799883;148246;162287
379;Bovengrens 95%-prognose-interval;1e Generatie;2046;4541121;2943898;516812;1179918;242298;558982;259299;372564;577448;1570547;758442;808740;148482;164754
