ID;ImportsAndExports;Periods;Original_1;WorkingDayAdjusted_2;Price_3;Original_4;WorkingDayAdjusted_5;Original_6;WorkingDayAdjusted_7;Price_8;Original_9;WorkingDayAdjusted_10
41;Imports;1997 2nd quarter;30.3;30.2;86.2;35.2;35.1;13.7;13.0;1.1;12.4;11.8
42;Imports;1997 July;30.3;29.6;87.2;34.7;33.9;14.7;14.7;3.2;11.2;11.2
43;Imports;1997 August;28.3;29.2;89.3;31.7;32.7;11.5;14.6;3.7;7.5;10.4
44;Imports;1997 September;32.6;32.1;87.2;37.3;36.8;18.0;14.9;1.9;15.8;12.8
45;Imports;1997 3rd quarter;30.4;30.3;87.8;34.6;34.5;14.9;14.7;2.9;11.6;11.5
46;Imports;1997 October;32.8;32.0;92.1;35.6;34.8;9.5;9.5;1.2;8.2;8.2
47;Imports;1997 November;31.9;33.1;93.0;34.3;35.6;8.5;11.4;1.0;7.4;10.3
48;Imports;1997 December;32.4;32.0;93.8;34.6;34.1;9.3;6.4;-0.6;10.0;7.2
49;Imports;1997 4th quarter;32.4;32.4;93.0;34.8;34.8;9.1;9.1;0.5;8.5;8.5
50;Imports;1997;30.8;30.9;88.5;34.8;34.9;11.6;12.0;1.7;9.8;10.2
51;Imports;1998 January;31.3;31.6;87.4;35.9;36.2;6.2;9.1;-0.9;7.2;10.1
52;Imports;1998 February;31.2;31.5;84.0;37.1;37.4;7.2;7.2;-1.4;8.7;8.7
53;Imports;1998 March;36.2;36.3;85.9;42.2;42.2;13.9;8.9;-1.2;15.2;10.4
54;Imports;1998 1st quarter;32.9;33.1;85.8;38.4;38.6;9.2;8.4;-1.2;10.5;9.7
55;Imports;1998 April;31.6;31.3;86.9;36.3;36.0;1.8;3.6;-1.2;3.0;4.7
56;Imports;1998 May;30.1;30.8;83.3;36.2;37.0;2.3;3.2;-2.1;4.5;5.5
57;Imports;1998 June;32.4;32.2;82.9;39.1;38.9;6.3;5.3;-3.2;9.8;8.8
58;Imports;1998 2nd quarter;31.4;31.4;84.3;37.2;37.3;3.5;4.0;-2.2;5.8;6.4
59;Imports;1998 July;30.9;30.2;82.9;37.3;36.5;2.2;2.2;-4.9;7.5;7.5
60;Imports;1998 August;28.8;29.7;84.0;34.3;35.4;1.6;1.6;-5.9;8.1;8.1
61;Imports;1998 September;32.7;32.2;82.2;39.8;39.2;0.4;0.4;-5.7;6.5;6.5
62;Imports;1998 3rd quarter;30.8;30.7;83.0;37.1;37.0;1.4;1.4;-5.5;7.3;7.3
63;Imports;1998 October;32.2;32.3;86.3;37.3;37.4;-1.9;0.8;-6.4;4.8;7.6
64;Imports;1998 November;33.1;33.4;87.2;37.9;38.4;3.7;0.9;-6.3;10.7;7.8
65;Imports;1998 December;33.2;32.2;87.5;37.9;36.8;2.4;0.6;-6.7;9.7;7.9
66;Imports;1998 4th quarter;32.8;32.6;87.0;37.7;37.5;1.4;0.8;-6.4;8.4;7.8
67;Imports;1998;32.0;32.0;85.0;37.6;37.6;3.8;3.6;-3.9;8.0;7.8
68;Imports;1999 January;30.0;31.1;80.2;37.4;38.7;-4.3;-1.7;-8.3;4.3;7.1
69;Imports;1999 February;30.0;30.3;77.8;38.6;39.0;-3.7;-3.7;-7.5;4.1;4.1
70;Imports;1999 March;37.3;36.4;81.2;46.0;44.9;3.0;0.3;-5.5;9.1;6.2
71;Imports;1999 1st quarter;32.4;32.6;79.8;40.7;40.9;-1.4;-1.6;-7.0;6.0;5.8
72;Imports;1999 April;32.5;32.2;83.0;39.1;38.8;2.9;2.9;-4.5;7.7;7.7
73;Imports;1999 May;31.8;33.1;80.1;39.7;41.3;5.6;7.5;-3.8;9.9;11.7
74;Imports;1999 June;34.0;33.2;81.4;41.7;40.8;4.8;3.0;-1.8;6.7;4.9
75;Imports;1999 2nd quarter;32.8;32.8;81.5;40.2;40.3;4.4;4.4;-3.4;8.1;8.1
76;Imports;1999 July;33.1;33.2;82.2;40.2;40.4;6.9;9.9;-0.9;7.9;10.7
77;Imports;1999 August;32.3;32.4;84.1;38.4;38.5;12.1;9.1;0.1;11.9;9.0
78;Imports;1999 September;36.5;35.9;83.7;43.6;42.9;11.5;11.5;1.8;9.6;9.6
79;Imports;1999 3rd quarter;34.0;33.9;83.3;40.7;40.6;10.2;10.2;0.4;9.7;9.8
80;Imports;1999 October;35.0;36.1;86.6;40.5;41.7;9.0;11.9;0.4;8.5;11.4
81;Imports;1999 November;38.7;38.1;89.9;43.1;42.5;17.1;14.0;3.1;13.6;10.7
82;Imports;1999 December;40.0;38.1;92.2;43.3;41.4;20.4;18.3;5.4;14.2;12.4
83;Imports;1999 4th quarter;37.9;37.5;89.6;42.3;41.8;15.6;14.7;3.0;12.2;11.5
84;Imports;1999;34.3;34.2;83.6;41.0;40.9;7.2;6.9;-1.7;9.0;8.8
85;Imports;2000 January;36.0;36.6;85.9;41.9;42.7;20.0;17.9;7.1;12.0;10.2
86;Imports;2000 February;38.8;37.3;84.9;45.7;44.1;29.3;23.1;9.2;18.4;13.1
87;Imports;2000 March;44.8;43.7;87.4;51.2;50.0;19.9;19.9;7.6;11.4;11.4
88;Imports;2000 1st quarter;39.8;39.2;86.1;46.3;45.6;22.8;20.3;7.9;13.8;11.6
89;Imports;2000 April;37.8;38.9;87.0;43.5;44.6;16.4;20.7;4.8;11.0;15.1
90;Imports;2000 May;42.1;40.0;86.3;48.8;46.5;32.2;21.0;7.7;22.7;12.6
91;Imports;2000 June;40.4;40.8;87.6;46.1;46.6;18.8;23.0;7.5;10.4;14.2
92;Imports;2000 2nd quarter;40.1;39.9;86.9;46.1;45.9;22.3;21.6;6.7;14.7;13.9
93;Imports;2000 July;38.2;39.3;86.6;44.1;45.4;15.3;18.4;5.3;9.5;12.4
94;Imports;2000 August;39.9;39.0;89.4;44.7;43.7;23.6;20.4;6.3;16.4;13.4
95;Imports;2000 September;42.8;43.3;90.1;47.5;48.0;17.4;20.6;7.7;8.9;11.8
96;Imports;2000 3rd quarter;40.3;40.6;88.7;45.4;45.7;18.7;19.8;6.5;11.5;12.5
97;Imports;2000 October;43.1;43.3;94.7;45.5;45.7;23.0;19.8;9.4;12.5;9.6
98;Imports;2000 November;46.6;45.9;97.1;48.0;47.3;20.3;20.3;8.0;11.4;11.4
99;Imports;2000 December;44.0;45.9;93.3;47.2;49.1;10.2;20.5;1.2;8.9;18.7
100;Imports;2000 4th quarter;44.6;45.0;95.0;46.9;47.4;17.6;20.2;6.0;10.9;13.2
101;Imports;2000;41.2;41.2;89.2;46.2;46.1;20.2;20.4;6.7;12.7;12.8
102;Imports;2001 January;42.6;41.8;87.0;48.9;48.1;18.3;14.1;1.3;16.8;12.7
103;Imports;2001 February;39.5;39.9;85.6;46.1;46.6;1.7;6.7;0.8;0.8;5.6
104;Imports;2001 March;46.0;46.1;86.9;53.0;53.1;2.9;5.7;-0.5;3.4;6.2
105;Imports;2001 1st quarter;42.7;42.6;86.5;49.3;49.2;7.1;8.6;0.5;6.6;8.0
106;Imports;2001 April;39.6;40.3;87.6;45.2;46.0;4.6;3.7;0.6;4.0;3.0
107;Imports;2001 May;42.3;41.0;86.4;48.9;47.5;0.5;2.3;0.2;0.3;2.0
108;Imports;2001 June;41.3;42.1;87.9;46.9;47.9;2.1;3.1;0.3;1.8;2.8
109;Imports;2001 2nd quarter;41.0;41.1;87.3;47.0;47.1;2.3;3.0;0.4;2.0;2.6
110;Imports;2001 July;40.6;40.8;86.8;46.8;47.0;6.4;3.6;0.2;6.2;3.4
111;Imports;2001 August;40.5;39.6;87.6;46.2;45.2;1.5;1.5;-1.9;3.5;3.5
112;Imports;2001 September;39.4;40.9;86.2;45.7;47.5;-8.0;-5.4;-4.4;-3.7;-1.1
113;Imports;2001 3rd quarter;40.2;40.4;86.9;46.3;46.6;-0.3;-0.3;-2.1;1.9;1.9
114;Imports;2001 October;40.7;39.8;89.6;45.5;44.5;-5.5;-8.0;-5.4;-0.1;-2.7
115;Imports;2001 November;41.6;41.0;90.4;46.1;45.4;-10.7;-10.7;-6.9;-4.1;-4.1
116;Imports;2001 December;38.7;40.3;89.3;43.4;45.1;-12.1;-12.1;-4.3;-8.1;-8.1
117;Imports;2001 4th quarter;40.4;40.4;89.8;45.0;45.0;-9.5;-10.3;-5.5;-4.2;-5.0
118;Imports;2001;41.1;41.1;87.6;46.9;47.0;-0.3;-0.1;-1.9;1.5;1.8
119;Imports;2002 January;37.8;37.1;82.6;45.8;45.0;-11.2;-11.2;-5.0;-6.5;-6.5
120;Imports;2002 February;36.4;36.8;81.0;44.9;45.4;-7.7;-7.7;-5.3;-2.5;-2.5
121;Imports;2002 March;42.5;43.8;83.5;50.9;52.4;-7.6;-5.1;-3.9;-3.9;-1.4
122;Imports;2002 1st quarter;38.9;39.2;82.4;47.2;47.6;-8.9;-7.9;-4.7;-4.3;-3.4
123;Imports;2002 April;39.9;39.5;84.2;47.3;46.9;0.7;-1.9;-3.8;4.8;2.1
124;Imports;2002 May;38.5;37.9;81.6;47.2;46.5;-9.0;-7.3;-5.6;-3.6;-1.9
125;Imports;2002 June;37.9;39.0;82.0;46.2;47.5;-8.2;-7.3;-6.7;-1.6;-0.7
126;Imports;2002 2nd quarter;38.7;38.8;82.6;46.9;47.0;-5.6;-5.6;-5.3;-0.2;-0.2
127;Imports;2002 July;37.6;36.8;81.9;46.0;44.9;-7.3;-9.7;-5.6;-1.8;-4.4
128;Imports;2002 August;37.6;37.7;83.7;44.9;45.1;-7.3;-4.8;-4.5;-2.9;-0.3
129;Imports;2002 September;39.6;40.1;82.9;47.8;48.4;0.6;-2.1;-3.8;4.6;1.9
130;Imports;2002 3rd quarter;38.3;38.2;82.8;46.2;46.1;-4.7;-5.5;-4.6;-0.1;-0.9
131;Imports;2002 October;41.3;40.3;86.9;47.5;46.4;1.3;1.3;-3.0;4.4;4.4
132;Imports;2002 November;40.2;40.7;87.4;46.1;46.6;-3.4;-0.7;-3.4;0.0;2.7
133;Imports;2002 December;39.5;40.0;86.9;45.4;46.0;1.9;-0.8;-2.7;4.8;2.1
134;Imports;2002 4th quarter;40.3;40.3;87.1;46.3;46.3;-0.1;-0.1;-3.0;3.0;3.0
135;Imports;2002;39.1;39.1;83.7;46.7;46.8;-4.9;-4.8;-4.4;-0.5;-0.4
136;Imports;2003 January;39.3;38.6;82.7;47.5;46.6;3.9;3.9;0.2;3.7;3.7
137;Imports;2003 February;38.1;38.5;81.0;47.1;47.6;4.8;4.8;0.0;4.8;4.8
138;Imports;2003 March;42.8;44.0;82.1;52.1;53.6;0.6;0.6;-1.7;2.3;2.3
139;Imports;2003 1st quarter;40.1;40.4;81.9;48.9;49.3;3.0;2.9;-0.6;3.6;3.6
140;Imports;2003 April;39.3;39.0;81.6;48.2;47.8;-1.3;-1.3;-3.1;1.9;1.9
141;Imports;2003 May;38.3;38.1;78.6;48.7;48.5;-0.5;0.4;-3.6;3.2;4.2
142;Imports;2003 June;37.0;37.8;79.5;46.6;47.5;-2.3;-3.2;-3.1;0.9;-0.1
143;Imports;2003 2nd quarter;38.2;38.3;79.9;47.8;47.9;-1.4;-1.4;-3.3;2.0;2.0
144;Imports;2003 July;37.7;36.9;79.8;47.3;46.3;0.2;0.2;-2.6;2.9;2.9
145;Imports;2003 August;35.8;37.0;82.1;43.7;45.0;-4.6;-2.0;-1.9;-2.7;-0.2
146;Imports;2003 September;39.5;38.9;80.4;49.2;48.4;-0.3;-3.0;-3.0;2.8;0.1
147;Imports;2003 3rd quarter;37.7;37.6;80.7;46.7;46.6;-1.6;-1.6;-2.6;1.0;0.9
148;Imports;2003 October;41.4;40.4;84.0;49.2;48.1;0.2;0.2;-3.3;3.7;3.7
149;Imports;2003 November;40.1;41.7;85.6;46.9;48.7;-0.2;2.5;-2.0;1.8;4.5
150;Imports;2003 December;42.5;41.9;84.1;50.5;49.8;7.6;4.8;-3.1;11.1;8.2
151;Imports;2003 4th quarter;41.3;41.4;84.6;48.9;48.9;2.5;2.5;-2.8;5.5;5.5
152;Imports;2003;39.3;39.4;81.8;48.1;48.2;0.7;0.6;-2.3;3.0;3.0
153;Imports;2004 January;37.6;37.9;80.5;46.6;47.0;-4.3;-1.7;-2.6;-1.7;0.9
154;Imports;2004 February;38.1;37.7;78.3;48.7;48.2;-0.1;-2.3;-3.3;3.3;1.3
155;Imports;2004 March;46.2;45.0;81.1;56.9;55.5;7.9;2.3;-1.1;9.2;3.6
156;Imports;2004 1st quarter;40.6;40.2;80.1;50.7;50.2;1.4;-0.4;-2.3;3.8;2.0
157;Imports;2004 April;41.9;41.5;82.6;50.8;50.3;6.6;6.6;1.2;5.3;5.3
158;Imports;2004 May;40.8;42.4;80.6;50.6;52.6;6.5;11.4;2.5;3.9;8.5
159;Imports;2004 June;44.4;43.3;81.5;54.4;53.2;19.8;14.6;2.5;16.9;12.0
160;Imports;2004 2nd quarter;42.4;42.4;81.5;51.9;52.0;10.8;10.8;2.1;8.6;8.6
161;Imports;2004 July;42.0;42.1;82.2;51.1;51.3;11.2;14.3;3.0;8.0;10.9
162;Imports;2004 August;43.3;43.5;84.4;51.3;51.5;20.9;17.7;2.8;17.6;14.5
163;Imports;2004 September;45.1;44.4;83.4;54.0;53.2;14.1;14.1;3.8;9.9;9.9
164;Imports;2004 3rd quarter;43.4;43.3;83.3;52.1;52.0;15.3;15.3;3.3;11.7;11.7
165;Imports;2004 October;44.2;45.6;86.9;50.8;52.4;6.8;12.7;3.5;3.2;8.8
166;Imports;2004 November;47.2;46.5;86.8;54.4;53.6;17.5;11.4;1.3;16.0;10.1
167;Imports;2004 December;48.1;45.9;84.9;56.7;54.2;13.3;9.4;0.8;12.4;8.7
168;Imports;2004 4th quarter;46.5;46.0;86.2;54.0;53.4;12.5;11.1;1.9;10.5;9.2
169;Imports;2004;43.2;43.0;82.8;52.2;51.9;9.9;9.1;1.3;8.6;7.8
170;Imports;2005 January;42.3;43.0;82.4;51.3;52.3;12.5;13.6;2.2;10.1;11.1
171;Imports;2005 February;41.9;42.4;81.2;51.7;52.2;10.0;12.5;3.7;6.2;8.3
172;Imports;2005 March;49.1;48.7;84.5;58.1;57.6;6.3;8.2;4.1;2.1;3.8
173;Imports;2005 1st quarter;44.4;44.7;82.7;53.7;54.0;9.4;11.2;3.3;5.8;7.5
174;Imports;2005 April;47.1;46.3;84.8;55.6;54.7;12.4;11.5;2.7;9.5;8.7
175;Imports;2005 May;44.7;45.3;82.4;54.3;54.9;9.6;6.7;2.2;7.2;4.4
176;Imports;2005 June;47.5;46.4;84.2;56.4;55.1;7.0;7.0;3.3;3.6;3.6
177;Imports;2005 2nd quarter;46.4;46.0;83.8;55.4;54.9;9.6;8.4;2.7;6.7;5.5
178;Imports;2005 July;44.8;46.2;84.6;53.0;54.6;6.8;9.7;3.0;3.7;6.5
179;Imports;2005 August;47.4;46.3;86.7;54.7;53.4;9.4;6.5;2.8;6.5;3.7
180;Imports;2005 September;49.3;48.6;85.8;57.5;56.6;9.4;9.4;2.9;6.4;6.4
181;Imports;2005 3rd quarter;47.2;47.0;85.7;55.0;54.9;8.6;8.5;2.9;5.5;5.5
182;Imports;2005 October;48.3;49.8;89.1;54.2;55.8;9.3;9.3;2.5;6.6;6.6
183;Imports;2005 November;51.9;51.1;89.9;57.7;56.9;10.0;10.0;3.6;6.2;6.2
184;Imports;2005 December;52.5;52.3;89.6;58.5;58.3;9.0;13.9;5.6;3.2;7.7
185;Imports;2005 4th quarter;50.9;51.0;89.6;56.8;57.0;9.4;11.1;4.0;5.2;6.8
186;Imports;2005;47.2;47.2;85.5;55.2;55.2;9.2;9.8;3.2;5.8;6.3
187;Imports;2006 January;50.4;50.0;88.2;57.1;56.7;19.2;16.1;7.1;11.3;8.4
188;Imports;2006 February;47.2;47.7;85.4;55.3;55.8;12.7;12.7;5.2;7.1;7.1
189;Imports;2006 March;57.9;56.5;87.6;66.1;64.5;18.0;16.0;3.8;13.8;11.9
190;Imports;2006 1st quarter;51.9;51.4;87.1;59.5;59.0;16.7;15.0;5.3;10.8;9.2
191;Imports;2006 April;51.1;52.5;88.3;57.8;59.4;8.4;13.3;4.2;4.1;8.6
192;Imports;2006 May;54.9;53.1;86.7;63.2;61.3;22.7;17.4;5.3;16.5;11.6
193;Imports;2006 June;53.7;53.4;87.8;61.2;60.8;13.2;15.2;4.4;8.5;10.3
194;Imports;2006 2nd quarter;53.2;53.0;87.6;60.8;60.5;14.6;15.3;4.6;9.6;10.2
195;Imports;2006 July;50.6;52.2;88.3;57.3;59.1;12.9;12.9;4.4;8.2;8.2
196;Imports;2006 August;53.8;52.5;89.6;60.0;58.7;13.4;13.4;3.3;9.8;9.8
197;Imports;2006 September;53.3;53.9;86.8;61.3;62.0;8.0;10.9;1.2;6.7;9.5
198;Imports;2006 3rd quarter;52.5;52.9;88.2;59.6;59.9;11.4;12.4;2.9;8.2;9.2
199;Imports;2006 October;55.3;55.6;89.3;62.0;62.2;14.7;11.6;0.2;14.4;11.5
200;Imports;2006 November;57.3;56.5;90.8;63.1;62.2;10.5;10.5;1.0;9.4;9.4
201;Imports;2006 December;54.6;56.8;90.0;60.6;63.1;4.0;8.8;0.4;3.6;8.1
202;Imports;2006 4th quarter;55.8;56.3;90.0;61.9;62.5;9.6;10.3;0.5;9.0;9.7
203;Imports;2006;53.3;53.4;88.3;60.4;60.5;13.0;13.1;3.2;9.4;9.6
204;Imports;2007 January;53.8;52.8;88.2;61.0;59.9;6.7;5.7;0.0;6.7;5.7
205;Imports;2007 February;51.8;52.4;86.0;60.3;60.9;9.7;9.7;0.7;9.0;9.0
206;Imports;2007 March;60.0;60.1;88.8;67.6;67.7;3.5;6.4;1.3;2.2;4.9
207;Imports;2007 1st quarter;55.2;55.1;87.7;62.9;62.8;6.5;7.2;0.7;5.7;6.5
208;Imports;2007 April;54.7;55.7;89.5;61.2;62.2;7.2;6.2;1.3;5.8;4.8
209;Imports;2007 May;58.4;57.6;88.5;66.0;65.1;6.4;8.3;2.0;4.3;6.1
210;Imports;2007 June;56.9;57.0;89.5;63.5;63.7;5.8;6.8;1.9;3.8;4.8
211;Imports;2007 2nd quarter;56.7;56.8;89.1;63.6;63.7;6.5;7.1;1.7;4.6;5.2
212;Imports;2007 July;56.2;56.4;88.9;63.3;63.5;11.1;8.1;0.6;10.4;7.5
213;Imports;2007 August;58.2;56.9;89.3;65.1;63.7;8.2;8.2;-0.3;8.5;8.5
214;Imports;2007 September;56.6;58.8;88.6;63.8;66.3;6.2;9.1;2.0;4.1;6.9
215;Imports;2007 3rd quarter;57.0;57.4;88.9;64.1;64.5;8.5;8.5;0.8;7.6;7.6
216;Imports;2007 October;59.5;58.1;92.3;64.4;63.0;7.4;4.6;3.3;4.0;1.3
217;Imports;2007 November;62.9;62.0;94.4;66.6;65.7;9.7;9.7;3.9;5.6;5.6
218;Imports;2007 December;57.8;60.2;94.0;61.4;63.9;5.8;5.8;4.5;1.3;1.3
219;Imports;2007 4th quarter;60.0;60.1;93.6;64.2;64.2;7.7;6.7;3.9;3.6;2.7
220;Imports;2007;57.2;57.3;89.9;63.7;63.8;7.3;7.4;1.8;5.4;5.5
221;Imports;2008 January;61.9;60.8;94.0;65.9;64.7;15.1;15.1;6.5;8.1;8.1
222;Imports;2008 February;60.3;58.0;91.3;66.0;63.7;16.3;10.8;6.2;9.6;4.6
223;Imports;2008 March;62.4;65.3;93.9;66.4;69.5;4.0;8.7;5.8;-1.7;2.6
224;Imports;2008 1st quarter;61.5;61.4;93.1;66.1;66.0;11.5;11.4;6.1;5.1;5.0
225;Imports;2008 April;61.9;60.3;94.8;65.3;63.7;13.1;8.2;5.9;6.8;2.3
226;Imports;2008 May;61.9;62.6;95.3;64.9;65.7;5.9;8.8;7.7;-1.7;0.9
227;Imports;2008 June;62.8;63.0;97.8;64.3;64.5;10.5;10.5;9.2;1.2;1.2
228;Imports;2008 2nd quarter;62.2;62.0;96.0;64.8;64.6;9.8;9.2;7.6;2.0;1.5
229;Imports;2008 July;62.6;61.1;96.9;64.6;63.1;11.2;8.3;9.0;2.0;-0.6
230;Imports;2008 August;60.6;62.5;97.3;62.3;64.2;4.1;9.9;8.9;-4.4;0.8
231;Imports;2008 September;64.1;63.1;93.8;68.3;67.3;13.2;7.3;5.9;6.9;1.5
232;Imports;2008 3rd quarter;62.4;62.2;96.0;65.0;64.8;9.5;8.5;7.9;1.5;0.6
233;Imports;2008 October;62.1;60.7;95.2;65.2;63.8;4.4;4.4;3.1;1.2;1.2
234;Imports;2008 November;57.5;59.7;92.8;61.9;64.2;-8.7;-3.6;-1.6;-7.1;-2.2
235;Imports;2008 December;53.7;53.0;89.3;60.2;59.4;-7.0;-11.9;-5.1;-2.0;-7.0
236;Imports;2008 4th quarter;57.7;57.8;92.5;62.4;62.5;-3.8;-3.8;-1.1;-2.7;-2.7
237;Imports;2008;61.0;60.8;94.4;64.6;64.5;6.5;6.1;5.0;1.4;1.1
238;Imports;2009 January;48.9;49.3;86.4;56.6;57.1;-21.1;-18.9;-8.1;-14.1;-11.9
239;Imports;2009 February;47.4;47.9;84.4;56.2;56.7;-21.4;-17.5;-7.6;-15.0;-10.9
240;Imports;2009 March;53.1;53.2;85.3;62.3;62.4;-14.8;-18.5;-9.2;-6.3;-10.2
241;Imports;2009 1st quarter;49.8;50.1;85.4;58.3;58.7;-19.1;-18.3;-8.3;-11.8;-11.0
242;Imports;2009 April;46.7;46.2;84.7;55.1;54.6;-24.6;-23.3;-10.6;-15.7;-14.3
243;Imports;2009 May;46.6;47.7;84.1;55.5;56.7;-24.6;-23.9;-11.8;-14.5;-13.7
244;Imports;2009 June;48.0;47.7;86.6;55.4;55.0;-23.6;-24.4;-11.4;-13.8;-14.6
245;Imports;2009 2nd quarter;47.1;47.2;85.2;55.3;55.4;-24.3;-23.9;-11.3;-14.7;-14.2
246;Imports;2009 July;48.8;47.7;83.2;58.7;57.4;-21.9;-21.9;-14.1;-9.1;-9.1
247;Imports;2009 August;47.1;48.5;85.6;55.0;56.7;-22.3;-22.3;-12.1;-11.7;-11.7
248;Imports;2009 September;49.2;48.4;83.3;59.0;58.1;-23.2;-23.2;-11.2;-13.6;-13.6
249;Imports;2009 3rd quarter;48.4;48.2;84.0;57.6;57.4;-22.5;-22.5;-12.5;-11.5;-11.5
250;Imports;2009 October;50.4;50.6;87.9;57.3;57.5;-18.8;-16.6;-7.6;-12.1;-9.8
251;Imports;2009 November;52.6;53.2;88.6;59.4;60.1;-8.4;-10.8;-4.6;-4.0;-6.5
252;Imports;2009 December;54.9;53.3;88.6;62.0;60.2;2.3;0.5;-0.7;3.0;1.3
253;Imports;2009 4th quarter;52.7;52.4;88.4;59.6;59.3;-8.8;-9.4;-4.5;-4.6;-5.1
254;Imports;2009;49.5;49.5;85.8;57.7;57.7;-18.9;-18.7;-9.1;-10.7;-10.5
255;Imports;2010 January;52.9;54.8;89.7;59.0;61.0;8.2;11.2;3.8;4.2;7.0
256;Imports;2010 February;50.2;50.7;87.6;57.2;57.8;5.8;5.8;3.8;1.9;1.9
257;Imports;2010 March;61.8;60.3;90.5;68.3;66.6;16.3;13.3;6.1;9.6;6.8
258;Imports;2010 1st quarter;54.9;55.2;89.3;61.5;61.8;10.3;10.2;4.7;5.4;5.3
259;Imports;2010 April;57.7;57.2;92.9;62.2;61.6;23.8;23.8;9.7;12.9;12.9
260;Imports;2010 May;58.4;60.8;92.2;63.4;65.8;25.3;27.5;9.7;14.3;16.2
261;Imports;2010 June;62.6;61.1;93.7;66.8;65.3;30.5;28.2;8.1;20.6;18.6
262;Imports;2010 2nd quarter;59.6;59.7;92.9;64.1;64.2;26.5;26.5;9.2;15.9;15.9
263;Imports;2010 July;58.4;58.7;91.9;63.6;63.8;19.6;22.9;10.4;8.4;11.3
264;Imports;2010 August;57.2;57.5;93.5;61.2;61.5;21.7;18.4;9.2;11.4;8.5
