ID;Stichtingskostenklasse;Opdrachtgever;Periode;VerleendeBouwvergunningen_1;BegonnenWoningen_2;WoningenInUitvoering_3;Totaal_4;Huurwoningen_5;Koopwoningen_6;Eengezinswoningen_7;Meergezinswoningen_8;k_3Kamers_9;k_3Kamers_10;k_4Kamers_11;k_4OfMeerKamers_12
26;Totaal;Opdrachtgevers totaal;1995 Augustus;7482.0;6026.0;94103.0;5662.0;1887.0;3775.0;4287.0;1375.0;403.0;1255.0;3135.0;869.0
27;Totaal;Opdrachtgevers totaal;1995 September;7350.0;9562.0;97432.0;6380.0;1742.0;4638.0;4919.0;1461.0;224.0;1271.0;3944.0;941.0
28;Totaal;Opdrachtgevers totaal;1995 3e kwartaal;21638.0;22304.0;97432.0;20918.0;6576.0;14342.0;15586.0;5332.0;1244.0;4874.0;11892.0;2908.0
29;Totaal;Opdrachtgevers totaal;1995 Oktober;8167.0;8102.0;97875.0;7639.0;2280.0;5359.0;6250.0;1389.0;442.0;1714.0;4394.0;1089.0
30;Totaal;Opdrachtgevers totaal;1995 November;8423.0;8519.0;93707.0;12705.0;3732.0;8973.0;9063.0;3642.0;828.0;3219.0;6971.0;1687.0
31;Totaal;Opdrachtgevers totaal;1995 December;11077.0;9869.0;86801.0;16847.0;5519.0;11328.0;11992.0;4855.0;953.0;4487.0;9136.0;2271.0
32;Totaal;Opdrachtgevers totaal;1995 4e kwartaal;27667.0;26490.0;86801.0;37191.0;11531.0;25660.0;27305.0;9886.0;2223.0;9420.0;20501.0;5047.0
33;Totaal;Opdrachtgevers totaal;1995;98405.0;95918.0;86801.0;93836.0;29090.0;64746.0;69517.0;24319.0;5173.0;23813.0;51826.0;13024.0
34;Totaal;Opdrachtgevers totaal;1996 Januari;6258.0;4434.0;87911.0;2871.0;1050.0;1821.0;1849.0;1022.0;271.0;555.0;1566.0;479.0
35;Totaal;Opdrachtgevers totaal;1996 Februari;8831.0;5389.0;89557.0;3753.0;1394.0;2359.0;2274.0;1479.0;398.0;1218.0;1713.0;424.0
36;Totaal;Opdrachtgevers totaal;1996 Maart;9284.0;7614.0;93043.0;3952.0;1158.0;2794.0;2940.0;1012.0;149.0;987.0;2182.0;634.0
37;Totaal;Opdrachtgevers totaal;1996 1e kwartaal;24373.0;17437.0;93043.0;10576.0;3602.0;6974.0;7063.0;3513.0;818.0;2760.0;5461.0;1537.0
38;Totaal;Opdrachtgevers totaal;1996 April;6616.0;6897.0;95223.0;4813.0;1325.0;3488.0;3944.0;869.0;282.0;1176.0;2612.0;743.0
39;Totaal;Opdrachtgevers totaal;1996 Mei;7423.0;8846.0;97601.0;6570.0;2176.0;4394.0;4806.0;1764.0;415.0;1720.0;3802.0;633.0
40;Totaal;Opdrachtgevers totaal;1996 Juni;9197.0;9242.0;98456.0;8468.0;2899.0;5569.0;6003.0;2465.0;505.0;2092.0;4799.0;1072.0
41;Totaal;Opdrachtgevers totaal;1996 2e kwartaal;23236.0;24985.0;98456.0;19851.0;6400.0;13451.0;14753.0;5098.0;1202.0;4988.0;11213.0;2448.0
42;Totaal;Opdrachtgevers totaal;1996 Juli;7680.0;7497.0;99006.0;6921.0;2578.0;4343.0;4385.0;2536.0;588.0;1800.0;3656.0;877.0
43;Totaal;Opdrachtgevers totaal;1996 Augustus;7184.0;6653.0;98848.0;6647.0;2270.0;4377.0;4603.0;2044.0;603.0;1981.0;3083.0;980.0
44;Totaal;Opdrachtgevers totaal;1996 September;8317.0;8326.0;98675.0;8580.0;3227.0;5353.0;6125.0;2455.0;486.0;2271.0;4506.0;1317.0
45;Totaal;Opdrachtgevers totaal;1996 3e kwartaal;23181.0;22476.0;98675.0;22148.0;8075.0;14073.0;15113.0;7035.0;1677.0;6052.0;11245.0;3174.0
46;Totaal;Opdrachtgevers totaal;1996 Oktober;11214.0;11965.0;101074.0;8656.0;3010.0;5646.0;5529.0;3127.0;344.0;2643.0;4561.0;1108.0
47;Totaal;Opdrachtgevers totaal;1996 November;10519.0;8922.0;99849.0;10171.0;3463.0;6708.0;6879.0;3292.0;675.0;2950.0;5515.0;1031.0
48;Totaal;Opdrachtgevers totaal;1996 December;9596.0;10032.0;92587.0;17532.0;6529.0;11003.0;11670.0;5862.0;1362.0;5074.0;8854.0;2242.0
49;Totaal;Opdrachtgevers totaal;1996 4e kwartaal;31329.0;30919.0;92587.0;36359.0;13002.0;23357.0;24078.0;12281.0;2381.0;10667.0;18930.0;4381.0
50;Totaal;Opdrachtgevers totaal;1996;102119.0;95817.0;92587.0;88934.0;31079.0;57855.0;61007.0;27927.0;6078.0;24467.0;46849.0;11540.0
51;Totaal;Opdrachtgevers totaal;1997 Januari;6164.0;4554.0;94015.0;3089.0;1003.0;2086.0;2060.0;1029.0;281.0;838.0;1513.0;457.0
52;Totaal;Opdrachtgevers totaal;1997 Februari;5727.0;7054.0;97628.0;3426.0;880.0;2546.0;2475.0;951.0;210.0;726.0;2051.0;439.0
53;Totaal;Opdrachtgevers totaal;1997 Maart;8169.0;7944.0;100197.0;5394.0;1424.0;3970.0;3918.0;1476.0;328.0;1117.0;3148.0;801.0
54;Totaal;Opdrachtgevers totaal;1997 1e kwartaal;20060.0;19552.0;100197.0;11909.0;3307.0;8602.0;8453.0;3456.0;819.0;2681.0;6712.0;1697.0
55;Totaal;Opdrachtgevers totaal;1997 April;7742.0;10378.0;105022.0;5534.0;1626.0;3908.0;4313.0;1221.0;294.0;1052.0;3314.0;874.0
56;Totaal;Opdrachtgevers totaal;1997 Mei;7267.0;8148.0;105439.0;7593.0;2007.0;5586.0;5463.0;2130.0;204.0;1743.0;4928.0;718.0
57;Totaal;Opdrachtgevers totaal;1997 Juni;9777.0;8495.0;105300.0;8459.0;2507.0;5952.0;6207.0;2252.0;416.0;2276.0;4826.0;941.0
58;Totaal;Opdrachtgevers totaal;1997 2e kwartaal;24786.0;27021.0;105300.0;21586.0;6140.0;15446.0;15983.0;5603.0;914.0;5071.0;13068.0;2533.0
59;Totaal;Opdrachtgevers totaal;1997 Juli;7394.0;5233.0;104408.0;5990.0;1732.0;4258.0;4096.0;1894.0;437.0;1565.0;3352.0;636.0
60;Totaal;Opdrachtgevers totaal;1997 Augustus;7028.0;6667.0;105408.0;5611.0;1436.0;4175.0;4307.0;1304.0;147.0;1331.0;3291.0;842.0
61;Totaal;Opdrachtgevers totaal;1997 September;11908.0;9400.0;106236.0;8536.0;2406.0;6130.0;6325.0;2211.0;402.0;1973.0;4880.0;1281.0
62;Totaal;Opdrachtgevers totaal;1997 3e kwartaal;26330.0;21300.0;106236.0;20137.0;5574.0;14563.0;14728.0;5409.0;986.0;4869.0;11523.0;2759.0
63;Totaal;Opdrachtgevers totaal;1997 Oktober;10573.0;9520.0;107343.0;8272.0;2679.0;5593.0;5156.0;3116.0;552.0;2486.0;4299.0;935.0
64;Totaal;Opdrachtgevers totaal;1997 November;10077.0;9971.0;105084.0;12278.0;3329.0;8949.0;8578.0;3700.0;591.0;3390.0;6433.0;1864.0
65;Totaal;Opdrachtgevers totaal;1997 December;9675.0;10638.0;97521.0;18133.0;4847.0;13286.0;12664.0;5469.0;1116.0;4689.0;9716.0;2612.0
66;Totaal;Opdrachtgevers totaal;1997 4e kwartaal;30325.0;30129.0;97521.0;38683.0;10855.0;27828.0;26398.0;12285.0;2259.0;10565.0;20448.0;5411.0
67;Totaal;Opdrachtgevers totaal;1997;101501.0;98002.0;97521.0;92315.0;25876.0;66439.0;65562.0;26753.0;4978.0;23186.0;51751.0;12400.0
68;Totaal;Opdrachtgevers totaal;1998 Januari;5951.0;6841.0;100510.0;3810.0;885.0;2925.0;2651.0;1159.0;62.0;929.0;2235.0;584.0
69;Totaal;Opdrachtgevers totaal;1998 Februari;6986.0;7894.0;101863.0;4838.0;1263.0;3575.0;3501.0;1337.0;193.0;1269.0;2527.0;849.0
70;Totaal;Opdrachtgevers totaal;1998 Maart;8305.0;8367.0;102849.0;7653.0;2106.0;5547.0;5097.0;2556.0;301.0;2124.0;4247.0;981.0
71;Totaal;Opdrachtgevers totaal;1998 1e kwartaal;21242.0;23102.0;102849.0;16301.0;4254.0;12047.0;11249.0;5052.0;556.0;4322.0;9009.0;2414.0
72;Totaal;Opdrachtgevers totaal;1998 April;5838.0;5963.0;103287.0;5559.0;1375.0;4184.0;3749.0;1810.0;148.0;1566.0;2919.0;926.0
73;Totaal;Opdrachtgevers totaal;1998 Mei;6380.0;6539.0;103776.0;6048.0;1481.0;4567.0;4364.0;1684.0;164.0;1334.0;3792.0;6048.0
74;Totaal;Opdrachtgevers totaal;1998 Juni;6980.0;7057.0;102968.0;7945.0;2085.0;5860.0;5740.0;2205.0;299.0;1966.0;4258.0;1422.0
75;Totaal;Opdrachtgevers totaal;1998 2e kwartaal;19198.0;19559.0;102968.0;19552.0;4941.0;14611.0;13853.0;5699.0;611.0;4866.0;10969.0;3106.0
76;Totaal;Opdrachtgevers totaal;1998 Juli;6743.0;5425.0;100721.0;6663.0;1733.0;4930.0;4881.0;1782.0;309.0;1511.0;3953.0;890.0
77;Totaal;Opdrachtgevers totaal;1998 Augustus;5357.0;5154.0;100434.0;5359.0;957.0;4402.0;4197.0;1162.0;42.0;1312.0;2995.0;1010.0
78;Totaal;Opdrachtgevers totaal;1998 September;7336.0;8594.0;102501.0;6337.0;1307.0;5030.0;4948.0;1389.0;153.0;1616.0;3575.0;993.0
79;Totaal;Opdrachtgevers totaal;1998 3e kwartaal;19436.0;19173.0;102501.0;18359.0;3997.0;14362.0;14026.0;4333.0;504.0;4439.0;10523.0;2893.0
80;Totaal;Opdrachtgevers totaal;1998 Oktober;8319.0;6949.0;102501.0;7026.0;1535.0;5491.0;4929.0;2097.0;414.0;1722.0;3763.0;1127.0
81;Totaal;Opdrachtgevers totaal;1998 November;8824.0;6420.0;99611.0;10370.0;2599.0;7771.0;7643.0;2727.0;858.0;2425.0;5332.0;1755.0
82;Totaal;Opdrachtgevers totaal;1998 December;10654.0;10668.0;90745.0;18908.0;4165.0;14743.0;14385.0;4523.0;798.0;4587.0;10631.0;2892.0
83;Totaal;Opdrachtgevers totaal;1998 4e kwartaal;27797.0;24037.0;90745.0;36304.0;8262.0;28042.0;26957.0;9347.0;2070.0;8734.0;19734.0;5766.0
84;Totaal;Opdrachtgevers totaal;1998;87673.0;85871.0;90745.0;90516.0;21454.0;69062.0;66085.0;24431.0;3741.0;22361.0;50234.0;14180.0
85;Totaal;Opdrachtgevers totaal;1999 Januari;5564.0;6177.0;94143.0;2703.0;529.0;2174.0;2080.0;623.0;28.0;726.0;1591.0;358.0
86;Totaal;Opdrachtgevers totaal;1999 Februari;5189.0;5275.0;95055.0;4311.0;1437.0;2874.0;2793.0;1518.0;349.0;1203.0;2166.0;593.0
87;Totaal;Opdrachtgevers totaal;1999 Maart;6310.0;5845.0;96371.0;4850.0;1063.0;3787.0;3713.0;1137.0;131.0;1119.0;2669.0;931.0
88;Totaal;Opdrachtgevers totaal;1999 1e kwartaal;17063.0;17303.0;96371.0;11864.0;3029.0;8835.0;8586.0;3278.0;508.0;3048.0;6426.0;1882.0
89;Totaal;Opdrachtgevers totaal;1999 April;6880.0;7448.0;98475.0;5527.0;956.0;4571.0;4372.0;1155.0;214.0;1276.0;3315.0;722.0
90;Totaal;Opdrachtgevers totaal;1999 Mei;7795.0;6281.0;98575.0;6080.0;1343.0;4737.0;4549.0;1531.0;249.0;1425.0;3495.0;911.0
91;Totaal;Opdrachtgevers totaal;1999 Juni;6859.0;6125.0;97821.0;6800.0;1720.0;5080.0;4779.0;2021.0;293.0;1806.0;3855.0;846.0
92;Totaal;Opdrachtgevers totaal;1999 2e kwartaal;21534.0;19854.0;97821.0;18407.0;4019.0;14388.0;13700.0;4707.0;756.0;4507.0;10665.0;2479.0
93;Totaal;Opdrachtgevers totaal;1999 Juli;8933.0;7133.0;99271.0;5628.0;1442.0;4186.0;4141.0;1487.0;185.0;1402.0;3270.0;771.0
94;Totaal;Opdrachtgevers totaal;1999 Augustus;6380.0;4889.0;100211.0;4041.0;806.0;3235.0;2994.0;1047.0;119.0;957.0;2398.0;567.0
95;Totaal;Opdrachtgevers totaal;1999 September;7200.0;7106.0;100372.0;6246.0;1324.0;4922.0;4729.0;1517.0;404.0;1290.0;3386.0;1166.0
96;Totaal;Opdrachtgevers totaal;1999 3e kwartaal;22513.0;19128.0;100372.0;15915.0;3572.0;12343.0;11864.0;4051.0;708.0;3649.0;9054.0;2504.0
97;Totaal;Opdrachtgevers totaal;1999 Oktober;6565.0;9046.0;103219.0;6247.0;1298.0;4949.0;4845.0;1380.0;210.0;1702.0;3436.0;899.0
98;Totaal;Opdrachtgevers totaal;1999 November;8226.0;9484.0;102966.0;9450.0;1999.0;7451.0;6621.0;2829.0;434.0;2528.0;5057.0;1431.0
99;Totaal;Opdrachtgevers totaal;1999 December;8300.0;8585.0;94741.0;16742.0;3734.0;13008.0;12034.0;4708.0;917.0;3880.0;9173.0;2772.0
100;Totaal;Opdrachtgevers totaal;1999 4e kwartaal;23091.0;27115.0;94741.0;32439.0;7031.0;25408.0;23500.0;8939.0;1561.0;8110.0;17666.0;5102.0
101;Totaal;Opdrachtgevers totaal;1999;84201.0;83400.0;94741.0;78625.0;17651.0;60974.0;57650.0;20975.0;3533.0;19354.0;43771.0;11967.0
102;Totaal;Opdrachtgevers totaal;2000 Januari;5051.0;;;3030.0;843.0;2187.0;2202.0;828.0;184.0;749.0;1698.0;399.0
103;Totaal;Opdrachtgevers totaal;2000 Februari;7541.0;;;3527.0;694.0;2833.0;2673.0;854.0;185.0;632.0;2181.0;529.0
104;Totaal;Opdrachtgevers totaal;2000 Maart;7917.0;;;4278.0;823.0;3455.0;3650.0;628.0;198.0;905.0;2606.0;569.0
105;Totaal;Opdrachtgevers totaal;2000 1e kwartaal;20509.0;;;10835.0;2360.0;8475.0;8525.0;2310.0;567.0;2286.0;6485.0;1497.0
106;Totaal;Opdrachtgevers totaal;2000 April;6576.0;;;4621.0;938.0;3683.0;3364.0;1257.0;181.0;1032.0;2583.0;825.0
107;Totaal;Opdrachtgevers totaal;2000 Mei;8043.0;;;4565.0;939.0;3626.0;3265.0;1300.0;98.0;1266.0;2467.0;734.0
108;Totaal;Opdrachtgevers totaal;2000 Juni;6222.0;;;5191.0;1226.0;3965.0;4182.0;1009.0;290.0;1375.0;2616.0;910.0
109;Totaal;Opdrachtgevers totaal;2000 2e kwartaal;20841.0;;;14377.0;3103.0;11274.0;10811.0;3566.0;569.0;3673.0;7666.0;2469.0
110;Totaal;Opdrachtgevers totaal;2000 Juli;5952.0;;;4847.0;852.0;3995.0;3798.0;1049.0;50.0;1239.0;2733.0;825.0
111;Totaal;Opdrachtgevers totaal;2000 Augustus;5965.0;;;4486.0;932.0;3554.0;3348.0;1138.0;216.0;1306.0;2013.0;951.0
112;Totaal;Opdrachtgevers totaal;2000 September;6386.0;;;5559.0;1016.0;4543.0;4149.0;1410.0;441.0;1607.0;2602.0;909.0
113;Totaal;Opdrachtgevers totaal;2000 3e kwartaal;18303.0;;;14892.0;2800.0;12092.0;11295.0;3597.0;707.0;4152.0;7348.0;2685.0
114;Totaal;Opdrachtgevers totaal;2000 Oktober;5635.0;;;6258.0;1621.0;4637.0;4364.0;1894.0;234.0;1867.0;2919.0;1238.0
115;Totaal;Opdrachtgevers totaal;2000 November;6271.0;;;9990.0;2212.0;7778.0;7561.0;2429.0;444.0;2354.0;5646.0;1546.0
116;Totaal;Opdrachtgevers totaal;2000 December;7004.0;;;14298.0;3113.0;11185.0;10633.0;3665.0;938.0;3302.0;7825.0;2233.0
117;Totaal;Opdrachtgevers totaal;2000 4e kwartaal;18910.0;;;30546.0;6946.0;23600.0;22558.0;7988.0;1616.0;7523.0;16390.0;5017.0
118;Totaal;Opdrachtgevers totaal;2000;78563.0;;;70650.0;15209.0;55441.0;53189.0;17461.0;3459.0;17634.0;37889.0;11668.0
119;Totaal;Opdrachtgevers totaal;2001 Januari;5045.0;;;3627.0;705.0;2922.0;3019.0;608.0;71.0;955.0;2018.0;583.0
120;Totaal;Opdrachtgevers totaal;2001 Februari;5029.0;;;3177.0;631.0;2546.0;2074.0;1103.0;119.0;926.0;1668.0;464.0
121;Totaal;Opdrachtgevers totaal;2001 Maart;5045.0;;;4329.0;1036.0;3293.0;3316.0;1013.0;277.0;873.0;2605.0;574.0
122;Totaal;Opdrachtgevers totaal;2001 1e kwartaal;15119.0;;;11133.0;2372.0;8761.0;8409.0;2724.0;467.0;2754.0;6291.0;1621.0
123;Totaal;Opdrachtgevers totaal;2001 April;3111.0;;;5076.0;1060.0;4016.0;3725.0;1351.0;141.0;1147.0;2982.0;806.0
124;Totaal;Opdrachtgevers totaal;2001 Mei;4954.0;;;4549.0;1061.0;3488.0;3293.0;1256.0;97.0;648.0;3096.0;708.0
125;Totaal;Opdrachtgevers totaal;2001 Juni;5386.0;;;5568.0;1165.0;4403.0;3613.0;1955.0;181.0;1566.0;2608.0;1213.0
126;Totaal;Opdrachtgevers totaal;2001 2e kwartaal;13451.0;;;15193.0;3286.0;11907.0;10631.0;4562.0;419.0;3361.0;8686.0;2727.0
127;Totaal;Opdrachtgevers totaal;2001 Juli;5885.0;;;4647.0;723.0;3924.0;3232.0;1415.0;156.0;1200.0;2573.0;718.0
128;Totaal;Opdrachtgevers totaal;2001 Augustus;4802.0;;;5393.0;929.0;4464.0;4162.0;1231.0;86.0;1291.0;2861.0;1155.0
129;Totaal;Opdrachtgevers totaal;2001 September;6862.0;;;5891.0;1134.0;4757.0;4297.0;1594.0;117.0;1925.0;3081.0;768.0
130;Totaal;Opdrachtgevers totaal;2001 3e kwartaal;17549.0;;;15931.0;2786.0;13145.0;11691.0;4240.0;359.0;4416.0;8515.0;2641.0
131;Totaal;Opdrachtgevers totaal;2001 Oktober;7264.0;;;7816.0;1075.0;6741.0;6356.0;1460.0;152.0;1462.0;4870.0;1332.0
132;Totaal;Opdrachtgevers totaal;2001 November;4450.0;;;7576.0;1386.0;6190.0;5227.0;2349.0;237.0;2259.0;3846.0;1234.0
133;Totaal;Opdrachtgevers totaal;2001 December;4493.0;;;15309.0;3184.0;12125.0;12003.0;3306.0;750.0;3701.0;8201.0;2657.0
134;Totaal;Opdrachtgevers totaal;2001 4e kwartaal;16207.0;;;30701.0;5645.0;25056.0;23586.0;7115.0;1139.0;7422.0;16917.0;5223.0
135;Totaal;Opdrachtgevers totaal;2001;62326.0;;;72958.0;14089.0;58869.0;54317.0;18641.0;2384.0;17953.0;40409.0;12212.0
136;Totaal;Overheid en woningbouwcorporaties;1994 Januari;2783.0;3116.0;24031.0;752.0;684.0;68.0;316.0;436.0;217.0;276.0;250.0;9.0
137;Totaal;Overheid en woningbouwcorporaties;1994 Februari;2838.0;1766.0;24179.0;1620.0;1529.0;91.0;671.0;949.0;240.0;828.0;482.0;70.0
138;Totaal;Overheid en woningbouwcorporaties;1994 Maart;2588.0;2448.0;25366.0;1251.0;1173.0;78.0;549.0;702.0;231.0;393.0;572.0;55.0
139;Totaal;Overheid en woningbouwcorporaties;1994 1e kwartaal;8209.0;7330.0;25366.0;3623.0;3386.0;237.0;1536.0;2087.0;688.0;1497.0;1304.0;134.0
140;Totaal;Overheid en woningbouwcorporaties;1994 April;1975.0;2306.0;26370.0;1214.0;1110.0;104.0;431.0;783.0;154.0;616.0;436.0;8.0
141;Totaal;Overheid en woningbouwcorporaties;1994 Mei;1371.0;2018.0;26101.0;2158.0;2043.0;115.0;733.0;1425.0;421.0;1092.0;527.0;118.0
142;Totaal;Overheid en woningbouwcorporaties;1994 Juni;2883.0;1908.0;26086.0;2372.0;2226.0;146.0;1108.0;1264.0;229.0;1107.0;998.0;38.0
143;Totaal;Overheid en woningbouwcorporaties;1994 2e kwartaal;6229.0;6232.0;26086.0;5744.0;5379.0;365.0;2272.0;3472.0;804.0;2815.0;1961.0;164.0
144;Totaal;Overheid en woningbouwcorporaties;1994 Juli;3148.0;2375.0;26522.0;1995.0;1758.0;237.0;949.0;1046.0;243.0;1052.0;627.0;73.0
145;Totaal;Overheid en woningbouwcorporaties;1994 Augustus;2948.0;2092.0;26794.0;1810.0;1633.0;177.0;721.0;1089.0;350.0;874.0;527.0;59.0
146;Totaal;Overheid en woningbouwcorporaties;1994 September;3607.0;3737.0;28582.0;1772.0;1621.0;151.0;762.0;1010.0;172.0;818.0;734.0;48.0
147;Totaal;Overheid en woningbouwcorporaties;1994 3e kwartaal;9703.0;8204.0;28582.0;5577.0;5012.0;565.0;2432.0;3145.0;765.0;2744.0;1888.0;180.0
148;Totaal;Overheid en woningbouwcorporaties;1994 Oktober;2853.0;3153.0;28702.0;3034.0;2795.0;239.0;1517.0;1517.0;350.0;1480.0;1098.0;106.0
149;Totaal;Overheid en woningbouwcorporaties;1994 November;2715.0;3352.0;28145.0;3541.0;3131.0;410.0;1482.0;2059.0;609.0;1647.0;1245.0;40.0
150;Totaal;Overheid en woningbouwcorporaties;1994 December;2880.0;3044.0;26772.0;4417.0;3865.0;552.0;2387.0;2030.0;806.0;1906.0;1468.0;237.0
151;Totaal;Overheid en woningbouwcorporaties;1994 4e kwartaal;8448.0;9549.0;26772.0;10992.0;9791.0;1201.0;5386.0;5606.0;1765.0;5033.0;3811.0;383.0
152;Totaal;Overheid en woningbouwcorporaties;1994;32589.0;31315.0;26772.0;25936.0;23568.0;2368.0;11626.0;14310.0;4022.0;12089.0;8964.0;861.0
153;Totaal;Overheid en woningbouwcorporaties;1995 Januari;2697.0;1875.0;27551.0;1035.0;940.0;95.0;417.0;618.0;81.0;718.0;198.0;38.0
154;Totaal;Overheid en woningbouwcorporaties;1995 Februari;2415.0;2646.0;28970.0;1194.0;1089.0;105.0;489.0;705.0;227.0;705.0;234.0;28.0
155;Totaal;Overheid en woningbouwcorporaties;1995 Maart;3293.0;2163.0;29547.0;1667.0;1505.0;162.0;654.0;1013.0;342.0;950.0;361.0;14.0
156;Totaal;Overheid en woningbouwcorporaties;1995 1e kwartaal;8405.0;6684.0;29547.0;3896.0;3534.0;362.0;1560.0;2336.0;650.0;2373.0;793.0;80.0
157;Totaal;Overheid en woningbouwcorporaties;1995 April;2362.0;2203.0;30054.0;1710.0;1579.0;131.0;902.0;808.0;124.0;886.0;658.0;42.0
158;Totaal;Overheid en woningbouwcorporaties;1995 Mei;3837.0;3623.0;31908.0;1749.0;1451.0;298.0;913.0;836.0;226.0;705.0;736.0;82.0
159;Totaal;Overheid en woningbouwcorporaties;1995 Juni;3582.0;3190.0;32409.0;2896.0;2590.0;306.0;1012.0;1884.0;258.0;1428.0;1134.0;76.0
160;Totaal;Overheid en woningbouwcorporaties;1995 2e kwartaal;9781.0;9016.0;32409.0;6355.0;5620.0;735.0;2827.0;3528.0;608.0;3019.0;2528.0;200.0
161;Totaal;Overheid en woningbouwcorporaties;1995 Juli;2525.0;2464.0;31857.0;2982.0;2533.0;449.0;1189.0;1793.0;458.0;1393.0;1062.0;69.0
