ID;Landen;BedrijfstakkenBranchesSBI2008;Perioden;BuitenlandseDochterondernemingen_1;WerkzamePersonenFTE_2;Omzet_3;Personeelskosten_4;Investeringen_5
93;Totaal landen;351900;2022;238.0;6.0;1662.0;420.0;138.0
94;Totaal landen;354200;2021;5385.0;678.0;418398.0;26663.0;11179.0
95;Totaal landen;354200;2022;6022.0;732.0;596486.0;31491.0;10434.0
96;Totaal landen;354300;2021;211.0;5.0;4506.0;199.0;309.0
97;Totaal landen;354300;2022;272.0;16.0;30295.0;839.0;430.0
98;Totaal landen;356900;2021;4266.0;186.0;301082.0;12433.0;5194.0
99;Totaal landen;356900;2022;4766.0;201.0;434844.0;13788.0;4629.0
100;Totaal landen;371600;2021;908.0;488.0;112811.0;14031.0;5677.0
101;Totaal landen;371600;2022;985.0;515.0;131347.0;16864.0;5374.0
102;Totaal landen;383100;2021;1482.0;111.0;22110.0;5032.0;1517.0
103;Totaal landen;383100;2022;1651.0;106.0;22378.0;5248.0;1910.0
104;Totaal landen;383200;2021;436.0;62.0;10237.0;2546.0;226.0
105;Totaal landen;383200;2022;434.0;51.0;9025.0;2338.0;228.0
106;Totaal landen;384900;2021;232.0;3.0;1300.0;170.0;123.0
107;Totaal landen;384900;2022;312.0;4.0;1800.0;241.0;444.0
108;Totaal landen;386300;2021;39.0;1.0;396.0;67.0;16.0
109;Totaal landen;386300;2022;60.0;2.0;643.0;76.0;
110;Totaal landen;386800;2021;701.0;33.0;5726.0;1700.0;1074.0
111;Totaal landen;386800;2022;777.0;40.0;6229.0;1968.0;1073.0
112;Totaal landen;388400;2021;75.0;13.0;4451.0;549.0;78.0
113;Totaal landen;388400;2022;68.0;10.0;4680.0;625.0;97.0
114;Totaal landen;389100;2021;289.0;13.0;1036.0;304.0;319.0
115;Totaal landen;389100;2022;332.0;14.0;1927.0;408.0;628.0
116;Totaal landen;389200;2021;230.0;8.0;760.0;225.0;308.0
117;Totaal landen;389200;2022;304.0;10.0;1633.0;322.0;611.0
118;Totaal landen;390500;2021;59.0;6.0;276.0;79.0;12.0
119;Totaal landen;390500;2022;28.0;4.0;294.0;86.0;16.0
120;Totaal landen;391600;2021;1535.0;76.0;13778.0;4051.0;2085.0
121;Totaal landen;391600;2022;1827.0;82.0;15451.0;5182.0;2387.0
122;Totaal landen;391700;2021;250.0;20.0;4967.0;1854.0;217.0
123;Totaal landen;391700;2022;264.0;20.0;5334.0;2104.0;280.0
124;Totaal landen;800021;2021;48.0;;275.0;14.0;
125;Totaal landen;800021;2022;69.0;1.0;211.0;23.0;3.0
126;Totaal landen;392600;2021;34.0;;173.0;13.0;
127;Totaal landen;392600;2022;24.0;;51.0;15.0;
128;Totaal landen;393600;2021;14.0;;102.0;1.0;
129;Totaal landen;393600;2022;45.0;;160.0;7.0;
130;Totaal landen;394100;2021;151.0;18.0;4567.0;440.0;1248.0
131;Totaal landen;394100;2022;200.0;21.0;4743.0;604.0;1417.0
132;Totaal landen;395005;2021;1087.0;37.0;3970.0;1743.0;619.0
133;Totaal landen;395005;2022;1295.0;41.0;5163.0;2451.0;688.0
134;Totaal landen;395000;2021;939.0;35.0;3691.0;1633.0;614.0
135;Totaal landen;395000;2022;1134.0;39.0;4958.0;2353.0;672.0
136;Totaal landen;395600;2021;148.0;2.0;279.0;110.0;6.0
137;Totaal landen;395600;2022;161.0;2.0;205.0;97.0;16.0
138;Totaal landen;396300;2021;644.0;81.0;59026.0;6019.0;1745.0
139;Totaal landen;396300;2022;825.0;83.0;66602.0;6463.0;1105.0
140;Totaal landen;396400;2021;248.0;48.0;18818.0;4022.0;1123.0
141;Totaal landen;396400;2022;344.0;50.0;19220.0;4218.0;805.0
142;Totaal landen;398700;2021;71.0;20.0;36065.0;1232.0;27.0
143;Totaal landen;398700;2022;99.0;19.0;43050.0;1274.0;20.0
144;Totaal landen;400200;2021;325.0;13.0;4142.0;765.0;595.0
145;Totaal landen;400200;2022;383.0;14.0;4332.0;971.0;280.0
146;Totaal landen;402000;2021;1113.0;4.0;3135.0;217.0;6636.0
147;Totaal landen;402000;2022;1233.0;7.0;4288.0;295.0;4719.0
148;Totaal landen;402100;2021;1113.0;4.0;3135.0;217.0;6636.0
149;Totaal landen;402100;2022;1233.0;7.0;4288.0;295.0;4719.0
150;Totaal landen;403300;2021;2182.0;110.0;20467.0;7807.0;1803.0
151;Totaal landen;403300;2022;2544.0;133.0;26725.0;8985.0;1276.0
152;Totaal landen;403400;2021;125.0;12.0;353.0;249.0;19.0
153;Totaal landen;403400;2022;135.0;13.0;461.0;301.0;17.0
154;Totaal landen;403405;2021;1779.0;92.0;17691.0;5989.0;1553.0
155;Totaal landen;403405;2022;2097.0;109.0;23205.0;7086.0;1180.0
156;Totaal landen;404900;2021;691.0;23.0;6477.0;1992.0;1406.0
157;Totaal landen;404900;2022;897.0;32.0;8849.0;2814.0;906.0
158;Totaal landen;405900;2021;964.0;56.0;10861.0;3748.0;127.0
159;Totaal landen;405900;2022;1065.0;65.0;13896.0;3972.0;258.0
160;Totaal landen;406800;2021;124.0;14.0;1861.0;1547.0;81.0
161;Totaal landen;406800;2022;162.0;15.0;2116.0;1480.0;73.0
162;Totaal landen;408105;2021;278.0;5.0;914.0;271.0;169.0
163;Totaal landen;408105;2022;285.0;8.0;1404.0;419.0;22.0
164;Totaal landen;408100;2021;203.0;2.0;798.0;225.0;166.0
165;Totaal landen;408100;2022;210.0;5.0;1219.0;358.0;20.0
166;Totaal landen;408700;2021;70.0;2.0;106.0;43.0;
167;Totaal landen;408700;2022;67.0;;;58.0;
168;Totaal landen;409900;2021;5.0;;11.0;2.0;
169;Totaal landen;409900;2022;8.0;;;3.0;
170;Totaal landen;410200;2021;2152.0;257.0;58315.0;8651.0;10137.0
171;Totaal landen;410200;2022;2079.0;262.0;61473.0;9794.0;10493.0
172;Totaal landen;410300;2021;383.0;19.0;14050.0;1278.0;9011.0
173;Totaal landen;410300;2022;315.0;18.0;14056.0;1261.0;8407.0
174;Totaal landen;800010;2021;1769.0;238.0;44264.0;7373.0;1127.0
175;Totaal landen;800010;2022;1764.0;244.0;47417.0;8532.0;2085.0
176;Totaal landen;412700;2021;638.0;68.0;27405.0;4254.0;78.0
177;Totaal landen;412700;2022;623.0;66.0;28218.0;4536.0;59.0
178;Totaal landen;413700;2021;135.0;15.0;731.0;528.0;5.0
179;Totaal landen;413700;2022;115.0;16.0;1437.0;756.0;11.0
180;Totaal landen;414300;2021;25.0;7.0;266.0;239.0;2.0
181;Totaal landen;414300;2022;52.0;7.0;355.0;291.0;2.0
182;Totaal landen;415000;2021;86.0;24.0;1293.0;436.0;64.0
183;Totaal landen;415000;2022;87.0;21.0;1137.0;576.0;883.0
184;Totaal landen;415900;2021;885.0;124.0;14570.0;1915.0;978.0
185;Totaal landen;415900;2022;887.0;133.0;16270.0;2373.0;1131.0
186;Totaal landen;419000;2021;80.0;2.0;135.0;52.0;3.0
187;Totaal landen;419000;2022;63.0;2.0;190.0;73.0;7.0
188;Totaal landen;419100;2021;80.0;2.0;135.0;52.0;3.0
189;Totaal landen;419100;2022;63.0;2.0;190.0;73.0;7.0
190;Totaal landen;422400;2021;162.0;6.0;880.0;303.0;
191;Totaal landen;422400;2022;191.0;6.0;777.0;270.0;254.0
192;Totaal landen;422500;2021;;;;;
193;Totaal landen;422500;2022;182.0;6.0;775.0;269.0;254.0
194;Totaal landen;425300;2021;;;;;
195;Totaal landen;425300;2022;;;;;
196;Totaal landen;425305;2021;;;;;
197;Totaal landen;425305;2022;;;;;
198;Totaal landen;426600;2021;;;;;
199;Totaal landen;426600;2022;;;;;
200;Totaal landen;428100;2021;127.0;9.0;1263.0;242.0;235.0
201;Totaal landen;428100;2022;190.0;9.0;2150.0;330.0;329.0
202;Totaal landen;428200;2021;32.0;1.0;;47.0;
203;Totaal landen;428200;2022;22.0;2.0;;103.0;
204;Totaal landen;429300;2021;;;;;
205;Totaal landen;429300;2022;;;;;
206;Totaal landen;430600;2021;;;503.0;;4.0
207;Totaal landen;430600;2022;;;850.0;68.0;23.0
208;Totaal landen;431100;2021;75.0;7.0;640.0;128.0;227.0
209;Totaal landen;431100;2022;124.0;6.0;985.0;154.0;302.0
210;Totaal landen;435500;2021;29.0;;61.0;9.0;
211;Totaal landen;435500;2022;31.0;;101.0;23.0;
212;Totaal landen;435600;2021;1.0;;2.0;;
213;Totaal landen;435600;2022;14.0;;16.0;13.0;
214;Totaal landen;437500;2021;;;;;
215;Totaal landen;437500;2022;;;;;
216;Totaal landen;438600;2021;28.0;;59.0;9.0;
217;Totaal landen;438600;2022;17.0;;86.0;10.0;
218;Totaal landen;441000;2021;;;;;
219;Totaal landen;441000;2022;;;;;
220;Niet-EU;305700;2021;126.0;46.0;13952.0;1435.0;
221;Niet-EU;305700;2022;113.0;31.0;5041.0;533.0;1650.0
222;Niet-EU;800012;2021;9527.0;1342.0;747174.0;58174.0;35526.0
223;Niet-EU;800012;2022;10376.0;1438.0;855437.0;65920.0;28476.0
224;Niet-EU;305800;2021;49.0;;7511.0;712.0;
225;Niet-EU;305800;2022;4.0;;;90.0;
226;Niet-EU;306300;2021;25.0;28.0;3597.0;394.0;225.0
227;Niet-EU;306300;2022;40.0;25.0;2507.0;303.0;320.0
228;Niet-EU;307000;2021;53.0;;2844.0;329.0;394.0
229;Niet-EU;307000;2022;68.0;;1166.0;140.0;
230;Niet-EU;307500;2021;2034.0;406.0;281327.0;18283.0;11778.0
231;Niet-EU;307500;2022;2171.0;468.0;229827.0;20137.0;9083.0
232;Niet-EU;307610;2021;488.0;117.0;36275.0;3911.0;2205.0
233;Niet-EU;307610;2022;606.0;137.0;47021.0;4665.0;3093.0
234;Niet-EU;307600;2021;391.0;50.0;18689.0;1802.0;825.0
235;Niet-EU;307600;2022;447.0;65.0;24002.0;2149.0;1082.0
236;Niet-EU;311300;2021;96.0;68.0;17586.0;2109.0;1380.0
237;Niet-EU;311300;2022;159.0;72.0;23019.0;2516.0;2011.0
238;Niet-EU;312200;2021;;;;;
239;Niet-EU;312200;2022;;;;;
240;Niet-EU;312500;2021;30.0;4.0;309.0;62.0;
241;Niet-EU;312500;2022;36.0;4.0;272.0;60.0;
242;Niet-EU;312505;2021;65.0;6.0;350.0;78.0;26.0
243;Niet-EU;312505;2022;52.0;4.0;;74.0;140.0
244;Niet-EU;314000;2021;;;;;
245;Niet-EU;314000;2022;;;24.0;4.0;
246;Niet-EU;315200;2021;;;;;
247;Niet-EU;315200;2022;;;;;
248;Niet-EU;315810;2021;42.0;5.0;787.0;136.0;
249;Niet-EU;315810;2022;31.0;6.0;887.0;115.0;107.0
250;Niet-EU;315800;2021;18.0;2.0;243.0;22.0;
251;Niet-EU;315800;2022;11.0;;50.0;;3.0
252;Niet-EU;317100;2021;14.0;3.0;528.0;111.0;13.0
253;Niet-EU;317100;2022;13.0;5.0;826.0;104.0;104.0
254;Niet-EU;318600;2021;10.0;;16.0;3.0;
255;Niet-EU;318600;2022;6.0;;10.0;;
256;Niet-EU;320000;2021;152.0;61.0;156799.0;4268.0;
257;Niet-EU;320000;2022;4.0;15.0;986.0;143.0;
258;Niet-EU;320700;2021;219.0;35.0;34486.0;2374.0;3224.0
259;Niet-EU;320700;2022;162.0;25.0;11851.0;1311.0;351.0
260;Niet-EU;323200;2021;25.0;3.0;614.0;110.0;391.0
261;Niet-EU;323200;2022;21.0;3.0;758.0;148.0;366.0
262;Niet-EU;323705;2021;113.0;8.0;1745.0;190.0;526.0
263;Niet-EU;323705;2022;74.0;6.0;1893.0;187.0;368.0
264;Niet-EU;323700;2021;99.0;5.0;1428.0;131.0;
265;Niet-EU;323700;2022;59.0;4.0;1486.0;137.0;38.0
266;Niet-EU;324600;2021;14.0;3.0;317.0;59.0;
267;Niet-EU;324600;2022;15.0;2.0;407.0;50.0;
268;Niet-EU;328100;2021;11.0;15.0;1768.0;190.0;83.0
269;Niet-EU;328100;2022;38.0;;1389.0;165.0;
270;Niet-EU;328105;2021;157.0;26.0;3881.0;595.0;764.0
271;Niet-EU;328105;2022;203.0;25.0;3709.0;604.0;180.0
272;Niet-EU;330300;2021;147.0;11.0;2113.0;406.0;682.0
273;Niet-EU;330300;2022;165.0;;2321.0;439.0;
274;Niet-EU;332900;2021;54.0;25.0;14205.0;1489.0;839.0
275;Niet-EU;332900;2022;70.0;28.0;17853.0;1811.0;679.0
276;Niet-EU;334800;2021;137.0;27.0;4980.0;1072.0;120.0
277;Niet-EU;334800;2022;117.0;26.0;5382.0;1208.0;107.0
278;Niet-EU;336500;2021;212.0;26.0;10152.0;1915.0;368.0
279;Niet-EU;336500;2022;218.0;29.0;11419.0;2266.0;305.0
280;Niet-EU;339200;2021;10.0;2.0;248.0;34.0;6.0
281;Niet-EU;339200;2022;315.0;126.0;114985.0;6594.0;3155.0
282;Niet-EU;339205;2021;45.0;7.0;1082.0;158.0;14.0
283;Niet-EU;339205;2022;365.0;130.0;116351.0;6734.0;3162.0
284;Niet-EU;340200;2021;35.0;5.0;834.0;124.0;8.0
285;Niet-EU;340200;2022;50.0;5.0;1366.0;140.0;7.0
286;Niet-EU;341600;2021;20.0;3.0;30.0;79.0;6.0
287;Niet-EU;341600;2022;11.0;3.0;65.0;61.0;
288;Niet-EU;342400;2021;144.0;29.0;6458.0;1153.0;315.0
289;Niet-EU;342400;2022;74.0;6.0;1775.0;253.0;
290;Niet-EU;344400;2021;161.0;28.0;9482.0;752.0;181.0
291;Niet-EU;344400;2022;164.0;22.0;;558.0;59.0
292;Niet-EU;346600;2021;62.0;;1432.0;27.0;64.0
293;Niet-EU;346600;2022;79.0;1.0;;52.0;72.0
294;Niet-EU;346700;2021;62.0;;1432.0;27.0;64.0
295;Niet-EU;346700;2022;79.0;1.0;;52.0;72.0
296;Niet-EU;348000;2021;25.0;1.0;241.0;28.0;
297;Niet-EU;348000;2022;65.0;3.0;;194.0;92.0
298;Niet-EU;348100;2021;;;;;
299;Niet-EU;348100;2022;;;21.0;;
300;Niet-EU;348400;2021;;;;;
301;Niet-EU;348400;2022;;;;;
302;Niet-EU;348700;2021;13.0;;212.0;22.0;38.0
303;Niet-EU;348700;2022;47.0;2.0;1308.0;185.0;
304;Niet-EU;349700;2021;;;;;
305;Niet-EU;349700;2022;;;;;
306;Niet-EU;350000;2021;167.0;19.0;6739.0;1221.0;662.0
307;Niet-EU;350000;2022;163.0;15.0;6285.0;1091.0;
308;Niet-EU;350100;2021;38.0;9.0;3072.0;611.0;399.0
309;Niet-EU;350100;2022;49.0;7.0;3156.0;542.0;118.0
310;Niet-EU;350600;2021;91.0;9.0;3397.0;551.0;238.0
311;Niet-EU;350600;2022;74.0;7.0;3017.0;524.0;195.0
312;Niet-EU;351900;2021;38.0;1.0;270.0;60.0;24.0
313;Niet-EU;351900;2022;40.0;1.0;112.0;25.0;
314;Niet-EU;354200;2021;2522.0;454.0;331711.0;18003.0;7930.0
315;Niet-EU;354200;2022;2779.0;487.0;483070.0;21518.0;6557.0
316;Niet-EU;354300;2021;37.0;1.0;1015.0;60.0;1.0
317;Niet-EU;354300;2022;103.0;6.0;14202.0;409.0;6.0
318;Niet-EU;356900;2021;2150.0;136.0;261726.0;9086.0;4078.0
319;Niet-EU;356900;2022;2282.0;144.0;384175.0;10161.0;3750.0
320;Niet-EU;371600;2021;335.0;318.0;68969.0;8856.0;3851.0
321;Niet-EU;371600;2022;395.0;337.0;84693.0;10948.0;2801.0
322;Niet-EU;383100;2021;677.0;59.0;12777.0;3031.0;973.0
323;Niet-EU;383100;2022;640.0;51.0;12208.0;3118.0;1146.0
324;Niet-EU;383200;2021;171.0;27.0;5791.0;1609.0;
325;Niet-EU;383200;2022;155.0;19.0;4463.0;1318.0;107.0
326;Niet-EU;384900;2021;135.0;2.0;999.0;106.0;97.0
327;Niet-EU;384900;2022;146.0;3.0;1353.0;174.0;154.0
328;Niet-EU;386300;2021;20.0;1.0;326.0;58.0;
329;Niet-EU;386300;2022;28.0;1.0;435.0;53.0;
330;Niet-EU;386800;2021;320.0;20.0;2696.0;921.0;747.0
331;Niet-EU;386800;2022;281.0;22.0;3064.0;1186.0;772.0
332;Niet-EU;388400;2021;31.0;8.0;2964.0;337.0;33.0
333;Niet-EU;388400;2022;29.0;6.0;2892.0;387.0;44.0
334;Niet-EU;389100;2021;88.0;7.0;590.0;151.0;96.0
335;Niet-EU;389100;2022;111.0;7.0;816.0;189.0;117.0
336;Niet-EU;389200;2021;73.0;4.0;411.0;117.0;95.0
337;Niet-EU;389200;2022;95.0;;;;106.0
338;Niet-EU;390500;2021;15.0;3.0;179.0;34.0;1.0
339;Niet-EU;390500;2022;16.0;;;;11.0
340;Niet-EU;391600;2021;835.0;53.0;9927.0;2743.0;1868.0
341;Niet-EU;391600;2022;910.0;59.0;11710.0;3608.0;2102.0
342;Niet-EU;391700;2021;150.0;12.0;3642.0;1336.0;130.0
343;Niet-EU;391700;2022;122.0;13.0;;1571.0;
344;Niet-EU;800021;2021;28.0;;118.0;4.0;
345;Niet-EU;800021;2022;53.0;;158.0;6.0;
346;Niet-EU;392600;2021;;;;;
347;Niet-EU;392600;2022;;;;;
348;Niet-EU;393600;2021;;;;;
349;Niet-EU;393600;2022;;;;;
350;Niet-EU;394100;2021;90.0;17.0;3838.0;388.0;1247.0
351;Niet-EU;394100;2022;112.0;19.0;4321.0;485.0;1410.0
352;Niet-EU;395005;2021;568.0;23.0;2329.0;1015.0;490.0
353;Niet-EU;395005;2022;624.0;27.0;;1546.0;
354;Niet-EU;395000;2021;489.0;22.0;2151.0;950.0;488.0
355;Niet-EU;395000;2022;542.0;26.0;3000.0;1490.0;
356;Niet-EU;395600;2021;78.0;1.0;179.0;65.0;2.0
357;Niet-EU;395600;2022;81.0;1.0;;56.0;
358;Niet-EU;396300;2021;344.0;38.0;42729.0;3394.0;702.0
359;Niet-EU;396300;2022;499.0;42.0;50511.0;3978.0;537.0
360;Niet-EU;396400;2021;138.0;16.0;9634.0;1990.0;505.0
361;Niet-EU;396400;2022;197.0;20.0;9587.0;2292.0;287.0
362;Niet-EU;398700;2021;21.0;12.0;29320.0;808.0;4.0
363;Niet-EU;398700;2022;34.0;11.0;36878.0;880.0;
364;Niet-EU;400200;2021;185.0;10.0;3775.0;595.0;193.0
365;Niet-EU;400200;2022;269.0;12.0;4046.0;806.0;
366;Niet-EU;402000;2021;272.0;2.0;1518.0;84.0;2572.0
367;Niet-EU;402000;2022;347.0;4.0;1493.0;145.0;2012.0
368;Niet-EU;402100;2021;272.0;2.0;1518.0;84.0;2572.0
369;Niet-EU;402100;2022;347.0;4.0;1493.0;145.0;2012.0
370;Niet-EU;403300;2021;1367.0;76.0;14623.0;4874.0;843.0
371;Niet-EU;403300;2022;1497.0;88.0;18543.0;5462.0;716.0
372;Niet-EU;403400;2021;54.0;11.0;275.0;195.0;16.0
373;Niet-EU;403400;2022;56.0;;317.0;229.0;
374;Niet-EU;403405;2021;1190.0;68.0;13285.0;4198.0;728.0
375;Niet-EU;403405;2022;1270.0;77.0;16910.0;4572.0;671.0
376;Niet-EU;404900;2021;352.0;11.0;3681.0;817.0;666.0
377;Niet-EU;404900;2022;463.0;;4791.0;1193.0;589.0
378;Niet-EU;405900;2021;784.0;46.0;9329.0;3186.0;46.0
379;Niet-EU;405900;2022;750.0;51.0;11803.0;3150.0;
380;Niet-EU;406800;2021;45.0;5.0;746.0;501.0;
381;Niet-EU;406800;2022;84.0;6.0;742.0;615.0;34.0
382;Niet-EU;408105;2021;132.0;3.0;592.0;175.0;
383;Niet-EU;408105;2022;144.0;5.0;891.0;275.0;10.0
384;Niet-EU;408100;2021;78.0;1.0;520.0;147.0;
385;Niet-EU;408100;2022;88.0;3.0;808.0;248.0;
386;Niet-EU;408700;2021;;;;;3.0
387;Niet-EU;408700;2022;;;69.0;;1.0
388;Niet-EU;409900;2021;;;;;
389;Niet-EU;409900;2022;;;;;
390;Niet-EU;410200;2021;900.0;177.0;29091.0;4748.0;4479.0
391;Niet-EU;410200;2022;846.0;179.0;31028.0;5745.0;4046.0
392;Niet-EU;410300;2021;138.0;8.0;4774.0;577.0;3441.0
393;Niet-EU;410300;2022;99.0;7.0;4195.0;546.0;2982.0
394;Niet-EU;800010;2021;761.0;170.0;24318.0;4171.0;1039.0
395;Niet-EU;800010;2022;746.0;172.0;26833.0;5199.0;1064.0
396;Niet-EU;412700;2021;282.0;35.0;12465.0;2377.0;45.0
397;Niet-EU;412700;2022;267.0;35.0;13594.0;2737.0;28.0
398;Niet-EU;413700;2021;76.0;10.0;454.0;376.0;
399;Niet-EU;413700;2022;62.0;11.0;952.0;548.0;9.0
400;Niet-EU;414300;2021;9.0;2.0;58.0;61.0;
401;Niet-EU;414300;2022;9.0;;118.0;;
402;Niet-EU;415000;2021;15.0;15.0;970.0;255.0;59.0
403;Niet-EU;415000;2022;22.0;;358.0;;
404;Niet-EU;415900;2021;378.0;107.0;10371.0;1101.0;931.0
405;Niet-EU;415900;2022;387.0;115.0;11812.0;1583.0;1010.0
406;Niet-EU;419000;2021;49.0;1.0;82.0;27.0;2.0
