ID;SBI93;Perioden;TotaalBedrijven_1;ZonderWerknemers_2;Met1Tot5Werknemers_3;Met5Tot10Werknemers_4;Met10Tot20Werknemers_5;Met20Tot50Werknemers_6;Met50Tot100Werknemers_7;Met100Tot200Werknemers_8;Met200Tot500Werknemers_9;Met500EnMeerWerknemers_10;Met1WerkzamePersoon_11;Met2WerkzamePersonen_12;Met3Tot5WerkzamePersonen_13;Met5Tot10WerkzamePersonen_14;Met10Tot20WerkzamePersonen_15;Met20Tot50WerkzamePersonen_16;Met50Tot100WerkzamePersonen_17;Met100Tot150WerkzamePersonen_18;Met150Tot200WerkzamePersonen_19;Met200Tot250WerkzamePersonen_20;Met250Tot500WerkzamePersonen_21;Met500Tot1000WerkzamePersonen_22;Met1000Tot2000WerkzamePersonen_23;Met2000EnMeerWerkzamePersonen_24;Met1Vestiging_25;Met2Vestigingen_26;Met3TM5Vestigingen_27;Met6TM10Vestigingen_28;Met11TM20Vestigingen_29;Met21EnMeerVestigingen_30;NaamlozeVennootschappen_31;BeslotenVennootschappen_32;CooperatieveVerenigingen_33;Stichtingen_34;Eenmanszaken_35;Maatschappen_36;VennootschappenOnderFirma_37;Overheid_38;Overig_39;TotaalKleinbedrijf_40;NVSEnBVS_41;Eenmanszaken_42;MaatschappenEnVOFS_43;OverigeRechtsvormen_44;TotaalMiddenbedrijf_45;NVSEnBVS_46;Eenmanszaken_47;MaatschappenEnVOFS_48;OverigeRechtsvormen_49;TotaalGrootbedrijf_50;NVSEnBVS_51;Eenmanszaken_52;MaatschappenEnVOFS_53;OverigeRechtsvormen_54
10;Totaal SBI'93;1 januari 2003;689180;356320.0;224390;43655;29430;20725;7065;3920;2275;1400;332775.0;113730.0;111380.0;61150.0;34755.0;20725.0;7065.0;2570.0;1350.0;775.0;1500.0;775.0;400.0;225.0;657005.0;23945.0;6055.0;1135.0;575.0;460.0;995;168780;1795;20765;318225;33845;123440;1715;19615;624365;121485;316645;151990;34240;57220;43705;1575;5215;6720;7595;4585;5;80;2925
11;Totaal SBI'93;1 januari 2004;705180;375985.0;225755;41700;28265;19660;6815;3515;2140;1350;354195.0;113150.0;110985.0;59925.0;33455.0;19660.0;6815.0;2315.0;1200.0;725.0;1410.0;745.0;375.0;230.0;676820.0;20750.0;5485.0;1105.0;535.0;480.0;875;169790;1770;21630;334980;33085;120790;1640;20615;643440;124995;333160;149125;36155;54740;41640;1820;4680;6600;7000;4030;0;70;2895
12;Totaal SBI'93;1 januari 2005;719405;387840.0;226415;44900;27895;18935;6630;3370;2080;1340;366595.0;113895.0;111045.0;62190.0;33325.0;18935.0;6630.0;2220.0;1150.0;700.0;1380.0;725.0;385.0;230.0;691190.0;20790.0;5365.0;1060.0;520.0;475.0;875;171730;1780;21540;345580;33065;122045;1585;21205;659155;128470;343745;150190;36750;53465;40225;1825;4865;6550;6785;3910;5;60;2810
13;Totaal SBI'93;1 januari 2006;746365;413765.0;229785;43100;28245;18480;6370;3255;2020;1340;392960.0;117405.0;110735.0;60330.0;33475.0;18480.0;6370.0;2120.0;1130.0;685.0;1340.0;710.0;390.0;240.0;718930.0;20285.0;5130.0;1055.0;515.0;450.0;855;179260;1820;22020;365940;31820;121235;1505;21920;686655;136105;364160;148120;38270;53095;40155;1780;4880;6280;6615;3850;0;55;2710
14;A     Landbouw, jacht en bosbouw;1 januari 1993;128510;107750.0;17860;1795;715;310;60;10;5;0;;;;;;;;;;;;;;;;;;;;;30;3520;185;250;96300;23840;3870;155;365;127405;2930;96125;27540;810;1090;615;175;165;135;20;10;0;0;10
15;A     Landbouw, jacht en bosbouw;1 januari 1994;125230;104380.0;17940;1800;715;315;60;10;5;0;;;;;;;;;;;;;;;125025.0;185.0;20.0;0.0;0.0;0.0;35;3845;185;255;88220;27650;4400;165;470;124120;3220;88090;31880;930;1090;650;130;170;140;15;10;0;0;10
16;A     Landbouw, jacht en bosbouw;1 januari 1995;122460;102845.0;16790;1700;725;315;65;15;10;0;;;;;;;;;;;;;;;122235.0;205.0;20.0;0.0;0.0;0.0;35;4000;170;250;83900;28650;4765;160;530;121340;3375;83765;33220;980;1100;645;135;190;125;25;10;0;0;10
17;A     Landbouw, jacht en bosbouw;1 januari 1996;119445;99825.0;16955;1625;660;290;60;10;10;0;;;;;;;;;;;;;;;119230.0;195.0;20.0;0.0;0.0;0.0;30;4065;160;255;79815;29390;5010;155;560;118405;3495;79700;34215;995;1015;595;120;180;120;25;5;0;0;15
18;A     Landbouw, jacht en bosbouw;1 januari 1997;117325;93085.0;20990;2025;820;325;55;10;10;0;;;;;;;;;;;;;;;117115.0;185.0;20.0;0.0;0.0;0.0;30;4440;145;235;76355;29845;5470;150;655;116100;3745;76210;35070;1080;1200;715;145;250;90;20;10;0;0;15
19;A     Landbouw, jacht en bosbouw;1 januari 1998;114605;91470.0;19315;2270;1015;415;90;20;5;0;;;;;;;;;;;;;;;114300.0;275.0;25.0;0.0;0.0;0.0;30;4620;145;240;72795;29900;5985;140;745;113055;3745;72615;35585;1110;1520;895;180;300;145;30;10;0;5;15
20;A     Landbouw, jacht en bosbouw;1 januari 1999;112105;89590.0;18850;2195;970;385;90;15;5;5;89020.0;2005.0;16930.0;2575.0;1075.0;385.0;90.0;15.0;0.0;0.0;5.0;0.0;0.0;0.0;111875.0;200.0;25.0;0.0;0.0;0.0;25;4980;125;245;69560;29705;6555;135;775;110635;4150;69425;35930;1130;1445;845;135;330;135;25;10;0;0;15
21;A     Landbouw, jacht en bosbouw;1 januari 2000;108945;85430.0;19315;2455;1120;480;105;25;10;5;84730.0;2220.0;17305.0;2830.0;1235.0;480.0;105.0;25.0;0.0;0.0;10.0;5.0;0.0;0.0;108700.0;215.0;25.0;0.0;0.0;0.0;25;5050;125;250;66865;29110;6620;115;785;107195;4090;66670;35315;1125;1705;965;190;410;135;40;20;5;5;15
22;A     Landbouw, jacht en bosbouw;1 januari 2001;104405;81720.0;18500;2415;1150;475;105;25;10;0;81010.0;2215.0;16510.0;2785.0;1265.0;475.0;105.0;25.0;0.0;5.0;10.0;0.0;0.0;0.0;104160.0;220.0;20.0;5.0;0.0;0.0;20;4975;115;245;63225;28380;6545;110;790;102635;3985;63030;34525;1100;1730;990;195;405;145;35;20;0;0;15
23;A     Landbouw, jacht en bosbouw;1 januari 2002;102145;79915.0;17980;2485;1150;480;95;25;10;5;79190.0;2215.0;16005.0;2835.0;1285.0;480.0;95.0;20.0;5.0;5.0;10.0;5.0;0.0;0.0;101875.0;245.0;20.0;0.0;5.0;0.0;25;5175;115;230;60635;28625;6525;110;700;100385;4180;60455;34735;1015;1725;1000;185;415;130;40;25;0;0;15
24;A     Landbouw, jacht en bosbouw;1 januari 2003;98570;76535.0;18030;2270;1095;485;110;30;10;5;75770.0;2235.0;16070.0;2635.0;1225.0;485.0;110.0;20.0;5.0;0.0;10.0;0.0;0.0;0.0;98315.0;220.0;25.0;5.0;5.0;0.0;25;5210;115;220;56415;27590;8230;100;660;96835;4255;56240;35375;965;1690;950;175;445;120;40;25;0;0;15
25;A     Landbouw, jacht en bosbouw;1 januari 2004;97210;76690.0;16560;2305;1160;415;55;15;5;0;75955.0;2340.0;14460.0;2670.0;1295.0;415.0;55.0;10.0;10.0;0.0;5.0;0.0;0.0;0.0;96990.0;190.0;25.0;5.0;0.0;0.0;25;5220;110;215;55520;26770;8625;90;635;95560;4235;55390;34995;940;1625;1000;130;400;100;25;15;0;0;10
26;A     Landbouw, jacht en bosbouw;1 januari 2005;95765;74960.0;16850;2255;1115;480;75;25;5;0;74225.0;2390.0;14700.0;2615.0;1245.0;480.0;75.0;20.0;5.0;0.0;5.0;0.0;0.0;0.0;95570.0;170.0;20.0;0.0;5.0;0.0;25;5205;115;215;54945;25770;8790;85;615;94065;4210;54800;34130;925;1670;995;145;430;100;35;25;0;0;10
27;A     Landbouw, jacht en bosbouw;1 januari 2006;93365;73375.0;16190;2160;1090;450;65;25;5;0;72615.0;2325.0;14140.0;2520.0;1220.0;450.0;65.0;20.0;5.0;0.0;5.0;0.0;0.0;0.0;93170.0;175.0;15.0;5.0;5.0;0.0;25;5085;105;215;54275;24465;8515;85;595;91730;4110;54140;32580;895;1605;980;135;400;95;30;25;0;0;5
28;01    Landbouw en jacht;1 januari 1993;128025;107445.0;17710;1780;705;310;60;10;5;0;;;;;;;;;;;;;;;;;;;;;30;3470;180;235;95965;23840;3795;155;360;126935;2880;95795;27470;790;1075;610;170;165;130;15;10;0;0;10
29;01    Landbouw en jacht;1 januari 1994;124735;104075.0;17775;1785;710;310;60;10;5;0;;;;;;;;;;;;;;;124530.0;185.0;20.0;0.0;0.0;0.0;35;3785;180;245;87885;27650;4325;165;465;123640;3165;87755;31800;915;1080;645;125;170;140;15;10;0;0;10
30;01    Landbouw en jacht;1 januari 1995;121950;102515.0;16635;1685;715;310;65;15;5;0;;;;;;;;;;;;;;;121725.0;200.0;20.0;0.0;0.0;0.0;35;3935;170;240;83545;28645;4695;160;520;120840;3320;83410;33150;960;1085;640;135;190;125;20;10;0;0;10
31;01    Landbouw en jacht;1 januari 1996;118900;99470.0;16805;1610;650;290;60;10;10;0;;;;;;;;;;;;;;;118695.0;190.0;20.0;0.0;0.0;0.0;30;3990;155;240;79445;29390;4945;155;550;117880;3430;79330;34150;975;1000;585;115;180;115;20;5;0;0;15
32;01    Landbouw en jacht;1 januari 1997;116785;92730.0;20830;2015;810;325;55;10;5;0;;;;;;;;;;;;;;;116580.0;180.0;20.0;0.0;0.0;0.0;30;4365;135;220;75995;29845;5400;150;645;115575;3680;75850;34995;1050;1185;705;140;250;90;20;10;0;0;10
33;01    Landbouw en jacht;1 januari 1998;114045;91120.0;19145;2255;1000;410;90;20;5;0;;;;;;;;;;;;;;;113755.0;265.0;25.0;0.0;0.0;0.0;30;4545;135;230;72420;29900;5910;140;735;112520;3680;72245;35510;1085;1500;885;175;300;140;30;10;0;5;15
34;01    Landbouw en jacht;1 januari 1999;111530;89215.0;18680;2180;955;385;90;15;5;0;88680.0;1870.0;16870.0;2555.0;1055.0;385.0;90.0;15.0;0.0;0.0;5.0;0.0;0.0;0.0;111300.0;195.0;25.0;0.0;0.0;0.0;25;4900;110;235;69185;29700;6470;135;770;110080;4085;69050;35840;1105;1425;830;135;330;130;20;10;0;0;10
35;01    Landbouw en jacht;1 januari 2000;108375;85060.0;19155;2440;1105;475;105;25;10;5;84395.0;2090.0;17250.0;2810.0;1215.0;475.0;105.0;25.0;0.0;0.0;10.0;0.0;0.0;0.0;108140.0;205.0;25.0;0.0;0.0;0.0;25;4970;115;235;66505;29110;6525;115;775;106650;4020;66315;35220;1100;1685;950;190;410;135;40;20;5;5;15
36;01    Landbouw en jacht;1 januari 2001;103860;81365.0;18355;2395;1135;470;105;25;10;0;80685.0;2090.0;16465.0;2760.0;1250.0;470.0;105.0;25.0;0.0;5.0;10.0;0.0;0.0;0.0;103620.0;215.0;20.0;5.0;0.0;0.0;20;4895;105;230;62885;28380;6450;110;780;102110;3915;62695;34430;1070;1710;975;190;400;140;35;20;0;0;15
37;01    Landbouw en jacht;1 januari 2002;101605;79545.0;17845;2465;1135;475;95;25;10;5;78850.0;2110.0;15955.0;2810.0;1270.0;475.0;95.0;20.0;5.0;5.0;10.0;0.0;0.0;0.0;101340.0;240.0;20.0;0.0;5.0;0.0;25;5095;110;215;60290;28625;6440;110;690;99860;4110;60110;34650;990;1705;985;180;415;125;40;25;0;0;15
38;01    Landbouw en jacht;1 januari 2003;98030;76165.0;17900;2255;1085;480;110;30;10;0;75425.0;2130.0;16020.0;2615.0;1210.0;480.0;110.0;20.0;5.0;0.0;10.0;0.0;0.0;0.0;97780.0;220.0;25.0;5.0;5.0;0.0;25;5130;110;205;56070;27590;8150;100;655;96315;4190;55895;35295;935;1675;940;175;445;115;40;25;0;0;15
39;01    Landbouw en jacht;1 januari 2004;96665;76325.0;16425;2285;1145;410;50;15;5;0;75615.0;2240.0;14405.0;2645.0;1280.0;410.0;50.0;10.0;10.0;0.0;5.0;0.0;0.0;0.0;96450.0;185.0;25.0;5.0;0.0;0.0;25;5135;105;200;55180;26770;8540;90;625;95035;4160;55055;34910;910;1610;985;125;400;100;20;15;0;0;5
40;01    Landbouw en jacht;1 januari 2005;95245;74610.0;16715;2235;1105;475;75;25;5;0;73900.0;2290.0;14650.0;2590.0;1230.0;475.0;75.0;20.0;5.0;0.0;5.0;0.0;0.0;0.0;95050.0;165.0;20.0;0.0;5.0;0.0;25;5125;110;205;54615;25770;8705;85;605;93555;4135;54470;34045;900;1655;990;140;425;95;35;25;0;0;10
41;01    Landbouw en jacht;1 januari 2006;92835;73020.0;16055;2140;1080;445;65;25;5;0;72280.0;2220.0;14090.0;2495.0;1210.0;445.0;65.0;20.0;5.0;0.0;5.0;0.0;0.0;0.0;92645.0;170.0;15.0;5.0;5.0;0.0;25;5000;100;200;53945;24465;8430;85;585;91215;4025;53815;32500;870;1590;970;130;395;90;30;25;0;0;5
42;"02    Bosbouw; dienstverlening v bosbouw";1 januari 1993;485;305.0;150;15;10;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0;50;5;10;335;0;75;0;5;470;45;330;75;20;15;5;5;0;5;0;0;0;0;0
43;"02    Bosbouw; dienstverlening v bosbouw";1 januari 1994;495;305.0;165;15;10;5;0;0;0;0;;;;;;;;;;;;;;;490.0;5.0;0.0;0.0;0.0;0.0;0;55;5;10;335;0;75;0;5;480;55;335;80;20;10;5;5;0;0;0;0;0;0;0
44;"02    Bosbouw; dienstverlening v bosbouw";1 januari 1995;510;330.0;155;15;10;5;0;0;0;0;;;;;;;;;;;;;;;510.0;5.0;0.0;0.0;0.0;0.0;0;65;0;10;355;0;70;0;10;500;55;355;70;15;15;10;0;0;5;0;0;0;0;0
45;"02    Bosbouw; dienstverlening v bosbouw";1 januari 1996;540;355.0;155;15;15;5;0;0;0;0;;;;;;;;;;;;;;;535.0;5.0;0.0;0.0;0.0;0.0;0;75;5;15;370;0;65;0;10;525;65;365;70;20;15;10;5;0;5;0;0;0;0;0
46;"02    Bosbouw; dienstverlening v bosbouw";1 januari 1997;540;355.0;160;15;10;5;0;0;0;0;;;;;;;;;;;;;;;535.0;5.0;0.0;0.0;0.0;0.0;0;70;10;15;365;0;70;0;10;525;65;360;75;30;15;10;5;0;0;0;0;0;0;0
47;"02    Bosbouw; dienstverlening v bosbouw";1 januari 1998;560;355.0;170;15;15;5;0;0;0;0;;;;;;;;;;;;;;;550.0;10.0;0.0;0.0;0.0;0.0;0;75;10;10;375;0;75;0;10;540;65;370;80;25;20;10;5;0;5;0;0;0;0;0
48;"02    Bosbouw; dienstverlening v bosbouw";1 januari 1999;575;375.0;170;15;15;0;0;0;0;0;340.0;135.0;60.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;570.0;5.0;0.0;0.0;0.0;0.0;0;75;10;15;380;0;85;0;10;555;65;375;90;25;20;10;0;0;5;0;0;0;0;0
49;"02    Bosbouw; dienstverlening v bosbouw";1 januari 2000;565;370.0;160;15;15;5;0;0;0;0;335.0;130.0;60.0;20.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;560.0;5.0;0.0;0.0;0.0;0.0;0;85;10;15;355;0;90;0;10;545;70;355;95;25;20;15;5;0;5;0;0;0;0;0
50;"02    Bosbouw; dienstverlening v bosbouw";1 januari 2001;545;360.0;145;20;15;5;0;0;0;0;325.0;125.0;50.0;30.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;540.0;5.0;0.0;0.0;0.0;0.0;0;80;10;15;340;0;95;0;10;525;65;335;95;30;20;10;5;0;5;0;0;0;0;0
51;"02    Bosbouw; dienstverlening v bosbouw";1 januari 2002;540;370.0;135;20;15;5;0;0;0;0;340.0;100.0;50.0;25.0;20.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;535.0;5.0;0.0;0.0;0.0;0.0;0;80;5;15;345;0;85;0;10;525;70;345;85;25;20;10;0;0;5;0;0;0;0;0
52;"02    Bosbouw; dienstverlening v bosbouw";1 januari 2003;540;370.0;130;20;10;5;0;0;0;0;340.0;100.0;50.0;25.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;535.0;5.0;0.0;0.0;0.0;0.0;0;80;5;15;345;0;80;0;10;520;70;345;80;25;15;10;0;0;5;0;0;0;0;0
53;"02    Bosbouw; dienstverlening v bosbouw";1 januari 2004;545;370.0;135;20;10;5;0;0;0;0;340.0;100.0;50.0;25.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;540.0;0.0;0.0;0.0;0.0;0.0;0;85;5;15;340;0;85;0;10;525;75;335;85;30;20;10;0;0;5;0;0;0;0;0
54;"02    Bosbouw; dienstverlening v bosbouw";1 januari 2005;525;355.0;135;20;10;5;0;0;0;0;325.0;100.0;50.0;25.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;520.0;0.0;0.0;0.0;0.0;0.0;0;80;5;15;330;0;85;0;10;510;75;325;85;25;15;5;0;0;5;0;0;0;0;0
55;"02    Bosbouw; dienstverlening v bosbouw";1 januari 2006;530;360.0;135;20;10;5;0;0;0;0;335.0;100.0;50.0;30.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;525.0;5.0;0.0;0.0;0.0;0.0;0;85;5;10;325;0;85;0;10;515;80;325;80;25;15;5;0;0;5;0;0;0;0;0
56;B     Visserij;1 januari 1993;740;465.0;215;45;5;10;5;0;0;0;;;;;;;;;;;;;;;;;;;;;0;280;0;0;160;5;275;0;15;720;270;160;275;15;20;10;0;5;0;0;0;0;0;0
57;B     Visserij;1 januari 1994;745;365.0;285;70;15;5;5;0;0;0;;;;;;;;;;;;;;;735.0;10.0;0.0;0.0;0.0;0.0;0;300;0;0;140;5;280;0;20;720;285;135;280;20;20;10;0;10;0;0;0;0;0;0
58;B     Visserij;1 januari 1995;745;400.0;265;55;10;10;5;0;0;0;;;;;;;;;;;;;;;735.0;10.0;0.0;0.0;0.0;0.0;0;305;0;0;135;5;280;0;20;725;290;135;275;20;20;15;0;5;0;0;0;0;0;0
59;B     Visserij;1 januari 1996;745;380.0;275;70;15;5;5;0;0;0;;;;;;;;;;;;;;;735.0;10.0;0.0;0.0;0.0;0.0;0;320;5;0;130;5;270;0;20;720;305;125;270;25;25;15;0;5;0;0;0;0;0;0
60;B     Visserij;1 januari 1997;760;350.0;295;85;20;5;5;0;0;0;;;;;;;;;;;;;;;750.0;10.0;0.0;0.0;0.0;0.0;0;340;0;0;125;0;265;0;25;730;320;125;260;25;30;20;0;5;0;0;0;0;0;0
61;B     Visserij;1 januari 1998;720;300.0;305;80;25;10;0;0;0;0;;;;;;;;;;;;;;;705.0;15.0;0.0;0.0;0.0;0.0;0;305;0;0;125;0;260;0;25;685;280;125;255;25;35;20;0;10;5;0;0;0;0;0
62;B     Visserij;1 januari 1999;735;295.0;325;80;20;10;0;0;0;0;215.0;185.0;180.0;120.0;20.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;725.0;10.0;0.0;0.0;0.0;0.0;0;320;0;0;115;0;270;0;30;700;295;115;265;25;30;20;0;5;5;0;0;0;0;0
63;B     Visserij;1 januari 2000;745;295.0;345;75;25;10;5;0;0;0;210.0;190.0;195.0;110.0;25.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;735.0;10.0;0.0;0.0;0.0;0.0;0;325;0;0;110;0;275;0;30;710;300;110;270;30;35;20;0;10;5;0;0;0;0;0
64;B     Visserij;1 januari 2001;775;315.0;345;70;30;5;5;0;0;0;235.0;190.0;195.0;110.0;30.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;760.0;15.0;0.0;0.0;0.0;0.0;0;345;5;0;110;0;280;0;35;730;315;110;275;35;40;25;0;5;5;5;5;0;0;0
65;B     Visserij;1 januari 2002;760;330.0;325;75;20;10;5;0;0;0;250.0;185.0;165.0;125.0;20.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;745.0;10.0;0.0;0.0;0.0;0.0;0;335;0;0;105;0;275;0;35;725;315;105;270;35;30;20;0;5;5;0;0;0;0;0
66;B     Visserij;1 januari 2003;740;325.0;325;60;15;10;5;0;0;0;235.0;195.0;170.0;105.0;15.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;730.0;10.0;0.0;0.0;0.0;0.0;0;325;0;0;100;0;275;0;35;710;300;95;275;35;30;20;0;5;0;0;0;0;0;0
67;B     Visserij;1 januari 2004;735;345.0;310;50;20;5;5;0;0;0;250.0;185.0;170.0;100.0;20.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;730.0;5.0;0.0;0.0;0.0;0.0;0;320;0;0;95;0;285;0;30;705;295;95;280;30;30;20;0;5;0;0;0;0;0;0
68;B     Visserij;1 januari 2005;725;335.0;310;50;20;10;5;0;0;0;245.0;180.0;170.0;100.0;20.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;720.0;5.0;0.0;0.0;0.0;0.0;0;320;0;0;90;0;285;0;25;695;295;90;280;30;30;20;0;5;0;0;0;0;0;0
69;B     Visserij;1 januari 2006;720;330.0;315;45;20;10;0;0;0;0;240.0;175.0;170.0;100.0;20.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;715.0;5.0;0.0;0.0;0.0;0.0;0;320;0;0;90;0;280;0;25;690;295;90;275;25;30;20;0;5;0;0;0;0;0;0
70;05    Visserij, kweken vis, schaaldieren;1 januari 1993;740;465.0;215;45;5;10;5;0;0;0;;;;;;;;;;;;;;;;;;;;;0;280;0;0;160;5;275;0;15;720;270;160;275;15;20;10;0;5;0;0;0;0;0;0
71;05    Visserij, kweken vis, schaaldieren;1 januari 1994;745;365.0;285;70;15;5;5;0;0;0;;;;;;;;;;;;;;;735.0;10.0;0.0;0.0;0.0;0.0;0;300;0;0;140;5;280;0;20;720;285;135;280;20;20;10;0;10;0;0;0;0;0;0
72;05    Visserij, kweken vis, schaaldieren;1 januari 1995;745;400.0;265;55;10;10;5;0;0;0;;;;;;;;;;;;;;;735.0;10.0;0.0;0.0;0.0;0.0;0;305;0;0;135;5;280;0;20;725;290;135;275;20;20;15;0;5;0;0;0;0;0;0
