ID;Geslacht;Leeftijd;Leerweg;OpleidingsrichtingEnSector;Herkomstgroepering;Perioden;TotaalGediplomeerden_1;EntreeopleidingNiveau1_2;BasisberoepsopleidingNiveau2_3;VakopleidingNiveau3_4;MiddenkaderopleidingNiveau4a_5;SpecialistenopleidingNiveau4b_6;KorteOpleiding_7;LangeOpleiding_8;PrimaireOpleiding_9;VoortgezetteOpleiding_10
30;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;1994/'95;;;;;;;;;;
31;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;1995/'96;;;;;;;;;;
32;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;1996/'97;;;;;;;;;;
33;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;1997/'98;;;;;;;;;;
34;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;1998/'99;;;;;;;;;;
35;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;1999/'00;;;;;;;;;;
36;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2000/'01;;;;;;;;;;
37;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2001/'02;;;;;;;;;;
38;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2002/'03;;;;;;;;;;
39;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2003/'04;;;;;;;;;;
40;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2004/'05;;;;;;;;;;
41;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2005/'06;112034.0;7077.0;32981.0;29669.0;40020.0;2287.0;;;;
42;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2006/'07;113050.0;7241.0;32461.0;30213.0;40873.0;2262.0;;;;
43;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2007/'08;117562.0;7681.0;35397.0;30931.0;41401.0;2152.0;;;;
44;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2008/'09;121933.0;7648.0;37032.0;32486.0;42896.0;1871.0;;;;
45;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2009/'10;154378.0;9732.0;63038.0;34808.0;45292.0;1508.0;;;;
46;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2010/'11;131159.0;9763.0;40030.0;34974.0;45043.0;1349.0;;;;
47;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2011/'12;133690.0;9264.0;41597.0;35414.0;46472.0;943.0;;;;
48;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2012/'13;135103.0;8908.0;40575.0;36596.0;48393.0;631.0;;;;
49;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2013/'14;130475.0;8219.0;36099.0;36532.0;49320.0;305.0;;;;
50;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2014/'15;124039.0;5594.0;31550.0;36245.0;50556.0;94.0;0.0;0.0;0.0;0.0
51;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2015/'16;114005.0;4730.0;27433.0;32743.0;49080.0;19.0;;;;
52;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1990/'91;;;;;;;;;;
53;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1991/'92;;;;;;;;;;
54;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1992/'93;;;;;;;;;;
55;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1993/'94;;;;;;;;;;
56;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1994/'95;;;;;;;;;;
57;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1995/'96;;;;;;;;;;
58;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1996/'97;;;;;;;;;;
59;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1997/'98;;;;;;;;;;
60;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1998/'99;;;;;;;;;;
61;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1999/'00;;;;;;;;;;
62;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2000/'01;;;;;;;;;;
63;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2001/'02;;;;;;;;;;
64;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2002/'03;;;;;;;;;;
65;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2003/'04;;;;;;;;;;
66;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2004/'05;;;;;;;;;;
67;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2005/'06;33934.0;5794.0;11351.0;6633.0;9805.0;351.0;;;;
68;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2006/'07;35476.0;5952.0;11980.0;6941.0;10221.0;382.0;;;;
69;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2007/'08;38261.0;6174.0;12934.0;7598.0;11216.0;339.0;;;;
70;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2008/'09;39466.0;5493.0;13453.0;8352.0;11853.0;315.0;;;;
71;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2009/'10;45431.0;6608.0;17248.0;8950.0;12366.0;259.0;;;;
72;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2010/'11;43766.0;6928.0;14763.0;9229.0;12630.0;216.0;;;;
73;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2011/'12;44781.0;6876.0;14884.0;9810.0;13062.0;149.0;;;;
74;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2012/'13;46178.0;7541.0;14886.0;10055.0;13601.0;95.0;;;;
75;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2013/'14;46500.0;7739.0;14307.0;10261.0;14149.0;44.0;;;;
76;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2014/'15;43489.0;6015.0;13609.0;9746.0;14093.0;26.0;0.0;0.0;0.0;0.0
77;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2015/'16;40115.0;5608.0;11814.0;9472.0;13219.0;2.0;;;;
78;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1990/'91;;;;;;;;;;
79;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1991/'92;;;;;;;;;;
80;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1992/'93;;;;;;;;;;
81;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1993/'94;;;;;;;;;;
82;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1994/'95;;;;;;;;;;
83;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1995/'96;;;;;;;;;;
84;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1996/'97;;;;;;;;;;
85;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1997/'98;;;;;;;;;;
86;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1998/'99;;;;;;;;;;
87;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1999/'00;;;;;;;;;;
88;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2000/'01;;;;;;;;;;
89;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2001/'02;;;;;;;;;;
90;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2002/'03;;;;;;;;;;
91;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2003/'04;;;;;;;;;;
92;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2004/'05;;;;;;;;;;
93;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2005/'06;8819.0;933.0;2675.0;2067.0;3007.0;137.0;;;;
94;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2006/'07;8803.0;950.0;2625.0;2066.0;2993.0;169.0;;;;
95;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2007/'08;9607.0;1092.0;3026.0;2189.0;3145.0;155.0;;;;
96;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2008/'09;9819.0;970.0;3152.0;2438.0;3148.0;111.0;;;;
97;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2009/'10;12536.0;1205.0;5247.0;2604.0;3380.0;100.0;;;;
98;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2010/'11;10720.0;1303.0;3556.0;2588.0;3190.0;83.0;;;;
99;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2011/'12;10818.0;1250.0;3482.0;2656.0;3382.0;48.0;;;;
100;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2012/'13;11334.0;1484.0;3539.0;2722.0;3541.0;48.0;;;;
101;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2013/'14;11000.0;1484.0;3167.0;2676.0;3653.0;20.0;;;;
102;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2014/'15;10071.0;1034.0;2836.0;2509.0;3679.0;13.0;0.0;0.0;0.0;0.0
103;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2015/'16;9249.0;941.0;2437.0;2281.0;3589.0;1.0;;;;
104;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1990/'91;;;;;;;;;;
105;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1991/'92;;;;;;;;;;
106;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1992/'93;;;;;;;;;;
107;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1993/'94;;;;;;;;;;
108;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1994/'95;;;;;;;;;;
109;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1995/'96;;;;;;;;;;
110;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1996/'97;;;;;;;;;;
111;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1997/'98;;;;;;;;;;
112;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1998/'99;;;;;;;;;;
113;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1999/'00;;;;;;;;;;
114;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2000/'01;;;;;;;;;;
115;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2001/'02;;;;;;;;;;
116;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2002/'03;;;;;;;;;;
117;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2003/'04;;;;;;;;;;
118;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2004/'05;;;;;;;;;;
119;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2005/'06;25115.0;4861.0;8676.0;4566.0;6798.0;214.0;;;;
120;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2006/'07;26673.0;5002.0;9355.0;4875.0;7228.0;213.0;;;;
121;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2007/'08;28654.0;5082.0;9908.0;5409.0;8071.0;184.0;;;;
122;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2008/'09;29647.0;4523.0;10301.0;5914.0;8705.0;204.0;;;;
123;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2009/'10;32895.0;5403.0;12001.0;6346.0;8986.0;159.0;;;;
124;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2010/'11;33046.0;5625.0;11207.0;6641.0;9440.0;133.0;;;;
125;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2011/'12;33963.0;5626.0;11402.0;7154.0;9680.0;101.0;;;;
126;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2012/'13;34844.0;6057.0;11347.0;7333.0;10060.0;47.0;;;;
127;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2013/'14;35500.0;6255.0;11140.0;7585.0;10496.0;24.0;;;;
128;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2014/'15;33418.0;4981.0;10773.0;7237.0;10414.0;13.0;0.0;0.0;0.0;0.0
129;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2015/'16;30866.0;4667.0;9377.0;7191.0;9630.0;1.0;;;;
130;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1990/'91;;;;;;;;;;
131;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1991/'92;;;;;;;;;;
132;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1992/'93;;;;;;;;;;
133;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1993/'94;;;;;;;;;;
134;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1994/'95;;;;;;;;;;
135;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1995/'96;;;;;;;;;;
136;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1996/'97;;;;;;;;;;
137;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1997/'98;;;;;;;;;;
138;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1998/'99;;;;;;;;;;
139;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1999/'00;;;;;;;;;;
140;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2000/'01;;;;;;;;;;
141;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2001/'02;;;;;;;;;;
142;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2002/'03;;;;;;;;;;
143;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2003/'04;;;;;;;;;;
144;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2004/'05;;;;;;;;;;
145;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2005/'06;4878.0;935.0;1629.0;827.0;1460.0;27.0;;;;
146;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2006/'07;5239.0;978.0;1758.0;912.0;1559.0;32.0;;;;
147;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2007/'08;5737.0;1032.0;2026.0;1033.0;1629.0;17.0;;;;
148;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2008/'09;5849.0;868.0;2004.0;1118.0;1836.0;23.0;;;;
149;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2009/'10;6342.0;1012.0;2248.0;1148.0;1920.0;14.0;;;;
150;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2010/'11;6270.0;915.0;2137.0;1212.0;1989.0;17.0;;;;
151;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2011/'12;6607.0;944.0;2238.0;1319.0;2084.0;22.0;;;;
152;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2012/'13;6559.0;981.0;2163.0;1346.0;2059.0;10.0;;;;
153;Totaal mannen en vrouwen;0;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;2013/'14;6663.0;1014.0;2055.0;1391.0;2201.0;2.0;;;;
