ID;ForecastInterval;Periods;TotalPopulation_1;k_0To20Years_2;k_20To65Years_3;k_65YearsAndOlder_4;k_0To20Years_5;k_20To65Years_6;k_65YearsAndOlder_7;TotalPressure_8;GreenPressure_9;GreyPressure_10;LiveBirths_11;TotalFertilityRate_12;Deaths_13;Total_14;Men_15;Women_16;Total_17;Men_18;Women_19;Immigration_20;EmigrationInclNetAdmCorr_21;NetMigrationInclNetAdmCorr_22
126;Upper limit 95% forecast-interval;2055;20616302.0;4813307.0;11003288.0;5558085.0;24.3;56.2;29.6;97.5;46.4;57.8;256694;2.25;249883;92.52;90.8;94.2;28.08;26.68;29.44;321767;271803;94956
127;Upper limit 95% forecast-interval;2056;20691272.0;4833477.0;10996302.0;5576363.0;24.3;56.2;29.8;97.8;46.4;58.1;260637;2.25;248863;92.71;90.99;94.39;28.24;26.84;29.61;321744;274112;95381
128;Upper limit 95% forecast-interval;2057;20791596.0;4870429.0;11015771.0;5604987.0;24.3;56.3;30.0;98.0;46.5;58.5;263815;2.26;247337;92.9;91.18;94.59;28.4;27.0;29.77;322209;275641;96118
129;Upper limit 95% forecast-interval;2058;20869222.0;4894073.0;11034097.0;5647096.0;24.4;56.3;30.1;98.2;46.8;58.8;266952;2.27;245661;93.09;91.37;94.78;28.56;27.15;29.94;323593;275863;96991
130;Upper limit 95% forecast-interval;2059;20898130.0;4956956.0;11064395.0;5681951.0;24.5;56.3;30.2;98.2;47.0;58.8;270340;2.27;245718;93.29;91.56;94.97;28.71;27.3;30.1;324355;273761;97093
131;Upper limit 95% forecast-interval;2060;20945744.0;4977587.0;11094336.0;5708703.0;24.5;56.4;30.3;98.2;47.2;59.1;272728;2.28;244682;93.47;91.74;95.15;28.87;27.46;30.25;324370;273448;97451
132;Lower limit 67% forecast-interval;2017;;;;;;;;;;;164952;1.57;143628;81.38;79.71;82.96;19.59;18.25;20.8;218010;142892;64779
133;Lower limit 67% forecast-interval;2018;17162628.0;3801828.0;10122478.0;3233883.0;22.1;59.0;18.8;69.4;37.5;31.9;165090;1.55;143375;81.37;79.78;82.89;19.58;18.3;20.74;198815;147280;39501
134;Lower limit 67% forecast-interval;2019;17224730.0;3774892.0;10133542.0;3303818.0;21.9;58.8;19.1;69.7;37.2;32.5;165637;1.54;143585;81.41;79.86;82.9;19.59;18.35;20.72;192231;150929;28005
135;Lower limit 67% forecast-interval;2020;17270892.0;3746957.0;10135704.0;3372484.0;21.7;58.6;19.5;70.0;36.9;33.1;166334;1.53;144101;81.46;79.92;82.94;19.61;18.39;20.73;189149;154242;20734
136;Lower limit 67% forecast-interval;2021;17310852.0;3712502.0;10136626.0;3441959.0;21.4;58.5;19.8;70.3;36.5;33.7;168481;1.54;144830;81.52;79.99;83.0;19.63;18.42;20.76;187205;157013;15300
137;Lower limit 67% forecast-interval;2022;17352942.0;3683276.0;10122980.0;3512721.0;21.2;58.2;20.1;70.7;36.2;34.4;170456;1.55;145911;81.59;80.06;83.07;19.66;18.46;20.79;186079;159886;11157
138;Lower limit 67% forecast-interval;2023;17387460.0;3656472.0;10104870.0;3581333.0;21.0;58.0;20.4;71.2;35.9;35.0;172758;1.57;147362;81.66;80.15;83.14;19.71;18.52;20.83;184975;162234;8335
139;Lower limit 67% forecast-interval;2024;17419700.0;3631860.0;10082165.0;3652456.0;20.8;57.7;20.8;71.8;35.8;35.7;174591;1.58;148471;81.75;80.23;83.24;19.76;18.58;20.88;184801;164628;5830
140;Lower limit 67% forecast-interval;2025;17449338.0;3616330.0;10044118.0;3726794.0;20.6;57.3;21.1;72.6;35.7;36.5;176126;1.59;149697;81.84;80.33;83.33;19.82;18.64;20.94;185828;166595;3796
141;Lower limit 67% forecast-interval;2026;17484016.0;3609883.0;9998254.0;3798426.0;20.5;56.9;21.5;73.5;35.8;37.3;177757;1.6;151048;81.94;80.43;83.43;19.88;18.71;21.0;185799;168550;804
142;Lower limit 67% forecast-interval;2027;17510816.0;3604282.0;9942828.0;3872688.0;20.5;56.5;21.8;74.6;35.9;38.2;178562;1.6;152718;82.04;80.54;83.53;19.94;18.78;21.06;184648;169956;-738
143;Lower limit 67% forecast-interval;2028;17537384.0;3607119.0;9881030.0;3947125.0;20.4;56.0;22.2;75.7;36.1;39.1;179185;1.6;154249;82.15;80.64;83.64;20.02;18.85;21.14;183694;170711;-2130
144;Lower limit 67% forecast-interval;2029;17577904.0;3603922.0;9826966.0;4021728.0;20.4;55.6;22.5;76.8;36.2;39.9;179149;1.61;155997;82.25;80.74;83.76;20.08;18.92;21.22;183381;170933;-2972
145;Lower limit 67% forecast-interval;2030;17596264.0;3598880.0;9762614.0;4093167.0;20.3;55.1;22.9;77.9;36.4;40.9;179136;1.6;157639;82.36;80.84;83.88;20.15;18.98;21.3;183488;170892;-3315
146;Lower limit 67% forecast-interval;2031;17619696.0;3597360.0;9702857.0;4159907.0;20.3;54.7;23.2;79.0;36.5;41.6;178310;1.6;159490;82.47;80.94;84.0;20.23;19.05;21.38;183396;170606;-3190
147;Lower limit 67% forecast-interval;2032;17632426.0;3595268.0;9651026.0;4218035.0;20.2;54.2;23.4;80.1;36.7;42.4;177038;1.59;161158;82.58;81.04;84.12;20.3;19.12;21.47;183471;170504;-3591
148;Lower limit 67% forecast-interval;2033;17645302.0;3599292.0;9592310.0;4270910.0;20.3;53.8;23.7;81.2;36.9;43.1;175886;1.59;162838;82.69;81.15;84.25;20.38;19.19;21.56;183140;170796;-4186
149;Lower limit 67% forecast-interval;2034;17669228.0;3603486.0;9531044.0;4324258.0;20.3;53.4;23.9;82.4;37.2;43.9;175108;1.58;164601;82.8;81.25;84.37;20.46;19.26;21.65;182415;171265;-5456
150;Lower limit 67% forecast-interval;2035;17673952.0;3609219.0;9463014.0;4388418.0;20.3;52.9;24.2;83.6;37.5;44.8;173839;1.58;166354;82.92;81.35;84.5;20.54;19.33;21.74;181647;171795;-6051
151;Lower limit 67% forecast-interval;2036;17669976.0;3614482.0;9397497.0;4437452.0;20.3;52.5;24.5;84.8;37.8;45.5;172266;1.57;168458;83.03;81.46;84.62;20.62;19.4;21.83;181033;172096;-6764
152;Lower limit 67% forecast-interval;2037;17670088.0;3618162.0;9341856.0;4483538.0;20.3;52.1;24.7;85.8;38.0;46.1;170738;1.57;170324;83.15;81.56;84.75;20.7;19.47;21.92;180914;172302;-7429
153;Lower limit 67% forecast-interval;2038;17662322.0;3622949.0;9287760.0;4510916.0;20.3;51.8;24.8;86.7;38.2;46.6;169147;1.57;172210;83.27;81.67;84.87;20.78;19.54;22.01;180121;172257;-8460
154;Lower limit 67% forecast-interval;2039;17651040.0;3624502.0;9252950.0;4510216.0;20.3;51.6;24.8;87.1;38.4;46.9;167356;1.56;173822;83.38;81.77;84.99;20.87;19.62;22.1;179068;171916;-8888
155;Lower limit 67% forecast-interval;2040;17646160.0;3625167.0;9230732.0;4509380.0;20.3;51.4;24.8;87.2;38.5;46.9;165398;1.56;175450;83.5;81.87;85.11;20.94;19.69;22.19;178165;171780;-9045
156;Lower limit 67% forecast-interval;2041;17630556.0;3627677.0;9221180.0;4496025.0;20.3;51.3;24.8;87.2;38.5;46.7;163619;1.55;176924;83.61;81.98;85.23;21.03;19.76;22.27;177774;171783;-9126
157;Lower limit 67% forecast-interval;2042;17611996.0;3620687.0;9211000.0;4488940.0;20.3;51.3;24.7;87.1;38.5;46.5;162048;1.55;178054;83.72;82.08;85.35;21.1;19.83;22.36;178360;171679;-9095
158;Lower limit 67% forecast-interval;2043;17603624.0;3611743.0;9209820.0;4467510.0;20.3;51.3;24.6;86.9;38.4;46.3;160967;1.55;179010;83.83;82.18;85.47;21.18;19.9;22.45;178249;171500;-8241
159;Lower limit 67% forecast-interval;2044;17579404.0;3604841.0;9209890.0;4449802.0;20.2;51.3;24.5;86.6;38.2;46.0;160128;1.54;179775;83.94;82.28;85.58;21.27;19.98;22.53;178273;171405;-7663
160;Lower limit 67% forecast-interval;2045;17549672.0;3594974.0;9210460.0;4437037.0;20.2;51.3;24.4;86.3;38.1;45.8;159483;1.54;180997;84.05;82.39;85.7;21.34;20.05;22.62;178203;171122;-8032
161;Lower limit 67% forecast-interval;2046;17530298.0;3573690.0;9217150.0;4432895.0;20.1;51.4;24.4;86.0;37.8;45.7;158427;1.53;181643;84.16;82.49;85.81;21.42;20.12;22.7;178562;171187;-8367
162;Lower limit 67% forecast-interval;2047;17501582.0;3567462.0;9224179.0;4417392.0;20.0;51.4;24.3;85.6;37.6;45.5;157568;1.53;182735;84.26;82.59;85.92;21.5;20.19;22.78;179419;171092;-9057
163;Lower limit 67% forecast-interval;2048;17476606.0;3549961.0;9235030.0;4396563.0;19.9;51.5;24.2;85.1;37.4;45.2;156643;1.53;182977;84.37;82.69;86.03;21.58;20.26;22.86;179383;171093;-10135
164;Lower limit 67% forecast-interval;2049;17444584.0;3526692.0;9250624.0;4370618.0;19.8;51.6;24.1;84.6;37.2;44.8;156244;1.52;183755;84.47;82.79;86.14;21.65;20.34;22.95;179657;171088;-11026
165;Lower limit 67% forecast-interval;2050;17425136.0;3500850.0;9260884.0;4352232.0;19.7;51.7;24.0;84.2;36.8;44.5;155654;1.52;184273;84.58;82.89;86.25;21.73;20.41;23.03;179145;171306;-11363
166;Lower limit 67% forecast-interval;2051;17397440.0;3481767.0;9261744.0;4336033.0;19.6;51.8;23.9;83.7;36.6;44.2;155569;1.52;185638;84.69;82.99;86.36;21.81;20.48;23.11;178800;171362;-12077
167;Lower limit 67% forecast-interval;2052;17357064.0;3463028.0;9260022.0;4314932.0;19.5;51.8;23.9;83.2;36.4;44.1;155722;1.51;186466;84.79;83.09;86.47;21.88;20.55;23.19;178171;171477;-12027
168;Lower limit 67% forecast-interval;2053;17322868.0;3435484.0;9257262.0;4302273.0;19.4;51.9;23.8;82.9;36.0;44.0;156386;1.51;186933;84.89;83.19;86.57;21.96;20.62;23.27;177675;171254;-12248
169;Lower limit 67% forecast-interval;2054;17287536.0;3419622.0;9255084.0;4290613.0;19.3;51.9;23.8;82.7;35.9;43.9;157280;1.51;186637;85.0;83.29;86.68;22.03;20.69;23.35;177553;171132;-11867
170;Lower limit 67% forecast-interval;2055;17268854.0;3395797.0;9247564.0;4278489.0;19.2;52.0;23.8;82.6;35.7;43.8;158040;1.5;186659;85.1;83.38;86.78;22.11;20.76;23.43;178118;171301;-11850
171;Lower limit 67% forecast-interval;2056;17244556.0;3377152.0;9230594.0;4280498.0;19.2;51.9;23.8;82.5;35.6;43.7;158717;1.5;186466;85.2;83.48;86.88;22.18;20.83;23.51;178745;170955;-11314
172;Lower limit 67% forecast-interval;2057;17252586.0;3366703.0;9212128.0;4293091.0;19.1;51.9;23.8;82.5;35.5;43.7;159290;1.5;186043;85.3;83.58;86.98;22.25;20.9;23.58;178767;171321;-11983
173;Lower limit 67% forecast-interval;2058;17218720.0;3350317.0;9198034.0;4293761.0;19.1;51.8;23.7;82.5;35.5;43.7;159842;1.5;184944;85.4;83.67;87.08;22.33;20.97;23.66;178562;171449;-11992
174;Lower limit 67% forecast-interval;2059;17174446.0;3341109.0;9189725.0;4293469.0;19.0;51.8;23.7;82.6;35.4;43.7;160367;1.49;183678;85.5;83.77;87.18;22.4;21.03;23.73;177423;170890;-12977
175;Lower limit 67% forecast-interval;2060;17152144.0;3339298.0;9185996.0;4289987.0;19.0;51.7;23.7;82.7;35.4;43.6;160932;1.49;182240;85.59;83.86;87.27;22.47;21.11;23.8;176492;168947;-13626
176;Upper limit 67% forecast-interval;2017;;;;;;;;;;;172763;1.65;155865;82.16;80.49;83.74;20.17;18.81;21.4;251391;160297;100920
177;Upper limit 67% forecast-interval;2018;17203116.0;3813006.0;10150637.0;3244541.0;22.2;59.0;18.9;69.6;37.6;32.0;176179;1.66;159311;82.49;80.89;84.0;20.4;19.1;21.58;242756;169578;84421
178;Upper limit 67% forecast-interval;2019;17305910.0;3799055.0;10191052.0;3326553.0;22.0;58.9;19.3;70.1;37.4;32.7;179648;1.68;162611;82.77;81.21;84.26;20.59;19.33;21.74;244702;177485;79611
179;Upper limit 67% forecast-interval;2020;17406072.0;3785753.0;10225666.0;3409253.0;21.8;58.8;19.7;70.6;37.1;33.5;182953;1.69;165699;83.04;81.49;84.51;20.77;19.53;21.91;247643;183878;76454
180;Upper limit 67% forecast-interval;2021;17497152.0;3768302.0;10256802.0;3492553.0;21.6;58.7;20.1;71.1;36.9;34.3;187256;1.72;168594;83.28;81.74;84.76;20.93;19.7;22.08;250357;189810;74076
181;Upper limit 67% forecast-interval;2022;17587948.0;3759189.0;10283527.0;3580163.0;21.4;58.6;20.5;71.7;36.8;35.2;191075;1.75;171730;83.51;81.98;84.99;21.1;19.88;22.25;253111;195568;72599
182;Upper limit 67% forecast-interval;2023;17679066.0;3753154.0;10301760.0;3669689.0;21.3;58.4;20.9;72.5;36.7;36.0;194849;1.78;174901;83.74;82.22;85.22;21.25;20.06;22.39;256229;200424;71413
183;Upper limit 67% forecast-interval;2024;17769616.0;3752015.0;10315050.0;3758285.0;21.2;58.2;21.3;73.3;36.7;37.0;198347;1.8;177897;83.97;82.45;85.46;21.42;20.22;22.56;258231;204787;69681
184;Upper limit 67% forecast-interval;2025;17863224.0;3760377.0;10307531.0;3852563.0;21.2;57.9;21.8;74.4;36.8;38.0;201621;1.82;180736;84.2;82.69;85.69;21.58;20.38;22.72;261629;208495;69506
185;Upper limit 67% forecast-interval;2026;17945708.0;3777346.0;10293528.0;3945931.0;21.2;57.6;22.3;75.7;37.1;39.0;204905;1.84;183251;84.42;82.92;85.91;21.74;20.55;22.88;263645;211934;68340
186;Upper limit 67% forecast-interval;2027;18042420.0;3802287.0;10275900.0;4043280.0;21.2;57.3;22.7;77.0;37.4;40.1;207600;1.86;185726;84.64;83.14;86.14;21.9;20.72;23.04;265928;214825;67426
187;Upper limit 67% forecast-interval;2028;18129998.0;3827920.0;10254090.0;4138471.0;21.3;56.9;23.2;78.5;37.8;41.3;210082;1.88;188043;84.87;83.36;86.36;22.06;20.89;23.2;268030;216706;66899
188;Upper limit 67% forecast-interval;2029;18221280.0;3854694.0;10223955.0;4237934.0;21.3;56.6;23.7;80.0;38.1;42.4;211808;1.89;190909;85.09;83.57;86.59;22.22;21.04;23.36;269675;218351;66067
189;Upper limit 67% forecast-interval;2030;18310854.0;3884882.0;10201652.0;4335761.0;21.4;56.2;24.1;81.5;38.6;43.6;213086;1.9;193615;85.3;83.78;86.81;22.37;21.2;23.54;271068;219883;65225
190;Upper limit 67% forecast-interval;2031;18384410.0;3915185.0;10179440.0;4427428.0;21.4;55.9;24.6;83.0;39.0;44.7;213646;1.9;196289;85.51;83.98;87.04;22.53;21.35;23.7;271377;220913;65092
191;Upper limit 67% forecast-interval;2032;18458688.0;3948533.0;10148031.0;4509519.0;21.5;55.5;24.9;84.3;39.5;45.8;213451;1.91;198653;85.72;84.18;87.26;22.7;21.5;23.87;271038;221910;64313
192;Upper limit 67% forecast-interval;2033;18527040.0;3984061.0;10112217.0;4594261.0;21.6;55.2;25.3;85.8;40.0;46.9;213263;1.91;201458;85.93;84.38;87.48;22.86;21.65;24.04;270699;222619;63689
193;Upper limit 67% forecast-interval;2034;18600948.0;4028297.0;10080896.0;4669761.0;21.8;54.8;25.7;87.3;40.6;47.9;213113;1.92;204100;86.14;84.58;87.7;23.02;21.8;24.21;271054;223261;63189
194;Upper limit 67% forecast-interval;2035;18676516.0;4064425.0;10033512.0;4758798.0;21.9;54.5;26.1;89.0;41.1;49.2;213000;1.92;206748;86.34;84.77;87.92;23.16;21.95;24.38;271505;223937;62976
195;Upper limit 67% forecast-interval;2036;18754510.0;4107801.0;9992502.0;4843272.0;22.1;54.1;26.5;90.6;41.8;50.3;212601;1.93;209007;86.55;84.97;88.13;23.32;22.08;24.55;272798;224123;63081
196;Upper limit 67% forecast-interval;2037;18820032.0;4147512.0;9974522.0;4910644.0;22.2;53.8;26.8;92.0;42.3;51.3;212112;1.93;211394;86.75;85.16;88.35;23.48;22.23;24.72;273330;224429;63060
197;Upper limit 67% forecast-interval;2038;18873420.0;4184149.0;9962148.0;4969114.0;22.4;53.6;27.1;93.2;42.8;52.1;211186;1.93;213632;86.95;85.35;88.55;23.64;22.38;24.89;273857;225055;62497
198;Upper limit 67% forecast-interval;2039;18937734.0;4212374.0;9960096.0;5003629.0;22.6;53.5;27.2;93.9;43.3;52.5;210221;1.94;215979;87.14;85.53;88.76;23.79;22.52;25.04;272816;225762;62000
199;Upper limit 67% forecast-interval;2040;18999784.0;4243498.0;9952360.0;5033775.0;22.6;53.4;27.3;94.5;43.6;52.8;208937;1.94;217596;87.34;85.72;88.96;23.94;22.67;25.21;271664;226265;61094
200;Upper limit 67% forecast-interval;2041;19071928.0;4269983.0;9966126.0;5048264.0;22.7;53.4;27.4;94.7;43.8;53.0;208028;1.95;218700;87.53;85.9;89.16;24.09;22.8;25.37;270463;226925;60313
201;Upper limit 67% forecast-interval;2042;19115596.0;4288239.0;9985818.0;5061131.0;22.8;53.5;27.4;94.9;43.9;53.1;207038;1.95;219437;87.72;86.08;89.35;24.24;22.95;25.52;271186;227101;60303
202;Upper limit 67% forecast-interval;2043;19147684.0;4302114.0;10017364.0;5064045.0;22.8;53.5;27.4;95.0;44.0;53.1;206489;1.95;220398;87.91;86.26;89.55;24.38;23.08;25.67;272657;227444;60128
203;Upper limit 67% forecast-interval;2044;19173364.0;4308664.0;10040466.0;5078956.0;22.9;53.6;27.4;95.0;44.0;53.1;205837;1.96;221558;88.1;86.44;89.74;24.53;23.22;25.83;274143;228220;60246
204;Upper limit 67% forecast-interval;2045;19198580.0;4316121.0;10075666.0;5082444.0;22.8;53.7;27.4;94.8;43.9;53.1;205549;1.96;222228;88.27;86.61;89.93;24.68;23.35;25.98;274482;229254;60429
205;Upper limit 67% forecast-interval;2046;19196368.0;4320882.0;10091172.0;5093314.0;22.8;53.8;27.5;94.7;43.9;53.1;205691;1.97;223098;88.46;86.79;90.11;24.82;23.5;26.12;273656;230077;60296
206;Upper limit 67% forecast-interval;2047;19220156.0;4316541.0;10109736.0;5103020.0;22.8;53.9;27.5;94.4;43.8;53.0;206275;1.97;223816;88.64;86.96;90.29;24.96;23.63;26.28;273894;231045;59960
207;Upper limit 67% forecast-interval;2048;19261472.0;4317226.0;10157373.0;5099976.0;22.8;54.0;27.5;94.0;43.6;52.9;207146;1.97;224676;88.81;87.13;90.48;25.1;23.76;26.42;274438;232174;60220
208;Upper limit 67% forecast-interval;2049;19300464.0;4321979.0;10189902.0;5096244.0;22.8;54.2;27.5;93.7;43.4;52.8;208364;1.98;225403;88.99;87.3;90.65;25.25;23.9;26.57;275325;232291;60205
209;Upper limit 67% forecast-interval;2050;19347330.0;4318245.0;10223338.0;5096808.0;22.7;54.3;27.5;93.4;43.3;52.7;209910;1.98;226379;89.16;87.47;90.83;25.39;24.03;26.71;275593;232571;60139
210;Upper limit 67% forecast-interval;2051;19377764.0;4312828.0;10273018.0;5104087.0;22.7;54.4;27.5;93.1;43.1;52.7;211744;1.98;227225;89.33;87.64;91.0;25.53;24.16;26.85;275885;233143;60136
211;Upper limit 67% forecast-interval;2052;19396312.0;4322957.0;10299023.0;5114763.0;22.7;54.6;27.5;93.0;43.0;52.7;213651;1.99;227616;89.51;87.8;91.18;25.66;24.29;26.99;276561;233475;59433
212;Upper limit 67% forecast-interval;2053;19424804.0;4315594.0;10316936.0;5128577.0;22.7;54.7;27.6;92.8;42.9;52.6;215980;1.99;227246;89.67;87.96;91.35;25.8;24.42;27.13;275961;233586;59144
213;Upper limit 67% forecast-interval;2054;19463080.0;4314424.0;10348266.0;5140752.0;22.7;54.7;27.6;92.7;42.8;52.7;218352;1.99;226981;89.84;88.13;91.51;25.93;24.55;27.27;274794;233916;58566
214;Upper limit 67% forecast-interval;2055;19508444.0;4318806.0;10366675.0;5148105.0;22.6;54.8;27.7;92.5;42.8;52.7;220826;2.0;226545;90.0;88.29;91.68;26.07;24.68;27.41;273943;233921;58420
215;Upper limit 67% forecast-interval;2056;19550520.0;4330155.0;10388966.0;5163638.0;22.7;54.8;27.8;92.5;42.8;53.0;223091;2.0;226210;90.16;88.45;91.85;26.2;24.81;27.55;273996;233981;58273
216;Upper limit 67% forecast-interval;2057;19594166.0;4340872.0;10404250.0;5183125.0;22.7;54.8;27.9;92.7;42.9;53.2;225544;2.0;225427;90.32;88.6;92.01;26.33;24.94;27.68;274909;234822;58744
217;Upper limit 67% forecast-interval;2058;19662428.0;4353464.0;10418569.0;5190992.0;22.8;54.8;28.0;92.9;43.0;53.3;227651;2.0;225165;90.48;88.76;92.17;26.45;25.07;27.82;275381;235635;58940
218;Upper limit 67% forecast-interval;2059;19683348.0;4371454.0;10443344.0;5203489.0;22.8;54.8;28.0;93.1;43.1;53.4;229909;2.01;223828;90.64;88.91;92.33;26.58;25.19;27.95;276389;236512;59655
219;Upper limit 67% forecast-interval;2060;19711740.0;4398114.0;10456516.0;5222910.0;22.9;54.7;28.1;93.3;43.3;53.5;231250;2.01;222713;90.79;89.07;92.48;26.71;25.31;28.08;275071;236512;60150
