ID;Productgroepen;Perioden;Verkoopwaarde_1;Hoeveelheid_2;AanvullendeHoeveelheid_3
394;13.20.12.00 [kg] Nikkelerts en..;2001 1e kwartaal;0.0;;
395;13.20.12.00 [kg] Nikkelerts en..;2001 2e kwartaal;0.0;;
396;13.20.12.00 [kg] Nikkelerts en..;2001 3e kwartaal;0.0;;
397;13.20.12.00 [kg] Nikkelerts en..;2001 4e kwartaal;0.0;;
398;13.20.12.00 [kg] Nikkelerts en..;2001 totaal;0.0;0.0;
399;13.20.12.00 [kg] Nikkelerts en..;2002 1e kwartaal;0.0;;
400;13.20.12.00 [kg] Nikkelerts en..;2002 2e kwartaal;0.0;;
401;13.20.12.00 [kg] Nikkelerts en..;2002 3e kwartaal;0.0;;
402;13.20.12.00 [kg] Nikkelerts en..;2002 4e kwartaal;0.0;;
403;13.20.12.00 [kg] Nikkelerts en..;2002 totaal;0.0;0.0;
404;13.20.12.00 [kg] Nikkelerts en..;2003 1e kwartaal;;;
405;13.20.12.00 [kg] Nikkelerts en..;2003 2e kwartaal;;;
406;13.20.12.00 [kg] Nikkelerts en..;2003 3e kwartaal;;;
407;13.20.12.00 [kg] Nikkelerts en..;2003 4e kwartaal;;;
408;13.20.12.00 [kg] Nikkelerts en..;2003 totaal;0.0;0.0;
409;13.20.12.00 [kg] Nikkelerts en..;2004 totaal;0.0;0.0;
410;13.20.12.00 [kg] Nikkelerts en..;2005 totaal;0.0;0.0;
411;13.20.12.00 [kg] Nikkelerts en..;2006 totaal;0.0;0.0;
412;13.20.12.00 [kg] Nikkelerts en..;2007 totaal;0.0;0.0;
413;13.20.13.00 [mln kg] Aluminiumerts en..;1993 1e kwartaal;;;
414;13.20.13.00 [mln kg] Aluminiumerts en..;1993 2e kwartaal;;;
415;13.20.13.00 [mln kg] Aluminiumerts en..;1993 3e kwartaal;;;
416;13.20.13.00 [mln kg] Aluminiumerts en..;1993 4e kwartaal;;;
417;13.20.13.00 [mln kg] Aluminiumerts en..;1993 totaal;;;
418;13.20.13.00 [mln kg] Aluminiumerts en..;1994 1e kwartaal;;;
419;13.20.13.00 [mln kg] Aluminiumerts en..;1994 2e kwartaal;;;
420;13.20.13.00 [mln kg] Aluminiumerts en..;1994 3e kwartaal;;;
421;13.20.13.00 [mln kg] Aluminiumerts en..;1994 4e kwartaal;;;
422;13.20.13.00 [mln kg] Aluminiumerts en..;1994 totaal;;;
423;13.20.13.00 [mln kg] Aluminiumerts en..;1995 1e kwartaal;;;
424;13.20.13.00 [mln kg] Aluminiumerts en..;1995 2e kwartaal;;;
425;13.20.13.00 [mln kg] Aluminiumerts en..;1995 3e kwartaal;;;
426;13.20.13.00 [mln kg] Aluminiumerts en..;1995 4e kwartaal;;;
427;13.20.13.00 [mln kg] Aluminiumerts en..;1995 totaal;;;
428;13.20.13.00 [mln kg] Aluminiumerts en..;1996 1e kwartaal;;;
429;13.20.13.00 [mln kg] Aluminiumerts en..;1996 2e kwartaal;;;
430;13.20.13.00 [mln kg] Aluminiumerts en..;1996 3e kwartaal;;;
431;13.20.13.00 [mln kg] Aluminiumerts en..;1996 4e kwartaal;;;
432;13.20.13.00 [mln kg] Aluminiumerts en..;1996 totaal;;;
433;13.20.13.00 [mln kg] Aluminiumerts en..;1997 1e kwartaal;;;
434;13.20.13.00 [mln kg] Aluminiumerts en..;1997 2e kwartaal;;;
435;13.20.13.00 [mln kg] Aluminiumerts en..;1997 3e kwartaal;;;
436;13.20.13.00 [mln kg] Aluminiumerts en..;1997 4e kwartaal;;;
437;13.20.13.00 [mln kg] Aluminiumerts en..;1997 totaal;;;
438;13.20.13.00 [mln kg] Aluminiumerts en..;1998 1e kwartaal;;;
439;13.20.13.00 [mln kg] Aluminiumerts en..;1998 2e kwartaal;;;
440;13.20.13.00 [mln kg] Aluminiumerts en..;1998 3e kwartaal;;;
441;13.20.13.00 [mln kg] Aluminiumerts en..;1998 4e kwartaal;;;
442;13.20.13.00 [mln kg] Aluminiumerts en..;1998 totaal;;;
443;13.20.13.00 [mln kg] Aluminiumerts en..;1999 1e kwartaal;;;
444;13.20.13.00 [mln kg] Aluminiumerts en..;1999 2e kwartaal;;;
445;13.20.13.00 [mln kg] Aluminiumerts en..;1999 3e kwartaal;;;
446;13.20.13.00 [mln kg] Aluminiumerts en..;1999 4e kwartaal;;;
447;13.20.13.00 [mln kg] Aluminiumerts en..;1999 totaal;;;
448;13.20.13.00 [mln kg] Aluminiumerts en..;2000 1e kwartaal;;;
449;13.20.13.00 [mln kg] Aluminiumerts en..;2000 2e kwartaal;;;
450;13.20.13.00 [mln kg] Aluminiumerts en..;2000 3e kwartaal;;;
451;13.20.13.00 [mln kg] Aluminiumerts en..;2000 4e kwartaal;;;
452;13.20.13.00 [mln kg] Aluminiumerts en..;2000 totaal;;;
453;13.20.13.00 [mln kg] Aluminiumerts en..;2001 1e kwartaal;;;
454;13.20.13.00 [mln kg] Aluminiumerts en..;2001 2e kwartaal;;;
455;13.20.13.00 [mln kg] Aluminiumerts en..;2001 3e kwartaal;;;
456;13.20.13.00 [mln kg] Aluminiumerts en..;2001 4e kwartaal;;;
457;13.20.13.00 [mln kg] Aluminiumerts en..;2001 totaal;;;
458;13.20.13.00 [mln kg] Aluminiumerts en..;2002 1e kwartaal;0.0;;
459;13.20.13.00 [mln kg] Aluminiumerts en..;2002 2e kwartaal;0.0;;
460;13.20.13.00 [mln kg] Aluminiumerts en..;2002 3e kwartaal;0.0;;
461;13.20.13.00 [mln kg] Aluminiumerts en..;2002 4e kwartaal;0.0;;
462;13.20.13.00 [mln kg] Aluminiumerts en..;2002 totaal;0.0;0.0;
463;13.20.13.00 [mln kg] Aluminiumerts en..;2003 1e kwartaal;;;
464;13.20.13.00 [mln kg] Aluminiumerts en..;2003 2e kwartaal;;;
465;13.20.13.00 [mln kg] Aluminiumerts en..;2003 3e kwartaal;;;
466;13.20.13.00 [mln kg] Aluminiumerts en..;2003 4e kwartaal;;;
467;13.20.13.00 [mln kg] Aluminiumerts en..;2003 totaal;0.0;0.0;
468;13.20.13.00 [mln kg] Aluminiumerts en..;2004 totaal;0.0;0.0;
469;13.20.13.00 [mln kg] Aluminiumerts en..;2005 totaal;0.0;0.0;
470;13.20.13.00 [mln kg] Aluminiumerts en..;2006 totaal;0.0;0.0;
471;13.20.13.00 [mln kg] Aluminiumerts en..;2007 totaal;0.0;0.0;
472;13.20.14.00 [kg] Ertsen van edele..;1993 1e kwartaal;0.0;;
473;13.20.14.00 [kg] Ertsen van edele..;1993 2e kwartaal;0.0;;
474;13.20.14.00 [kg] Ertsen van edele..;1993 3e kwartaal;0.0;;
475;13.20.14.00 [kg] Ertsen van edele..;1993 4e kwartaal;0.0;;
476;13.20.14.00 [kg] Ertsen van edele..;1993 totaal;0.0;0.0;
477;13.20.14.00 [kg] Ertsen van edele..;1994 1e kwartaal;0.0;;
478;13.20.14.00 [kg] Ertsen van edele..;1994 2e kwartaal;0.0;;
479;13.20.14.00 [kg] Ertsen van edele..;1994 3e kwartaal;0.0;;
480;13.20.14.00 [kg] Ertsen van edele..;1994 4e kwartaal;0.0;;
481;13.20.14.00 [kg] Ertsen van edele..;1994 totaal;0.0;0.0;
482;13.20.14.00 [kg] Ertsen van edele..;1995 1e kwartaal;0.0;;
483;13.20.14.00 [kg] Ertsen van edele..;1995 2e kwartaal;0.0;;
484;13.20.14.00 [kg] Ertsen van edele..;1995 3e kwartaal;0.0;;
485;13.20.14.00 [kg] Ertsen van edele..;1995 4e kwartaal;0.0;;
486;13.20.14.00 [kg] Ertsen van edele..;1995 totaal;0.0;0.0;
487;13.20.14.00 [kg] Ertsen van edele..;1996 1e kwartaal;0.0;;
488;13.20.14.00 [kg] Ertsen van edele..;1996 2e kwartaal;0.0;;
489;13.20.14.00 [kg] Ertsen van edele..;1996 3e kwartaal;0.0;;
490;13.20.14.00 [kg] Ertsen van edele..;1996 4e kwartaal;0.0;;
491;13.20.14.00 [kg] Ertsen van edele..;1996 totaal;0.0;0.0;
492;13.20.14.00 [kg] Ertsen van edele..;1997 1e kwartaal;0.0;;
493;13.20.14.00 [kg] Ertsen van edele..;1997 2e kwartaal;0.0;;
494;13.20.14.00 [kg] Ertsen van edele..;1997 3e kwartaal;0.0;;
495;13.20.14.00 [kg] Ertsen van edele..;1997 4e kwartaal;0.0;;
496;13.20.14.00 [kg] Ertsen van edele..;1997 totaal;0.0;0.0;
497;13.20.14.00 [kg] Ertsen van edele..;1998 1e kwartaal;0.0;;
498;13.20.14.00 [kg] Ertsen van edele..;1998 2e kwartaal;0.0;;
499;13.20.14.00 [kg] Ertsen van edele..;1998 3e kwartaal;0.0;;
500;13.20.14.00 [kg] Ertsen van edele..;1998 4e kwartaal;0.0;;
501;13.20.14.00 [kg] Ertsen van edele..;1998 totaal;0.0;0.0;
502;13.20.14.00 [kg] Ertsen van edele..;1999 1e kwartaal;0.0;;
503;13.20.14.00 [kg] Ertsen van edele..;1999 2e kwartaal;0.0;;
504;13.20.14.00 [kg] Ertsen van edele..;1999 3e kwartaal;0.0;;
505;13.20.14.00 [kg] Ertsen van edele..;1999 4e kwartaal;0.0;;
506;13.20.14.00 [kg] Ertsen van edele..;1999 totaal;0.0;0.0;
507;13.20.14.00 [kg] Ertsen van edele..;2000 1e kwartaal;0.0;;
508;13.20.14.00 [kg] Ertsen van edele..;2000 2e kwartaal;0.0;;
509;13.20.14.00 [kg] Ertsen van edele..;2000 3e kwartaal;0.0;;
510;13.20.14.00 [kg] Ertsen van edele..;2000 4e kwartaal;0.0;;
511;13.20.14.00 [kg] Ertsen van edele..;2000 totaal;0.0;0.0;
512;13.20.14.00 [kg] Ertsen van edele..;2001 1e kwartaal;0.0;;
513;13.20.14.00 [kg] Ertsen van edele..;2001 2e kwartaal;0.0;;
514;13.20.14.00 [kg] Ertsen van edele..;2001 3e kwartaal;0.0;;
515;13.20.14.00 [kg] Ertsen van edele..;2001 4e kwartaal;0.0;;
516;13.20.14.00 [kg] Ertsen van edele..;2001 totaal;0.0;0.0;
517;13.20.14.00 [kg] Ertsen van edele..;2002 1e kwartaal;0.0;;
518;13.20.14.00 [kg] Ertsen van edele..;2002 2e kwartaal;0.0;;
519;13.20.14.00 [kg] Ertsen van edele..;2002 3e kwartaal;0.0;;
520;13.20.14.00 [kg] Ertsen van edele..;2002 4e kwartaal;0.0;;
521;13.20.14.00 [kg] Ertsen van edele..;2002 totaal;0.0;0.0;
522;13.20.14.00 [kg] Ertsen van edele..;2003 1e kwartaal;;;
523;13.20.14.00 [kg] Ertsen van edele..;2003 2e kwartaal;;;
524;13.20.14.00 [kg] Ertsen van edele..;2003 3e kwartaal;;;
525;13.20.14.00 [kg] Ertsen van edele..;2003 4e kwartaal;;;
526;13.20.14.00 [kg] Ertsen van edele..;2003 totaal;0.0;0.0;
527;13.20.14.00 [kg] Ertsen van edele..;2004 totaal;0.0;0.0;
528;13.20.14.00 [kg] Ertsen van edele..;2005 totaal;0.0;0.0;
529;13.20.14.00 [kg] Ertsen van edele..;2006 totaal;0.0;0.0;
530;13.20.14.00 [kg] Ertsen van edele..;2007 totaal;0.0;0.0;
531;13.20.15.30 [kg] Tinerts en..;1993 1e kwartaal;0.0;;
532;13.20.15.30 [kg] Tinerts en..;1993 2e kwartaal;0.0;;
533;13.20.15.30 [kg] Tinerts en..;1993 3e kwartaal;0.0;;
534;13.20.15.30 [kg] Tinerts en..;1993 4e kwartaal;0.0;;
535;13.20.15.30 [kg] Tinerts en..;1993 totaal;0.0;0.0;
536;13.20.15.30 [kg] Tinerts en..;1994 1e kwartaal;0.0;;
537;13.20.15.30 [kg] Tinerts en..;1994 2e kwartaal;0.0;;
538;13.20.15.30 [kg] Tinerts en..;1994 3e kwartaal;0.0;;
539;13.20.15.30 [kg] Tinerts en..;1994 4e kwartaal;0.0;;
540;13.20.15.30 [kg] Tinerts en..;1994 totaal;0.0;0.0;
541;13.20.15.30 [kg] Tinerts en..;1995 1e kwartaal;0.0;;
542;13.20.15.30 [kg] Tinerts en..;1995 2e kwartaal;0.0;;
543;13.20.15.30 [kg] Tinerts en..;1995 3e kwartaal;0.0;;
544;13.20.15.30 [kg] Tinerts en..;1995 4e kwartaal;0.0;;
545;13.20.15.30 [kg] Tinerts en..;1995 totaal;0.0;0.0;
546;13.20.15.30 [kg] Tinerts en..;1996 1e kwartaal;0.0;;
547;13.20.15.30 [kg] Tinerts en..;1996 2e kwartaal;0.0;;
548;13.20.15.30 [kg] Tinerts en..;1996 3e kwartaal;0.0;;
549;13.20.15.30 [kg] Tinerts en..;1996 4e kwartaal;0.0;;
550;13.20.15.30 [kg] Tinerts en..;1996 totaal;0.0;0.0;
551;13.20.15.30 [kg] Tinerts en..;1997 1e kwartaal;0.0;;
552;13.20.15.30 [kg] Tinerts en..;1997 2e kwartaal;0.0;;
553;13.20.15.30 [kg] Tinerts en..;1997 3e kwartaal;0.0;;
554;13.20.15.30 [kg] Tinerts en..;1997 4e kwartaal;0.0;;
555;13.20.15.30 [kg] Tinerts en..;1997 totaal;0.0;0.0;
556;13.20.15.30 [kg] Tinerts en..;1998 1e kwartaal;0.0;;
557;13.20.15.30 [kg] Tinerts en..;1998 2e kwartaal;0.0;;
558;13.20.15.30 [kg] Tinerts en..;1998 3e kwartaal;0.0;;
559;13.20.15.30 [kg] Tinerts en..;1998 4e kwartaal;0.0;;
560;13.20.15.30 [kg] Tinerts en..;1998 totaal;0.0;0.0;
561;13.20.15.30 [kg] Tinerts en..;1999 1e kwartaal;0.0;;
562;13.20.15.30 [kg] Tinerts en..;1999 2e kwartaal;0.0;;
563;13.20.15.30 [kg] Tinerts en..;1999 3e kwartaal;0.0;;
564;13.20.15.30 [kg] Tinerts en..;1999 4e kwartaal;0.0;;
565;13.20.15.30 [kg] Tinerts en..;1999 totaal;0.0;0.0;
566;13.20.15.30 [kg] Tinerts en..;2000 1e kwartaal;0.0;;
567;13.20.15.30 [kg] Tinerts en..;2000 2e kwartaal;0.0;;
568;13.20.15.30 [kg] Tinerts en..;2000 3e kwartaal;0.0;;
569;13.20.15.30 [kg] Tinerts en..;2000 4e kwartaal;0.0;;
570;13.20.15.30 [kg] Tinerts en..;2000 totaal;0.0;0.0;
571;13.20.15.30 [kg] Tinerts en..;2001 1e kwartaal;0.0;;
572;13.20.15.30 [kg] Tinerts en..;2001 2e kwartaal;0.0;;
573;13.20.15.30 [kg] Tinerts en..;2001 3e kwartaal;0.0;;
574;13.20.15.30 [kg] Tinerts en..;2001 4e kwartaal;0.0;;
575;13.20.15.30 [kg] Tinerts en..;2001 totaal;0.0;0.0;
576;13.20.15.30 [kg] Tinerts en..;2002 1e kwartaal;0.0;;
577;13.20.15.30 [kg] Tinerts en..;2002 2e kwartaal;0.0;;
578;13.20.15.30 [kg] Tinerts en..;2002 3e kwartaal;0.0;;
579;13.20.15.30 [kg] Tinerts en..;2002 4e kwartaal;0.0;;
580;13.20.15.30 [kg] Tinerts en..;2002 totaal;0.0;0.0;
581;13.20.15.30 [kg] Tinerts en..;2003 1e kwartaal;;;
582;13.20.15.30 [kg] Tinerts en..;2003 2e kwartaal;;;
583;13.20.15.30 [kg] Tinerts en..;2003 3e kwartaal;;;
584;13.20.15.30 [kg] Tinerts en..;2003 4e kwartaal;;;
585;13.20.15.30 [kg] Tinerts en..;2003 totaal;0.0;0.0;
586;13.20.15.30 [kg] Tinerts en..;2004 totaal;0.0;0.0;
587;13.20.15.30 [kg] Tinerts en..;2005 totaal;0.0;0.0;
588;13.20.15.30 [kg] Tinerts en..;2006 totaal;0.0;0.0;
589;13.20.15.30 [kg] Tinerts en..;2007 totaal;0.0;0.0;
590;13.20.15.50 [kg] Looderts en..;1993 1e kwartaal;0.0;;
591;13.20.15.50 [kg] Looderts en..;1993 2e kwartaal;0.0;;
592;13.20.15.50 [kg] Looderts en..;1993 3e kwartaal;0.0;;
593;13.20.15.50 [kg] Looderts en..;1993 4e kwartaal;0.0;;
594;13.20.15.50 [kg] Looderts en..;1993 totaal;0.0;0.0;
595;13.20.15.50 [kg] Looderts en..;1994 1e kwartaal;0.0;;
596;13.20.15.50 [kg] Looderts en..;1994 2e kwartaal;0.0;;
597;13.20.15.50 [kg] Looderts en..;1994 3e kwartaal;0.0;;
598;13.20.15.50 [kg] Looderts en..;1994 4e kwartaal;0.0;;
599;13.20.15.50 [kg] Looderts en..;1994 totaal;0.0;0.0;
600;13.20.15.50 [kg] Looderts en..;1995 1e kwartaal;0.0;;
601;13.20.15.50 [kg] Looderts en..;1995 2e kwartaal;0.0;;
602;13.20.15.50 [kg] Looderts en..;1995 3e kwartaal;0.0;;
603;13.20.15.50 [kg] Looderts en..;1995 4e kwartaal;0.0;;
604;13.20.15.50 [kg] Looderts en..;1995 totaal;0.0;0.0;
605;13.20.15.50 [kg] Looderts en..;1996 1e kwartaal;0.0;;
606;13.20.15.50 [kg] Looderts en..;1996 2e kwartaal;0.0;;
607;13.20.15.50 [kg] Looderts en..;1996 3e kwartaal;0.0;;
608;13.20.15.50 [kg] Looderts en..;1996 4e kwartaal;0.0;;
609;13.20.15.50 [kg] Looderts en..;1996 totaal;0.0;0.0;
610;13.20.15.50 [kg] Looderts en..;1997 1e kwartaal;0.0;;
611;13.20.15.50 [kg] Looderts en..;1997 2e kwartaal;0.0;;
612;13.20.15.50 [kg] Looderts en..;1997 3e kwartaal;0.0;;
613;13.20.15.50 [kg] Looderts en..;1997 4e kwartaal;0.0;;
614;13.20.15.50 [kg] Looderts en..;1997 totaal;0.0;0.0;
615;13.20.15.50 [kg] Looderts en..;1998 1e kwartaal;0.0;;
616;13.20.15.50 [kg] Looderts en..;1998 2e kwartaal;0.0;;
617;13.20.15.50 [kg] Looderts en..;1998 3e kwartaal;0.0;;
618;13.20.15.50 [kg] Looderts en..;1998 4e kwartaal;0.0;;
619;13.20.15.50 [kg] Looderts en..;1998 totaal;0.0;0.0;
620;13.20.15.50 [kg] Looderts en..;1999 1e kwartaal;0.0;;
621;13.20.15.50 [kg] Looderts en..;1999 2e kwartaal;0.0;;
622;13.20.15.50 [kg] Looderts en..;1999 3e kwartaal;0.0;;
623;13.20.15.50 [kg] Looderts en..;1999 4e kwartaal;0.0;;
624;13.20.15.50 [kg] Looderts en..;1999 totaal;0.0;0.0;
625;13.20.15.50 [kg] Looderts en..;2000 1e kwartaal;0.0;;
626;13.20.15.50 [kg] Looderts en..;2000 2e kwartaal;0.0;;
627;13.20.15.50 [kg] Looderts en..;2000 3e kwartaal;0.0;;
628;13.20.15.50 [kg] Looderts en..;2000 4e kwartaal;0.0;;
629;13.20.15.50 [kg] Looderts en..;2000 totaal;0.0;0.0;
630;13.20.15.50 [kg] Looderts en..;2001 1e kwartaal;0.0;;
631;13.20.15.50 [kg] Looderts en..;2001 2e kwartaal;0.0;;
632;13.20.15.50 [kg] Looderts en..;2001 3e kwartaal;0.0;;
633;13.20.15.50 [kg] Looderts en..;2001 4e kwartaal;0.0;;
634;13.20.15.50 [kg] Looderts en..;2001 totaal;0.0;0.0;
635;13.20.15.50 [kg] Looderts en..;2002 1e kwartaal;0.0;;
636;13.20.15.50 [kg] Looderts en..;2002 2e kwartaal;0.0;;
637;13.20.15.50 [kg] Looderts en..;2002 3e kwartaal;0.0;;
638;13.20.15.50 [kg] Looderts en..;2002 4e kwartaal;0.0;;
639;13.20.15.50 [kg] Looderts en..;2002 totaal;0.0;0.0;
640;13.20.15.50 [kg] Looderts en..;2003 1e kwartaal;;;
641;13.20.15.50 [kg] Looderts en..;2003 2e kwartaal;;;
642;13.20.15.50 [kg] Looderts en..;2003 3e kwartaal;;;
643;13.20.15.50 [kg] Looderts en..;2003 4e kwartaal;;;
644;13.20.15.50 [kg] Looderts en..;2003 totaal;0.0;0.0;
645;13.20.15.50 [kg] Looderts en..;2004 totaal;0.0;0.0;
646;13.20.15.50 [kg] Looderts en..;2005 totaal;0.0;0.0;
647;13.20.15.50 [kg] Looderts en..;2006 totaal;0.0;0.0;
648;13.20.15.50 [kg] Looderts en..;2007 totaal;0.0;0.0;
649;13.20.15.70 [kg] Zinkerts en..;1993 1e kwartaal;0.0;;
650;13.20.15.70 [kg] Zinkerts en..;1993 2e kwartaal;0.0;;
651;13.20.15.70 [kg] Zinkerts en..;1993 3e kwartaal;0.0;;
652;13.20.15.70 [kg] Zinkerts en..;1993 4e kwartaal;0.0;;
653;13.20.15.70 [kg] Zinkerts en..;1993 totaal;0.0;0.0;
654;13.20.15.70 [kg] Zinkerts en..;1994 1e kwartaal;0.0;;
655;13.20.15.70 [kg] Zinkerts en..;1994 2e kwartaal;0.0;;
656;13.20.15.70 [kg] Zinkerts en..;1994 3e kwartaal;0.0;;
657;13.20.15.70 [kg] Zinkerts en..;1994 4e kwartaal;0.0;;
658;13.20.15.70 [kg] Zinkerts en..;1994 totaal;0.0;0.0;
659;13.20.15.70 [kg] Zinkerts en..;1995 1e kwartaal;0.0;;
660;13.20.15.70 [kg] Zinkerts en..;1995 2e kwartaal;0.0;;
661;13.20.15.70 [kg] Zinkerts en..;1995 3e kwartaal;0.0;;
662;13.20.15.70 [kg] Zinkerts en..;1995 4e kwartaal;0.0;;
663;13.20.15.70 [kg] Zinkerts en..;1995 totaal;0.0;0.0;
664;13.20.15.70 [kg] Zinkerts en..;1996 1e kwartaal;0.0;;
665;13.20.15.70 [kg] Zinkerts en..;1996 2e kwartaal;0.0;;
666;13.20.15.70 [kg] Zinkerts en..;1996 3e kwartaal;0.0;;
667;13.20.15.70 [kg] Zinkerts en..;1996 4e kwartaal;0.0;;
668;13.20.15.70 [kg] Zinkerts en..;1996 totaal;0.0;0.0;
669;13.20.15.70 [kg] Zinkerts en..;1997 1e kwartaal;0.0;;
670;13.20.15.70 [kg] Zinkerts en..;1997 2e kwartaal;0.0;;
671;13.20.15.70 [kg] Zinkerts en..;1997 3e kwartaal;0.0;;
672;13.20.15.70 [kg] Zinkerts en..;1997 4e kwartaal;0.0;;
673;13.20.15.70 [kg] Zinkerts en..;1997 totaal;0.0;0.0;
674;13.20.15.70 [kg] Zinkerts en..;1998 1e kwartaal;0.0;;
675;13.20.15.70 [kg] Zinkerts en..;1998 2e kwartaal;0.0;;
676;13.20.15.70 [kg] Zinkerts en..;1998 3e kwartaal;0.0;;
677;13.20.15.70 [kg] Zinkerts en..;1998 4e kwartaal;0.0;;
678;13.20.15.70 [kg] Zinkerts en..;1998 totaal;0.0;0.0;
679;13.20.15.70 [kg] Zinkerts en..;1999 1e kwartaal;0.0;;
680;13.20.15.70 [kg] Zinkerts en..;1999 2e kwartaal;0.0;;
681;13.20.15.70 [kg] Zinkerts en..;1999 3e kwartaal;0.0;;
682;13.20.15.70 [kg] Zinkerts en..;1999 4e kwartaal;0.0;;
683;13.20.15.70 [kg] Zinkerts en..;1999 totaal;0.0;0.0;
684;13.20.15.70 [kg] Zinkerts en..;2000 1e kwartaal;0.0;;
685;13.20.15.70 [kg] Zinkerts en..;2000 2e kwartaal;0.0;;
686;13.20.15.70 [kg] Zinkerts en..;2000 3e kwartaal;0.0;;
687;13.20.15.70 [kg] Zinkerts en..;2000 4e kwartaal;0.0;;
688;13.20.15.70 [kg] Zinkerts en..;2000 totaal;0.0;0.0;
689;13.20.15.70 [kg] Zinkerts en..;2001 1e kwartaal;0.0;;
690;13.20.15.70 [kg] Zinkerts en..;2001 2e kwartaal;0.0;;
691;13.20.15.70 [kg] Zinkerts en..;2001 3e kwartaal;0.0;;
692;13.20.15.70 [kg] Zinkerts en..;2001 4e kwartaal;0.0;;
693;13.20.15.70 [kg] Zinkerts en..;2001 totaal;0.0;0.0;
694;13.20.15.70 [kg] Zinkerts en..;2002 1e kwartaal;0.0;;
695;13.20.15.70 [kg] Zinkerts en..;2002 2e kwartaal;0.0;;
696;13.20.15.70 [kg] Zinkerts en..;2002 3e kwartaal;0.0;;
697;13.20.15.70 [kg] Zinkerts en..;2002 4e kwartaal;0.0;;
698;13.20.15.70 [kg] Zinkerts en..;2002 totaal;0.0;0.0;
699;13.20.15.70 [kg] Zinkerts en..;2003 1e kwartaal;;;
700;13.20.15.70 [kg] Zinkerts en..;2003 2e kwartaal;;;
701;13.20.15.70 [kg] Zinkerts en..;2003 3e kwartaal;;;
702;13.20.15.70 [kg] Zinkerts en..;2003 4e kwartaal;;;
703;13.20.15.70 [kg] Zinkerts en..;2003 totaal;0.0;0.0;
704;13.20.15.70 [kg] Zinkerts en..;2004 totaal;0.0;0.0;
705;13.20.15.70 [kg] Zinkerts en..;2005 totaal;0.0;0.0;
706;13.20.15.70 [kg] Zinkerts en..;2006 totaal;0.0;0.0;
707;13.20.15.70 [kg] Zinkerts en..;2007 totaal;0.0;0.0;
708;13.20.16.30 [kg] Wolfraamerts en..;1993 1e kwartaal;0.0;;
709;13.20.16.30 [kg] Wolfraamerts en..;1993 2e kwartaal;0.0;;
710;13.20.16.30 [kg] Wolfraamerts en..;1993 3e kwartaal;0.0;;
711;13.20.16.30 [kg] Wolfraamerts en..;1993 4e kwartaal;0.0;;
712;13.20.16.30 [kg] Wolfraamerts en..;1993 totaal;0.0;0.0;
713;13.20.16.30 [kg] Wolfraamerts en..;1994 1e kwartaal;0.0;;
714;13.20.16.30 [kg] Wolfraamerts en..;1994 2e kwartaal;0.0;;
715;13.20.16.30 [kg] Wolfraamerts en..;1994 3e kwartaal;0.0;;
716;13.20.16.30 [kg] Wolfraamerts en..;1994 4e kwartaal;0.0;;
717;13.20.16.30 [kg] Wolfraamerts en..;1994 totaal;0.0;0.0;
718;13.20.16.30 [kg] Wolfraamerts en..;1995 1e kwartaal;0.0;;
719;13.20.16.30 [kg] Wolfraamerts en..;1995 2e kwartaal;0.0;;
720;13.20.16.30 [kg] Wolfraamerts en..;1995 3e kwartaal;0.0;;
721;13.20.16.30 [kg] Wolfraamerts en..;1995 4e kwartaal;0.0;;
722;13.20.16.30 [kg] Wolfraamerts en..;1995 totaal;0.0;0.0;
723;13.20.16.30 [kg] Wolfraamerts en..;1996 1e kwartaal;0.0;;
724;13.20.16.30 [kg] Wolfraamerts en..;1996 2e kwartaal;0.0;;
725;13.20.16.30 [kg] Wolfraamerts en..;1996 3e kwartaal;0.0;;
726;13.20.16.30 [kg] Wolfraamerts en..;1996 4e kwartaal;0.0;;
727;13.20.16.30 [kg] Wolfraamerts en..;1996 totaal;0.0;0.0;
728;13.20.16.30 [kg] Wolfraamerts en..;1997 1e kwartaal;0.0;;
729;13.20.16.30 [kg] Wolfraamerts en..;1997 2e kwartaal;0.0;;
730;13.20.16.30 [kg] Wolfraamerts en..;1997 3e kwartaal;0.0;;
731;13.20.16.30 [kg] Wolfraamerts en..;1997 4e kwartaal;0.0;;
732;13.20.16.30 [kg] Wolfraamerts en..;1997 totaal;0.0;0.0;
733;13.20.16.30 [kg] Wolfraamerts en..;1998 1e kwartaal;0.0;;
734;13.20.16.30 [kg] Wolfraamerts en..;1998 2e kwartaal;0.0;;
735;13.20.16.30 [kg] Wolfraamerts en..;1998 3e kwartaal;0.0;;
736;13.20.16.30 [kg] Wolfraamerts en..;1998 4e kwartaal;0.0;;
737;13.20.16.30 [kg] Wolfraamerts en..;1998 totaal;0.0;0.0;
738;13.20.16.30 [kg] Wolfraamerts en..;1999 1e kwartaal;0.0;;
739;13.20.16.30 [kg] Wolfraamerts en..;1999 2e kwartaal;0.0;;
740;13.20.16.30 [kg] Wolfraamerts en..;1999 3e kwartaal;0.0;;
741;13.20.16.30 [kg] Wolfraamerts en..;1999 4e kwartaal;0.0;;
742;13.20.16.30 [kg] Wolfraamerts en..;1999 totaal;0.0;0.0;
743;13.20.16.30 [kg] Wolfraamerts en..;2000 1e kwartaal;0.0;;
744;13.20.16.30 [kg] Wolfraamerts en..;2000 2e kwartaal;0.0;;
