ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijferOngecorrigeerd_1;IndexcijferKalendergecorrigeerd_2;IndexcijferSeizoengecorrigeerd_3;OntwikkelingOngecorrigeerd_4;OntwikkelingKalendergecorrigeerd_5;OntwikkelingSeizoengecorrigeerd_6
304;F Bouwnijverheid;2022 4e kwartaal;101.4;101.1;108.4;6.5;7.4;7.4
305;F Bouwnijverheid;2022;106.3;106.1;105.9;6.3;7.6;7.3
306;F Bouwnijverheid;2023 januari;107.9;112.0;109.6;7.1;4.1;4.1
307;F Bouwnijverheid;2023 februari;123.6;123.6;109.9;5.8;5.8;5.7
308;F Bouwnijverheid;2023 maart;132.0;128.3;108.8;3.5;3.5;3.1
309;F Bouwnijverheid;2023 1e kwartaal;121.2;121.3;109.4;5.3;4.5;4.3
310;F Bouwnijverheid;2023 april;106.8;111.7;104.8;-2.2;0.6;0.6
311;F Bouwnijverheid;2023 mei;119.2;117.1;109.2;4.1;3.4;3.4
312;F Bouwnijverheid;2023 juni;128.5;125.3;111.3;5.3;2.9;2.9
313;F Bouwnijverheid;2023 2e kwartaal;118.2;118.0;108.4;2.5;2.3;2.3
314;F Bouwnijverheid;2023 juli;121.4;117.7;110.0;1.2;3.4;3.0
315;F Bouwnijverheid;2023 augustus;42.5;44.4;108.4;8.0;5.7;6.5
316;F Bouwnijverheid;2023 september;120.2;121.7;107.7;-0.7;2.1;2.5
317;F Bouwnijverheid;2023 3e kwartaal;94.7;94.6;108.7;1.3;3.2;4.0
318;F Bouwnijverheid;2023 oktober;109.7;110.1;107.8;3.5;0.6;0.4
319;F Bouwnijverheid;2023 november;106.5;104.7;105.5;-3.2;-3.2;-3.0
320;F Bouwnijverheid;2023 december;84.2;84.1;107.1;-4.7;-1.9;-1.8
321;F Bouwnijverheid;2023 4e kwartaal;100.1;99.7;106.8;-1.3;-1.4;-1.5
322;F Bouwnijverheid;2023;108.5;108.4;108.3;2.1;2.2;2.3
323;F Bouwnijverheid;2024 januari;103.4;104.3;102.2;-4.2;-6.9;-6.7
324;F Bouwnijverheid;2024 februari;119.7;118.8;105.6;-3.1;-3.9;-3.9
325;F Bouwnijverheid;2024 maart;119.4;124.2;105.1;-9.5;-3.1;-3.4
326;F Bouwnijverheid;2024 1e kwartaal;114.2;115.8;104.3;-5.8;-4.5;-4.7
327;F Bouwnijverheid;2024 april;115.1;112.5;105.3;7.8;0.7;0.5
328;F Bouwnijverheid;2024 mei;114.9;113.5;105.6;-3.6;-3.1;-3.2
329;F Bouwnijverheid;2024 juni;114.2;117.5;104.1;-11.1;-6.2;-6.4
330;F Bouwnijverheid;2024 2e kwartaal;114.8;114.5;105.0;-2.9;-3.0;-3.1
331;F Bouwnijverheid;2024 juli;120.0;109.7;103.1;-1.1;-6.8;-6.3
332;F Bouwnijverheid;2024 augustus;42.2;45.5;109.1;-0.7;2.6;0.7
333;F Bouwnijverheid;2024 september;118.0;119.3;105.6;-1.9;-2.0;-1.9
334;F Bouwnijverheid;2024 3e kwartaal;93.4;91.5;105.9;-1.4;-3.3;-2.5
335;F Bouwnijverheid;2024 oktober;111.1;108.7;106.5;1.3;-1.3;-1.2
336;F Bouwnijverheid;2024 november;106.1;107.3;107.3;-0.3;2.4;1.7
337;F Bouwnijverheid;2024 december;81.6;82.8;106.1;-3.1;-1.6;-0.9
338;F Bouwnijverheid;2024 4e kwartaal;99.6;99.6;106.6;-0.5;-0.1;-0.2
339;F Bouwnijverheid;2024;105.5;105.3;105.5;-2.8;-2.8;-2.6
340;F Bouwnijverheid;2025 januari;113.2;109.5;107.4;9.5;5.0;5.0
341;F Bouwnijverheid;2025 februari;118.6;118.6;105.4;-0.9;-0.1;-0.2
342;41 Algemene bouw en projectontwikkeling;2005 januari ;;;;;;
343;41 Algemene bouw en projectontwikkeling;2005 februari;;;;;;
344;41 Algemene bouw en projectontwikkeling;2005 maart;;;;;;
345;41 Algemene bouw en projectontwikkeling;2005 1e kwartaal;;;;;;
346;41 Algemene bouw en projectontwikkeling;2005 april;;;;;;
347;41 Algemene bouw en projectontwikkeling;2005 mei;;;;;;
348;41 Algemene bouw en projectontwikkeling;2005 juni;;;;;;
349;41 Algemene bouw en projectontwikkeling;2005 2e kwartaal;;;;;;
350;41 Algemene bouw en projectontwikkeling;2005 juli;;;;;;
351;41 Algemene bouw en projectontwikkeling;2005 augustus;;;;;;
352;41 Algemene bouw en projectontwikkeling;2005 september;;;;;;
353;41 Algemene bouw en projectontwikkeling;2005 3e kwartaal;;;;;;
354;41 Algemene bouw en projectontwikkeling;2005 oktober;;;;;;
355;41 Algemene bouw en projectontwikkeling;2005 november;;;;;;
356;41 Algemene bouw en projectontwikkeling;2005 december;;;;;;
357;41 Algemene bouw en projectontwikkeling;2005 4e kwartaal;;;;;;
358;41 Algemene bouw en projectontwikkeling;2005;;;;;;
359;41 Algemene bouw en projectontwikkeling;2006 januari;;;;;;
360;41 Algemene bouw en projectontwikkeling;2006 februari;;;;;;
361;41 Algemene bouw en projectontwikkeling;2006 maart;;;;;;
362;41 Algemene bouw en projectontwikkeling;2006 1e kwartaal;;;;;;
363;41 Algemene bouw en projectontwikkeling;2006 april;;;;;;
364;41 Algemene bouw en projectontwikkeling;2006 mei;;;;;;
365;41 Algemene bouw en projectontwikkeling;2006 juni;;;;;;
366;41 Algemene bouw en projectontwikkeling;2006 2e kwartaal;;;;;;
367;41 Algemene bouw en projectontwikkeling;2006 juli;;;;;;
368;41 Algemene bouw en projectontwikkeling;2006 augustus;;;;;;
369;41 Algemene bouw en projectontwikkeling;2006 september;;;;;;
370;41 Algemene bouw en projectontwikkeling;2006 3e kwartaal;;;;;;
371;41 Algemene bouw en projectontwikkeling;2006 oktober;;;;;;
372;41 Algemene bouw en projectontwikkeling;2006 november;;;;;;
373;41 Algemene bouw en projectontwikkeling;2006 december;;;;;;
374;41 Algemene bouw en projectontwikkeling;2006 4e kwartaal;;;;;;
375;41 Algemene bouw en projectontwikkeling;2006;;;;;;
376;41 Algemene bouw en projectontwikkeling;2007 januari;;;;;;
377;41 Algemene bouw en projectontwikkeling;2007 februari;;;;;;
378;41 Algemene bouw en projectontwikkeling;2007 maart;;;;;;
379;41 Algemene bouw en projectontwikkeling;2007 1e kwartaal;;;;;;
380;41 Algemene bouw en projectontwikkeling;2007 april;;;;;;
381;41 Algemene bouw en projectontwikkeling;2007 mei;;;;;;
382;41 Algemene bouw en projectontwikkeling;2007 juni;;;;;;
383;41 Algemene bouw en projectontwikkeling;2007 2e kwartaal;;;;;;
384;41 Algemene bouw en projectontwikkeling;2007 juli;;;;;;
385;41 Algemene bouw en projectontwikkeling;2007 augustus;;;;;;
386;41 Algemene bouw en projectontwikkeling;2007 september;;;;;;
387;41 Algemene bouw en projectontwikkeling;2007 3e kwartaal;;;;;;
388;41 Algemene bouw en projectontwikkeling;2007 oktober;;;;;;
389;41 Algemene bouw en projectontwikkeling;2007 november;;;;;;
390;41 Algemene bouw en projectontwikkeling;2007 december;;;;;;
391;41 Algemene bouw en projectontwikkeling;2007 4e kwartaal;;;;;;
392;41 Algemene bouw en projectontwikkeling;2007;;;;;;
393;41 Algemene bouw en projectontwikkeling;2008 januari;;;;;;
394;41 Algemene bouw en projectontwikkeling;2008 februari;;;;;;
395;41 Algemene bouw en projectontwikkeling;2008 maart;;;;;;
396;41 Algemene bouw en projectontwikkeling;2008 1e kwartaal;;;;;;
397;41 Algemene bouw en projectontwikkeling;2008 april;;;;;;
398;41 Algemene bouw en projectontwikkeling;2008 mei;;;;;;
399;41 Algemene bouw en projectontwikkeling;2008 juni;;;;;;
400;41 Algemene bouw en projectontwikkeling;2008 2e kwartaal;;;;;;
401;41 Algemene bouw en projectontwikkeling;2008 juli;;;;;;
402;41 Algemene bouw en projectontwikkeling;2008 augustus;;;;;;
403;41 Algemene bouw en projectontwikkeling;2008 september;;;;;;
404;41 Algemene bouw en projectontwikkeling;2008 3e kwartaal;;;;;;
405;41 Algemene bouw en projectontwikkeling;2008 oktober;;;;;;
406;41 Algemene bouw en projectontwikkeling;2008 november;;;;;;
407;41 Algemene bouw en projectontwikkeling;2008 december;;;;;;
408;41 Algemene bouw en projectontwikkeling;2008 4e kwartaal;;;;;;
409;41 Algemene bouw en projectontwikkeling;2008;;;;;;
410;41 Algemene bouw en projectontwikkeling;2009 januari;;;;;;
411;41 Algemene bouw en projectontwikkeling;2009 februari;;;;;;
412;41 Algemene bouw en projectontwikkeling;2009 maart;;;;;;
413;41 Algemene bouw en projectontwikkeling;2009 1e kwartaal;;;;;;
414;41 Algemene bouw en projectontwikkeling;2009 april;;;;;;
415;41 Algemene bouw en projectontwikkeling;2009 mei;;;;;;
416;41 Algemene bouw en projectontwikkeling;2009 juni;;;;;;
417;41 Algemene bouw en projectontwikkeling;2009 2e kwartaal;;;;;;
418;41 Algemene bouw en projectontwikkeling;2009 juli;;;;;;
419;41 Algemene bouw en projectontwikkeling;2009 augustus;;;;;;
420;41 Algemene bouw en projectontwikkeling;2009 september;;;;;;
421;41 Algemene bouw en projectontwikkeling;2009 3e kwartaal;;;;;;
422;41 Algemene bouw en projectontwikkeling;2009 oktober;;;;;;
423;41 Algemene bouw en projectontwikkeling;2009 november;;;;;;
424;41 Algemene bouw en projectontwikkeling;2009 december;;;;;;
425;41 Algemene bouw en projectontwikkeling;2009 4e kwartaal;;;;;;
426;41 Algemene bouw en projectontwikkeling;2009;;;;;;
427;41 Algemene bouw en projectontwikkeling;2010 januari;;;;;;
428;41 Algemene bouw en projectontwikkeling;2010 februari;;;;;;
429;41 Algemene bouw en projectontwikkeling;2010 maart;;;;;;
430;41 Algemene bouw en projectontwikkeling;2010 1e kwartaal;;;;;;
431;41 Algemene bouw en projectontwikkeling;2010 april;;;;;;
432;41 Algemene bouw en projectontwikkeling;2010 mei;;;;;;
433;41 Algemene bouw en projectontwikkeling;2010 juni;;;;;;
434;41 Algemene bouw en projectontwikkeling;2010 2e kwartaal;;;;;;
435;41 Algemene bouw en projectontwikkeling;2010 juli;;;;;;
436;41 Algemene bouw en projectontwikkeling;2010 augustus;;;;;;
437;41 Algemene bouw en projectontwikkeling;2010 september;;;;;;
438;41 Algemene bouw en projectontwikkeling;2010 3e kwartaal;;;;;;
439;41 Algemene bouw en projectontwikkeling;2010 oktober;;;;;;
440;41 Algemene bouw en projectontwikkeling;2010 november;;;;;;
441;41 Algemene bouw en projectontwikkeling;2010 december;;;;;;
442;41 Algemene bouw en projectontwikkeling;2010 4e kwartaal;;;;;;
443;41 Algemene bouw en projectontwikkeling;2010;;;;;;
444;41 Algemene bouw en projectontwikkeling;2011 januari;;;;;;
445;41 Algemene bouw en projectontwikkeling;2011 februari;;;;;;
446;41 Algemene bouw en projectontwikkeling;2011 maart;;;;;;
447;41 Algemene bouw en projectontwikkeling;2011 1e kwartaal;;;;;;
448;41 Algemene bouw en projectontwikkeling;2011 april;;;;;;
449;41 Algemene bouw en projectontwikkeling;2011 mei;;;;;;
450;41 Algemene bouw en projectontwikkeling;2011 juni;;;;;;
451;41 Algemene bouw en projectontwikkeling;2011 2e kwartaal;;;;;;
452;41 Algemene bouw en projectontwikkeling;2011 juli;;;;;;
453;41 Algemene bouw en projectontwikkeling;2011 augustus;;;;;;
454;41 Algemene bouw en projectontwikkeling;2011 september;;;;;;
455;41 Algemene bouw en projectontwikkeling;2011 3e kwartaal;;;;;;
456;41 Algemene bouw en projectontwikkeling;2011 oktober;;;;;;
457;41 Algemene bouw en projectontwikkeling;2011 november;;;;;;
458;41 Algemene bouw en projectontwikkeling;2011 december;;;;;;
459;41 Algemene bouw en projectontwikkeling;2011 4e kwartaal;;;;;;
460;41 Algemene bouw en projectontwikkeling;2011;;;;;;
461;41 Algemene bouw en projectontwikkeling;2012 januari;;;;;;
462;41 Algemene bouw en projectontwikkeling;2012 februari;;;;;;
463;41 Algemene bouw en projectontwikkeling;2012 maart;;;;;;
464;41 Algemene bouw en projectontwikkeling;2012 1e kwartaal;;;;;;
465;41 Algemene bouw en projectontwikkeling;2012 april;;;;;;
466;41 Algemene bouw en projectontwikkeling;2012 mei;;;;;;
467;41 Algemene bouw en projectontwikkeling;2012 juni;;;;;;
468;41 Algemene bouw en projectontwikkeling;2012 2e kwartaal;;;;;;
469;41 Algemene bouw en projectontwikkeling;2012 juli;;;;;;
470;41 Algemene bouw en projectontwikkeling;2012 augustus;;;;;;
471;41 Algemene bouw en projectontwikkeling;2012 september;;;;;;
472;41 Algemene bouw en projectontwikkeling;2012 3e kwartaal;;;;;;
473;41 Algemene bouw en projectontwikkeling;2012 oktober;;;;;;
474;41 Algemene bouw en projectontwikkeling;2012 november;;;;;;
475;41 Algemene bouw en projectontwikkeling;2012 december;;;;;;
476;41 Algemene bouw en projectontwikkeling;2012 4e kwartaal;;;;;;
477;41 Algemene bouw en projectontwikkeling;2012;;;;;;
478;41 Algemene bouw en projectontwikkeling;2013 januari;;;;;;
479;41 Algemene bouw en projectontwikkeling;2013 februari;;;;;;
480;41 Algemene bouw en projectontwikkeling;2013 maart;;;;;;
481;41 Algemene bouw en projectontwikkeling;2013 1e kwartaal;;;;;;
482;41 Algemene bouw en projectontwikkeling;2013 april;;;;;;
483;41 Algemene bouw en projectontwikkeling;2013 mei;;;;;;
484;41 Algemene bouw en projectontwikkeling;2013 juni;;;;;;
485;41 Algemene bouw en projectontwikkeling;2013 2e kwartaal;;;;;;
486;41 Algemene bouw en projectontwikkeling;2013 juli;;;;;;
487;41 Algemene bouw en projectontwikkeling;2013 augustus;;;;;;
488;41 Algemene bouw en projectontwikkeling;2013 september;;;;;;
489;41 Algemene bouw en projectontwikkeling;2013 3e kwartaal;;;;;;
490;41 Algemene bouw en projectontwikkeling;2013 oktober;;;;;;
491;41 Algemene bouw en projectontwikkeling;2013 november;;;;;;
492;41 Algemene bouw en projectontwikkeling;2013 december;;;;;;
493;41 Algemene bouw en projectontwikkeling;2013 4e kwartaal;;;;;;
494;41 Algemene bouw en projectontwikkeling;2013 ;;;;;;
495;41 Algemene bouw en projectontwikkeling;2014 januari;;;;;;
496;41 Algemene bouw en projectontwikkeling;2014 februari;;;;;;
497;41 Algemene bouw en projectontwikkeling;2014 maart;;;;;;
498;41 Algemene bouw en projectontwikkeling;2014 1e kwartaal;;;;;;
499;41 Algemene bouw en projectontwikkeling;2014 april;;;;;;
500;41 Algemene bouw en projectontwikkeling;2014 mei;;;;;;
501;41 Algemene bouw en projectontwikkeling;2014 juni;;;;;;
502;41 Algemene bouw en projectontwikkeling;2014 2e kwartaal;;;;;;
503;41 Algemene bouw en projectontwikkeling;2014 juli;;;;;;
504;41 Algemene bouw en projectontwikkeling;2014 augustus;;;;;;
505;41 Algemene bouw en projectontwikkeling;2014 september;;;;;;
506;41 Algemene bouw en projectontwikkeling;2014 3e kwartaal;;;;;;
507;41 Algemene bouw en projectontwikkeling;2014 oktober;;;;;;
508;41 Algemene bouw en projectontwikkeling;2014 november;;;;;;
509;41 Algemene bouw en projectontwikkeling;2014 december;;;;;;
510;41 Algemene bouw en projectontwikkeling;2014 4e kwartaal;;;;;;
511;41 Algemene bouw en projectontwikkeling;2014;;;;;;
512;41 Algemene bouw en projectontwikkeling;2015 januari;;;;;;
513;41 Algemene bouw en projectontwikkeling;2015 februari;;;;;;
514;41 Algemene bouw en projectontwikkeling;2015 maart;;;;;;
515;41 Algemene bouw en projectontwikkeling;2015 1e kwartaal;;;;;;
516;41 Algemene bouw en projectontwikkeling;2015 april;;;;;;
517;41 Algemene bouw en projectontwikkeling;2015 mei;;;;;;
518;41 Algemene bouw en projectontwikkeling;2015 juni;;;;;;
519;41 Algemene bouw en projectontwikkeling;2015 2e kwartaal;;;;;;
520;41 Algemene bouw en projectontwikkeling;2015 juli;;;;;;
521;41 Algemene bouw en projectontwikkeling;2015 augustus;;;;;;
522;41 Algemene bouw en projectontwikkeling;2015 september;;;;;;
523;41 Algemene bouw en projectontwikkeling;2015 3e kwartaal;;;;;;
524;41 Algemene bouw en projectontwikkeling;2015 oktober;;;;;;
525;41 Algemene bouw en projectontwikkeling;2015 november;;;;;;
526;41 Algemene bouw en projectontwikkeling;2015 december;;;;;;
527;41 Algemene bouw en projectontwikkeling;2015 4e kwartaal;;;;;;
528;41 Algemene bouw en projectontwikkeling;2015;;;;;;
529;41 Algemene bouw en projectontwikkeling;2016 januari ;;;;;;
530;41 Algemene bouw en projectontwikkeling;2016 februari;;;;;;
531;41 Algemene bouw en projectontwikkeling;2016 maart;;;;;;
532;41 Algemene bouw en projectontwikkeling;2016 1e kwartaal;;;;;;
533;41 Algemene bouw en projectontwikkeling;2016 april;;;;;;
534;41 Algemene bouw en projectontwikkeling;2016 mei;;;;;;
535;41 Algemene bouw en projectontwikkeling;2016 juni;;;;;;
536;41 Algemene bouw en projectontwikkeling;2016 2e kwartaal;;;;;;
537;41 Algemene bouw en projectontwikkeling;2016 juli;;;;;;
538;41 Algemene bouw en projectontwikkeling;2016 augustus;;;;;;
539;41 Algemene bouw en projectontwikkeling;2016 september;;;;;;
540;41 Algemene bouw en projectontwikkeling;2016 3e kwartaal;;;;;;
541;41 Algemene bouw en projectontwikkeling;2016 oktober;;;;;;
542;41 Algemene bouw en projectontwikkeling;2016 november;;;;;;
543;41 Algemene bouw en projectontwikkeling;2016 december;;;;;;
544;41 Algemene bouw en projectontwikkeling;2016 4e kwartaal;;;;;;
545;41 Algemene bouw en projectontwikkeling;2016;;;;;;
546;41 Algemene bouw en projectontwikkeling;2017 januari ;;;;;;
547;41 Algemene bouw en projectontwikkeling;2017 februari ;;;;;;
548;41 Algemene bouw en projectontwikkeling;2017 maart;;;;;;
549;41 Algemene bouw en projectontwikkeling;2017 1e kwartaal;;;;;;
550;41 Algemene bouw en projectontwikkeling;2017 april;;;;;;
551;41 Algemene bouw en projectontwikkeling;2017 mei;;;;;;
552;41 Algemene bouw en projectontwikkeling;2017 juni ;;;;;;
553;41 Algemene bouw en projectontwikkeling;2017 2e kwartaal ;;;;;;
554;41 Algemene bouw en projectontwikkeling;2017 juli ;;;;;;
555;41 Algemene bouw en projectontwikkeling;2017 augustus;;;;;;
556;41 Algemene bouw en projectontwikkeling;2017 september;;;;;;
557;41 Algemene bouw en projectontwikkeling;2017 3e kwartaal;;;;;;
558;41 Algemene bouw en projectontwikkeling;2017 oktober;;;;;;
559;41 Algemene bouw en projectontwikkeling;2017 november;;;;;;
560;41 Algemene bouw en projectontwikkeling;2017 december;;;;;;
561;41 Algemene bouw en projectontwikkeling;2017 4e kwartaal ;;;;;;
562;41 Algemene bouw en projectontwikkeling;2017;;;;;;
563;41 Algemene bouw en projectontwikkeling;2018 januari;85.0;86.2;84.7;;;
564;41 Algemene bouw en projectontwikkeling;2018 februari;95.3;95.3;85.4;;;
565;41 Algemene bouw en projectontwikkeling;2018 maart ;96.3;96.7;84.4;;;
566;41 Algemene bouw en projectontwikkeling;2018 1e kwartaal;92.2;92.7;84.9;;;
567;41 Algemene bouw en projectontwikkeling;2018 april ;93.5;94.6;88.5;;;
568;41 Algemene bouw en projectontwikkeling;2018 mei;96.2;93.9;87.8;;;
569;41 Algemene bouw en projectontwikkeling;2018 juni;102.7;104.0;91.9;;;
570;41 Algemene bouw en projectontwikkeling;2018 2e kwartaal;97.5;97.5;89.4;;;
571;41 Algemene bouw en projectontwikkeling;2018 juli;100.6;89.7;89.1;;;
572;41 Algemene bouw en projectontwikkeling;2018 augustus ;39.9;43.9;95.6;;;
573;41 Algemene bouw en projectontwikkeling;2018 september ;103.6;107.9;91.9;;;
574;41 Algemene bouw en projectontwikkeling;2018 3e kwartaal;81.4;80.5;92.2;;;
575;41 Algemene bouw en projectontwikkeling;2018 oktober ;96.5;94.2;93.7;;;
576;41 Algemene bouw en projectontwikkeling;2018 november ;98.0;96.4;96.3;;;
577;41 Algemene bouw en projectontwikkeling;2018 december ;76.3;77.8;96.4;;;
578;41 Algemene bouw en projectontwikkeling;2018 4e kwartaal ;90.3;89.5;95.5;;;
579;41 Algemene bouw en projectontwikkeling;2018;90.3;90.0;90.5;;;
580;41 Algemene bouw en projectontwikkeling;2019 januari ;93.0;92.1;90.6;9.5;6.8;6.9
581;41 Algemene bouw en projectontwikkeling;2019 februari;110.0;110.0;98.9;15.5;15.5;15.8
582;41 Algemene bouw en projectontwikkeling;2019 maart ;108.0;111.5;97.3;12.1;15.3;15.2
583;41 Algemene bouw en projectontwikkeling;2019 1e kwartaal ;103.7;104.5;95.6;12.5;12.8;12.6
584;41 Algemene bouw en projectontwikkeling;2019 april;105.6;103.9;97.0;12.9;9.8;9.7
585;41 Algemene bouw en projectontwikkeling;2019 mei ;111.5;108.8;101.4;15.9;15.9;15.6
586;41 Algemene bouw en projectontwikkeling;2019 juni;101.9;106.1;93.9;-0.8;2.0;2.1
587;41 Algemene bouw en projectontwikkeling;2019 2e kwartaal;106.3;106.3;97.5;9.1;9.0;9.0
588;41 Algemene bouw en projectontwikkeling;2019 juli;111.4;98.4;97.4;10.7;9.6;9.3
589;41 Algemene bouw en projectontwikkeling;2019 augustus;44.2;49.1;107.2;10.7;11.9;12.1
590;41 Algemene bouw en projectontwikkeling;2019 september;117.2;118.6;101.3;13.1;10.0;10.2
591;41 Algemene bouw en projectontwikkeling;2019 3e kwartaal;90.9;88.7;102.0;11.7;10.2;10.6
592;41 Algemene bouw en projectontwikkeling;2019 oktober;99.6;97.2;96.5;3.2;3.2;3.0
593;41 Algemene bouw en projectontwikkeling;2019 november;95.9;97.0;97.0;-2.1;0.7;0.7
594;41 Algemene bouw en projectontwikkeling;2019 december;75.9;77.1;95.6;-0.5;-0.9;-0.8
595;41 Algemene bouw en projectontwikkeling;2019 4e kwartaal;90.5;90.4;96.4;0.2;1.1;1.0
596;41 Algemene bouw en projectontwikkeling;2019;97.8;97.5;97.8;8.3;8.3;8.1
597;41 Algemene bouw en projectontwikkeling;2020 januari;102.6;99.1;97.8;10.3;7.6;7.9
598;41 Algemene bouw en projectontwikkeling;2020 februari;104.0;106.1;95.6;-5.5;-3.6;-3.3
599;41 Algemene bouw en projectontwikkeling;2020 maart ;111.9;112.4;97.6;3.6;0.8;0.4
600;41 Algemene bouw en projectontwikkeling;2020 1e kwartaal;106.2;105.8;97.0;2.4;1.3;1.5
601;41 Algemene bouw en projectontwikkeling;2020 april ;102.5;100.9;94.2;-2.9;-2.9;-2.9
602;41 Algemene bouw en projectontwikkeling;2020 mei;95.7;98.8;91.6;-14.1;-9.2;-9.7
603;41 Algemene bouw en projectontwikkeling;2020 juni;106.3;104.6;92.9;4.3;-1.3;-1.0
604;41 Algemene bouw en projectontwikkeling;2020 2e kwartaal;101.5;101.4;92.9;-4.5;-4.5;-4.6
605;41 Algemene bouw en projectontwikkeling;2020 juli;105.6;98.8;97.2;-5.2;0.5;-0.2
606;41 Algemene bouw en projectontwikkeling;2020 augustus;40.0;43.1;94.3;-9.6;-12.3;-12.0
607;41 Algemene bouw en projectontwikkeling;2020 september;113.2;111.4;95.6;-3.4;-6.0;-5.6
608;41 Algemene bouw en projectontwikkeling;2020 3e kwartaal;86.3;84.4;95.7;-5.1;-4.8;-6.1
609;41 Algemene bouw en projectontwikkeling;2020 oktober;98.1;98.5;97.5;-1.5;1.3;1.0
610;41 Algemene bouw en projectontwikkeling;2020 november;95.5;96.7;96.9;-0.4;-0.4;-0.1
611;41 Algemene bouw en projectontwikkeling;2020 december;76.5;79.2;98.4;0.7;2.8;2.9
612;41 Algemene bouw en projectontwikkeling;2020 4e kwartaal;90.0;91.5;97.6;-0.5;1.1;1.2
613;41 Algemene bouw en projectontwikkeling;2020;96.0;95.8;95.8;-1.9;-1.7;-2.1
614;41 Algemene bouw en projectontwikkeling;2021 januari;99.2;96.6;95.5;-3.3;-2.6;-2.3
615;41 Algemene bouw en projectontwikkeling;2021 februari ;99.2;99.2;89.9;-4.6;-6.4;-6.0
616;41 Algemene bouw en projectontwikkeling;2021 maart ;114.1;111.4;96.4;2.0;-0.8;-1.3
617;41 Algemene bouw en projectontwikkeling;2021 1e kwartaal;104.2;102.4;93.9;-1.9;-3.2;-3.2
618;41 Algemene bouw en projectontwikkeling;2021 april ;108.2;106.5;99.5;5.6;5.6;5.6
619;41 Algemene bouw en projectontwikkeling;2021 mei;102.8;106.2;98.0;7.4;7.4;7.0
620;41 Algemene bouw en projectontwikkeling;2021 juni;119.1;117.2;104.5;12.0;12.0;12.4
621;41 Algemene bouw en projectontwikkeling;2021 2e kwartaal;110.1;110.0;100.7;8.4;8.4;8.3
622;41 Algemene bouw en projectontwikkeling;2021 juli;117.5;99.8;97.4;11.3;1.0;0.2
623;41 Algemene bouw en projectontwikkeling;2021 augustus;37.4;44.4;97.3;-6.4;3.1;3.2
624;41 Algemene bouw en projectontwikkeling;2021 september ;117.5;115.7;99.9;3.8;3.8;4.4
625;41 Algemene bouw en projectontwikkeling;2021 3e kwartaal;90.8;86.6;98.2;5.3;2.6;2.6
626;41 Algemene bouw en projectontwikkeling;2021 oktober ;98.0;101.2;99.7;0.0;2.8;2.3
627;41 Algemene bouw en projectontwikkeling;2021 november ;102.7;101.1;101.5;7.5;4.5;4.7
628;41 Algemene bouw en projectontwikkeling;2021 december ;84.0;79.0;98.0;9.9;-0.3;-0.4
629;41 Algemene bouw en projectontwikkeling;2021 4e kwartaal;94.9;93.8;99.8;5.4;2.5;2.2
630;41 Algemene bouw en projectontwikkeling;2021;100.0;98.2;98.1;4.2;2.5;2.4
631;41 Algemene bouw en projectontwikkeling;2022 januari ;100.4;107.6;107.1;1.2;11.5;12.1
632;41 Algemene bouw en projectontwikkeling;2022 februari;117.0;117.0;106.4;17.9;17.9;18.4
633;41 Algemene bouw en projectontwikkeling;2022 maart;128.9;125.9;108.7;13.0;13.0;12.8
634;41 Algemene bouw en projectontwikkeling;2022 1e kwartaal;115.5;116.9;107.4;10.8;14.1;14.3
635;41 Algemene bouw en projectontwikkeling;2022 april;114.3;115.7;107.9;5.6;8.6;8.5
636;41 Algemene bouw en projectontwikkeling;2022 mei;119.6;120.1;110.3;16.3;13.1;12.5
637;41 Algemene bouw en projectontwikkeling;2022 juni;123.5;121.6;108.5;3.7;3.7;3.9
638;41 Algemene bouw en projectontwikkeling;2022 2e kwartaal;119.1;119.1;108.9;8.2;8.3;8.2
639;41 Algemene bouw en projectontwikkeling;2022 juli;126.6;113.5;110.3;7.7;13.8;13.2
640;41 Algemene bouw en projectontwikkeling;2022 augustus;43.5;48.9;107.0;16.3;10.1;10.0
641;41 Algemene bouw en projectontwikkeling;2022 september;124.1;122.1;105.9;5.6;5.6;6.1
642;41 Algemene bouw en projectontwikkeling;2022 3e kwartaal;98.1;94.9;107.7;8.0;9.5;9.7
643;41 Algemene bouw en projectontwikkeling;2022 oktober;107.3;110.8;108.8;9.4;9.4;9.1
644;41 Algemene bouw en projectontwikkeling;2022 november;108.7;107.0;107.7;5.9;5.9;6.1
645;41 Algemene bouw en projectontwikkeling;2022 december;88.8;85.9;106.5;5.6;8.6;8.6
646;41 Algemene bouw en projectontwikkeling;2022 4e kwartaal;101.6;101.2;107.7;7.0;7.9;7.9
647;41 Algemene bouw en projectontwikkeling;2022;108.6;108.0;107.9;8.6;10.0;10.0
648;41 Algemene bouw en projectontwikkeling;2023 januari;101.8;106.2;105.9;1.4;-1.4;-1.1
649;41 Algemene bouw en projectontwikkeling;2023 februari;116.9;116.9;106.6;-0.1;-0.1;0.2
650;41 Algemene bouw en projectontwikkeling;2023 maart;127.6;124.6;107.6;-1.0;-1.0;-1.0
651;41 Algemene bouw en projectontwikkeling;2023 1e kwartaal;115.5;115.9;106.7;0.0;-0.8;-0.7
652;41 Algemene bouw en projectontwikkeling;2023 april;105.1;109.4;102.0;-8.0;-5.4;-5.5
