ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaleOrderontvangst_1;OrderontvangstBinnenland_2;OrderontvangstBuitenland_3;TotaleOrderontvangst_4;OrderontvangstBinnenland_5;OrderontvangstBuitenland_6
2104;27 Elektrische apparatenindustrie;2011 november;108.7;118.3;102.7;2.7;23.6;-8.4
2105;27 Elektrische apparatenindustrie;2011 december;94.0;101.6;89.1;-8.9;11.5;-19.7
2106;27 Elektrische apparatenindustrie;2011 4e kwartaal;104.5;118.7;95.5;2.8;26.0;-10.2
2107;27 Elektrische apparatenindustrie;2011;99.6;105.9;95.7;-0.4;5.9;-4.3
2108;27 Elektrische apparatenindustrie;2012 januari;98.0;113.6;88.2;18.8;28.2;12.2
2109;27 Elektrische apparatenindustrie;2012 februari;92.7;94.7;91.5;-11.5;-10.2;-12.3
2110;27 Elektrische apparatenindustrie;2012 maart;103.5;127.3;88.5;-8.2;16.9;-23.2
2111;27 Elektrische apparatenindustrie;2012 1e kwartaal;98.1;111.9;89.4;-1.9;10.8;-10.1
2112;27 Elektrische apparatenindustrie;2012 april;90.8;104.0;82.4;-8.2;5.2;-16.6
2113;27 Elektrische apparatenindustrie;2012 mei;114.6;132.6;103.2;8.6;22.9;-0.8
2114;27 Elektrische apparatenindustrie;2012 juni;110.4;134.5;95.1;1.3;20.0;-11.2
2115;27 Elektrische apparatenindustrie;2012 2e kwartaal;105.3;123.7;93.6;0.8;16.4;-9.4
2116;27 Elektrische apparatenindustrie;2012 juli;92.3;92.1;92.4;8.1;10.6;6.5
2117;27 Elektrische apparatenindustrie;2012 augustus;103.1;99.4;105.4;27.3;19.6;32.4
2118;27 Elektrische apparatenindustrie;2012 september;96.8;90.6;100.7;-5.6;-28.1;14.8
2119;27 Elektrische apparatenindustrie;2012 3e kwartaal;97.4;94.0;99.5;8.7;-3.5;17.5
2120;27 Elektrische apparatenindustrie;2012 oktober;104.1;113.5;98.3;-6.0;-16.6;3.8
2121;27 Elektrische apparatenindustrie;2012 november;102.5;101.1;103.4;-5.7;-14.5;0.7
2122;27 Elektrische apparatenindustrie;2012 december;81.6;75.9;85.2;-13.2;-25.3;-4.4
2123;27 Elektrische apparatenindustrie;2012 4e kwartaal;96.1;96.8;95.6;-8.0;-18.4;0.1
2124;27 Elektrische apparatenindustrie;2012;99.2;106.6;94.5;-0.4;0.7;-1.3
2125;27 Elektrische apparatenindustrie;2013 januari;75.3;87.7;67.4;-23.2;-22.8;-23.6
2126;27 Elektrische apparatenindustrie;2013 februari;98.4;106.6;93.3;6.1;12.6;2.0
2127;27 Elektrische apparatenindustrie;2013 maart;101.0;99.0;102.3;-2.4;-22.2;15.6
2128;27 Elektrische apparatenindustrie;2013 1e kwartaal;91.6;97.8;87.7;-6.6;-12.6;-1.9
2129;27 Elektrische apparatenindustrie;2013 april;94.7;99.3;91.8;4.3;-4.5;11.4
2130;27 Elektrische apparatenindustrie;2013 mei;101.7;102.0;101.5;-11.3;-23.1;-1.6
2131;27 Elektrische apparatenindustrie;2013 juni;92.7;101.6;87.0;-16.0;-24.5;-8.5
2132;27 Elektrische apparatenindustrie;2013 2e kwartaal;96.4;101.0;93.4;-8.5;-18.4;-0.1
2133;27 Elektrische apparatenindustrie;2013 juli;104.6;106.6;103.2;13.3;15.7;11.7
2134;27 Elektrische apparatenindustrie;2013 augustus;104.7;103.9;105.2;1.6;4.5;-0.2
2135;27 Elektrische apparatenindustrie;2013 september;104.9;103.1;106.0;8.4;13.8;5.3
2136;27 Elektrische apparatenindustrie;2013 3e kwartaal;104.7;104.5;104.8;7.5;11.2;5.3
2137;27 Elektrische apparatenindustrie;2013 oktober;105.4;101.2;107.9;1.2;-10.8;9.8
2138;27 Elektrische apparatenindustrie;2013 november;86.4;87.6;85.3;-15.7;-13.4;-17.5
2139;27 Elektrische apparatenindustrie;2013 december;87.6;93.3;84.1;7.4;22.9;-1.3
2140;27 Elektrische apparatenindustrie;2013 4e kwartaal;93.1;94.0;92.4;-3.1;-2.9;-3.3
2141;27 Elektrische apparatenindustrie;2013;96.5;99.3;94.6;-2.8;-6.8;0.1
2142;28 Machine-industrie;2005 januari;64.5;101.2;55.6;;;
2143;28 Machine-industrie;2005 februari;64.7;100.8;56.0;;;
2144;28 Machine-industrie;2005 maart;88.6;133.2;77.9;;;
2145;28 Machine-industrie;2005 1e kwartaal;72.6;111.7;63.2;;;
2146;28 Machine-industrie;2005 april;67.2;104.2;58.3;;;
2147;28 Machine-industrie;2005 mei;67.1;102.5;58.6;;;
2148;28 Machine-industrie;2005 juni;88.7;110.8;83.3;;;
2149;28 Machine-industrie;2005 2e kwartaal;74.3;105.8;66.7;;;
2150;28 Machine-industrie;2005 juli;65.7;94.8;58.7;;;
2151;28 Machine-industrie;2005 augustus;61.3;92.1;53.9;;;
2152;28 Machine-industrie;2005 september;111.3;110.3;111.5;;;
2153;28 Machine-industrie;2005 3e kwartaal;79.4;99.1;74.7;;;
2154;28 Machine-industrie;2005 oktober;75.8;113.1;66.7;;;
2155;28 Machine-industrie;2005 november;81.9;106.9;75.9;;;
2156;28 Machine-industrie;2005 december;106.5;136.3;99.3;;;
2157;28 Machine-industrie;2005 4e kwartaal;88.1;118.8;80.6;;;
2158;28 Machine-industrie;2005;78.6;108.9;71.3;;;
2159;28 Machine-industrie;2006 januari;89.8;105.4;86.0;39.2;4.2;54.7
2160;28 Machine-industrie;2006 februari;82.4;118.4;73.7;27.4;17.5;31.6
2161;28 Machine-industrie;2006 maart;123.4;161.7;114.2;39.3;21.4;46.6
2162;28 Machine-industrie;2006 1e kwartaal;98.5;128.5;91.3;35.7;15.0;44.5
2163;28 Machine-industrie;2006 april;92.9;109.3;89.0;38.2;4.9;52.7
2164;28 Machine-industrie;2006 mei;112.9;117.1;111.9;68.3;14.2;91.0
2165;28 Machine-industrie;2006 juni;123.3;121.4;123.8;39.0;9.6;48.6
2166;28 Machine-industrie;2006 2e kwartaal;109.7;115.9;108.2;47.6;9.5;62.2
2167;28 Machine-industrie;2006 juli;90.7;110.1;86.1;38.1;16.1;46.7
2168;28 Machine-industrie;2006 augustus;110.2;124.3;106.8;79.8;35.0;98.1
2169;28 Machine-industrie;2006 september;115.0;118.7;114.2;3.3;7.6;2.4
2170;28 Machine-industrie;2006 3e kwartaal;105.3;117.7;102.4;32.6;18.8;37.0
2171;28 Machine-industrie;2006 oktober;104.2;123.7;99.6;37.5;9.4;49.3
2172;28 Machine-industrie;2006 november;95.9;119.9;90.1;17.1;12.2;18.7
2173;28 Machine-industrie;2006 december;131.1;126.7;132.2;23.1;-7.0;33.1
2174;28 Machine-industrie;2006 4e kwartaal;110.4;123.4;107.3;25.4;3.9;33.1
2175;28 Machine-industrie;2006;106.0;121.4;102.3;34.8;11.5;43.5
2176;28 Machine-industrie;2007 januari;103.7;130.9;97.1;15.5;24.2;12.9
2177;28 Machine-industrie;2007 februari;93.0;139.3;81.8;12.9;17.7;11.0
2178;28 Machine-industrie;2007 maart;136.5;150.8;133.0;10.6;-6.7;16.5
2179;28 Machine-industrie;2007 1e kwartaal;111.1;140.3;104.0;12.7;9.2;13.9
2180;28 Machine-industrie;2007 april;106.9;133.1;100.6;15.1;21.8;13.0
2181;28 Machine-industrie;2007 mei;90.4;145.5;77.1;-19.9;24.3;-31.1
2182;28 Machine-industrie;2007 juni;107.3;153.9;96.1;-13.0;26.8;-22.4
2183;28 Machine-industrie;2007 2e kwartaal;101.5;144.2;91.3;-7.4;24.4;-15.7
2184;28 Machine-industrie;2007 juli;90.0;130.4;80.2;-0.8;18.4;-6.9
2185;28 Machine-industrie;2007 augustus;114.6;135.9;109.5;4.0;9.3;2.5
2186;28 Machine-industrie;2007 september;127.7;156.9;120.7;11.0;32.2;5.7
2187;28 Machine-industrie;2007 3e kwartaal;110.8;141.1;103.5;5.2;19.9;1.1
2188;28 Machine-industrie;2007 oktober;99.7;143.7;89.1;-4.3;16.2;-10.5
2189;28 Machine-industrie;2007 november;96.6;150.0;83.7;0.7;25.1;-7.1
2190;28 Machine-industrie;2007 december;128.7;134.2;127.4;-1.8;5.9;-3.6
2191;28 Machine-industrie;2007 4e kwartaal;108.3;142.6;100.1;-1.9;15.6;-6.7
2192;28 Machine-industrie;2007;107.9;142.1;99.7;1.8;17.0;-2.5
2193;28 Machine-industrie;2008 januari;102.4;144.8;92.1;-1.3;10.6;-5.1
2194;28 Machine-industrie;2008 februari;94.3;141.3;82.9;1.4;1.4;1.3
2195;28 Machine-industrie;2008 maart;110.9;148.9;101.7;-18.8;-1.3;-23.5
2196;28 Machine-industrie;2008 1e kwartaal;102.5;145.0;92.2;-7.7;3.3;-11.3
2197;28 Machine-industrie;2008 april;113.3;131.9;108.8;6.0;-0.9;8.2
2198;28 Machine-industrie;2008 mei;90.2;141.9;77.7;-0.2;-2.5;0.8
2199;28 Machine-industrie;2008 juni;98.4;138.5;88.7;-8.3;-10.0;-7.7
2200;28 Machine-industrie;2008 2e kwartaal;100.6;137.4;91.7;-0.9;-4.7;0.5
2201;28 Machine-industrie;2008 juli;91.2;128.9;82.2;1.3;-1.2;2.5
2202;28 Machine-industrie;2008 augustus;71.7;116.7;60.9;-37.4;-14.1;-44.4
2203;28 Machine-industrie;2008 september;108.5;122.3;105.1;-15.0;-22.1;-12.9
2204;28 Machine-industrie;2008 3e kwartaal;90.5;122.6;82.7;-18.3;-13.1;-20.0
2205;28 Machine-industrie;2008 oktober;75.7;123.4;64.2;-24.1;-14.1;-27.9
2206;28 Machine-industrie;2008 november;72.6;112.1;63.0;-24.8;-25.3;-24.7
2207;28 Machine-industrie;2008 december;70.4;109.3;60.8;-45.3;-18.6;-52.3
2208;28 Machine-industrie;2008 4e kwartaal;72.9;114.9;62.7;-32.7;-19.4;-37.4
2209;28 Machine-industrie;2008;91.6;130.0;82.3;-15.1;-8.5;-17.4
2210;28 Machine-industrie;2009 januari;64.5;113.1;52.8;-37.0;-21.9;-42.7
2211;28 Machine-industrie;2009 februari;75.4;111.4;66.7;-20.0;-21.2;-19.5
2212;28 Machine-industrie;2009 maart;86.2;110.8;80.3;-22.3;-25.6;-21.0
2213;28 Machine-industrie;2009 1e kwartaal;75.4;111.8;66.6;-26.5;-22.9;-27.8
2214;28 Machine-industrie;2009 april;57.6;104.5;46.3;-49.2;-20.8;-57.4
2215;28 Machine-industrie;2009 mei;81.3;100.7;76.6;-9.9;-29.0;-1.4
2216;28 Machine-industrie;2009 juni;89.5;103.2;86.3;-9.0;-25.5;-2.7
2217;28 Machine-industrie;2009 2e kwartaal;76.1;102.8;69.7;-24.3;-25.2;-24.0
2218;28 Machine-industrie;2009 juli;66.3;107.6;56.3;-27.3;-16.5;-31.5
2219;28 Machine-industrie;2009 augustus;69.5;75.1;68.2;-3.1;-35.6;12.0
2220;28 Machine-industrie;2009 september;94.4;114.2;89.6;-13.0;-6.6;-14.7
2221;28 Machine-industrie;2009 3e kwartaal;76.7;99.0;71.4;-15.2;-19.3;-13.7
2222;28 Machine-industrie;2009 oktober;75.1;105.5;67.7;-0.8;-14.5;5.5
2223;28 Machine-industrie;2009 november;97.3;128.9;89.7;34.0;15.0;42.4
2224;28 Machine-industrie;2009 december;98.0;104.4;96.3;39.2;-4.5;58.4
2225;28 Machine-industrie;2009 4e kwartaal;90.1;112.9;84.6;23.6;-1.7;34.9
2226;28 Machine-industrie;2009;79.6;106.6;73.1;-13.1;-18.0;-11.3
2227;28 Machine-industrie;2010 januari;68.4;88.2;63.7;6.0;-22.0;20.6
2228;28 Machine-industrie;2010 februari;85.2;104.1;80.7;13.0;-6.6;21.0
2229;28 Machine-industrie;2010 maart;109.6;98.9;112.2;27.1;-10.7;39.7
2230;28 Machine-industrie;2010 1e kwartaal;87.7;97.1;85.5;16.4;-13.2;28.4
2231;28 Machine-industrie;2010 april;98.9;90.4;100.9;71.7;-13.5;117.9
2232;28 Machine-industrie;2010 mei;62.5;86.3;56.7;-23.1;-14.3;-26.0
2233;28 Machine-industrie;2010 juni;128.4;117.4;131.1;43.5;13.8;51.9
2234;28 Machine-industrie;2010 2e kwartaal;96.6;98.0;96.2;26.9;-4.6;38.0
2235;28 Machine-industrie;2010 juli;78.2;98.9;73.2;17.9;-8.1;30.0
2236;28 Machine-industrie;2010 augustus;88.4;91.3;87.7;27.2;21.6;28.6
2237;28 Machine-industrie;2010 september;119.4;103.0;123.3;26.5;-9.8;37.6
2238;28 Machine-industrie;2010 3e kwartaal;95.3;97.7;94.7;24.2;-1.2;32.7
2239;28 Machine-industrie;2010 oktober;111.3;96.9;114.8;48.2;-8.2;69.6
2240;28 Machine-industrie;2010 november;85.7;105.1;81.1;-11.9;-18.5;-9.6
2241;28 Machine-industrie;2010 december;163.9;119.5;174.7;67.2;14.5;81.4
2242;28 Machine-industrie;2010 4e kwartaal;120.3;107.2;123.5;33.5;-5.1;46.1
2243;28 Machine-industrie;2010;100.0;100.0;100.0;25.6;-6.2;36.9
2244;28 Machine-industrie;2011 januari;85.5;101.6;81.7;25.0;15.2;28.3
2245;28 Machine-industrie;2011 februari;100.7;115.7;97.1;18.2;11.1;20.3
2246;28 Machine-industrie;2011 maart;132.7;130.3;133.3;21.1;31.7;18.8
2247;28 Machine-industrie;2011 1e kwartaal;106.3;115.9;104.0;21.2;19.4;21.6
2248;28 Machine-industrie;2011 april;89.6;115.3;83.4;-9.4;27.5;-17.3
2249;28 Machine-industrie;2011 mei;92.2;101.7;89.8;47.5;17.8;58.4
2250;28 Machine-industrie;2011 juni;108.9;109.5;108.8;-15.2;-6.7;-17.0
2251;28 Machine-industrie;2011 2e kwartaal;96.9;108.8;94.0;0.3;11.0;-2.3
2252;28 Machine-industrie;2011 juli;78.1;97.6;73.4;-0.1;-1.3;0.3
2253;28 Machine-industrie;2011 augustus;75.7;98.0;70.3;-14.4;7.3;-19.8
2254;28 Machine-industrie;2011 september;99.3;100.9;98.9;-16.8;-2.0;-19.8
2255;28 Machine-industrie;2011 3e kwartaal;84.4;98.8;80.9;-11.5;1.1;-14.6
2256;28 Machine-industrie;2011 oktober;97.9;99.1;97.6;-12.0;2.3;-15.0
2257;28 Machine-industrie;2011 november;97.6;113.7;93.8;13.9;8.2;15.7
2258;28 Machine-industrie;2011 december;105.5;104.5;105.7;-35.6;-12.6;-39.5
2259;28 Machine-industrie;2011 4e kwartaal;100.3;105.8;99.0;-16.6;-1.3;-19.8
2260;28 Machine-industrie;2011;97.0;107.3;94.5;-3.0;7.3;-5.5
2261;28 Machine-industrie;2012 januari;91.8;112.3;86.6;7.4;10.5;6.0
2262;28 Machine-industrie;2012 februari;101.3;115.5;97.9;0.6;-0.2;0.8
2263;28 Machine-industrie;2012 maart;112.3;109.3;113.0;-15.4;-16.1;-15.2
2264;28 Machine-industrie;2012 1e kwartaal;101.8;112.4;99.2;-4.2;-3.0;-4.7
2265;28 Machine-industrie;2012 april;92.9;99.2;91.4;3.7;-14.0;9.6
2266;28 Machine-industrie;2012 mei;90.9;98.5;89.1;-1.4;-3.1;-0.8
2267;28 Machine-industrie;2012 juni;122.2;105.2;126.3;12.2;-3.9;16.1
2268;28 Machine-industrie;2012 2e kwartaal;102.0;101.0;102.3;5.3;-7.2;8.8
2269;28 Machine-industrie;2012 juli;92.2;97.4;90.9;18.1;-0.2;23.8
2270;28 Machine-industrie;2012 augustus;96.1;89.3;97.7;26.9;-8.9;39.0
2271;28 Machine-industrie;2012 september;93.7;90.0;94.6;-5.6;-10.8;-4.3
2272;28 Machine-industrie;2012 3e kwartaal;94.0;92.2;94.4;11.4;-6.7;16.7
2273;28 Machine-industrie;2012 oktober;93.2;92.7;93.3;-4.8;-6.5;-4.4
2274;28 Machine-industrie;2012 november;87.0;95.4;85.0;-10.9;-16.1;-9.4
2275;28 Machine-industrie;2012 december;92.8;85.2;94.6;-12.0;-18.5;-10.5
2276;28 Machine-industrie;2012 4e kwartaal;91.0;91.1;91.0;-9.3;-13.9;-8.1
2277;28 Machine-industrie;2012;97.2;99.2;96.7;0.2;-7.6;2.3
2278;28 Machine-industrie;2013 januari;87.7;87.2;87.8;-4.5;-22.4;1.4
2279;28 Machine-industrie;2013 februari;73.3;90.4;69.1;-27.6;-21.7;-29.4
2280;28 Machine-industrie;2013 maart;126.1;103.4;131.6;12.3;-5.4;16.5
2281;28 Machine-industrie;2013 1e kwartaal;95.7;93.7;96.2;-6.0;-16.6;-3.0
2282;28 Machine-industrie;2013 april;83.0;108.9;76.7;-10.7;9.8;-16.1
2283;28 Machine-industrie;2013 mei;81.4;95.6;78.0;-10.5;-2.9;-12.5
2284;28 Machine-industrie;2013 juni;131.6;104.0;138.3;7.7;-1.1;9.5
2285;28 Machine-industrie;2013 2e kwartaal;98.7;102.8;97.7;-3.3;1.8;-4.5
2286;28 Machine-industrie;2013 juli;87.9;98.7;85.3;-4.7;1.3;-6.2
2287;28 Machine-industrie;2013 augustus;74.8;102.1;68.2;-22.2;14.3;-30.2
2288;28 Machine-industrie;2013 september;158.0;100.3;171.9;68.6;11.4;81.7
2289;28 Machine-industrie;2013 3e kwartaal;106.9;100.4;108.5;13.7;8.8;14.9
2290;28 Machine-industrie;2013 oktober;118.2;103.0;121.8;26.8;11.1;30.5
2291;28 Machine-industrie;2013 november;86.7;91.6;85.4;-0.3;-4.0;0.5
2292;28 Machine-industrie;2013 december;141.6;97.5;152.2;52.6;14.4;60.9
2293;28 Machine-industrie;2013 4e kwartaal;115.5;97.4;119.8;26.9;6.9;31.7
2294;28 Machine-industrie;2013;104.2;98.6;105.5;7.2;-0.6;9.1
2295;29-30 Transportmiddelenindustrie;2005 januari;98.5;123.1;87.1;;;
2296;29-30 Transportmiddelenindustrie;2005 februari;119.1;125.4;114.9;;;
2297;29-30 Transportmiddelenindustrie;2005 maart;96.0;144.6;74.9;;;
2298;29-30 Transportmiddelenindustrie;2005 1e kwartaal;104.5;131.0;92.3;;;
2299;29-30 Transportmiddelenindustrie;2005 april;81.5;113.7;67.3;;;
2300;29-30 Transportmiddelenindustrie;2005 mei;95.6;120.2;84.1;;;
2301;29-30 Transportmiddelenindustrie;2005 juni;75.3;107.3;61.3;;;
2302;29-30 Transportmiddelenindustrie;2005 2e kwartaal;84.1;113.7;70.9;;;
2303;29-30 Transportmiddelenindustrie;2005 juli;69.8;97.2;57.7;;;
2304;29-30 Transportmiddelenindustrie;2005 augustus;73.2;95.6;63.1;;;
2305;29-30 Transportmiddelenindustrie;2005 september;88.1;123.0;72.7;;;
2306;29-30 Transportmiddelenindustrie;2005 3e kwartaal;77.0;105.3;64.5;;;
2307;29-30 Transportmiddelenindustrie;2005 oktober;107.0;148.9;88.4;;;
2308;29-30 Transportmiddelenindustrie;2005 november;99.4;139.7;81.5;;;
2309;29-30 Transportmiddelenindustrie;2005 december;141.9;143.3;139.3;;;
2310;29-30 Transportmiddelenindustrie;2005 4e kwartaal;116.1;144.0;103.1;;;
2311;29-30 Transportmiddelenindustrie;2005;95.5;123.5;82.7;;;
2312;29-30 Transportmiddelenindustrie;2006 januari;110.1;112.0;107.7;11.8;-9.0;23.7
2313;29-30 Transportmiddelenindustrie;2006 februari;104.2;128.6;92.8;-12.5;2.6;-19.2
2314;29-30 Transportmiddelenindustrie;2006 maart;160.0;169.0;154.0;66.7;16.9;105.6
2315;29-30 Transportmiddelenindustrie;2006 1e kwartaal;124.8;136.5;118.2;19.4;4.2;28.0
2316;29-30 Transportmiddelenindustrie;2006 april;92.7;143.8;70.6;13.7;26.5;4.9
2317;29-30 Transportmiddelenindustrie;2006 mei;96.3;128.6;81.9;0.7;7.0;-2.6
2318;29-30 Transportmiddelenindustrie;2006 juni;93.9;113.6;84.6;24.7;5.9;38.0
2319;29-30 Transportmiddelenindustrie;2006 2e kwartaal;94.3;128.7;79.0;12.1;13.1;11.5
2320;29-30 Transportmiddelenindustrie;2006 juli;116.0;116.2;114.2;66.2;19.5;97.9
2321;29-30 Transportmiddelenindustrie;2006 augustus;97.6;104.7;93.2;33.3;9.5;47.7
2322;29-30 Transportmiddelenindustrie;2006 september;87.6;102.9;80.1;-0.6;-16.3;10.2
2323;29-30 Transportmiddelenindustrie;2006 3e kwartaal;100.4;107.9;95.8;30.3;2.5;48.6
2324;29-30 Transportmiddelenindustrie;2006 oktober;107.8;120.5;101.0;0.7;-19.1;14.3
2325;29-30 Transportmiddelenindustrie;2006 november;133.8;142.8;128.2;34.6;2.2;57.3
2326;29-30 Transportmiddelenindustrie;2006 december;133.1;126.5;133.7;-6.2;-11.7;-4.0
2327;29-30 Transportmiddelenindustrie;2006 4e kwartaal;124.9;129.9;121.0;7.6;-9.7;17.4
2328;29-30 Transportmiddelenindustrie;2006;111.1;125.8;103.5;16.4;1.8;25.2
2329;29-30 Transportmiddelenindustrie;2007 januari;131.4;121.9;133.4;19.3;8.8;23.9
2330;29-30 Transportmiddelenindustrie;2007 februari;158.2;162.8;154.1;51.8;26.6;66.1
2331;29-30 Transportmiddelenindustrie;2007 maart;173.4;137.8;185.3;8.4;-18.5;20.3
2332;29-30 Transportmiddelenindustrie;2007 1e kwartaal;154.3;140.8;157.6;23.7;3.1;33.4
2333;29-30 Transportmiddelenindustrie;2007 april;150.4;134.0;154.9;62.2;-6.8;119.4
2334;29-30 Transportmiddelenindustrie;2007 mei;167.6;224.4;142.1;74.0;74.5;73.5
2335;29-30 Transportmiddelenindustrie;2007 juni;124.8;112.8;127.8;32.9;-0.7;51.1
2336;29-30 Transportmiddelenindustrie;2007 2e kwartaal;147.6;157.1;141.6;56.5;22.1;79.2
2337;29-30 Transportmiddelenindustrie;2007 juli;129.1;112.5;133.8;11.3;-3.2;17.2
2338;29-30 Transportmiddelenindustrie;2007 augustus;110.3;93.4;115.6;13.0;-10.8;24.0
2339;29-30 Transportmiddelenindustrie;2007 september;151.6;219.5;121.8;73.1;113.3;52.1
2340;29-30 Transportmiddelenindustrie;2007 3e kwartaal;130.3;141.8;123.7;29.8;31.4;29.1
2341;29-30 Transportmiddelenindustrie;2007 oktober;157.2;157.2;154.9;45.8;30.5;53.4
2342;29-30 Transportmiddelenindustrie;2007 november;143.9;143.3;141.9;7.5;0.4;10.7
2343;29-30 Transportmiddelenindustrie;2007 december;138.4;165.0;125.7;4.0;30.4;-6.0
2344;29-30 Transportmiddelenindustrie;2007 4e kwartaal;146.5;155.2;140.8;17.3;19.4;16.4
2345;29-30 Transportmiddelenindustrie;2007;144.7;148.7;140.9;30.2;18.2;36.2
2346;29-30 Transportmiddelenindustrie;2008 januari;185.3;138.3;201.6;41.0;13.5;51.1
2347;29-30 Transportmiddelenindustrie;2008 februari;212.5;118.1;247.6;34.3;-27.5;60.7
2348;29-30 Transportmiddelenindustrie;2008 maart;112.1;117.9;108.1;-35.4;-14.4;-41.7
2349;29-30 Transportmiddelenindustrie;2008 1e kwartaal;170.0;124.8;185.8;10.1;-11.4;17.9
2350;29-30 Transportmiddelenindustrie;2008 april;121.0;158.5;104.1;-19.5;18.3;-32.8
2351;29-30 Transportmiddelenindustrie;2008 mei;82.3;88.7;78.5;-50.9;-60.5;-44.8
2352;29-30 Transportmiddelenindustrie;2008 juni;87.8;117.1;74.6;-29.6;3.8;-41.6
2353;29-30 Transportmiddelenindustrie;2008 2e kwartaal;97.0;121.4;85.7;-34.3;-22.7;-39.5
2354;29-30 Transportmiddelenindustrie;2008 juli;84.1;115.2;70.2;-34.9;2.4;-47.5
2355;29-30 Transportmiddelenindustrie;2008 augustus;90.9;118.9;78.2;-17.6;27.3;-32.4
2356;29-30 Transportmiddelenindustrie;2008 september;127.3;165.9;109.8;-16.0;-24.4;-9.9
2357;29-30 Transportmiddelenindustrie;2008 3e kwartaal;100.8;133.3;86.1;-22.7;-6.0;-30.4
2358;29-30 Transportmiddelenindustrie;2008 oktober;88.3;121.7;73.4;-43.8;-22.6;-52.6
2359;29-30 Transportmiddelenindustrie;2008 november;81.7;98.2;73.8;-43.2;-31.5;-48.0
2360;29-30 Transportmiddelenindustrie;2008 december;85.9;77.6;88.1;-37.9;-53.0;-29.9
2361;29-30 Transportmiddelenindustrie;2008 4e kwartaal;85.3;99.2;78.4;-41.8;-36.1;-44.3
2362;29-30 Transportmiddelenindustrie;2008;113.3;119.7;109.0;-21.7;-19.5;-22.7
2363;29-30 Transportmiddelenindustrie;2009 januari;91.9;68.1;100.1;-50.4;-50.8;-50.3
2364;29-30 Transportmiddelenindustrie;2009 februari;55.6;65.7;50.6;-73.8;-44.4;-79.6
2365;29-30 Transportmiddelenindustrie;2009 maart;63.9;106.1;45.8;-43.0;-10.0;-57.6
2366;29-30 Transportmiddelenindustrie;2009 1e kwartaal;70.5;80.0;65.5;-58.5;-35.9;-64.7
2367;29-30 Transportmiddelenindustrie;2009 april;46.9;73.6;35.4;-61.2;-53.6;-66.0
2368;29-30 Transportmiddelenindustrie;2009 mei;51.3;70.3;42.8;-37.7;-20.7;-45.5
2369;29-30 Transportmiddelenindustrie;2009 juni;56.9;82.7;45.5;-35.2;-29.4;-39.0
2370;29-30 Transportmiddelenindustrie;2009 2e kwartaal;51.7;75.5;41.2;-46.7;-37.8;-51.9
2371;29-30 Transportmiddelenindustrie;2009 juli;64.1;97.3;49.9;-23.8;-15.5;-28.9
2372;29-30 Transportmiddelenindustrie;2009 augustus;51.8;65.3;45.6;-43.0;-45.1;-41.7
2373;29-30 Transportmiddelenindustrie;2009 september;71.3;79.7;66.9;-44.0;-52.0;-39.1
2374;29-30 Transportmiddelenindustrie;2009 3e kwartaal;62.4;80.8;54.1;-38.1;-39.4;-37.1
2375;29-30 Transportmiddelenindustrie;2009 oktober;66.2;90.2;55.5;-25.0;-25.9;-24.4
2376;29-30 Transportmiddelenindustrie;2009 november;79.5;89.4;73.9;-2.7;-9.0;0.1
2377;29-30 Transportmiddelenindustrie;2009 december;125.1;230.3;80.6;45.6;196.8;-8.5
2378;29-30 Transportmiddelenindustrie;2009 4e kwartaal;90.3;136.6;70.0;5.8;37.8;-10.8
2379;29-30 Transportmiddelenindustrie;2009;68.7;93.2;57.7;-39.3;-22.1;-47.0
2380;29-30 Transportmiddelenindustrie;2010 januari;63.3;76.9;57.1;-31.1;12.9;-43.0
2381;29-30 Transportmiddelenindustrie;2010 februari;78.1;95.7;70.0;40.5;45.7;38.3
2382;29-30 Transportmiddelenindustrie;2010 maart;82.6;90.2;79.2;29.3;-15.0;72.9
2383;29-30 Transportmiddelenindustrie;2010 1e kwartaal;74.7;87.6;68.8;6.0;9.5;5.0
2384;29-30 Transportmiddelenindustrie;2010 april;81.2;86.5;78.7;73.1;17.5;122.3
2385;29-30 Transportmiddelenindustrie;2010 mei;112.3;89.1;122.8;118.9;26.7;186.9
2386;29-30 Transportmiddelenindustrie;2010 juni;89.9;93.3;88.4;58.0;12.8;94.3
2387;29-30 Transportmiddelenindustrie;2010 2e kwartaal;94.5;89.6;96.6;82.7;18.7;134.4
2388;29-30 Transportmiddelenindustrie;2010 juli;129.7;72.7;155.7;102.3;-25.3;212.0
2389;29-30 Transportmiddelenindustrie;2010 augustus;82.3;81.7;82.6;58.9;25.1;81.1
2390;29-30 Transportmiddelenindustrie;2010 september;124.8;156.3;110.5;75.0;96.1;65.2
2391;29-30 Transportmiddelenindustrie;2010 3e kwartaal;112.3;103.6;116.3;79.9;28.2;114.8
2392;29-30 Transportmiddelenindustrie;2010 oktober;94.9;104.5;90.4;43.4;15.9;62.9
2393;29-30 Transportmiddelenindustrie;2010 november;116.2;85.5;130.3;46.2;-4.4;76.3
2394;29-30 Transportmiddelenindustrie;2010 december;144.7;167.6;134.3;15.7;-27.2;66.6
2395;29-30 Transportmiddelenindustrie;2010 4e kwartaal;118.6;119.2;118.3;31.4;-12.8;69.0
2396;29-30 Transportmiddelenindustrie;2010;100.0;100.0;100.0;45.5;7.3;73.3
