ID;Geslacht;Leeftijd;Vervoerwijzen;Reismotieven;Marges;Perioden;RittenPerPersoonPerDagGemiddeld_1;AfgelegdeAfstandPerRitGemiddeld_2;ReisduurPerRit_3
4090;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2014;;;
4091;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2015;;;
4092;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2016;;;
4093;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2017;;;
4094;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2018;;;
4095;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2019;;;
4096;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2020;;;
4097;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2021;;;
4098;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2022;;;
4099;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2023;;;
4100;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;1999;;;
4101;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2000;;;
4102;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2001;;;
4103;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2002;;;
4104;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2003;;;
4105;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2004;;;
4106;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2005;;;
4107;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2006;;;
4108;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2007;;;
4109;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2008;;;
4110;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2009;;;
4111;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2010;;;
4112;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2011;;;
4113;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2012;;;
4114;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2013;;;
4115;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2014;;;
4116;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2015;;;
4117;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2016;;;
4118;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2017;;;
4119;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2018;;;
4120;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2019;;;
4121;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2020;;;
4122;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2021;;;
4123;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2022;;;
4124;Totaal mannen en vrouwen;51511;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2023;;;
4125;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;1999;;;
4126;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2000;;;
4127;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2001;;;
4128;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2002;;;
4129;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2003;;;
4130;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2004;;;
4131;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2005;;;
4132;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2006;;;
4133;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2007;;;
4134;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2008;;;
4135;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2009;;;
4136;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2010;;;
4137;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2011;;;
4138;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2012;;;
4139;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2013;;;
4140;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2014;;;
4141;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2015;;;
4142;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2016;;;
4143;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2017;;;
4144;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2018;;;
4145;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2019;;;
4146;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2020;;;
4147;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2021;;;
4148;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2022;;;
4149;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Waarde;2023;;;
4150;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;1999;;;
4151;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2000;;;
4152;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2001;;;
4153;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2002;;;
4154;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2003;;;
4155;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2004;;;
4156;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2005;;;
4157;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2006;;;
4158;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2007;;;
4159;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2008;;;
4160;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2009;;;
4161;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2010;;;
4162;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2011;;;
4163;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2012;;;
4164;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2013;;;
4165;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2014;;;
4166;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2015;;;
4167;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2016;;;
4168;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2017;;;
4169;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2018;;;
4170;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2019;;;
4171;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2020;;;
4172;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2021;;;
4173;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2022;;;
4174;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2023;;;
4175;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;1999;;;
4176;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2000;;;
4177;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2001;;;
4178;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2002;;;
4179;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2003;;;
4180;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2004;;;
4181;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2005;;;
4182;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2006;;;
4183;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2007;;;
4184;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2008;;;
4185;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2009;;;
4186;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2010;;;
4187;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2011;;;
4188;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2012;;;
4189;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2013;;;
4190;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2014;;;
4191;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2015;;;
4192;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2016;;;
4193;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2017;;;
4194;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2018;;;
4195;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2019;;;
4196;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2020;;;
4197;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2021;;;
4198;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2022;;;
4199;Totaal mannen en vrouwen;51511;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2023;;;
4200;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;1999;;;
4201;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2000;;;
4202;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2001;;;
4203;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2002;;;
4204;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2003;;;
4205;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2004;;;
4206;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2005;;;
4207;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2006;;;
4208;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2007;;;
4209;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2008;;;
4210;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2009;;;
4211;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2010;;;
4212;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2011;;;
4213;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2012;;;
4214;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2013;;;
4215;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2014;;;
4216;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2015;;;
4217;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2016;;;
4218;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2017;;;
4219;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2018;;;
4220;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2019;;;
4221;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2020;;;
4222;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2021;;;
4223;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2022;;;
4224;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2023;;;
4225;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;1999;;;
4226;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2000;;;
4227;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2001;;;
4228;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2002;;;
4229;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2003;;;
4230;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2004;;;
4231;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2005;;;
4232;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2006;;;
4233;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2007;;;
4234;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2008;;;
4235;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2009;;;
4236;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2010;;;
4237;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2011;;;
4238;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2012;;;
4239;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2013;;;
4240;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2014;;;
4241;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2015;;;
4242;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2016;;;
4243;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2017;;;
4244;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2018;;;
4245;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2019;;;
4246;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2020;;;
4247;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2021;;;
4248;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2022;;;
4249;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2023;;;
4250;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;1999;;;
4251;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2000;;;
4252;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2001;;;
4253;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2002;;;
4254;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2003;;;
4255;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2004;;;
4256;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2005;;;
4257;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2006;;;
4258;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2007;;;
4259;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2008;;;
4260;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2009;;;
4261;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2010;;;
4262;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2011;;;
4263;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2012;;;
4264;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2013;;;
4265;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2014;;;
4266;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2015;;;
4267;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2016;;;
4268;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2017;;;
4269;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2018;;;
4270;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2019;;;
4271;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2020;;;
4272;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2021;;;
4273;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2022;;;
4274;Totaal mannen en vrouwen;51511;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2023;;;
4275;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;1999;;;
4276;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2000;;;
4277;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2001;;;
4278;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2002;;;
4279;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2003;;;
4280;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2004;;;
4281;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2005;;;
4282;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2006;;;
4283;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2007;;;
4284;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2008;;;
4285;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2009;;;
4286;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2010;;;
4287;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2011;;;
4288;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2012;;;
4289;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2013;;;
4290;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2014;;;
4291;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2015;;;
4292;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2016;;;
4293;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2017;;;
4294;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2018;;;
4295;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2019;;;
4296;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2020;;;
4297;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2021;;;
4298;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2022;;;
4299;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2023;;;
4300;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;1999;;;
4301;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2000;;;
4302;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2001;;;
4303;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2002;;;
4304;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2003;;;
4305;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2004;;;
4306;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2005;;;
4307;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2006;;;
4308;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2007;;;
4309;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2008;;;
4310;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2009;;;
4311;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2010;;;
4312;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2011;;;
4313;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2012;;;
4314;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2013;;;
4315;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2014;;;
4316;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2015;;;
4317;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2016;;;
4318;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2017;;;
4319;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2018;;;
4320;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2019;;;
4321;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2020;;;
4322;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2021;;;
4323;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2022;;;
4324;Totaal mannen en vrouwen;51511;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2023;;;
