ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
3533;Listed monuments total;Achtkarspelen;2018;66
3534;Listed monuments total;Achtkarspelen;2019;66
3535;Listed monuments total;Achtkarspelen;2020;66
3536;Listed monuments total;Achtkarspelen;2021;66
3537;Listed monuments total;Achtkarspelen;2022;65
3538;Listed monuments total;Alblasserdam;1965;0
3539;Listed monuments total;Alblasserdam;1966;0
3540;Listed monuments total;Alblasserdam;1967;0
3541;Listed monuments total;Alblasserdam;1968;10
3542;Listed monuments total;Alblasserdam;1969;10
3543;Listed monuments total;Alblasserdam;1970;10
3544;Listed monuments total;Alblasserdam;1971;10
3545;Listed monuments total;Alblasserdam;1972;11
3546;Listed monuments total;Alblasserdam;1973;11
3547;Listed monuments total;Alblasserdam;1974;11
3548;Listed monuments total;Alblasserdam;1975;11
3549;Listed monuments total;Alblasserdam;1976;11
3550;Listed monuments total;Alblasserdam;1977;11
3551;Listed monuments total;Alblasserdam;1978;12
3552;Listed monuments total;Alblasserdam;1979;12
3553;Listed monuments total;Alblasserdam;1980;12
3554;Listed monuments total;Alblasserdam;1981;12
3555;Listed monuments total;Alblasserdam;1982;12
3556;Listed monuments total;Alblasserdam;1983;12
3557;Listed monuments total;Alblasserdam;1984;15
3558;Listed monuments total;Alblasserdam;1985;15
3559;Listed monuments total;Alblasserdam;1986;15
3560;Listed monuments total;Alblasserdam;1987;15
3561;Listed monuments total;Alblasserdam;1988;15
3562;Listed monuments total;Alblasserdam;1989;15
3563;Listed monuments total;Alblasserdam;1990;15
3564;Listed monuments total;Alblasserdam;1991;15
3565;Listed monuments total;Alblasserdam;1992;15
3566;Listed monuments total;Alblasserdam;1993;15
3567;Listed monuments total;Alblasserdam;1994;15
3568;Listed monuments total;Alblasserdam;1995;15
3569;Listed monuments total;Alblasserdam;1996;15
3570;Listed monuments total;Alblasserdam;1997;15
3571;Listed monuments total;Alblasserdam;1998;15
3572;Listed monuments total;Alblasserdam;1999;15
3573;Listed monuments total;Alblasserdam;2000;21
3574;Listed monuments total;Alblasserdam;2001;21
3575;Listed monuments total;Alblasserdam;2002;21
3576;Listed monuments total;Alblasserdam;2003;21
3577;Listed monuments total;Alblasserdam;2004;21
3578;Listed monuments total;Alblasserdam;2005;21
3579;Listed monuments total;Alblasserdam;2006;23
3580;Listed monuments total;Alblasserdam;2007;23
3581;Listed monuments total;Alblasserdam;2008;23
3582;Listed monuments total;Alblasserdam;2009;23
3583;Listed monuments total;Alblasserdam;2010;23
3584;Listed monuments total;Alblasserdam;2011;23
3585;Listed monuments total;Alblasserdam;2012;23
3586;Listed monuments total;Alblasserdam;2013;23
3587;Listed monuments total;Alblasserdam;2014;23
3588;Listed monuments total;Alblasserdam;2015;23
3589;Listed monuments total;Alblasserdam;2016;23
3590;Listed monuments total;Alblasserdam;2017;23
3591;Listed monuments total;Alblasserdam;2018;23
3592;Listed monuments total;Alblasserdam;2019;23
3593;Listed monuments total;Alblasserdam;2020;23
3594;Listed monuments total;Alblasserdam;2021;23
3595;Listed monuments total;Alblasserdam;2022;23
3596;Listed monuments total;Albrandswaard;1965;0
3597;Listed monuments total;Albrandswaard;1966;16
3598;Listed monuments total;Albrandswaard;1967;16
3599;Listed monuments total;Albrandswaard;1968;16
3600;Listed monuments total;Albrandswaard;1969;16
3601;Listed monuments total;Albrandswaard;1970;16
3602;Listed monuments total;Albrandswaard;1971;16
3603;Listed monuments total;Albrandswaard;1972;16
3604;Listed monuments total;Albrandswaard;1973;16
3605;Listed monuments total;Albrandswaard;1974;18
3606;Listed monuments total;Albrandswaard;1975;18
3607;Listed monuments total;Albrandswaard;1976;18
3608;Listed monuments total;Albrandswaard;1977;18
3609;Listed monuments total;Albrandswaard;1978;18
3610;Listed monuments total;Albrandswaard;1979;18
3611;Listed monuments total;Albrandswaard;1980;18
3612;Listed monuments total;Albrandswaard;1981;18
3613;Listed monuments total;Albrandswaard;1982;18
3614;Listed monuments total;Albrandswaard;1983;18
3615;Listed monuments total;Albrandswaard;1984;18
3616;Listed monuments total;Albrandswaard;1985;18
3617;Listed monuments total;Albrandswaard;1986;18
3618;Listed monuments total;Albrandswaard;1987;18
3619;Listed monuments total;Albrandswaard;1988;18
3620;Listed monuments total;Albrandswaard;1989;18
3621;Listed monuments total;Albrandswaard;1990;18
3622;Listed monuments total;Albrandswaard;1991;18
3623;Listed monuments total;Albrandswaard;1992;18
3624;Listed monuments total;Albrandswaard;1993;18
3625;Listed monuments total;Albrandswaard;1994;18
3626;Listed monuments total;Albrandswaard;1995;18
3627;Listed monuments total;Albrandswaard;1996;18
3628;Listed monuments total;Albrandswaard;1997;18
3629;Listed monuments total;Albrandswaard;1998;18
3630;Listed monuments total;Albrandswaard;1999;18
3631;Listed monuments total;Albrandswaard;2000;18
3632;Listed monuments total;Albrandswaard;2001;28
3633;Listed monuments total;Albrandswaard;2002;28
3634;Listed monuments total;Albrandswaard;2003;28
3635;Listed monuments total;Albrandswaard;2004;28
3636;Listed monuments total;Albrandswaard;2005;29
3637;Listed monuments total;Albrandswaard;2006;29
3638;Listed monuments total;Albrandswaard;2007;29
3639;Listed monuments total;Albrandswaard;2008;29
3640;Listed monuments total;Albrandswaard;2009;29
3641;Listed monuments total;Albrandswaard;2010;29
3642;Listed monuments total;Albrandswaard;2011;29
3643;Listed monuments total;Albrandswaard;2012;29
3644;Listed monuments total;Albrandswaard;2013;29
3645;Listed monuments total;Albrandswaard;2014;29
3646;Listed monuments total;Albrandswaard;2015;29
3647;Listed monuments total;Albrandswaard;2016;29
3648;Listed monuments total;Albrandswaard;2017;29
3649;Listed monuments total;Albrandswaard;2018;29
3650;Listed monuments total;Albrandswaard;2019;29
3651;Listed monuments total;Albrandswaard;2020;29
3652;Listed monuments total;Albrandswaard;2021;29
3653;Listed monuments total;Albrandswaard;2022;29
3654;Listed monuments total;Alkmaar;1965;0
3655;Listed monuments total;Alkmaar;1966;0
3656;Listed monuments total;Alkmaar;1967;117
3657;Listed monuments total;Alkmaar;1968;118
3658;Listed monuments total;Alkmaar;1969;423
3659;Listed monuments total;Alkmaar;1970;423
3660;Listed monuments total;Alkmaar;1971;425
3661;Listed monuments total;Alkmaar;1972;430
3662;Listed monuments total;Alkmaar;1973;447
3663;Listed monuments total;Alkmaar;1974;453
3664;Listed monuments total;Alkmaar;1975;459
3665;Listed monuments total;Alkmaar;1976;480
3666;Listed monuments total;Alkmaar;1977;482
3667;Listed monuments total;Alkmaar;1978;484
3668;Listed monuments total;Alkmaar;1979;489
3669;Listed monuments total;Alkmaar;1980;489
3670;Listed monuments total;Alkmaar;1981;490
3671;Listed monuments total;Alkmaar;1982;490
3672;Listed monuments total;Alkmaar;1983;490
3673;Listed monuments total;Alkmaar;1984;491
3674;Listed monuments total;Alkmaar;1985;492
3675;Listed monuments total;Alkmaar;1986;493
3676;Listed monuments total;Alkmaar;1987;493
3677;Listed monuments total;Alkmaar;1988;493
3678;Listed monuments total;Alkmaar;1989;494
3679;Listed monuments total;Alkmaar;1990;493
3680;Listed monuments total;Alkmaar;1991;493
3681;Listed monuments total;Alkmaar;1992;493
3682;Listed monuments total;Alkmaar;1993;492
3683;Listed monuments total;Alkmaar;1994;492
3684;Listed monuments total;Alkmaar;1995;492
3685;Listed monuments total;Alkmaar;1996;492
3686;Listed monuments total;Alkmaar;1997;514
3687;Listed monuments total;Alkmaar;1998;514
3688;Listed monuments total;Alkmaar;1999;514
3689;Listed monuments total;Alkmaar;2000;514
3690;Listed monuments total;Alkmaar;2001;514
3691;Listed monuments total;Alkmaar;2002;577
3692;Listed monuments total;Alkmaar;2003;577
3693;Listed monuments total;Alkmaar;2004;579
3694;Listed monuments total;Alkmaar;2005;579
3695;Listed monuments total;Alkmaar;2006;579
3696;Listed monuments total;Alkmaar;2007;579
3697;Listed monuments total;Alkmaar;2008;579
3698;Listed monuments total;Alkmaar;2009;582
3699;Listed monuments total;Alkmaar;2010;582
3700;Listed monuments total;Alkmaar;2011;582
3701;Listed monuments total;Alkmaar;2012;582
3702;Listed monuments total;Alkmaar;2013;580
3703;Listed monuments total;Alkmaar;2014;580
3704;Listed monuments total;Alkmaar;2015;579
3705;Listed monuments total;Alkmaar;2016;579
3706;Listed monuments total;Alkmaar;2017;579
3707;Listed monuments total;Alkmaar;2018;579
3708;Listed monuments total;Alkmaar;2019;579
3709;Listed monuments total;Alkmaar;2020;578
3710;Listed monuments total;Alkmaar;2021;578
3711;Listed monuments total;Alkmaar;2022;578
3712;Listed monuments total;Almelo;1965;0
3713;Listed monuments total;Almelo;1966;0
3714;Listed monuments total;Almelo;1967;0
3715;Listed monuments total;Almelo;1968;0
3716;Listed monuments total;Almelo;1969;0
3717;Listed monuments total;Almelo;1970;0
3718;Listed monuments total;Almelo;1971;14
3719;Listed monuments total;Almelo;1972;14
3720;Listed monuments total;Almelo;1973;15
3721;Listed monuments total;Almelo;1974;15
3722;Listed monuments total;Almelo;1975;16
3723;Listed monuments total;Almelo;1976;18
3724;Listed monuments total;Almelo;1977;18
3725;Listed monuments total;Almelo;1978;19
3726;Listed monuments total;Almelo;1979;20
3727;Listed monuments total;Almelo;1980;20
3728;Listed monuments total;Almelo;1981;20
3729;Listed monuments total;Almelo;1982;20
3730;Listed monuments total;Almelo;1983;20
3731;Listed monuments total;Almelo;1984;20
3732;Listed monuments total;Almelo;1985;20
3733;Listed monuments total;Almelo;1986;20
3734;Listed monuments total;Almelo;1987;20
3735;Listed monuments total;Almelo;1988;20
3736;Listed monuments total;Almelo;1989;20
3737;Listed monuments total;Almelo;1990;20
3738;Listed monuments total;Almelo;1991;20
3739;Listed monuments total;Almelo;1992;20
3740;Listed monuments total;Almelo;1993;20
3741;Listed monuments total;Almelo;1994;20
3742;Listed monuments total;Almelo;1995;20
3743;Listed monuments total;Almelo;1996;20
3744;Listed monuments total;Almelo;1997;67
3745;Listed monuments total;Almelo;1998;67
3746;Listed monuments total;Almelo;1999;67
3747;Listed monuments total;Almelo;2000;67
3748;Listed monuments total;Almelo;2001;67
3749;Listed monuments total;Almelo;2002;67
3750;Listed monuments total;Almelo;2003;67
3751;Listed monuments total;Almelo;2004;67
3752;Listed monuments total;Almelo;2005;68
3753;Listed monuments total;Almelo;2006;81
3754;Listed monuments total;Almelo;2007;81
3755;Listed monuments total;Almelo;2008;81
3756;Listed monuments total;Almelo;2009;81
3757;Listed monuments total;Almelo;2010;81
3758;Listed monuments total;Almelo;2011;82
3759;Listed monuments total;Almelo;2012;82
3760;Listed monuments total;Almelo;2013;77
3761;Listed monuments total;Almelo;2014;77
3762;Listed monuments total;Almelo;2015;78
3763;Listed monuments total;Almelo;2016;78
3764;Listed monuments total;Almelo;2017;78
3765;Listed monuments total;Almelo;2018;77
3766;Listed monuments total;Almelo;2019;77
3767;Listed monuments total;Almelo;2020;77
3768;Listed monuments total;Almelo;2021;77
3769;Listed monuments total;Almelo;2022;77
3770;Listed monuments total;Almere;1965;0
3771;Listed monuments total;Almere;1966;0
3772;Listed monuments total;Almere;1967;0
3773;Listed monuments total;Almere;1968;0
3774;Listed monuments total;Almere;1969;0
3775;Listed monuments total;Almere;1970;0
3776;Listed monuments total;Almere;1971;0
3777;Listed monuments total;Almere;1972;0
3778;Listed monuments total;Almere;1973;0
3779;Listed monuments total;Almere;1974;0
3780;Listed monuments total;Almere;1975;0
3781;Listed monuments total;Almere;1976;0
3782;Listed monuments total;Almere;1977;0
3783;Listed monuments total;Almere;1978;0
3784;Listed monuments total;Almere;1979;0
3785;Listed monuments total;Almere;1980;0
3786;Listed monuments total;Almere;1981;0
3787;Listed monuments total;Almere;1982;0
3788;Listed monuments total;Almere;1983;0
3789;Listed monuments total;Almere;1984;0
3790;Listed monuments total;Almere;1985;0
3791;Listed monuments total;Almere;1986;0
3792;Listed monuments total;Almere;1987;0
3793;Listed monuments total;Almere;1988;0
3794;Listed monuments total;Almere;1989;0
3795;Listed monuments total;Almere;1990;0
3796;Listed monuments total;Almere;1991;0
3797;Listed monuments total;Almere;1992;0
3798;Listed monuments total;Almere;1993;0
3799;Listed monuments total;Almere;1994;0
3800;Listed monuments total;Almere;1995;0
3801;Listed monuments total;Almere;1996;0
3802;Listed monuments total;Almere;1997;0
3803;Listed monuments total;Almere;1998;0
3804;Listed monuments total;Almere;1999;0
3805;Listed monuments total;Almere;2000;4
3806;Listed monuments total;Almere;2001;4
3807;Listed monuments total;Almere;2002;4
3808;Listed monuments total;Almere;2003;4
3809;Listed monuments total;Almere;2004;4
3810;Listed monuments total;Almere;2005;4
3811;Listed monuments total;Almere;2006;4
3812;Listed monuments total;Almere;2007;4
3813;Listed monuments total;Almere;2008;4
3814;Listed monuments total;Almere;2009;4
3815;Listed monuments total;Almere;2010;4
3816;Listed monuments total;Almere;2011;4
3817;Listed monuments total;Almere;2012;15
3818;Listed monuments total;Almere;2013;15
3819;Listed monuments total;Almere;2014;15
3820;Listed monuments total;Almere;2015;15
3821;Listed monuments total;Almere;2016;15
3822;Listed monuments total;Almere;2017;15
3823;Listed monuments total;Almere;2018;15
3824;Listed monuments total;Almere;2019;15
3825;Listed monuments total;Almere;2020;15
3826;Listed monuments total;Almere;2021;15
3827;Listed monuments total;Almere;2022;15
3828;Listed monuments total;Alphen aan den Rijn;1965;0
3829;Listed monuments total;Alphen aan den Rijn;1966;0
3830;Listed monuments total;Alphen aan den Rijn;1967;0
3831;Listed monuments total;Alphen aan den Rijn;1968;0
3832;Listed monuments total;Alphen aan den Rijn;1969;0
3833;Listed monuments total;Alphen aan den Rijn;1970;0
3834;Listed monuments total;Alphen aan den Rijn;1971;0
3835;Listed monuments total;Alphen aan den Rijn;1972;52
3836;Listed monuments total;Alphen aan den Rijn;1973;71
3837;Listed monuments total;Alphen aan den Rijn;1974;76
3838;Listed monuments total;Alphen aan den Rijn;1975;82
3839;Listed monuments total;Alphen aan den Rijn;1976;85
3840;Listed monuments total;Alphen aan den Rijn;1977;85
3841;Listed monuments total;Alphen aan den Rijn;1978;87
3842;Listed monuments total;Alphen aan den Rijn;1979;87
3843;Listed monuments total;Alphen aan den Rijn;1980;90
3844;Listed monuments total;Alphen aan den Rijn;1981;90
3845;Listed monuments total;Alphen aan den Rijn;1982;90
3846;Listed monuments total;Alphen aan den Rijn;1983;90
3847;Listed monuments total;Alphen aan den Rijn;1984;90
3848;Listed monuments total;Alphen aan den Rijn;1985;90
3849;Listed monuments total;Alphen aan den Rijn;1986;90
3850;Listed monuments total;Alphen aan den Rijn;1987;90
3851;Listed monuments total;Alphen aan den Rijn;1988;90
3852;Listed monuments total;Alphen aan den Rijn;1989;89
3853;Listed monuments total;Alphen aan den Rijn;1990;89
3854;Listed monuments total;Alphen aan den Rijn;1991;89
3855;Listed monuments total;Alphen aan den Rijn;1992;89
3856;Listed monuments total;Alphen aan den Rijn;1993;89
3857;Listed monuments total;Alphen aan den Rijn;1994;89
3858;Listed monuments total;Alphen aan den Rijn;1995;89
3859;Listed monuments total;Alphen aan den Rijn;1996;89
3860;Listed monuments total;Alphen aan den Rijn;1997;89
3861;Listed monuments total;Alphen aan den Rijn;1998;89
3862;Listed monuments total;Alphen aan den Rijn;1999;94
3863;Listed monuments total;Alphen aan den Rijn;2000;95
3864;Listed monuments total;Alphen aan den Rijn;2001;152
3865;Listed monuments total;Alphen aan den Rijn;2002;166
3866;Listed monuments total;Alphen aan den Rijn;2003;166
3867;Listed monuments total;Alphen aan den Rijn;2004;167
3868;Listed monuments total;Alphen aan den Rijn;2005;167
3869;Listed monuments total;Alphen aan den Rijn;2006;168
3870;Listed monuments total;Alphen aan den Rijn;2007;168
3871;Listed monuments total;Alphen aan den Rijn;2008;168
3872;Listed monuments total;Alphen aan den Rijn;2009;168
3873;Listed monuments total;Alphen aan den Rijn;2010;168
3874;Listed monuments total;Alphen aan den Rijn;2011;168
3875;Listed monuments total;Alphen aan den Rijn;2012;168
3876;Listed monuments total;Alphen aan den Rijn;2013;168
3877;Listed monuments total;Alphen aan den Rijn;2014;168
3878;Listed monuments total;Alphen aan den Rijn;2015;168
3879;Listed monuments total;Alphen aan den Rijn;2016;168
3880;Listed monuments total;Alphen aan den Rijn;2017;168
3881;Listed monuments total;Alphen aan den Rijn;2018;168
3882;Listed monuments total;Alphen aan den Rijn;2019;168
3883;Listed monuments total;Alphen aan den Rijn;2020;168
3884;Listed monuments total;Alphen aan den Rijn;2021;168
3885;Listed monuments total;Alphen aan den Rijn;2022;168
3886;Listed monuments total;Alphen-Chaam;1965;0
3887;Listed monuments total;Alphen-Chaam;1966;0
3888;Listed monuments total;Alphen-Chaam;1967;0
3889;Listed monuments total;Alphen-Chaam;1968;3
3890;Listed monuments total;Alphen-Chaam;1969;3
3891;Listed monuments total;Alphen-Chaam;1970;3
3892;Listed monuments total;Alphen-Chaam;1971;11
3893;Listed monuments total;Alphen-Chaam;1972;11
3894;Listed monuments total;Alphen-Chaam;1973;11
3895;Listed monuments total;Alphen-Chaam;1974;11
3896;Listed monuments total;Alphen-Chaam;1975;12
3897;Listed monuments total;Alphen-Chaam;1976;13
3898;Listed monuments total;Alphen-Chaam;1977;13
3899;Listed monuments total;Alphen-Chaam;1978;13
3900;Listed monuments total;Alphen-Chaam;1979;13
3901;Listed monuments total;Alphen-Chaam;1980;13
3902;Listed monuments total;Alphen-Chaam;1981;13
3903;Listed monuments total;Alphen-Chaam;1982;13
3904;Listed monuments total;Alphen-Chaam;1983;14
3905;Listed monuments total;Alphen-Chaam;1984;14
3906;Listed monuments total;Alphen-Chaam;1985;14
3907;Listed monuments total;Alphen-Chaam;1986;14
3908;Listed monuments total;Alphen-Chaam;1987;14
3909;Listed monuments total;Alphen-Chaam;1988;15
3910;Listed monuments total;Alphen-Chaam;1989;15
3911;Listed monuments total;Alphen-Chaam;1990;15
3912;Listed monuments total;Alphen-Chaam;1991;15
3913;Listed monuments total;Alphen-Chaam;1992;15
3914;Listed monuments total;Alphen-Chaam;1993;15
3915;Listed monuments total;Alphen-Chaam;1994;15
3916;Listed monuments total;Alphen-Chaam;1995;15
3917;Listed monuments total;Alphen-Chaam;1996;16
3918;Listed monuments total;Alphen-Chaam;1997;17
3919;Listed monuments total;Alphen-Chaam;1998;17
3920;Listed monuments total;Alphen-Chaam;1999;17
3921;Listed monuments total;Alphen-Chaam;2000;21
3922;Listed monuments total;Alphen-Chaam;2001;33
3923;Listed monuments total;Alphen-Chaam;2002;49
3924;Listed monuments total;Alphen-Chaam;2003;54
3925;Listed monuments total;Alphen-Chaam;2004;54
3926;Listed monuments total;Alphen-Chaam;2005;54
3927;Listed monuments total;Alphen-Chaam;2006;62
3928;Listed monuments total;Alphen-Chaam;2007;62
3929;Listed monuments total;Alphen-Chaam;2008;62
3930;Listed monuments total;Alphen-Chaam;2009;62
3931;Listed monuments total;Alphen-Chaam;2010;63
3932;Listed monuments total;Alphen-Chaam;2011;63
3933;Listed monuments total;Alphen-Chaam;2012;63
3934;Listed monuments total;Alphen-Chaam;2013;61
3935;Listed monuments total;Alphen-Chaam;2014;61
3936;Listed monuments total;Alphen-Chaam;2015;61
3937;Listed monuments total;Alphen-Chaam;2016;61
3938;Listed monuments total;Alphen-Chaam;2017;61
3939;Listed monuments total;Alphen-Chaam;2018;61
3940;Listed monuments total;Alphen-Chaam;2019;60
3941;Listed monuments total;Alphen-Chaam;2020;60
3942;Listed monuments total;Alphen-Chaam;2021;60
3943;Listed monuments total;Alphen-Chaam;2022;60
3944;Listed monuments total;Altena;1965;0
3945;Listed monuments total;Altena;1966;0
3946;Listed monuments total;Altena;1967;0
3947;Listed monuments total;Altena;1968;17
3948;Listed monuments total;Altena;1969;17
3949;Listed monuments total;Altena;1970;66
3950;Listed monuments total;Altena;1971;67
3951;Listed monuments total;Altena;1972;68
3952;Listed monuments total;Altena;1973;77
3953;Listed monuments total;Altena;1974;77
3954;Listed monuments total;Altena;1975;80
3955;Listed monuments total;Altena;1976;93
3956;Listed monuments total;Altena;1977;94
3957;Listed monuments total;Altena;1978;98
3958;Listed monuments total;Altena;1979;116
3959;Listed monuments total;Altena;1980;121
3960;Listed monuments total;Altena;1981;121
3961;Listed monuments total;Altena;1982;122
3962;Listed monuments total;Altena;1983;122
3963;Listed monuments total;Altena;1984;122
3964;Listed monuments total;Altena;1985;122
3965;Listed monuments total;Altena;1986;122
3966;Listed monuments total;Altena;1987;122
3967;Listed monuments total;Altena;1988;122
3968;Listed monuments total;Altena;1989;132
3969;Listed monuments total;Altena;1990;132
3970;Listed monuments total;Altena;1991;132
3971;Listed monuments total;Altena;1992;133
3972;Listed monuments total;Altena;1993;133
3973;Listed monuments total;Altena;1994;133
3974;Listed monuments total;Altena;1995;133
3975;Listed monuments total;Altena;1996;133
3976;Listed monuments total;Altena;1997;134
3977;Listed monuments total;Altena;1998;135
3978;Listed monuments total;Altena;1999;136
3979;Listed monuments total;Altena;2000;136
3980;Listed monuments total;Altena;2001;156
3981;Listed monuments total;Altena;2002;184
3982;Listed monuments total;Altena;2003;186
3983;Listed monuments total;Altena;2004;197
3984;Listed monuments total;Altena;2005;197
3985;Listed monuments total;Altena;2006;200
3986;Listed monuments total;Altena;2007;200
3987;Listed monuments total;Altena;2008;200
3988;Listed monuments total;Altena;2009;200
3989;Listed monuments total;Altena;2010;200
3990;Listed monuments total;Altena;2011;200
3991;Listed monuments total;Altena;2012;200
3992;Listed monuments total;Altena;2013;196
3993;Listed monuments total;Altena;2014;196
3994;Listed monuments total;Altena;2015;227
3995;Listed monuments total;Altena;2016;222
3996;Listed monuments total;Altena;2017;226
3997;Listed monuments total;Altena;2018;222
3998;Listed monuments total;Altena;2019;221
3999;Listed monuments total;Altena;2020;221
4000;Listed monuments total;Altena;2021;221
4001;Listed monuments total;Altena;2022;221
4002;Listed monuments total;Ameland;1965;0
4003;Listed monuments total;Ameland;1966;0
4004;Listed monuments total;Ameland;1967;103
4005;Listed monuments total;Ameland;1968;103
4006;Listed monuments total;Ameland;1969;103
4007;Listed monuments total;Ameland;1970;103
4008;Listed monuments total;Ameland;1971;104
4009;Listed monuments total;Ameland;1972;107
4010;Listed monuments total;Ameland;1973;107
4011;Listed monuments total;Ameland;1974;108
4012;Listed monuments total;Ameland;1975;108
4013;Listed monuments total;Ameland;1976;110
4014;Listed monuments total;Ameland;1977;110
4015;Listed monuments total;Ameland;1978;110
4016;Listed monuments total;Ameland;1979;110
4017;Listed monuments total;Ameland;1980;110
4018;Listed monuments total;Ameland;1981;110
4019;Listed monuments total;Ameland;1982;111
4020;Listed monuments total;Ameland;1983;111
4021;Listed monuments total;Ameland;1984;111
4022;Listed monuments total;Ameland;1985;111
4023;Listed monuments total;Ameland;1986;111
4024;Listed monuments total;Ameland;1987;111
4025;Listed monuments total;Ameland;1988;112
4026;Listed monuments total;Ameland;1989;112
4027;Listed monuments total;Ameland;1990;112
4028;Listed monuments total;Ameland;1991;112
4029;Listed monuments total;Ameland;1992;112
4030;Listed monuments total;Ameland;1993;112
4031;Listed monuments total;Ameland;1994;112
4032;Listed monuments total;Ameland;1995;112
4033;Listed monuments total;Ameland;1996;112
4034;Listed monuments total;Ameland;1997;112
4035;Listed monuments total;Ameland;1998;112
4036;Listed monuments total;Ameland;1999;115
4037;Listed monuments total;Ameland;2000;115
4038;Listed monuments total;Ameland;2001;115
4039;Listed monuments total;Ameland;2002;115
4040;Listed monuments total;Ameland;2003;115
4041;Listed monuments total;Ameland;2004;115
4042;Listed monuments total;Ameland;2005;115
4043;Listed monuments total;Ameland;2006;115
4044;Listed monuments total;Ameland;2007;115
4045;Listed monuments total;Ameland;2008;115
4046;Listed monuments total;Ameland;2009;115
4047;Listed monuments total;Ameland;2010;115
4048;Listed monuments total;Ameland;2011;115
4049;Listed monuments total;Ameland;2012;114
4050;Listed monuments total;Ameland;2013;113
4051;Listed monuments total;Ameland;2014;112
4052;Listed monuments total;Ameland;2015;112
4053;Listed monuments total;Ameland;2016;112
4054;Listed monuments total;Ameland;2017;112
4055;Listed monuments total;Ameland;2018;112
4056;Listed monuments total;Ameland;2019;112
4057;Listed monuments total;Ameland;2020;112
4058;Listed monuments total;Ameland;2021;112
4059;Listed monuments total;Ameland;2022;112
4060;Listed monuments total;Amersfoort;1965;0
4061;Listed monuments total;Amersfoort;1966;309
4062;Listed monuments total;Amersfoort;1967;314
4063;Listed monuments total;Amersfoort;1968;316
4064;Listed monuments total;Amersfoort;1969;317
4065;Listed monuments total;Amersfoort;1970;319
4066;Listed monuments total;Amersfoort;1971;319
4067;Listed monuments total;Amersfoort;1972;319
4068;Listed monuments total;Amersfoort;1973;321
4069;Listed monuments total;Amersfoort;1974;321
4070;Listed monuments total;Amersfoort;1975;324
4071;Listed monuments total;Amersfoort;1976;324
4072;Listed monuments total;Amersfoort;1977;324
4073;Listed monuments total;Amersfoort;1978;324
4074;Listed monuments total;Amersfoort;1979;324
4075;Listed monuments total;Amersfoort;1980;325
4076;Listed monuments total;Amersfoort;1981;326
4077;Listed monuments total;Amersfoort;1982;326
4078;Listed monuments total;Amersfoort;1983;326
4079;Listed monuments total;Amersfoort;1984;326
4080;Listed monuments total;Amersfoort;1985;326
4081;Listed monuments total;Amersfoort;1986;326
4082;Listed monuments total;Amersfoort;1987;326
4083;Listed monuments total;Amersfoort;1988;326
4084;Listed monuments total;Amersfoort;1989;327
4085;Listed monuments total;Amersfoort;1990;327
4086;Listed monuments total;Amersfoort;1991;327
4087;Listed monuments total;Amersfoort;1992;327
4088;Listed monuments total;Amersfoort;1993;327
4089;Listed monuments total;Amersfoort;1994;327
4090;Listed monuments total;Amersfoort;1995;327
4091;Listed monuments total;Amersfoort;1996;328
4092;Listed monuments total;Amersfoort;1997;328
4093;Listed monuments total;Amersfoort;1998;328
4094;Listed monuments total;Amersfoort;1999;328
4095;Listed monuments total;Amersfoort;2000;408
4096;Listed monuments total;Amersfoort;2001;414
4097;Listed monuments total;Amersfoort;2002;416
4098;Listed monuments total;Amersfoort;2003;416
4099;Listed monuments total;Amersfoort;2004;421
4100;Listed monuments total;Amersfoort;2005;421
4101;Listed monuments total;Amersfoort;2006;431
4102;Listed monuments total;Amersfoort;2007;436
4103;Listed monuments total;Amersfoort;2008;436
4104;Listed monuments total;Amersfoort;2009;436
4105;Listed monuments total;Amersfoort;2010;437
4106;Listed monuments total;Amersfoort;2011;464
4107;Listed monuments total;Amersfoort;2012;464
4108;Listed monuments total;Amersfoort;2013;462
4109;Listed monuments total;Amersfoort;2014;462
4110;Listed monuments total;Amersfoort;2015;462
4111;Listed monuments total;Amersfoort;2016;462
4112;Listed monuments total;Amersfoort;2017;462
4113;Listed monuments total;Amersfoort;2018;462
4114;Listed monuments total;Amersfoort;2019;461
4115;Listed monuments total;Amersfoort;2020;461
4116;Listed monuments total;Amersfoort;2021;461
4117;Listed monuments total;Amersfoort;2022;460
4118;Listed monuments total;Amstelveen;1965;0
4119;Listed monuments total;Amstelveen;1966;0
4120;Listed monuments total;Amstelveen;1967;0
4121;Listed monuments total;Amstelveen;1968;0
4122;Listed monuments total;Amstelveen;1969;0
4123;Listed monuments total;Amstelveen;1970;22
4124;Listed monuments total;Amstelveen;1971;22
4125;Listed monuments total;Amstelveen;1972;22
4126;Listed monuments total;Amstelveen;1973;22
4127;Listed monuments total;Amstelveen;1974;22
4128;Listed monuments total;Amstelveen;1975;23
4129;Listed monuments total;Amstelveen;1976;25
4130;Listed monuments total;Amstelveen;1977;25
4131;Listed monuments total;Amstelveen;1978;25
4132;Listed monuments total;Amstelveen;1979;25
4133;Listed monuments total;Amstelveen;1980;25
4134;Listed monuments total;Amstelveen;1981;25
4135;Listed monuments total;Amstelveen;1982;25
4136;Listed monuments total;Amstelveen;1983;25
4137;Listed monuments total;Amstelveen;1984;25
4138;Listed monuments total;Amstelveen;1985;25
