ID;EigenaarHuurder;Huishoudenskenmerken;Woningkenmerken;Regiokenmerken;Perioden;AantalHuishoudens_1;TotaleWoonlasten_2;NettoWoonlasten_3;BijkomendeWoonlasten_4;Woonquote_5;TotaleWoonlasten_6;NettoWoonlasten_7;BijkomendeWoonlasten_8;Woonquote_9
2065;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Flevoland (PV);2018;10.6;753.0;520.0;232.0;26.8;664.0;434.0;218.0;25.0
2066;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Flevoland (PV);2019;10.6;767.0;525.0;242.0;26.2;680.0;438.0;229.0;24.2
2067;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Flevoland (PV);2020;10.5;754.0;531.0;224.0;25.2;668.0;444.0;210.0;23.2
2068;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Flevoland (PV);2021;10.5;794.0;552.0;242.0;25.3;695.0;455.0;227.0;23.1
2069;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Flevoland (PV);2022;10.6;763.0;550.0;212.0;22.7;669.0;451.0;204.0;20.5
2070;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Gelderland (PV);2018;190.1;736.0;529.0;207.0;26.9;635.0;437.0;197.0;25.2
2071;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Gelderland (PV);2019;189.6;747.0;530.0;216.0;26.5;653.0;445.0;207.0;24.8
2072;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Gelderland (PV);2020;190.0;738.0;541.0;197.0;25.1;638.0;450.0;188.0;23.5
2073;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Gelderland (PV);2021;189.9;762.0;548.0;214.0;25.2;662.0;457.0;204.0;23.4
2074;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Gelderland (PV);2022;190.4;717.0;533.0;184.0;22.3;641.0;454.0;176.0;20.5
2075;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Utrecht (PV);2018;102.6;750.0;553.0;196.0;26.9;635.0;450.0;186.0;25.3
2076;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Utrecht (PV);2019;105.5;765.0;563.0;202.0;26.3;649.0;459.0;190.0;24.8
2077;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Utrecht (PV);2020;105.7;760.0;576.0;184.0;25.0;639.0;467.0;173.0;23.4
2078;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Utrecht (PV);2021;105.1;788.0;587.0;201.0;25.2;667.0;478.0;188.0;23.5
2079;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Utrecht (PV);2022;105.1;730.0;565.0;165.0;22.0;642.0;473.0;157.0;20.1
2080;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Holland (PV);2018;238.4;738.0;536.0;202.0;27.7;632.0;441.0;193.0;26.1
2081;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Holland (PV);2019;238.2;766.0;553.0;213.0;27.5;654.0;452.0;204.0;25.8
2082;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Holland (PV);2020;238.7;759.0;565.0;194.0;26.2;642.0;459.0;185.0;24.6
2083;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Holland (PV);2021;238.5;789.0;578.0;211.0;26.7;673.0;474.0;201.0;24.8
2084;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Holland (PV);2022;238.5;737.0;564.0;173.0;23.1;644.0;468.0;169.0;21.1
2085;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuid-Holland (PV);2018;342.8;692.0;497.0;195.0;27.6;605.0;420.0;187.0;26.4
2086;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuid-Holland (PV);2019;338.3;715.0;511.0;204.0;27.2;622.0;427.0;196.0;26.0
2087;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuid-Holland (PV);2020;338.1;707.0;520.0;188.0;25.9;612.0;434.0;180.0;24.6
2088;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuid-Holland (PV);2021;336.6;732.0;530.0;202.0;26.2;639.0;447.0;193.0;24.8
2089;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuid-Holland (PV);2022;335.6;677.0;516.0;161.0;22.6;608.0;441.0;159.0;21.1
2090;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zeeland (PV);2018;39.4;662.0;452.0;210.0;26.7;582.0;385.0;202.0;25.1
2091;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zeeland (PV);2019;39.2;676.0;458.0;217.0;26.2;594.0;390.0;209.0;24.5
2092;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zeeland (PV);2020;38.9;666.0;471.0;195.0;24.6;576.0;394.0;186.0;22.9
2093;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zeeland (PV);2021;38.9;684.0;470.0;215.0;24.9;602.0;400.0;205.0;23.1
2094;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zeeland (PV);2022;38.7;637.0;457.0;180.0;21.6;572.0;391.0;175.0;19.9
2095;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Brabant (PV);2018;255.3;741.0;533.0;208.0;26.4;632.0;435.0;200.0;24.6
2096;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Brabant (PV);2019;255.4;763.0;545.0;218.0;26.0;651.0;444.0;209.0;24.1
2097;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Brabant (PV);2020;255.0;751.0;553.0;197.0;24.7;636.0;451.0;188.0;22.9
2098;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Brabant (PV);2021;254.5;778.0;563.0;214.0;24.9;664.0;462.0;204.0;22.9
2099;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Brabant (PV);2022;254.2;732.0;546.0;186.0;21.9;641.0;457.0;178.0;20.0
2100;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Limburg (PV);2018;143.9;700.0;487.0;213.0;26.9;614.0;411.0;207.0;25.2
2101;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Limburg (PV);2019;143.6;719.0;498.0;221.0;26.5;632.0;419.0;214.0;24.8
2102;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Limburg (PV);2020;143.7;709.0;509.0;200.0;25.2;615.0;425.0;192.0;23.5
2103;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Limburg (PV);2021;143.2;736.0;517.0;219.0;25.6;643.0;432.0;210.0;23.7
2104;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Limburg (PV);2022;143.1;694.0;503.0;190.0;22.6;620.0;427.0;185.0;20.9
2105;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Oost-Groningen (CR);2018;13.6;611.0;396.0;215.0;28.4;554.0;341.0;209.0;27.2
2106;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Oost-Groningen (CR);2019;13.6;632.0;407.0;225.0;28.3;570.0;349.0;220.0;26.8
2107;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Oost-Groningen (CR);2020;13.7;612.0;409.0;203.0;26.5;554.0;354.0;198.0;25.2
2108;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Oost-Groningen (CR);2021;13.8;642.0;421.0;220.0;27.0;581.0;363.0;215.0;25.5
2109;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Oost-Groningen (CR);2022;13.7;607.0;420.0;187.0;23.8;560.0;363.0;186.0;22.2
2110;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Delfzijl en omgeving (CR);2018;4.8;624.0;404.0;220.0;27.1;575.0;361.0;215.0;25.6
2111;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Delfzijl en omgeving (CR);2019;4.7;634.0;413.0;222.0;26.7;579.0;365.0;219.0;24.9
2112;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Delfzijl en omgeving (CR);2020;4.7;624.0;422.0;202.0;25.5;565.0;368.0;199.0;23.8
2113;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Delfzijl en omgeving (CR);2021;4.6;662.0;442.0;220.0;25.8;597.0;379.0;216.0;23.6
2114;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Delfzijl en omgeving (CR);2022;4.3;630.0;437.0;193.0;22.7;575.0;377.0;194.0;20.8
2115;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Overig Groningen (CR);2018;34.9;634.0;444.0;190.0;28.2;561.0;379.0;181.0;27.1
2116;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Overig Groningen (CR);2019;34.9;650.0;452.0;198.0;27.8;573.0;382.0;189.0;26.7
2117;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Overig Groningen (CR);2020;35.0;642.0;463.0;178.0;26.4;560.0;390.0;170.0;25.2
2118;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Overig Groningen (CR);2021;34.8;673.0;478.0;195.0;27.1;593.0;408.0;185.0;25.6
2119;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Overig Groningen (CR);2022;34.6;625.0;472.0;153.0;23.2;567.0;407.0;150.0;21.7
2120;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Friesland (CR);2018;29.0;596.0;403.0;193.0;27.7;529.0;340.0;186.0;26.7
2121;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Friesland (CR);2019;28.8;608.0;407.0;201.0;27.4;544.0;345.0;194.0;26.4
2122;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Friesland (CR);2020;28.6;598.0;415.0;183.0;26.0;532.0;353.0;176.0;25.0
2123;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Friesland (CR);2021;27.9;626.0;426.0;200.0;26.3;559.0;365.0;191.0;25.1
2124;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Friesland (CR);2022;27.9;581.0;425.0;156.0;22.4;531.0;368.0;152.0;21.1
2125;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Friesland (CR);2018;11.3;646.0;445.0;200.0;26.8;569.0;381.0;192.0;25.4
2126;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Friesland (CR);2019;11.3;652.0;444.0;208.0;26.2;581.0;386.0;200.0;24.8
2127;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Friesland (CR);2020;11.3;643.0;454.0;189.0;24.8;568.0;392.0;180.0;23.4
2128;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Friesland (CR);2021;11.2;666.0;459.0;207.0;25.3;594.0;401.0;198.0;23.7
2129;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Friesland (CR);2022;11.2;615.0;447.0;168.0;21.8;564.0;398.0;163.0;20.3
2130;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidoost-Friesland (CR);2018;18.9;645.0;437.0;209.0;27.5;575.0;375.0;200.0;26.2
2131;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidoost-Friesland (CR);2019;18.7;667.0;449.0;217.0;27.0;588.0;381.0;208.0;25.5
2132;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidoost-Friesland (CR);2020;18.7;655.0;456.0;199.0;25.6;575.0;387.0;189.0;24.2
2133;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidoost-Friesland (CR);2021;18.5;678.0;463.0;215.0;25.9;598.0;393.0;204.0;24.4
2134;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidoost-Friesland (CR);2022;18.5;630.0;451.0;180.0;22.6;572.0;391.0;174.0;21.1
2135;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Drenthe (CR);2018;18.2;680.0;467.0;214.0;26.6;592.0;390.0;207.0;24.9
2136;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Drenthe (CR);2019;18.5;693.0;472.0;221.0;26.2;605.0;398.0;213.0;24.5
2137;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Drenthe (CR);2020;18.5;682.0;484.0;198.0;24.7;589.0;406.0;190.0;23.0
2138;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Drenthe (CR);2021;18.4;713.0;498.0;215.0;24.8;616.0;414.0;205.0;22.9
2139;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Drenthe (CR);2022;18.3;672.0;483.0;189.0;22.1;600.0;414.0;181.0;20.4
2140;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidoost-Drenthe (CR);2018;17.8;660.0;442.0;219.0;27.5;593.0;378.0;211.0;25.9
2141;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidoost-Drenthe (CR);2019;17.7;673.0;447.0;226.0;27.0;603.0;381.0;219.0;25.3
2142;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidoost-Drenthe (CR);2020;17.7;659.0;454.0;206.0;25.6;587.0;384.0;199.0;24.0
2143;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidoost-Drenthe (CR);2021;17.7;693.0;469.0;224.0;26.0;614.0;393.0;217.0;24.3
2144;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidoost-Drenthe (CR);2022;17.7;659.0;464.0;195.0;23.0;599.0;396.0;193.0;21.5
2145;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Drenthe (CR);2018;13.0;663.0;457.0;207.0;27.5;590.0;396.0;197.0;26.3
2146;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Drenthe (CR);2019;13.0;678.0;466.0;212.0;27.1;601.0;402.0;201.0;25.9
2147;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Drenthe (CR);2020;13.0;663.0;470.0;193.0;25.5;587.0;406.0;182.0;24.4
2148;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Drenthe (CR);2021;12.9;691.0;482.0;209.0;25.9;616.0;418.0;197.0;24.6
2149;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Drenthe (CR);2022;13.0;650.0;472.0;178.0;22.7;592.0;413.0;170.0;21.4
2150;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Overijssel (CR);2018;28.4;693.0;488.0;205.0;27.0;605.0;411.0;195.0;25.7
2151;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Overijssel (CR);2019;28.4;711.0;499.0;213.0;26.6;623.0;418.0;203.0;25.4
2152;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Overijssel (CR);2020;28.4;698.0;506.0;193.0;25.2;610.0;424.0;183.0;23.9
2153;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Overijssel (CR);2021;28.4;724.0;514.0;210.0;25.5;639.0;438.0;198.0;23.9
2154;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Noord-Overijssel (CR);2022;28.3;684.0;506.0;178.0;22.4;617.0;435.0;170.0;20.9
2155;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Overijssel (CR);2018;14.1;687.0;490.0;196.0;28.5;615.0;424.0;186.0;27.1
2156;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Overijssel (CR);2019;14.1;707.0;503.0;204.0;28.0;628.0;427.0;193.0;26.6
2157;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Overijssel (CR);2020;14.2;701.0;514.0;187.0;26.6;620.0;439.0;176.0;25.3
2158;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Overijssel (CR);2021;14.1;724.0;521.0;203.0;26.9;646.0;449.0;191.0;25.4
2159;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Overijssel (CR);2022;14.1;682.0;515.0;167.0;23.6;621.0;445.0;159.0;22.2
2160;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Twente (CR);2018;59.3;677.0;468.0;209.0;27.7;592.0;393.0;200.0;26.2
2161;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Twente (CR);2019;59.5;698.0;481.0;217.0;27.4;609.0;401.0;208.0;25.9
2162;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Twente (CR);2020;59.4;687.0;489.0;197.0;26.1;597.0;409.0;188.0;24.6
2163;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Twente (CR);2021;59.5;722.0;504.0;217.0;26.8;631.0;427.0;207.0;25.0
2164;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Twente (CR);2022;59.2;681.0;493.0;188.0;23.5;611.0;424.0;180.0;21.9
2165;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Veluwe (CR);2018;60.8;784.0;574.0;210.0;26.4;654.0;456.0;200.0;24.8
2166;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Veluwe (CR);2019;60.6;775.0;555.0;220.0;26.0;672.0;464.0;209.0;24.3
2167;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Veluwe (CR);2020;60.8;766.0;566.0;200.0;24.7;657.0;468.0;191.0;23.0
2168;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Veluwe (CR);2021;60.8;788.0;571.0;217.0;24.7;678.0;473.0;206.0;22.8
2169;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Veluwe (CR);2022;60.9;743.0;554.0;189.0;21.8;655.0;468.0;179.0;20.1
2170;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Achterhoek (CR);2018;38.7;693.0;479.0;214.0;26.6;617.0;410.0;205.0;24.9
2171;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Achterhoek (CR);2019;38.6;712.0;489.0;223.0;26.2;633.0;416.0;214.0;24.5
2172;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Achterhoek (CR);2020;38.6;706.0;503.0;203.0;24.9;617.0;423.0;194.0;23.2
2173;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Achterhoek (CR);2021;38.4;733.0;512.0;221.0;25.1;645.0;432.0;210.0;23.1
2174;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Achterhoek (CR);2022;38.4;686.0;495.0;191.0;22.2;622.0;428.0;183.0;20.5
2175;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Arnhem/Nijmegen (CR);2018;71.2;713.0;518.0;194.0;27.4;624.0;436.0;186.0;25.9
2176;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Arnhem/Nijmegen (CR);2019;71.2;733.0;530.0;204.0;27.1;642.0;445.0;195.0;25.6
2177;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Arnhem/Nijmegen (CR);2020;71.4;725.0;540.0;185.0;25.8;627.0;449.0;176.0;24.2
2178;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Arnhem/Nijmegen (CR);2021;71.5;747.0;546.0;201.0;25.8;648.0;455.0;191.0;24.1
2179;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Arnhem/Nijmegen (CR);2022;71.9;701.0;535.0;167.0;22.7;629.0;454.0;162.0;20.9
2180;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Gelderland (CR);2018;19.4;757.0;531.0;226.0;26.6;653.0;439.0;215.0;24.7
2181;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Gelderland (CR);2019;19.3;776.0;537.0;240.0;26.2;674.0;448.0;229.0;24.4
2182;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Gelderland (CR);2020;19.2;768.0;547.0;221.0;25.0;665.0;457.0;210.0;23.2
2183;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Gelderland (CR);2021;19.2;793.0;552.0;242.0;25.1;694.0;463.0;230.0;23.2
2184;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zuidwest-Gelderland (CR);2022;19.2;754.0;535.0;218.0;22.5;675.0;458.0;209.0;20.6
2185;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Utrecht (CR);2018;102.6;750.0;553.0;196.0;26.9;635.0;450.0;186.0;25.3
2186;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Utrecht (CR);2019;105.5;765.0;563.0;202.0;26.3;649.0;459.0;190.0;24.8
2187;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Utrecht (CR);2020;105.7;760.0;576.0;184.0;25.0;639.0;467.0;173.0;23.4
2188;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Utrecht (CR);2021;105.1;788.0;587.0;201.0;25.2;667.0;478.0;188.0;23.5
2189;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Utrecht (CR);2022;105.1;730.0;565.0;165.0;22.0;642.0;473.0;157.0;20.1
2190;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Kop van Noord-Holland (CR);2018;27.2;686.0;467.0;219.0;26.9;615.0;407.0;210.0;25.6
2191;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Kop van Noord-Holland (CR);2019;27.1;706.0;479.0;228.0;26.6;629.0;413.0;219.0;25.2
2192;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Kop van Noord-Holland (CR);2020;27.0;692.0;485.0;207.0;25.1;613.0;419.0;198.0;23.8
2193;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Kop van Noord-Holland (CR);2021;27.0;714.0;492.0;222.0;25.2;635.0;426.0;212.0;23.6
2194;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Kop van Noord-Holland (CR);2022;26.9;673.0;486.0;188.0;22.2;610.0;426.0;180.0;20.7
2195;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Alkmaar en omgeving (CR);2018;18.5;734.0;519.0;215.0;26.0;616.0;418.0;206.0;24.3
2196;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Alkmaar en omgeving (CR);2019;18.5;753.0;532.0;222.0;25.5;633.0;425.0;213.0;23.7
2197;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Alkmaar en omgeving (CR);2020;18.7;745.0;544.0;201.0;24.3;618.0;433.0;193.0;22.5
2198;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Alkmaar en omgeving (CR);2021;18.7;762.0;546.0;217.0;24.5;638.0;441.0;207.0;22.4
2199;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Alkmaar en omgeving (CR);2022;18.6;712.0;527.0;185.0;21.4;613.0;435.0;178.0;19.3
2200;Totaal;Totaal;Bouwjaar: 1945 tot 1970;IJmond (CR);2018;24.8;724.0;514.0;210.0;26.7;634.0;441.0;204.0;25.3
2201;Totaal;Totaal;Bouwjaar: 1945 tot 1970;IJmond (CR);2019;24.8;743.0;522.0;221.0;26.3;652.0;448.0;214.0;24.8
2202;Totaal;Totaal;Bouwjaar: 1945 tot 1970;IJmond (CR);2020;24.8;730.0;528.0;202.0;24.9;638.0;455.0;195.0;23.5
2203;Totaal;Totaal;Bouwjaar: 1945 tot 1970;IJmond (CR);2021;24.8;758.0;538.0;220.0;25.4;667.0;466.0;212.0;23.7
2204;Totaal;Totaal;Bouwjaar: 1945 tot 1970;IJmond (CR);2022;24.9;727.0;542.0;184.0;22.2;636.0;460.0;180.0;20.7
2205;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Agglomeratie Haarlem (CR);2018;20.4;764.0;566.0;198.0;28.1;631.0;448.0;185.0;26.6
2206;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Agglomeratie Haarlem (CR);2019;20.0;796.0;586.0;210.0;27.9;651.0;455.0;198.0;26.5
2207;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Agglomeratie Haarlem (CR);2020;20.0;788.0;595.0;193.0;26.7;640.0;462.0;181.0;25.1
2208;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Agglomeratie Haarlem (CR);2021;19.9;813.0;603.0;210.0;27.0;669.0;476.0;196.0;25.4
2209;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Agglomeratie Haarlem (CR);2022;19.8;755.0;580.0;175.0;23.6;647.0;475.0;166.0;21.7
2210;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zaanstreek (CR);2018;18.3;672.0;462.0;210.0;28.8;618.0;416.0;204.0;27.8
2211;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zaanstreek (CR);2019;18.3;693.0;473.0;221.0;28.5;638.0;424.0;215.0;27.5
2212;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zaanstreek (CR);2020;18.3;676.0;474.0;202.0;27.0;624.0;431.0;196.0;25.9
2213;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zaanstreek (CR);2021;18.2;712.0;496.0;216.0;27.6;655.0;447.0;210.0;26.3
2214;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Zaanstreek (CR);2022;18.3;656.0;487.0;169.0;23.5;617.0;440.0;168.0;22.3
2215;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Groot-Amsterdam (CR);2018;99.5;739.0;550.0;189.0;28.2;630.0;451.0;181.0;26.6
2216;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Groot-Amsterdam (CR);2019;99.7;773.0;572.0;201.0;28.2;657.0;466.0;192.0;26.4
2217;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Groot-Amsterdam (CR);2020;100.3;772.0;589.0;184.0;27.1;648.0;475.0;175.0;25.3
2218;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Groot-Amsterdam (CR);2021;100.1;808.0;607.0;201.0;27.7;685.0;494.0;191.0;25.7
2219;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Groot-Amsterdam (CR);2022;100.1;752.0;593.0;159.0;23.8;655.0;486.0;158.0;21.4
2220;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Het Gooi en Vechtstreek (CR);2018;29.8;818.0;604.0;215.0;27.5;680.0;481.0;201.0;25.4
2221;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Het Gooi en Vechtstreek (CR);2019;29.8;846.0;620.0;226.0;27.1;704.0;493.0;212.0;25.1
2222;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Het Gooi en Vechtstreek (CR);2020;29.7;843.0;637.0;206.0;26.0;692.0;500.0;193.0;23.9
2223;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Het Gooi en Vechtstreek (CR);2021;29.8;866.0;642.0;224.0;26.3;722.0;515.0;209.0;23.9
2224;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Het Gooi en Vechtstreek (CR);2022;29.8;811.0;616.0;195.0;23.1;694.0;504.0;182.0;20.7
2225;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Agglomeratie Leiden en Bollenstreek (CR);2018;39.7;764.0;557.0;207.0;27.0;648.0;453.0;200.0;25.6
2226;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Agglomeratie Leiden en Bollenstreek (CR);2019;39.5;795.0;578.0;217.0;26.7;667.0;464.0;209.0;25.2
2227;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Agglomeratie Leiden en Bollenstreek (CR);2020;39.5;782.0;582.0;200.0;25.4;658.0;472.0;192.0;23.9
2228;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Agglomeratie Leiden en Bollenstreek (CR);2021;39.4;803.0;588.0;215.0;25.6;684.0;483.0;206.0;23.7
2229;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Agglomeratie Leiden en Bollenstreek (CR);2022;39.5;742.0;564.0;178.0;22.4;656.0;481.0;173.0;20.5
2230;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Agglomeratie 's-Gravenhage (CR);2018;72.8;680.0;493.0;187.0;28.8;580.0;401.0;178.0;27.8
2231;Totaal;Totaal;Bouwjaar: 1945 tot 1970;Agglomeratie 's-Gravenhage (CR);2019;72.6;700.0;505.0;196.0;28.4;596.0;408.0;188.0;27.4
