ID;RegioIndeling2021;Leeftijd;Geslacht;Perioden;TotaleBevolking_1
1012;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2027;270.3
1013;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2028;271.6
1014;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2029;272.9
1015;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2030;274.3
1016;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2031;275.8
1017;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2032;277.2
1018;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2033;278.5
1019;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2034;279.7
1020;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2035;280.8
1021;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2036;281.9
1022;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2037;283.1
1023;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2038;284.0
1024;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2039;285.0
1025;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2040;285.9
1026;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2041;287.0
1027;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2042;287.9
1028;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2043;288.8
1029;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2044;289.6
1030;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2045;290.4
1031;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2046;291.1
1032;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2047;291.8
1033;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2048;292.3
1034;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2049;292.7
1035;Het Gooi en Vechtstreek (CR);Totaal;Totaal mannen en vrouwen;2050;293.1
1036;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2023;438.0
1037;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2024;442.1
1038;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2025;445.3
1039;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2026;447.8
1040;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2027;449.6
1041;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2028;451.5
1042;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2029;453.3
1043;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2030;455.1
1044;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2031;456.9
1045;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2032;458.8
1046;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2033;460.3
1047;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2034;461.7
1048;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2035;463.0
1049;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2036;464.4
1050;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2037;465.6
1051;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2038;466.8
1052;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2039;467.8
1053;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2040;468.7
1054;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2041;469.9
1055;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2042;471.0
1056;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2043;472.0
1057;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2044;473.1
1058;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2045;474.1
1059;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2046;474.9
1060;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2047;475.8
1061;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2048;476.5
1062;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2049;477.3
1063;Agglomeratie Leiden en Bollenstreek (CR);Totaal;Totaal mannen en vrouwen;2050;478.1
1064;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2023;909.6
1065;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2024;920.0
1066;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2025;930.9
1067;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2026;942.9
1068;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2027;953.5
1069;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2028;963.0
1070;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2029;972.3
1071;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2030;981.0
1072;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2031;990.0
1073;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2032;998.7
1074;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2033;1007.1
1075;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2034;1015.4
1076;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2035;1023.4
1077;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2036;1031.3
1078;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2037;1039.1
1079;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2038;1046.8
1080;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2039;1054.4
1081;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2040;1061.7
1082;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2041;1069.0
1083;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2042;1075.9
1084;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2043;1082.9
1085;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2044;1090.0
1086;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2045;1096.9
1087;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2046;1103.8
1088;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2047;1110.6
1089;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2048;1117.3
1090;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2049;1123.9
1091;Agglomeratie 's-Gravenhage (CR);Totaal;Totaal mannen en vrouwen;2050;1130.5
1092;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2023;242.2
1093;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2024;246.3
1094;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2025;249.9
1095;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2026;253.4
1096;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2027;256.5
1097;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2028;259.4
1098;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2029;261.6
1099;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2030;263.4
1100;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2031;265.2
1101;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2032;266.9
1102;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2033;268.6
1103;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2034;270.3
1104;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2035;272.0
1105;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2036;273.5
1106;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2037;274.9
1107;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2038;276.2
1108;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2039;277.5
1109;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2040;278.7
1110;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2041;279.7
1111;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2042;280.7
1112;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2043;281.6
1113;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2044;282.5
1114;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2045;283.4
1115;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2046;284.3
1116;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2047;285.3
1117;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2048;286.2
1118;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2049;287.0
1119;Delft en Westland (CR);Totaal;Totaal mannen en vrouwen;2050;288.0
1120;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2023;346.2
1121;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2024;352.3
1122;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2025;356.9
1123;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2026;360.7
1124;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2027;364.0
1125;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2028;367.2
1126;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2029;370.4
1127;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2030;373.2
1128;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2031;375.6
1129;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2032;377.9
1130;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2033;380.1
1131;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2034;382.2
1132;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2035;384.3
1133;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2036;386.2
1134;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2037;388.1
1135;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2038;389.8
1136;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2039;391.5
1137;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2040;393.0
1138;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2041;394.5
1139;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2042;395.9
1140;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2043;397.2
1141;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2044;398.4
1142;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2045;399.7
1143;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2046;400.8
1144;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2047;401.9
1145;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2048;402.9
1146;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2049;403.9
1147;Oost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2050;404.7
1148;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2023;1485.7
1149;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2024;1497.6
1150;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2025;1506.6
1151;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2026;1516.2
1152;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2027;1526.1
1153;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2028;1536.5
1154;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2029;1546.2
1155;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2030;1555.6
1156;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2031;1564.8
1157;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2032;1573.7
1158;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2033;1582.2
1159;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2034;1590.0
1160;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2035;1597.4
1161;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2036;1604.4
1162;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2037;1611.2
1163;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2038;1617.6
1164;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2039;1623.9
1165;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2040;1630.0
1166;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2041;1635.3
1167;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2042;1640.3
1168;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2043;1645.1
1169;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2044;1649.8
1170;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2045;1654.0
1171;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2046;1658.2
1172;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2047;1662.5
1173;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2048;1666.2
1174;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2049;1669.9
1175;Groot-Rijnmond (CR);Totaal;Totaal mannen en vrouwen;2050;1673.4
1176;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2023;376.7
1177;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2024;378.6
1178;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2025;380.1
1179;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2026;381.7
1180;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2027;383.3
1181;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2028;384.9
1182;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2029;386.2
1183;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2030;387.8
1184;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2031;388.9
1185;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2032;390.0
1186;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2033;391.1
1187;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2034;392.2
1188;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2035;393.3
1189;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2036;394.3
1190;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2037;395.2
1191;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2038;396.1
1192;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2039;396.7
1193;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2040;397.4
1194;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2041;398.1
1195;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2042;398.8
1196;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2043;399.3
1197;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2044;399.8
1198;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2045;400.3
1199;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2046;400.9
1200;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2047;401.3
1201;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2048;401.8
1202;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2049;402.2
1203;Zuidoost-Zuid-Holland (CR);Totaal;Totaal mannen en vrouwen;2050;402.6
1204;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2023;105.2
1205;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2024;105.3
1206;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2025;105.1
1207;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2026;104.9
1208;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2027;104.8
1209;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2028;104.6
1210;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2029;104.4
1211;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2030;104.2
1212;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2031;104.1
1213;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2032;103.9
1214;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2033;103.7
1215;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2034;103.5
1216;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2035;103.4
1217;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2036;103.2
1218;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2037;103.0
1219;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2038;102.8
1220;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2039;102.6
1221;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2040;102.4
1222;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2041;102.2
1223;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2042;102.0
1224;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2043;101.8
1225;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2044;101.6
1226;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2045;101.4
1227;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2046;101.2
1228;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2047;101.0
1229;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2048;100.8
1230;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2049;100.6
1231;Zeeuwsch-Vlaanderen (CR);Totaal;Totaal mannen en vrouwen;2050;100.4
1232;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2023;283.0
1233;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2024;284.0
1234;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2025;284.6
1235;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2026;285.1
1236;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2027;285.5
1237;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2028;285.8
1238;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2029;286.2
1239;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2030;286.5
1240;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2031;286.8
1241;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2032;287.1
1242;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2033;287.3
1243;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2034;287.5
1244;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2035;287.7
1245;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2036;287.9
1246;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2037;288.0
1247;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2038;288.1
1248;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2039;288.1
1249;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2040;288.1
1250;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2041;288.2
1251;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2042;288.1
1252;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2043;288.0
1253;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2044;287.9
1254;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2045;287.8
1255;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2046;287.7
1256;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2047;287.7
1257;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2048;287.6
1258;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2049;287.4
1259;Overig Zeeland (CR);Totaal;Totaal mannen en vrouwen;2050;287.3
1260;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2023;643.6
1261;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2024;647.2
1262;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2025;649.9
1263;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2026;652.5
1264;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2027;654.9
1265;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2028;657.1
1266;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2029;659.4
1267;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2030;661.6
1268;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2031;663.8
1269;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2032;665.9
1270;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2033;667.9
1271;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2034;669.8
1272;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2035;671.5
1273;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2036;673.1
1274;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2037;674.6
1275;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2038;675.9
1276;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2039;677.0
1277;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2040;678.1
1278;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2041;679.1
1279;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2042;680.0
1280;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2043;680.7
1281;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2044;681.3
1282;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2045;681.8
1283;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2046;682.0
1284;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2047;682.2
1285;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2048;682.3
1286;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2049;682.3
1287;West-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2050;682.2
1288;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2023;502.6
1289;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2024;507.0
1290;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2025;510.0
1291;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2026;513.5
1292;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2027;516.8
1293;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2028;519.4
1294;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2029;522.0
1295;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2030;524.5
1296;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2031;527.1
1297;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2032;529.7
1298;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2033;531.9
1299;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2034;534.2
1300;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2035;536.3
1301;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2036;538.5
1302;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2037;540.3
1303;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2038;542.1
1304;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2039;543.8
1305;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2040;545.4
1306;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2041;546.7
1307;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2042;548.1
1308;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2043;549.4
1309;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2044;550.7
1310;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2045;551.9
1311;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2046;553.1
1312;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2047;554.1
1313;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2048;555.3
1314;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2049;556.4
1315;Midden-Noord-Brabant (CR);Totaal;Totaal mannen en vrouwen;2050;557.3
