ID;Geslacht;Startjaar;Vooropleiding;Peilmoment;StudierichtingDiploma;OnderwijspositiePeilmoment;TotaalStudentenStartjaar_1;TotaalGediplomeerden_2;AssociateDegree_3;Bachelor_4;TotaalGediplomeerden_5;AssociateDegree_6;Bachelor_7;NietGediplomeerden_8;NietGediplomeerdenRelatief_9
5764;Totaal geslacht;2008;Havo;4 jaar na startjaar;0320 Journalistiek, informatie… z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5765;Totaal geslacht;2008;Havo;4 jaar na startjaar;0320 Journalistiek, informatie… z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5766;Totaal geslacht;2008;Havo;4 jaar na startjaar;0321 Journalistiek;Totaal onderwijspositie;;479;3;476;1;0;1;;
5767;Totaal geslacht;2008;Havo;4 jaar na startjaar;0321 Journalistiek;Totaal studenten in hbo op peilmoment ;;4;1;3;0;0;0;;
5768;Totaal geslacht;2008;Havo;4 jaar na startjaar;0321 Journalistiek;Totaal studenten uit hbo op peilmoment ;;475;2;473;3;0;3;;
5769;Totaal geslacht;2008;Havo;4 jaar na startjaar;0322 Bibliotheek, documentaire inform...;Totaal onderwijspositie;;3;1;2;0;0;0;;
5770;Totaal geslacht;2008;Havo;4 jaar na startjaar;0322 Bibliotheek, documentaire inform...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5771;Totaal geslacht;2008;Havo;4 jaar na startjaar;0322 Bibliotheek, documentaire inform...;Totaal studenten uit hbo op peilmoment ;;3;1;2;0;0;0;;
5772;Totaal geslacht;2008;Havo;4 jaar na startjaar;04 Recht, administratie, handel en za…;Totaal onderwijspositie;;2673;43;2630;7;0;7;;
5773;Totaal geslacht;2008;Havo;4 jaar na startjaar;04 Recht, administratie, handel en za…;Totaal studenten in hbo op peilmoment ;;40;13;27;0;0;0;;
5774;Totaal geslacht;2008;Havo;4 jaar na startjaar;04 Recht, administratie, handel en za…;Totaal studenten uit hbo op peilmoment ;;2633;30;2603;14;0;14;;
5775;Totaal geslacht;2008;Havo;4 jaar na startjaar;040 Recht, administratie, handel z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
5776;Totaal geslacht;2008;Havo;4 jaar na startjaar;040 Recht, administratie, handel z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5777;Totaal geslacht;2008;Havo;4 jaar na startjaar;040 Recht, administratie, handel z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5778;Totaal geslacht;2008;Havo;4 jaar na startjaar;0400 Recht, administratie, handel z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
5779;Totaal geslacht;2008;Havo;4 jaar na startjaar;0400 Recht, administratie, handel z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5780;Totaal geslacht;2008;Havo;4 jaar na startjaar;0400 Recht, administratie, handel z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5781;Totaal geslacht;2008;Havo;4 jaar na startjaar;041 Bedrijfskunde en administratie;Totaal onderwijspositie;;2407;42;2365;6;0;6;;
5782;Totaal geslacht;2008;Havo;4 jaar na startjaar;041 Bedrijfskunde en administratie;Totaal studenten in hbo op peilmoment ;;37;13;24;0;0;0;;
5783;Totaal geslacht;2008;Havo;4 jaar na startjaar;041 Bedrijfskunde en administratie;Totaal studenten uit hbo op peilmoment ;;2370;29;2341;13;0;12;;
5784;Totaal geslacht;2008;Havo;4 jaar na startjaar;0410 Bedrijfskunde, administratie z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
5785;Totaal geslacht;2008;Havo;4 jaar na startjaar;0410 Bedrijfskunde, administratie z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5786;Totaal geslacht;2008;Havo;4 jaar na startjaar;0410 Bedrijfskunde, administratie z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5787;Totaal geslacht;2008;Havo;4 jaar na startjaar;0411 Financieel management en fiscaal...;Totaal onderwijspositie;;487;9;478;1;0;1;;
5788;Totaal geslacht;2008;Havo;4 jaar na startjaar;0411 Financieel management en fiscaal...;Totaal studenten in hbo op peilmoment ;;14;3;11;0;0;0;;
5789;Totaal geslacht;2008;Havo;4 jaar na startjaar;0411 Financieel management en fiscaal...;Totaal studenten uit hbo op peilmoment ;;473;6;467;3;0;2;;
5790;Totaal geslacht;2008;Havo;4 jaar na startjaar;0412 Financiële dienstverlening;Totaal onderwijspositie;;24;0;24;0;0;0;;
5791;Totaal geslacht;2008;Havo;4 jaar na startjaar;0412 Financiële dienstverlening;Totaal studenten in hbo op peilmoment ;;2;0;2;0;0;0;;
5792;Totaal geslacht;2008;Havo;4 jaar na startjaar;0412 Financiële dienstverlening;Totaal studenten uit hbo op peilmoment ;;22;0;22;0;0;0;;
5793;Totaal geslacht;2008;Havo;4 jaar na startjaar;0413 Management bedrijfs- en personee…;Totaal onderwijspositie;;1122;8;1114;3;0;3;;
5794;Totaal geslacht;2008;Havo;4 jaar na startjaar;0413 Management bedrijfs- en personee…;Totaal studenten in hbo op peilmoment ;;12;4;8;0;0;0;;
5795;Totaal geslacht;2008;Havo;4 jaar na startjaar;0413 Management bedrijfs- en personee…;Totaal studenten uit hbo op peilmoment ;;1110;4;1106;6;0;6;;
5796;Totaal geslacht;2008;Havo;4 jaar na startjaar;0414 Marketing en public relations;Totaal onderwijspositie;;554;5;549;1;0;1;;
5797;Totaal geslacht;2008;Havo;4 jaar na startjaar;0414 Marketing en public relations;Totaal studenten in hbo op peilmoment ;;5;2;3;0;0;0;;
5798;Totaal geslacht;2008;Havo;4 jaar na startjaar;0414 Marketing en public relations;Totaal studenten uit hbo op peilmoment ;;549;3;546;3;0;3;;
5799;Totaal geslacht;2008;Havo;4 jaar na startjaar;0415 Secretariële en administratieve...;Totaal onderwijspositie;;0;0;0;0;0;0;;
5800;Totaal geslacht;2008;Havo;4 jaar na startjaar;0415 Secretariële en administratieve...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5801;Totaal geslacht;2008;Havo;4 jaar na startjaar;0415 Secretariële en administratieve...;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5802;Totaal geslacht;2008;Havo;4 jaar na startjaar;0416 Groothandel en detailhandel;Totaal onderwijspositie;;220;20;200;1;0;1;;
5803;Totaal geslacht;2008;Havo;4 jaar na startjaar;0416 Groothandel en detailhandel;Totaal studenten in hbo op peilmoment ;;4;4;0;0;0;0;;
5804;Totaal geslacht;2008;Havo;4 jaar na startjaar;0416 Groothandel en detailhandel;Totaal studenten uit hbo op peilmoment ;;216;16;200;1;0;1;;
5805;Totaal geslacht;2008;Havo;4 jaar na startjaar;0417 Werkgerelateerde en bedrijfsger ...;Totaal onderwijspositie;;0;0;0;0;0;0;;
5806;Totaal geslacht;2008;Havo;4 jaar na startjaar;0417 Werkgerelateerde en bedrijfsger ...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5807;Totaal geslacht;2008;Havo;4 jaar na startjaar;0417 Werkgerelateerde en bedrijfsger ...;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5808;Totaal geslacht;2008;Havo;4 jaar na startjaar;042 Recht;Totaal onderwijspositie;;266;1;265;1;0;1;;
5809;Totaal geslacht;2008;Havo;4 jaar na startjaar;042 Recht;Totaal studenten in hbo op peilmoment ;;3;0;3;0;0;0;;
5810;Totaal geslacht;2008;Havo;4 jaar na startjaar;042 Recht;Totaal studenten uit hbo op peilmoment ;;263;1;262;1;0;1;;
5811;Totaal geslacht;2008;Havo;4 jaar na startjaar;0421 Recht;Totaal onderwijspositie;;266;1;265;1;0;1;;
5812;Totaal geslacht;2008;Havo;4 jaar na startjaar;0421 Recht;Totaal studenten in hbo op peilmoment ;;3;0;3;0;0;0;;
5813;Totaal geslacht;2008;Havo;4 jaar na startjaar;0421 Recht;Totaal studenten uit hbo op peilmoment ;;263;1;262;1;0;1;;
5814;Totaal geslacht;2008;Havo;4 jaar na startjaar;05 Wiskunde, natuurwetenschappen;Totaal onderwijspositie;;113;0;113;0;0;0;;
5815;Totaal geslacht;2008;Havo;4 jaar na startjaar;05 Wiskunde, natuurwetenschappen;Totaal studenten in hbo op peilmoment ;;3;0;3;0;0;0;;
5816;Totaal geslacht;2008;Havo;4 jaar na startjaar;05 Wiskunde, natuurwetenschappen;Totaal studenten uit hbo op peilmoment ;;110;0;110;1;0;1;;
5817;Totaal geslacht;2008;Havo;4 jaar na startjaar;050 Wiskunde, natuurwetenschappen z.n.d.;Totaal onderwijspositie;;18;0;18;0;0;0;;
5818;Totaal geslacht;2008;Havo;4 jaar na startjaar;050 Wiskunde, natuurwetenschappen z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5819;Totaal geslacht;2008;Havo;4 jaar na startjaar;050 Wiskunde, natuurwetenschappen z.n.d.;Totaal studenten uit hbo op peilmoment ;;18;0;18;0;0;0;;
5820;Totaal geslacht;2008;Havo;4 jaar na startjaar;0500 Wiskunde,natuurwetenschappen z.n.d.;Totaal onderwijspositie;;18;0;18;0;0;0;;
5821;Totaal geslacht;2008;Havo;4 jaar na startjaar;0500 Wiskunde,natuurwetenschappen z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5822;Totaal geslacht;2008;Havo;4 jaar na startjaar;0500 Wiskunde,natuurwetenschappen z.n.d.;Totaal studenten uit hbo op peilmoment ;;18;0;18;0;0;0;;
5823;Totaal geslacht;2008;Havo;4 jaar na startjaar;051 Biologie en biochemie;Totaal onderwijspositie;;60;0;60;0;0;0;;
5824;Totaal geslacht;2008;Havo;4 jaar na startjaar;051 Biologie en biochemie;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
5825;Totaal geslacht;2008;Havo;4 jaar na startjaar;051 Biologie en biochemie;Totaal studenten uit hbo op peilmoment ;;59;0;59;0;0;0;;
5826;Totaal geslacht;2008;Havo;4 jaar na startjaar;0510 Biologie en biochemie z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
5827;Totaal geslacht;2008;Havo;4 jaar na startjaar;0510 Biologie en biochemie z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5828;Totaal geslacht;2008;Havo;4 jaar na startjaar;0510 Biologie en biochemie z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5829;Totaal geslacht;2008;Havo;4 jaar na startjaar;0511 Biologie;Totaal onderwijspositie;;16;0;16;0;0;0;;
5830;Totaal geslacht;2008;Havo;4 jaar na startjaar;0511 Biologie;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5831;Totaal geslacht;2008;Havo;4 jaar na startjaar;0511 Biologie;Totaal studenten uit hbo op peilmoment ;;16;0;16;0;0;0;;
5832;Totaal geslacht;2008;Havo;4 jaar na startjaar;0512 Biochemie;Totaal onderwijspositie;;44;0;44;0;0;0;;
5833;Totaal geslacht;2008;Havo;4 jaar na startjaar;0512 Biochemie;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
5834;Totaal geslacht;2008;Havo;4 jaar na startjaar;0512 Biochemie;Totaal studenten uit hbo op peilmoment ;;43;0;43;0;0;0;;
5835;Totaal geslacht;2008;Havo;4 jaar na startjaar;052 Milieu en natuurbeheer;Totaal onderwijspositie;;9;0;9;0;0;0;;
5836;Totaal geslacht;2008;Havo;4 jaar na startjaar;052 Milieu en natuurbeheer;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5837;Totaal geslacht;2008;Havo;4 jaar na startjaar;052 Milieu en natuurbeheer;Totaal studenten uit hbo op peilmoment ;;9;0;9;0;0;0;;
5838;Totaal geslacht;2008;Havo;4 jaar na startjaar;0520 Milieu en natuurbeheer z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
5839;Totaal geslacht;2008;Havo;4 jaar na startjaar;0520 Milieu en natuurbeheer z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5840;Totaal geslacht;2008;Havo;4 jaar na startjaar;0520 Milieu en natuurbeheer z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5841;Totaal geslacht;2008;Havo;4 jaar na startjaar;0521 Milieu;Totaal onderwijspositie;;9;0;9;0;0;0;;
5842;Totaal geslacht;2008;Havo;4 jaar na startjaar;0521 Milieu;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5843;Totaal geslacht;2008;Havo;4 jaar na startjaar;0521 Milieu;Totaal studenten uit hbo op peilmoment ;;9;0;9;0;0;0;;
5844;Totaal geslacht;2008;Havo;4 jaar na startjaar;0522 Natuurbeheer;Totaal onderwijspositie;;0;0;0;0;0;0;;
5845;Totaal geslacht;2008;Havo;4 jaar na startjaar;0522 Natuurbeheer;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5846;Totaal geslacht;2008;Havo;4 jaar na startjaar;0522 Natuurbeheer;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5847;Totaal geslacht;2008;Havo;4 jaar na startjaar;053 Natuurwetenschappen;Totaal onderwijspositie;;10;0;10;0;0;0;;
5848;Totaal geslacht;2008;Havo;4 jaar na startjaar;053 Natuurwetenschappen;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
5849;Totaal geslacht;2008;Havo;4 jaar na startjaar;053 Natuurwetenschappen;Totaal studenten uit hbo op peilmoment ;;9;0;9;0;0;0;;
5850;Totaal geslacht;2008;Havo;4 jaar na startjaar;0530 Natuurwetenschappen z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
5851;Totaal geslacht;2008;Havo;4 jaar na startjaar;0530 Natuurwetenschappen z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5852;Totaal geslacht;2008;Havo;4 jaar na startjaar;0530 Natuurwetenschappen z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5853;Totaal geslacht;2008;Havo;4 jaar na startjaar;0531 Scheikunde;Totaal onderwijspositie;;0;0;0;0;0;0;;
5854;Totaal geslacht;2008;Havo;4 jaar na startjaar;0531 Scheikunde;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5855;Totaal geslacht;2008;Havo;4 jaar na startjaar;0531 Scheikunde;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5856;Totaal geslacht;2008;Havo;4 jaar na startjaar;0532 Aardwetenschappen;Totaal onderwijspositie;;0;0;0;0;0;0;;
5857;Totaal geslacht;2008;Havo;4 jaar na startjaar;0532 Aardwetenschappen;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5858;Totaal geslacht;2008;Havo;4 jaar na startjaar;0532 Aardwetenschappen;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5859;Totaal geslacht;2008;Havo;4 jaar na startjaar;0533 Natuurkunde;Totaal onderwijspositie;;10;0;10;0;0;0;;
5860;Totaal geslacht;2008;Havo;4 jaar na startjaar;0533 Natuurkunde;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
5861;Totaal geslacht;2008;Havo;4 jaar na startjaar;0533 Natuurkunde;Totaal studenten uit hbo op peilmoment ;;9;0;9;0;0;0;;
5862;Totaal geslacht;2008;Havo;4 jaar na startjaar;054 Wiskunde en statistiek;Totaal onderwijspositie;;16;0;16;0;0;0;;
5863;Totaal geslacht;2008;Havo;4 jaar na startjaar;054 Wiskunde en statistiek;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
5864;Totaal geslacht;2008;Havo;4 jaar na startjaar;054 Wiskunde en statistiek;Totaal studenten uit hbo op peilmoment ;;15;0;15;0;0;0;;
5865;Totaal geslacht;2008;Havo;4 jaar na startjaar;0540 Wiskunde en statistiek z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
5866;Totaal geslacht;2008;Havo;4 jaar na startjaar;0540 Wiskunde en statistiek z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5867;Totaal geslacht;2008;Havo;4 jaar na startjaar;0540 Wiskunde en statistiek z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5868;Totaal geslacht;2008;Havo;4 jaar na startjaar;0541 Wiskunde;Totaal onderwijspositie;;16;0;16;0;0;0;;
5869;Totaal geslacht;2008;Havo;4 jaar na startjaar;0541 Wiskunde;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
5870;Totaal geslacht;2008;Havo;4 jaar na startjaar;0541 Wiskunde;Totaal studenten uit hbo op peilmoment ;;15;0;15;0;0;0;;
5871;Totaal geslacht;2008;Havo;4 jaar na startjaar;0542 Statistiek;Totaal onderwijspositie;;0;0;0;0;0;0;;
5872;Totaal geslacht;2008;Havo;4 jaar na startjaar;0542 Statistiek;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5873;Totaal geslacht;2008;Havo;4 jaar na startjaar;0542 Statistiek;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5874;Totaal geslacht;2008;Havo;4 jaar na startjaar;06 Informatica;Totaal onderwijspositie;;265;3;262;1;0;1;;
5875;Totaal geslacht;2008;Havo;4 jaar na startjaar;06 Informatica;Totaal studenten in hbo op peilmoment ;;3;1;2;0;0;0;;
5876;Totaal geslacht;2008;Havo;4 jaar na startjaar;06 Informatica;Totaal studenten uit hbo op peilmoment ;;262;2;260;1;0;1;;
5877;Totaal geslacht;2008;Havo;4 jaar na startjaar;060 Informatica z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
5878;Totaal geslacht;2008;Havo;4 jaar na startjaar;060 Informatica z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5879;Totaal geslacht;2008;Havo;4 jaar na startjaar;060 Informatica z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5880;Totaal geslacht;2008;Havo;4 jaar na startjaar;0600 Informatica z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
5881;Totaal geslacht;2008;Havo;4 jaar na startjaar;0600 Informatica z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5882;Totaal geslacht;2008;Havo;4 jaar na startjaar;0600 Informatica z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5883;Totaal geslacht;2008;Havo;4 jaar na startjaar;061 Informatica;Totaal onderwijspositie;;265;3;262;1;0;1;;
5884;Totaal geslacht;2008;Havo;4 jaar na startjaar;061 Informatica;Totaal studenten in hbo op peilmoment ;;3;1;2;0;0;0;;
5885;Totaal geslacht;2008;Havo;4 jaar na startjaar;061 Informatica;Totaal studenten uit hbo op peilmoment ;;262;2;260;1;0;1;;
5886;Totaal geslacht;2008;Havo;4 jaar na startjaar;0610 Informatica z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
5887;Totaal geslacht;2008;Havo;4 jaar na startjaar;0610 Informatica z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5888;Totaal geslacht;2008;Havo;4 jaar na startjaar;0610 Informatica z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5889;Totaal geslacht;2008;Havo;4 jaar na startjaar;0611 Computergebruik;Totaal onderwijspositie;;0;0;0;0;0;0;;
5890;Totaal geslacht;2008;Havo;4 jaar na startjaar;0611 Computergebruik;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5891;Totaal geslacht;2008;Havo;4 jaar na startjaar;0611 Computergebruik;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5892;Totaal geslacht;2008;Havo;4 jaar na startjaar;0612 Ontwerp en beheer van database...;Totaal onderwijspositie;;6;1;5;0;0;0;;
5893;Totaal geslacht;2008;Havo;4 jaar na startjaar;0612 Ontwerp en beheer van database...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5894;Totaal geslacht;2008;Havo;4 jaar na startjaar;0612 Ontwerp en beheer van database...;Totaal studenten uit hbo op peilmoment ;;6;1;5;0;0;0;;
5895;Totaal geslacht;2008;Havo;4 jaar na startjaar;0613 Softwareontwikkeling en systeema…;Totaal onderwijspositie;;259;2;257;1;0;1;;
5896;Totaal geslacht;2008;Havo;4 jaar na startjaar;0613 Softwareontwikkeling en systeema…;Totaal studenten in hbo op peilmoment ;;3;1;2;0;0;0;;
5897;Totaal geslacht;2008;Havo;4 jaar na startjaar;0613 Softwareontwikkeling en systeema…;Totaal studenten uit hbo op peilmoment ;;256;1;255;1;0;1;;
5898;Totaal geslacht;2008;Havo;4 jaar na startjaar;0619 Informatica overig;Totaal onderwijspositie;;0;0;0;0;0;0;;
5899;Totaal geslacht;2008;Havo;4 jaar na startjaar;0619 Informatica overig;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5900;Totaal geslacht;2008;Havo;4 jaar na startjaar;0619 Informatica overig;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5901;Totaal geslacht;2008;Havo;4 jaar na startjaar;07 Techniek, industrie en bouwkunde;Totaal onderwijspositie;;1033;0;1033;3;0;3;;
5902;Totaal geslacht;2008;Havo;4 jaar na startjaar;07 Techniek, industrie en bouwkunde;Totaal studenten in hbo op peilmoment ;;46;0;46;0;0;0;;
5903;Totaal geslacht;2008;Havo;4 jaar na startjaar;07 Techniek, industrie en bouwkunde;Totaal studenten uit hbo op peilmoment ;;987;0;987;5;0;5;;
5904;Totaal geslacht;2008;Havo;4 jaar na startjaar;070 Techniek, industrie, bouwk… z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
5905;Totaal geslacht;2008;Havo;4 jaar na startjaar;070 Techniek, industrie, bouwk… z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5906;Totaal geslacht;2008;Havo;4 jaar na startjaar;070 Techniek, industrie, bouwk… z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5907;Totaal geslacht;2008;Havo;4 jaar na startjaar;0700 Techniek, industrie, bouwk… z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
5908;Totaal geslacht;2008;Havo;4 jaar na startjaar;0700 Techniek, industrie, bouwk… z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5909;Totaal geslacht;2008;Havo;4 jaar na startjaar;0700 Techniek, industrie, bouwk… z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
5910;Totaal geslacht;2008;Havo;4 jaar na startjaar;071 Techniek en technische dienstverl...;Totaal onderwijspositie;;508;0;508;1;0;1;;
5911;Totaal geslacht;2008;Havo;4 jaar na startjaar;071 Techniek en technische dienstverl...;Totaal studenten in hbo op peilmoment ;;12;0;12;0;0;0;;
5912;Totaal geslacht;2008;Havo;4 jaar na startjaar;071 Techniek en technische dienstverl...;Totaal studenten uit hbo op peilmoment ;;496;0;496;3;0;3;;
5913;Totaal geslacht;2008;Havo;4 jaar na startjaar;0710 Techniek en technische... z.n.d.;Totaal onderwijspositie;;2;0;2;0;0;0;;
5914;Totaal geslacht;2008;Havo;4 jaar na startjaar;0710 Techniek en technische... z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5915;Totaal geslacht;2008;Havo;4 jaar na startjaar;0710 Techniek en technische... z.n.d.;Totaal studenten uit hbo op peilmoment ;;2;0;2;0;0;0;;
5916;Totaal geslacht;2008;Havo;4 jaar na startjaar;0711 Scheikundige technologie en proc…;Totaal onderwijspositie;;114;0;114;0;0;0;;
5917;Totaal geslacht;2008;Havo;4 jaar na startjaar;0711 Scheikundige technologie en proc…;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
5918;Totaal geslacht;2008;Havo;4 jaar na startjaar;0711 Scheikundige technologie en proc…;Totaal studenten uit hbo op peilmoment ;;113;0;113;1;0;1;;
5919;Totaal geslacht;2008;Havo;4 jaar na startjaar;0712 Milieubescherming en milieutechn...;Totaal onderwijspositie;;6;0;6;0;0;0;;
5920;Totaal geslacht;2008;Havo;4 jaar na startjaar;0712 Milieubescherming en milieutechn...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5921;Totaal geslacht;2008;Havo;4 jaar na startjaar;0712 Milieubescherming en milieutechn...;Totaal studenten uit hbo op peilmoment ;;6;0;6;0;0;0;;
5922;Totaal geslacht;2008;Havo;4 jaar na startjaar;0713 Elektro- en energietechniek;Totaal onderwijspositie;;96;0;96;0;0;0;;
5923;Totaal geslacht;2008;Havo;4 jaar na startjaar;0713 Elektro- en energietechniek;Totaal studenten in hbo op peilmoment ;;2;0;2;0;0;0;;
5924;Totaal geslacht;2008;Havo;4 jaar na startjaar;0713 Elektro- en energietechniek;Totaal studenten uit hbo op peilmoment ;;94;0;94;1;0;1;;
5925;Totaal geslacht;2008;Havo;4 jaar na startjaar;0714 Elektronica en industriële autom...;Totaal onderwijspositie;;26;0;26;0;0;0;;
5926;Totaal geslacht;2008;Havo;4 jaar na startjaar;0714 Elektronica en industriële autom...;Totaal studenten in hbo op peilmoment ;;2;0;2;0;0;0;;
5927;Totaal geslacht;2008;Havo;4 jaar na startjaar;0714 Elektronica en industriële autom...;Totaal studenten uit hbo op peilmoment ;;24;0;24;0;0;0;;
5928;Totaal geslacht;2008;Havo;4 jaar na startjaar;0715 Werktuigbouwkunde,  metaalbewerking;Totaal onderwijspositie;;174;0;174;0;0;0;;
5929;Totaal geslacht;2008;Havo;4 jaar na startjaar;0715 Werktuigbouwkunde,  metaalbewerking;Totaal studenten in hbo op peilmoment ;;6;0;6;0;0;0;;
5930;Totaal geslacht;2008;Havo;4 jaar na startjaar;0715 Werktuigbouwkunde,  metaalbewerking;Totaal studenten uit hbo op peilmoment ;;168;0;168;1;0;1;;
5931;Totaal geslacht;2008;Havo;4 jaar na startjaar;0716 Voertuigtechniek, scheepsbouw- ...;Totaal onderwijspositie;;44;0;44;0;0;0;;
5932;Totaal geslacht;2008;Havo;4 jaar na startjaar;0716 Voertuigtechniek, scheepsbouw- ...;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
5933;Totaal geslacht;2008;Havo;4 jaar na startjaar;0716 Voertuigtechniek, scheepsbouw- ...;Totaal studenten uit hbo op peilmoment ;;43;0;43;0;0;0;;
5934;Totaal geslacht;2008;Havo;4 jaar na startjaar;0719 Techniek en technische dienstver...;Totaal onderwijspositie;;46;0;46;0;0;0;;
5935;Totaal geslacht;2008;Havo;4 jaar na startjaar;0719 Techniek en technische dienstver...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
5936;Totaal geslacht;2008;Havo;4 jaar na startjaar;0719 Techniek en technische dienstver...;Totaal studenten uit hbo op peilmoment ;;46;0;46;0;0;0;;
5937;Totaal geslacht;2008;Havo;4 jaar na startjaar;072 Levensmiddelentechnologie- en ...;Totaal onderwijspositie;;58;0;58;0;0;0;;
5938;Totaal geslacht;2008;Havo;4 jaar na startjaar;072 Levensmiddelentechnologie- en ...;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
5939;Totaal geslacht;2008;Havo;4 jaar na startjaar;072 Levensmiddelentechnologie- en ...;Totaal studenten uit hbo op peilmoment ;;57;0;57;0;0;0;;
5940;Totaal geslacht;2008;Havo;4 jaar na startjaar;0720 Levensmiddelentechnologie... z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
