ID;Regions;Periods;AllCountries_1;Netherlands_2;TotalForeignCountries_3;EuropeExcludingTheNetherlands_4;Germany_5;Belgium_6;UnitedKingdom_7;France_8;Switzerland_9;Italy_10;Spain_11;Denmark_12;Sweden_13;OtherCountriesEuroZone_14;OtherEuropeanCountries_15;America_16;Asia_17;AustraliaAndOceania_18;Africa_19;AllCountries_20;Netherlands_21;TotalForeignCountries_22;EuropeExcludingTheNetherlands_23;Germany_24;Belgium_25;UnitedKingdom_26;France_27;Switzerland_28;Italy_29;Spain_30;Denmark_31;Sweden_32;OtherCountriesEuroZone_33;OtherEuropeanCountries_34;America_35;Asia_36;AustraliaAndOceania_37;Africa_38
792;West-Nederland (LD);2003 March;836.2;350.4;485.8;368.7;96.3;32.9;121.7;24.0;5.9;15.4;14.9;5.0;5.7;18.3;28.7;68.9;33.1;4.7;10.5;1870.2;816.1;1054.2;833.1;277.7;77.9;237.7;45.7;10.8;33.2;27.4;10.5;9.9;37.8;64.3;132.3;60.1;8.5;20.2
793;West-Nederland (LD);2003 1st Quarter;2125.6;902.5;1223.2;909.5;199.0;79.8;325.4;64.0;13.6;43.9;35.0;10.8;13.4;49.6;75.2;179.7;89.0;13.7;31.2;4661.6;2060.8;2600.8;2008.7;571.6;167.2;629.8;123.4;24.9;96.3;67.6;20.9;23.0;104.8;179.1;344.4;163.0;26.6;58.1
794;West-Nederland (LD);2003 April;1094.3;409.0;685.3;556.4;213.4;45.6;123.5;43.7;11.9;25.4;18.5;8.5;9.0;23.4;33.7;70.5;39.7;6.4;12.2;2938.1;1070.6;1867.5;1624.1;841.0;128.1;268.2;88.6;26.0;57.2;40.4;20.2;19.5;59.8;75.2;133.0;73.4;12.7;24.3
795;West-Nederland (LD);2003 May;1150.0;515.3;634.8;496.1;156.9;39.3;129.9;43.1;9.6;21.2;16.2;5.7;7.4;24.9;41.9;89.2;35.4;7.0;7.1;2978.5;1447.5;1531.0;1263.2;525.9;90.3;280.3;95.0;19.5;42.7;34.8;12.4;15.3;52.1;94.8;173.4;66.1;13.6;14.7
796;West-Nederland (LD);2003 June;1218.2;543.0;675.2;531.8;240.9;37.6;111.7;29.1;7.5;17.8;20.5;6.3;7.4;21.5;31.4;91.4;34.3;8.9;8.8;3922.5;1956.7;1965.8;1698.5;1041.3;112.3;219.4;66.0;16.0;45.9;46.2;16.4;19.7;46.3;69.1;169.6;65.1;15.1;17.4
797;West-Nederland (LD);2003 2nd Quarter;3462.5;1467.3;1995.2;1584.3;611.2;122.5;365.1;116.0;29.0;64.5;55.2;20.4;23.8;69.8;107.0;251.1;109.4;22.3;28.1;9839.1;4474.8;5364.3;4585.8;2408.2;330.6;767.9;249.6;61.4;145.8;121.3;49.0;54.5;158.2;239.1;476.0;204.6;41.4;56.4
798;West-Nederland (LD);2003 July;1183.5;499.5;684.0;525.5;175.2;42.7;123.4;38.5;13.3;25.6;26.6;11.1;9.6;20.9;38.6;91.2;44.0;11.7;11.6;4414.9;2429.9;1985.0;1661.8;746.6;127.9;292.1;98.0;41.6;69.4;64.4;36.6;29.8;58.5;96.9;185.2;89.3;30.6;18.2
799;West-Nederland (LD);2003 August;1550.9;647.6;903.3;746.4;299.8;54.5;124.9;45.3;8.8;77.6;64.5;7.2;6.1;23.4;34.3;83.0;54.8;8.2;10.8;6597.5;3380.6;3217.0;2895.9;1731.7;174.9;296.6;105.8;23.3;209.1;172.8;25.8;14.1;59.3;82.4;161.3;111.9;16.8;31.1
800;West-Nederland (LD);2003 September;1095.3;459.1;636.2;485.6;186.7;32.0;122.5;25.5;7.5;20.2;23.9;6.9;6.5;20.5;33.5;83.9;48.1;8.4;10.2;3169.4;1306.6;1862.8;1587.3;941.2;80.7;239.1;49.7;15.8;48.4;57.8;16.3;12.5;44.8;81.0;154.1;82.8;18.2;20.4
801;West-Nederland (LD);2003 3rd Quarter;3829.7;1606.2;2223.5;1757.6;661.7;129.2;370.8;109.3;29.6;123.4;115.0;25.2;22.2;64.8;106.4;258.2;146.9;28.3;32.6;14181.8;7117.1;7064.7;6144.9;3419.5;383.6;827.8;253.5;80.8;326.9;294.9;78.7;56.4;162.7;260.4;500.6;283.9;65.6;69.6
802;West-Nederland (LD);2003 October;1011.3;435.2;576.1;431.2;152.0;31.9;113.5;25.7;8.4;17.4;15.5;6.8;7.2;21.5;31.4;74.8;50.8;7.8;11.6;2614.2;1170.6;1443.6;1178.4;608.8;79.9;214.4;47.5;17.9;35.5;31.8;13.1;14.1;46.5;69.0;135.9;90.5;16.2;22.7
803;West-Nederland (LD);2003 November;821.9;354.4;467.5;337.7;64.0;34.6;109.4;26.2;5.8;19.4;14.3;5.4;6.1;18.1;34.3;74.1;42.2;5.4;8.1;1706.6;763.2;943.3;707.5;171.6;75.5;201.8;45.2;10.8;38.5;28.7;10.5;11.6;36.3;77.1;137.9;71.5;10.3;16.1
804;West-Nederland (LD);2003 December;642.0;284.0;358.1;254.5;46.0;27.5;82.3;21.8;4.4;20.2;12.5;2.7;3.5;13.0;20.8;54.8;36.2;5.3;7.3;1405.6;677.9;727.7;548.8;131.9;58.4;159.6;38.4;8.6;42.1;26.0;4.6;6.0;29.0;44.2;98.9;57.8;9.0;13.2
805;West-Nederland (LD);2003 4th Quarter;2475.3;1073.6;1401.7;1023.4;262.0;94.0;305.1;73.7;18.5;57.0;42.3;14.9;16.8;52.6;86.5;203.7;129.2;18.5;26.9;5726.4;2611.8;3114.6;2434.7;912.3;213.8;575.8;131.1;37.2;116.1;86.6;28.2;31.7;111.8;190.2;372.7;219.9;35.4;52.0
806;West-Nederland (LD);2003;11893.1;5049.5;6843.6;5274.9;1733.8;425.5;1366.4;362.9;90.8;288.7;247.5;71.3;76.2;236.7;375.0;892.6;474.5;82.8;118.9;34408.9;16264.4;18144.5;15174.1;7311.6;1095.2;2801.3;757.6;204.4;685.1;570.4;176.7;165.6;537.5;868.8;1693.7;871.4;169.0;236.2
807;West-Nederland (LD);2004 January;640.0;273.8;366.2;269.1;56.4;22.4;87.9;22.3;3.9;19.8;10.6;4.3;3.7;13.2;24.7;57.2;28.9;5.4;5.6;1393.1;581.7;811.4;622.1;185.0;47.0;165.7;41.5;7.8;50.8;22.5;8.5;6.5;29.6;57.0;114.8;49.7;13.3;11.5
808;West-Nederland (LD);2004 February;700.4;318.3;382.2;291.5;56.8;30.0;103.2;22.6;3.8;13.2;13.7;3.2;4.1;16.2;24.6;52.4;27.4;3.8;7.1;1487.5;696.6;790.8;615.8;147.8;64.5;203.8;39.8;7.5;26.6;26.8;5.7;6.8;32.5;54.2;107.0;47.3;7.8;12.9
809;West-Nederland (LD);2004 March;808.8;343.7;465.1;338.6;70.9;26.7;123.1;23.9;5.9;18.5;15.9;4.7;5.5;15.2;28.1;79.0;35.5;5.1;6.9;1723.0;767.1;955.9;727.9;203.6;57.5;229.3;43.6;10.7;40.0;31.9;8.5;9.9;30.3;62.7;142.0;62.5;9.6;13.9
810;West-Nederland (LD);2004 1st Quarter;2149.2;935.8;1213.4;899.2;184.2;79.1;314.2;68.8;13.5;51.5;40.1;12.2;13.4;44.6;77.5;188.5;91.7;14.4;19.6;4603.6;2045.5;2558.2;1965.8;536.4;169.0;598.8;124.9;26.0;117.4;81.2;22.7;23.2;92.5;173.8;363.8;159.5;30.7;38.2
811;West-Nederland (LD);2004 April;1140.9;392.0;748.8;583.7;207.5;46.0;139.0;52.0;12.3;24.6;21.6;8.9;9.8;26.2;35.8;91.9;52.0;8.4;12.8;2890.4;936.0;1954.4;1653.6;824.8;121.3;286.3;110.3;29.1;55.8;48.3;19.6;20.8;59.6;77.6;165.8;91.8;18.4;24.8
812;West-Nederland (LD);2004 May;1279.4;583.1;696.3;522.4;181.8;43.1;123.6;46.8;10.8;25.0;16.0;7.1;7.7;22.1;38.4;98.4;54.7;10.7;10.1;3414.2;1756.4;1657.8;1339.5;599.3;103.2;255.6;100.5;23.4;57.1;33.8;15.5;15.0;49.9;86.2;181.4;96.5;19.7;20.8
813;West-Nederland (LD);2004 June;1207.7;542.7;665.1;497.3;190.9;30.6;122.3;29.5;9.2;20.3;20.1;7.4;7.6;21.9;37.5;98.4;46.9;13.7;8.7;3502.3;1759.1;1743.2;1438.7;789.9;72.4;241.2;61.9;20.2;44.2;43.2;18.8;14.3;51.3;81.3;179.9;82.5;25.0;17.1
814;West-Nederland (LD);2004 2nd Quarter;3628.0;1517.8;2110.2;1603.5;580.2;119.7;384.9;128.3;32.3;69.8;57.7;23.4;25.2;70.2;111.7;288.7;153.6;32.8;31.6;9806.9;4451.5;5355.4;4431.8;2214.0;296.9;783.2;272.7;72.7;157.1;125.2;53.9;50.1;160.8;245.0;527.1;270.8;63.0;62.7
815;West-Nederland (LD);2004 July;1258.1;546.1;712.0;544.1;180.9;43.3;126.3;42.7;15.7;26.5;27.2;13.0;8.3;21.3;38.8;94.7;50.4;12.2;10.7;4875.1;2740.4;2134.7;1813.0;905.3;141.3;284.9;104.3;43.9;63.2;61.1;40.7;19.8;58.2;90.2;187.5;92.0;23.0;19.3
816;West-Nederland (LD);2004 August;1579.2;655.6;923.6;747.9;279.6;46.3;140.1;40.7;19.5;80.9;62.9;7.3;5.9;25.4;39.3;90.1;62.3;12.4;10.9;6514.4;3456.0;3058.4;2732.0;1544.7;135.7;313.6;87.0;68.2;227.6;174.0;18.3;13.1;59.6;90.0;167.3;112.4;26.2;20.6
817;West-Nederland (LD);2004 September;1232.3;527.1;705.3;513.7;170.3;38.7;137.4;28.7;10.1;24.1;24.9;6.5;7.9;23.8;41.4;108.4;59.5;12.2;11.4;3283.6;1474.3;1809.4;1473.4;790.9;84.0;253.6;53.3;18.7;53.7;55.9;12.0;13.9;51.2;86.2;193.5;98.5;22.8;21.2
818;West-Nederland (LD);2004 3rd Quarter;4069.7;1728.8;2340.9;1805.7;630.8;128.2;403.8;112.2;45.2;131.6;115.0;26.7;22.1;70.5;119.6;293.2;172.3;36.7;33.0;14673.2;7670.7;7002.5;6018.4;3241.0;361.0;852.1;244.7;130.8;344.6;291.0;71.1;46.8;169.0;266.4;548.2;302.9;72.0;61.1
819;West-Nederland (LD);2004 October;1110.4;475.1;635.3;468.0;142.6;30.7;132.2;30.3;9.8;20.4;18.4;9.1;7.9;25.8;40.9;98.0;51.4;10.3;7.5;2757.3;1225.5;1531.8;1237.2;613.3;61.9;245.8;53.7;18.5;39.9;38.8;19.0;13.8;50.6;82.1;166.8;94.7;19.4;13.5
820;West-Nederland (LD);2004 November;932.4;385.2;547.2;403.0;76.1;47.3;127.3;30.8;7.7;22.0;16.8;6.6;7.1;22.4;38.9;82.4;45.8;7.0;9.0;1816.9;750.3;1066.6;818.2;192.0;117.0;222.2;54.0;12.8;43.0;31.8;12.3;11.2;51.1;70.8;143.7;76.2;12.2;16.3
821;West-Nederland (LD);2004 December;715.0;323.1;391.9;287.3;47.7;27.2;92.7;24.8;5.4;23.2;16.4;3.6;3.2;14.4;28.7;60.3;35.1;5.1;4.1;1406.3;655.7;750.6;571.4;112.7;50.0;169.3;45.0;9.3;50.6;33.5;6.0;5.3;29.5;60.3;103.8;56.9;10.3;8.2
822;West-Nederland (LD);2004 4th Quarter;2757.8;1183.4;1574.5;1158.4;266.4;105.2;352.2;86.0;22.9;65.6;51.5;19.3;18.2;62.6;108.4;240.7;132.3;22.5;20.6;5980.5;2631.5;3349.0;2626.9;918.1;228.8;637.3;152.7;40.6;133.4;104.1;37.3;30.3;131.2;213.2;414.4;227.8;42.0;37.9
823;West-Nederland (LD);2004;12604.7;5365.7;7238.9;5466.8;1661.7;432.3;1455.2;395.2;114.0;318.5;264.4;81.6;78.9;247.9;417.2;1011.1;549.9;106.3;104.8;35064.2;16799.2;18265.1;15042.9;6909.5;1055.7;2871.4;794.9;270.2;752.5;601.5;185.0;150.3;553.4;898.3;1853.5;961.0;207.7;200.0
824;West-Nederland (LD);2005 January;712.5;296.2;416.3;305.0;52.1;29.8;94.2;24.1;4.9;24.1;14.5;4.5;3.7;18.8;34.4;67.2;33.5;5.6;5.1;1369.4;577.7;791.7;605.7;135.4;58.7;166.4;39.5;8.3;56.1;27.0;8.0;6.3;33.2;66.8;109.7;55.1;11.6;9.6
825;West-Nederland (LD);2005 February;756.8;318.4;438.4;328.0;53.4;37.0;115.3;26.0;5.0;14.6;13.9;5.2;4.3;18.6;34.6;65.7;33.6;4.8;6.3;1515.0;703.1;811.8;630.0;123.9;72.7;206.3;47.3;9.2;27.8;27.9;9.1;6.8;35.8;63.2;109.0;53.3;8.8;10.7
826;West-Nederland (LD);2005 March;890.0;342.4;547.6;409.6;95.6;32.6;130.7;26.9;7.8;20.5;23.2;7.0;5.9;22.5;36.7;87.8;37.5;5.5;7.3;1901.6;735.6;1165.9;920.3;312.5;63.7;254.8;47.8;14.1;42.3;47.8;13.1;11.0;43.1;70.0;152.9;65.1;9.8;17.7
827;West-Nederland (LD);2005 1st Quarter;2359.3;957.0;1402.3;1042.6;201.1;99.4;340.2;77.1;17.7;59.2;51.6;16.8;13.9;59.9;105.7;220.7;104.6;15.9;18.6;4785.9;2016.5;2769.4;2156.0;571.9;195.1;627.5;134.6;31.7;126.1;102.6;30.2;24.1;112.2;200.0;371.6;173.6;30.2;38.1
828;West-Nederland (LD);2005 April;1105.8;434.3;671.5;510.4;134.6;48.0;141.0;45.2;10.9;23.1;18.0;9.5;8.7;23.9;47.6;95.7;52.0;6.8;6.5;2454.4;956.1;1498.3;1215.3;429.0;129.3;280.6;90.1;22.9;48.1;35.9;20.8;17.8;49.2;91.5;169.3;87.2;13.3;13.1
829;West-Nederland (LD);2005 May;1298.2;570.7;727.5;564.6;193.5;43.1;139.4;42.8;11.8;21.0;19.5;10.5;8.9;24.5;49.5;101.1;46.9;9.1;5.9;3463.4;1789.9;1673.5;1384.0;631.1;90.0;269.3;87.2;25.9;43.3;41.2;24.1;15.0;53.2;103.7;180.6;81.3;16.3;11.3
830;West-Nederland (LD);2005 June;1241.2;554.9;686.3;494.2;146.8;36.3;140.3;33.9;9.7;23.0;22.3;7.5;6.9;23.5;43.8;118.1;55.5;9.7;8.8;3350.0;1720.9;1629.1;1296.4;596.5;84.5;266.6;62.9;18.2;47.4;49.9;15.4;13.5;49.8;91.7;204.1;94.2;18.5;15.9
831;West-Nederland (LD);2005 2nd Quarter;3645.2;1559.9;2085.3;1569.1;474.9;127.4;420.7;121.9;32.4;67.1;59.9;27.5;24.5;72.0;140.8;314.9;154.4;25.6;21.3;9267.8;4466.9;4800.9;3895.8;1656.7;303.9;816.5;240.2;66.9;138.8;127.0;60.4;46.3;152.3;287.0;554.1;262.7;48.1;40.2
832;West-Nederland (LD);2005 July;1412.2;593.4;818.8;624.7;208.8;51.5;148.1;40.8;13.7;28.4;34.3;16.4;7.2;25.5;49.9;113.5;58.9;9.9;11.9;5173.9;2725.3;2448.6;2091.9;1119.1;161.2;306.0;87.5;42.2;73.1;84.1;37.8;14.9;58.3;107.9;201.2;102.6;18.4;34.5
833;West-Nederland (LD);2005 August;1563.2;673.2;890.0;716.3;249.0;49.6;144.0;46.2;11.7;74.8;55.3;9.2;7.9;27.9;40.6;100.0;55.5;9.9;8.3;6101.7;3310.2;2791.5;2468.9;1308.5;145.7;327.4;96.3;29.0;207.6;152.1;20.9;12.8;72.0;96.6;180.0;104.9;21.4;16.4
834;West-Nederland (LD);2005 September;1223.1;531.8;691.3;511.9;158.3;37.0;132.5;32.5;9.7;23.0;25.7;11.6;7.0;24.8;49.7;104.0;55.4;11.5;8.4;3170.0;1497.3;1672.7;1358.3;654.1;75.6;251.2;62.4;20.0;48.1;54.8;24.2;12.1;52.1;103.9;178.9;96.7;23.1;15.7
835;West-Nederland (LD);2005 3rd Quarter;4198.5;1798.4;2400.1;1852.9;616.1;138.1;424.7;119.5;35.2;126.2;115.2;37.2;22.1;78.3;140.3;317.5;169.8;31.2;28.6;14445.6;7532.9;6912.8;5919.1;3081.6;382.4;884.6;246.3;91.1;328.8;290.9;82.9;39.8;182.4;308.3;560.0;304.3;62.8;66.6
836;West-Nederland (LD);2005 October;1197.6;512.7;684.9;530.0;167.4;42.3;139.7;34.5;10.4;20.5;21.7;10.4;9.1;26.8;47.1;92.7;45.1;8.8;8.3;3011.8;1361.3;1650.5;1390.2;692.5;92.2;259.0;62.9;21.9;40.6;42.6;20.5;15.0;51.4;91.5;155.1;73.2;17.5;14.4
837;West-Nederland (LD);2005 November;984.6;419.1;565.5;418.4;66.9;50.4;131.9;32.4;7.6;22.7;18.7;8.3;6.5;24.4;48.7;85.6;47.2;6.7;7.6;1876.5;797.4;1079.1;828.8;171.2;118.1;226.2;55.3;12.7;44.1;35.6;14.4;10.8;46.4;93.9;144.8;78.8;13.1;13.6
838;West-Nederland (LD);2005 December;809.0;366.3;442.7;330.3;50.9;32.4;98.4;28.9;7.0;28.0;21.9;4.6;4.0;18.8;35.4;64.1;37.7;4.8;5.8;1588.6;757.5;831.0;642.5;121.4;63.0;167.2;49.7;11.8;59.0;44.4;8.0;6.6;37.5;73.9;109.4;60.6;8.9;9.7
839;West-Nederland (LD);2005 4th Quarter;2991.3;1298.1;1693.1;1278.7;285.2;125.2;369.9;95.7;25.0;71.3;62.3;23.3;19.6;70.0;131.2;242.4;130.1;20.2;21.7;6476.8;2916.2;3560.6;2861.6;985.1;273.3;652.5;167.9;46.4;143.7;122.6;43.0;32.5;135.3;259.3;409.3;212.6;39.5;37.7
840;West-Nederland (LD);2005;13194.3;5613.4;7580.9;5743.4;1577.4;490.1;1555.5;414.1;110.3;323.9;289.0;104.8;80.1;280.1;518.1;1095.5;558.9;93.0;90.2;34976.2;16932.5;18043.7;14832.5;6295.3;1154.7;2981.0;789.0;236.1;737.4;643.2;216.4;142.7;582.2;1054.6;1894.9;953.1;180.6;182.6
841;West-Nederland (LD);2006 January;765.8;334.5;431.3;325.0;62.6;29.7;101.5;23.2;5.6;26.0;15.3;5.1;4.2;18.7;33.2;65.1;29.8;6.1;5.4;1564.0;710.2;853.8;669.5;181.8;62.8;174.1;39.7;9.7;56.1;29.3;8.9;6.4;36.1;64.5;111.9;49.9;12.2;10.3
842;West-Nederland (LD);2006 February;788.2;350.0;438.2;332.4;59.1;30.1;115.1;28.2;6.1;17.2;17.4;5.7;4.0;19.4;30.1;65.4;30.7;4.7;5.0;1541.6;731.8;809.8;638.3;138.1;53.8;204.7;52.5;11.0;31.0;33.1;11.8;6.5;36.3;59.6;105.5;49.3;8.6;8.1
843;West-Nederland (LD);2006 March;967.5;404.5;563.0;409.0;76.3;35.5;136.1;30.4;8.3;20.0;22.3;7.9;5.6;24.0;42.6;99.6;38.9;6.5;9.0;1913.1;835.2;1078.0;821.5;199.9;73.1;243.7;54.0;14.8;41.0;43.2;15.0;9.5;46.5;80.8;168.6;62.9;11.2;13.8
844;West-Nederland (LD);2006 1st Quarter;2521.6;1089.0;1432.6;1066.4;198.0;95.3;352.6;81.8;20.0;63.2;55.0;18.7;13.8;62.0;105.9;230.1;99.3;17.3;19.5;5018.7;2277.2;2741.5;2129.3;519.8;189.6;622.5;146.3;35.5;128.2;105.6;35.7;22.4;118.9;204.9;385.9;162.1;32.0;32.2
845;West-Nederland (LD);2006 April;1305.1;484.2;820.9;650.2;201.8;50.1;155.5;60.8;15.7;30.6;30.2;15.0;11.1;30.7;48.7;104.5;50.7;10.1;5.4;3161.0;1133.3;2027.8;1727.2;771.0;132.6;311.5;133.9;32.9;63.3;63.8;34.7;22.2;62.7;98.6;184.3;86.3;20.0;10.0
846;West-Nederland (LD);2006 May;1425.1;670.7;754.4;578.0;163.7;48.5;151.0;52.6;14.6;26.3;25.2;13.1;8.8;26.5;47.8;111.7;47.3;10.3;7.1;3576.9;1878.8;1698.2;1377.2;538.1;110.0;295.3;103.6;30.3;54.5;48.5;27.6;16.3;53.1;100.0;204.7;82.9;20.7;12.7
847;West-Nederland (LD);2006 June;1462.2;676.4;785.8;585.9;211.2;47.8;134.6;37.5;12.9;25.3;28.4;9.3;8.1;26.0;44.6;130.8;49.3;12.8;7.0;4223.9;2170.9;2053.0;1684.2;928.2;110.9;258.9;68.9;27.1;51.9;58.3;18.8;15.3;54.2;91.6;243.6;86.4;25.4;13.4
848;West-Nederland (LD);2006 2nd Quarter;4192.4;1831.4;2361.1;1814.2;576.8;146.4;441.0;150.9;43.2;82.3;83.8;37.4;28.0;83.2;141.1;347.0;147.3;33.1;19.5;10961.9;5183.0;5778.9;4788.6;2237.3;353.4;865.7;306.4;90.3;169.7;170.6;81.2;53.8;170.0;290.3;632.6;255.6;66.0;36.1
849;West-Nederland (LD);2006 July;1567.9;679.3;888.6;690.3;260.4;57.9;148.0;47.4;20.2;26.5;36.1;14.4;9.4;26.2;43.9;130.1;49.9;11.2;7.2;5426.0;2698.2;2727.8;2354.1;1344.2;156.6;297.4;120.0;62.5;59.4;80.1;41.3;25.5;59.3;107.8;248.4;89.2;23.4;12.7
850;West-Nederland (LD);2006 August;1561.3;679.4;881.9;709.8;203.6;53.1;150.3;55.4;16.0;73.1;68.7;10.3;8.0;28.4;42.8;104.8;49.1;11.9;6.4;5718.2;3127.1;2591.1;2258.9;999.4;150.4;325.2;136.9;51.8;196.9;171.0;27.4;22.8;73.7;103.5;196.9;96.4;25.8;13.1
851;West-Nederland (LD);2006 September;1387.5;646.8;740.7;557.3;175.5;46.0;137.4;33.6;12.1;24.5;33.2;10.5;7.1;26.2;51.2;114.2;49.2;10.9;9.0;3610.7;1788.0;1822.7;1492.8;710.4;100.5;267.4;64.4;24.7;52.2;74.9;21.0;12.8;58.2;106.3;200.3;89.6;22.6;17.4
852;West-Nederland (LD);2006 3rd Quarter;4516.7;2005.5;2511.2;1957.4;639.5;157.0;435.7;136.5;48.2;124.1;138.0;35.2;24.5;80.8;137.9;349.1;148.1;34.0;22.7;14754.8;7613.2;7141.6;6105.7;3054.0;407.5;890.0;321.2;139.0;308.5;326.0;89.6;61.1;191.2;317.6;645.6;275.3;71.9;43.1
853;West-Nederland (LD);2006 October;1279.8;579.0;700.8;534.9;173.1;41.7;137.8;31.3;12.3;21.6;28.3;10.4;7.4;27.1;43.8;103.6;46.0;9.6;6.7;3184.6;1484.4;1700.3;1413.1;711.6;85.3;255.6;59.5;23.3;41.1;61.9;20.7;12.6;53.2;88.3;176.8;78.5;20.4;11.5
854;West-Nederland (LD);2006 November;1039.6;473.4;566.2;424.1;73.0;50.4;129.5;30.9;8.5;23.2;23.9;8.1;6.7;25.3;44.6;90.7;38.9;6.8;5.7;2025.6;917.5;1108.1;854.7;183.4;118.0;228.7;55.2;15.4;46.2;49.4;13.7;11.1;47.4;86.2;158.4;70.0;13.3;11.7
855;West-Nederland (LD);2006 December;858.0;406.8;451.2;340.3;52.0;33.7;104.7;29.0;7.8;27.3;24.1;4.7;3.6;17.9;35.5;67.9;30.8;7.0;5.2;1780.5;883.0;897.5;696.7;137.5;64.4;187.5;53.3;15.7;60.3;54.6;8.2;6.1;34.5;74.5;120.3;55.7;14.7;10.1
856;West-Nederland (LD);2006 4th Quarter;3177.4;1459.2;1718.2;1299.3;298.1;125.8;372.0;91.2;28.7;72.2;76.3;23.2;17.7;70.2;123.9;262.2;115.7;23.4;17.6;6990.8;3284.8;3706.0;2964.6;1032.5;267.7;671.9;168.0;54.5;147.7;165.9;42.6;29.7;135.1;249.0;455.5;204.2;48.4;33.3
857;West-Nederland (LD);2006;14408.1;6385.1;8023.1;6137.2;1712.4;524.5;1601.4;460.4;140.1;341.7;353.1;114.5;84.0;296.3;508.9;1188.4;510.5;107.8;79.3;37726.2;18358.2;19368.0;15988.1;6843.5;1218.2;3050.1;941.8;319.2;754.0;768.1;249.1;167.0;615.3;1061.7;2119.7;897.2;218.3;144.7
858;West-Nederland (LD);2007 January;890.2;399.6;490.6;377.3;72.8;33.7;115.1;29.8;7.7;28.2;19.1;6.3;4.4;21.1;39.0;69.3;31.6;6.9;5.5;1744.3;786.1;958.3;762.8;209.0;66.6;195.0;52.7;13.9;61.7;36.2;11.3;6.6;37.7;72.0;115.5;55.6;14.1;10.2
859;West-Nederland (LD);2007 February;909.5;418.0;491.5;382.5;71.2;37.1;123.4;31.5;7.4;18.9;21.2;7.0;4.8;21.2;38.8;66.9;31.5;5.1;5.6;1815.6;875.6;940.0;751.6;172.9;72.0;224.6;54.7;12.3;36.2;42.0;12.2;7.7;41.9;75.3;114.4;53.6;10.0;10.3
860;West-Nederland (LD);2007 March;1058.4;457.4;601.0;452.7;88.7;36.7;143.3;33.6;9.4;23.8;27.6;9.0;6.4;24.9;49.3;97.3;38.0;5.6;7.4;2155.2;961.0;1194.2;940.5;257.8;65.3;255.3;62.8;17.3;47.1;57.5;16.1;10.9;47.7;102.8;163.4;66.0;10.9;13.4
861;West-Nederland (LD);2007 1st Quarter;2858.1;1275.0;1583.1;1212.5;232.7;107.6;381.7;94.9;24.4;70.8;67.9;22.3;15.6;67.3;127.2;233.5;101.1;17.6;18.5;5715.1;2622.7;3092.5;2455.0;639.7;203.9;674.9;170.2;43.4;144.9;135.7;39.7;25.2;127.3;250.1;393.2;175.2;35.0;33.9
862;West-Nederland (LD);2007 April;1393.0;562.5;830.5;666.1;209.1;56.0;149.0;57.8;16.2;32.4;34.4;12.4;10.7;35.8;52.2;99.2;48.8;8.4;8.0;3370.8;1290.5;2080.4;1780.2;791.6;137.5;308.7;122.0;34.6;68.0;75.6;28.9;21.6;81.7;110.0;178.1;89.5;16.8;15.7
863;West-Nederland (LD);2007 May;1500.9;708.6;792.3;612.8;197.6;56.7;143.6;45.1;15.4;24.0;26.6;10.7;7.2;31.4;54.5;111.7;49.0;12.2;6.6;4013.0;2136.2;1876.8;1553.9;699.5;133.5;279.8;89.6;33.7;48.7;56.1;23.1;13.7;65.8;110.4;200.3;86.0;23.3;13.4
864;West-Nederland (LD);2007 June;1446.9;691.5;755.4;565.8;191.9;41.8;138.6;34.9;13.0;24.0;29.6;9.3;7.2;27.4;47.9;118.7;52.3;11.2;7.5;3960.7;2031.5;1929.2;1591.2;850.5;98.4;259.7;63.6;26.6;47.1;61.6;16.8;14.0;56.7;96.3;212.8;88.8;22.0;14.4
865;West-Nederland (LD);2007 2nd Quarter;4340.8;1962.6;2378.1;1844.6;598.6;154.5;431.2;137.9;44.6;80.4;90.6;32.4;25.2;94.6;154.7;329.6;150.0;31.8;22.1;11344.5;5458.1;5886.3;4925.4;2341.5;369.4;848.2;275.1;95.0;163.9;193.3;68.8;49.3;204.3;316.6;591.1;264.3;62.1;43.5
866;West-Nederland (LD);2007 July;1592.1;690.6;901.5;704.5;246.0;55.5;144.7;47.4;18.8;28.4;49.5;15.0;10.2;30.4;58.6;129.0;49.5;11.5;7.0;5637.6;2785.7;2851.9;2475.2;1401.8;158.4;314.8;100.3;52.9;64.6;125.0;39.4;22.4;72.4;123.2;249.3;88.7;24.5;14.2
867;West-Nederland (LD);2007 August;1677.3;792.6;884.6;719.7;210.1;63.0;141.3;55.5;14.3;64.2;66.6;8.6;5.6;33.1;57.5;94.8;53.6;10.2;6.3;6255.1;3671.0;2584.1;2266.5;996.6;185.4;327.1;130.8;36.8;166.3;171.3;20.4;13.0;84.0;134.7;184.1;97.6;22.6;13.3
868;West-Nederland (LD);2007 September;1435.5;669.0;766.4;585.5;187.3;47.1;136.0;35.2;12.4;24.8;37.9;9.2;6.9;28.1;60.6;108.1;53.1;12.3;7.5;3675.4;1742.6;1932.8;1605.3;807.0;103.2;256.3;65.1;24.0;51.7;83.2;17.0;12.3;60.6;125.1;191.8;96.9;23.8;14.9
