ID;Milieucompartimenten;Sectoren;Perioden;MilieuInvesteringen_1;TotaalMilieukosten_2;Personeelskosten_3;GoederenEnDiensten_4;Kapitaallasten_5;Onverdeeld_6;OpbrengstenEnBesparingen_7;TotaalMilieukosten_8;Personeelskosten_9;GoederenEnDiensten_10;Kapitaallasten_11;Onverdeeld_12;OpbrengstenEnBesparingen_13;TotaalMilieukosten_14;Personeelskosten_15;GoederenEnDiensten_16;Kapitaallasten_17;Onverdeeld_18;OpbrengstenEnBesparingen_19;TotaalMilieukosten_20;Personeelskosten_21;GoederenEnDiensten_22;Kapitaallasten_23;Onverdeeld_24;OpbrengstenEnBesparingen_25;TotaalMilieukosten_26;Personeelskosten_27;GoederenEnDiensten_28;Kapitaallasten_29;Onverdeeld_30;OpbrengstenEnBesparingen_31;TotaalSectoren_32;Rijksoverheid_33;Provincies_34;Waterschappen_35;Gemeenten_36;GemeenschappelijkeRegelingen_37;BedrijvenExclMilieudienstverlening_38;Milieudienstverlening_39;Huishoudens_40;Onverdeeld_41;NettoMilieulasten_42
323;Compartiment water;0;2000;851.0;2217.0;349.0;649.0;598.0;676.0;-56.0;159.0;84.0;81.0;7.0;;-13.0;45.0;30.0;14.0;1.0;;0.0;676.0;;;;676.0;;1337.0;236.0;554.0;589.0;;-42.0;;;;;;;;;;;
324;Compartiment water;0;2001;997.0;2284.0;385.0;651.0;596.0;710.0;-57.0;200.0;127.0;78.0;9.0;;-14.0;20.0;9.0;10.0;1.0;;-1.0;710.0;;;;710.0;;1354.0;248.0;562.0;586.0;;-43.0;2270.0;276.0;0.0;122.0;116.0;1.0;531.0;;1223.0;0.0;2284.0
325;Compartiment water;0;2003;1082.0;2408.0;403.0;625.0;643.0;801.0;-64.0;190.0;108.0;71.0;26.0;1.0;-16.0;22.0;10.0;10.0;3.0;0.0;-1.0;758.0;;;;758.0;;1408.0;284.0;544.0;614.0;12.0;-47.0;2577.0;245.0;3.0;133.0;143.0;1.0;646.0;;1380.0;25.0;2408.0
326;Compartiment water;0;2005;1332.0;2586.0;423.0;721.0;657.0;851.0;-66.0;293.0;121.0;97.0;27.0;49.0;;30.0;18.0;10.0;2.0;0.0;;765.0;;;;765.0;;1488.0;280.0;611.0;627.0;36.0;-66.0;2543.0;209.0;2.0;127.0;172.0;0.0;636.0;;1395.0;;2586.0
327;Compartiment water;0;2007;1623.0;2973.0;484.0;856.0;789.0;931.0;-87.0;304.0;110.0;90.0;28.0;76.0;;46.0;22.0;19.0;4.0;1.0;;825.0;;;;825.0;;1791.0;349.0;744.0;757.0;29.0;-87.0;2692.0;207.0;8.0;94.0;216.0;0.0;649.0;;1513.0;3.0;2973.0
328;Compartiment water;0;2009;1422.0;3021.0;551.0;730.0;773.0;1051.0;-85.0;274.0;122.0;79.0;28.0;45.0;;45.0;24.0;16.0;4.0;1.0;;960.0;;;;960.0;;1742.0;406.0;634.0;741.0;45.0;-85.0;2813.0;205.0;4.0;136.0;82.0;1.0;737.0;;1648.0;1.0;3021.0
329;Compartiment water;0;2011;1349.0;3110.0;674.0;757.0;661.0;1084.0;-67.0;326.0;177.0;79.0;25.0;44.0;;56.0;35.0;16.0;4.0;1.0;;995.0;;;;995.0;;1734.0;462.0;662.0;632.0;44.0;-67.0;2759.0;206.0;2.0;134.0;120.0;0.0;678.0;;1617.0;2.0;3110.0
330;Compartiment water;1;1985;;886.0;106.0;143.0;286.0;357.0;-6.0;80.0;47.0;27.0;10.0;-2.0;-2.0;28.0;13.0;13.0;0.0;3.0;;365.0;;;9.0;356.0;;413.0;47.0;103.0;267.0;0.0;-4.0;889.0;212.0;6.0;47.0;4.0;0.0;195.0;;422.0;3.0;317.0
331;Compartiment water;1;1986;;901.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;Compartiment water;1;1987;351.0;937.0;130.0;190.0;526.0;97.0;-6.0;92.0;50.0;31.0;11.0;0.0;-1.0;24.0;13.0;12.0;0.0;-1.0;;393.0;13.0;41.0;241.0;98.0;;427.0;53.0;106.0;273.0;;-5.0;990.0;250.0;7.0;44.0;5.0;0.0;201.0;;483.0;0.0;303.0
333;Compartiment water;1;1988;353.0;1006.0;118.0;164.0;327.0;404.0;-7.0;98.0;51.0;32.0;14.0;0.0;0.0;26.0;13.0;14.0;0.0;-1.0;;405.0;;;;405.0;;478.0;54.0;117.0;314.0;0.0;-7.0;;;;;;;;;;;
334;Compartiment water;1;1989;328.0;991.0;116.0;173.0;312.0;395.0;-7.0;95.0;52.0;32.0;12.0;0.0;-1.0;24.0;13.0;12.0;0.0;-2.0;;397.0;;;;397.0;;475.0;52.0;129.0;301.0;0.0;-6.0;1098.0;272.0;4.0;37.0;8.0;;241.0;;535.0;0.0;259.0
335;Compartiment water;1;1990;294.0;1093.0;129.0;216.0;341.0;415.0;-9.0;122.0;60.0;49.0;14.0;0.0;0.0;28.0;13.0;14.0;0.0;0.0;;415.0;;;;415.0;;528.0;56.0;153.0;327.0;0.0;-8.0;;;;;;;;;;;
336;Compartiment water;1;1991;328.0;1192.0;139.0;257.0;346.0;461.0;-10.0;141.0;65.0;62.0;14.0;0.0;-1.0;28.0;13.0;15.0;0.0;;0.0;460.0;;;;460.0;;563.0;60.0;179.0;332.0;;-9.0;1229.0;274.0;3.0;40.0;8.0;0.0;275.0;;628.0;0.0;330.0
337;Compartiment water;1;1992;384.0;1251.0;151.0;281.0;350.0;482.0;-13.0;155.0;71.0;71.0;14.0;0.0;-1.0;30.0;13.0;16.0;0.0;;;482.0;;;;482.0;;585.0;66.0;194.0;336.0;;-12.0;;;;;;;;;;;
338;Compartiment water;1;1993;428.0;1236.0;161.0;236.0;371.0;483.0;-14.0;153.0;76.0;62.0;18.0;0.0;-2.0;29.0;13.0;15.0;0.0;;;483.0;;;;483.0;;572.0;72.0;159.0;353.0;;-12.0;1440.0;274.0;4.0;43.0;11.0;;334.0;;775.0;1.0;219.0
339;Compartiment water;1;1994;491.0;1339.0;173.0;260.0;374.0;549.0;-17.0;162.0;81.0;65.0;18.0;;-2.0;30.0;13.0;17.0;0.0;;0.0;549.0;;;;549.0;;597.0;78.0;178.0;356.0;;-15.0;;;;;;;;;;;
340;Compartiment water;1;1995;564.0;1450.0;182.0;273.0;415.0;601.0;-21.0;180.0;90.0;70.0;21.0;1.0;-2.0;27.0;12.0;16.0;0.0;;;599.0;;;;599.0;;644.0;81.0;187.0;394.0;;-19.0;1616.0;273.0;2.0;63.0;6.0;;372.0;;900.0;;297.0
341;Compartiment water;1;1996;541.0;1530.0;184.0;308.0;445.0;615.0;-21.0;190.0;98.0;70.0;23.0;2.0;-3.0;26.0;8.0;17.0;1.0;;0.0;613.0;;;;613.0;;700.0;78.0;221.0;420.0;;-18.0;;;;;;;;;;;
342;Compartiment water;1;1997;501.0;1551.0;228.0;329.0;398.0;613.0;-17.0;222.0;114.0;88.0;22.0;;-2.0;42.0;32.0;10.0;0.0;;;613.0;;;;613.0;;675.0;82.0;231.0;377.0;;-15.0;1710.0;270.0;1.0;31.0;6.0;;408.0;;994.0;0.0;297.0
343;Compartiment water;1;1998;702.0;1553.0;228.0;292.0;417.0;644.0;-27.0;208.0;104.0;84.0;23.0;;-3.0;54.0;40.0;14.0;0.0;;;644.0;;;;644.0;;647.0;84.0;193.0;394.0;;-24.0;;;;;;;;;;;
344;Compartiment water;1;1999;789.0;1553.0;222.0;336.0;395.0;636.0;-35.0;158.0;97.0;60.0;12.0;;-11.0;50.0;37.0;13.0;1.0;;-1.0;636.0;;;;636.0;;709.0;88.0;262.0;382.0;0.0;-23.0;1823.0;265.0;0.0;24.0;5.0;0.0;422.0;;1106.0;;248.0
345;Compartiment water;1;2000;741.0;1646.0;219.0;421.0;384.0;676.0;-55.0;159.0;84.0;81.0;7.0;;-13.0;45.0;30.0;14.0;1.0;;0.0;676.0;;;;676.0;;766.0;105.0;326.0;375.0;;-41.0;;;;;;;;;;;
346;Compartiment water;1;2001;880.0;1697.0;249.0;409.0;386.0;710.0;-57.0;200.0;127.0;78.0;9.0;;-14.0;20.0;9.0;10.0;1.0;;-1.0;710.0;;;;710.0;;767.0;113.0;321.0;376.0;;-43.0;1960.0;258.0;;23.0;4.0;1.0;451.0;;1223.0;0.0;253.0
347;Compartiment water;1;2003;1001.0;1751.0;216.0;381.0;414.0;795.0;-56.0;190.0;108.0;71.0;26.0;1.0;-16.0;22.0;10.0;10.0;3.0;0.0;-1.0;758.0;;;;758.0;;751.0;98.0;300.0;385.0;6.0;-39.0;2161.0;229.0;;34.0;3.0;1.0;489.0;;1379.0;25.0;116.0
348;Compartiment water;1;2005;1208.0;1877.0;247.0;419.0;430.0;842.0;-62.0;293.0;121.0;97.0;27.0;49.0;;30.0;18.0;10.0;2.0;0.0;;765.0;;;;765.0;;779.0;104.0;309.0;401.0;28.0;-62.0;2128.0;195.0;;28.0;3.0;0.0;506.0;;1395.0;;260.0
349;Compartiment water;1;2007;1468.0;2112.0;250.0;456.0;569.0;922.0;-86.0;304.0;110.0;90.0;28.0;76.0;;46.0;22.0;19.0;4.0;1.0;;825.0;;;;825.0;;930.0;114.0;344.0;536.0;20.0;-86.0;2261.0;198.0;0.0;27.0;3.0;0.0;516.0;;1513.0;3.0;377.0
350;Compartiment water;1;2009;1310.0;2178.0;273.0;395.0;542.0;1051.0;-83.0;274.0;122.0;79.0;28.0;45.0;;45.0;24.0;16.0;4.0;1.0;;960.0;;;;960.0;;899.0;127.0;299.0;510.0;45.0;-83.0;2421.0;198.0;;28.0;3.0;1.0;543.0;;1648.0;1.0;183.0
351;Compartiment water;1;2011;1230.0;2256.0;393.0;392.0;451.0;1084.0;-65.0;326.0;177.0;79.0;25.0;44.0;;56.0;35.0;16.0;4.0;1.0;;995.0;;;;995.0;;880.0;181.0;297.0;422.0;44.0;-65.0;2352.0;200.0;;27.0;3.0;0.0;504.0;;1617.0;2.0;366.0
352;Compartiment water;2;1985;;31.0;13.0;17.0;;0.0;;7.0;1.0;5.0;;;;25.0;12.0;12.0;;0.0;;;;;;;;;;;;;;45.0;;2.0;33.0;;;10.0;;;;241.0
353;Compartiment water;2;1986;;30.0;13.0;16.0;;0.0;;6.0;1.0;5.0;;;;24.0;12.0;12.0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;
354;Compartiment water;2;1987;;28.0;13.0;16.0;;-1.0;;6.0;1.0;5.0;;;;22.0;12.0;11.0;;-1.0;;;;;;;;;;;;;;52.0;;2.0;36.0;1.0;;13.0;;;;274.0
355;Compartiment water;2;1988;;30.0;13.0;18.0;;-1.0;;6.0;1.0;5.0;;;;24.0;12.0;13.0;;-1.0;;;;;;;;0.0;;0.0;;;;;;;;;;;;;;
356;Compartiment water;2;1989;;29.0;13.0;18.0;;-2.0;;5.0;1.0;4.0;;;;22.0;12.0;12.0;;-2.0;;;;;;;;2.0;;2.0;;;;60.0;;2.0;28.0;0.0;;30.0;;;;283.0
357;Compartiment water;2;1990;;39.0;13.0;26.0;;0.0;;5.0;1.0;4.0;;;;25.0;12.0;12.0;;0.0;;;;;;;;10.0;;10.0;;;;;;;;;;;;;;
358;Compartiment water;2;1991;;45.0;13.0;32.0;;;;7.0;1.0;6.0;;;;25.0;12.0;13.0;;;;;;;;;;13.0;;13.0;;;;45.0;;1.0;33.0;1.0;;10.0;;;;316.0
359;Compartiment water;2;1992;;44.0;13.0;31.0;;;;9.0;1.0;8.0;;;;28.0;12.0;16.0;;;;;;;;;;8.0;;8.0;;;;;;;;;;;;;;
360;Compartiment water;2;1993;;44.0;13.0;31.0;;;;6.0;1.0;4.0;;;;27.0;12.0;14.0;;;;;;;;;;12.0;;12.0;;;;55.0;;2.0;33.0;1.0;;19.0;;;;297.0
361;Compartiment water;2;1994;;55.0;13.0;42.0;;;;7.0;1.0;5.0;;;;27.0;12.0;15.0;;;;;;;;;;21.0;;21.0;;;;;;;;;;;;;;
362;Compartiment water;2;1995;;49.0;12.0;37.0;;;;6.0;1.0;5.0;;;;25.0;10.0;14.0;;;;;;;;;;18.0;;18.0;;;;44.0;;1.0;25.0;1.0;;18.0;;;;308.0
363;Compartiment water;2;1996;;71.0;10.0;61.0;;;;6.0;2.0;4.0;;;;23.0;8.0;15.0;;;;;;;;;;42.0;;42.0;;;;;;;;;;;;;;
364;Compartiment water;2;1997;;121.0;55.0;65.0;;;;30.0;24.0;6.0;;;;42.0;32.0;10.0;;;;;;;;;;49.0;;49.0;;;;39.0;;;18.0;;;21.0;;;;380.0
365;Compartiment water;2;1998;;73.0;46.0;27.0;;;;8.0;6.0;2.0;;;;53.0;40.0;13.0;;;;;;;;;;12.0;;12.0;;;;;;;;;;;;;;
366;Compartiment water;2;1999;;53.0;33.0;20.0;;;;8.0;7.0;2.0;;;;33.0;26.0;7.0;;;;;;;;;;11.0;;11.0;;;;34.0;;0.0;16.0;;;17.0;;;;308.0
367;Compartiment water;2;2000;;42.0;21.0;21.0;;;;2.0;;2.0;;;;26.0;21.0;5.0;;;;;;;;;;14.0;;14.0;;;;;;;;;;;;;;
368;Compartiment water;2;2001;;56.0;38.0;18.0;;;;39.0;38.0;1.0;;;;0.0;0.0;0.0;;;;;;;;;;17.0;;17.0;;;;31.0;;;18.0;;;13.0;;;;302.0
369;Compartiment water;2;2003;;7.0;;;;7.0;;1.0;;;;1.0;;0.0;;;;0.0;;;;;;;;6.0;;;;6.0;;32.0;;;19.0;;;12.0;;;;220.0
370;Compartiment water;2;2005;;76.0;;;;76.0;;49.0;;49.0;;49.0;;0.0;;0.0;;0.0;;;;;;;;28.0;;28.0;;28.0;;32.0;;;20.0;;;12.0;;;;253.0
371;Compartiment water;2;2007;;96.0;;;;96.0;;75.0;;75.0;;75.0;;1.0;;1.0;;1.0;;;;;;;;20.0;;20.0;;20.0;;30.0;;;20.0;;;10.0;;;;274.0
372;Compartiment water;2;2009;;90.0;;;;90.0;;43.0;;43.0;;43.0;;1.0;;1.0;;1.0;;;;;;;;45.0;;45.0;;45.0;;30.0;;;20.0;;;10.0;;;;265.0
373;Compartiment water;2;2011;;88.0;;;;88.0;;42.0;;42.0;;42.0;;1.0;;1.0;;1.0;;;;;;;;45.0;;45.0;;45.0;;30.0;;;20.0;;;10.0;;;;264.0
374;Compartiment water;3;1985;31.0;70.0;15.0;17.0;38.0;;-1.0;13.0;8.0;4.0;2.0;;0.0;1.0;0.0;1.0;0.0;;;;;;;;;56.0;7.0;13.0;37.0;;0.0;73.0;5.0;;;0.0;;25.0;;42.0;0.0;3.0
375;Compartiment water;3;1986;28.0;74.0;15.0;17.0;42.0;;-1.0;13.0;8.0;4.0;2.0;;0.0;1.0;1.0;1.0;;;;;;;;;;59.0;7.0;13.0;40.0;;0.0;;;;;;;;;;;
376;Compartiment water;3;1987;22.0;74.0;16.0;18.0;41.0;;0.0;12.0;7.0;3.0;2.0;;0.0;2.0;1.0;1.0;0.0;;;;;;;;;60.0;7.0;14.0;39.0;;0.0;79.0;5.0;;;0.0;;28.0;;45.0;0.0;3.0
377;Compartiment water;3;1988;28.0;79.0;16.0;21.0;42.0;;-1.0;12.0;7.0;3.0;1.0;;;3.0;1.0;1.0;0.0;;;;;;;;;64.0;7.0;17.0;41.0;;-1.0;;;;;;;;;;;
378;Compartiment water;3;1989;20.0;87.0;16.0;27.0;44.0;;-1.0;13.0;8.0;4.0;2.0;;0.0;2.0;1.0;1.0;0.0;;;;;;;;;72.0;8.0;22.0;43.0;;0.0;82.0;5.0;;0.0;0.0;;25.0;;51.0;0.0;10.0
379;Compartiment water;3;1990;16.0;92.0;17.0;31.0;45.0;;0.0;15.0;9.0;5.0;2.0;;0.0;3.0;1.0;2.0;0.0;;;;;;;;;74.0;7.0;24.0;44.0;;0.0;;;;;;;;;;;
380;Compartiment water;3;1991;16.0;98.0;18.0;36.0;45.0;;-1.0;15.0;10.0;4.0;1.0;;0.0;3.0;1.0;2.0;0.0;;0.0;;;;;;;79.0;7.0;29.0;44.0;;-1.0;91.0;5.0;;0.0;0.0;0.0;29.0;;56.0;0.0;10.0
381;Compartiment water;3;1992;31.0;109.0;18.0;45.0;47.0;;-1.0;18.0;10.0;7.0;2.0;;-1.0;2.0;1.0;0.0;0.0;;;;;;;;;90.0;7.0;37.0;46.0;;0.0;;;;;;;;;;;
382;Compartiment water;3;1993;23.0;73.0;14.0;25.0;35.0;;-1.0;13.0;8.0;5.0;1.0;;-1.0;2.0;1.0;1.0;0.0;;;;;;;;;58.0;6.0;18.0;34.0;;0.0;85.0;4.0;;1.0;2.0;;24.0;;53.0;1.0;-8.0
383;Compartiment water;3;1994;15.0;81.0;14.0;33.0;35.0;;-2.0;15.0;7.0;7.0;1.0;;0.0;3.0;1.0;2.0;0.0;;0.0;;;;;;;63.0;6.0;24.0;34.0;;-1.0;;;;;;;;;;;
384;Compartiment water;3;1995;20.0;86.0;20.0;34.0;35.0;;-3.0;21.0;12.0;7.0;1.0;;0.0;3.0;1.0;1.0;0.0;;;;;;;;;63.0;6.0;25.0;34.0;;-2.0;90.0;4.0;;1.0;;;26.0;;58.0;;-1.0
385;Compartiment water;3;1996;8.0;100.0;23.0;46.0;32.0;;-2.0;26.0;18.0;8.0;1.0;;-1.0;4.0;;2.0;1.0;;0.0;;;;;;;70.0;6.0;36.0;30.0;;-1.0;;;;;;;;;;;
386;Compartiment water;3;1997;11.0;27.0;5.0;9.0;13.0;;-1.0;6.0;2.0;4.0;1.0;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;21.0;3.0;5.0;12.0;;0.0;33.0;2.0;;1.0;;;10.0;;20.0;0.0;-1.0
387;Compartiment water;3;1998;17.0;31.0;8.0;11.0;13.0;;-1.0;10.0;5.0;4.0;1.0;;;2.0;0.0;1.0;0.0;;;;;;;;;19.0;2.0;5.0;12.0;;-1.0;;;;;;;;;;;
388;Compartiment water;3;1999;17.0;36.0;8.0;13.0;15.0;;;8.0;4.0;4.0;0.0;;;2.0;1.0;1.0;0.0;;;;;;;;;25.0;3.0;9.0;14.0;;;37.0;4.0;;1.0;0.0;;10.0;;22.0;;5.0
389;Compartiment water;3;2000;;5.0;2.0;3.0;0.0;;;4.0;2.0;2.0;0.0;;;0.0;;0.0;;;;;;;;;;1.0;;1.0;;;;;;;;;;;;;;
390;Compartiment water;3;2001;;7.0;3.0;4.0;0.0;;0.0;7.0;3.0;4.0;0.0;;0.0;0.0;;0.0;;;;;;;;;;0.0;0.0;0.0;;;;2.0;2.0;;0.0;;;1.0;;;0.0;5.0
391;Compartiment water;3;2003;0.0;30.0;;;0.0;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;;;;;;1.0;;;25.0;8.0
392;Compartiment water;3;2005;;9.0;5.0;4.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;3.0;;;1.0;;;;7.0
393;Compartiment water;3;2007;;6.0;3.0;3.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;1.0;;;3.0;11.0
394;Compartiment water;3;2009;0.0;2.0;1.0;0.0;0.0;1.0;;2.0;1.0;0.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;1.0;5.0
395;Compartiment water;3;2011;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;2.0;1.0
396;Compartiment water;4;1985;162.0;387.0;71.0;98.0;224.0;;-5.0;60.0;38.0;18.0;8.0;-2.0;-2.0;2.0;;;;2.0;;;;;;;;325.0;34.0;80.0;215.0;;-4.0;434.0;56.0;1.0;;4.0;;120.0;;251.0;3.0;8.0
397;Compartiment water;4;1986;177.0;381.0;79.0;100.0;225.0;;-23.0;52.0;43.0;22.0;8.0;;-21.0;;;;;;;;;;;;;329.0;36.0;78.0;216.0;;-2.0;;;;;;;;;;;
398;Compartiment water;4;1987;150.0;413.0;80.0;105.0;233.0;;-5.0;74.0;41.0;24.0;10.0;;-1.0;;;;;;;;;;;;;339.0;39.0;82.0;223.0;;-5.0;454.0;55.0;1.0;;5.0;0.0;116.0;;277.0;;5.0
399;Compartiment water;4;1988;172.0;463.0;82.0;114.0;273.0;;-7.0;79.0;43.0;24.0;12.0;;0.0;;;;;;;;;;;;;384.0;40.0;90.0;260.0;;-6.0;;;;;;;;;;;
400;Compartiment water;4;1989;164.0;451.0;82.0;119.0;256.0;;-6.0;77.0;43.0;24.0;10.0;;0.0;;;;;;;;;;;;;374.0;39.0;95.0;246.0;;-6.0;513.0;74.0;1.0;;8.0;;133.0;;298.0;;-24.0
401;Compartiment water;4;1990;142.0;516.0;93.0;149.0;282.0;;-8.0;102.0;49.0;41.0;12.0;;0.0;;;;;;;;;;;;;414.0;44.0;108.0;270.0;;-8.0;;;;;;;;;;;
402;Compartiment water;4;1991;160.0;555.0;100.0;177.0;287.0;;-9.0;117.0;53.0;52.0;12.0;;0.0;;;;;;;;;;;;;438.0;47.0;125.0;274.0;;-8.0;577.0;76.0;1.0;;7.0;;167.0;;326.0;0.0;18.0
403;Compartiment water;4;1992;181.0;578.0;111.0;193.0;286.0;;-12.0;127.0;59.0;57.0;12.0;;0.0;;;;;;;;;;;;;450.0;52.0;136.0;274.0;;-12.0;;;;;;;;;;;
404;Compartiment water;4;1993;231.0;594.0;125.0;166.0;316.0;;-13.0;134.0;66.0;52.0;17.0;;-1.0;;;;;;;;;;;;;460.0;59.0;114.0;299.0;;-12.0;694.0;78.0;2.0;;8.0;;200.0;;406.0;;-24.0
405;Compartiment water;4;1994;193.0;611.0;137.0;171.0;319.0;;-15.0;140.0;73.0;53.0;17.0;;-2.0;;;;;;;;;;;;;471.0;64.0;118.0;302.0;;-14.0;;;;;;;;;;;
406;Compartiment water;4;1995;313.0;677.0;144.0;189.0;362.0;;-18.0;152.0;76.0;58.0;20.0;;-2.0;;;;;;;;;;;;;525.0;67.0;131.0;343.0;;-16.0;767.0;80.0;1.0;;5.0;;226.0;;455.0;;33.0
407;Compartiment water;4;1996;286.0;713.0;146.0;192.0;393.0;;-19.0;157.0;78.0;59.0;22.0;;-2.0;;;;;;;;;;;;;556.0;69.0;133.0;371.0;;-17.0;;;;;;;;;;;
408;Compartiment water;4;1997;236.0;790.0;167.0;254.0;386.0;;-16.0;186.0;89.0;78.0;21.0;;-2.0;;;;;;;;;;;;;604.0;78.0;176.0;364.0;;-14.0;918.0;86.0;0.0;;5.0;;272.0;;554.0;;-20.0
409;Compartiment water;4;1998;374.0;805.0;173.0;254.0;403.0;;-26.0;189.0;92.0;78.0;22.0;;-3.0;;;;;;;;;;;;;615.0;81.0;176.0;381.0;;-23.0;;;;;;;;;;;
410;Compartiment water;4;1999;382.0;824.0;179.0;301.0;380.0;;-35.0;141.0;86.0;55.0;11.0;;-11.0;14.0;9.0;5.0;1.0;;-1.0;;;;;;;669.0;84.0;240.0;368.0;;-23.0;953.0;84.0;;;5.0;0.0;272.0;;592.0;;-5.0
411;Compartiment water;4;2000;310.0;916.0;193.0;394.0;384.0;;-55.0;153.0;82.0;77.0;7.0;;-13.0;19.0;9.0;9.0;1.0;;0.0;;;;;;;744.0;102.0;308.0;375.0;;-41.0;;;;;;;;;;;
412;Compartiment water;4;2001;342.0;918.0;206.0;383.0;386.0;;-57.0;155.0;87.0;73.0;9.0;;-14.0;20.0;9.0;10.0;1.0;;-1.0;;;;;;;744.0;110.0;300.0;376.0;;-43.0;1053.0;82.0;;;4.0;1.0;299.0;;668.0;;-13.0
413;Compartiment water;4;2003;371.0;945.0;213.0;374.0;414.0;;-56.0;189.0;108.0;71.0;26.0;;-16.0;22.0;10.0;10.0;3.0;;-1.0;;;;;;;733.0;95.0;293.0;385.0;;-39.0;1139.0;75.0;;;3.0;1.0;325.0;;735.0;;-61.0
414;Compartiment water;4;2005;577.0;1024.0;241.0;414.0;430.0;;-62.0;244.0;121.0;97.0;27.0;;;30.0;18.0;10.0;2.0;;;;;;;;;749.0;102.0;308.0;400.0;;-62.0;1168.0;41.0;;;3.0;0.0;340.0;;783.0;;-17.0
415;Compartiment water;4;2007;455.0;1176.0;243.0;450.0;568.0;;-86.0;227.0;110.0;90.0;28.0;;;45.0;22.0;19.0;4.0;;;;;;;;;903.0;112.0;341.0;536.0;;-86.0;1241.0;44.0;;;3.0;0.0;340.0;;853.0;;29.0
416;Compartiment water;4;2009;550.0;1111.0;266.0;387.0;541.0;;-83.0;225.0;120.0;77.0;28.0;;;44.0;24.0;16.0;4.0;;;;;;;;;842.0;122.0;293.0;509.0;;-83.0;1268.0;43.0;;;3.0;1.0;341.0;;880.0;;-21.0
417;Compartiment water;4;2011;443.0;1164.0;390.0;389.0;451.0;;-65.0;279.0;176.0;78.0;25.0;;;55.0;35.0;16.0;4.0;;;;;;;;;831.0;179.0;295.0;422.0;;-65.0;1159.0;40.0;;;3.0;0.0;295.0;;821.0;;140.0
418;Compartiment water;5;1985;532.0;395.0;6.0;9.0;23.0;356.0;;;;;;;;;;;;;;365.0;;;9.0;356.0;;30.0;6.0;9.0;14.0;;;335.0;151.0;2.0;15.0;;0.0;38.0;;129.0;;64.0
419;Compartiment water;5;1986;252.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;Compartiment water;5;1987;178.0;419.0;20.0;49.0;251.0;98.0;;0.0;;;;0.0;;;;;;;;393.0;13.0;41.0;241.0;98.0;;26.0;7.0;9.0;10.0;;;403.0;190.0;3.0;6.0;;0.0;44.0;;161.0;;21.0
421;Compartiment water;5;1988;152.0;433.0;6.0;9.0;12.0;405.0;;0.0;;;;0.0;;;;;;;;405.0;;;;405.0;;28.0;6.0;9.0;12.0;;;;;;;;;;;;;
422;Compartiment water;5;1989;143.0;422.0;5.0;9.0;12.0;397.0;;0.0;0.0;0.0;0.0;0.0;;;;;;;;397.0;;;;397.0;;25.0;5.0;8.0;12.0;;;440.0;192.0;1.0;7.0;;;53.0;;187.0;;-10.0
423;Compartiment water;5;1990;136.0;444.0;6.0;10.0;13.0;415.0;;0.0;0.0;0.0;0.0;0.0;;;;;;;;415.0;;;;415.0;;28.0;5.0;10.0;13.0;;;;;;;;;;;;;
424;Compartiment water;5;1991;152.0;492.0;7.0;11.0;13.0;461.0;;1.0;1.0;0.0;;0.0;;;;;;;;460.0;;;;460.0;;31.0;6.0;11.0;13.0;;;514.0;193.0;1.0;5.0;;;69.0;;246.0;;-13.0
425;Compartiment water;5;1992;172.0;518.0;8.0;13.0;17.0;482.0;;1.0;1.0;0.0;;0.0;;;;;;;;482.0;;;;482.0;;36.0;7.0;12.0;17.0;;;;;;;;;;;;;
426;Compartiment water;5;1993;174.0;524.0;8.0;14.0;19.0;483.0;;1.0;0.0;0.0;;0.0;;;;;;;;483.0;;;;483.0;;41.0;8.0;14.0;19.0;;;603.0;191.0;0.0;6.0;;;90.0;;316.0;;-45.0
427;Compartiment water;5;1994;283.0;592.0;8.0;15.0;20.0;549.0;;;;;;;;;;;;;;549.0;;;;549.0;;42.0;8.0;15.0;20.0;;;;;;;;;;;;;
428;Compartiment water;5;1995;231.0;638.0;8.0;13.0;17.0;601.0;;1.0;;;;1.0;;;;;;;;599.0;;;;599.0;;38.0;8.0;13.0;17.0;;;685.0;188.0;;8.0;;;102.0;;387.0;;-13.0
429;Compartiment water;5;1996;247.0;646.0;4.0;9.0;19.0;615.0;;2.0;;;;2.0;;;;;;;;613.0;;;;613.0;;32.0;4.0;9.0;19.0;;;;;;;;;;;;;
430;Compartiment water;5;1997;254.0;613.0;;;;613.0;;;;;;;;;;;;;;613.0;;;;613.0;;;;;;;;712.0;182.0;0.0;5.0;;;105.0;;420.0;;-55.0
431;Compartiment water;5;1998;311.0;644.0;;;;644.0;;;;;;;;;;;;;;644.0;;;;644.0;;;;;;;;;;;;;;;;;;
