ID;ZorginstellingenSBI2008;Perioden;AantalMiddelgrEnGroteOndernemingen_1;Totaal_2;KleinerDan0_3;k_0Tot10_4;k_10Tot20_5;k_20Tot35_6;k_35OfMeer_7;Totaal_8;KleinerDan0_9;k_0Tot10_10;k_10Tot15_11;k_15Tot20_12;k_20Tot30_13;k_30OfMeer_14;Totaal_15;KleinerDan30_16;k_30Tot70_17;k_70Tot130_18;k_130OfMeer_19;Totaal_20;KleinerDan30_21;k_30Tot70_22;k_70Tot130_23;k_130OfMeer_24;Totaal_25;KleinerDan0_26;k_0Tot2_27;k_2Tot4_28;k_4OfMeer_29;Leverage_30;AandeelKapitaallasten_31;GemLeeftijdMaterieleVasteActiva_32;Debiteurentermijn_33;AandeelPersoneelskosten_34;OpbrengstenPerArbeidsjaar_35;ArbeidskostenPerArbeidsjaar_36;Parttimefactor_37;KleinerDan0_38;k_0Tot10_39;k_10Tot20_40;k_20Tot35_41;k_35OfMeer_42;KleinerDan0_43;k_0Tot10_44;k_10Tot15_45;k_15Tot20_46;k_20Tot30_47;k_30OfMeer_48;KleinerDan30_49;k_30Tot70_50;k_70Tot130_51;k_130OfMeer_52;KleinerDan30_53;k_30Tot70_54;k_70Tot130_55;k_130OfMeer_56;KleinerDan0_57;k_0Tot2_58;k_2Tot4_59;k_4OfMeer_60;MinderDan4MlnEuro_61;k_4Tot10MlnEuro_62;k_10Tot25MlnEuro_63;k_25Tot75MlnEuro_64;k_75Tot125MlnEuro_65;k_125MlnEuroOfMeer_66
10;422800;2016;8;27;;;;;;26;;;;;;;107;;;;;146;;;;;2;;;;;63;8;9;30;60;137750;71600;81;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;100.0
11;422800;2017;8;29;;;;;;28;;;;;;;91;;;;;145;;;;;3;;;;;60;8;10;27;61;136750;72150;81;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;100.0
12;422800;2018;8;32;;;;;;31;;;;;;;110;;;;;155;;;;;2;;;;;62;7;10;23;61;135450;72200;81;;;;;;;;;;;;0.0;;;;0.0;;;;;;;;0.0;0.0;0.0;0.0;0.0;100.0
13;422800;2019;8;34;;;;;;31;;;;;;;105;;;;;162;;;;;1;;;;;65;7;9;20;60;140000;74900;81;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;;0.0;;;;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;0.0;100.0
14;422800;2020;8;34;;;;30.0;41.0;30;;;;;28.0;;90;;;98.0;;152;;;;162.0;1;;1.0;;;60;7;9;23;61;145600;78350;81;0.0;0.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;62.0;38.0;0.0;25.0;75.0;0.0;0.0;0.0;25.0;75.0;12.0;75.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
15;422800;2021;7;34;;;;;39.0;30;;;;;28.0;;90;;;93.0;;152;;;;157.0;1;;1.0;;;59;7;9;22;60;148450;80600;80;0.0;0.0;0.0;43.0;57.0;0.0;0.0;0.0;0.0;57.0;43.0;0.0;14.0;86.0;0.0;0.0;0.0;14.0;86.0;14.0;57.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
16;422800;2022;7;34;;;;32.0;;30;;;;;28.0;;141;;;;152.0;153;;;;163.0;1;;1.0;;;58;6;9;21;60;154100;83500;80;0.0;0.0;0.0;57.0;43.0;0.0;0.0;0.0;0.0;57.0;43.0;0.0;0.0;29.0;71.0;0.0;0.0;29.0;71.0;14.0;71.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;100.0
17;422800;2023;7;36;;;;;40.0;30;;;;;;33.0;147;;;;173.0;158;;;;169.0;2;;;3.0;;55;6;9;21;60;163600;88150;80;0.0;0.0;0.0;43.0;57.0;0.0;0.0;0.0;0.0;43.0;57.0;0.0;0.0;43.0;57.0;0.0;0.0;29.0;71.0;0.0;43.0;57.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
18;422900;2015;64;22;;;;;;21;;;;;;;96;;;;;114;;;;;2;;;;;68;9;9;47;51;124750;55950;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;422900;2016;61;24;;;;;;22;;;;;;;92;;;;;119;;;;;1;;;;;65;9;9;34;51;128250;57900;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;422900;2017;59;26;;;;;;23;;;;;;;82;;;;;120;;;;;1;;;;;64;9;9;33;51;129150;58000;73;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;
21;422900;2018;59;28;;;;;;24;;;;;;;89;;;;;127;;;;;2;;;;;63;8;9;30;51;132500;59150;74;;;;;;;;;;;;0.0;;;;0.0;;;;;;;;0.0;0.0;0.0;;;
22;422900;2019;57;30;;;;;;25;;;;;;;89;;;;;124;;;;;2;;;;;61;8;9;29;51;135800;61200;74;0.0;0.0;;;;0.0;0.0;;;;;0.0;;;;0.0;;;;;;;;0.0;0.0;0.0;;;
23;422900;2020;57;31;;;17.0;28.0;40.0;25;;;;19.0;24.0;33.0;85;;59.0;97.0;158.0;121;;;106.0;155.0;2;-1.0;1.0;3.0;;57;8;9;25;52;140650;64300;74;0.0;0.0;9.0;49.0;42.0;0.0;0.0;5.0;12.0;54.0;28.0;2.0;35.0;54.0;9.0;0.0;5.0;61.0;33.0;7.0;74.0;16.0;4.0;0.0;0.0;0.0;2.0;4.0;95.0
24;422900;2021;57;33;;;17.0;29.0;40.0;26;;;;17.0;25.0;33.0;78;;55.0;91.0;142.0;125;;49.0;113.0;156.0;2;;1.0;3.0;;56;7;9;25;52;142200;64900;73;0.0;0.0;9.0;47.0;44.0;0.0;0.0;4.0;14.0;47.0;35.0;2.0;35.0;54.0;9.0;0.0;7.0;54.0;39.0;5.0;65.0;26.0;4.0;0.0;0.0;0.0;2.0;4.0;95.0
25;422900;2022;58;34;;;18.0;29.0;41.0;27;;;;17.0;26.0;34.0;110;;58.0;108.0;145.0;125;;64.0;114.0;151.0;1;-2.0;1.0;3.0;;53;7;8;25;51;145550;66550;73;0.0;0.0;9.0;47.0;45.0;0.0;0.0;5.0;12.0;43.0;40.0;0.0;7.0;69.0;24.0;0.0;7.0;47.0;47.0;7.0;71.0;19.0;3.0;0.0;0.0;0.0;2.0;3.0;95.0
26;422900;2023;58;35;;;;29.0;42.0;27;;;13.0;17.0;25.0;33.0;111;;58.0;107.0;148.0;125;;;108.0;151.0;1;-1.0;1.0;3.0;;50;7;8;24;51;154350;70450;74;0.0;0.0;5.0;47.0;48.0;0.0;0.0;7.0;10.0;41.0;41.0;0.0;9.0;60.0;31.0;0.0;3.0;47.0;50.0;17.0;52.0;28.0;3.0;0.0;0.0;0.0;2.0;0.0;98.0
27;423000;2015;21;27;;;;;;27;;;;;;;97;;;;;121;;;;;4;;;;;60;8;10;40;65;109850;60250;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;423000;2016;20;30;;;;;;29;;;;;;;100;;;;;126;;;;;2;;;;;58;8;11;27;64;110550;61850;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;423000;2017;19;29;;;;;;30;;;;;;;86;;;;;118;;;;;2;;;;;55;7;12;24;64;112000;63300;75;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;
30;423000;2018;18;29;;;;;;28;;;;;;;83;;;;;120;;;;;1;;;;;56;8;10;24;62;120700;65200;75;;;;;;;;;;;;0.0;;;;0.0;;;;;;;;0.0;0.0;0.0;;;
31;423000;2019;17;31;;;;;;29;;;;;;;80;;;;;111;;;;;2;;;;;54;7;11;24;63;123150;67050;76;0.0;0.0;;;;0.0;0.0;;0.0;;;0.0;;;;0.0;;;;;;;;0.0;0.0;0.0;;;
32;423000;2020;17;32;;;;28.0;41.0;29;;;;;26.0;37.0;72;;;87.0;149.0;104;;;108.0;154.0;1;-1.0;1.0;;;48;7;10;20;64;124250;70200;76;0.0;0.0;6.0;35.0;59.0;0.0;0.0;12.0;0.0;53.0;35.0;0.0;18.0;59.0;24.0;0.0;6.0;35.0;59.0;24.0;59.0;12.0;6.0;0.0;0.0;0.0;65.0;18.0;18.0
33;423000;2021;17;33;;;;29.0;42.0;29;;;;;25.0;34.0;63;;43.0;88.0;;105;;;104.0;153.0;1;-2.0;1.0;3.0;;46;7;10;24;63;127150;71950;76;0.0;0.0;6.0;41.0;53.0;0.0;0.0;6.0;0.0;47.0;47.0;6.0;35.0;47.0;12.0;0.0;6.0;41.0;53.0;29.0;35.0;29.0;6.0;0.0;0.0;0.0;65.0;18.0;18.0
34;423000;2022;17;33;;;;28.0;43.0;29;;;;;25.0;35.0;91;;;98.0;158.0;103;;;109.0;159.0;1;-2.0;1.0;;;42;7;9;27;64;127400;72150;77;0.0;0.0;0.0;47.0;53.0;0.0;0.0;0.0;12.0;47.0;41.0;0.0;6.0;65.0;29.0;0.0;6.0;47.0;47.0;24.0;47.0;18.0;12.0;0.0;0.0;0.0;65.0;18.0;18.0
35;423000;2023;17;32;;;;29.0;48.0;28;;;;;25.0;35.0;90;;;103.0;166.0;101;;;86.0;160.0;1;;1.0;3.0;;39;7;8;25;63;137900;77350;76;0.0;0.0;0.0;53.0;47.0;0.0;0.0;0.0;18.0;47.0;35.0;0.0;12.0;53.0;35.0;0.0;0.0;47.0;53.0;18.0;41.0;29.0;12.0;0.0;0.0;0.0;65.0;18.0;18.0
36;423100;2015;121;27;-35.0;8.0;17.0;25.0;50.0;24;-16.0;7.0;14.0;18.0;25.0;47.0;110;;;85.0;218.0;141;;;100.0;174.0;2;-3.0;1.0;3.0;9.0;68;10;10;32;73;84800;55050;78;4.0;7.0;11.0;28.0;49.0;4.0;13.0;8.0;12.0;27.0;35.0;;;27.0;54.0;;;28.0;68.0;22.0;32.0;8.0;38.0;34.0;7.0;5.0;30.0;7.0;16.0
37;423100;2016;131;28;-3.0;5.0;17.0;27.0;50.0;24;-3.0;6.0;12.0;18.0;24.0;46.0;111;21.0;60.0;89.0;216.0;148;;;106.0;202.0;0;-3.0;1.0;3.0;7.0;65;9;10;32;75;86600;57400;78;4.0;7.0;14.0;25.0;49.0;4.0;15.0;10.0;13.0;27.0;29.0;3.0;19.0;24.0;54.0;;;28.0;68.0;25.0;27.0;8.0;40.0;36.0;8.0;8.0;24.0;10.0;13.0
38;423100;2017;137;30;-6.0;3.0;17.0;28.0;56.0;24;-5.0;5.0;12.0;19.0;25.0;45.0;106;15.0;60.0;96.0;251.0;149;;;108.0;195.0;1;-3.0;1.0;2.0;9.0;64;9;10;30;75;89700;58850;77;7.0;4.0;7.0;35.0;48.0;7.0;11.0;13.0;11.0;25.0;33.0;3.0;21.0;27.0;50.0;;;27.0;69.0;21.0;35.0;9.0;35.0;36.0;11.0;9.0;21.0;11.0;12.0
39;423100;2018;139;31;;;14.0;26.0;55.0;24;;4.0;;18.0;23.0;49.0;102;;;86.0;264.0;151;;;;184.0;0;-3.0;1.0;3.0;8.0;62;8;10;25;76;90350;60050;77;;;7.0;36.0;53.0;;16.0;;16.0;29.0;28.0;;;39.0;48.0;0.0;;;69.0;23.0;31.0;12.0;34.0;36.0;12.0;9.0;19.0;8.0;15.0
40;423100;2019;136;36;;3.0;12.0;30.0;54.0;25;;3.0;14.0;18.0;23.0;43.0;102;;;89.0;251.0;153;;51.0;112.0;182.0;2;-2.0;1.0;2.0;7.0;56;8;10;22;77;94150;61500;78;0.0;6.0;5.0;31.0;58.0;0.0;21.0;11.0;9.0;27.0;32.0;;;30.0;50.0;0.0;5.0;25.0;69.0;24.0;28.0;11.0;37.0;35.0;13.0;7.0;20.0;8.0;17.0
41;423100;2020;139;35;;2.0;16.0;29.0;53.0;25;;4.0;14.0;19.0;25.0;45.0;96;;53.0;97.0;227.0;147;;53.0;111.0;194.0;1;-2.0;1.0;3.0;7.0;54;7;10;17;78;97600;65500;78;3.0;5.0;10.0;30.0;52.0;3.0;19.0;9.0;17.0;28.0;25.0;1.0;19.0;42.0;39.0;1.0;5.0;33.0;61.0;22.0;38.0;14.0;27.0;33.0;15.0;7.0;17.0;9.0;20.0
42;423100;2021;150;37;-37.0;3.0;16.0;29.0;51.0;26;-9.0;5.0;12.0;18.0;24.0;43.0;113;;51.0;107.0;241.0;164;;;112.0;185.0;2;-1.0;1.0;3.0;6.0;57;7;10;20;78;99800;65950;78;5.0;6.0;6.0;25.0;57.0;5.0;18.0;7.0;16.0;27.0;27.0;1.0;13.0;36.0;50.0;0.0;2.0;26.0;72.0;12.0;37.0;14.0;37.0;36.0;16.0;9.0;13.0;9.0;18.0
43;423100;2022;147;37;-34.0;4.0;18.0;30.0;49.0;26;-14.0;5.0;12.0;17.0;23.0;40.0;155;;45.0;109.0;180.0;155;;44.0;109.0;180.0;1;-2.0;1.0;3.0;8.0;54;7;10;21;77;103050;68300;78;9.0;6.0;5.0;26.0;55.0;9.0;18.0;12.0;13.0;19.0;30.0;1.0;5.0;32.0;62.0;0.0;4.0;34.0;62.0;34.0;30.0;12.0;23.0;38.0;15.0;9.0;14.0;9.0;16.0
44;423100;2023;159;40;-34.0;5.0;16.0;30.0;44.0;25;-7.0;6.0;14.0;17.0;24.0;38.0;158;;64.0;110.0;179.0;159;;64.0;111.0;179.0;2;-3.0;1.0;3.0;10.0;49;6;10;22;76;110150;70650;78;7.0;5.0;9.0;18.0;62.0;7.0;24.0;8.0;9.0;27.0;24.0;1.0;4.0;27.0;69.0;0.0;3.0;27.0;69.0;21.0;34.0;17.0;27.0;38.0;18.0;8.0;13.0;7.0;17.0
45;800029;2015;304;35;;;16.0;27.0;51.0;29;-7.0;7.0;13.0;18.0;24.0;43.0;123;21.0;52.0;102.0;201.0;131;22.0;53.0;90.0;199.0;2;-2.0;1.0;3.0;7.0;50;11;10;10;71;74250;46000;67;;;5.0;32.0;58.0;5.0;7.0;6.0;11.0;27.0;45.0;3.0;11.0;20.0;64.0;2.0;8.0;24.0;66.0;12.0;23.0;21.0;44.0;36.0;14.0;8.0;20.0;11.0;11.0
46;800029;2016;357;36;-6.0;9.0;17.0;28.0;53.0;29;-3.0;6.0;13.0;18.0;25.0;45.0;140;11.0;57.0;94.0;206.0;146;13.0;61.0;98.0;204.0;2;-2.0;1.0;3.0;7.0;50;10;11;9;71;76700;47550;67;4.0;2.0;4.0;33.0;57.0;4.0;8.0;10.0;9.0;27.0;41.0;2.0;10.0;21.0;66.0;3.0;8.0;19.0;69.0;17.0;29.0;18.0;37.0;37.0;12.0;9.0;19.0;12.0;11.0
47;800029;2017;393;39;-62.0;9.0;18.0;29.0;50.0;31;-12.0;7.0;12.0;17.0;25.0;46.0;137;18.0;52.0;100.0;223.0;146;21.0;60.0;104.0;217.0;2;-3.0;1.0;3.0;6.0;48;10;11;8;71;78200;48350;67;4.0;1.0;6.0;24.0;65.0;4.0;10.0;7.0;7.0;27.0;44.0;3.0;7.0;28.0;62.0;2.0;5.0;27.0;67.0;15.0;24.0;17.0;43.0;49.0;9.0;7.0;16.0;8.0;10.0
48;800029;2018;411;40;-80.0;8.0;17.0;30.0;51.0;31;-17.0;7.0;13.0;18.0;26.0;47.0;135;27.0;57.0;100.0;221.0;143;;;101.0;217.0;2;-2.0;1.0;3.0;7.0;47;9;12;7;72;78800;48950;67;3.0;2.0;7.0;21.0;67.0;3.0;13.0;9.0;8.0;26.0;41.0;1.0;10.0;24.0;65.0;;;24.0;69.0;20.0;21.0;17.0;41.0;55.0;9.0;5.0;15.0;7.0;9.0
49;800029;2019;459;41;-13.0;4.0;19.0;30.0;51.0;30;-6.0;6.0;11.0;18.0;25.0;45.0;117;11.0;45.0;97.0;213.0;126;11.0;53.0;104.0;214.0;1;-3.0;1.0;3.0;7.0;43;9;12;6;72;81750;50650;68;4.0;3.0;6.0;21.0;66.0;4.0;15.0;8.0;9.0;24.0;40.0;3.0;13.0;23.0;61.0;2.0;9.0;23.0;65.0;20.0;26.0;15.0;39.0;55.0;10.0;5.0;13.0;7.0;10.0
50;800029;2020;507;42;-27.0;3.0;15.0;30.0;50.0;31;-8.0;6.0;14.0;18.0;25.0;45.0;115;25.0;57.0;101.0;203.0;127;21.0;58.0;100.0;195.0;2;-1.0;1.0;3.0;7.0;42;9;12;6;73;85750;53600;68;3.0;3.0;6.0;19.0;69.0;3.0;17.0;5.0;9.0;25.0;41.0;3.0;10.0;29.0;57.0;3.0;5.0;28.0;63.0;16.0;24.0;19.0;41.0;54.0;11.0;5.0;12.0;7.0;12.0
51;800029;2021;523;44;-46.0;6.0;19.0;32.0;48.0;32;-10.0;6.0;11.0;18.0;26.0;45.0;123;28.0;54.0;100.0;196.0;137;;56.0;104.0;189.0;2;-1.0;1.0;3.0;6.0;41;8;11;5;73;87700;54300;69;4.0;4.0;4.0;17.0;72.0;4.0;14.0;6.0;9.0;26.0;40.0;3.0;9.0;26.0;62.0;1.0;7.0;22.0;69.0;20.0;19.0;18.0;44.0;56.0;10.0;6.0;10.0;6.0;11.0
52;800029;2022;563;45;-37.0;5.0;15.0;32.0;48.0;32;-15.0;6.0;11.0;17.0;25.0;43.0;133;21.0;57.0;102.0;186.0;134;21.0;57.0;102.0;185.0;1;-2.0;1.0;3.0;9.0;39;8;11;5;74;91750;56250;69;4.0;3.0;4.0;15.0;74.0;4.0;13.0;8.0;9.0;23.0;43.0;2.0;6.0;24.0;67.0;2.0;6.0;23.0;68.0;21.0;25.0;13.0;40.0;61.0;10.0;5.0;9.0;5.0;10.0
53;800029;2023;586;45;-33.0;4.0;14.0;31.0;48.0;31;-10.0;6.0;14.0;18.0;25.0;42.0;126;17.0;55.0;101.0;182.0;127;17.0;55.0;101.0;183.0;1;-3.0;1.0;2.0;8.0;36;8;12;5;74;98600;59800;69;6.0;3.0;3.0;11.0;76.0;6.0;13.0;7.0;10.0;22.0;42.0;2.0;6.0;22.0;69.0;2.0;6.0;22.0;70.0;22.0;21.0;16.0;42.0;60.0;11.0;5.0;9.0;4.0;10.0
54;426400;2015;59;26;-72.0;4.0;15.0;27.0;40.0;18;-17.0;8.0;13.0;18.0;24.0;32.0;190;;;;213.0;167;;;;184.0;1;-2.0;1.0;3.0;7.0;68;5;13;19;71;87550;55100;81;8.0;12.0;10.0;27.0;43.0;8.0;22.0;20.0;16.0;22.0;10.0;;;;76.0;;;;73.0;39.0;14.0;12.0;35.0;29.0;8.0;18.0;37.0;8.0;0.0
55;426400;2016;68;31;;;20.0;30.0;41.0;20;-9.0;7.0;13.0;18.0;24.0;33.0;183;;63.0;102.0;203.0;180;;;103.0;195.0;2;-6.0;1.0;3.0;7.0;62;5;13;28;71;91100;55500;81;;;7.0;31.0;51.0;7.0;16.0;27.0;13.0;18.0;18.0;0.0;7.0;16.0;76.0;;;18.0;76.0;20.0;20.0;20.0;40.0;44.0;;11.0;38.0;;
56;426400;2017;86;37;;2.0;;29.0;45.0;23;;7.0;;18.0;23.0;36.0;182;;;98.0;207.0;198;;;107.0;217.0;2;-2.0;1.0;3.0;8.0;59;4;14;31;72;94800;58300;79;;10.0;;19.0;63.0;;21.0;;15.0;25.0;29.0;;;16.0;75.0;;;21.0;75.0;21.0;22.0;16.0;41.0;51.0;;9.0;32.0;;
57;426400;2018;114;38;-20.0;3.0;12.0;30.0;47.0;23;-7.0;6.0;13.0;16.0;27.0;37.0;164;;;114.0;203.0;185;;;98.0;209.0;0;-4.0;1.0;3.0;15.0;58;4;12;26;72;91900;57450;78;7.0;7.0;7.0;20.0;60.0;7.0;20.0;9.0;12.0;22.0;29.0;;;25.0;63.0;;;26.0;69.0;24.0;20.0;11.0;45.0;65.0;3.0;8.0;19.0;;
58;426400;2019;119;36;-32.0;6.0;16.0;29.0;51.0;20;-7.0;6.0;13.0;17.0;26.0;43.0;144;13.0;50.0;99.0;200.0;165;11.0;58.0;111.0;206.0;-1;-4.0;1.0;2.0;12.0;56;4;10;22;72;93950;59350;78;9.0;6.0;10.0;16.0;58.0;9.0;18.0;18.0;10.0;22.0;23.0;5.0;11.0;27.0;55.0;4.0;7.0;25.0;62.0;28.0;17.0;8.0;47.0;69.0;4.0;6.0;17.0;;
59;426400;2020;132;37;-45.0;2.0;16.0;28.0;50.0;20;-11.0;5.0;13.0;17.0;25.0;47.0;141;24.0;62.0;115.0;191.0;166;24.0;57.0;115.0;196.0;1;-2.0;0.0;3.0;11.0;55;4;11;15;72;98500;61850;78;8.0;9.0;14.0;17.0;52.0;8.0;25.0;11.0;10.0;21.0;25.0;6.0;10.0;31.0;52.0;5.0;4.0;35.0;55.0;27.0;19.0;13.0;41.0;65.0;8.0;7.0;16.0;1.0;3.0
60;426400;2021;145;37;-19.0;1.0;18.0;26.0;49.0;19;-5.0;4.0;13.0;18.0;25.0;42.0;146;11.0;61.0;106.0;194.0;164;;62.0;110.0;181.0;1;-2.0;1.0;3.0;12.0;52;4;12;15;72;100950;62150;78;8.0;8.0;8.0;12.0;64.0;8.0;18.0;16.0;11.0;23.0;24.0;4.0;12.0;23.0;61.0;3.0;10.0;21.0;67.0;26.0;17.0;13.0;44.0;69.0;6.0;5.0;15.0;1.0;3.0
61;426400;2022;149;35;-12.0;1.0;15.0;32.0;46.0;17;-3.0;4.0;13.0;17.0;25.0;49.0;159;;63.0;107.0;174.0;159;;63.0;107.0;174.0;-1;-4.0;1.0;3.0;11.0;55;4;11;17;73;106700;65100;78;10.0;9.0;9.0;12.0;61.0;10.0;20.0;14.0;10.0;19.0;26.0;2.0;7.0;28.0;64.0;2.0;7.0;28.0;64.0;38.0;17.0;7.0;39.0;70.0;9.0;5.0;13.0;2.0;2.0
62;426400;2023;156;35;-34.0;1.0;14.0;31.0;49.0;16;-7.0;4.0;13.0;16.0;24.0;46.0;155;;53.0;117.0;188.0;155;;53.0;117.0;188.0;1;-2.0;1.0;3.0;12.0;51;4;10;18;71;116400;67100;78;7.0;6.0;7.0;19.0;61.0;7.0;23.0;10.0;15.0;20.0;24.0;0.0;4.0;24.0;72.0;0.0;4.0;24.0;72.0;23.0;17.0;16.0;44.0;70.0;10.0;5.0;11.0;2.0;2.0
