ID;Leeftijd;Perioden;TotaalBevolking_1;Mannen_2;Vrouwen_3
0;Totaal over alle leeftijden;2008;16406871;8111914;8294950
1;Totaal over alle leeftijden;2009;16457285;8136898;8320383
2;Totaal over alle leeftijden;2010;16507398;8162423;8344979
3;Totaal over alle leeftijden;2011;16555411;8187424;8367992
4;Totaal over alle leeftijden;2012;16599655;8210813;8388837
5;Totaal over alle leeftijden;2013;16641279;8233065;8408216
6;Totaal over alle leeftijden;2014;16681982;8254838;8427149
7;0;2008;181302;92804;88498
8;0;2009;180592;92446;88146
9;0;2010;179563;91922;87641
10;0;2011;178649;91452;87197
11;0;2012;177847;91048;86799
12;0;2013;177437;90839;86598
13;0;2014;177397;90819;86577
14;1;2008;184662;94655;90007
15;1;2009;181617;92875;88742
16;1;2010;180938;92536;88402
17;1;2011;179929;92026;87903
18;1;2012;179024;91564;87460
19;1;2013;178233;91165;87067
20;1;2014;177850;90970;86881
21;2;2008;187140;95730;91409
22;2;2009;184665;94562;90103
23;2;2010;181671;92813;88858
24;2;2011;181003;92484;88519
25;2;2012;179987;91971;88016
26;2;2013;179103;91521;87582
27;2;2014;178342;91138;87204
28;3;2008;193144;98600;94544
29;3;2009;186920;95598;91322
30;3;2010;184526;94475;90052
31;3;2011;181567;92749;88819
32;3;2012;180899;92416;88483
33;3;2013;179897;91911;87987
34;3;2014;179043;91476;87567
35;4;2008;199776;102258;97517
36;4;2009;192706;98407;94299
37;4;2010;186583;95456;91127
38;4;2011;184241;94358;89884
39;4;2012;181306;92642;88663
40;4;2013;180652;92313;88339
41;4;2014;179676;91820;87856
42;5;2008;200933;102886;98047
43;5;2009;199300;102050;97250
44;5;2010;192292;98240;94052
45;5;2011;186250;95326;90925
46;5;2012;183941;94242;89699
47;5;2013;181041;92543;88498
48;5;2014;180406;92223;88183
49;6;2008;202646;103593;99053
50;6;2009;200573;102722;97851
51;6;2010;198968;101901;97067
52;6;2011;192001;98120;93881
53;6;2012;186011;95227;90784
54;6;2013;183741;94164;89578
55;6;2014;180873;92481;88391
56;7;2008;206075;105122;100953
57;7;2009;202377;103478;98899
58;7;2010;200351;102628;97723
59;7;2011;198757;101813;96945
60;7;2012;191816;98050;93765
61;7;2013;185877;95181;90696
62;7;2014;183645;94137;89508
63;8;2008;201427;103264;98162
64;8;2009;205821;104999;100822
65;8;2010;202199;103397;98802
66;8;2011;200200;102560;97641
67;8;2012;198604;101742;96862
68;8;2013;191686;97998;93688
69;8;2014;185795;95150;90644
70;9;2008;200118;102424;97694
71;9;2009;201282;103222;98060
72;9;2010;205708;104975;100734
73;9;2011;202139;103401;98738
74;9;2012;200151;102565;97586
75;9;2013;198553;101749;96803
76;9;2014;191664;98023;93642
77;10;2008;194294;99019;95276
78;10;2009;200041;102407;97634
79;10;2010;201261;103241;98020
80;10;2011;205701;105002;100699
81;10;2012;202163;103443;98720
82;10;2013;200185;102612;97573
83;10;2014;198590;101796;96793
84;11;2008;192970;99271;93699
85;11;2009;194278;99032;95246
86;11;2010;200065;102434;97631
87;11;2011;201320;103290;98030
88;11;2012;205755;105047;100707
89;11;2013;202249;103505;98744
90;11;2014;200285;102680;97605
91;12;2008;193537;98950;94586
92;12;2009;192999;99283;93716
93;12;2010;194359;99078;95281
94;12;2011;200173;102490;97683
95;12;2012;201439;103354;98085
96;12;2013;205874;105109;100765
97;12;2014;202397;103581;98817
98;13;2008;199177;101861;97316
99;13;2009;193636;98999;94638
100;13;2010;193132;99349;93783
101;13;2011;194528;99171;95358
102;13;2012;200353;102579;97774
103;13;2013;201637;103456;98181
104;13;2014;206073;105212;100862
105;14;2008;198921;101630;97291
106;14;2009;199316;101935;97381
107;14;2010;193844;99110;94734
108;14;2011;193358;99468;93890
109;14;2012;194768;99302;95466
110;14;2013;200600;102711;97889
111;14;2014;201906;103598;98307
112;15;2008;201260;103085;98174
113;15;2009;199130;101725;97405
114;15;2010;199576;102061;97516
115;15;2011;194145;99257;94888
116;15;2012;193660;99614;94046
117;15;2013;195083;99459;95625
118;15;2014;200928;102869;98059
119;16;2008;204193;104311;99882
120;16;2009;201486;103181;98305
121;16;2010;199415;101854;97561
122;16;2011;199887;102205;97682
123;16;2012;194481;99417;95064
124;16;2013;193999;99772;94226
125;16;2014;195434;99626;95808
126;17;2008;204988;105054;99934
127;17;2009;204512;104440;100072
128;17;2010;201848;103332;98515
129;17;2011;199815;102031;97784
130;17;2012;200297;102386;97911
131;17;2013;194915;99610;95304
132;17;2014;194436;99966;94470
133;18;2008;197643;100667;96976
134;18;2009;205631;105262;100369
135;18;2010;205258;104708;100550
136;18;2011;202641;103622;99019
137;18;2012;200641;102343;98298
138;18;2013;201141;102707;98434
139;18;2014;195804;99957;95848
140;19;2008;196298;100076;96222
141;19;2009;198591;100938;97654
142;19;2010;206652;105561;101091
143;19;2011;206353;105058;101295
144;19;2012;203753;103977;99776
145;19;2013;201802;102726;99076
146;19;2014;202338;103107;99232
147;20;2008;198354;101104;97251
148;20;2009;197649;100423;97226
149;20;2010;200041;101342;98699
150;20;2011;208113;105967;102145
