ID;Achtergrondkenmerken;Perioden;RechtshulpTotaal_1;Advocaat_2;BureauVoorRechtshulp_3;SemiParticuliereOrganisatie_4;Notaris_5;Werk_6;Uitkering_7;Huurhuis_8;EigenHuis_9;Verbintenissen_10;Familiezaken_11;OndervondenDelicten_12;OverigeRedenen_13
202;96;1999;46.5;9.4;9.2;12.8;31.5;6.9;1.4;1.0;21.0;4.5;7.1;0.4;13.9
203;96;2000;41.4;8.0;8.4;11.2;27.0;5.3;0.7;0.9;18.3;3.4;7.1;0.1;12.0
204;96;2001;36.5;8.2;5.9;12.9;21.3;6.2;1.2;1.2;13.7;3.6;6.2;0.3;9.9
205;96;2002;37.4;8.8;6.8;12.5;22.0;5.4;0.6;1.0;16.0;3.6;6.8;0.3;10.5
206;96;2003;40.9;8.8;6.7;13.2;24.2;6.1;1.6;0.9;17.5;3.9;6.7;0.3;10.2
207;96;2004;40.8;12.1;5.9;14.1;21.8;8.6;1.9;1.1;15.4;2.8;6.4;0.1;12.1
208;98;1997;30.1;7.2;5.9;8.4;17.1;4.6;1.5;2.1;8.1;3.5;6.6;0.2;8.9
209;98;1998;33.4;7.5;5.7;9.6;19.6;6.2;1.6;1.3;10.7;3.2;6.2;0.1;10.4
210;98;1999;39.6;8.4;6.3;10.6;25.8;5.2;2.7;1.2;15.4;2.9;8.5;0.5;9.6
211;98;2000;36.9;9.0;5.6;10.2;22.8;5.4;1.9;1.4;12.1;3.7;7.8;0.2;11.1
212;98;2001;32.7;8.9;5.2;11.6;16.9;5.0;1.7;1.0;9.7;2.3;7.0;0.4;11.2
213;98;2002;33.8;8.9;5.0;12.1;18.3;6.0;1.8;1.1;11.1;3.5;6.4;0.0;9.2
214;98;2003;35.5;8.0;8.1;13.4;18.4;6.0;1.4;1.0;9.8;2.8;8.4;0.2;12.1
215;98;2004;35.2;8.7;4.8;12.2;18.5;6.0;1.3;1.0;12.4;3.3;5.6;0.2;10.0
216;Leeftijd: man 55 tot 65 jaar;1997;24.8;5.0;3.2;6.7;14.9;3.0;2.2;0.7;5.8;1.8;5.4;0.0;7.4
217;Leeftijd: man 55 tot 65 jaar;1998;32.9;6.9;5.8;11.4;19.3;4.3;2.3;1.2;7.3;1.9;8.3;0.6;11.2
218;Leeftijd: man 55 tot 65 jaar;1999;30.0;5.4;2.9;9.4;19.6;3.1;1.7;1.2;9.5;1.1;6.6;0.2;9.6
219;Leeftijd: man 55 tot 65 jaar;2000;28.5;6.8;3.3;10.0;16.7;3.7;1.7;1.8;7.0;3.5;6.9;0.0;7.9
220;Leeftijd: man 55 tot 65 jaar;2001;26.0;6.7;3.2;7.7;15.0;3.4;1.5;0.7;5.8;1.5;7.6;0.4;8.2
221;Leeftijd: man 55 tot 65 jaar;2002;29.1;6.3;3.6;11.6;15.1;5.1;1.6;2.0;6.9;2.1;7.3;0.0;8.0
222;Leeftijd: man 55 tot 65 jaar;2003;33.6;7.0;4.4;14.1;17.8;5.4;3.2;1.4;8.9;2.7;7.2;0.1;10.3
223;Leeftijd: man 55 tot 65 jaar;2004;30.4;6.6;3.4;10.2;17.9;5.5;1.8;0.6;7.6;2.5;7.0;0.2;9.1
224;Leeftijd: man 65 tot 75 jaar;1997;19.9;2.6;2.7;5.8;11.7;0.2;0.0;1.2;4.0;2.1;6.6;0.3;6.3
225;Leeftijd: man 65 tot 75 jaar;1998;18.9;3.0;2.3;4.9;11.3;0.0;0.8;2.2;5.1;0.2;6.8;0.0;5.4
226;Leeftijd: man 65 tot 75 jaar;1999;18.2;1.9;2.4;5.1;12.7;0.8;0.2;1.7;4.3;1.7;5.6;0.1;5.5
227;Leeftijd: man 65 tot 75 jaar;2000;20.6;3.8;3.2;6.5;12.7;1.5;0.5;2.5;4.1;2.0;6.5;0.2;7.2
228;Leeftijd: man 65 tot 75 jaar;2001;21.4;4.7;2.8;7.3;10.0;0.0;0.3;3.5;3.4;1.5;5.9;0.0;7.7
229;Leeftijd: man 65 tot 75 jaar;2002;19.0;1.5;2.5;4.1;14.0;0.4;0.6;0.1;4.1;0.6;7.4;0.0;6.7
230;Leeftijd: man 65 tot 75 jaar;2003;18.9;2.6;2.6;5.8;11.5;0.5;0.7;0.9;5.1;1.2;4.7;0.2;7.0
231;Leeftijd: man 65 tot 75 jaar;2004;19.4;2.3;1.9;4.4;13.6;0.7;0.2;0.8;6.4;1.0;6.1;0.0;5.5
232;Leeftijd: man 75 jr of ouder;1997;18.5;2.3;1.4;3.1;12.5;0.0;0.4;1.0;3.6;0.8;6.6;0.0;6.1
233;Leeftijd: man 75 jr of ouder;1998;15.2;0.6;1.2;6.7;10.2;0.0;0.8;3.0;2.3;0.5;6.1;0.0;4.5
234;Leeftijd: man 75 jr of ouder;1999;14.0;0.9;2.3;4.0;9.7;0.9;0.0;2.4;1.7;1.7;6.3;0.0;2.8
235;Leeftijd: man 75 jr of ouder;2000;12.2;1.3;0.0;4.7;8.2;0.0;0.0;2.3;4.6;0.4;4.8;0.0;0.8
236;Leeftijd: man 75 jr of ouder;2001;13.4;1.4;0.6;3.0;9.2;0.0;0.0;1.5;2.9;1.2;4.9;0.0;3.4
237;Leeftijd: man 75 jr of ouder;2002;15.3;1.0;0.4;2.5;11.6;0.5;0.0;1.5;3.7;0.3;7.9;0.0;1.1
238;Leeftijd: man 75 jr of ouder;2003;12.7;1.5;1.2;2.5;8.7;0.0;0.0;0.2;3.9;0.2;5.6;0.0;3.2
239;Leeftijd: man 75 jr of ouder;2004;11.7;1.0;0.8;3.6;7.1;0.0;0.0;1.6;1.9;0.4;4.5;0.0;3.6
240;93;1997;22.6;3.1;7.1;5.7;11.4;4.1;1.2;3.5;8.2;1.6;1.7;0.5;3.7
241;93;1998;23.7;3.2;7.0;7.6;10.5;3.2;1.2;1.9;8.2;1.3;2.0;1.1;7.6
242;93;1999;26.9;2.5;7.7;10.9;10.5;4.5;0.8;5.2;8.1;1.2;2.2;0.1;7.4
243;93;2000;23.9;4.5;5.0;6.8;12.5;2.1;1.1;3.4;9.5;1.9;2.5;0.5;5.5
244;93;2001;24.2;3.2;8.7;8.2;9.1;3.2;0.9;4.0;7.2;1.8;1.7;0.2;7.4
245;93;2002;28.2;6.0;8.6;10.3;11.5;3.5;1.1;6.3;8.9;1.2;2.6;0.7;8.7
246;93;2003;28.9;4.6;7.4;8.8;13.6;4.8;1.3;1.6;11.6;1.8;2.5;0.0;7.7
247;93;2004;22.3;3.1;7.3;7.0;9.7;2.9;1.0;2.8;8.8;1.8;0.6;0.4;7.1
248;95;1997;38.2;8.1;8.2;10.9;22.3;4.6;1.8;2.1;15.1;3.3;7.2;0.2;10.9
249;95;1998;43.2;7.2;8.1;10.8;27.7;5.4;1.0;3.5;18.2;2.7;7.4;0.6;10.6
250;95;1999;44.0;7.5;8.1;11.2;30.5;4.4;0.7;2.8;21.6;2.8;6.6;0.6;11.9
251;95;2000;39.9;7.6;8.2;11.7;26.1;6.8;1.2;2.7;18.1;2.4;6.4;0.4;10.8
252;95;2001;39.8;6.3;8.0;10.7;26.2;5.5;0.9;1.9;16.3;2.8;7.1;0.7;11.5
253;95;2002;37.6;6.2;6.9;13.9;22.1;5.4;0.9;2.9;16.3;3.1;4.8;0.5;9.4
254;95;2003;39.8;8.4;9.0;13.5;23.5;5.8;1.0;2.2;17.2;3.3;5.6;0.5;12.0
255;95;2004;40.8;8.3;7.8;13.0;25.3;5.0;1.1;1.9;18.2;2.7;6.7;0.2;12.6
256;97;1997;35.7;6.7;6.6;9.1;21.9;3.3;1.5;1.7;11.2;2.1;8.9;0.0;11.8
257;97;1998;36.6;9.3;6.1;10.8;21.6;5.4;1.4;2.2;12.1;1.9;8.3;0.4;11.5
258;97;1999;37.2;8.3;7.8;10.3;23.5;4.7;1.1;1.7;14.5;2.1;7.3;0.2;11.3
259;97;2000;38.9;7.3;5.2;10.3;26.1;3.5;1.0;1.4;17.6;2.7;8.0;0.1;10.2
260;97;2001;35.1;9.3;6.6;9.8;20.6;4.2;1.0;1.2;13.2;2.3;7.4;0.8;11.3
261;97;2002;38.0;9.4;6.9;13.1;21.2;3.9;1.2;1.7;11.5;3.6;10.1;0.1;13.0
262;97;2003;35.6;8.0;6.2;12.3;19.0;5.0;1.2;1.7;12.3;2.9;8.1;0.1;9.5
263;97;2004;34.7;8.4;4.9;9.6;21.4;3.9;0.9;1.4;14.0;2.6;8.1;0.5;9.4
264;99;1997;26.9;5.3;4.5;8.8;14.9;2.8;1.8;1.4;7.6;1.8;6.5;0.2;9.3
265;99;1998;28.7;5.9;5.9;10.5;14.6;4.0;2.4;2.2;9.5;1.8;5.4;0.4;8.1
266;99;1999;32.4;6.2;5.4;10.2;19.4;3.4;2.4;1.8;10.3;2.8;8.3;0.3;7.6
267;99;2000;30.8;6.2;5.1;7.6;19.2;3.2;1.2;0.7;9.9;2.3;8.1;0.0;9.2
268;99;2001;30.1;6.4;6.1;7.4;17.2;4.3;1.4;1.6;8.7;1.9;8.1;0.3;6.9
269;99;2002;29.3;7.4;4.7;9.7;16.5;4.6;1.3;0.8;8.6;2.8;7.8;0.2;8.0
270;99;2003;29.3;6.4;4.1;10.1;16.2;4.8;1.0;0.8;7.7;1.8;8.6;0.0;7.9
271;99;2004;31.3;7.2;5.9;11.2;17.3;4.6;1.2;1.3;10.0;2.6;8.7;0.3;9.1
272;Leeftijd: vrouw 55 tot 65 jr;1997;22.0;3.5;2.0;7.3;13.2;0.9;1.6;2.7;5.5;1.2;6.9;0.0;5.5
273;Leeftijd: vrouw 55 tot 65 jr;1998;24.1;4.0;2.5;8.2;13.2;2.2;1.6;1.8;5.9;1.4;6.2;0.3;7.3
274;Leeftijd: vrouw 55 tot 65 jr;1999;21.7;3.3;2.0;5.7;14.8;1.0;0.9;1.7;6.3;0.8;6.6;0.3;6.7
275;Leeftijd: vrouw 55 tot 65 jr;2000;19.2;2.3;3.6;4.8;12.0;2.5;0.9;0.2;4.6;0.8;5.8;0.5;5.0
276;Leeftijd: vrouw 55 tot 65 jr;2001;20.4;3.4;1.9;6.9;13.0;1.6;1.4;0.7;6.5;1.5;6.5;0.0;4.7
277;Leeftijd: vrouw 55 tot 65 jr;2002;20.6;2.0;2.3;7.5;12.3;2.6;1.3;1.7;4.7;1.9;6.0;0.0;4.6
278;Leeftijd: vrouw 55 tot 65 jr;2003;22.5;3.0;1.7;7.2;14.7;2.8;0.8;0.6;6.0;1.5;6.4;0.0;6.9
279;Leeftijd: vrouw 55 tot 65 jr;2004;22.3;3.5;2.9;8.2;13.3;2.6;0.8;0.9;5.1;0.8;7.0;0.1;8.1
280;Leeftijd: vrouw 65 tot 75 jr;1997;15.7;1.5;1.9;4.2;9.0;0.2;0.2;2.4;3.2;0.0;6.1;0.2;3.9
281;Leeftijd: vrouw 65 tot 75 jr;1998;15.6;2.4;1.3;4.2;9.8;0.0;0.0;2.2;2.7;0.6;6.3;0.1;4.1
282;Leeftijd: vrouw 65 tot 75 jr;1999;18.6;2.1;2.2;4.9;11.0;0.0;0.4;2.1;3.6;1.5;6.7;0.2;4.2
283;Leeftijd: vrouw 65 tot 75 jr;2000;15.4;1.0;1.5;4.0;11.0;0.0;0.0;2.2;3.7;0.7;6.2;0.0;4.2
284;Leeftijd: vrouw 65 tot 75 jr;2001;15.9;1.3;2.1;4.6;10.1;0.0;0.2;1.7;3.9;0.3;6.0;0.0;4.6
285;Leeftijd: vrouw 65 tot 75 jr;2002;16.3;1.5;2.0;6.0;8.5;0.5;0.2;2.3;1.9;1.7;4.2;0.0;6.9
286;Leeftijd: vrouw 65 tot 75 jr;2003;17.1;2.9;1.8;4.9;10.6;0.3;0.0;2.1;3.7;1.1;6.4;0.0;5.4
287;Leeftijd: vrouw 65 tot 75 jr;2004;17.0;2.2;1.6;4.0;11.6;0.0;0.0;1.4;3.4;0.3;7.5;0.0;5.2
288;Leeftijd: vrouw 75 jr of ouder;1997;12.5;1.2;2.2;4.0;6.2;0.0;0.4;3.0;0.7;2.1;3.8;0.0;3.6
289;Leeftijd: vrouw 75 jr of ouder;1998;13.0;1.0;1.0;4.3;7.7;0.0;0.0;1.8;1.1;0.8;4.5;0.0;5.6
290;Leeftijd: vrouw 75 jr of ouder;1999;8.3;0.2;0.2;3.0;5.2;0.0;0.0;0.8;1.3;0.2;3.4;0.0;2.6
291;Leeftijd: vrouw 75 jr of ouder;2000;12.0;1.2;1.2;4.5;6.4;0.3;0.6;3.9;1.8;0.9;3.5;0.0;2.2
292;Leeftijd: vrouw 75 jr of ouder;2001;8.4;0.6;0.8;1.6;5.8;0.2;0.0;1.4;1.2;0.2;3.9;0.0;2.0
293;Leeftijd: vrouw 75 jr of ouder;2002;9.2;0.2;0.0;3.0;7.0;0.0;0.0;1.7;1.0;0.0;5.4;0.0;1.4
294;Leeftijd: vrouw 75 jr of ouder;2003;11.7;1.1;0.9;2.7;8.7;0.1;0.0;0.9;2.0;1.1;5.5;0.0;3.0
295;Leeftijd: vrouw 75 jr of ouder;2004;10.9;0.8;0.6;1.9;7.9;0.0;0.0;0.9;1.9;0.0;5.7;0.0;2.3
296;Leeftijd: man 15 tot 25 jr;1997;18.8;5.4;5.1;7.3;4.9;2.8;1.4;2.8;2.4;2.6;0.9;0.0;7.7
297;Leeftijd: man 15 tot 25 jr;1998;17.5;2.2;4.8;7.1;7.0;2.4;0.3;3.4;5.3;2.0;0.5;0.4;5.2
298;Leeftijd: man 15 tot 25 jr;1999;20.5;3.8;6.5;8.1;7.6;3.2;0.9;2.4;4.0;2.4;2.7;0.0;6.7
299;Leeftijd: man 15 tot 25 jr;2000;23.0;3.4;7.5;9.9;6.6;4.0;0.2;3.5;4.0;4.3;0.9;0.2;7.8
300;Leeftijd: man 15 tot 25 jr;2001;21.6;4.0;5.7;9.5;7.9;3.8;1.1;2.8;6.1;2.4;1.4;0.6;6.4
301;Leeftijd: man 15 tot 25 jr;2002;23.2;5.3;9.0;7.1;8.2;3.1;0.9;1.1;5.6;3.6;1.6;0.3;10.5
302;Leeftijd: man 15 tot 25 jr;2003;23.5;5.6;4.9;9.7;8.8;3.5;0.2;1.9;6.2;2.5;1.7;0.8;10.5
303;Leeftijd: man 15 tot 25 jr;2004;18.3;4.2;4.0;6.8;7.4;3.2;0.4;2.4;5.4;1.0;1.8;0.0;6.1
304;Leeftijd: man 25 tot 45 jr;1997;39.1;7.2;6.7;11.7;24.7;6.0;1.5;2.5;15.0;3.3;5.9;0.2;11.2
305;Leeftijd: man 25 tot 45 jr;1998;40.3;7.5;8.1;11.6;26.0;5.9;1.1;1.8;19.1;3.4;5.1;0.3;10.1
306;Leeftijd: man 25 tot 45 jr;1999;45.7;8.6;8.6;12.5;30.3;6.8;1.0;2.1;21.4;4.4;5.8;0.6;12.4
307;Leeftijd: man 25 tot 45 jr;2000;42.2;8.2;7.6;12.0;27.2;6.4;0.9;2.2;18.5;3.2;6.4;0.2;12.0
308;Leeftijd: man 25 tot 45 jr;2001;37.7;7.3;6.6;12.4;23.2;6.8;0.9;1.6;15.5;3.5;5.5;0.2;10.3
309;Leeftijd: man 25 tot 45 jr;2002;38.9;8.8;7.5;13.4;23.3;5.8;1.2;1.0;17.2;4.3;5.6;0.4;11.3
310;Leeftijd: man 25 tot 45 jr;2003;41.1;8.6;7.3;13.2;25.3;6.3;1.3;1.4;18.7;3.7;5.2;0.4;11.1
311;Leeftijd: man 25 tot 45 jr;2004;41.4;10.6;6.4;13.1;24.4;8.7;1.8;1.3;18.1;2.6;5.3;0.3;11.2
312;Leeftijd: man 45 tot 65 jr;1997;28.0;6.3;4.8;7.7;16.2;3.9;1.8;1.6;7.2;2.8;6.1;0.1;8.3
313;Leeftijd: man 45 tot 65 jr;1998;33.2;7.2;5.7;10.3;19.4;5.4;1.9;1.3;9.3;2.7;7.0;0.3;10.7
314;Leeftijd: man 45 tot 65 jr;1999;35.7;7.2;4.9;10.1;23.3;4.4;2.3;1.2;13.0;2.2;7.7;0.3;9.6
315;Leeftijd: man 45 tot 65 jr;2000;33.5;8.1;4.6;10.1;20.3;4.7;1.8;1.6;10.0;3.6;7.5;0.1;9.8
316;Leeftijd: man 45 tot 65 jr;2001;30.0;8.0;4.4;10.0;16.1;4.4;1.6;0.9;8.1;2.0;7.2;0.4;10.0
317;Leeftijd: man 45 tot 65 jr;2002;31.8;7.8;4.4;11.9;16.9;5.6;1.7;1.5;9.3;2.9;6.8;0.0;8.7
318;Leeftijd: man 45 tot 65 jr;2003;34.7;7.6;6.5;13.7;18.1;5.7;2.2;1.2;9.4;2.8;7.8;0.2;11.3
319;Leeftijd: man 45 tot 65 jr;2004;33.1;7.7;4.2;11.3;18.3;5.8;1.5;0.8;10.3;2.9;6.2;0.2;9.6
320;Leeftijd: man 65 jr of ouder;1997;19.4;2.5;2.2;4.9;12.0;0.2;0.1;1.1;3.9;1.6;6.6;0.2;6.2
321;Leeftijd: man 65 jr of ouder;1998;17.7;2.3;2.0;5.5;11.0;0.0;0.8;2.4;4.3;0.3;6.6;0.0;5.1
322;Leeftijd: man 65 jr of ouder;1999;16.6;1.5;2.3;4.7;11.6;0.8;0.1;1.9;3.4;1.7;5.9;0.1;4.5
323;Leeftijd: man 65 jr of ouder;2000;17.8;3.0;2.1;5.9;11.2;1.0;0.3;2.4;4.2;1.5;5.9;0.1;5.1
324;Leeftijd: man 65 jr of ouder;2001;18.5;3.5;2.0;5.7;9.7;0.0;0.2;2.7;3.2;1.4;5.6;0.0;6.1
325;Leeftijd: man 65 jr of ouder;2002;17.6;1.3;1.7;3.5;13.1;0.5;0.4;0.7;3.9;0.5;7.6;0.0;4.6
326;Leeftijd: man 65 jr of ouder;2003;16.5;2.2;2.1;4.5;10.4;0.3;0.4;0.6;4.6;0.8;5.0;0.1;5.5
327;Leeftijd: man 65 jr of ouder;2004;16.7;1.8;1.5;4.1;11.4;0.5;0.2;1.1;4.8;0.8;5.6;0.0;4.9
328;Leeftijd: vrouw 15 tot 25 jr;1997;22.6;3.1;7.1;5.7;11.4;4.1;1.2;3.5;8.2;1.6;1.7;0.5;3.7
329;Leeftijd: vrouw 15 tot 25 jr;1998;23.7;3.2;7.0;7.6;10.5;3.2;1.2;1.9;8.2;1.3;2.0;1.1;7.6
330;Leeftijd: vrouw 15 tot 25 jr;1999;26.9;2.5;7.7;10.9;10.5;4.5;0.8;5.2;8.1;1.2;2.2;0.1;7.4
331;Leeftijd: vrouw 15 tot 25 jr;2000;23.9;4.5;5.0;6.8;12.5;2.1;1.1;3.4;9.5;1.9;2.5;0.5;5.5
332;Leeftijd: vrouw 15 tot 25 jr;2001;24.2;3.2;8.7;8.2;9.1;3.2;0.9;4.0;7.2;1.8;1.7;0.2;7.4
333;Leeftijd: vrouw 15 tot 25 jr;2002;28.2;6.0;8.6;10.3;11.5;3.5;1.1;6.3;8.9;1.2;2.6;0.7;8.7
334;Leeftijd: vrouw 15 tot 25 jr;2003;28.9;4.6;7.4;8.8;13.6;4.8;1.3;1.6;11.6;1.8;2.5;0.0;7.7
335;Leeftijd: vrouw 15 tot 25 jr;2004;22.3;3.1;7.3;7.0;9.7;2.9;1.0;2.8;8.8;1.8;0.6;0.4;7.1
336;Leeftijd: vrouw 25 tot 45 jr;1997;37.0;7.4;7.4;10.1;22.1;4.0;1.6;1.9;13.2;2.7;8.0;0.1;11.3
337;Leeftijd: vrouw 25 tot 45 jr;1998;40.0;8.2;7.1;10.8;24.7;5.4;1.2;2.9;15.2;2.3;7.8;0.5;11.0
338;Leeftijd: vrouw 25 tot 45 jr;1999;40.7;7.9;8.0;10.8;27.1;4.6;0.9;2.2;18.1;2.5;7.0;0.4;11.6
339;Leeftijd: vrouw 25 tot 45 jr;2000;39.4;7.4;6.7;11.0;26.1;5.2;1.1;2.1;17.8;2.6;7.2;0.3;10.5
340;Leeftijd: vrouw 25 tot 45 jr;2001;37.4;7.8;7.3;10.3;23.3;4.8;1.0;1.5;14.7;2.6;7.2;0.8;11.4
341;Leeftijd: vrouw 25 tot 45 jr;2002;37.8;7.9;6.9;13.5;21.7;4.6;1.0;2.3;13.8;3.3;7.6;0.3;11.3
342;Leeftijd: vrouw 25 tot 45 jr;2003;37.6;8.2;7.5;12.9;21.1;5.4;1.1;1.9;14.7;3.1;6.9;0.3;10.7
343;Leeftijd: vrouw 25 tot 45 jr;2004;37.5;8.4;6.2;11.2;23.2;4.4;1.0;1.6;16.0;2.7;7.5;0.4;10.9
344;Leeftijd: vrouw 45 tot 65 jr;1997;24.9;4.5;3.5;8.2;14.2;2.0;1.7;1.9;6.7;1.6;6.7;0.1;7.7
345;Leeftijd: vrouw 45 tot 65 jr;1998;26.8;5.1;4.5;9.6;14.0;3.2;2.1;2.0;8.0;1.6;5.8;0.3;7.8
346;Leeftijd: vrouw 45 tot 65 jr;1999;28.0;5.0;4.0;8.4;17.5;2.4;1.8;1.8;8.7;2.0;7.6;0.3;7.2
347;Leeftijd: vrouw 45 tot 65 jr;2000;26.0;4.6;4.5;6.5;16.2;2.9;1.1;0.5;7.7;1.7;7.2;0.2;7.5
348;Leeftijd: vrouw 45 tot 65 jr;2001;26.1;5.2;4.4;7.2;15.4;3.2;1.4;1.2;7.8;1.7;7.5;0.2;6.0
349;Leeftijd: vrouw 45 tot 65 jr;2002;25.6;5.1;3.7;8.7;14.7;3.8;1.3;1.2;6.9;2.4;7.0;0.1;6.5
350;Leeftijd: vrouw 45 tot 65 jr;2003;26.3;4.9;3.0;8.8;15.5;3.9;0.9;0.7;6.9;1.7;7.6;0.0;7.5
351;Leeftijd: vrouw 45 tot 65 jr;2004;27.2;5.5;4.6;9.8;15.5;3.7;1.0;1.2;7.8;1.8;8.0;0.2;8.6
352;Leeftijd: vrouw 65 jr of ouder;1997;14.4;1.4;2.0;4.1;7.8;0.1;0.3;2.7;2.2;0.9;5.1;0.1;3.8
353;Leeftijd: vrouw 65 jr of ouder;1998;14.5;1.8;1.1;4.3;8.9;0.0;0.0;2.0;2.0;0.7;5.5;0.1;4.7
354;Leeftijd: vrouw 65 jr of ouder;1999;13.8;1.2;1.3;4.0;8.3;0.0;0.2;1.5;2.5;0.9;5.2;0.1;3.5
355;Leeftijd: vrouw 65 jr of ouder;2000;13.9;1.1;1.4;4.2;9.0;0.1;0.2;2.9;2.9;0.8;5.0;0.0;3.3
356;Leeftijd: vrouw 65 jr of ouder;2001;12.5;1.0;1.5;3.2;8.2;0.1;0.1;1.5;2.7;0.3;5.0;0.0;3.4
357;Leeftijd: vrouw 65 jr of ouder;2002;13.1;0.9;1.1;4.6;7.8;0.3;0.1;2.0;1.5;0.9;4.7;0.0;4.4
358;Leeftijd: vrouw 65 jr of ouder;2003;14.6;2.1;1.4;3.9;9.7;0.2;0.0;1.5;2.9;1.1;6.0;0.0;4.3
359;Leeftijd: vrouw 65 jr of ouder;2004;14.1;1.5;1.1;3.0;9.9;0.0;0.0;1.2;2.7;0.1;6.7;0.0;3.9
360;Leeftijd: man 15 tot 20 jaar;1997;10.0;4.5;2.6;3.5;1.5;2.9;0.6;0.0;1.5;1.5;0.0;0.0;4.2
361;Leeftijd: man 15 tot 20 jaar;1998;12.0;2.0;2.8;5.8;3.2;0.2;0.7;3.5;2.1;0.3;1.1;1.8;2.7
362;Leeftijd: man 15 tot 20 jaar;1999;14.2;4.0;6.0;4.5;5.9;1.2;0.0;0.5;2.8;1.8;4.9;0.0;4.2
363;Leeftijd: man 15 tot 20 jaar;2000;17.2;5.2;6.0;5.3;1.9;2.8;0.0;1.2;0.6;3.5;0.0;0.0;7.8
364;Leeftijd: man 15 tot 20 jaar;2001;13.6;2.1;1.5;9.2;3.1;3.0;0.6;2.3;1.3;1.3;1.1;0.0;5.6
365;Leeftijd: man 15 tot 20 jaar;2002;13.2;3.3;5.2;5.9;2.1;2.1;0.0;0.7;1.7;2.3;1.2;0.0;7.2
366;Leeftijd: man 15 tot 20 jaar;2003;11.2;3.8;2.5;5.4;2.1;1.5;0.0;0.6;1.5;0.7;1.3;0.6;6.9
367;Leeftijd: man 15 tot 20 jaar;2004;11.7;3.9;5.6;3.1;4.0;2.1;0.0;1.6;3.4;0.0;1.6;0.0;4.6
368;Leeftijd: man 20 tot 25 jaar;1997;21.7;5.7;5.8;8.6;6.0;2.8;1.6;3.7;2.7;2.9;1.2;0.0;8.9
369;Leeftijd: man 20 tot 25 jaar;1998;19.2;2.2;5.4;7.4;8.2;3.1;0.2;3.4;6.3;2.6;0.3;0.0;6.0
370;Leeftijd: man 20 tot 25 jaar;1999;22.8;3.8;6.7;9.5;8.2;4.0;1.3;3.1;4.4;2.6;1.9;0.0;7.7
371;Leeftijd: man 20 tot 25 jaar;2000;25.0;2.8;8.0;11.5;8.2;4.4;0.3;4.3;5.2;4.6;1.2;0.3;7.8
372;Leeftijd: man 20 tot 25 jaar;2001;24.2;4.6;7.1;9.6;9.5;4.0;1.2;3.0;7.6;2.7;1.5;0.8;6.7
373;Leeftijd: man 20 tot 25 jaar;2002;27.1;6.1;10.4;7.6;10.5;3.5;1.2;1.3;7.1;4.0;1.8;0.4;11.8
374;Leeftijd: man 20 tot 25 jaar;2003;27.7;6.2;5.8;11.2;11.0;4.1;0.3;2.4;7.8;3.0;1.8;0.9;11.8
375;Leeftijd: man 20 tot 25 jaar;2004;20.5;4.3;3.4;8.0;8.6;3.5;0.5;2.6;6.1;1.3;1.8;0.0;6.6
376;Leeftijd: man 25 tot 35 jaar;1997;41.5;6.8;7.8;13.8;25.8;6.4;1.6;3.9;16.5;3.4;5.2;0.3;11.6
377;Leeftijd: man 25 tot 35 jaar;1998;40.4;7.3;7.4;10.0;27.6;4.8;1.1;2.4;21.4;2.0;3.4;0.3;11.2
378;Leeftijd: man 25 tot 35 jaar;1999;44.9;7.7;8.1;12.2;29.1;6.8;0.7;3.2;21.8;4.3;4.5;0.7;11.0
379;Leeftijd: man 25 tot 35 jaar;2000;43.1;8.5;6.9;12.7;27.5;7.5;1.1;3.4;18.7;3.1;5.8;0.3;12.1
380;Leeftijd: man 25 tot 35 jaar;2001;39.0;6.4;7.2;11.9;25.2;7.4;0.5;2.0;17.4;3.3;4.7;0.1;10.7
381;Leeftijd: man 25 tot 35 jaar;2002;40.6;8.9;8.3;14.4;24.6;6.3;1.9;0.9;18.5;5.0;4.3;0.5;12.1
382;Leeftijd: man 25 tot 35 jaar;2003;41.3;8.3;7.9;13.2;26.5;6.5;1.0;1.9;20.0;3.4;3.5;0.4;12.0
383;Leeftijd: man 25 tot 35 jaar;2004;42.2;8.8;7.0;12.1;27.3;8.8;1.7;1.5;21.4;2.3;4.1;0.4;10.0
384;Leeftijd: man 35 tot 45 jaar;1997;36.5;7.7;5.4;9.4;23.5;5.5;1.3;1.0;13.5;3.2;6.5;0.0;10.8
385;Leeftijd: man 35 tot 45 jaar;1998;40.1;7.7;8.8;13.2;24.4;7.1;1.0;1.2;16.6;4.8;6.9;0.3;9.0
386;Leeftijd: man 35 tot 45 jaar;1999;46.5;9.4;9.2;12.8;31.5;6.9;1.4;1.0;21.0;4.5;7.1;0.4;13.9
387;Leeftijd: man 35 tot 45 jaar;2000;41.4;8.0;8.4;11.2;27.0;5.3;0.7;0.9;18.3;3.4;7.1;0.1;12.0
388;Leeftijd: man 35 tot 45 jaar;2001;36.5;8.2;5.9;12.9;21.3;6.2;1.2;1.2;13.7;3.6;6.2;0.3;9.9
389;Leeftijd: man 35 tot 45 jaar;2002;37.4;8.8;6.8;12.5;22.0;5.4;0.6;1.0;16.0;3.6;6.8;0.3;10.5
390;Leeftijd: man 35 tot 45 jaar;2003;40.9;8.8;6.7;13.2;24.2;6.1;1.6;0.9;17.5;3.9;6.7;0.3;10.2
391;Leeftijd: man 35 tot 45 jaar;2004;40.8;12.1;5.9;14.1;21.8;8.6;1.9;1.1;15.4;2.8;6.4;0.1;12.1
