ID;Persoonskenmerken;Perioden;SlachtofferschapTotaal_1;EnkelvoudigSlachtoffer_2;MeervoudigSlachtoffer_3;GeweldsdelictenTotaal_4;SeksueleDelicten_5;SeksueleDelictenAlleenVrouwen_6;Mishandeling_7;Bedreiging_8;VermogensdelictenTotaal_9;Inbraak_10;InbraakAlleenHuishoudens_11;Fietsdiefstal_12;FietsdiefstalAlleenFietsbezitters_13;Autodiefstal_14;AutodiefstalAlleenAutogebruikers_15;DiefstalUitAuto_16;DiefstalUitAutoAlleenAutogebruikers_17;Zakkenrollerij_18;OverigeDiefstal_19;VandalismedelictenTotaal_20;DiefstalVanafBeschadigingAuto_21;DiefstalBeschadigingAutoAutogebruiker_22;OverigeVernielingen_23;DoorrijdenNaAanrijding_24;KwaadwilligeTelefoontjes_25;OverigeDelicten_26
126;Leeftijd: 45 tot 65 jaar;2003;21.3;18.3;2.9;3.1;0.4;0.6;0.8;2.1;9.3;1.4;;2.6;3.0;0.1;0.1;1.8;2.9;1.4;2.5;10.0;6.6;10.4;3.7;1.3;4.0;0.7
127;Leeftijd: 45 tot 65 jaar;2004;21.2;18.1;3.0;3.0;0.4;0.8;0.8;2.0;9.2;1.5;;2.6;2.9;0.1;0.1;1.7;2.6;1.3;2.4;9.9;6.9;10.4;3.6;1.2;4.0;0.7
128;Leeftijd: 65 jaar of ouder;1997;11.8;10.4;1.4;0.7;0.0;0.0;0.1;0.5;5.9;2.4;;0.7;0.6;0.0;0.0;0.5;1.1;1.5;1.2;5.7;3.4;8.0;2.5;0.5;5.4;0.1
129;Leeftijd: 65 jaar of ouder;1998;10.6;9.8;0.8;0.9;0.1;0.1;0.4;0.4;4.6;0.6;;0.7;1.0;0.0;0.0;0.3;0.7;1.1;2.1;4.7;2.5;5.8;2.3;0.9;4.6;0.1
130;Leeftijd: 65 jaar of ouder;1999;10.8;9.6;1.2;0.7;0.2;0.3;0.0;0.6;5.2;0.8;;0.5;0.7;0.1;0.2;1.0;2.3;1.9;1.2;5.1;3.6;8.3;1.6;0.7;4.6;0.6
131;Leeftijd: 65 jaar of ouder;2000;9.9;9.4;0.5;0.5;0.1;0.1;0.0;0.4;5.0;0.9;;0.4;0.6;0.1;0.1;0.4;1.0;2.3;1.1;4.2;2.0;4.6;2.3;0.5;4.6;0.2
132;Leeftijd: 65 jaar of ouder;2001;9.8;8.6;1.2;1.2;0.0;0.0;0.2;0.9;4.6;0.9;;0.7;1.0;0.1;0.3;0.3;0.7;1.8;1.2;4.5;2.9;6.2;1.6;0.4;2.9;0.1
133;Leeftijd: 65 jaar of ouder;2002;11.1;10.5;0.7;1.5;0.0;0.0;0.2;1.4;5.4;1.1;;1.0;1.3;0.1;0.3;0.2;0.5;1.7;1.3;4.4;3.1;6.6;1.3;0.5;3.7;0.5
134;Leeftijd: 65 jaar of ouder;2003;12.2;10.9;1.3;1.0;0.2;0.3;0.1;0.6;5.6;0.9;;0.9;1.2;0.0;0.0;0.5;1.0;2.0;1.6;6.2;3.6;7.8;2.8;0.5;4.1;0.5
135;Leeftijd: 65 jaar of ouder;2004;10.3;9.2;1.1;0.6;0.0;0.0;0.0;0.5;4.8;0.9;;1.0;1.4;0.0;0.0;0.6;1.2;1.0;1.5;5.4;3.1;6.3;2.5;0.4;3.6;0.3
136;Leeftijd: 0 tot 15 jaar;1997;32.7;25.1;7.7;11.3;;;5.5;7.5;16.1;;;6.3;8.4;;;;;4.2;6.8;8.2;;;8.2;4.1;;
137;Leeftijd: 0 tot 15 jaar;1998;30.8;24.0;6.9;8.3;;;2.9;6.0;13.7;;;5.5;5.7;;;;;3.3;7.0;10.7;;;10.7;3.7;;
138;Leeftijd: 0 tot 15 jaar;1999;33.7;28.7;5.0;8.2;;;4.5;4.5;16.1;;;6.6;6.6;;;;;5.2;5.2;12.0;;;12.0;2.4;;
139;Leeftijd: 0 tot 15 jaar;2000;33.2;26.3;6.8;8.6;;;4.3;5.0;15.1;;;8.7;8.4;;;;;4.9;2.9;12.3;;;12.3;3.4;;
140;Leeftijd: 0 tot 15 jaar;2001;30.8;24.0;6.8;8.7;;;3.4;5.7;15.3;;;5.5;5.2;;;;;4.8;6.1;11.0;;;11.0;2.3;;
141;Leeftijd: 0 tot 15 jaar;2002;27.7;21.5;6.2;6.2;;;4.0;3.2;14.4;;;5.1;5.0;;;;;5.1;5.0;9.9;;;9.9;2.9;;
142;Leeftijd: 0 tot 15 jaar;2003;29.8;26.0;3.8;9.7;;;3.3;6.5;13.2;;;6.2;6.4;;;;;4.3;3.6;7.7;;;7.7;2.7;;
143;Leeftijd: 0 tot 15 jaar;2004;30.9;23.9;6.9;8.3;;;3.9;5.2;15.7;;;6.9;7.0;;;;;4.0;5.9;11.1;;;11.1;3.3;;
144;Leeftijd: 15 tot 20 jaar;1997;36.8;27.2;9.6;13.9;2.6;4.9;5.4;7.5;20.7;1.9;;11.3;15.3;0.5;;0.0;;3.8;6.0;8.3;1.0;;8.0;2.4;8.2;0.7
145;Leeftijd: 15 tot 20 jaar;1998;38.6;28.2;10.4;11.8;1.9;3.2;4.4;7.1;24.0;1.5;;13.6;14.5;0.0;;0.2;;6.3;5.5;9.3;0.3;;9.2;1.9;7.9;1.0
146;Leeftijd: 15 tot 20 jaar;1999;40.7;29.5;11.1;16.2;3.6;7.0;5.6;9.0;20.6;1.5;;9.6;10.4;0.0;0.0;0.8;6.0;5.4;5.1;10.6;2.1;16.7;9.8;3.4;8.2;0.8
147;Leeftijd: 15 tot 20 jaar;2000;38.0;27.8;10.2;12.1;1.8;3.6;5.5;6.5;22.7;2.2;;14.3;15.3;0.0;;0.2;;4.3;4.3;9.3;2.6;;8.4;2.8;10.7;0.6
148;Leeftijd: 15 tot 20 jaar;2001;41.9;31.2;10.7;15.3;3.1;5.9;6.3;7.8;24.0;1.3;;14.0;16.4;0.0;;0.3;;4.9;5.1;10.3;1.8;;9.7;2.6;10.9;0.7
149;Leeftijd: 15 tot 20 jaar;2002;44.5;30.1;14.4;17.6;3.2;6.2;5.7;10.9;23.8;0.9;;14.2;14.3;0.0;;2.6;;6.3;5.3;12.8;3.2;;11.7;2.1;7.4;1.0
150;Leeftijd: 15 tot 20 jaar;2003;37.4;27.0;10.4;14.5;2.1;4.0;5.4;9.1;22.2;2.1;;12.6;14.7;0.0;;0.8;;4.8;4.1;8.3;3.7;;7.1;2.1;10.1;1.4
151;Leeftijd: 15 tot 20 jaar;2004;39.3;28.7;10.7;13.6;1.9;3.9;4.8;8.2;23.0;1.6;;14.5;15.4;0.0;;1.5;;4.1;4.6;11.3;3.1;;10.2;2.5;7.2;0.4
152;Leeftijd: 20 tot 25 jaar;1997;38.4;28.8;9.6;11.7;4.5;6.6;2.6;5.7;22.3;1.8;;12.4;16.5;0.0;0.0;2.2;5.5;3.5;5.5;11.7;6.0;14.7;5.9;1.6;9.1;0.7
153;Leeftijd: 20 tot 25 jaar;1998;40.8;29.9;10.9;13.3;2.2;4.2;5.1;7.6;22.6;3.0;;12.4;14.6;0.0;0.0;0.8;2.2;6.0;4.2;12.6;5.7;15.7;7.6;2.1;11.5;0.7
154;Leeftijd: 20 tot 25 jaar;1999;38.5;26.9;11.6;12.1;2.9;4.5;3.7;7.2;23.9;3.4;;13.1;15.4;0.5;1.3;2.0;4.9;2.6;4.6;12.7;5.3;13.2;7.6;1.9;9.6;0.7
155;Leeftijd: 20 tot 25 jaar;2000;41.5;30.7;10.7;11.9;3.7;6.5;3.0;5.9;23.5;2.5;;13.5;16.5;0.0;0.0;2.5;6.3;3.3;5.3;12.2;5.7;14.2;7.3;1.8;7.1;0.7
156;Leeftijd: 20 tot 25 jaar;2001;42.3;27.6;14.6;14.6;3.5;6.3;5.3;7.2;24.2;2.8;;13.1;15.3;0.3;0.8;3.1;7.8;3.0;5.7;13.2;7.3;18.3;6.2;2.9;7.5;1.7
157;Leeftijd: 20 tot 25 jaar;2002;44.8;33.2;11.6;14.6;3.8;7.7;4.5;7.4;24.8;2.8;;13.3;16.2;0.4;1.0;3.6;8.8;3.2;4.1;13.9;7.8;19.3;6.0;2.9;7.2;0.8
158;Leeftijd: 20 tot 25 jaar;2003;41.2;28.5;12.6;15.2;3.7;6.5;4.9;8.4;21.2;1.9;;11.9;14.1;0.3;0.6;3.5;7.6;3.1;3.0;14.6;9.3;20.3;5.5;2.3;7.3;0.9
159;Leeftijd: 20 tot 25 jaar;2004;38.3;26.4;11.9;11.2;2.0;4.1;5.4;5.4;22.3;2.5;;11.2;13.2;0.6;1.3;3.8;9.0;2.7;3.9;13.0;7.6;18.0;5.7;2.4;7.0;1.4
160;Leeftijd: 25 tot 35 jaar;1997;33.5;25.7;7.8;6.3;1.4;2.7;1.8;3.3;16.3;2.8;;6.5;7.8;0.5;0.8;3.5;5.5;1.5;3.6;15.5;9.3;14.7;6.7;1.7;8.3;0.8
161;Leeftijd: 25 tot 35 jaar;1998;33.8;25.6;8.1;8.2;2.4;4.2;2.6;3.7;17.2;2.8;;6.1;6.7;0.0;0.1;2.5;4.1;2.3;4.9;14.5;9.6;15.6;5.3;1.8;7.0;1.2
162;Leeftijd: 25 tot 35 jaar;1999;33.6;26.3;7.3;6.4;1.4;2.7;2.1;3.8;15.6;2.4;;6.1;6.8;0.2;0.3;2.9;4.4;1.6;3.5;16.2;10.7;16.1;6.1;1.6;6.9;0.6
163;Leeftijd: 25 tot 35 jaar;2000;34.4;26.9;7.5;6.7;1.4;2.8;1.5;4.2;16.7;1.6;;7.1;7.8;0.3;0.4;3.6;5.5;1.6;4.5;15.9;11.1;17.1;5.3;1.9;5.5;1.1
164;Leeftijd: 25 tot 35 jaar;2001;30.4;23.3;7.1;6.4;1.3;1.7;1.8;3.7;14.8;2.0;;5.4;5.9;0.2;0.4;3.6;5.5;1.3;3.4;14.4;9.7;14.7;5.2;1.3;5.7;1.0
165;Leeftijd: 25 tot 35 jaar;2002;33.6;26.0;7.6;6.0;1.3;2.2;1.7;3.8;14.8;1.6;;5.4;6.2;0.3;0.5;3.9;5.8;1.7;3.7;17.1;11.5;17.0;6.1;2.4;4.9;0.5
166;Leeftijd: 25 tot 35 jaar;2003;32.8;25.1;7.7;7.8;1.2;2.0;2.6;5.1;14.6;1.6;;5.3;5.5;0.2;0.3;4.6;6.8;1.6;3.0;16.0;11.5;16.9;5.0;1.6;4.1;1.1
167;Leeftijd: 25 tot 35 jaar;2004;33.3;24.5;8.8;7.8;1.6;2.8;1.5;5.1;14.9;1.1;;6.3;7.0;0.3;0.4;3.9;5.8;2.0;3.2;15.9;10.9;16.3;6.1;1.7;4.8;1.1
168;Leeftijd: 35 tot 45 jaar;1997;26.5;21.3;5.2;4.5;1.0;1.9;1.1;2.6;13.4;2.2;;4.2;3.6;0.3;0.5;2.4;3.9;2.0;3.2;11.4;7.2;11.5;4.6;1.8;7.8;0.7
169;Leeftijd: 35 tot 45 jaar;1998;27.8;21.6;6.1;5.6;1.1;1.8;1.5;3.5;11.9;1.2;;4.7;5.1;0.5;0.8;2.2;3.4;1.2;3.4;14.3;8.5;13.2;6.4;1.3;6.0;0.5
170;Leeftijd: 35 tot 45 jaar;1999;27.8;21.7;6.1;5.6;1.2;1.9;1.5;3.3;11.3;1.9;;3.9;4.2;0.2;0.3;2.3;3.4;1.2;2.8;14.8;9.5;14.4;5.6;1.4;8.7;0.7
171;Leeftijd: 35 tot 45 jaar;2000;26.8;21.8;4.9;4.7;0.8;1.5;1.1;3.2;11.2;2.3;;3.2;3.6;0.6;0.9;2.2;3.4;1.3;3.0;13.2;8.5;12.9;5.2;1.6;5.2;0.6
172;Leeftijd: 35 tot 45 jaar;2001;26.3;21.2;5.1;5.9;1.2;2.1;1.5;3.7;10.7;1.3;;3.2;3.6;0.1;0.2;2.6;3.8;1.6;2.6;12.7;8.2;12.0;4.8;1.4;5.0;0.8
173;Leeftijd: 35 tot 45 jaar;2002;28.1;22.1;6.0;5.9;1.3;2.1;1.3;3.9;11.9;2.2;;2.7;3.0;0.2;0.3;2.6;3.7;1.6;3.4;14.8;9.6;14.0;5.8;1.2;4.6;0.7
174;Leeftijd: 35 tot 45 jaar;2003;26.4;22.1;4.3;4.8;0.5;0.9;2.0;2.7;11.4;0.7;;4.2;4.5;0.2;0.3;2.7;3.9;1.6;3.1;12.1;8.6;12.3;3.9;1.7;4.5;0.7
175;Leeftijd: 35 tot 45 jaar;2004;27.5;22.4;5.1;4.8;0.7;1.2;1.6;2.9;11.6;1.7;;3.6;3.8;0.3;0.4;2.0;2.9;1.1;3.8;14.4;9.8;13.9;4.9;1.0;5.1;0.9
176;Leeftijd: 45 tot 55 jaar;1997;21.4;18.5;2.9;2.5;0.9;1.7;0.7;1.4;10.4;2.0;;3.2;3.3;0.1;0.2;1.5;2.4;1.5;2.8;9.8;6.3;10.2;3.8;0.9;6.1;0.4
177;Leeftijd: 45 tot 55 jaar;1998;22.9;19.8;3.2;3.2;0.4;0.9;1.1;1.8;11.3;1.1;;3.4;3.7;0.3;0.5;2.2;3.5;1.0;3.8;10.5;6.8;10.6;3.8;0.7;7.6;0.7
178;Leeftijd: 45 tot 55 jaar;1999;23.4;19.0;4.3;3.6;0.6;1.0;1.0;2.2;11.5;2.1;;3.4;4.0;0.3;0.5;1.8;3.0;1.6;3.1;10.5;6.6;10.7;4.3;1.3;6.0;0.4
179;Leeftijd: 45 tot 55 jaar;2000;23.5;19.7;3.9;3.7;0.8;1.6;0.8;2.2;10.0;1.6;;3.1;3.3;0.3;0.4;1.4;2.2;1.5;2.4;11.7;7.2;11.0;4.9;1.4;5.4;0.5
180;Leeftijd: 45 tot 55 jaar;2001;22.7;19.0;3.7;4.4;0.7;1.1;1.0;2.9;10.0;1.7;;3.3;3.6;0.0;0.1;2.0;3.1;1.4;2.4;10.6;6.7;10.2;3.9;1.1;4.7;0.5
181;Leeftijd: 45 tot 55 jaar;2002;26.4;21.6;4.8;4.4;1.1;1.9;1.6;2.2;12.1;1.9;;3.5;3.9;0.0;0.0;3.4;5.0;1.6;3.1;12.7;8.3;12.3;4.6;1.3;4.0;0.9
182;Leeftijd: 45 tot 55 jaar;2003;24.4;21.0;3.4;3.7;0.5;0.7;0.8;2.6;10.9;1.4;;4.0;4.4;0.1;0.1;2.3;3.6;1.3;2.5;11.0;7.2;11.1;4.1;1.6;4.8;0.6
183;Leeftijd: 45 tot 55 jaar;2004;23.8;19.8;4.0;3.9;0.7;1.2;0.9;2.8;10.3;1.6;;3.2;3.6;0.2;0.2;2.1;3.1;1.3;2.7;11.0;7.6;11.2;4.1;1.4;4.0;0.7
184;Leeftijd: 55 tot 65 jaar;1997;18.2;15.2;3.0;2.3;0.2;0.4;0.5;1.6;10.1;2.6;;1.6;1.6;0.0;0.0;1.3;2.2;1.7;3.3;7.6;3.9;6.9;3.9;0.9;6.6;0.4
185;Leeftijd: 55 tot 65 jaar;1998;18.4;15.9;2.4;1.9;0.4;0.7;0.1;1.4;8.1;1.8;;1.8;2.1;0.1;0.3;0.7;1.3;1.5;2.9;9.4;5.8;10.1;3.9;0.4;6.7;0.7
186;Leeftijd: 55 tot 65 jaar;1999;18.9;16.9;2.1;2.5;0.0;0.1;0.5;1.9;8.1;1.2;;1.6;1.8;0.0;0.0;1.0;1.6;1.8;2.9;8.9;5.3;8.4;3.8;1.2;5.6;0.3
187;Leeftijd: 55 tot 65 jaar;2000;16.8;14.9;1.9;1.8;0.0;0.0;0.4;1.4;7.2;1.7;;1.4;1.6;0.2;0.3;0.4;0.6;1.5;2.7;8.1;5.7;9.4;2.9;0.7;5.1;0.2
188;Leeftijd: 55 tot 65 jaar;2001;16.6;14.5;2.1;1.9;0.0;0.0;0.5;1.4;7.9;1.8;;2.0;2.2;0.1;0.1;1.2;1.9;1.4;2.0;7.4;4.6;7.6;2.8;1.2;3.9;0.2
189;Leeftijd: 55 tot 65 jaar;2002;18.5;16.0;2.5;2.6;0.3;0.4;0.4;1.9;8.7;2.3;;1.6;1.8;0.3;0.5;1.8;3.0;1.3;1.9;8.3;5.6;9.5;3.1;1.2;3.2;0.7
190;Leeftijd: 55 tot 65 jaar;2003;17.3;15.0;2.3;2.5;0.4;0.5;0.7;1.4;7.2;1.4;;0.8;1.0;0.1;0.2;1.2;1.9;1.5;2.5;8.9;5.9;9.6;3.1;0.9;2.9;0.7
191;Leeftijd: 55 tot 65 jaar;2004;17.9;16.1;1.8;1.8;0.1;0.3;0.7;1.0;7.7;1.5;;1.8;2.0;0.0;0.0;1.3;2.0;1.3;2.1;8.7;6.0;9.3;2.9;1.0;4.0;0.8
192;Leeftijd: 65 tot 75 jaar;1997;13.7;11.8;1.9;0.6;0.0;0.0;0.1;0.5;6.3;2.4;;1.1;0.2;0.0;0.0;0.5;1.0;1.7;1.1;7.6;4.9;10.1;2.9;0.5;6.4;0.0
193;Leeftijd: 65 tot 75 jaar;1998;12.0;11.0;1.0;0.9;0.0;0.0;0.4;0.4;5.2;0.5;;0.7;0.9;0.0;0.0;0.5;0.9;0.9;3.0;5.6;3.0;5.7;2.8;1.0;4.0;0.2
194;Leeftijd: 65 tot 75 jaar;1999;13.5;12.0;1.5;1.0;0.1;0.2;0.0;0.9;5.8;0.7;;0.4;0.5;0.2;0.4;1.2;2.3;2.0;1.5;6.9;4.6;9.0;2.5;1.0;4.8;0.3
195;Leeftijd: 65 tot 75 jaar;2000;10.6;10.2;0.4;0.6;0.0;0.0;0.1;0.5;4.5;1.0;;0.2;0.2;0.1;0.2;0.3;0.6;2.2;1.0;5.3;2.7;5.2;2.8;0.4;5.0;0.3
196;Leeftijd: 65 tot 75 jaar;2001;11.8;10.4;1.4;1.5;0.0;0.0;0.3;1.2;4.8;0.8;;0.8;1.0;0.1;0.2;0.5;0.9;1.6;1.3;6.1;4.0;7.5;2.2;0.5;3.2;0.2
197;Leeftijd: 65 tot 75 jaar;2002;13.0;11.8;1.1;2.4;0.0;0.0;0.2;2.1;6.2;1.2;;1.4;1.5;0.2;0.4;0.4;0.7;1.5;1.5;5.1;3.3;6.3;1.8;0.6;3.9;0.8
198;Leeftijd: 65 tot 75 jaar;2003;14.4;12.6;1.8;1.4;0.4;0.7;0.1;0.9;6.0;1.1;;1.1;1.3;0.0;0.0;0.6;1.2;1.7;1.9;7.8;4.5;8.1;3.4;0.6;4.8;0.3
199;Leeftijd: 65 tot 75 jaar;2004;12.3;10.7;1.6;0.7;0.1;0.0;0.0;0.7;5.7;0.8;;1.3;1.6;0.0;0.0;0.7;1.1;1.1;2.0;6.8;3.9;6.6;3.2;0.3;4.0;0.5
200;Leeftijd: 75 tot 85 jaar;1997;9.1;8.7;0.4;0.9;0.0;0.0;0.2;0.7;5.2;2.1;;0.2;1.4;0.0;0.0;0.5;1.4;1.2;1.5;2.7;1.2;3.3;1.5;0.4;4.1;0.4
201;Leeftijd: 75 tot 85 jaar;1998;9.2;8.7;0.5;1.1;0.2;0.4;0.4;0.5;3.9;0.9;;0.8;1.3;0.0;0.0;0.0;0.0;1.5;0.8;3.7;1.9;6.4;1.8;0.9;4.3;0.0
202;Leeftijd: 75 tot 85 jaar;1999;7.8;6.8;1.0;0.5;0.3;0.5;0.0;0.1;4.7;1.1;;0.7;1.3;0.0;0.0;0.9;2.4;1.6;0.9;2.8;2.4;6.6;0.4;0.4;4.6;1.1
203;Leeftijd: 75 tot 85 jaar;2000;8.3;7.6;0.7;0.4;0.2;0.3;0.0;0.3;5.2;1.0;;0.9;1.4;0.0;0.0;0.7;2.3;1.5;1.5;2.4;0.9;2.7;1.5;0.6;4.5;0.0
204;Leeftijd: 75 tot 85 jaar;2001;6.6;5.6;1.0;0.3;0.0;0.0;0.1;0.2;4.6;1.0;;0.6;1.1;0.2;0.5;0.1;0.3;2.4;1.0;2.0;1.4;3.4;0.6;0.2;2.3;0.0
205;Leeftijd: 75 tot 85 jaar;2002;9.4;9.4;0.0;0.5;0.0;0.0;0.2;0.4;4.6;1.0;;0.6;1.0;0.0;0.0;0.0;0.0;2.0;0.9;4.1;3.2;7.7;0.8;0.3;3.7;0.1
206;Leeftijd: 75 tot 85 jaar;2003;9.3;8.9;0.3;0.4;0.0;0.0;0.0;0.4;4.7;0.4;;0.6;1.0;0.0;0.0;0.3;0.9;2.0;1.4;4.4;2.8;7.6;2.0;0.0;3.4;0.5
207;Leeftijd: 75 tot 85 jaar;2004;7.9;7.3;0.6;0.4;0.0;0.0;0.0;0.4;3.9;1.1;;0.8;1.3;0.0;0.0;0.3;0.9;1.1;1.0;3.4;2.0;5.4;1.3;0.7;2.8;0.1
208;Leeftijd: 85 jaar of ouder;1997;7.3;6.2;1.1;0.0;0.0;;0.0;0.0;5.5;3.6;;0.0;;0.0;;0.0;;1.8;0.0;2.9;0.0;;2.9;0.0;3.0;0.0
209;Leeftijd: 85 jaar of ouder;1998;2.8;2.8;0.0;0.0;0.0;;0.0;0.0;1.9;0.0;;0.0;;0.0;;0.0;;1.9;0.0;0.9;0.9;;0.0;0.0;12.7;0.0
210;Leeftijd: 85 jaar of ouder;1999;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6;0.8;;0.0;;0.0;;0.0;;1.9;0.0;1.4;1.4;;0.0;0.0;2.8;0.0
211;Leeftijd: 85 jaar of ouder;2000;11.6;11.6;0.0;0.0;0.0;0.0;0.0;0.0;9.4;0.0;;0.0;;0.0;;0.0;;9.4;0.0;2.2;1.1;;1.1;0.0;1.5;0.0
212;Leeftijd: 85 jaar of ouder;2001;9.1;9.1;0.0;2.7;0.0;0.0;0.6;2.0;2.3;1.3;;0.0;;0.0;;0.0;;0.0;1.0;3.3;1.5;;1.8;0.8;3.4;0.0
213;Leeftijd: 85 jaar of ouder;2002;4.5;4.5;0.0;0.0;0.0;0.0;0.0;0.0;3.9;0.9;;0.0;;0.0;;0.0;;1.0;2.0;0.0;0.0;;0.0;0.6;1.5;0.0
214;Leeftijd: 85 jaar of ouder;2003;9.6;7.6;2.0;0.5;0.0;0.0;0.5;0.0;6.2;1.6;;0.8;1.8;0.0;;0.0;;3.8;0.0;3.0;0.7;;2.3;2.0;2.5;0.9
215;Leeftijd: 85 jaar of ouder;2004;5.4;5.4;0.0;0.0;0.0;0.0;0.0;0.0;2.3;1.4;;0.0;;0.0;;1.0;;0.0;0.0;3.1;1.7;;1.4;0.0;4.0;0.0
216;90;1997;36.5;26.7;9.8;16.5;0.5;;8.4;9.8;17.8;2.3;;8.9;13.7;;;;;3.3;6.6;8.1;;;8.1;3.3;4.5;0.5
217;90;1998;37.3;29.4;7.8;11.5;0.0;;5.4;7.2;19.5;0.9;;7.6;7.9;;;;;5.7;7.5;10.6;;;10.6;2.2;6.0;0.3
218;90;1999;38.9;29.9;9.0;13.8;0.3;;7.9;7.9;18.5;1.4;;8.9;9.3;;;;;5.0;4.9;10.7;;;10.7;4.2;5.7;0.0
219;90;2000;37.6;29.2;8.4;11.0;0.0;;6.5;4.9;19.8;2.9;;13.3;13.7;;;;;4.2;2.9;11.5;;;11.5;3.1;4.7;0.0
220;90;2001;39.1;31.4;7.8;13.1;0.4;;6.0;8.1;19.5;1.1;;9.0;9.3;;;;;3.6;6.6;11.4;;;11.4;2.3;8.9;0.7
221;90;2002;36.8;27.3;9.5;13.4;0.0;;6.6;8.5;17.6;0.0;;8.4;8.1;;;;;5.2;6.2;12.4;;;12.4;2.1;3.5;1.1
222;90;2003;37.1;28.2;8.9;14.4;0.4;;6.1;9.6;20.3;2.8;;11.7;12.3;;;;;4.3;4.7;8.4;;;8.4;2.2;6.2;1.2
223;90;2004;38.4;27.1;11.3;12.7;0.0;;5.5;8.3;20.8;2.6;;10.6;10.7;;;;;4.9;6.1;13.2;;;13.2;3.7;4.4;0.7
224;92;1997;41.4;30.7;10.7;14.0;1.9;;3.8;9.4;22.7;1.6;;11.6;16.0;0.0;0.0;2.7;7.0;2.9;7.3;12.1;5.9;15.3;6.3;2.7;4.4;0.9
225;92;1998;43.5;29.7;13.7;18.9;0.6;;8.5;12.2;21.9;2.5;;14.8;16.0;0.0;0.0;0.9;2.8;3.8;3.8;12.3;4.8;14.4;8.3;2.3;6.3;0.7
226;92;1999;42.8;29.0;13.8;17.5;1.1;;6.6;12.3;24.3;2.3;;14.3;16.3;0.4;1.2;2.2;5.9;2.7;5.1;12.9;4.2;11.5;9.1;2.2;6.9;1.3
227;92;2000;40.8;28.5;12.3;15.3;0.7;;6.2;10.3;21.5;2.0;;13.0;16.0;0.0;0.0;2.6;6.3;1.9;5.5;10.5;5.9;14.3;5.0;2.9;4.9;0.5
228;92;2001;45.7;29.5;16.2;18.4;0.7;;9.1;10.5;26.9;2.7;;15.2;19.1;0.3;0.8;2.7;7.3;3.9;5.8;12.7;6.2;16.7;6.7;3.5;6.8;1.7
229;92;2002;50.0;34.1;15.9;18.3;0.2;;8.3;11.3;29.7;3.4;;16.9;19.4;0.3;0.8;3.5;9.3;4.1;4.7;14.5;8.5;22.6;6.3;3.1;7.3;0.9
230;92;2003;44.9;30.7;14.3;18.8;0.7;;7.3;12.7;23.7;1.8;;14.2;17.6;0.2;0.5;3.8;9.5;2.7;3.1;15.1;9.1;22.8;6.3;1.5;6.7;0.6
231;92;2004;43.1;29.7;13.3;15.3;0.0;;8.6;8.8;25.2;2.4;;15.1;17.8;0.6;1.5;5.0;12.3;1.4;3.3;13.5;7.9;19.4;5.7;2.5;4.0;1.2
232;94;1997;36.3;26.7;9.7;6.8;0.2;;2.5;4.5;17.2;3.2;;6.1;8.5;0.9;1.3;4.5;6.4;0.6;4.2;18.2;11.4;16.2;7.4;2.4;5.7;0.9
233;94;1998;37.1;27.0;10.1;9.0;0.7;;3.5;5.2;18.6;2.9;;6.3;7.4;0.1;0.1;3.9;5.4;2.2;5.4;16.8;12.2;17.1;5.2;1.7;4.0;0.8
234;94;1999;36.5;28.4;8.1;8.1;0.2;;3.2;5.6;16.5;2.3;;6.4;7.4;0.5;0.6;3.7;5.0;1.2;4.0;17.8;13.0;17.5;5.3;1.6;4.6;0.8
235;94;2000;37.1;28.4;8.6;6.6;0.1;;1.4;5.3;18.6;1.5;;7.8;8.5;0.3;0.5;5.4;7.6;1.9;4.2;18.1;13.2;18.5;5.6;1.9;4.0;0.9
236;94;2001;34.3;26.3;8.0;8.3;1.0;;3.2;5.0;15.6;1.8;;5.6;6.0;0.3;0.4;4.4;6.0;1.1;3.6;16.1;11.6;16.0;5.1;1.8;4.6;0.9
237;94;2002;39.5;30.1;9.4;7.6;0.4;;2.4;5.7;17.4;1.7;;6.3;7.4;0.5;0.7;5.0;6.9;2.3;4.2;20.1;13.7;19.0;7.1;3.1;3.6;0.6
238;94;2003;35.4;26.8;8.6;9.7;0.5;;3.3;6.6;15.4;1.7;;5.8;6.0;0.1;0.1;5.6;7.6;1.5;2.8;17.1;12.6;17.1;5.1;1.3;2.8;1.2
239;94;2004;35.8;26.7;9.1;9.4;0.4;;1.8;7.3;15.0;1.1;;6.4;7.2;0.1;0.2;4.1;5.7;1.5;3.4;17.3;11.4;15.8;7.1;1.4;3.7;1.3
240;96;1997;27.0;21.4;5.7;4.3;0.2;;1.5;2.7;12.6;1.6;;3.8;3.4;0.4;0.5;3.1;4.2;1.0;3.1;13.9;9.3;12.4;5.2;2.0;5.4;0.9
241;96;1998;29.6;23.3;6.3;7.1;0.5;;2.3;4.8;11.3;1.4;;4.1;4.5;0.3;0.4;2.7;3.7;1.1;2.7;16.3;10.3;13.9;6.5;1.3;4.8;0.8
242;96;1999;27.9;21.4;6.5;6.5;0.4;;1.9;4.3;10.4;2.2;;3.7;4.2;0.3;0.4;2.6;3.3;0.8;1.9;14.7;10.8;13.8;4.3;1.9;7.3;0.5
