ID;Landen;Perioden;BbpTotaal_1;BbpPerHoofdVanDeBevolking_2;ExportVanGoederenEnDiensten_3;ExportVanHightechgoederen_4;DirecteBuitenlandseInvesteringen_5;ToegevoegdeWaardeInDeDienstensector_6;Bevolkingsomvang_7
72;Denemarken;2002;173881.0;30070.0;47.0;22.0;4431.0;72.0;5.4
73;Denemarken;2003;212622.0;33970.0;45.0;20.0;1185.0;73.0;5.4
74;Denemarken;2004;244728.0;41590.0;45.0;20.0;-8804.0;73.0;5.4
75;Denemarken;2005;257676.0;48620.0;49.0;22.0;12834.0;73.0;5.4
76;Denemarken;2006;274377.0;52260.0;52.0;19.0;2420.0;73.0;5.4
77;Denemarken;2007;310721.0;54680.0;52.0;17.0;11809.0;73.0;5.5
78;Denemarken;2008;340801.0;58570.0;55.0;16.0;2606.0;73.0;5.5
79;Denemarken;2009;309596.0;59060.0;48.0;;2905.0;77.0;5.5
80;Duitsland;1990;1714470.0;20630.0;25.0;11.0;3004.0;61.0;79.4
81;Duitsland;1991;1808603.0;22170.0;26.0;12.0;4748.0;62.0;80.0
82;Duitsland;1992;2062142.0;25050.0;24.0;12.0;-2117.0;63.0;80.6
83;Duitsland;1993;2004460.0;25200.0;22.0;13.0;401.0;66.0;81.2
84;Duitsland;1994;2146294.0;26590.0;23.0;13.0;7290.0;66.0;81.5
85;Duitsland;1995;2522792.0;28630.0;24.0;13.0;11985.0;67.0;81.6
86;Duitsland;1996;2438498.0;30010.0;25.0;13.0;6429.0;67.0;81.9
87;Duitsland;1997;2160591.0;29280.0;27.0;14.0;12796.0;68.0;82.1
88;Duitsland;1998;2184484.0;27170.0;29.0;14.0;23636.0;68.0;82.0
89;Duitsland;1999;2143618.0;26130.0;29.0;16.0;55907.0;69.0;82.1
90;Duitsland;2000;1900221.0;25510.0;33.0;18.0;210085.0;68.0;82.2
91;Duitsland;2001;1890971.0;24020.0;35.0;18.0;26171.0;69.0;82.3
92;Duitsland;2002;2016921.0;22980.0;36.0;17.0;53605.0;70.0;82.5
93;Duitsland;2003;2442212.0;25610.0;36.0;16.0;30934.0;70.0;82.5
94;Duitsland;2004;2745215.0;31010.0;38.0;17.0;-9803.0;70.0;82.5
95;Duitsland;2005;2788390.0;35080.0;41.0;17.0;46473.0;70.0;82.5
96;Duitsland;2006;2918555.0;37410.0;45.0;17.0;56644.0;69.0;82.4
97;Duitsland;2007;3329145.0;39460.0;47.0;14.0;77301.0;69.0;82.3
98;Duitsland;2008;3634526.0;42670.0;47.0;14.0;26804.0;69.0;82.1
99;Duitsland;2009;3330032.0;42450.0;41.0;;39153.0;73.0;81.9
100;Estland;1990;5010.0;3190.0;;;;34.0;1.6
101;Estland;1991;4784.0;3060.0;;;;42.0;1.6
102;Estland;1992;3987.0;2590.0;60.0;;82.0;52.0;1.5
103;Estland;1993;3860.0;2590.0;67.0;;162.0;59.0;1.5
104;Estland;1994;3965.0;2690.0;72.0;;214.0;60.0;1.5
105;Estland;1995;4353.0;3020.0;68.0;6.0;201.0;61.0;1.4
106;Estland;1996;4729.0;3320.0;62.0;9.0;150.0;63.0;1.4
107;Estland;1997;5052.0;3590.0;72.0;9.0;266.0;64.0;1.4
108;Estland;1998;5598.0;3820.0;75.0;12.0;581.0;65.0;1.4
109;Estland;1999;5705.0;3880.0;70.0;13.0;305.0;69.0;1.4
110;Estland;2000;5676.0;4220.0;85.0;36.0;387.0;68.0;1.4
111;Estland;2001;6240.0;4430.0;80.0;30.0;542.0;67.0;1.4
112;Estland;2002;7324.0;4780.0;71.0;19.0;285.0;67.0;1.4
113;Estland;2003;9845.0;5820.0;69.0;20.0;919.0;68.0;1.4
114;Estland;2004;12031.0;7620.0;73.0;24.0;966.0;68.0;1.3
115;Estland;2005;13903.0;9840.0;78.0;25.0;2941.0;68.0;1.3
116;Estland;2006;16605.0;11500.0;80.0;20.0;1787.0;67.0;1.3
117;Estland;2007;21384.0;13210.0;73.0;12.0;2728.0;67.0;1.3
118;Estland;2008;23517.0;14410.0;76.0;10.0;1745.0;68.0;1.3
119;Estland;2009;19084.0;14060.0;71.0;;1751.0;;1.3
120;Finland;1990;138845.0;25210.0;23.0;8.0;812.0;60.0;5.0
121;Finland;1991;125243.0;24330.0;22.0;7.0;-233.0;64.0;5.0
122;Finland;1992;110129.0;23450.0;26.0;9.0;396.0;65.0;5.0
123;Finland;1993;87323.0;20050.0;32.0;11.0;864.0;64.0;5.1
124;Finland;1994;100561.0;19590.0;35.0;13.0;1496.0;63.0;5.1
125;Finland;1995;130700.0;21340.0;37.0;15.0;1044.0;62.0;5.1
126;Finland;1996;128223.0;24160.0;37.0;16.0;1118.0;63.0;5.1
127;Finland;1997;122909.0;25790.0;39.0;19.0;2129.0;63.0;5.1
128;Finland;1998;129671.0;24840.0;39.0;22.0;12029.0;62.0;5.2
129;Finland;1999;130217.0;24980.0;39.0;24.0;4649.0;62.0;5.2
130;Finland;2000;121715.0;25430.0;44.0;27.0;9125.0;62.0;5.2
131;Finland;2001;124562.0;24790.0;42.0;24.0;3739.0;63.0;5.2
132;Finland;2002;135085.0;24640.0;41.0;24.0;8276.0;64.0;5.2
133;Finland;2003;164126.0;27610.0;39.0;24.0;3472.0;64.0;5.2
134;Finland;2004;188918.0;33950.0;40.0;21.0;2871.0;65.0;5.2
135;Finland;2005;195626.0;38520.0;42.0;26.0;4806.0;65.0;5.2
136;Finland;2006;207796.0;41100.0;46.0;22.0;7723.0;64.0;5.3
137;Finland;2007;245952.0;44170.0;46.0;21.0;12682.0;63.0;5.3
138;Finland;2008;270479.0;48100.0;47.0;21.0;-2179.0;65.0;5.3
139;Finland;2009;237989.0;45940.0;37.0;;60.0;69.0;5.3
140;Frankrijk;1990;1244459.0;20240.0;21.0;16.0;13183.0;69.0;56.7
141;Frankrijk;1991;1244068.0;21040.0;22.0;18.0;15153.0;70.0;57.0
142;Frankrijk;1992;1372752.0;23350.0;22.0;18.0;21840.0;70.0;57.2
143;Frankrijk;1993;1291057.0;23130.0;21.0;19.0;20754.0;72.0;57.5
144;Frankrijk;1994;1364288.0;23860.0;22.0;18.0;15797.0;72.0;57.7
145;Frankrijk;1995;1569983.0;25190.0;23.0;19.0;23736.0;72.0;57.8
146;Frankrijk;1996;1573601.0;26480.0;23.0;18.0;21972.0;73.0;58.0
147;Frankrijk;1997;1424394.0;26270.0;26.0;21.0;23048.0;73.0;58.2
148;Frankrijk;1998;1471708.0;25200.0;26.0;22.0;29518.0;73.0;58.4
149;Frankrijk;1999;1457454.0;24820.0;26.0;22.0;45987.0;74.0;58.6
150;Frankrijk;2000;1327964.0;24450.0;29.0;24.0;42379.0;74.0;58.9
151;Frankrijk;2001;1339763.0;23250.0;28.0;23.0;50343.0;75.0;59.2
152;Frankrijk;2002;1457326.0;22460.0;27.0;21.0;49569.0;75.0;59.6
153;Frankrijk;2003;1800016.0;25280.0;26.0;19.0;43062.0;76.0;60.2
154;Frankrijk;2004;2061412.0;30560.0;26.0;20.0;32829.0;77.0;60.5
155;Frankrijk;2005;2146530.0;34930.0;26.0;20.0;84997.0;77.0;60.9
156;Frankrijk;2006;2266137.0;36800.0;27.0;21.0;71831.0;77.0;61.4
157;Frankrijk;2007;2594012.0;38970.0;27.0;19.0;98313.0;77.0;61.9
158;Frankrijk;2008;2854229.0;42080.0;27.0;20.0;64577.0;78.0;62.3
159;Frankrijk;2009;2649390.0;42620.0;23.0;;59989.0;79.0;62.6
160;Griekenland;1990;94201.0;8650.0;18.0;2.0;1005.0;65.0;10.2
161;Griekenland;1991;101180.0;9520.0;17.0;3.0;1135.0;65.0;10.3
162;Griekenland;1992;111843.0;10790.0;18.0;2.0;1144.0;67.0;10.4
163;Griekenland;1993;104707.0;10700.0;17.0;3.0;977.0;68.0;10.5
164;Griekenland;1994;112206.0;11110.0;17.0;4.0;981.0;68.0;10.6
165;Griekenland;1995;131718.0;11850.0;17.0;6.0;1053.0;70.0;10.6
166;Griekenland;1996;139293.0;12810.0;17.0;6.0;1058.0;71.0;10.7
167;Griekenland;1997;135887.0;13400.0;19.0;5.0;984.0;72.0;10.8
168;Griekenland;1998;136514.0;13110.0;19.0;8.0;;72.0;10.8
169;Griekenland;1999;134408.0;12760.0;22.0;10.0;567.0;72.0;10.9
170;Griekenland;2000;125558.0;12560.0;25.0;13.0;1083.0;72.0;10.9
171;Griekenland;2001;131032.0;12410.0;24.0;10.0;1585.0;72.0;10.9
172;Griekenland;2002;147388.0;12550.0;21.0;12.0;53.0;75.0;11.0
173;Griekenland;2003;194618.0;14910.0;20.0;12.0;1332.0;75.0;11.0
174;Griekenland;2004;230719.0;18660.0;22.0;11.0;2105.0;76.0;11.1
175;Griekenland;2005;242956.0;21600.0;22.0;10.0;658.0;76.0;11.1
176;Griekenland;2006;264018.0;23390.0;23.0;11.0;5401.0;77.0;11.1
177;Griekenland;2007;309917.0;25330.0;23.0;8.0;1959.0;78.0;11.2
178;Griekenland;2008;350300.0;28020.0;23.0;10.0;5304.0;79.0;11.2
179;Griekenland;2009;329924.0;29040.0;19.0;;2419.0;79.0;11.3
180;Hongarije;1990;33056.0;2880.0;31.0;;554.0;46.0;10.4
181;Hongarije;1991;33429.0;2780.0;33.0;;1462.0;55.0;10.4
182;Hongarije;1992;37254.0;3170.0;31.0;4.0;1479.0;58.0;10.4
183;Hongarije;1993;38596.0;3490.0;26.0;5.0;2350.0;60.0;10.4
184;Hongarije;1994;41522.0;3850.0;29.0;5.0;1144.0;61.0;10.3
185;Hongarije;1995;44656.0;4110.0;46.0;7.0;4804.0;61.0;10.3
186;Hongarije;1996;45163.0;4240.0;50.0;6.0;3289.0;61.0;10.3
187;Hongarije;1997;45724.0;4310.0;56.0;18.0;4155.0;60.0;10.3
188;Hongarije;1998;47049.0;4320.0;63.0;21.0;3343.0;61.0;10.3
189;Hongarije;1999;48044.0;4430.0;65.0;23.0;3308.0;62.0;10.2
190;Hongarije;2000;47885.0;4700.0;72.0;26.0;2770.0;62.0;10.2
191;Hongarije;2001;53190.0;4850.0;71.0;24.0;3944.0;64.0;10.2
192;Hongarije;2002;66502.0;5300.0;63.0;25.0;3013.0;66.0;10.2
193;Hongarije;2003;84326.0;6620.0;61.0;26.0;2177.0;66.0;10.1
194;Hongarije;2004;102076.0;8600.0;63.0;29.0;4521.0;65.0;10.1
195;Hongarije;2005;110195.0;10250.0;66.0;26.0;7626.0;66.0;10.1
196;Hongarije;2006;113006.0;11020.0;77.0;24.0;19721.0;66.0;10.1
197;Hongarije;2007;138757.0;11650.0;80.0;25.0;72338.0;66.0;10.1
198;Hongarije;2008;154668.0;12800.0;81.0;24.0;63400.0;66.0;10.0
199;Hongarije;2009;128964.0;12980.0;;;-5858.0;;10.0
200;Ierland;1990;47823.0;12050.0;57.0;41.0;627.0;57.0;3.5
201;Ierland;1991;48290.0;12600.0;58.0;38.0;1357.0;57.0;3.5
202;Ierland;1992;54237.0;13860.0;61.0;37.0;1442.0;56.0;3.5
203;Ierland;1993;50841.0;14030.0;66.0;40.0;1121.0;58.0;3.6
204;Ierland;1994;55381.0;14900.0;71.0;41.0;838.0;56.0;3.6
205;Ierland;1995;67061.0;16190.0;76.0;46.0;1447.0;55.0;3.6
206;Ierland;1996;73984.0;18190.0;77.0;47.0;2618.0;57.0;3.6
207;Ierland;1997;81105.0;20000.0;80.0;46.0;2743.0;57.0;3.7
208;Ierland;1998;88074.0;20710.0;87.0;44.0;11035.0;54.0;3.7
209;Ierland;1999;96290.0;21860.0;89.0;47.0;18323.0;54.0;3.8
210;Ierland;2000;96582.0;23180.0;98.0;48.0;25501.0;55.0;3.8
211;Ierland;2001;104636.0;23060.0;100.0;47.0;9573.0;56.0;3.9
212;Ierland;2002;122584.0;23760.0;94.0;41.0;29477.0;56.0;3.9
213;Ierland;2003;157746.0;28760.0;84.0;34.0;22411.0;60.0;4.0
214;Ierland;2004;185131.0;35510.0;84.0;34.0;-10994.0;62.0;4.1
215;Ierland;2005;201576.0;41990.0;82.0;35.0;-30334.0;64.0;4.2
216;Ierland;2006;221741.0;45660.0;80.0;34.0;-882.0;64.0;4.3
217;Ierland;2007;259706.0;48590.0;80.0;28.0;24581.0;65.0;4.4
218;Ierland;2008;266329.0;49810.0;83.0;26.0;-16339.0;68.0;4.4
219;Ierland;2009;227193.0;44280.0;89.0;;25233.0;68.0;4.5
220;Italië;1990;1133407.0;17900.0;19.0;8.0;6411.0;64.0;56.7
221;Italië;1991;1195265.0;19510.0;18.0;8.0;2401.0;65.0;56.8
222;Italië;1992;1265800.0;21960.0;18.0;8.0;3105.0;66.0;56.8
223;Italië;1993;1020989.0;20640.0;21.0;8.0;3749.0;67.0;56.8
224;Italië;1994;1053924.0;19930.0;23.0;8.0;2199.0;67.0;56.8
225;Italië;1995;1126041.0;19750.0;26.0;8.0;4842.0;66.0;56.8
226;Italië;1996;1259603.0;20840.0;25.0;8.0;3546.0;67.0;56.9
227;Italië;1997;1192322.0;21350.0;25.0;7.0;3700.0;67.0;56.9
228;Italië;1998;1217087.0;21230.0;25.0;8.0;2635.0;68.0;56.9
229;Italië;1999;1200822.0;20980.0;24.0;8.0;6943.0;68.0;56.9
230;Italië;2000;1097344.0;20890.0;27.0;9.0;13176.0;69.0;56.9
231;Italië;2001;1117358.0;20190.0;27.0;9.0;14874.0;69.0;57.0
232;Italië;2002;1218921.0;19770.0;26.0;9.0;14699.0;70.0;57.2
233;Italië;2003;1507171.0;22170.0;25.0;8.0;16538.0;70.0;57.6
234;Italië;2004;1727825.0;26760.0;25.0;8.0;16791.0;70.0;58.2
235;Italië;2005;1777694.0;30550.0;26.0;8.0;19637.0;71.0;58.6
236;Italië;2006;1863381.0;32190.0;28.0;7.0;39007.0;71.0;58.9
237;Italië;2007;2116202.0;33610.0;29.0;7.0;40043.0;70.0;59.4
238;Italië;2008;2296629.0;35350.0;29.0;7.0;15442.0;71.0;59.8
239;Italië;2009;2112780.0;35110.0;24.0;;28976.0;73.0;60.2
240;Kroatië;1990;24782.0;;;;;53.0;4.8
241;Kroatië;1991;18156.0;;78.0;;;55.0;4.5
242;Kroatië;1992;10241.0;3150.0;60.0;5.0;13.0;52.0;4.5
243;Kroatië;1993;10903.0;2490.0;52.0;5.0;144.0;50.0;4.6
244;Kroatië;1994;14578.0;2600.0;46.0;5.0;114.0;55.0;4.7
245;Kroatië;1995;22119.0;3540.0;33.0;6.0;108.0;59.0;4.7
246;Kroatië;1996;23380.0;4730.0;36.0;7.0;493.0;60.0;4.5
247;Kroatië;1997;23601.0;5430.0;36.0;9.0;541.0;60.0;4.6
248;Kroatië;1998;25239.0;5400.0;35.0;8.0;941.0;61.0;4.5
249;Kroatië;1999;23035.0;5050.0;37.0;8.0;1452.0;62.0;4.6
250;Kroatië;2000;21320.0;5170.0;42.0;8.0;1110.0;63.0;4.4
251;Kroatië;2001;22873.0;5090.0;44.0;10.0;1582.0;63.0;4.4
252;Kroatië;2002;26452.0;5370.0;41.0;12.0;1100.0;64.0;4.4
253;Kroatië;2003;33857.0;6330.0;43.0;12.0;2049.0;65.0;4.4
254;Kroatië;2004;40692.0;8080.0;43.0;13.0;1079.0;64.0;4.4
255;Kroatië;2005;44437.0;9630.0;43.0;12.0;1788.0;65.0;4.4
256;Kroatië;2006;49049.0;10660.0;43.0;10.0;3457.0;65.0;4.4
257;Kroatië;2007;58558.0;12000.0;43.0;9.0;4996.0;66.0;4.4
258;Kroatië;2008;69332.0;13580.0;42.0;9.0;5995.0;65.0;4.4
259;Kroatië;2009;63034.0;13720.0;36.0;;2906.0;66.0;4.4
260;Letland;1990;7447.0;2790.0;48.0;;;32.0;2.7
261;Letland;1991;6756.0;2540.0;35.0;;;33.0;2.7
262;Letland;1992;4848.0;1840.0;80.0;;29.0;48.0;2.6
263;Letland;1993;4468.0;1810.0;73.0;;45.0;53.0;2.6
264;Letland;1994;5061.0;1950.0;46.0;6.0;214.0;59.0;2.5
265;Letland;1995;5236.0;2050.0;43.0;5.0;180.0;61.0;2.5
266;Letland;1996;5585.0;2260.0;47.0;5.0;382.0;64.0;2.5
267;Letland;1997;6133.0;2510.0;47.0;6.0;521.0;65.0;2.5
268;Letland;1998;6617.0;2650.0;47.0;4.0;357.0;68.0;2.4
269;Letland;1999;7289.0;2840.0;40.0;4.0;348.0;71.0;2.4
270;Letland;2000;7833.0;3220.0;42.0;4.0;413.0;72.0;2.4
271;Letland;2001;8313.0;3550.0;42.0;4.0;132.0;72.0;2.4
272;Letland;2002;9315.0;3840.0;41.0;4.0;254.0;73.0;2.3
273;Letland;2003;11186.0;4440.0;42.0;4.0;304.0;74.0;2.3
274;Letland;2004;13762.0;5460.0;44.0;5.0;637.0;73.0;2.3
275;Letland;2005;16042.0;6810.0;48.0;5.0;714.0;74.0;2.3
276;Letland;2006;19935.0;8120.0;45.0;7.0;1664.0;75.0;2.3
277;Letland;2007;28766.0;10090.0;42.0;7.0;2316.0;73.0;2.3
278;Letland;2008;33849.0;11940.0;42.0;7.0;1357.0;74.0;2.3
279;Letland;2009;26195.0;12390.0;42.0;;94.0;77.0;2.3
280;Litouwen;1990;10507.0;;52.0;;;42.0;3.7
281;Litouwen;1991;10287.0;;30.0;;;33.0;3.7
282;Litouwen;1992;8562.0;2320.0;23.0;0.0;;43.0;3.7
283;Litouwen;1993;7425.0;2020.0;83.0;;30.0;44.0;3.7
284;Litouwen;1994;6959.0;1900.0;55.0;5.0;31.0;53.0;3.7
285;Litouwen;1995;7905.0;2100.0;47.0;4.0;73.0;58.0;3.6
286;Litouwen;1996;8427.0;2290.0;50.0;3.0;152.0;58.0;3.6
287;Litouwen;1997;10129.0;2590.0;52.0;4.0;355.0;59.0;3.6
288;Litouwen;1998;11254.0;2850.0;45.0;3.0;926.0;60.0;3.6
289;Litouwen;1999;10971.0;2980.0;39.0;3.0;486.0;63.0;3.5
290;Litouwen;2000;11434.0;3200.0;45.0;4.0;379.0;64.0;3.5
291;Litouwen;2001;12159.0;3420.0;50.0;5.0;446.0;64.0;3.5
292;Litouwen;2002;14164.0;3760.0;53.0;4.0;712.0;65.0;3.5
293;Litouwen;2003;18609.0;4600.0;51.0;5.0;179.0;64.0;3.5
294;Litouwen;2004;22552.0;5870.0;52.0;5.0;773.0;62.0;3.4
295;Litouwen;2005;25962.0;7280.0;58.0;6.0;1032.0;62.0;3.4
296;Litouwen;2006;30089.0;8410.0;59.0;8.0;1840.0;63.0;3.4
297;Litouwen;2007;39104.0;9980.0;54.0;11.0;2017.0;64.0;3.4
298;Litouwen;2008;47129.0;11890.0;60.0;11.0;1770.0;64.0;3.4
299;Litouwen;2009;37206.0;11410.0;;;307.0;;3.3
300;Luxemburg;1990;12671.0;29530.0;102.0;;8047.0;71.0;0.4
301;Luxemburg;1991;13717.0;33160.0;101.0;;9363.0;74.0;0.4
302;Luxemburg;1992;15387.0;36760.0;100.0;;11286.0;75.0;0.4
303;Luxemburg;1993;15791.0;37760.0;101.0;;10750.0;77.0;0.4
304;Luxemburg;1994;17552.0;38970.0;104.0;;8514.0;77.0;0.4
305;Luxemburg;1995;20676.0;43140.0;106.0;;10689.0;77.0;0.4
306;Luxemburg;1996;20582.0;46010.0;111.0;;14064.0;79.0;0.4
307;Luxemburg;1997;18517.0;47980.0;121.0;;11998.0;78.0;0.4
308;Luxemburg;1998;19354.0;43820.0;128.0;;22691.0;78.0;0.4
309;Luxemburg;1999;21188.0;43450.0;134.0;15.0;119693.0;80.0;0.4
310;Luxemburg;2000;20270.0;43660.0;150.0;17.0;88739.0;81.0;0.4
311;Luxemburg;2001;20199.0;42900.0;147.0;19.0;88203.0;81.0;0.4
312;Luxemburg;2002;22579.0;39910.0;141.0;15.0;118512.0;81.0;0.4
313;Luxemburg;2003;29158.0;42090.0;137.0;12.0;89784.0;81.0;0.5
314;Luxemburg;2004;34091.0;58630.0;152.0;10.0;80098.0;82.0;0.5
315;Luxemburg;2005;37659.0;69290.0;156.0;12.0;114066.0;83.0;0.5
316;Luxemburg;2006;42841.0;67720.0;169.0;12.0;129879.0;84.0;0.5
317;Luxemburg;2007;51278.0;78770.0;176.0;9.0;192865.0;83.0;0.5
318;Luxemburg;2008;57639.0;81970.0;180.0;7.0;99688.0;85.0;0.5
319;Luxemburg;2009;52296.0;76710.0;169.0;;194844.0;86.0;0.5
320;Malta;1990;2312.0;6780.0;85.0;45.0;46.0;58.0;0.4
321;Malta;1991;2497.0;7220.0;87.0;52.0;77.0;58.0;0.4
322;Malta;1992;2743.0;7940.0;92.0;56.0;40.0;61.0;0.4
323;Malta;1993;2460.0;7800.0;95.0;52.0;56.0;62.0;0.4
324;Malta;1994;2724.0;7830.0;97.0;60.0;152.0;;0.4
325;Malta;1995;3246.0;8240.0;94.0;;129.0;;0.4
326;Malta;1996;3333.0;8810.0;87.0;59.0;293.0;;0.4
327;Malta;1997;3340.0;9140.0;85.0;56.0;82.0;;0.4
328;Malta;1998;3509.0;8790.0;88.0;60.0;283.0;;0.4
329;Malta;1999;3646.0;9270.0;91.0;62.0;857.0;;0.4
330;Malta;2000;3893.0;9670.0;92.0;72.0;601.0;;0.4
331;Malta;2001;3850.0;9800.0;82.0;62.0;240.0;;0.4
332;Malta;2002;4240.0;10140.0;84.0;59.0;-430.0;;0.4
333;Malta;2003;5001.0;11050.0;81.0;60.0;1007.0;;0.4
334;Malta;2004;5600.0;12790.0;79.0;58.0;395.0;;0.4
335;Malta;2005;5919.0;14180.0;78.0;52.0;679.0;;0.4
336;Malta;2006;6394.0;15160.0;87.0;58.0;1873.0;;0.4
337;Malta;2007;7449.0;16690.0;88.0;53.0;1015.0;;0.4
338;Malta;2008;;;;50.0;923.0;;0.4
339;Malta;2009;;;;;882.0;;0.4
340;Nederland;1990;294871.0;18820.0;56.0;16.0;10676.0;66.0;15.0
