ID;Sex;Age;LevelOfEducation;CaribbeanNetherlands;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;TemporaryEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;PartTime_11;LessThan20WorkingHoursAWeek_12;LessThan12WorkingHoursAWeek_13;k_12To19WorkingHoursAWeek_14;k_20To34WorkingHoursAWeek_15;k_20To27WorkingHoursAWeek_16;k_28To34WorkingHoursAWeek_17;FullTime_18;UnemployedLabourForce_19;UnemploymentRate_20;NotInTheLabourForce_21;GrossLabourParticipationRate_22;NetLabourParticipationRate_23
1873;Male;45 to 74 years;3 Higher education;Caribbean Netherlands;2014;780;560;540;390;330;60;160;110;50;0;60;30;30;0;30;10;20;480;20;2.9;220;71.9;69.8
1874;Male;45 to 74 years;3 Higher education;Caribbean Netherlands;2016;860;670;670;460;390;80;210;140;70;0;120;30;30;0;80;40;50;560;0;0.0;190;78.4;78.4
1875;Male;45 to 74 years;3 Higher education;Caribbean Netherlands;2018;880;670;650;400;360;40;250;60;190;0;140;20;20;0;120;60;60;510;20;2.4;220;75.5;73.7
1876;Male;45 to 74 years;3 Higher education;Caribbean Netherlands;2020;1010;760;760;450;430;30;300;150;160;0;120;20;10;20;100;30;70;630;0;0.0;260;74.7;74.7
1877;Male;45 to 74 years;3 Higher education;Caribbean Netherlands;2022;1150;830;810;430;420;10;380;180;200;0;140;20;20;0;120;70;50;670;30;3.0;310;72.7;70.4
1878;Male;45 to 74 years;3 Higher education;Bonaire;2012;600;490;490;330;280;50;160;100;70;0;140;60;40;30;80;60;20;350;0;0.0;100;82.7;82.7
1879;Male;45 to 74 years;3 Higher education;Bonaire;2014;580;420;400;280;240;40;120;90;30;0;60;30;30;0;30;10;10;340;20;;160;72.5;69.6
1880;Male;45 to 74 years;3 Higher education;Bonaire;2016;620;510;510;320;270;50;190;120;70;0;90;30;30;0;60;30;30;430;0;;110;82.6;82.6
1881;Male;45 to 74 years;3 Higher education;Bonaire;2018;720;530;510;270;260;10;240;50;190;0;120;10;10;0;100;50;60;400;20;;190;73.6;71.3
1882;Male;45 to 74 years;3 Higher education;Bonaire;2020;880;660;660;380;360;20;280;130;150;0;110;20;0;20;90;30;60;550;0;0.0;230;74.3;74.3
1883;Male;45 to 74 years;3 Higher education;Bonaire;2022;960;690;670;310;310;0;360;170;200;0;130;20;20;0;110;60;50;540;20;;280;71.5;69.2
1884;Male;45 to 74 years;3 Higher education;St. Eustatius;2012;180;140;140;120;70;50;20;20;0;0;40;0;0;0;40;10;30;100;0;;40;;
1885;Male;45 to 74 years;3 Higher education;St. Eustatius;2014;120;90;90;60;50;10;30;10;20;0;0;0;0;0;0;0;0;90;0;;30;;
1886;Male;45 to 74 years;3 Higher education;St. Eustatius;2016;150;100;100;80;70;20;20;10;10;0;20;10;10;0;20;10;10;80;0;;50;;
1887;Male;45 to 74 years;3 Higher education;St. Eustatius;2018;90;70;70;70;50;20;10;10;0;0;10;0;0;0;10;10;0;60;0;;20;;
1888;Male;45 to 74 years;3 Higher education;St. Eustatius;2020;50;40;40;40;30;10;10;0;10;0;0;0;0;0;0;0;0;40;0;;10;;
1889;Male;45 to 74 years;3 Higher education;St. Eustatius;2022;80;60;60;50;50;0;10;10;0;0;10;0;0;0;10;10;0;60;0;;20;;
1890;Male;45 to 74 years;3 Higher education;Saba;2012;80;60;60;40;40;10;20;10;10;0;0;0;0;0;0;0;0;60;0;;20;;
1891;Male;45 to 74 years;3 Higher education;Saba;2014;80;50;50;40;40;10;10;10;10;0;0;0;0;0;0;0;0;50;0;;30;;
1892;Male;45 to 74 years;3 Higher education;Saba;2016;90;60;60;60;40;10;10;10;0;0;10;0;0;0;10;0;10;50;0;;30;;
1893;Male;45 to 74 years;3 Higher education;Saba;2018;80;70;70;60;60;10;0;0;0;0;10;10;10;0;10;10;0;50;0;;10;;
1894;Male;45 to 74 years;3 Higher education;Saba;2020;80;60;60;40;30;10;20;10;10;0;20;10;10;0;10;0;10;40;0;;20;;
1895;Male;45 to 74 years;3 Higher education;Saba;2022;110;80;80;70;70;0;10;0;10;0;10;0;0;0;10;10;0;70;0;;20;;
1896;Male;45 to 74 years;Unknown;Caribbean Netherlands;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1897;Male;45 to 74 years;Unknown;Caribbean Netherlands;2014;150;80;80;40;30;20;40;0;40;0;0;0;0;0;0;0;0;80;0;;70;;
1898;Male;45 to 74 years;Unknown;Caribbean Netherlands;2016;160;120;120;80;80;0;40;0;40;0;0;0;0;0;0;0;0;120;0;;50;;
1899;Male;45 to 74 years;Unknown;Caribbean Netherlands;2018;80;60;60;50;50;0;10;10;10;0;10;0;0;0;10;0;10;60;0;;20;;
1900;Male;45 to 74 years;Unknown;Caribbean Netherlands;2020;120;90;70;30;30;0;40;30;0;0;20;20;20;0;0;0;0;50;20;;40;;
1901;Male;45 to 74 years;Unknown;Caribbean Netherlands;2022;110;90;90;60;10;40;30;0;10;20;50;20;20;0;30;0;30;40;0;;30;;
1902;Male;45 to 74 years;Unknown;Bonaire;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1903;Male;45 to 74 years;Unknown;Bonaire;2014;150;80;80;40;30;20;40;0;40;0;0;0;0;0;0;0;0;80;0;;70;;
1904;Male;45 to 74 years;Unknown;Bonaire;2016;160;110;110;70;70;0;40;0;40;0;0;0;0;0;0;0;0;110;0;;50;;
1905;Male;45 to 74 years;Unknown;Bonaire;2018;50;40;40;40;40;0;0;0;0;0;0;0;0;0;0;0;0;40;0;;10;;
1906;Male;45 to 74 years;Unknown;Bonaire;2020;110;70;50;20;20;0;30;30;0;0;20;20;20;0;0;0;0;40;20;;40;;
1907;Male;45 to 74 years;Unknown;Bonaire;2022;70;50;50;40;0;40;20;0;0;20;40;20;20;0;20;0;20;20;0;;20;;
1908;Male;45 to 74 years;Unknown;St. Eustatius;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1909;Male;45 to 74 years;Unknown;St. Eustatius;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1910;Male;45 to 74 years;Unknown;St. Eustatius;2016;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
1911;Male;45 to 74 years;Unknown;St. Eustatius;2018;10;10;10;0;0;0;10;10;0;0;0;0;0;0;0;0;0;10;0;;0;;
1912;Male;45 to 74 years;Unknown;St. Eustatius;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1913;Male;45 to 74 years;Unknown;St. Eustatius;2022;20;20;20;10;0;10;10;0;10;0;10;0;0;0;0;0;0;10;0;;0;;
1914;Male;45 to 74 years;Unknown;Saba;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1915;Male;45 to 74 years;Unknown;Saba;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1916;Male;45 to 74 years;Unknown;Saba;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
1917;Male;45 to 74 years;Unknown;Saba;2018;20;20;20;10;10;0;10;0;10;0;10;0;0;0;10;0;10;10;0;;0;;
1918;Male;45 to 74 years;Unknown;Saba;2020;20;20;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
1919;Male;45 to 74 years;Unknown;Saba;2022;20;20;20;10;10;0;0;0;0;0;10;0;0;0;10;0;10;10;0;;10;;
1920;Male;55 to 64 years;Total;Caribbean Netherlands;2012;1440;920;900;650;580;70;240;190;60;0;220;60;50;20;150;70;80;680;20;2.1;520;63.8;62.4
1921;Male;55 to 64 years;Total;Caribbean Netherlands;2014;1580;1060;970;810;710;100;160;100;70;0;90;20;10;0;70;60;20;880;90;8.3;520;67.0;61.4
1922;Male;55 to 64 years;Total;Caribbean Netherlands;2016;1710;1230;1210;1000;860;140;210;90;110;0;200;50;20;30;150;110;30;1010;20;1.9;480;72.0;70.6
1923;Male;55 to 64 years;Total;Caribbean Netherlands;2018;1930;1490;1460;1100;1000;100;360;210;140;0;220;60;50;10;160;90;70;1230;30;2.0;440;77.0;75.4
1924;Male;55 to 64 years;Total;Caribbean Netherlands;2020;2180;1680;1610;1140;1030;100;480;230;230;10;230;80;60;20;160;100;60;1380;60;3.8;500;76.9;74.0
1925;Male;55 to 64 years;Total;Caribbean Netherlands;2022;2400;1840;1800;1210;1140;70;590;400;130;60;330;70;40;40;260;140;120;1470;40;2.0;560;76.7;75.2
1926;Male;55 to 64 years;Total;Bonaire;2012;1050;620;620;430;400;30;190;160;30;0;150;50;40;10;100;70;40;470;0;0.0;430;59.2;59.2
1927;Male;55 to 64 years;Total;Bonaire;2014;1150;740;690;590;490;100;100;50;50;0;60;10;10;0;50;50;0;630;50;7.0;410;64.2;59.7
1928;Male;55 to 64 years;Total;Bonaire;2016;1360;980;960;820;710;110;150;40;110;0;130;30;10;20;100;70;30;830;20;1.8;380;72.3;71.0
1929;Male;55 to 64 years;Total;Bonaire;2018;1580;1230;1200;900;820;80;310;180;130;0;190;60;50;10;140;70;60;1010;20;1.9;350;77.8;76.3
1930;Male;55 to 64 years;Total;Bonaire;2020;1820;1380;1320;910;810;90;410;190;210;10;170;60;40;20;110;80;40;1140;60;4.3;440;75.6;72.4
1931;Male;55 to 64 years;Total;Bonaire;2022;1980;1520;1490;980;920;60;510;350;90;60;290;70;30;40;220;120;100;1200;30;2.2;460;76.7;75.1
1932;Male;55 to 64 years;Total;St. Eustatius;2012;280;220;200;170;150;30;30;20;10;0;50;10;10;0;40;0;40;160;10;;60;78.6;73.9
1933;Male;55 to 64 years;Total;St. Eustatius;2014;330;250;220;180;180;0;30;30;10;0;10;0;0;0;10;0;10;200;30;;80;;
1934;Male;55 to 64 years;Total;St. Eustatius;2016;230;170;160;120;100;30;40;30;10;0;40;10;10;10;30;20;10;130;10;;70;72.0;69.8
1935;Male;55 to 64 years;Total;St. Eustatius;2018;230;170;160;140;120;10;30;20;10;0;20;0;0;0;10;10;0;150;10;4.7;60;74.1;70.7
1936;Male;55 to 64 years;Total;St. Eustatius;2020;240;200;200;170;160;10;30;20;10;0;20;10;10;0;20;10;10;170;0;0.0;50;81.3;81.3
1937;Male;55 to 64 years;Total;St. Eustatius;2022;280;220;220;160;150;0;60;30;30;0;20;10;10;0;20;10;0;200;0;0.0;70;76.9;76.9
1938;Male;55 to 64 years;Total;Saba;2012;110;80;70;50;40;10;20;10;10;0;20;10;0;10;10;0;10;50;10;;30;69.7;65.1
1939;Male;55 to 64 years;Total;Saba;2014;100;70;70;30;30;0;30;20;20;0;10;0;0;0;10;10;0;50;0;;30;72.6;70.5
1940;Male;55 to 64 years;Total;Saba;2016;120;80;80;60;50;10;20;20;0;0;30;10;0;10;20;20;0;50;0;;40;69.5;69.5
1941;Male;55 to 64 years;Total;Saba;2018;120;90;90;70;60;10;20;20;0;0;20;0;0;0;10;10;0;70;0;;30;71.9;71.9
1942;Male;55 to 64 years;Total;Saba;2020;120;110;100;70;60;10;40;30;10;0;40;10;10;0;30;10;20;60;10;4.7;10;88.3;84.2
1943;Male;55 to 64 years;Total;Saba;2022;130;100;100;80;70;10;20;20;0;0;20;0;0;0;20;10;10;80;0;;30;;
1944;Male;55 to 64 years;1 Lower education;Caribbean Netherlands;2012;910;580;560;420;380;30;150;110;40;0;100;30;10;20;80;50;30;460;20;2.8;340;63.4;61.7
1945;Male;55 to 64 years;1 Lower education;Caribbean Netherlands;2014;900;640;610;530;470;70;70;30;50;0;30;0;0;0;30;20;10;570;40;5.6;260;71.2;67.1
1946;Male;55 to 64 years;1 Lower education;Caribbean Netherlands;2016;1070;750;740;640;550;90;100;40;60;0;140;50;20;30;90;60;30;600;10;0.7;330;69.7;69.2
1947;Male;55 to 64 years;1 Lower education;Caribbean Netherlands;2018;1120;900;870;710;680;30;160;110;50;0;140;30;30;0;110;50;60;740;30;3.3;210;81.0;78.2
1948;Male;55 to 64 years;1 Lower education;Caribbean Netherlands;2020;1170;870;830;640;600;40;190;60;120;10;110;40;40;0;80;40;40;710;50;5.4;300;74.7;70.7
1949;Male;55 to 64 years;1 Lower education;Caribbean Netherlands;2022;1580;1200;1200;880;850;30;320;250;50;20;170;50;20;40;120;80;40;1030;0;0.0;380;75.9;75.9
1950;Male;55 to 64 years;1 Lower education;Bonaire;2012;680;400;400;290;270;20;110;90;20;0;70;10;0;10;60;40;10;330;0;;280;58.9;58.9
1951;Male;55 to 64 years;1 Lower education;Bonaire;2014;650;460;430;390;320;70;40;10;30;0;10;0;0;0;10;10;0;420;30;;190;71.1;66.9
1952;Male;55 to 64 years;1 Lower education;Bonaire;2016;870;620;620;560;480;80;60;10;50;0;110;30;10;20;70;50;30;520;0;0.0;250;71.6;71.6
1953;Male;55 to 64 years;1 Lower education;Bonaire;2018;900;740;720;580;560;20;140;90;40;0;120;20;20;0;100;40;50;600;20;3.1;160;82.4;79.9
1954;Male;55 to 64 years;1 Lower education;Bonaire;2020;940;680;640;490;450;40;150;30;110;10;80;30;30;0;50;30;20;560;40;6.2;260;72.2;67.7
1955;Male;55 to 64 years;1 Lower education;Bonaire;2022;1350;1030;1030;760;740;20;270;220;30;20;150;50;20;40;100;70;40;880;0;0.0;320;76.4;76.4
1956;Male;55 to 64 years;1 Lower education;St. Eustatius;2012;160;130;120;90;90;0;30;10;10;0;20;10;10;0;10;0;10;100;10;;30;;
1957;Male;55 to 64 years;1 Lower education;St. Eustatius;2014;220;160;150;130;130;0;20;10;10;0;10;0;0;0;10;0;10;140;10;;60;;
1958;Male;55 to 64 years;1 Lower education;St. Eustatius;2016;140;80;80;50;40;10;30;20;10;0;20;10;10;10;10;10;0;60;10;;60;;
1959;Male;55 to 64 years;1 Lower education;St. Eustatius;2018;140;110;100;90;90;0;10;10;10;0;10;0;0;0;0;0;0;100;10;;30;;
1960;Male;55 to 64 years;1 Lower education;St. Eustatius;2020;170;140;140;110;110;0;30;20;0;0;20;10;10;0;20;10;10;120;0;;30;82.6;82.6
1961;Male;55 to 64 years;1 Lower education;St. Eustatius;2022;170;130;130;90;90;0;40;20;20;0;10;0;0;0;10;10;0;120;0;0.0;40;75.9;75.9
1962;Male;55 to 64 years;1 Lower education;Saba;2012;70;50;40;30;20;10;10;10;10;0;20;10;0;10;10;0;10;30;0;;20;;
1963;Male;55 to 64 years;1 Lower education;Saba;2014;40;30;30;20;20;0;10;10;10;0;10;0;0;0;10;10;0;20;0;;10;;
1964;Male;55 to 64 years;1 Lower education;Saba;2016;70;40;40;40;30;0;10;10;0;0;20;10;0;10;20;10;0;20;0;;30;;
1965;Male;55 to 64 years;1 Lower education;Saba;2018;80;50;50;40;30;10;20;10;0;0;10;0;0;0;10;10;0;40;0;;30;;
1966;Male;55 to 64 years;1 Lower education;Saba;2020;60;60;50;40;30;0;10;10;0;0;20;0;0;0;20;0;10;40;10;;0;;
1967;Male;55 to 64 years;1 Lower education;Saba;2022;60;40;40;30;30;0;10;10;0;0;10;0;0;0;10;10;0;30;0;;20;;
1968;Male;55 to 64 years;2 Intermediate education;Caribbean Netherlands;2012;240;120;120;100;100;0;10;10;0;0;10;0;0;0;10;0;10;100;0;;120;;
1969;Male;55 to 64 years;2 Intermediate education;Caribbean Netherlands;2014;390;250;210;150;140;10;70;60;10;0;40;0;0;0;40;40;0;170;40;;140;63.4;54.4
1970;Male;55 to 64 years;2 Intermediate education;Caribbean Netherlands;2016;300;210;190;140;130;10;60;30;30;0;40;0;0;0;40;40;0;150;20;;90;;
1971;Male;55 to 64 years;2 Intermediate education;Caribbean Netherlands;2018;440;310;310;230;170;60;90;60;30;0;40;20;10;10;20;20;0;270;0;;130;70.7;70.7
1972;Male;55 to 64 years;2 Intermediate education;Caribbean Netherlands;2020;460;380;380;290;240;50;90;70;20;0;60;0;0;0;50;30;20;320;0;;80;82.6;82.6
1973;Male;55 to 64 years;2 Intermediate education;Caribbean Netherlands;2022;480;380;350;220;210;20;130;50;40;30;60;0;0;0;60;40;20;280;30;;100;80.0;73.3
1974;Male;55 to 64 years;2 Intermediate education;Bonaire;2012;180;80;80;70;70;0;10;10;0;0;10;0;0;0;10;0;10;70;0;;100;;
1975;Male;55 to 64 years;2 Intermediate education;Bonaire;2014;280;160;150;110;100;10;40;40;0;0;40;0;0;0;40;40;0;100;10;;120;;
1976;Male;55 to 64 years;2 Intermediate education;Bonaire;2016;240;150;140;100;100;0;40;20;30;0;30;0;0;0;30;30;0;110;20;;80;;
1977;Male;55 to 64 years;2 Intermediate education;Bonaire;2018;370;270;270;190;140;60;80;60;20;0;40;20;10;10;20;20;0;240;0;;100;;
1978;Male;55 to 64 years;2 Intermediate education;Bonaire;2020;400;340;340;260;200;50;80;60;20;0;50;0;0;0;50;30;20;290;0;;60;;
1979;Male;55 to 64 years;2 Intermediate education;Bonaire;2022;390;310;280;170;150;20;110;40;40;30;60;0;0;0;60;40;20;220;30;;70;;
1980;Male;55 to 64 years;2 Intermediate education;St. Eustatius;2012;50;30;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;30;0;;20;;
1981;Male;55 to 64 years;2 Intermediate education;St. Eustatius;2014;80;70;50;40;40;0;10;10;0;0;0;0;0;0;0;0;0;50;20;;10;;
1982;Male;55 to 64 years;2 Intermediate education;St. Eustatius;2016;50;40;40;30;30;10;10;10;0;0;10;0;0;0;10;10;0;30;0;;10;;
1983;Male;55 to 64 years;2 Intermediate education;St. Eustatius;2018;50;30;30;20;20;0;10;0;10;0;0;0;0;0;0;0;0;20;0;;30;;
1984;Male;55 to 64 years;2 Intermediate education;St. Eustatius;2020;30;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;10;;
1985;Male;55 to 64 years;2 Intermediate education;St. Eustatius;2022;60;40;40;30;30;0;10;10;0;0;0;0;0;0;0;0;0;40;0;;20;;
1986;Male;55 to 64 years;2 Intermediate education;Saba;2012;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
1987;Male;55 to 64 years;2 Intermediate education;Saba;2014;30;20;20;0;0;0;20;10;10;0;0;0;0;0;0;0;0;20;0;;10;;
1988;Male;55 to 64 years;2 Intermediate education;Saba;2016;20;20;20;10;0;0;10;10;0;0;10;0;0;0;0;0;0;10;0;;0;;
1989;Male;55 to 64 years;2 Intermediate education;Saba;2018;20;20;20;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;10;;
1990;Male;55 to 64 years;2 Intermediate education;Saba;2020;30;20;20;10;10;0;10;10;0;0;10;0;0;0;10;10;0;10;0;;10;;
1991;Male;55 to 64 years;2 Intermediate education;Saba;2022;30;30;30;20;20;0;10;10;0;0;0;0;0;0;0;0;0;30;0;;0;;
1992;Male;55 to 64 years;3 Higher education;Caribbean Netherlands;2012;280;220;220;140;100;40;80;70;10;0;100;40;40;0;60;20;40;120;0;;60;;
1993;Male;55 to 64 years;3 Higher education;Caribbean Netherlands;2014;260;150;140;120;90;30;20;10;10;0;10;10;10;0;0;0;0;130;20;;110;;
1994;Male;55 to 64 years;3 Higher education;Caribbean Netherlands;2016;300;260;260;220;180;40;40;20;10;0;20;0;0;0;20;10;10;240;0;;40;;
1995;Male;55 to 64 years;3 Higher education;Caribbean Netherlands;2018;320;240;240;140;130;10;100;40;60;0;40;20;20;0;30;20;10;190;0;;90;;
1996;Male;55 to 64 years;3 Higher education;Caribbean Netherlands;2020;470;370;370;200;200;10;160;70;90;0;50;20;10;20;20;20;0;320;0;;100;78.6;78.6
1997;Male;55 to 64 years;3 Higher education;Caribbean Netherlands;2022;290;210;210;80;80;0;130;100;30;0;70;20;20;0;50;20;30;140;0;;80;;
1998;Male;55 to 64 years;3 Higher education;Bonaire;2012;190;140;140;70;60;10;70;60;10;0;70;40;40;0;30;20;10;70;0;;50;;
1999;Male;55 to 64 years;3 Higher education;Bonaire;2014;200;110;100;80;60;20;10;0;10;0;10;10;10;0;0;0;0;80;20;;90;;
2000;Male;55 to 64 years;3 Higher education;Bonaire;2016;220;190;190;170;140;30;30;10;10;0;0;0;0;0;0;0;0;190;0;;30;;
2001;Male;55 to 64 years;3 Higher education;Bonaire;2018;270;190;190;90;90;0;90;30;60;0;30;10;10;0;20;10;10;150;0;;80;;
2002;Male;55 to 64 years;3 Higher education;Bonaire;2020;400;310;310;160;160;0;140;60;90;0;40;20;0;20;20;20;0;270;0;;90;;
2003;Male;55 to 64 years;3 Higher education;Bonaire;2022;220;150;150;30;30;0;120;90;20;0;60;20;20;0;50;10;30;80;0;;70;;
2004;Male;55 to 64 years;3 Higher education;St. Eustatius;2012;70;60;60;50;30;30;10;10;0;0;30;0;0;0;30;0;30;30;0;;10;;
2005;Male;55 to 64 years;3 Higher education;St. Eustatius;2014;30;20;20;20;20;0;10;10;0;0;0;0;0;0;0;0;0;20;0;;10;;
2006;Male;55 to 64 years;3 Higher education;St. Eustatius;2016;50;40;40;40;30;10;10;10;0;0;20;0;0;0;20;10;10;30;0;;10;;
2007;Male;55 to 64 years;3 Higher education;St. Eustatius;2018;30;30;30;20;20;10;10;10;0;0;10;0;0;0;10;10;0;20;0;;0;;
2008;Male;55 to 64 years;3 Higher education;St. Eustatius;2020;40;30;30;30;20;10;10;0;10;0;0;0;0;0;0;0;0;30;0;;0;;
2009;Male;55 to 64 years;3 Higher education;St. Eustatius;2022;40;40;40;30;30;0;10;10;0;0;10;0;0;0;10;10;0;30;0;;0;;
2010;Male;55 to 64 years;3 Higher education;Saba;2012;30;20;20;10;10;0;10;0;0;0;0;0;0;0;0;0;0;20;0;;10;;
2011;Male;55 to 64 years;3 Higher education;Saba;2014;30;20;20;20;10;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;10;;
2012;Male;55 to 64 years;3 Higher education;Saba;2016;30;20;20;20;20;0;10;10;0;0;0;0;0;0;0;0;0;20;0;;10;;
2013;Male;55 to 64 years;3 Higher education;Saba;2018;20;20;20;20;20;10;0;0;0;0;0;0;0;0;0;0;0;20;0;;0;;
2014;Male;55 to 64 years;3 Higher education;Saba;2020;30;30;30;10;10;0;10;10;0;0;10;10;10;0;10;0;0;20;0;;0;;
2015;Male;55 to 64 years;3 Higher education;Saba;2022;30;30;30;30;20;0;0;0;0;0;0;0;0;0;0;0;0;30;0;;0;;
2016;Male;55 to 64 years;Unknown;Caribbean Netherlands;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
2017;Male;55 to 64 years;Unknown;Caribbean Netherlands;2014;30;20;20;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;10;;
2018;Male;55 to 64 years;Unknown;Caribbean Netherlands;2016;40;20;20;10;10;0;10;0;10;0;0;0;0;0;0;0;0;20;0;;20;;
2019;Male;55 to 64 years;Unknown;Caribbean Netherlands;2018;50;30;30;30;30;0;10;10;0;0;0;0;0;0;0;0;0;30;0;;20;;
2020;Male;55 to 64 years;Unknown;Caribbean Netherlands;2020;90;60;40;10;10;0;30;30;0;0;20;20;20;0;0;0;0;20;20;;30;;
2021;Male;55 to 64 years;Unknown;Caribbean Netherlands;2022;50;50;50;20;0;20;30;0;10;20;30;0;0;0;20;0;20;20;0;;10;;
2022;Male;55 to 64 years;Unknown;Bonaire;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
2023;Male;55 to 64 years;Unknown;Bonaire;2014;30;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;10;;
2024;Male;55 to 64 years;Unknown;Bonaire;2016;30;10;10;0;0;0;10;0;10;0;0;0;0;0;0;0;0;10;0;;20;;
2025;Male;55 to 64 years;Unknown;Bonaire;2018;40;30;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;30;0;;10;;
2026;Male;55 to 64 years;Unknown;Bonaire;2020;80;50;30;0;0;0;30;30;0;0;20;20;20;0;0;0;0;20;20;;30;;
2027;Male;55 to 64 years;Unknown;Bonaire;2022;30;30;30;20;0;20;20;0;0;20;20;0;0;0;20;0;20;20;0;;0;;
2028;Male;55 to 64 years;Unknown;St. Eustatius;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
2029;Male;55 to 64 years;Unknown;St. Eustatius;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
2030;Male;55 to 64 years;Unknown;St. Eustatius;2016;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
2031;Male;55 to 64 years;Unknown;St. Eustatius;2018;10;10;10;0;0;0;10;10;0;0;0;0;0;0;0;0;0;10;0;;0;;
2032;Male;55 to 64 years;Unknown;St. Eustatius;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
2033;Male;55 to 64 years;Unknown;St. Eustatius;2022;10;10;10;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;;0;;
2034;Male;55 to 64 years;Unknown;Saba;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
2035;Male;55 to 64 years;Unknown;Saba;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
2036;Male;55 to 64 years;Unknown;Saba;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
2037;Male;55 to 64 years;Unknown;Saba;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
2038;Male;55 to 64 years;Unknown;Saba;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
2039;Male;55 to 64 years;Unknown;Saba;2022;10;10;10;0;0;0;0;0;0;0;10;0;0;0;10;0;10;0;0;;0;;
2040;Male;65 to 74 years;Total;Caribbean Netherlands;2012;750;180;170;90;80;10;80;50;30;0;70;30;10;10;50;20;20;100;10;;580;23.6;22.8
2041;Male;65 to 74 years;Total;Caribbean Netherlands;2014;930;250;240;170;160;20;60;40;30;0;60;30;30;0;40;40;0;170;10;;680;26.6;25.6
2042;Male;65 to 74 years;Total;Caribbean Netherlands;2016;990;270;250;140;110;40;100;60;40;0;90;20;20;0;70;40;20;160;20;;730;26.8;24.9
2043;Male;65 to 74 years;Total;Caribbean Netherlands;2018;980;320;320;180;120;60;140;50;90;0;140;20;10;0;130;80;50;170;10;2.8;660;33.0;32.1
2044;Male;65 to 74 years;Total;Caribbean Netherlands;2020;1120;320;320;160;120;40;160;100;40;10;140;60;20;40;80;50;30;180;0;;800;28.8;28.5
2045;Male;65 to 74 years;Total;Caribbean Netherlands;2022;1250;250;250;120;70;50;140;50;90;0;110;40;40;0;60;30;30;150;0;;1000;20.0;20.0
2046;Male;65 to 74 years;Total;Bonaire;2012;560;120;110;40;40;10;70;50;20;0;50;20;10;10;40;20;20;60;10;;440;20.9;19.8
2047;Male;65 to 74 years;Total;Bonaire;2014;710;160;150;100;90;10;50;40;10;0;30;10;10;0;20;20;0;120;10;;550;21.9;20.6
2048;Male;65 to 74 years;Total;Bonaire;2016;790;210;200;120;90;30;80;50;30;0;70;10;10;0;60;40;20;130;10;;580;26.9;25.4
2049;Male;65 to 74 years;Total;Bonaire;2018;780;240;230;130;80;50;100;40;70;0;120;10;10;0;110;70;50;110;10;;540;31.2;30.0
2050;Male;65 to 74 years;Total;Bonaire;2020;920;280;280;140;100;40;130;90;30;10;120;60;20;40;60;50;20;150;0;;640;30.0;30.0
