ID;PrognoseInterval;Perioden;BevolkingOp1Januari_1;k_0Tot20Jaar_2;k_20Tot65Jaar_3;k_65JaarEnOuder_4;k_0Tot20Jaar_5;k_20Tot65Jaar_6;k_65JaarEnOuder_7;TotaleDruk_8;GroeneDruk_9;GrijzeDruk_10;LevendGeborenKinderen_11;TotaalVruchtbaarheidscijfer_12;Overledenen_13;Totaal_14;Mannen_15;Vrouwen_16;Totaal_17;Mannen_18;Vrouwen_19;Immigratie_20;EmigratieInclusiefCorrecties_21;MigratiesaldoInclusiefCorrecties_22
0;Prognose;2023;;;;;;;;;;;164918;1.43;169333;81.94;80.39;83.46;19.93;18.76;21.05;336911;192469;144442
1;Prognose;2024;17951318.0;3728774.0;10545037.0;3677508.0;20.8;58.7;20.5;70.2;35.4;34.9;165276;1.41;169522;82.16;80.61;83.7;20.09;18.91;21.21;323309;201224;122085
2;Prognose;2025;18069156.0;3710325.0;10600664.0;3758168.0;20.5;58.7;20.8;70.5;35.0;35.5;166129;1.4;169943;82.39;80.83;83.93;20.25;19.07;21.37;314613;209453;105160
3;Prognose;2026;18170504.0;3695880.0;10635376.0;3839248.0;20.3;58.5;21.1;70.8;34.8;36.1;167963;1.4;170574;82.61;81.06;84.16;20.41;19.23;21.54;305314;217562;87752
4;Prognose;2027;18255644.0;3682078.0;10649044.0;3924522.0;20.2;58.3;21.5;71.4;34.6;36.9;170909;1.42;171409;82.84;81.28;84.39;20.57;19.4;21.7;305503;227798;77705
5;Prognose;2028;18332848.0;3672426.0;10650287.0;4010135.0;20.0;58.1;21.9;72.1;34.5;37.7;174297;1.44;172426;83.06;81.5;84.62;20.73;19.55;21.87;305973;238432;67541
6;Prognose;2029;18402260.0;3660510.0;10643927.0;4097825.0;19.9;57.8;22.3;72.9;34.4;38.5;178492;1.46;173622;83.28;81.72;84.85;20.89;19.71;22.04;307754;240327;67427
7;Prognose;2030;18474560.0;3652909.0;10634432.0;4187219.0;19.8;57.6;22.7;73.7;34.3;39.4;182826;1.49;176136;83.45;81.87;85.02;21.0;19.82;22.16;308688;241718;66970
8;Prognose;2031;18548218.0;3650064.0;10629218.0;4268936.0;19.7;57.3;23.0;74.5;34.3;40.2;186522;1.52;178680;83.61;82.03;85.19;21.12;19.93;22.29;309702;242704;66998
9;Prognose;2032;18623058.0;3655201.0;10623823.0;4344035.0;19.6;57.0;23.3;75.3;34.4;40.9;189655;1.54;181222;83.77;82.18;85.36;21.24;20.04;22.41;310202;243301;66901
10;Prognose;2033;18698392.0;3666565.0;10616898.0;4414930.0;19.6;56.8;23.6;76.1;34.5;41.6;192331;1.56;183734;83.93;82.34;85.54;21.35;20.15;22.54;309773;243440;66333
11;Prognose;2034;18773322.0;3684663.0;10603686.0;4484975.0;19.6;56.5;23.9;77.0;34.7;42.3;194597;1.58;186189;84.09;82.49;85.71;21.47;20.26;22.67;309123;244149;64974
12;Prognose;2035;18846704.0;3700950.0;10583405.0;4562349.0;19.6;56.2;24.2;78.1;35.0;43.1;196414;1.59;188565;84.25;82.64;85.88;21.59;20.37;22.79;309330;244901;64429
13;Prognose;2036;18918982.0;3723201.0;10564149.0;4631633.0;19.7;55.8;24.5;79.1;35.2;43.8;197731;1.61;190834;84.41;82.79;86.04;21.71;20.48;22.92;309381;245792;63589
14;Prognose;2037;18989468.0;3745331.0;10555786.0;4688351.0;19.7;55.6;24.7;79.9;35.5;44.4;198488;1.62;192977;84.57;82.94;86.21;21.82;20.59;23.04;309409;246702;62707
15;Prognose;2038;19057686.0;3770641.0;10554983.0;4732064.0;19.8;55.4;24.8;80.6;35.7;44.8;198653;1.62;194975;84.73;83.09;86.37;21.94;20.7;23.17;309439;247521;61918
16;Prognose;2039;19123284.0;3797240.0;10568864.0;4757180.0;19.9;55.3;24.9;80.9;35.9;45.0;198350;1.63;196809;84.88;83.24;86.53;22.06;20.81;23.29;309495;248236;61259
17;Prognose;2040;19186084.0;3822852.0;10589743.0;4773489.0;19.9;55.2;24.9;81.2;36.1;45.1;197832;1.63;198463;85.04;83.39;86.69;22.17;20.92;23.41;309565;248877;60688
18;Prognose;2041;19246140.0;3848987.0;10617116.0;4780037.0;20.0;55.2;24.8;81.3;36.3;45.0;197170;1.64;199954;85.19;83.53;86.85;22.28;21.02;23.53;309618;249430;60188
19;Prognose;2042;19303544.0;3864084.0;10655207.0;4784253.0;20.0;55.2;24.8;81.2;36.3;44.9;196431;1.64;201293;85.34;83.68;87.0;22.4;21.13;23.65;309706;249930;59776
20;Prognose;2043;19358458.0;3890493.0;10682251.0;4785713.0;20.1;55.2;24.7;81.2;36.4;44.8;195644;1.64;202493;85.49;83.82;87.16;22.51;21.24;23.77;309769;250414;59355
21;Prognose;2044;19410962.0;3918244.0;10703841.0;4788878.0;20.2;55.1;24.7;81.3;36.6;44.7;194841;1.64;203560;85.63;83.96;87.31;22.62;21.34;23.88;309872;250837;59035
22;Prognose;2045;19461278.0;3945259.0;10724949.0;4791070.0;20.3;55.1;24.6;81.5;36.8;44.7;194051;1.64;204579;85.78;84.1;87.46;22.73;21.45;24.0;309881;251231;58650
23;Prognose;2046;19509400.0;3970982.0;10739297.0;4799122.0;20.4;55.0;24.6;81.7;37.0;44.7;193290;1.64;205474;85.92;84.24;87.61;22.84;21.55;24.11;309895;251545;58350
24;Prognose;2047;19555566.0;3994457.0;10756945.0;4804165.0;20.4;55.0;24.6;81.8;37.1;44.7;192567;1.64;206337;86.07;84.38;87.75;22.95;21.66;24.23;309929;251815;58114
25;Prognose;2048;19599910.0;4014616.0;10780686.0;4804609.0;20.5;55.0;24.5;81.8;37.2;44.6;191925;1.64;207212;86.21;84.52;87.9;23.06;21.76;24.34;309956;252051;57905
26;Prognose;2049;19642530.0;4030973.0;10807673.0;4803883.0;20.5;55.0;24.5;81.7;37.3;44.4;191380;1.64;208087;86.35;84.66;88.04;23.17;21.86;24.45;309978;252294;57684
27;Prognose;2050;19683506.0;4042845.0;10832852.0;4807810.0;20.5;55.0;24.4;81.7;37.3;44.4;190917;1.64;208930;86.49;84.79;88.18;23.27;21.96;24.56;310012;252514;57498
28;Prognose;2051;19722990.0;4050189.0;10858196.0;4814606.0;20.5;55.1;24.4;81.6;37.3;44.3;190553;1.64;209704;86.63;84.93;88.32;23.38;22.07;24.67;310049;252834;57215
29;Prognose;2052;19761054.0;4053720.0;10880977.0;4826358.0;20.5;55.1;24.4;81.6;37.3;44.4;190299;1.64;210355;86.76;85.06;88.46;23.48;22.17;24.78;310053;253084;56969
30;Prognose;2053;19797968.0;4054077.0;10904515.0;4839376.0;20.5;55.1;24.4;81.6;37.2;44.4;190182;1.64;210855;86.9;85.19;88.59;23.59;22.27;24.88;310056;253292;56764
31;Prognose;2054;19834060.0;4051879.0;10929418.0;4852763.0;20.4;55.1;24.5;81.5;37.1;44.4;190220;1.64;211170;87.03;85.32;88.73;23.69;22.37;24.99;310103;253515;56588
32;Prognose;2055;19869698.0;4047716.0;10953056.0;4868926.0;20.4;55.1;24.5;81.4;37.0;44.5;190418;1.64;211269;87.16;85.46;88.86;23.79;22.47;25.09;310136;253758;56378
