ID;Geslacht;Leeftijd;DiagnoseIndelingVTV;Perioden;TotaalOverledenen_1;OverledenenPer10000Inwoners_2;VerpleegdagenVanKlinischeOpnamen_3;VerpleegdagenPer10000Inwoners_4;GemiddeldeVerpleegduurOverledenen_5
2539;Totaal mannen en vrouwen;Totaal alle leeftijden;80;1992;665.0;0.4;16881.0;11.1;25.4
2540;Totaal mannen en vrouwen;Totaal alle leeftijden;80;1993;646.0;0.4;15013.0;9.8;23.2
2541;Totaal mannen en vrouwen;Totaal alle leeftijden;80;1994;688.0;0.4;14618.0;9.5;21.2
2542;Totaal mannen en vrouwen;Totaal alle leeftijden;80;1995;672.0;0.4;14965.0;9.7;22.3
2543;Totaal mannen en vrouwen;Totaal alle leeftijden;80;1996;667.0;0.4;14223.0;9.2;21.3
2544;Totaal mannen en vrouwen;Totaal alle leeftijden;80;1997;667.0;0.4;15519.0;9.9;23.3
2545;Totaal mannen en vrouwen;Totaal alle leeftijden;80;1998;688.0;0.4;16089.0;10.2;23.4
2546;Totaal mannen en vrouwen;Totaal alle leeftijden;80;1999;665.0;0.4;14950.0;9.5;22.5
2547;Totaal mannen en vrouwen;Totaal alle leeftijden;80;2000;645.0;0.4;15638.0;9.8;24.2
2548;Totaal mannen en vrouwen;Totaal alle leeftijden;80;2001;671.0;0.4;13195.0;8.2;19.7
2549;Totaal mannen en vrouwen;Totaal alle leeftijden;80;2002;654.0;0.4;11832.0;7.3;18.1
2550;Totaal mannen en vrouwen;Totaal alle leeftijden;80;2003;596.0;0.4;10681.0;6.6;17.9
2551;Totaal mannen en vrouwen;Totaal alle leeftijden;80;2004;590.0;0.4;9247.0;5.7;15.7
2552;Totaal mannen en vrouwen;Totaal alle leeftijden;80;2005;601.0;0.4;9213.0;5.6;15.3
2553;Totaal mannen en vrouwen;Totaal alle leeftijden;80;2006;533.0;0.3;8215.0;5.0;15.4
2554;Totaal mannen en vrouwen;Totaal alle leeftijden;80;2007;492.0;0.3;8044.0;4.9;16.3
2555;Totaal mannen en vrouwen;Totaal alle leeftijden;80;2008;481.0;0.3;6849.0;4.2;14.2
2556;Totaal mannen en vrouwen;Totaal alle leeftijden;80;2009;503.0;0.3;7856.0;4.8;15.6
2557;Totaal mannen en vrouwen;Totaal alle leeftijden;80;2010;412.0;0.2;5505.0;3.3;13.4
2558;Totaal mannen en vrouwen;Totaal alle leeftijden;80;2011;429.0;0.3;5669.0;3.4;13.2
2559;Totaal mannen en vrouwen;Totaal alle leeftijden;80;2012;410.0;0.2;5704.0;3.4;13.9
2560;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1981;96.0;0.1;3560.0;2.5;37.0
2561;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1982;109.0;0.1;4535.0;3.2;41.5
2562;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1983;122.0;0.1;5123.0;3.6;41.9
2563;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1984;92.0;0.1;2926.0;2.0;31.8
2564;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1985;119.0;0.1;5363.0;3.7;45.1
2565;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1986;116.0;0.1;4535.0;3.1;39.1
2566;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1987;87.0;0.1;2922.0;2.0;33.6
2567;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1988;87.0;0.1;3325.0;2.3;38.2
2568;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1989;129.0;0.1;4668.0;3.1;36.2
2569;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1990;102.0;0.1;3956.0;2.6;38.8
2570;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1991;93.0;0.1;4027.0;2.7;43.3
2571;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1992;81.0;0.1;3198.0;2.1;39.5
2572;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1993;66.0;0.0;2369.0;1.5;35.9
2573;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1994;82.0;0.1;3075.0;2.0;37.5
2574;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1995;85.0;0.1;2748.0;1.8;32.3
2575;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1996;75.0;0.0;2530.0;1.6;33.7
2576;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1997;90.0;0.1;3867.0;2.5;43.0
2577;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1998;72.0;0.0;2468.0;1.6;34.3
2578;Totaal mannen en vrouwen;Totaal alle leeftijden;81;1999;80.0;0.1;3390.0;2.1;42.4
2579;Totaal mannen en vrouwen;Totaal alle leeftijden;81;2000;61.0;0.0;2739.0;1.7;44.9
2580;Totaal mannen en vrouwen;Totaal alle leeftijden;81;2001;55.0;0.0;1423.0;0.9;25.9
2581;Totaal mannen en vrouwen;Totaal alle leeftijden;81;2002;64.0;0.0;2086.0;1.3;32.6
2582;Totaal mannen en vrouwen;Totaal alle leeftijden;81;2003;56.0;0.0;1417.0;0.9;25.3
2583;Totaal mannen en vrouwen;Totaal alle leeftijden;81;2004;58.0;0.0;1166.0;0.7;20.1
2584;Totaal mannen en vrouwen;Totaal alle leeftijden;81;2005;59.0;0.0;1445.0;0.9;24.5
2585;Totaal mannen en vrouwen;Totaal alle leeftijden;81;2006;22.0;0.0;335.0;0.2;15.2
2586;Totaal mannen en vrouwen;Totaal alle leeftijden;81;2007;42.0;0.0;762.0;0.5;18.1
2587;Totaal mannen en vrouwen;Totaal alle leeftijden;81;2008;39.0;0.0;819.0;0.5;21.0
2588;Totaal mannen en vrouwen;Totaal alle leeftijden;81;2009;46.0;0.0;1021.0;0.6;22.2
2589;Totaal mannen en vrouwen;Totaal alle leeftijden;81;2010;32.0;0.0;511.0;0.3;16.0
2590;Totaal mannen en vrouwen;Totaal alle leeftijden;81;2011;23.0;0.0;583.0;0.3;25.3
2591;Totaal mannen en vrouwen;Totaal alle leeftijden;81;2012;30.0;0.0;450.0;0.3;15.0
2592;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1981;17.0;0.0;660.0;0.5;38.4
2593;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1982;20.0;0.0;678.0;0.5;33.9
2594;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1983;18.0;0.0;686.0;0.5;38.1
2595;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1984;17.0;0.0;410.0;0.3;24.1
2596;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1985;21.0;0.0;299.0;0.2;14.2
2597;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1986;22.0;0.0;568.0;0.4;25.8
2598;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1987;13.0;0.0;294.0;0.2;22.6
2599;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1988;16.0;0.0;633.0;0.4;39.6
2600;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1989;15.0;0.0;475.0;0.3;31.7
2601;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1990;14.0;0.0;483.0;0.3;34.5
2602;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1991;6.0;0.0;142.0;0.1;23.7
2603;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1992;22.0;0.0;453.0;0.3;20.6
2604;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1993;21.0;0.0;418.0;0.3;19.9
2605;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1994;18.0;0.0;275.0;0.2;15.3
2606;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1995;15.0;0.0;278.0;0.2;18.5
2607;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1996;15.0;0.0;372.0;0.2;24.8
2608;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1997;14.0;0.0;130.0;0.1;9.3
2609;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1998;14.0;0.0;141.0;0.1;10.1
2610;Totaal mannen en vrouwen;Totaal alle leeftijden;82;1999;16.0;0.0;347.0;0.2;21.7
2611;Totaal mannen en vrouwen;Totaal alle leeftijden;82;2000;20.0;0.0;728.0;0.5;36.4
2612;Totaal mannen en vrouwen;Totaal alle leeftijden;82;2001;9.0;0.0;175.0;0.1;19.4
2613;Totaal mannen en vrouwen;Totaal alle leeftijden;82;2002;19.0;0.0;377.0;0.2;19.8
2614;Totaal mannen en vrouwen;Totaal alle leeftijden;82;2003;11.0;0.0;247.0;0.2;22.5
2615;Totaal mannen en vrouwen;Totaal alle leeftijden;82;2004;10.0;0.0;182.0;0.1;18.2
2616;Totaal mannen en vrouwen;Totaal alle leeftijden;82;2005;12.0;0.0;154.0;0.1;12.8
2617;Totaal mannen en vrouwen;Totaal alle leeftijden;82;2006;19.0;0.0;358.0;0.2;18.8
2618;Totaal mannen en vrouwen;Totaal alle leeftijden;82;2007;14.0;0.0;264.0;0.2;18.9
2619;Totaal mannen en vrouwen;Totaal alle leeftijden;82;2008;10.0;0.0;96.0;0.1;9.6
2620;Totaal mannen en vrouwen;Totaal alle leeftijden;82;2009;10.0;0.0;190.0;0.1;19.0
2621;Totaal mannen en vrouwen;Totaal alle leeftijden;82;2010;5.0;0.0;46.0;0.0;9.2
2622;Totaal mannen en vrouwen;Totaal alle leeftijden;82;2011;13.0;0.0;130.0;0.1;10.0
2623;Totaal mannen en vrouwen;Totaal alle leeftijden;82;2012;10.0;0.0;101.0;0.1;10.1
2624;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1981;70.0;0.0;1475.0;1.0;21.0
2625;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1982;87.0;0.1;2119.0;1.5;24.3
2626;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1983;69.0;0.0;1224.0;0.9;17.7
2627;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1984;84.0;0.1;1309.0;0.9;15.6
2628;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1985;100.0;0.1;2455.0;1.7;24.6
2629;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1986;93.0;0.1;2190.0;1.5;23.5
2630;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1987;97.0;0.1;1692.0;1.2;17.4
2631;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1988;122.0;0.1;2666.0;1.8;21.9
2632;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1989;98.0;0.1;1998.0;1.3;20.4
2633;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1990;96.0;0.1;2478.0;1.7;25.8
2634;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1991;94.0;0.1;2667.0;1.8;28.5
2635;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1992;107.0;0.1;2176.0;1.4;20.3
2636;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1993;141.0;0.1;3246.0;2.1;23.0
2637;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1994;123.0;0.1;2218.0;1.4;18.0
2638;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1995;129.0;0.1;2447.0;1.6;19.0
2639;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1996;138.0;0.1;2561.0;1.6;18.6
2640;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1997;128.0;0.1;2525.0;1.6;19.7
2641;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1998;173.0;0.1;4696.0;3.0;27.1
2642;Totaal mannen en vrouwen;Totaal alle leeftijden;83;1999;131.0;0.1;2616.0;1.7;20.0
2643;Totaal mannen en vrouwen;Totaal alle leeftijden;83;2000;122.0;0.1;2676.0;1.7;21.9
2644;Totaal mannen en vrouwen;Totaal alle leeftijden;83;2001;139.0;0.1;2632.0;1.6;18.9
2645;Totaal mannen en vrouwen;Totaal alle leeftijden;83;2002;119.0;0.1;1893.0;1.2;15.9
2646;Totaal mannen en vrouwen;Totaal alle leeftijden;83;2003;131.0;0.1;1782.0;1.1;13.6
2647;Totaal mannen en vrouwen;Totaal alle leeftijden;83;2004;131.0;0.1;1933.0;1.2;14.8
2648;Totaal mannen en vrouwen;Totaal alle leeftijden;83;2005;158.0;0.1;1668.0;1.0;10.6
2649;Totaal mannen en vrouwen;Totaal alle leeftijden;83;2006;139.0;0.1;1891.0;1.2;13.6
2650;Totaal mannen en vrouwen;Totaal alle leeftijden;83;2007;125.0;0.1;1579.0;1.0;12.6
2651;Totaal mannen en vrouwen;Totaal alle leeftijden;83;2008;125.0;0.1;1757.0;1.1;14.1
2652;Totaal mannen en vrouwen;Totaal alle leeftijden;83;2009;117.0;0.1;1501.0;0.9;12.8
2653;Totaal mannen en vrouwen;Totaal alle leeftijden;83;2010;116.0;0.1;1480.0;0.9;12.8
2654;Totaal mannen en vrouwen;Totaal alle leeftijden;83;2011;111.0;0.1;1233.0;0.7;11.1
2655;Totaal mannen en vrouwen;Totaal alle leeftijden;83;2012;106.0;0.1;1688.0;1.0;15.9
2656;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1981;54.0;0.0;1061.0;0.7;19.6
2657;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1982;59.0;0.0;1329.0;0.9;22.6
2658;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1983;62.0;0.0;919.0;0.6;14.9
2659;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1984;51.0;0.0;1132.0;0.8;22.3
2660;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1985;47.0;0.0;955.0;0.7;20.5
2661;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1986;34.0;0.0;622.0;0.4;18.5
2662;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1987;27.0;0.0;524.0;0.4;19.3
2663;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1988;38.0;0.0;760.0;0.5;20.2
2664;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1989;44.0;0.0;704.0;0.5;15.9
2665;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1990;36.0;0.0;543.0;0.4;15.1
2666;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1991;33.0;0.0;549.0;0.4;16.6
2667;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1992;33.0;0.0;432.0;0.3;13.1
2668;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1993;21.0;0.0;303.0;0.2;14.4
2669;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1994;31.0;0.0;463.0;0.3;14.9
2670;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1995;27.0;0.0;204.0;0.1;7.6
2671;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1996;20.0;0.0;422.0;0.3;21.1
2672;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1997;17.0;0.0;244.0;0.2;14.4
2673;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1998;12.0;0.0;198.0;0.1;16.5
2674;Totaal mannen en vrouwen;Totaal alle leeftijden;84;1999;12.0;0.0;319.0;0.2;26.6
2675;Totaal mannen en vrouwen;Totaal alle leeftijden;84;2000;10.0;0.0;279.0;0.2;27.9
2676;Totaal mannen en vrouwen;Totaal alle leeftijden;84;2001;11.0;0.0;214.0;0.1;19.5
2677;Totaal mannen en vrouwen;Totaal alle leeftijden;84;2002;14.0;0.0;202.0;0.1;14.4
2678;Totaal mannen en vrouwen;Totaal alle leeftijden;84;2003;7.0;0.0;71.0;0.0;10.1
2679;Totaal mannen en vrouwen;Totaal alle leeftijden;84;2004;6.0;0.0;89.0;0.1;14.8
2680;Totaal mannen en vrouwen;Totaal alle leeftijden;84;2005;6.0;0.0;78.0;0.0;13.0
2681;Totaal mannen en vrouwen;Totaal alle leeftijden;84;2006;8.0;0.0;67.0;0.0;8.4
2682;Totaal mannen en vrouwen;Totaal alle leeftijden;84;2007;6.0;0.0;94.0;0.1;15.7
2683;Totaal mannen en vrouwen;Totaal alle leeftijden;84;2008;;;;;
2684;Totaal mannen en vrouwen;Totaal alle leeftijden;84;2009;5.0;0.0;53.0;0.0;10.6
2685;Totaal mannen en vrouwen;Totaal alle leeftijden;84;2010;8.0;0.0;69.0;0.0;8.6
2686;Totaal mannen en vrouwen;Totaal alle leeftijden;84;2011;6.0;0.0;50.0;0.0;8.3
2687;Totaal mannen en vrouwen;Totaal alle leeftijden;84;2012;5.0;0.0;62.0;0.0;12.4
2688;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1981;5.0;0.0;90.0;0.1;18.0
2689;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1982;;;;;
2690;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1983;;;;;
2691;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1984;5.0;0.0;29.0;0.0;5.8
2692;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1985;5.0;0.0;114.0;0.1;22.8
2693;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1986;;;;;
2694;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1987;;;;;
2695;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1988;;;;;
2696;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1989;;;;;
2697;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1990;5.0;0.0;31.0;0.0;6.2
2698;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1991;5.0;0.0;94.0;0.1;18.8
2699;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1992;;;;;
2700;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1993;;;;;
2701;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1994;;;;;
2702;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1995;;;;;
2703;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1996;;;;;
2704;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1997;;;;;
2705;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1998;;;;;
2706;Totaal mannen en vrouwen;Totaal alle leeftijden;85;1999;;;;;
2707;Totaal mannen en vrouwen;Totaal alle leeftijden;85;2000;;;;;
2708;Totaal mannen en vrouwen;Totaal alle leeftijden;85;2001;8.0;0.0;146.0;0.1;18.2
2709;Totaal mannen en vrouwen;Totaal alle leeftijden;85;2002;;;;;
2710;Totaal mannen en vrouwen;Totaal alle leeftijden;85;2003;;;;;
2711;Totaal mannen en vrouwen;Totaal alle leeftijden;85;2004;6.0;0.0;75.0;0.0;12.5
2712;Totaal mannen en vrouwen;Totaal alle leeftijden;85;2005;;;;;
2713;Totaal mannen en vrouwen;Totaal alle leeftijden;85;2006;;;;;
2714;Totaal mannen en vrouwen;Totaal alle leeftijden;85;2007;;;;;
2715;Totaal mannen en vrouwen;Totaal alle leeftijden;85;2008;;;;;
2716;Totaal mannen en vrouwen;Totaal alle leeftijden;85;2009;7.0;0.0;42.0;0.0;6.0
2717;Totaal mannen en vrouwen;Totaal alle leeftijden;85;2010;;;;;
2718;Totaal mannen en vrouwen;Totaal alle leeftijden;85;2011;6.0;0.0;20.0;0.0;3.3
2719;Totaal mannen en vrouwen;Totaal alle leeftijden;85;2012;5.0;0.0;74.0;0.0;14.8
2720;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1981;392.0;0.3;11957.0;8.4;30.5
2721;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1982;391.0;0.3;10390.0;7.3;26.5
2722;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1983;419.0;0.3;10114.0;7.0;24.1
2723;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1984;394.0;0.3;11512.0;8.0;29.2
2724;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1985;457.0;0.3;11809.0;8.1;25.8
2725;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1986;419.0;0.3;10525.0;7.2;25.1
2726;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1987;395.0;0.3;11151.0;7.6;28.2
2727;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1988;408.0;0.3;11309.0;7.7;27.7
2728;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1989;395.0;0.3;9802.0;6.6;24.8
2729;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1990;431.0;0.3;11581.0;7.7;26.9
2730;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1991;397.0;0.3;9940.0;6.6;25.0
2731;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1992;418.0;0.3;10364.0;6.8;24.8
2732;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1993;393.0;0.3;8607.0;5.6;21.9
2733;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1994;432.0;0.3;8552.0;5.6;19.8
2734;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1995;413.0;0.3;9131.0;5.9;22.1
2735;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1996;418.0;0.3;8334.0;5.4;19.9
2736;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1997;416.0;0.3;8669.0;5.6;20.8
2737;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1998;417.0;0.3;8586.0;5.5;20.6
2738;Totaal mannen en vrouwen;Totaal alle leeftijden;86;1999;422.0;0.3;8138.0;5.1;19.3
2739;Totaal mannen en vrouwen;Totaal alle leeftijden;86;2000;429.0;0.3;9190.0;5.8;21.4
2740;Totaal mannen en vrouwen;Totaal alle leeftijden;86;2001;449.0;0.3;8605.0;5.4;19.2
2741;Totaal mannen en vrouwen;Totaal alle leeftijden;86;2002;436.0;0.3;7255.0;4.5;16.6
2742;Totaal mannen en vrouwen;Totaal alle leeftijden;86;2003;388.0;0.2;7136.0;4.4;18.4
2743;Totaal mannen en vrouwen;Totaal alle leeftijden;86;2004;379.0;0.2;5802.0;3.6;15.3
2744;Totaal mannen en vrouwen;Totaal alle leeftijden;86;2005;362.0;0.2;5842.0;3.6;16.1
2745;Totaal mannen en vrouwen;Totaal alle leeftijden;86;2006;341.0;0.2;5498.0;3.4;16.1
2746;Totaal mannen en vrouwen;Totaal alle leeftijden;86;2007;301.0;0.2;5243.0;3.2;17.4
2747;Totaal mannen en vrouwen;Totaal alle leeftijden;86;2008;301.0;0.2;4132.0;2.5;13.7
2748;Totaal mannen en vrouwen;Totaal alle leeftijden;86;2009;318.0;0.2;5049.0;3.1;15.9
2749;Totaal mannen en vrouwen;Totaal alle leeftijden;86;2010;248.0;0.1;3394.0;2.0;13.7
2750;Totaal mannen en vrouwen;Totaal alle leeftijden;86;2011;270.0;0.2;3653.0;2.2;13.5
2751;Totaal mannen en vrouwen;Totaal alle leeftijden;86;2012;254.0;0.2;3329.0;2.0;13.1
2752;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1981;16953.0;11.9;226822.0;159.2;13.4
2753;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1982;17054.0;11.9;222119.0;155.2;13.0
2754;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1983;16868.0;11.7;219405.0;152.7;13.0
2755;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1984;17414.0;12.1;215955.0;149.7;12.4
2756;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1985;18063.0;12.5;217067.0;149.8;12.0
2757;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1986;18282.0;12.5;229930.0;157.7;12.6
2758;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1987;17724.0;12.1;221287.0;150.9;12.5
2759;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1988;17840.0;12.1;232359.0;157.4;13.0
2760;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1989;17758.0;12.0;234438.0;157.9;13.2
2761;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1990;17828.0;11.9;227329.0;152.0;12.8
2762;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1991;17488.0;11.6;231010.0;153.3;13.2
2763;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1992;17301.0;11.4;217620.0;143.3;12.6
2764;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1993;18225.0;11.9;222169.0;145.3;12.2
2765;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1994;17767.0;11.5;212399.0;138.1;12.0
2766;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1995;17857.0;11.6;209505.0;135.5;11.7
2767;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1996;17751.0;11.4;209082.0;134.6;11.8
2768;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1997;17302.0;11.1;207108.0;132.7;12.0
2769;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1998;17250.0;11.0;216574.0;137.9;12.6
2770;Totaal mannen en vrouwen;Totaal alle leeftijden;87;1999;16683.0;10.6;213420.0;135.0;12.8
2771;Totaal mannen en vrouwen;Totaal alle leeftijden;87;2000;16792.0;10.5;202664.0;127.2;12.1
2772;Totaal mannen en vrouwen;Totaal alle leeftijden;87;2001;16515.0;10.3;197818.0;123.3;12.0
2773;Totaal mannen en vrouwen;Totaal alle leeftijden;87;2002;16305.0;10.1;176604.0;109.4;10.8
2774;Totaal mannen en vrouwen;Totaal alle leeftijden;87;2003;15371.0;9.5;156426.0;96.4;10.2
2775;Totaal mannen en vrouwen;Totaal alle leeftijden;87;2004;14720.0;9.0;135971.0;83.5;9.2
2776;Totaal mannen en vrouwen;Totaal alle leeftijden;87;2005;14489.0;8.9;134097.0;82.2;9.3
2777;Totaal mannen en vrouwen;Totaal alle leeftijden;87;2006;13862.0;8.5;129690.0;79.3;9.4
2778;Totaal mannen en vrouwen;Totaal alle leeftijden;87;2007;13865.0;8.5;124555.0;76.0;9.0
2779;Totaal mannen en vrouwen;Totaal alle leeftijden;87;2008;13528.0;8.2;117237.0;71.3;8.7
2780;Totaal mannen en vrouwen;Totaal alle leeftijden;87;2009;13676.0;8.3;117433.0;71.0;8.6
2781;Totaal mannen en vrouwen;Totaal alle leeftijden;87;2010;13273.0;8.0;111322.0;67.0;8.4
2782;Totaal mannen en vrouwen;Totaal alle leeftijden;87;2011;12460.0;7.5;99408.0;59.6;8.0
2783;Totaal mannen en vrouwen;Totaal alle leeftijden;87;2012;11781.0;7.0;90453.0;54.0;7.7
2784;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1981;199.0;0.1;4079.0;2.9;20.5
2785;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1982;213.0;0.1;3600.0;2.5;16.9
2786;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1983;208.0;0.1;3593.0;2.5;17.2
2787;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1984;187.0;0.1;3499.0;2.4;18.7
2788;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1985;185.0;0.1;2761.0;1.9;14.9
2789;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1986;191.0;0.1;3621.0;2.5;19.0
2790;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1987;172.0;0.1;3321.0;2.3;19.3
2791;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1988;192.0;0.1;4016.0;2.7;20.9
2792;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1989;222.0;0.1;4855.0;3.3;21.9
2793;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1990;190.0;0.1;3855.0;2.6;20.3
2794;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1991;211.0;0.1;3943.0;2.6;18.7
2795;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1992;211.0;0.1;3940.0;2.6;18.7
2796;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1993;229.0;0.1;3976.0;2.6;17.4
2797;Totaal mannen en vrouwen;Totaal alle leeftijden;88;1994;230.0;0.1;3927.0;2.6;17.1
